S1c,log10S2c,resid_dex,z_halfwidths,blob_px,n_est
665.3409269689437,4.9207423382870905,0.04977312947302526,0.4002026168677408,61.0,2.0
670.6834682466829,4.9216976113931254,0.050728402579060194,0.4078835242349528,23.0,1.0
543.5700575815739,4.924752630433203,0.13247491668583056,1.0886171267546503,1.0,1.0
545.873320537428,4.924752630433203,0.13018618434498297,1.0687066025343794,1.0,1.0
753.3160421022747,4.8768985109240734,0.005929302110008194,0.047674764390909175,649.0,26.0
644.1458733205375,4.919547783179738,0.04857857436567237,0.3905977540629127,1.0,1.0
779.4228313899904,4.899324544071561,0.028355335257495895,0.2279920811160166,227.0,9.0
794.5891600402157,4.906845477382592,0.03587626856852655,0.2884644127582023,84.0,3.0
640.2111324376199,4.912065815252882,0.04109660643881696,0.3304387249773333,32.0,1.0
511.39113744471337,4.908572344406127,0.16229226580169254,1.379481253813636,23.0,1.0
528.8730463394571,4.906535665046076,0.1356219406420216,1.1383653804535494,21.0,1.0
634.9328214971209,4.909138088672808,0.038168879858742955,0.30689823533514876,1.0,1.0
727.8310940499041,4.9039332414193435,0.03296403260527825,0.2650484759712668,1.0,1.0
420.2687140115163,4.892417516871052,0.2711600115850654,2.604730136381726,40.0,2.0
440.7869481765835,4.89493319304356,0.24553801579436385,2.2553060832149487,24.0,1.0
446.850074642781,4.8908054600133815,0.23372899437726513,2.122551622655137,45.0,2.0
790.0191938579654,4.887845531726815,0.016876322912749764,0.1356946743010764,33.0,1.0
452.5739822958146,4.87748174157151,0.2132811354730162,1.9293235943206088,67.0,3.0
715.5470249520154,4.893523546912413,0.022554338098347948,0.1813489572434957,1.0,1.0
433.0134357005758,4.885716276032216,0.2460295768933518,2.307105923002564,21.0,1.0
465.4990403071017,4.883276503882154,0.20187139107404928,1.8138374865612745,16.0,1.0
475.2922701099285,4.880333990804201,0.18420015656412936,1.6510897517609644,44.0,2.0
768.9699296225207,4.88235481218102,0.011385603366954378,0.0915463486084945,24.0,1.0
798.4644913627639,4.8844150642188495,0.013445855404784268,0.10811187835669868,4.0,1.0
406.2087957940416,4.877343260885338,0.27364431946978396,2.6641249645358083,23.0,1.0
459.7426601265372,4.877041530609774,0.20411383478392864,1.8565498461230547,27.0,1.0
704.0307101727448,4.883113852405484,0.012144643591418536,0.09764943851573175,1.0,1.0
427.2552783109405,4.870837201818507,0.23904612587166074,2.2705004866569642,46.0,2.0
703.2629558541266,4.880511428778751,0.009542219964686183,0.07672455883379076,1.0,1.0
733.9731285988483,4.875306581525286,0.004337372711220588,0.03487479946990164,21.0,1.0
468.3301343570058,4.875306581525286,0.1896982935160798,1.693693205165548,1.0,1.0
698.6564299424184,4.875306581525286,0.004337372711220588,0.03487479946990164,1.0,1.0
797.8773851191148,4.867499310645089,-0.0034698981689764707,-0.027899839575921317,17.0,1.0
436.06878451956595,4.857408280255718,0.21391188518532456,1.9890451357712255,98.0,4.0
464.9585733778231,4.762047553174711,0.08144484295518772,0.7326804383453358,3957.0,158.0
471.78502879078695,4.870101734271821,0.1793003215227591,1.5990265164698645,2.0,1.0
787.1336453233841,4.843287998702005,-0.027681210112060484,-0.2225717539202792,178.0,7.0
793.8886756238004,4.858651070314198,-0.012318138499867182,-0.09904443049452638,25.0,1.0
462.1183039609143,4.856853032172093,0.18046711933448645,1.6339219810781775,22.0,1.0
597.4834719556409,4.859692039764892,-0.0075625072200482535,-0.060626057366286526,9.0,1.0
378.88675623800384,4.85318598069806,0.28406801280690885,2.8755603871054647,24.0,1.0
406.1420345489443,4.853728152286963,0.25011301672926933,2.4348346219077177,24.0,1.0
478.00383877159305,4.858651070314198,0.15839455796615187,1.4253918161196317,5.0,1.0
737.4870810571387,4.846029315724546,-0.024939893089519494,-0.2005300969519434,52.0,2.0
360.300703774792,4.846679921631229,0.3039505839084464,3.1698101837645205,24.0,1.0
428.3109404990403,4.845812447088985,0.21242976019063597,2.0142810442324453,24.0,1.0
776.2309530338047,4.841740627809063,-0.02922858100500214,-0.23501344459106244,49.0,2.0
750.0458983560044,4.826058543110708,-0.04491066570335711,-0.3611058040764053,184.0,7.0
566.405264601042,4.839690555319433,0.01483561703551839,0.11970339741852672,35.0,1.0
708.8025985530784,4.830304671426097,-0.04066453738796838,-0.32696465841475403,65.0,3.0
389.9952015355086,4.835619621217616,0.25275414896794146,2.518785023700433,32.0,1.0
401.58785552259644,4.83467328535335,0.23677504257674187,2.2923950700029727,44.0,2.0
419.0978886756238,4.8354027525820555,0.21566848859281063,2.0758517046782723,24.0,1.0
675.2232329132939,4.826539425737387,-0.04442978307667822,-0.3572392502221329,23.0,1.0
714.809980806142,4.827421986793409,-0.04354722202065631,-0.3501429866778254,25.0,1.0
722.1441825596419,4.789441019702543,-0.08152818911152249,-0.6555303027229202,361.0,14.0
766.2495201535509,4.827421986793409,-0.04354722202065631,-0.3501429866778254,25.0,1.0
418.96124588643016,4.784335696079437,0.164770791281315,1.5863295603082905,571.0,23.0
423.03262955854126,4.8228055135772925,0.1973808814364606,1.8875489094058469,23.0,1.0
637.8388667692454,4.814332441179943,-0.05663676763412262,-0.45538994349129813,121.0,5.0
