line,E_keV,variant,f,N_decays,Ne_mean,S1c_mean,log10S2c_mean,P_below_NR_median_S1c480_600,N_below_NR_median_S1c480_600,P_below_event_depth(-1.5sig_LZ)_S1c480_600,N_below_event_depth(-1.5sig_LZ)_S1c480_600,P_in_ROI(<4.15)_S1c480_600,N_in_ROI(<4.15)_S1c480_600,P_NR_pm1hw_S1c480_600,N_NR_pm1hw_S1c480_600,P_event_region_V(3.90-4.00)_S1c480_600,N_event_region_V(3.90-4.00)_S1c480_600,P_gap_G(-1hw..ROI_top)_S1c480_600,N_gap_G(-1hw..ROI_top)_S1c480_600,P_tail_+1..+5hw_S1c480_600,N_tail_+1..+5hw_S1c480_600,P_in_ROI_anyS1c,N_in_ROI_anyS1c
I125_K_67.3,67.3,k=0.75 NEST skew,0.3,10000.0,824.9386826947776,460.06005269982137,4.454240763917784,0.0019371592121535824,19.371592121535823,0.0010154613819826895,10.154613819826894,0.01308955909006401,130.89559090064012,0.0014500466838647651,14.500466838647652,0.0012050994951995487,12.050994951995488,0.01174494256468857,117.4494256468857,0.009613381203418845,96.13381203418845,0.014896894638522357,148.96894638522357
I125_K_67.3,67.3,"Gaussian, k=0.75",0.0,1000.0,1178.483832421111,421.17008622992466,4.609142723903527,2.2217779447635203e-05,0.022217779447635203,1.1719958643719659e-05,0.01171995864371966,0.0001705823351951261,0.17058233519512608,1.6767524319063488e-05,0.01676752431906349,1.3622353487180991e-05,0.013622353487180992,0.00015513602756163388,0.1551360275616339,0.0001282822608387137,0.12828226083871372,0.00019462899894757488,0.19462899894757488
I125_K_67.3,67.3,"Gaussian, k=0.75",0.0,10000.0,1178.483832421111,421.17008622992466,4.609142723903527,2.2217779447635203e-05,0.22217779447635203,1.1719958643719659e-05,0.11719958643719659,0.0001705823351951261,1.705823351951261,1.6767524319063488e-05,0.16767524319063487,1.3622353487180991e-05,0.1362235348718099,0.00015513602756163388,1.551360275616339,0.0001282822608387137,1.282822608387137,0.00019462899894757488,1.9462899894757488
I125_K_67.3,67.3,"Gaussian, k=0.75",0.1,1000.0,1060.6354491789998,434.1334083865569,4.563385233342852,0.00019708146578349963,0.19708146578349964,0.00011148131193852377,0.11148131193852377,0.0011725222916555253,1.1725222916555254,0.0001311484609877443,0.1311484609877443,0.00011644297747324898,0.11644297747324898,0.0010298957160734489,1.0298957160734488,0.0008384936421713835,0.8384936421713836,0.0013307065934132353,1.3307065934132354
I125_K_67.3,67.3,"Gaussian, k=0.75",0.1,10000.0,1060.6354491789998,434.1334083865569,4.563385233342852,0.00019708146578349963,1.9708146578349963,0.00011148131193852377,1.1148131193852377,0.0011725222916555253,11.725222916555254,0.0001311484609877443,1.311484609877443,0.00011644297747324898,1.1644297747324899,0.0010298957160734489,10.298957160734489,0.0008384936421713835,8.384936421713835,0.0013307065934132353,13.307065934132353
I125_K_67.3,67.3,"Gaussian, k=0.75",0.2,1000.0,942.7870659368888,447.09673054318915,4.5122327108954705,0.0013147665792016911,1.3147665792016912,0.0007952743153804248,0.7952743153804248,0.006114373465779829,6.1143734657798285,0.0007634557431980815,0.7634557431980815,0.0007418830655556574,0.7418830655556574,0.00512528186264352,5.1252818626435195,0.0040941107640786395,4.094110764078639,0.006896316900971793,6.896316900971793
I125_K_67.3,67.3,"Gaussian, k=0.75",0.2,10000.0,942.7870659368888,447.09673054318915,4.5122327108954705,0.0013147665792016911,13.14766579201691,0.0007952743153804248,7.952743153804248,0.006114373465779829,61.14373465779829,0.0007634557431980815,7.634557431980816,0.0007418830655556574,7.418830655556574,0.00512528186264352,51.2528186264352,0.0040941107640786395,40.9411076407864,0.006896316900971793,68.96316900971793
I125_K_67.3,67.3,"Gaussian, k=0.75",0.3,1000.0,824.9386826947776,460.06005269982137,4.454240763917784,0.0066018606711263595,6.601860671126359,0.004254524017967464,4.254524017967464,0.02427910937891577,24.27910937891577,0.0033086827321541757,3.3086827321541756,0.0035213272714372168,3.5213272714372166,0.019126644842953087,19.126644842953088,0.014933188966255194,14.933188966255194,0.027190153638846595,27.190153638846596
I125_K_67.3,67.3,"Gaussian, k=0.75",0.3,10000.0,824.9386826947776,460.06005269982137,4.454240763917784,0.0066018606711263595,66.0186067112636,0.004254524017967464,42.54524017967464,0.02427910937891577,242.7910937891577,0.0033086827321541757,33.086827321541755,0.0035213272714372168,35.21327271437217,0.019126644842953087,191.26644842953087,0.014933188966255194,149.33188966255193,0.027190153638846595,271.90153638846596
I125_K_67.3,67.3,k=1.0 literal Gaussian,0.0,1000.0,1178.483832421111,421.17008622992466,4.609142723903527,0.0009358390023213148,0.9358390023213149,0.0006197337191117859,0.6197337191117859,0.0032625306018939162,3.2625306018939164,0.0004409682413381906,0.4409682413381906,0.00048235097889561955,0.48235097889561956,0.0025209756658036327,2.5209756658036326,0.0019631674181367275,1.9631674181367276,0.0036451108445924854,3.6451108445924856
I125_K_67.3,67.3,k=1.0 literal Gaussian,0.0,10000.0,1178.483832421111,421.17008622992466,4.609142723903527,0.0009358390023213148,9.358390023213149,0.0006197337191117859,6.1973371911178585,0.0032625306018939162,32.62530601893916,0.0004409682413381906,4.409682413381906,0.00048235097889561955,4.823509788956196,0.0025209756658036327,25.209756658036326,0.0019631674181367275,19.631674181367277,0.0036451108445924854,36.45110844592485
I125_K_67.3,67.3,k=1.0 literal Gaussian,0.1,1000.0,1060.6354491789998,434.1334083865569,4.563385233342852,0.00330662231493457,3.30662231493457,0.0022649468436334286,2.2649468436334286,0.01015290215795448,10.152902157954479,0.0014195768396981403,1.4195768396981403,0.0016362474502982604,1.6362474502982605,0.007480994975242022,7.480994975242022,0.005738817674491984,5.738817674491984,0.01129421293506913,11.29421293506913
I125_K_67.3,67.3,k=1.0 literal Gaussian,0.1,10000.0,1060.6354491789998,434.1334083865569,4.563385233342852,0.00330662231493457,33.0662231493457,0.0022649468436334286,22.649468436334285,0.01015290215795448,101.52902157954479,0.0014195768396981403,14.195768396981403,0.0016362474502982604,16.362474502982604,0.007480994975242022,74.80994975242022,0.005738817674491984,57.38817674491984,0.01129421293506913,112.94212935069129
I125_K_67.3,67.3,k=1.0 literal Gaussian,0.2,1000.0,942.7870659368888,447.09673054318915,4.5122327108954705,0.009923266160409042,9.923266160409042,0.00702098430236398,7.02098430236398,0.026988727734469836,26.988727734469837,0.003864122401492842,3.8641224014928417,0.004694587547765062,4.694587547765062,0.018818461134961946,18.818461134961947,0.014201497915072947,14.201497915072947,0.029882651927384773,29.882651927384774
I125_K_67.3,67.3,k=1.0 literal Gaussian,0.2,10000.0,942.7870659368888,447.09673054318915,4.5122327108954705,0.009923266160409042,99.23266160409042,0.00702098430236398,70.2098430236398,0.026988727734469836,269.88727734469836,0.003864122401492842,38.64122401492842,0.004694587547765062,46.94587547765062,0.018818461134961946,188.18461134961947,0.014201497915072947,142.01497915072946,0.029882651927384773,298.82651927384774
I125_K_67.3,67.3,k=1.0 literal Gaussian,0.3,1000.0,824.9386826947776,460.06005269982137,4.454240763917784,0.02529743996633843,25.29743996633843,0.01846080540618766,18.46080540618766,0.06133315175576056,61.33315175576056,0.008893514459210019,8.893514459210019,0.011391990288451741,11.39199028845174,0.04012865298624868,40.12865298624868,0.029750210320724908,29.750210320724907,0.06757461106668256,67.57461106668255
I125_K_67.3,67.3,k=1.0 literal Gaussian,0.3,10000.0,824.9386826947776,460.06005269982137,4.454240763917784,0.02529743996633843,252.9743996633843,0.01846080540618766,184.6080540618766,0.06133315175576056,613.3315175576056,0.008893514459210019,88.93514459210019,0.011391990288451741,113.91990288451741,0.04012865298624868,401.2865298624868,0.029750210320724908,297.5021032072491,0.06757461106668256,675.7461106668255
I125_K_67.3,67.3,k=1.0 literal NEST skew,0.0,1000.0,1178.483832421111,421.17008622992466,4.609142723903527,8.586710648745055e-05,0.08586710648745055,4.580628594638774e-05,0.04580628594638774,0.000612058641070771,0.612058641070771,6.328900741799754e-05,0.06328900741799755,5.2512362329866775e-05,0.05251236232986677,0.0005519437333176853,0.5519437333176853,0.00045431708112113415,0.45431708112113417,0.0006969625898608069,0.6969625898608068
I125_K_67.3,67.3,k=1.0 literal NEST skew,0.0,10000.0,1178.483832421111,421.17008622992466,4.609142723903527,8.586710648745055e-05,0.8586710648745055,4.580628594638774e-05,0.45806285946387737,0.000612058641070771,6.12058641070771,6.328900741799754e-05,0.6328900741799754,5.2512362329866775e-05,0.5251236232986678,0.0005519437333176853,5.519437333176853,0.00045431708112113415,4.543170811211342,0.0006969625898608069,6.969625898608069
I125_K_67.3,67.3,k=1.0 literal NEST skew,0.1,1000.0,1060.6354491789998,434.1334083865569,4.563385233342852,0.000700774364977324,0.700774364977324,0.0004068856405259801,0.4068856405259801,0.003679339978618741,3.679339978618741,0.00044103746894881,0.44103746894880996,0.00040851626848792725,0.40851626848792727,0.003164162951916004,3.164162951916004,0.002550656513613777,2.550656513613777,0.004160984479502419,4.160984479502419
I125_K_67.3,67.3,k=1.0 literal NEST skew,0.1,10000.0,1060.6354491789998,434.1334083865569,4.563385233342852,0.000700774364977324,7.00774364977324,0.0004068856405259801,4.068856405259801,0.003679339978618741,36.79339978618741,0.00044103746894881,4.4103746894880995,0.00040851626848792725,4.085162684879273,0.003164162951916004,31.641629519160038,0.002550656513613777,25.50656513613777,0.004160984479502419,41.60984479502419
I125_K_67.3,67.3,k=1.0 literal NEST skew,0.2,1000.0,942.7870659368888,447.09673054318915,4.5122327108954705,0.004049400318440996,4.049400318440996,0.0025441557233806924,2.544155723380692,0.0159978758685507,15.997875868550699,0.0021491661912541263,2.1491661912541264,0.002219628497218545,2.219628497218545,0.012882303293521037,12.882303293521037,0.010122258740885544,10.122258740885544,0.017949198427694185,17.949198427694185
I125_K_67.3,67.3,k=1.0 literal NEST skew,0.2,10000.0,942.7870659368888,447.09673054318915,4.5122327108954705,0.004049400318440996,40.494003184409955,0.0025441557233806924,25.441557233806922,0.0159978758685507,159.978758685507,0.0021491661912541263,21.491661912541264,0.002219628497218545,22.19628497218545,0.012882303293521037,128.82303293521036,0.010122258740885544,101.22258740885545,0.017949198427694185,179.49198427694185
I125_K_67.3,67.3,k=1.0 literal NEST skew,0.3,1000.0,824.9386826947776,460.06005269982137,4.454240763917784,0.0167300864909896,16.730086490989603,0.011293685447958597,11.293685447958596,0.051122086763569316,51.122086763569314,0.007400380161984379,7.400380161984379,0.008501624244620757,8.501624244620757,0.03770572744166687,37.70572744166687,0.028756563872929807,28.756563872929807,0.056855969710418945,56.85596971041895
I125_K_67.3,67.3,k=1.0 literal NEST skew,0.3,10000.0,824.9386826947776,460.06005269982137,4.454240763917784,0.0167300864909896,167.300864909896,0.011293685447958597,112.93685447958597,0.051122086763569316,511.22086763569314,0.007400380161984379,74.00380161984378,0.008501624244620757,85.01624244620757,0.03770572744166687,377.0572744166687,0.028756563872929807,287.5656387292981,0.056855969710418945,568.5596971041895
