m_chi_GeV,model,mZp_GeV,feasible,gchi,gN,G_max,Omega_h2,sigv_ff_cm3s,sigv_ZZ_cm3s,Gamma_over_M,Nmax_250,Nmax_280,Nmax_300,Nmax_320,Nmax_340,Nmax_350,Nmax_360,Nmax_366,Nmax_370,Nmax_380,delta_Nmax1_keV
1000.0,U(1)_B,316.22776601683796,True,0.6590967168010958,0.15000000000000002,9.886450752016437e-07,0.12,4.011455927104797e-27,4.1462925505341254e-26,0.0009947183575646289,375.5991222634159,117.8887673729173,48.74753298477391,15.288143701918253,2.9250173542838174,0.9516324538200188,0.22615186765364031,0.07670746483135092,0.03388006984456246,0.002456354621762825,349.58109593465696
1000.0,U(1)_B,372.7593720314938,True,0.6626674608692608,0.15000000000000002,7.153684163274886e-07,0.12,4.131377595252093e-27,4.132529610698769e-26,0.0011016453885994931,196.654223514348,61.72358409433577,25.522978300885438,8.004486300604277,1.5314652843338232,0.49825074177298595,0.11840741176853932,0.04016209314670373,0.0177387497280189,0.0012860853026165299,344.0123785459682
1000.0,U(1)_B,439.397056076079,True,0.6682089914970003,0.15000000000000002,5.191457327840008e-07,0.12,4.312321546491703e-27,4.1117552664569216e-26,0.0011556846039010855,103.56722295197663,32.50649836578134,13.441582574977872,4.215533246608565,0.8065405548446871,0.2624019191503692,0.06235882756367085,0.02115121852360949,0.009342047249938716,0.0006773120906891096,337.7456498675054
1000.0,U(1)_B,517.9474679231213,True,0.6200371611362934,0.30000000000000004,6.933739884640646e-07,0.12,1.5411781083480103e-26,2.8657859975433583e-26,0.004703723676283181,184.7476167417173,57.98647420025288,23.977666632189667,7.519847480776181,1.4387413417678632,0.4680837026398058,0.11123832856402784,0.03773044310777804,0.0166647411769937,0.0012082181116624667,343.4244299388322
1000.0,U(1)_B,610.5402296585327,True,0.628431978234575,0.30000000000000004,5.057675476887646e-07,0.12,1.6686887096219743e-26,2.718238785729929e-26,0.004740068945616273,98.29822445076245,30.852725228999994,12.757739980546761,4.001067340068825,0.7655076792541574,0.2490521808904168,0.05918631255742404,0.020075147006741373,0.008866769149829538,0.000642853733218716,337.1981608271823
1000.0,U(1)_B,719.6856730011522,True,0.6452715830824727,0.30000000000000004,3.7374731399106874e-07,0.12,1.89725246401915e-26,2.4540946145548667e-26,0.004757413972841212,53.6784435283695,16.84797744979341,6.96671408788696,2.18489264141965,0.41802647973524776,0.13600177930212665,0.03232031050426029,0.010962585041043683,0.00484194266730239,0.0003510479259253263,330.4038485204828
1000.0,U(1)_B,848.3428982440716,True,0.6870404333598004,0.30000000000000004,2.863918759816835e-07,0.12,2.4006996257510298e-26,1.8740048266506883e-26,0.004765947399838949,31.51847110308805,9.892658122923088,4.090658413865738,1.2829074588487184,0.24545338232278732,0.07985641663840627,0.01897757657844488,0.006436921362085851,0.002843052443603799,0.00020612546083287073,323.4946355090064
1000.0,U(1)_B,1000.0,True,0.8194972599463244,0.30000000000000004,2.4584917798389735e-07,0.12,4.0229086192839204e-26,0.0,0.0047702197887087485,23.22636652193664,7.290026939685961,3.014458770088655,0.9453909980432798,0.180877752706715,0.058847219965259684,0.013984820135069787,0.004743450097553799,0.002095081892781269,0.0001518965018051998,319.1389709961734
1000.0,U(1)_B,1178.7686347935867,True,0.7167553973556289,0.30000000000000004,1.5475157715692835e-07,0.12,3.9618736644852987e-26,0.0,0.0047723822387398035,9.202671543988355,2.8884295530854587,1.194378548957296,0.37457958942560493,0.07166676484686146,0.023316244325415198,0.005541017626810066,0.0018794335821687251,0.0008301061855203958,6.0183912687068604e-05,303.4477412565954
1000.0,U(1)_B,1389.4954943731375,True,0.5738608718593794,0.30000000000000004,8.916893565591611e-08,0.12,3.8485394018078004e-26,0.0,0.004773484557010741,3.05542001831128,0.9590003767704155,0.396550948328654,0.12436583990976584,0.023794402192236355,0.007741330256456725,0.0018396979722514106,0.000623999124884128,0.00027560725648411165,1.998192923928616e-05,278.9404678992038
1000.0,U(1)_B,1637.8937069540646,True,0.18748413995613894,0.6000000000000001,4.193188216554904e-08,0.12,3.5875011560485314e-26,0.0,0.019096196645435087,0.675666625390798,0.2120705318541109,0.08769211416007865,0.02750189723904693,0.00526182434364801,0.0017118950779496129,0.0004068254162111626,0.00013798933712239511,6.094698071159402e-05,4.418745251714433e-06,240.46047704192856
1000.0,U(1)_B,1930.6977288832495,True,0.04764363793637428,0.6000000000000001,7.668803229824461e-09,0.12,2.4353510133715763e-26,0.0,0.01909735720453154,0.022599505849224568,0.007093275063442873,0.00293310098859081,0.000919875666730066,0.00017599600981191952,5.725898153546407e-05,1.36073812554522e-05,4.615428251505673e-06,2.0385373427133383e-06,1.4779693921480118e-07,
1000.0,U(1)_B,2275.8459260747863,True,0.12974474219535362,0.6000000000000001,1.502987274546675e-08,0.12,1.5504116266453316e-25,0.0,0.01939331845818143,0.08680692276469361,0.02724596655736789,0.011266329125793038,0.003533332829828124,0.000676017968382338,0.00021993737477691766,5.226728856605988e-05,1.772831346080892e-05,7.830222255409726e-06,5.677025671655372e-07,
1000.0,U(1)_B,2682.6957952797247,True,0.40347099514556345,0.6000000000000001,3.363726779190042e-08,0.12,5.57903578762247e-26,0.0,0.022775996718823053,0.43479563901940677,0.13646869469298106,0.05643041609631269,0.017697640426417787,0.0033860164050297124,0.0011016150367361569,0.0002617946634681856,8.87969891620656e-05,3.921975783467768e-05,2.843489811668463e-06,230.40531778394688
1000.0,U(1)_B,3162.2776601683795,True,0.5183039918333706,0.8999999999999999,4.664735926500334e-08,0.12,4.951119042891935e-26,0.0,0.04959506247629776,0.8361763504700631,0.2624494931438281,0.10852404015215007,0.0340351812568041,0.006511810575135816,0.0021185687214306894,0.000503469875560539,0.00017076974943382924,7.542539765689022e-05,5.468451658535649e-06,245.57407634774614
1000.0,U(1)_B,3727.593720314938,True,0.8607422571496972,0.8999999999999999,5.575174835555801e-08,0.12,4.7775824012147126e-26,0.0,0.06194287213727615,1.1944300927298601,0.37489409053062017,0.15502038447928157,0.04861730983157909,0.009301748972840893,0.003026254250040089,0.0007191779219950514,0.00024393482013338323,0.00010774086670456651,7.811370433906265e-06,254.5180958216397
1000.0,U(1)_B,4393.97056076079,True,1.336533505805994,0.8999999999999999,6.230287306139642e-08,0.12,4.6931616023372684e-26,0.0,0.08953288375756614,1.4916258556959892,0.468174505973016,0.19359225379255962,0.06071417391487934,0.011616191986064674,0.003779240922298661,0.0008981223680004439,0.00030463020567734285,0.0001345487387414422,9.75498036976283e-06,260.2985508147147
1000.0,U(1)_B,5179.474679231213,True,0.6950881270683122,3.0,7.773018412575937e-08,0.12,4.620167906896039e-26,0.0,0.4901674726795731,2.3217911259421595,0.7287373098351864,0.3013361394818278,0.0945046840507478,0.018081190646766495,0.005882579738533884,0.0013979729139654898,0.0004741723305041334,0.00020943192049378105,1.5184120582092833e-05,271.910486653533
1000.0,U(1)_B,6105.402296585326,True,1.0024454161335423,3.0,8.067768308576671e-08,0.12,4.5998424705246613e-26,0.0,0.5040007517490661,2.501212492971947,0.7850520415418043,0.3246225331100956,0.10180773530873842,0.019478453263166842,0.006337168649033395,0.0015060042560150555,0.0005108150098546407,0.0002256162193546098,1.635750592306691e-05,273.84492062339405
1000.0,U(1)_B,7196.856730011514,True,1.4298754077542248,3.0,8.281971607011294e-08,0.12,4.585981321606793e-26,0.0,0.5315733152574856,2.6357925650657203,0.8272924991778221,0.3420891514130092,0.10728559550496425,0.020526509616554646,0.006678145921477748,0.0015870362202794004,0.000538299888107082,0.0002377557105620082,1.7237636792629686e-05,275.20148646524854
1000.0,U(1)_B,8483.428982440717,True,2.024025081765134,3.0,8.437121194832634e-08,0.12,4.5763918268496094e-26,0.0,0.5860042031450593,2.7354723491509896,0.8585788525830081,0.35502619858535056,0.11134289695468122,0.02130277633561315,0.006930698475258181,0.0016470543832675063,0.0005586571868303602,0.0002467471001758832,1.788952569178013e-05,276.14096255534446
1000.0,U(1)_B,10000.0,True,2.8497497706142996,3.0,8.5492493118429e-08,0.12,4.569669263494942e-26,0.0,0.6927519445871796,2.8086635505152207,0.881551271845801,0.3645253967762234,0.11432202426847629,0.021872760452937883,0.007116138532020162,0.0016911235141658634,0.0005736048029770072,0.0002533491470584328,1.836818374790124e-05,276.8092381354316
3000.0,B-L,100.0,True,1.1686866451474296,0.005,5.843433225737148e-07,0.12,4.830486303497569e-30,4.8112183528662754e-26,4.089393353561112e-06,66.13498795222547,22.655218559451665,10.564836260329017,4.158475945594645,1.2171044549962347,0.5586992783475841,0.21851279654436978,0.11315913064580663,0.07011806213943508,0.016735526819201662,342.64504376308076
3000.0,B-L,117.87686347935879,True,1.1686830975003917,0.005893843173967939,4.957220030311707e-07,0.12,6.713250610935785e-30,4.8101162087438624e-26,5.682196648737318e-06,47.596114347952955,16.30453722789621,7.603315132940892,2.9927773898244756,0.8759273208796946,0.40208542500317457,0.1572595742866061,0.0814385106658437,0.05046265837163609,0.012044245758922097,338.07446544867594
3000.0,B-L,138.94954943731375,True,1.1686942065718318,0.006947477471865688,4.205462382945981e-07,0.12,9.330820897557015e-30,4.808847672581467e-26,7.895388805570554e-06,34.254892806270824,11.734364929759387,5.472100998563735,2.153899957715299,0.6304043280396144,0.2893806211103022,0.11317961421317496,0.05861124361469645,0.03631794269176942,0.008668235906572544,333.15172832687216
3000.0,B-L,163.78937069540646,True,1.168726783280779,0.008189468534770324,3.567773593361625e-07,0.12,1.2970902360476034e-29,4.807364713607428e-26,1.0970608728190086e-05,24.65412996605427,8.44552513077597,3.938412242856839,1.5502173599466247,0.45371825632473084,0.20827469765734735,0.08145828784519471,0.04218402392093506,0.026138960185526583,0.006238752981236469,327.8069434983959
3000.0,B-L,193.06977288832496,True,1.16878960876115,0.009653488644416248,3.026858091963466e-07,0.12,1.803469820609006e-29,4.805588067210429e-26,1.5243612518104974e-05,17.745131759546165,6.078776920156033,2.8347236048942346,1.1157891739057486,0.32656963564642244,0.14990843145542027,0.05863066564142716,0.03036250168452576,0.018813857685846168,0.004490423868931222,322.0015449158916
3000.0,B-L,227.58459260747887,True,1.1688952411169111,0.011379229630373943,2.568045639040547e-07,0.12,2.5082507876454123e-29,4.803410959086946e-26,2.1180931717512544e-05,12.773225605889385,4.375599463625073,2.0404787423556523,0.8031626386341116,0.23506997235457736,0.1079064523809464,0.042203277485304495,0.021855407400230134,0.013542511376909334,0.003232277895771233,315.7117726571582
3000.0,B-L,268.26957952797244,True,1.1690606705864734,0.013413478976398621,2.1788916071726567e-07,0.12,3.489834319755595e-29,4.800672597839648e-26,2.9430809767791366e-05,9.195309671248907,3.149947656669581,1.468919010160574,0.5781882671212558,0.16922438050539332,0.07768071087002365,0.030381691954152298,0.015733476040990034,0.009749110340592159,0.0023268825833190777,308.7992817370708
3000.0,B-L,316.22776601683796,True,1.1693870245175761,0.0158113883008419,1.848963231861352e-07,0.12,4.858870552777036e-29,4.798412301682084e-26,4.089397798522534e-05,6.621427945568101,2.2682380677361027,1.0577502804571046,0.41634616849138695,0.12185636832366448,0.05593691220586271,0.021877477902442693,0.011329480100542185,0.007020212908703081,0.001675559161581996,301.3136262900595
3000.0,B-L,372.7593720314938,True,1.1699070502939872,0.01863796860157469,1.5692523623458942e-07,0.12,6.771051216146349e-29,4.796282815952449e-26,5.8472827382364226e-05,4.769586063924308,1.6338706343210858,0.7619249259001617,0.29990492977182504,0.0877762985469008,0.04029280679473586,0.015758914025054763,0.008160917983744298,0.005056841202590321,0.0012069486660670015,293.18057948158133
3000.0,B-L,439.397056076079,True,1.1706381086844897,0.021969852803803952,1.332095985278746e-07,0.12,9.446622134128511e-29,4.793302995229848e-26,8.240699010187983e-05,3.4368940666752557,1.1773433194311245,0.5490319750984174,0.21610711283640702,0.06325031892229774,0.029034408174318623,0.01135564331664311,0.005880638323963219,0.003643885924767632,0.0008697095835134766,284.48450917184584
3000.0,B-L,517.9474679231213,True,1.171670578687505,0.025897373396156064,1.1310708626356444e-07,0.12,1.3200745600369445e-28,4.78912164775469e-26,0.00011510763818268308,2.4778484295745367,0.848812398208295,0.39582774181918434,0.1558036587026919,0.04560067909317747,0.02093252259239889,0.008186915980850149,0.004239679825227767,0.0026270803932483744,0.0006270220972447604,275.3750912377445
3000.0,B-L,610.5402296585327,True,1.173138157861291,0.030527011482926632,9.607378030743462e-08,0.12,1.8488823287384733e-28,4.783231234921351e-26,0.0001603178790708118,1.787742096823374,0.6124093945662091,0.28558563497856726,0.1124107335127558,0.032900419850379954,0.015102599248802091,0.005906775478044455,0.0030588852853739266,0.0018954114201230018,0.0004523899789445203,266.0768687478298
3000.0,B-L,719.6856730011522,True,1.1752431922181847,0.03598428365005761,8.164975601899353e-08,0.12,2.5979005303305705e-28,4.77488705118837e-26,0.00022301052100270668,1.2912338129782874,0.4423253885750932,0.20627014883211842,0.0811909840414203,0.02376301069795182,0.010908165584154956,0.00426629111462688,0.002209343348525948,0.001369000215141108,0.0003267480463225968,256.9496761080633
3000.0,B-L,848.3428982440716,True,1.1783014425991094,0.04241714491220358,6.944723914339337e-08,0.12,3.667262143425228e-28,4.7629730900471635e-26,0.00031004270816819245,0.9341251776000272,0.3199941621778595,0.14922327581164938,0.05873649034350996,0.017191020220680087,0.007891360968999497,0.0030863890839042535,0.0015983187762570958,0.0009903842017221606,0.00023638133832442487,248.21331996781143
3000.0,B-L,1000.0,True,1.1828261935928892,0.05,5.914130967964446e-08,0.12,5.2115622149012235e-28,4.7457668961471475e-26,0.00043092162353524684,0.6774495879434811,0.23206730587078872,0.1082202355040937,0.042597086701686944,0.012467332905798595,0.005723000904971885,0.002238322082802764,0.0011591384349146857,0.0007182499577692485,0.0001714293159904285,239.96433858598917
3000.0,B-L,1178.7686347935867,True,1.1896985030448435,0.05893843173967933,5.046361380548485e-08,0.12,7.479729459966732e-28,4.720496895113068e-26,0.0005988471186265878,0.49323263431532727,0.1689618986419097,0.07879221243007456,0.03101378119043791,0.009077126271019644,0.00416676142813417,0.0016296614788687182,0.0008439371932082633,0.0005229382747767718,0.00012481302613455571,232.27447441373297
3000.0,B-L,1389.4954943731375,True,1.2005456154277097,0.06947477471865687,4.320077396038368e-08,0.12,1.0897618068816234e-27,4.682426647469355e-26,0.0008321544910236204,0.3614749134732128,0.1238269397495058,0.05774437088912457,0.02272903918422319,0.006652344563447088,0.00305369033172166,0.0011943283981653446,0.0006184954171072845,0.0003832452568536191,9.147159916729048e-05,225.0477315789295
3000.0,B-L,1637.8937069540646,True,1.2186926128122666,0.08189468534770322,3.720304338547792e-08,0.12,1.6262637920045155e-27,4.622695173278926e-26,0.0011563169898374708,0.2680723644332535,0.09183093841903343,0.04282363577660965,0.016856016969106494,0.004933425999091118,0.0022646384491969867,0.0008857224268474448,0.0004586805962880959,0.000284217405781861,6.783598792972258e-05,218.3702776953732
3000.0,B-L,1930.6977288832495,True,1.2520152181636568,0.09653488644416247,3.2423905602454016e-08,0.12,2.529826751375109e-27,4.522128150610616e-26,0.0016067272897583745,0.20362249764530244,0.06975297540098101,0.03252799181117051,0.012803499095691579,0.003747333396364795,0.0017201748425802034,0.0006727773418809118,0.0003484047631507108,0.00021588595363764395,5.152688275678614e-05,212.36221358224952
3000.0,B-L,2275.8459260747863,True,1.3242687737480512,0.11379229630373931,2.9093990031918672e-08,0.12,4.2814021011279204e-27,4.3267626034656456e-26,0.0022325618301980163,0.16394632232194956,0.056161494531535495,0.026189859625675434,0.010308716442755349,0.0030171593804846054,0.0013849959727093497,0.0005416855810061174,0.00028051752757452084,0.00017382022393965644,4.1486785725438985e-05,207.70717293873764
3000.0,B-L,2682.6957952797247,True,1.5535027953188085,0.13413478976398624,2.8954136321610495e-08,0.12,9.272159649958991e-27,3.7417844778797166e-26,0.0031021500159139743,0.1623739430626531,0.055622859886233326,0.02593867746131782,0.01020984742456093,0.0029882223554591244,0.0013717127290790302,0.0005364903734493332,0.0002778271351583913,0.00017215314589180447,4.108889353435064e-05,207.50175684058334
3000.0,B-L,3162.2776601683795,True,2.5472766370236104,0.15811388300841897,4.0275980017643e-08,0.12,4.1768259905442497e-26,0.0,0.00431043453017073,0.3141863702613375,0.10762776416944797,0.05019018918451983,0.019755601439124464,0.005782077577762717,0.0026542032253556833,0.0010380850519172043,0.0005375831707297994,0.0003331086935293937,7.950518460114576e-05,221.9004880396887
3000.0,B-L,3727.593720314938,True,1.8482859598750077,0.1863796860157469,2.4791944865156193e-08,0.12,4.0985192923190604e-26,0.0,0.005989337302092552,0.1190464097566498,0.04078056888289165,0.019017253429721347,0.0074854724664053275,0.002190851168987776,0.0010056876893809565,0.00039333437141145103,0.00020369230647321302,0.00012621614995716546,3.012481660465837e-05,200.92019631738725
3000.0,B-L,4393.97056076079,True,1.1989968736886594,0.21969852803803952,1.3643660751803717e-08,0.12,3.9455678777554216e-26,0.0,0.008322162904093705,0.03605428869364266,0.012350766449826734,0.005759548286394581,0.002267043465349157,0.0006635192165220045,0.00030458166997814924,0.0001191248943079425,6.169006891742012e-05,3.822570976863537e-05,9.123574889218557e-06,
3000.0,B-L,5179.474679231213,True,0.5807138834291095,0.25897373396156065,5.6059148793377695e-09,0.12,3.548986361970768e-26,0.0,0.011563611962728437,0.0060867870190330475,0.0020850913338132187,0.0009723432361405061,0.000382728691549643,0.00011201719130621057,5.142033922264851e-05,2.0111001675235394e-05,1.0414691963012338e-05,6.453372468115861e-06,1.5402677244514153e-06,
3000.0,B-L,6105.402296585326,True,0.04521846000508557,0.3052701148292663,3.7031515540241856e-10,0.12,3.646961380355361e-26,0.0,0.016082469857072162,2.6560612139717848e-05,9.098610156742068e-06,4.242966195638107e-06,1.6700943041385862e-06,4.888038897962761e-07,2.2438039673720227e-07,8.775738555774217e-08,4.544607736712819e-08,2.816026297335252e-08,6.7211902589256234e-09,
3000.0,B-L,7196.856730011514,True,0.604894921607488,0.3598428365005757,4.202493840713988e-09,0.12,9.066342723200304e-26,0.0,0.029548207649530967,0.003420655034241625,0.0011717804722851677,0.0005464378456670881,0.00021508602509078337,6.295146653974225e-05,2.8897223062736134e-05,1.1301988866856097e-05,5.8528528075578e-06,3.626668873392524e-06,8.656002796302245e-07,
3000.0,B-L,8483.428982440717,True,1.2370928555090441,0.42417144912203586,7.2912312820064856e-09,0.12,5.477296524848374e-26,0.0,0.06689828722543574,0.010296671479280007,0.0035272304421749166,0.001644857760971777,0.0006474403638994762,0.00018949311275473897,8.698486388190699e-05,3.4020637936177546e-05,1.7617942169770805e-05,1.091680323787236e-05,2.6055833232249155e-06,
3000.0,B-L,10000.0,True,1.8883830259952115,0.5,9.441915129976058e-09,0.12,5.110328649606161e-26,0.0,0.13239821043496813,0.01726693651752273,0.005914966234502671,0.0027583335640266756,0.001085720923002176,0.0003177692475697638,0.00014586870384829137,5.7050688342508844e-05,2.954429396208053e-05,1.8306862451807525e-05,4.369416070404382e-06,
3000.0,U(1)_B,100.0,True,1.159278518082799,0.15000000000000002,1.7389177771241987e-05,0.12,1.3162222800361853e-27,4.658154569060321e-26,0.0009947147106729303,58567.03015810492,20062.736982251387,9355.881100652845,3682.6132983244897,1077.8287791149382,494.766212219342,193.50794400069594,100.21010697069124,62.094313269017235,14.820447304534135,393.8976665309893
3000.0,U(1)_B,117.87686347935879,True,1.159338559771276,0.15000000000000002,1.2515390274377646e-05,0.12,1.3166238619926927e-27,4.658108928401701e-26,0.0009947164876283388,30337.78725695966,10392.520240769778,4846.356895112876,1907.59781557334,558.3165154856746,256.28945240558596,100.23733185337828,51.90894771455785,32.16492386137762,7.677008312768549,390.9514351859991
3000.0,U(1)_B,138.94954943731375,True,1.1594220798503367,0.15000000000000002,9.007795957689613e-06,0.12,1.3171823047959808e-27,4.658045459855641e-26,0.000994717407218033,15715.64419351927,5383.555135202465,2510.5199648642933,988.1778219341896,289.22029251574634,132.76359974586123,51.92515291154029,26.889981982942455,16.66214133006968,3.976859950011108,387.71604461825876
3000.0,U(1)_B,163.78937069540646,True,1.1595383093666614,0.15000000000000002,6.48343158068965e-06,0.12,1.3179591219948205e-27,4.657957171860436e-26,0.000994717883227131,8141.510208413469,2788.957840422609,1300.578179976686,511.9268243755895,149.83095411184559,68.77835800599144,26.89989397170665,13.93039064274943,8.631844298735837,2.060217543853393,384.24720700592246
3000.0,U(1)_B,193.06977288832496,True,1.1597001556639768,0.15000000000000002,4.666684097077493e-06,0.12,1.3190401768377828e-27,4.6578343050238133e-26,0.0009947181296668893,4218.051847401685,1444.9369306155347,673.8192367641847,265.22522628055776,77.62622862479759,35.63352162214636,13.936621653438616,7.217224873703958,4.472090049477628,1.0673823645052707,380.38316657528935
3000.0,U(1)_B,227.58459260747887,True,1.1599257103894112,0.15000000000000002,3.35919890208319e-06,0.12,1.3205455338132069e-27,4.657663212047716e-26,0.0009947182572695454,2185.5791900573645,748.6925720090456,349.1387386903057,137.42617592387325,40.22194985334336,18.46347227187265,7.221246055621949,3.7395975830995085,2.3172088209920294,0.5530630651526903,376.08620062582924
3000.0,U(1)_B,268.26957952797244,True,1.1602404171591705,0.15000000000000002,2.4182232480484186e-06,0.12,1.3226434961929755e-27,4.6574247614874717e-26,0.0009947183233460482,1132.6295591560784,387.99387440899767,180.9336662272718,71.21816942678561,20.84416320307043,9.568298671087145,3.7422559538197224,1.9379662751345847,1.2008437934129,0.28661307653325513,371.3537585071674
3000.0,U(1)_B,316.22776601683796,True,1.16068022562175,0.15000000000000002,1.741020338432625e-06,0.12,1.3255707965400749e-27,4.657092041428383e-26,0.0009947183575646289,587.0874498695154,201.1128285063432,93.78519555860649,36.915241294161724,10.804368048342873,4.959633995941239,1.9397617578725728,1.004525856847342,0.6224456307600782,0.1485630838793759,366.0377393048327
3000.0,U(1)_B,372.7593720314938,True,1.1612962552382573,0.15000000000000002,1.253652415507296e-06,0.12,1.3296620069807344e-27,4.656627013715101e-26,0.0011016453885994931,304.4033244328691,104.27648146291463,48.62738135003855,19.14045714089424,5.60203689082916,2.571557400299285,1.0057614548486662,0.5208440588724378,0.322736449781364,0.07702957477788423,360.05335220449524
3000.0,U(1)_B,439.397056076079,True,1.16216183746575,0.15000000000000002,9.029081715484013e-07,0.12,1.3353931112123991e-27,4.655975555515825e-26,0.0011556846039010855,157.90005255506804,54.09028279808728,25.22398888084329,9.928535419598349,2.905887841814386,1.3339179176578881,0.52170845004516,0.27017216195708726,0.16740980893312102,0.03995677093337659,353.2435067613117
3000.0,U(1)_B,517.9474679231213,True,1.1356538806883318,0.30000000000000004,1.2699768822315349e-06,0.12,5.1206715708376405e-27,4.226858671394413e-26,0.004703723676283181,312.3825303169703,107.00984029206813,49.90203197390921,19.642178495375347,5.7488809038028545,2.6389646337058217,1.0321250884702184,0.5344967414999912,0.3311962147458472,0.07904872104529977,360.2936488944349
3000.0,U(1)_B,610.5402296585327,True,1.137118153854144,0.30000000000000004,9.151626270242276e-07,0.12,5.161934903547285e-27,4.2222807218506663e-26,0.004740068945616273,162.2152424995551,55.568495380336834,25.913325593638287,10.19986855415315,2.985301735552208,1.3703720485584523,0.5359660200786066,0.27755559329667445,0.17198488736043668,0.04104873419339986,353.5470290385247
3000.0,U(1)_B,719.6856730011522,True,1.1392169325783321,0.30000000000000004,6.598450633302984e-07,0.12,5.220512466875493e-27,4.215779153268116e-26,0.004757413972841212,84.32940793459957,28.887903769297072,13.471332109459542,5.302515737291669,1.5519424931102923,0.7124032348894437,0.2786279294710333,0.14429037919608118,0.0894082670735717,0.021339643535678573,345.83623553133197
3000.0,U(1)_B,848.3428982440716,True,1.1422629784531662,0.30000000000000004,4.7615077858497493e-07,0.12,5.3044143164259544e-27,4.2064612757847766e-26,0.004765947399838949,43.91208972315013,15.042536800624621,7.014804903405844,2.7611310516367733,0.8081289750721415,0.37096329187783234,0.14508740115662072,0.07513502386213283,0.04655675809761267,0.011111999533134251,336.90347328557027
3000.0,U(1)_B,1000.0,True,1.1467631055475174,0.30000000000000004,3.4402893166425523e-07,0.12,5.42615802309477e-27,4.1929290866362283e-26,0.0047702197887087485,22.923717147478666,7.852754468577823,3.6619847623796082,1.4414114116157133,0.4218728864882328,0.1936564082629351,0.075740930726504,0.03922323090847052,0.024304330781384137,0.005800870235200709,326.56671407239924
3000.0,U(1)_B,1178.7686347935867,True,1.1535837230278945,0.30000000000000004,2.490653034211517e-07,0.12,5.606245378930582e-27,4.172886132098067e-26,0.0047723822387398035,12.01493900389935,4.115840609337566,1.9193450726222716,0.7554826330594504,0.22111496865649366,0.10150055150411381,0.039697866490103824,0.0205579541864556,0.01273855588036873,0.0030403926901156012,314.47925534681036
3000.0,U(1)_B,1389.4954943731375,True,1.164316675154852,0.30000000000000004,1.8091646212713688e-07,0.12,5.880593149751381e-27,4.142292746483706e-26,0.004773484557010741,6.339445613214507,2.171642127112519,1.0127045752734365,0.3986155121098939,0.11666695250059501,0.05355476426162285,0.020945796353438736,0.010846999093519702,0.006721247787299037,0.0016042032419430054,300.2953807767424
3000.0,U(1)_B,1637.8937069540646,True,1.0513452733615776,0.6000000000000001,2.3513928233192451e-07,0.12,1.9989411592398428e-26,2.56035395348697e-26,0.019096196645435087,10.708915315238281,3.6684487971274886,1.710712292152387,0.6733616822308642,0.19707977489569228,0.09046744308521018,0.03538270900086865,0.01832330487619224,0.011353875048140205,0.002709902050518161,312.0646383474679
3000.0,U(1)_B,1930.6977288832495,True,1.0640551693652949,0.6000000000000001,1.7127217972811613e-07,0.12,2.1719430686180487e-26,2.359179676719833e-26,0.01909735720453154,5.681575174349185,1.9462818596083844,0.9076120413163175,0.35724953503713064,0.10455994126878353,0.04799716531406161,0.018772164607044867,0.009721361223995147,0.006023756160848929,0.0014377284497929892,297.59444734495827
3000.0,U(1)_B,2275.8459260747863,True,1.0910632797266429,0.6000000000000001,1.2639080377416862e-07,0.12,2.4861257639946432e-26,1.993692944194958e-26,0.019097954959437963,3.0940409616161597,1.0598954711830613,0.49426237388655475,0.19454898703330542,0.056940677770201995,0.026138032317803483,0.010222842160853942,0.00529400543101208,0.0032803840013591315,0.0007829502521455181,281.59784664770865
3000.0,U(1)_B,2682.6957952797247,True,1.1622616647760724,0.6000000000000001,9.689744078933857e-08,0.12,3.1951599604955095e-26,1.172320251002137e-26,0.01909826333294049,1.8185268646219817,0.6229550325768071,0.29050339547380594,0.1143464368423414,0.03346696229929937,0.015362664731321037,0.006008489652506877,0.0031115590314361465,0.0019280502445680923,0.00046018009614373515,266.5624291179004
3000.0,U(1)_B,3162.2776601683795,True,0.8068418054636455,0.8999999999999999,7.261576249172807e-08,0.12,4.176712265555898e-26,0.0,0.04297145084921808,1.021308417826517,0.3498596754743783,0.16315049778836102,0.06421845108118719,0.018795482750518604,0.008627872986416516,0.0033744461959347516,0.001747492155982224,0.001082818177216861,0.000258443147060964,250.56953412743633
3000.0,U(1)_B,3727.593720314938,True,0.690238901961635,0.8999999999999999,4.4707954382085244e-08,0.12,4.098634809258205e-26,0.0,0.042971636077311574,0.3871370227065685,0.13261775851850857,0.061843804343938664,0.024342636876827604,0.00712461300167648,0.0032704802995358185,0.00127911709212955,0.0006624041265710555,0.0004104529032986935,9.796542234031875e-05,226.62972788832423
3000.0,U(1)_B,4393.97056076079,True,0.5282044517127629,0.8999999999999999,2.462239424793115e-08,0.12,3.9466171093596686e-26,0.0,0.042971731875414684,0.11742367524019158,0.04022468452768644,0.01875802718668113,0.00738343717976322,0.0021609874392070406,0.0009919790514667886,0.00038797278795586,0.00020091575456268718,0.000124495683934808,2.9714181963880196e-05,200.63009588504028
3000.0,U(1)_B,5179.474679231213,True,0.14673843558733313,3.0,1.640943813072543e-08,0.12,4.121671826334536e-26,0.0,0.4774642382410342,0.0521533883248444,0.017865678178830682,0.008331323935091077,0.0032793324312206814,0.0009597963685904131,0.000440584648499832,0.00017231700019902622,8.923615571436662e-05,5.529440068825886e-05,1.3197468632687665e-05,
