group,E_B_min_eV,E_B_max_eV,N_e,PA_ion_slater,PA_all_slater,PA_ion_binding,PB_ion,P_sat,q_r_max,mean_E_ER_eV,P_ion_low,P_ion_high,P_ion_geo,dipole_valid
K,34561.0,34561.0,2,1.4970259426111873e-05,5.282150374457323e-05,1.6994660320858644e-05,1.6423434001536002e-05,5.282080622293073e-05,0.008901250227741036,54891.0,1.4970259426111873e-05,1.6423434001536002e-05,1.5680021290502783e-05,True
L,4786.0,5453.0,8,0.0007643640433023524,0.0026970045759586838,0.0012781297222060394,0.00045243108380360847,0.0026965387450297307,0.03587766337757835,7970.263300208045,0.00045243108380360847,0.0007643640433023524,0.0005880663674550616,True
M,676.0,1149.0,18,0.014282641130651945,0.05039529112295889,0.03626984438284845,0.006433494948147257,0.05032440142802841,0.09430062407814072,1261.1323250267521,0.006433494948147257,0.014282641130651945,0.009585786329782733,True
N,67.5,213.0,18,0.21556098054428618,0.7605917049869835,0.6400103817370282,0.05591647327914282,0.7420596807274691,0.41720882167904677,145.10014609650275,0.05591647327914282,0.21556098054428618,0.1097880221546522,False
O,12.1,23.4,8,1.2843844186458213,4.5318597659461,3.3454176430413787,0.16043571305109516,3.4595229020753595,1.3275503414104641,22.47626039449722,0.16043571305109516,1.2843844186458213,0.4539395665032502,False
