exposure_tyr,weights,N_bestfit_H,N_postmean_H_logu,N_postmean_H_flat,N_postmean_H_jeff,N_bestfit_55_270,N_postmean_55_270_logu
1.0,post_uniform,0.20631443132724328,0.20496994832428253,0.4097384212245625,0.3075401584830127,0.48088172226878645,0.4757042653204947
1.0,post_classes,0.26379297914180483,0.2624370673537772,0.5250977221053472,0.3939465794998268,0.536288138816151,0.531964622498696
2.8,post_uniform,0.38339529178647624,0.3804983726553966,0.7601680384822125,0.5707404673515886,1.046969438142775,1.0341676044022527
2.8,post_classes,0.4603893995143388,0.4577774500205977,0.9157530896251121,0.6871115423219882,1.0759795562648582,1.0661074431034683
5.6,post_uniform,0.7667905835729525,0.7609967453107932,1.520336076964425,1.1414809347031774,2.09393887628555,2.0683352088045055
5.6,post_classes,0.9207787990286777,0.9155549000411956,1.8315061792502243,1.3742230846439767,2.1519591125297164,2.1322148862069366
10.0,post_uniform,1.4204316563896706,1.4098563559715838,2.8168236296463403,2.114824392722481,3.8190927044073115,3.772912940322912
10.0,post_classes,1.7174781915073707,1.707837150923895,3.4164966858489665,2.56344450429655,3.9562849104346163,3.9204233627642373
