k,E_tyr,Pge1_200-270 keV,Pge1_55-270 keV,Pge1_55-420 keV (1000 phd),Pge1_P038,Pge1_flat,Pge1_plugin
3.117308746246609,8.853156839340368,0.47704029915350943,0.7563984824372271,0.8093661418491807,0.3744812988837596,0.6927789145805459,0.6020613563127724
3.2191437994440752,9.142368390421174,0.4839905229267488,0.7621486104404286,0.8140675446434567,0.38146324230951056,0.6998408822712936,0.6111475143072929
3.3243055613200494,9.44102779414894,0.490942491676457,0.7678050083653164,0.8186816381294135,0.3884877006280474,0.7068284106910523,0.6201946624084426
3.4329027075248546,9.749443689370587,0.4978937314075136,0.7733673092921793,0.8232087802205684,0.3955520014627063,0.7137390754396118,0.6291975097054752
3.5450474638835043,10.067934797429151,0.5048417719143767,0.7788352500409552,0.8276493958279657,0.4026534171716112,0.7205705497903326,0.6381508408901169
3.660855722371469,10.396830251534972,0.5117841498995874,0.784208667983106,0.8320039735735588,0.4097891689336075,0.7273206075947669,0.6470495231688189
3.780447160879065,10.736469936896544,0.5187184120801641,0.7894874977314033,0.836273062498505,0.41695643098554624,0.7339871259570927,0.6558885123036947
3.903945366888293,11.087204841962752,0.5256421182745977,0.7946717677249131,0.8404572687782979,0.4241523349977828,0.7405680876690144,0.6646628578025545
4.031477965189871,11.449397421139233,0.5325528444631771,0.7997615967258682,0.844557252455958,0.43137397457405136,0.7470615833967571,0.6733677072994991
4.163176749772515,11.823421969353943,0.5394481858144277,0.8047571902444705,0.8485737242037664,0.43861840986126943,0.7534658136128556,0.681998310188388
4.29917782002069,12.209665008858758,0.5463257596705118,0.8096588369069828,0.8525074421232617,0.44588267225426725,0.7597790902665644,0.6905500205915163
4.439621721361651,12.608525688667088,0.553183208484541,0.8144669047817733,0.8563592085924385,0.4531637691799789,0.765999838187917,0.6990182997644171
4.584653590507062,13.020416197040056,0.5600182027028568,0.819181837677249,0.8601298671682907,0.4604586889452358,0.7721265962216854,0.7073987180541673
4.734423305439337,13.445762187447718,0.5668284435854867,0.8238041514249044,0.8638202995520428,0.4677644056320025,0.7781580180887667,0.715686956542303
4.8890856402976475,13.885003218445318,0.5736116659581243,0.8283344301599858,0.8674314226236279,0.47507788402367357,0.7840928729737923,0.7238788085138348
5.048800425323723,14.338593207919372,0.5803656408891753,0.8327733226115551,0.8709641855511837,0.4823960845459203,0.7899300458390452,0.7319701809003656
5.21373271203266,14.807000902172753,0.5870881782855937,0.8371215384130382,0.8744195669805835,0.48971596820552354,0.7956685374660335,0.7399570958474886
5.384052943779514,15.290710360333819,0.5937771294014629,0.8413798444436446,0.8777985723092838,0.4970345015106853,0.8013074642273125,0.7478356925541776
5.559937131897844,15.790221454589878,0.6004303892535015,0.8455490612103636,0.881102231048068,0.504348661356427,0.806846057592353,0.7556022295245347
5.741567037592336,16.306050386762234,0.6070458989379319,0.8496300592795801,0.8843315942736004,0.5116554398589188,0.8122836633724118,0.7632530873600327
5.929130359773376,16.83873022175639,0.6136216478434322,0.8536237557666941,0.8874877321740827,0.5189518491228761,0.8176197407104522,0.770784772203363
6.122820929027779,17.388811438438893,0.6201556757551765,0.8575311108914944,0.8905717316897199,0.5262349259265613,0.8228538608231999,0.7781939199235115
6.322838907926036,17.956862498509942,0.6266460748452938,0.8613531246064103,0.8935846942491726,0.533501736309395,0.8279857055033719,0.7854773011061817
6.529390997873148,18.54347043395974,0.633090991545409,0.8650908333041589,0.8965277336026827,0.5407493800477439,0.8330150653909973,0.7926318268848389
6.7426906527167905,19.149241453715685,0.639488628297294,0.8687453066107045,0.899401973752118,0.5479749950050745,0.8379418380235468,0.7996545556162482
