m,delta_N1,ceiling_june,E_star,vmin_star,E_minus_sun,E_plus_sun,E_minus_june,E_plus_june,pct_248_LZaccepted,frac_gt400_ext,a1,june_over_dec,frac_MayAug,N_ext_per_LZ_event,E_median_ext,N3_shape_vs_1100,N3_time_vs_1100,N3_shape_vs_4000,N3_time_vs_4000,N3_shape_vs_300,N3_time_vs_300
300.0,311.6510626100346,317.4398309523162,221.38389896668065,803.4878964108983,nan,nan,168.7061458442175,290.5100491534306,0.9914508595510089,1.0905494087671176e-13,1.754033545393102,3.3978764113469935e+301,0.8413718680573976,1.0544268374968966,193.78774999323394,7.896254197688154,63.25708325062711,8.752433818931157,45.378218743876616,,
1100.0,367.888720712785,402.15272085499464,331.07278704353854,775.6012017487377,210.8309122448709,519.8914578212798,181.4662755655597,604.0196173044664,0.9061576658921,0.1336296705721093,1.1479890118780378,21.654238892589063,0.6260603401690328,6.179101305943668,341.5820683951458,,,783.4037982937455,328.06074257692325,7.896254197688154,63.25708325062711
4000.0,377.06109819097793,433.61277154123457,365.87252204315473,756.1893803291285,192.6218514941946,694.9507615456243,171.72595122208494,779.5135297465932,0.9217147336297539,0.19524923633276128,0.7926721276787205,5.645671718164204,0.530721850051433,6.273095690265082,350.49941167893,783.4037982937455,328.06074257692336,,,8.752433818931157,45.378218743876616
