m,delta,halo,mode,h_d,I_lnm_lnm,I_lnm_d,I_d_d,dlnR_dlnm,dlnR_dd,shape_sig_d_mfixed,shape_sig_d_mfree,shape_sig_lnm_dfixed,shape_sig_lnm_dfree,shape_corr,shape_ridge_dd_dlnm,shape_eig_small,shape_eig_large,shape_eigvec_small_dd_dlnm,shape+rate_sig_d_mfixed,shape+rate_sig_d_mfree,shape+rate_sig_lnm_dfixed,shape+rate_sig_lnm_dfree,shape+rate_corr,shape+rate_ridge_dd_dlnm,shape+rate_eig_small,shape+rate_eig_large,shape+rate_eigvec_small_dd_dlnm,banana_slope_Estar,on_banana_ref
400.0,300.0,12-day annual mean,ext,1.0,1.1992709658881529,-0.011782377992779867,0.0006431407848820715,4.369510392734499,-0.09660355156306055,39.43183377153451,43.544845955109615,0.9131483531084903,1.0083960233920377,-0.4242494283844972,18.320060350301567,0.0005273325108696991,1.199386774162165,101.74038162006532,10.012329284522925,37.85998740907643,0.22199271795846273,0.8394291945437675,-0.9643975459069326,43.496317715307846,0.0006973335215614166,20.301170091540868,46.76547763234512,-70.25671684029953,
1000.0,300.0,12-day annual mean,ext,1.0,0.02944630947257641,-3.68467542058885e-05,0.00015967068936485794,0.0722408729481483,-0.04684121254078821,79.1384244677703,79.14985308993923,5.827530617487014,5.828372189025151,-0.01699304475017254,0.23076717682160974,0.00015962433098428517,0.02944635583095698,794.824015649981,20.61189869532316,22.27055220596555,5.370986546045484,5.80319348738043,-0.378692452906751,1.4532843098898516,0.001995601432955072,0.03502322164558799,9.550525319881025,-32.69706338339248,
4000.0,300.0,12-day annual mean,ext,1.0,0.0013833922249931827,4.981595908413066e-05,0.00011933984722650484,-0.786135827576917,-0.03760955622437745,91.53923132232504,92.23507810606381,26.88607060226442,27.0904483918275,0.12260356314770662,-0.4174293854221288,0.00011737965359530601,0.0013853524186243815,-25.413794990071302,25.53365609672593,92.1593698409609,1.2706234831005148,4.586098405339042,0.9608526786699582,-19.308695442106675,0.00011747056348381646,0.6208092796281747,-20.910140375624046,-8.901933560504535,
1000.0,350.0,12-day annual mean,ext,1.0,0.30741169927592493,-0.01813436987824593,0.0018357831082738462,1.8034179060562705,-0.08995760250413554,23.339380013736946,36.13081870313468,1.8035982457019497,2.7920827884200095,-0.7633638491383259,9.878274724565557,0.000763364530965921,0.3084841178532328,16.90978715024533,10.036118060769603,35.59348236747791,0.5300191999901807,1.879733671429987,-0.9594246766562075,18.16707644839241,0.0007873090908561253,3.5688686874260185,19.731822988901047,-38.14657394729123,
4000.0,350.0,12-day annual mean,ext,1.0,0.012957919298213915,-0.0028033777877112366,0.0009666212930424389,-0.5515185778285581,-0.060244894235224944,32.16413091771094,52.69546300819995,8.784809831610188,14.392418147408502,-0.792110579250597,2.9001821167084056,0.00034360472144782695,0.013580935869808526,4.499684142487553,14.750500277379123,24.415198066912666,1.7757461576916953,2.9392355066824387,0.7968688028887575,-6.619309548908032,0.0016621880887689288,0.32006454147393615,-10.369475086238428,-10.385589153921957,
1000.0,366.0,12-day annual mean,ext,1.0,0.7163924104545351,-0.03315993736334654,0.0022921582052744375,2.982090253563985,-0.10422214524054207,20.88707880446608,36.339110924115744,1.181474933306377,2.055517148061058,-0.8183063451227819,14.466687895732022,0.000755650430151761,0.7179289182296578,21.581366459859936,8.718951279870755,34.452081708101495,0.32259315485380013,1.2746952440433992,-0.9674467328911344,26.147860867570948,0.0008414201885335587,9.621567684431128,27.9346999401673,-39.890417327738824,
4000.0,366.0,12-day annual mean,ext,1.0,0.011475274878996503,-0.0023901925757161433,0.0013795504785534003,-0.44978450365129596,-0.0649156049553321,26.923480489734448,33.67756174840632,9.335088751713464,11.67690885963103,-0.6007344615531535,1.7325879791093288,0.0008422597407226612,0.012012565616827241,4.448601860077322,13.370721121909794,21.167038020180126,2.1627935582318676,3.423894123547142,0.7752320696081306,-4.792603421643827,0.002197019815801764,0.21717794103330754,-7.892629552526501,-10.860358943815532,
2000.0,366.0,12-day annual mean,ext,1.0,0.12031453507389661,-0.012142617038841941,0.0016576714519037875,0.2966020489716392,-0.07372457642848396,24.561267262790455,48.101907427547246,2.882975498107884,5.6461508700718825,-0.8598130263890985,7.325104757578167,0.00042781753993718864,0.1215443889858632,9.87321902275798,11.873684115408055,25.483484774070867,2.191132264316729,4.7026420067241155,-0.8848181937766839,4.794804906834964,0.0014995936076720332,0.2138807015418624,6.080296797281356,-21.09477040555005,
10000.0,366.0,12-day annual mean,ext,1.0,0.007138023925371812,-0.00258192266576521,0.0012926803340236207,-0.806041467374552,-0.06015389712203545,27.81342225051645,52.79541506202025,11.836164716914473,22.467398054920608,-0.8499799072490307,1.9973404079945036,0.00031556558717760414,0.008115138672217827,2.642394533599332,14.269456842255424,24.23192200746947,1.2338714512087317,2.0953198922326552,0.808227618620995,-9.346977848732276,0.0016947389162171862,0.6600573038094677,-14.271901920563385,-4.422888089360276,
1000.0,380.0,12-day annual mean,ext,1.0,1.1094298886241196,-0.025756926354112194,0.0011713699390324245,4.66886104678188,-0.13274308274602564,29.21816671319355,41.761469768064366,0.9494018400351175,1.356978233082224,-0.7144915024768014,21.988720638834167,0.0005730787536370367,1.110028179809515,43.0508203745145,7.294783201206298,40.753531540997756,0.20893409651492698,1.1672454214818748,-0.9838495155127588,34.35039583290169,0.0006016234775427898,22.925883835259725,35.486485322632774,-41.41628028563048,
