halo,m,delta,physical,ceiling,E_star,vmin_star,E_minus,E_plus,R_unit,E_med,E_p16,E_p84,frac_gt400,frac_gt500,frac_last50
sunframe,400.0,320.0,True,329.27404321787367,245.05950203701383,784.1478353668078,174.62593143220428,343.90172780234684,35.524075202497414,204.99114659941452,181.69431108681928,241.71507965795115,2.053491534915131e-05,3.485465579556624e-22,0.09057002467327802
sunframe,400.0,330.0,False,,,,,,,,,,,,
sunframe,400.0,340.0,False,,,,,,,,,,,,
sunframe,400.0,350.0,False,,,,,,,,,,,,
sunframe,400.0,360.0,False,,,,,,,,,,,,
sunframe,400.0,370.0,False,,,,,,,,,,,,
sunframe,400.0,380.0,False,,,,,,,,,,,,
sunframe,400.0,390.0,False,,,,,,,,,,,,
sunframe,400.0,400.0,False,,,,,,,,,,,,
sunframe,700.0,250.0,True,366.0091920250934,212.81198031056374,657.3939683968082,59.502064358322464,761.1322304882225,41768.94258165476,161.41848787819015,125.57852375848434,202.89302257499568,0.01101727632881334,0.0004330611920467819,8.13831464394764e-06
sunframe,700.0,260.0,True,366.0091920250934,221.32445952298627,670.4129345947047,66.45041519936773,737.158921222332,28091.506964057244,165.7038604791175,133.93942432884157,207.3204122008736,0.01256289771870637,0.0004257893983221599,1.3093358136045745e-05
sunframe,700.0,270.0,True,366.0091920250934,229.83693873540884,683.1838523115604,74.14688115275241,712.4374968441023,18913.646278375687,168.88712136017494,138.25687881776327,211.28818110096748,0.0140005705731424,0.00039750115316168817,1.995768062371089e-05
sunframe,700.0,280.0,True,366.0091920250934,238.3494179478314,695.7203815087237,82.71186967896509,686.8475498930444,12468.105268616386,171.79308409122953,141.29329600472792,215.62970199597285,0.01551814619585481,0.0003571306610104567,2.8625063534064668e-05
sunframe,700.0,290.0,True,366.0091920250934,246.86189716025393,708.0349726065967,92.30203458302867,660.2324265641358,7854.102581509387,175.19295768870512,144.48302636062328,221.5184134846147,0.017388915941902294,0.0003123932078006674,3.6424955984222186e-05
sunframe,700.0,300.0,True,366.0091920250934,255.3743763726765,720.1390113175402,103.12768350721736,632.381819215102,4620.146024354122,179.7386834317742,148.8791306931976,231.4385521175495,0.01994400544256602,0.0002682403026736651,4.215626075917654e-05
sunframe,700.0,310.0,True,366.0091920250934,263.88685558509906,732.0429419158307,115.4826824953321,603.0018618021422,2470.26961836422,186.11863748159473,155.204790354042,281.21519667058953,0.023617799354576342,0.00022555797837473497,3.86823142491515e-05
sunframe,700.0,320.0,True,366.0091920250934,272.3993347975216,743.7563727432288,129.79996232257005,571.6596235500591,1157.3215081467445,195.41134939101238,164.11760960706508,321.6902683062969,0.02910934641969775,0.0001781310310414615,4.39947208389531e-05
sunframe,700.0,330.0,True,366.0091920250934,280.9118140099442,755.2881669823411,146.76593214259108,537.6686953051931,455.44198683295593,209.8930037639971,176.339839902203,344.0545718839067,0.03680600420867068,0.00011397159533293356,0.00034527598095554545
sunframe,700.0,340.0,True,366.0091920250934,289.4242932223667,766.646521136648,167.59494597661808,499.8147230463209,142.14044619430382,250.7980553724481,193.50222222592527,360.60382779544796,0.04546960134582834,4.902248553364706e-05,0.003832829213197438
sunframe,700.0,350.0,True,366.0091920250934,297.93677243478925,777.8390331927968,194.87064729887467,455.51406329921923,33.5342535598365,321.25483003416775,223.70080947773923,368.8084546034875,0.046317221415009116,1.2311530960422484e-05,0.036386181192722605
sunframe,700.0,360.0,True,366.0091920250934,306.4492516472118,788.8727620761697,236.83627845285247,396.52347372039634,5.50095698661449,328.8150338251448,293.576074914171,366.3012106001432,0.0316097935626092,1.9651538120718414e-07,0.32134628985248886
sunframe,700.0,370.0,False,,,,,,,,,,,,
sunframe,700.0,380.0,False,,,,,,,,,,,,
sunframe,700.0,390.0,False,,,,,,,,,,,,
sunframe,700.0,400.0,False,,,,,,,,,,,,
sunframe,1000.0,250.0,True,383.1055145258773,222.75244718050624,642.5582583694567,57.53821600643686,862.3599438563293,39480.63208606255,161.56761917694993,123.5208474482615,204.9748193965864,0.014118359643135448,0.0009620974400093382,1.9979390110654982e-06
sunframe,1000.0,260.0,True,383.1055145258773,231.66254506772648,655.2834196092106,64.03946197187871,838.038502116447,27109.267397828866,166.1124347812485,133.13461362477523,210.02947561604887,0.01634938342896549,0.001030701925213017,3.8636362970650526e-06
sunframe,1000.0,270.0,True,383.1055145258773,240.57264295494676,667.7661301913213,71.18043266059945,813.0773356532859,18749.281278125993,169.50895780602576,137.97637530375164,214.81708432979298,0.018512373763188837,0.0010628859129642473,7.239239447230059e-06
sunframe,1000.0,280.0,True,383.1055145258773,249.482740842167,680.0197418065479,79.04809465494246,787.3894778845023,12821.61534064031,172.49615896621043,141.18331788489616,220.18410724059464,0.0208365263578325,0.0010670976390335807,1.3248964194339451e-05
sunframe,1000.0,290.0,True,383.1055145258773,258.3928387293873,692.0564239009675,87.7511094598932,760.8662673051109,8527.176124188281,175.7180381998217,144.13536407926077,227.62871794060268,0.02360318233643349,0.0010520603163605546,2.3786960950822854e-05
sunframe,1000.0,300.0,True,383.1055145258773,267.3029366166075,703.8873052403682,97.42826316644957,733.3689178241142,5417.295767625446,179.7604209451804,147.78315741958417,243.07809862597495,0.027272849051125758,0.0010259155106276724,4.0042293724443246e-05
sunframe,1000.0,310.0,True,383.1055145258773,276.21303450382777,715.5225943983173,108.26164238668834,704.7153428294348,3224.928747193514,185.32347577005044,152.9003105973505,304.9483480947505,0.0325399402051556,0.0009933144134012472,6.862189209781982e-05
sunframe,1000.0,320.0,True,383.1055145258773,285.123132391048,726.9716828807366,120.49829921718013,674.6584902245027,1768.8739705007267,193.21632750508388,160.06916360845563,330.38281808919675,0.040376023497885626,0.0009553844612824876,0.00011008338899550596
sunframe,1000.0,330.0,True,383.1055145258773,294.0332302782682,738.2432338507424,134.4882337765933,642.8483598906489,875.5747432788995,205.1444190909848,169.8674492338206,350.22828063055516,0.05239206788300654,0.0009115267432638578,0.0001657847111956696
sunframe,1000.0,340.0,True,383.1055145258773,302.94332816548854,749.3452588375759,150.75682430635354,608.759573586448,384.5365214798852,227.90332897140465,183.1748632716793,367.3548155324981,0.07029133175637643,0.0008374107700811578,0.00019677346227321035
sunframe,1000.0,350.0,True,383.1055145258773,311.85342605270876,760.2851843606484,170.1598983207339,571.5363037976273,148.96263901388622,315.6056531573662,202.91420440051687,381.03945283178615,0.0935763243623212,0.0006685771403945434,0.00021114147569032074
sunframe,1000.0,360.0,True,383.1055145258773,320.76352393992903,771.0699100433479,194.27799049826243,529.5980158456583,51.35665866714547,338.4956790293701,263.3559117835612,388.5840006780595,0.11109320385357706,0.00036706826383796294,0.001968296378382552
sunframe,1000.0,370.0,True,383.1055145258773,329.67362182714925,781.7058595086826,226.7583326193463,479.29747795013384,14.866674023615259,344.4020659829623,305.16365366434195,387.6751737839524,0.10224113939449857,0.00011745724482520102,0.02764204077430438
sunframe,1000.0,380.0,True,383.1055145258773,338.5837197143695,792.1990251232071,282.6513115444308,405.5843032506089,2.5594397431027325,343.49993490004624,308.06528064404813,383.0692743437191,0.08015271535030026,1.9931257245918824e-05,0.3832543617126106
sunframe,1000.0,390.0,False,,,,,,,,,,,,
sunframe,1000.0,400.0,False,,,,,,,,,,,,
sunframe,2000.0,250.0,True,405.1861781051765,235.5910038213456,624.8048618559153,55.465165033747155,1000.6843222728908,27418.83416318128,161.70739062078925,120.72756448989219,207.48656910686142,0.017934383803345482,0.0018700948288827848,5.4713431681711396e-08
sunframe,2000.0,260.0,True,405.1861781051765,245.01464397419943,637.1784365581912,61.52224704919438,975.779959951736,19213.87927607517,166.55297166716082,132.07346879671965,213.40519993147257,0.020982348385878685,0.0021226062801968713,1.619309407523975e-07
sunframe,2000.0,270.0,True,405.1861781051765,254.43828412705327,649.3162593302993,68.12229561782408,950.3326310773987,13621.571548753278,170.19691044965202,137.5555416170544,219.36830342760607,0.024013167376118222,0.0023416775715530357,4.3119438253932536e-07
sunframe,2000.0,280.0,True,405.1861781051765,263.8619242799071,661.2313129659273,75.32679602438046,924.2808503651346,9630.49965293965,173.2938081441466,141.03555233515678,226.48513105788317,0.027230703855965696,0.0025400303226569432,1.0909289555302934e-06
sunframe,2000.0,290.0,True,405.1861781051765,273.28556443276096,672.935430678602,83.20979586611921,897.5505702176881,6696.878499332601,176.4447876348276,143.91583858671345,238.05578241771903,0.03095907876645612,0.0027353297499128244,2.642984497328049e-06
sunframe,2000.0,300.0,True,405.1861781051765,282.7092045856147,684.4394337547677,91.86182204288438,870.0512637352155,4524.499518595411,180.15665820359786,147.070790468053,290.87062242623335,0.035655865188700016,0.002946348054928017,5.925885505286458e-06
sunframe,2000.0,310.0,True,405.1861781051765,292.1328447384686,695.75324871286,101.39552366211126,841.6702818102807,2930.0912962651973,185.01687412295308,151.21407594487238,318.94817766646094,0.042018152103540825,0.0031944570253561507,1.3771837126982496e-05
sunframe,2000.0,320.0,True,405.1861781051765,301.5564848913224,706.8860075786266,111.9540727241742,812.2644524425102,1801.0906865585118,191.68379541130184,156.86194497808734,337.83373988398523,0.050951632358438935,0.003491152778046916,3.0139413702325602e-05
sunframe,2000.0,330.0,True,405.1861781051765,310.9801250441762,717.8461341585687,123.72417395546232,781.6470709055144,1038.984074665978,201.39058382812794,164.53931314897784,354.55624219515647,0.06395073466088509,0.003841310516932509,6.836876342810989e-05
sunframe,2000.0,340.0,True,405.1861781051765,320.40376519703,728.6414186294609,136.9572121870197,749.5667523682496,559.165732700823,217.40718169459595,174.84862625970695,370.05791639886917,0.08291422716757807,0.004214622067867345,0.0001509618954537951
sunframe,2000.0,350.0,True,405.1861781051765,329.82740534988386,739.2790823216258,152.0057858475797,715.6708984019816,281.25727200953025,294.5372292361037,188.79220743553984,384.0098057915131,0.1094477634150212,0.004501497491836297,0.0003253187690778569
sunframe,2000.0,360.0,True,405.1861781051765,339.25104550273767,749.7658342270981,169.39202185265012,679.4373820912036,133.73397758364501,332.37851887659446,209.8833202264717,395.5409991899704,0.1427741734342173,0.0044848581460042395,0.0006362028845847758
sunframe,2000.0,370.0,True,405.1861781051765,348.6746856555915,760.1079204890633,189.94985454205872,640.0322690960875,61.35777517500351,349.28516059996286,287.3121286889987,403.1625310210635,0.1743766757570856,0.003889222162962574,0.0010058106420501019
sunframe,2000.0,380.0,True,405.1861781051765,358.09832580844534,770.31116790954,215.17172168805948,595.9631216443793,26.72188202179517,356.7351923297696,312.5174368233127,406.0107496964616,0.19028003044627817,0.0027005977001429045,0.0010528273844331866
sunframe,2000.0,390.0,True,405.1861781051765,367.5219659612992,780.3810223359557,248.30095900361133,543.9866040231194,9.443237762398946,359.05190270539777,318.0752994786319,405.4276698609675,0.1891684789072534,0.0014283814804284575,0.0021719221398145763
sunframe,2000.0,400.0,True,405.1861781051765,376.94560611415295,790.3225826446204,300.32293211664796,473.11735060437525,1.9950807566326485,361.62071520402895,322.73050005408675,404.57474639773386,0.1864883053086037,0.0005791212590429252,0.0792398821764361
sunframe,4000.0,250.0,True,417.2093128956,242.5817220329129,615.7362384972881,54.504621035509125,1079.6495920247935,16035.076646805084,161.76135743278004,119.07764015626957,208.7750103130681,0.019900837708134535,0.0024215556952955778,0.0
sunframe,4000.0,260.0,True,417.2093128956,252.28499091422944,627.9302190647786,60.364905883220715,1054.3827694144488,11340.788201688025,166.73509879964712,131.48353701988395,215.1773438626995,0.023354112419326556,0.0027944842619642206,0.0
sunframe,4000.0,270.0,True,417.2093128956,261.98825979554596,639.8918694831905,66.72857265630479,1028.6125648787317,8122.77079004568,170.50920422823978,137.31563505838352,221.89639906645974,0.026819394078483542,0.003143107196613192,3.002972663712551e-08
sunframe,4000.0,280.0,True,417.2093128956,271.69152867686245,651.6339841096718,73.64787428343828,1002.2867254889652,5821.476321568418,173.6923695389882,140.96300894141777,230.3866629076622,0.030484115044630673,0.0034850825558201165,9.953694548090076e-08
sunframe,4000.0,290.0,True,417.2093128956,281.394797558179,663.1682244065947,81.18478259279236,975.343279416978,4121.731574935533,176.8284850131725,143.84077379412196,247.4504570258789,0.03466762281941103,0.0038441256274582285,3.117957685521808e-07
sunframe,4000.0,300.0,True,417.2093128956,291.0980664394955,674.5052545966912,89.41372470007262,947.7077995470648,2850.8360565590538,180.43802235297383,146.8528359047864,302.85539679014477,0.039840933629115394,0.0042523666114958345,9.540912398527013e-07
sunframe,4000.0,310.0,True,417.2093128956,300.80133532081203,685.6548571216415,98.42539764298596,919.2895888415185,1905.4043905357155,185.0506742537517,150.63635740561386,324.3593974437415,0.04663752342713234,0.004750692238414468,2.63129571954625e-06
sunframe,4000.0,320.0,True,417.2093128956,310.5046042021285,696.6260314619676,108.33223103578152,889.9762176860899,1219.2121643679202,191.29520048947697,155.74341764822827,341.2668966609461,0.05600598009399896,0.005376562403741821,7.369479655891352e-06
sunframe,4000.0,330.0,True,417.2093128956,320.207873083445,707.4270791582705,119.27646171311382,859.6254492461247,742.1073478909874,200.1331714159338,162.57937859487333,356.6021950885114,0.06912570962102704,0.006161030403571886,1.8923753626833588e-05
sunframe,4000.0,340.0,True,417.2093128956,329.91114196476155,718.065677318136,131.44253130494468,828.0528418916607,427.19621520279475,214.0946653723076,171.6672933531365,371.10487901026016,0.08775697941372682,0.007114685976952675,4.751211063374282e-05
sunframe,4000.0,350.0,True,417.2093128956,339.6144108460781,728.548942459122,145.0770246256609,795.0118108083113,232.7312776623525,267.1500242562229,183.84119049803678,384.6475179873167,0.11370297736275872,0.00816248579653791,0.00012024532080046787
sunframe,4000.0,360.0,True,417.2093128956,349.3176797273946,738.8834861967457,160.52265050507359,760.1596471662656,121.24111661610159,326.8085187497819,201.07587428394444,396.49061458901906,0.14722412023963882,0.009030914339460766,0.0002952174533141133
sunframe,4000.0,370.0,True,417.2093128956,359.0209486087111,749.0754640156146,178.28065623914637,722.99510366956,61.666820861800936,346.91579141908505,234.41787459538958,405.4429337390737,0.1833672970300295,0.009177723960117413,0.0006836683107952753
sunframe,4000.0,380.0,True,417.2093128956,368.7242174900276,759.1306181456256,199.1376245771398,682.7315975689336,30.755632960335312,357.6704601987273,307.48137294208817,410.9282932728622,0.21316590105772895,0.008189879404025189,0.001322281065550864
sunframe,4000.0,390.0,True,417.2093128956,378.4274863713441,769.0543153913845,224.4630949990271,637.9995893844131,14.442563988549267,362.63370705618917,318.64301071745257,413.0087012675782,0.2282916121257824,0.006256577933162545,0.0020754878807751572
sunframe,4000.0,400.0,True,417.2093128956,388.13075525266066,778.8515806224334,257.08831712054456,585.9678295002625,5.4652381506376075,365.64967383257016,323.40282473942517,413.58752826878657,0.23592248982013367,0.004165597424398813,0.0022040388201372014
sunframe,10000.0,250.0,True,424.77189527583005,246.9789015783058,610.2303789543662,53.95014313895546,1130.6471915693871,7027.77864450199,161.82753594340636,118.0783344460238,209.58644752669696,0.021101308224203776,0.0027800192759096544,0.0
sunframe,10000.0,260.0,True,424.77189527583005,256.85805764143805,622.3153220150865,59.69929419860588,1105.1397283834724,4996.633402459969,166.8587014944755,131.13734863497194,216.30923135237174,0.02479528137215879,0.0032322711059001074,0.0
sunframe,10000.0,270.0,True,424.77189527583005,266.73721370457025,634.1700124025832,65.93033046564446,1079.1503799901693,3600.8062775750886,170.69581314701963,137.15032489881193,223.53759058010985,0.02851470926761049,0.003667174109970943,0.0
sunframe,10000.0,280.0,True,424.77189527583005,276.6163697677025,645.8071300679825,72.6907826883511,1052.631615641198,2598.851802519399,173.92943096117065,140.89954152998902,233.15238123953168,0.03245025807861127,0.004104388464871263,0.0
sunframe,10000.0,290.0,True,424.77189527583005,286.4955258308347,657.2382321978808,80.03655041605415,1025.5275357872308,1858.1082607534245,177.0655855586651,143.80867751878083,260.26945211289996,0.036902273957591804,0.0045723949999233685,5.298921502832426e-08
sunframe,10000.0,300.0,True,424.77189527583005,296.37468189396697,668.4738876564643,88.03412279216266,997.7716512848576,1301.0390710409106,180.6444022854401,146.74523355233308,308.17425666871856,0.042341246976578414,0.005113788863245613,1.8849338566132842e-07
sunframe,10000.0,310.0,True,424.77189527583005,306.25383795709917,679.5237914116759,96.7636198954639,969.283842055292,883.9531405360299,185.11088070923017,150.3644800896617,327.3631889853642,0.04939715262606412,0.005778867331705806,6.166177915278257e-07
sunframe,10000.0,320.0,True,424.77189527583005,316.1329940202314,690.3968624714704,106.32305873065678,939.9660910938347,578.1881621558539,191.0801815250407,155.1552041186141,343.15280763898335,0.05890179174720313,0.006620807988688743,2.0874729600323627e-06
sunframe,10000.0,330.0,True,424.77189527583005,326.0121500833636,701.1013281447995,116.83450660288321,909.6963310953437,361.5423863670632,199.4961274070498,161.56943921277684,357.78340643567503,0.07207971751751559,0.007703642495723028,6.2932351061320425e-06
sunframe,10000.0,340.0,True,424.77189527583005,335.8913061464959,711.6447968912254,128.45325541421366,878.3192701577489,215.16986344440818,212.51328865656882,170.04246455938363,371.7836175570146,0.09054570223024896,0.009071204260216273,1.8035783228947118e-05
sunframe,10000.0,350.0,True,424.77189527583005,345.7704622096281,722.0343215930286,141.38205528615043,845.6321581595475,121.94895256985438,245.70918650661054,181.32606040728885,385.01461119857964,0.11600181222881628,0.010694529126894732,5.1613394789234665e-05
sunframe,10000.0,360.0,True,424.77189527583005,355.64961827276034,732.2764547452394,155.8943031931234,811.3615981263102,66.50578064079271,323.2073896761692,196.83181234575378,396.8090099871914,0.14880751296668762,0.01232976006602373,0.00013782981284818583
sunframe,10000.0,370.0,True,424.77189527583005,365.5287743358926,742.3772967906605,172.3742178416482,775.123371351521,35.36993635461602,344.84142888833793,222.7280949712353,406.4097770718084,0.18650214305017312,0.013426816534059588,0.00034715092443030304
sunframe,10000.0,380.0,True,424.77189527583005,375.40793039902485,752.3425386126719,191.39224984463522,736.3470272222696,18.689653135603628,357.3248998659869,301.9640185468006,412.7261831288078,0.21989511940262413,0.013180125657798919,0.0008109898892209236
sunframe,10000.0,390.0,True,424.77189527583005,385.28708646215705,762.1774990263825,213.86297638420686,694.1179885564335,9.593506791668508,363.76052426055065,317.74311041895425,415.9453980011896,0.24188479629484436,0.011420255949973217,0.0016496244946583084
sunframe,10000.0,400.0,True,424.77189527583005,395.1662425252893,771.8871579693906,241.4329826908547,646.7896701235211,4.367754144471606,367.21312772008554,323.4978530994872,417.4343684836838,0.25487040706305647,0.008918407290485769,0.0029592443521685905
june16,200.0,250.0,True,277.28340379843434,155.1243182840044,769.9877371742939,81.04320345368322,296.92254374951506,5799.036966899873,155.4151966876699,130.8066160176568,184.45293965510015,2.474771400305103e-20,5.7440626593308165e-61,0.001313738753633147
june16,200.0,260.0,True,277.28340379843434,161.32929101536456,785.2364994157754,96.86736073102952,268.6884410094484,1952.5638235458546,157.39586976324426,134.03080765771654,184.4929043171052,8.723823698894809e-30,2.2262971641600833e-81,0.01486255049197261
june16,200.0,270.0,True,277.28340379843434,167.53426374672475,800.1947291945207,120.80313862537504,232.34271765238253,278.9898008509007,160.98206989590673,140.323439082995,184.0054485527719,5.090067770041026e-48,6.369681387699284e-116,0.18137365546641207
june16,200.0,280.0,False,,,,,,,,,,,,
june16,200.0,290.0,False,,,,,,,,,,,,
june16,200.0,300.0,False,,,,,,,,,,,,
june16,200.0,310.0,False,,,,,,,,,,,,
june16,200.0,320.0,False,,,,,,,,,,,,
june16,200.0,330.0,False,,,,,,,,,,,,
june16,200.0,340.0,False,,,,,,,,,,,,
june16,200.0,350.0,False,,,,,,,,,,,,
june16,200.0,360.0,False,,,,,,,,,,,,
june16,200.0,370.0,False,,,,,,,,,,,,
june16,200.0,380.0,False,,,,,,,,,,,,
june16,200.0,390.0,False,,,,,,,,,,,,
june16,200.0,400.0,False,,,,,,,,,,,,
june16,300.0,250.0,True,317.4398309523162,177.58955890653883,719.639573257884,65.53026185821166,481.27461325972,29851.486346210775,158.34735451052822,127.56478315585146,193.30008783321136,0.0011330367100176675,1.2332783385655898e-07,0.00019808742803023534
june16,300.0,260.0,True,317.4398309523162,184.6931412628004,733.891245359107,74.45640981391618,458.14130059149244,17658.234812394112,161.8863347001108,133.90447081342694,195.7389410350667,0.0007674017041596459,7.127936586724678e-09,0.00047811125027143664
june16,300.0,270.0,True,317.4398309523162,191.79672361906194,747.8713824119042,84.85019469700065,433.5403509958848,9952.131000447305,164.52764271567113,137.26781336224022,197.63788377874496,0.0003712176907744188,7.223907740739142e-11,0.0011064163713258466
june16,300.0,280.0,True,317.4398309523162,198.90030597532348,761.5949377764035,97.20822236940325,406.97515861095917,4986.307330937944,167.6107376100972,140.81400555250536,199.78399165596616,0.0001010459012472721,4.184598738660103e-14,0.0024515080670479287
june16,300.0,290.0,True,317.4398309523162,206.00388833158502,775.0755407459299,112.39259116858274,377.5836250992565,2010.3523759508078,172.56945070451567,146.77206373632387,203.15133664974988,1.0505942495119742e-05,1.66928424191563e-19,0.005093905669779737
june16,300.0,300.0,True,317.4398309523162,213.1074706878466,788.325655093469,132.1761839048905,343.5928676504257,535.1912326364218,180.4278437593247,156.5814898151538,208.3169261560994,1.1604393941772942e-07,2.771642055695633e-28,0.010178276512959477
june16,300.0,310.0,True,317.4398309523162,220.21105304410813,801.3567140134902,161.73794259093714,299.82394425185595,57.60989632010774,191.3597625243357,169.914172479966,215.51275265898948,2.636189794225859e-12,1.7839031397623585e-43,0.02087057863411132
june16,300.0,320.0,False,,,,,,,,,,,,
june16,300.0,330.0,False,,,,,,,,,,,,
june16,300.0,340.0,False,,,,,,,,,,,,
june16,300.0,350.0,False,,,,,,,,,,,,
june16,300.0,360.0,False,,,,,,,,,,,,
june16,300.0,370.0,False,,,,,,,,,,,,
june16,300.0,380.0,False,,,,,,,,,,,,
june16,300.0,390.0,False,,,,,,,,,,,,
june16,300.0,400.0,False,,,,,,,,,,,,
june16,400.0,250.0,True,342.22014241570446,191.45273596641704,693.0953148007778,60.60620407806356,604.7920450819585,45937.48409761878,158.72483330518924,123.688455521173,196.93003633756817,0.005049349754214246,4.119394859120572e-05,4.396302926702489e-06
june16,400.0,260.0,True,342.22014241570446,199.11084540507375,706.8213069897799,68.1236495036868,581.9583807790219,29310.33179899483,163.03025774463993,132.73156316040175,200.4354817760929,0.005389546916492939,3.286291363803704e-05,3.9338834150664085e-06
june16,400.0,270.0,True,342.22014241570446,206.76895484373043,720.2857798337354,76.59563829613639,558.1701731092589,18595.18104952922,166.06402132352972,137.03222521973206,203.2307699267839,0.005448142830111762,2.2562625841869805e-05,1.1277014387672073e-05
june16,400.0,280.0,True,342.22014241570446,214.4270642823871,733.5031351307532,86.22874814676727,533.2208443813147,11327.150476742267,168.78371347284028,140.04111904765674,205.89804241943867,0.005263361105577519,1.1942104179327688e-05,5.489199907853848e-05
june16,400.0,290.0,True,342.22014241570446,222.08517372104376,746.4864994509918,97.31693980976871,506.81643384099993,6361.8577527276,172.20075401913536,143.60108355905996,209.30086140305835,0.004831413597295255,3.998685374057858e-06,0.00023884117739212413
