ref_m,ref_delta,halo,m,ceiling,delta_b,KL_min,at_ceiling,delta_Estar,delta_vminstar,delta_onset,delta_endpoint,E_star_b,E_minus_b,E_plus_b,R_unit_b,R_unit_ref
1000.0,300.0,annual,200.0,277.28340379843434,216.9971759723956,1.9589543339668318,False,430.7882535335699,208.91934555264422,256.0004371102213,nan,134.64615596908803,49.010612888192455,369.91145894483856,50618.69057794176,5837.586375323511
1000.0,300.0,annual,226.00747760385804,289.94553322164,230.6147820916009,1.1358660444614985,False,411.97542148325124,218.45963449947928,262.3294182271714,nan,149.63030624095148,56.42132384808186,396.8221058769446,28521.26932702898,5837.586375323511
1000.0,300.0,annual,255.39689966429194,302.1556781550193,241.89429566640717,0.6784604414454224,False,395.32744837211953,227.65937546356128,267.9301011639046,16.640128502335894,163.55822457734666,62.57189659478185,427.52887930081846,20768.75488255319,5837.586375323511
1000.0,300.0,annual,288.6080454048612,313.85164121154645,252.69371153855752,0.419596013716907,False,380.59521624632066,236.47170578663324,272.88629376081474,60.4315387763679,177.4740413844057,68.77273918098956,457.98721616166625,15821.116721027343,5837.586375323511
1000.0,300.0,annual,300.0,317.4398309523162,256.3164230299428,0.3619118534235116,False,376.29314789458243,239.1752294814926,274.3335883142958,73.21939323109056,182.07648202555743,71.01728655576846,466.813742324126,14307.47286456269,5837.586375323511
1000.0,300.0,annual,326.137881790662,324.9836602651075,265.48918574268146,0.26343545543443714,False,367.5582740336198,244.8591321651703,277.27215979450193,99.18371701251438,193.0742524448779,77.36328469987376,481.85217447481597,10511.754029741429,5837.586375323511
1000.0,300.0,annual,368.5480000728636,335.51462554064284,277.0595583217681,0.15836214184661504,False,356.0215387442222,252.79369421707662,281.1533287542074,133.47654541536053,208.01784582565722,85.50188816648092,506.08735210259925,7147.669985365445,5837.586375323511
1000.0,300.0,annual,400.0,342.22014241570446,286.44701395438227,0.10434163867077606,False,349.04559507508867,257.8459698958203,283.500163916333,154.21246707712965,219.36425812390772,93.18702385947402,516.3881809855667,4768.755187454358,5837.586375323511
1000.0,300.0,annual,416.4730193620719,345.4197751465609,289.36306180649996,0.08397596701600059,False,345.8123762760502,260.25673508040114,284.5878779123625,163.82317709889645,223.66925383696042,95.20977080057305,525.4495908489422,4338.820458937405,5837.586375323511
1000.0,300.0,annual,470.63008298042297,354.68595579711103,294.2640028957018,0.042377271658317554,False,336.77801814205384,267.23834440417,287.6272013848142,190.67771483833107,233.55928201169291,97.08820718648863,561.8595686810567,4153.444899997365,5837.586375323511
1000.0,300.0,annual,531.829589694499,363.3105518754261,296.9296658082507,0.020801230912274926,False,328.7832754638213,273.7365514502985,290.31677918522547,214.44200620085323,241.40574525016262,96.82846551853301,601.8553896078442,4408.780965776079,5837.586375323511
1000.0,300.0,annual,600.9873204097423,371.3001904098099,298.32611768079954,0.009833560942378737,False,321.708516024007,279.7563493572048,292.6968577816746,235.47165673673192,247.87484121047834,95.6027978406066,642.6792760559024,4817.643292048997,5837.586375323511
1000.0,300.0,annual,679.1381417885374,378.6693240349851,299.1558944261427,0.004273055451029139,False,315.4478741064729,285.3086274711186,294.80305233920205,254.0813512113003,253.4975051354606,94.17917573375397,682.3269009230839,5201.65860318686,5837.586375323511
1000.0,300.0,annual,700.0,380.39961059853516,299.305776080469,0.0034066586327340014,False,314.01302716431104,286.612312911803,295.2857611189524,258.3464191648942,254.78341970429906,93.82549213104309,691.8651795138242,5284.3201219378125,5837.586375323511
