ref_m,ref_delta,halo,m,ceiling,delta_b,KL_min,at_ceiling,delta_Estar,delta_vminstar,delta_onset,delta_endpoint,E_star_b,E_minus_b,E_plus_b,R_unit_b,R_unit_ref
1000.0,366.0,sunframe,200.0,266.7938445745177,171.96201799181168,7.704521880477298,False,525.5616693109553,254.88160157422593,nan,120.93990729388206,106.70196324688592,26.99334024312239,421.78214545495666,1644627.5392191317,25.29807892505687
1000.0,366.0,sunframe,226.00747760385804,278.9769689268604,201.22853077284913,6.148149700213716,False,502.6100142095665,266.52075408936474,nan,156.18981882460204,130.56355889623072,40.34097710817155,422.56891462840787,234961.35145853728,25.29807892505687
1000.0,366.0,sunframe,255.39689966429194,290.72520724535843,220.8962854899611,4.897307265275498,False,482.29948701398587,277.7444380655447,nan,187.38339870473803,149.36029876576444,51.111141458754666,436.4703704651321,73400.055895269,25.29807892505687
1000.0,366.0,sunframe,288.6080454048612,301.9787150540001,235.40675706651476,4.047673694592017,False,464.3261638205112,288.49548105969257,nan,214.98742332449993,165.33291743358856,59.68273883382587,458.00467808976276,38871.138322616614,25.29807892505687
1000.0,366.0,sunframe,300.0,305.43116450784004,239.48306019348937,3.8431953446368103,False,459.0776404313906,291.79377996742096,305.3959925553118,223.04827925476448,170.11876410139945,62.17763411586853,465.44701018145753,33551.37976469924,25.29807892505687
1000.0,366.0,sunframe,326.137881790662,312.68961271499126,248.53637071278996,3.473930472953359,False,448.42109432101614,298.7281412415078,312.33460205179836,239.41495546849904,180.7454938192629,68.05204736472729,480.05805557735744,24468.19256886026,25.29807892505687
1000.0,366.0,sunframe,368.5480000728636,322.82219430643477,267.48077399730664,3.0390536843255176,False,434.34627726795105,308.40830694483344,321.4988902042825,261.03152532979817,200.82604167757955,83.21950851079932,484.63515031035325,11463.454613461125,25.29807892505687
1000.0,366.0,sunframe,400.0,329.27404321787367,295.012405189089,2.7015434538186187,False,425.8356259916082,314.5720832729007,327.04028092841475,274.1024652352058,225.9237284699372,115.71952460234867,441.07968176635575,2020.550728724302,25.29807892505687
1000.0,366.0,sunframe,416.4730193620719,332.35263467267345,307.79210820633944,2.4621354019429913,False,421.89109905678123,317.51321679808945,329.6086113954966,280.16060025287527,237.91437217184742,136.21080080837416,415.55624186921625,587.2365657242477,25.29807892505687
1000.0,366.0,sunframe,470.63008298042297,341.26827811334385,331.65575865594957,1.4613237912349415,False,410.8691821333057,326.0307801730874,336.7851183652604,297.08842505396984,263.23736544215393,187.57700487118657,369.4158066577075,20.79147800997397,25.29807892505687
1000.0,366.0,sunframe,531.829589694499,349.5666079596864,341.8262901253849,0.686007049242008,False,401.115596065862,333.9585927693642,343.1357993655967,312.0683053486964,277.9069921801121,205.91271422032196,375.0729846626182,9.589246648104986,25.29807892505687
1000.0,366.0,sunframe,600.9873204097423,357.25400054124344,349.12459804481233,0.2956493994853683,False,392.4843895492885,341.3027462157898,348.7556851035967,325.3243979820411,290.08256124468596,214.0369325976017,393.1466000612076,9.21476122195319,25.29807892505687
1000.0,366.0,sunframe,679.1381417885374,364.34436175331587,354.6261187602096,0.11850158130144686,False,384.84640640989693,348.0765255147647,353.72887076770144,337.05506528020874,300.5016382312298,216.12626462124658,417.81703273270597,11.672279581035879,25.29807892505687
1000.0,366.0,sunframe,700.0,366.0091920250934,355.81729280582067,0.0912266151524882,False,383.09589314045945,349.66702175239965,354.8686516938329,339.7435614957731,302.88873084300155,216.25804969134597,424.2227440903232,12.443958486533944,25.29807892505687
1000.0,366.0,sunframe,767.451491850993,370.8577322930516,359.01478566698756,0.03916368519935311,False,378.08735293045476,354.2990765539831,358.12977441640436,347.4358433168797,309.65902725809485,215.76533406942247,444.4120441125973,15.422693312272258,25.29807892505687
1000.0,366.0,sunframe,867.2488792828036,376.8189314781034,362.6217456465829,0.008114461259074427,False,372.1060875748992,359.9941104780682,362.0242505597262,356.6220686105988,317.7976122653225,214.48027575995803,470.8839635891377,19.77058804528991,25.29807892505687
1000.0,366.0,sunframe,980.023658307396,382.25629194193874,365.5681199509792,0.000105230344122673,False,366.81310752046096,365.1886948792523,365.470575596943,364.7512025588312,325.0027455162492,212.6617172524257,496.68923000242074,24.512166893551832,25.29807892505687
1000.0,366.0,sunframe,1000.0,383.1055145258773,365.99796533352475,-5.49393761878849e-09,False,366.0,366.0,366.0,366.00000000000034,326.10776976451496,212.3272321991881,500.8602824955608,25.30224395947483,25.29807892505687
1000.0,366.0,sunframe,1107.463375030799,387.2005204114854,368.00734820841365,0.0024284705854781927,False,362.1292093498743,369.91216544086404,368.5203198565177,371.94488839119145,331.4030452280414,210.70703899292434,521.2354504687778,28.992587245488558,25.29807892505687
1000.0,366.0,sunframe,1251.4750196468315,391.6837045747796,370.0592173561873,0.008939744742780092,False,357.9843038624579,374.1951771479556,371.2191192873227,378.3107714218137,337.1093526559101,208.83172256753616,544.1832028720386,32.81124502342717,25.29807892505687
1000.0,366.0,sunframe,1414.213562373095,395.7384734925075,371.7967909819191,0.016661160361837516,False,354.31636726906663,378.06890218614785,373.60735834862965,383.94410983885496,342.19840669659317,207.09218297842062,565.4474633544668,35.81696232172081,25.29807892505687
1000.0,366.0,sunframe,1598.1142001255478,399.3973093542676,373.3275261625726,0.024409062725170464,False,351.0705130767373,381.56437242771165,375.72077431754104,388.92920013477453,346.78413373421915,205.64622465768358,584.7869836170102,37.642843500951436,25.29807892505687
1000.0,366.0,sunframe,1805.928796466411,402.6920015244417,374.63888448261065,0.03137269522813396,False,348.1981707748435,384.7119578540819,377.5909920566336,393.3406385073203,350.872981324267,204.33244888264898,602.5075786865569,38.790330181478005,25.29807892505687
1000.0,366.0,sunframe,2000.0,405.1861781051765,375.6260810874398,0.037014917553431136,False,346.05479133613056,387.0947704055501,378.98657302386164,396.63251158826534,353.97650201947243,203.42263676705974,615.9558541433246,38.93131244930254,25.29807892505687
1000.0,366.0,sunframe,2040.7670601077232,405.6532294352893,375.79505008373746,0.03778480431251791,False,345.65635903273085,387.5409680726153,379.2459972440024,397.24443710665514,354.5439386564405,203.22082553075023,618.5458803728827,38.811191717684544,25.29807892505687
1000.0,366.0,sunframe,2306.143078159937,408.3102585264276,376.8898711923818,0.043636219338145266,False,343.40704253306353,390.07936183225655,380.71055514705523,400.69901183198897,357.9058766569013,202.45913243802917,632.7035733236395,38.01471191155815,25.29807892505687
