ref_m,ref_delta,halo,m,ceiling,delta_b,KL_min,at_ceiling,delta_Estar,delta_vminstar,delta_onset,delta_endpoint,E_star_b,E_minus_b,E_plus_b,R_unit_b,R_unit_ref
1000.0,366.0,june16,200.0,277.28340379843434,187.604786866163,6.3419003673150325,False,525.5616693109553,254.88160157422593,nan,79.71153945247987,116.40825867771791,32.005495669396204,423.39237074637504,781199.8363566587,108.04461192782168
1000.0,366.0,june16,226.00747760385804,289.94553322164,214.17428259437852,4.854126460146761,False,502.6100142095665,266.52075408936474,289.86098318393937,120.8918181144498,138.96318008272252,44.947403326562785,429.63027871492164,142260.7844894654,108.04461192782168
1000.0,366.0,june16,255.39689966429194,302.1556781550193,232.08718285108523,3.77316338536588,False,482.29948701398587,277.7444380655447,301.1809700870596,157.33333686291334,156.92708862647706,54.91394951921437,448.4490982781251,56828.09517483972,108.04461192782168
1000.0,366.0,june16,288.6080454048612,313.85164121154645,246.43774418051916,3.072690864944613,False,464.3261638205112,288.49548105969257,311.1983261702613,189.58140151530299,173.0802960749559,63.4553982284641,472.09204773309114,33121.016086220196,108.04461192782168
1000.0,366.0,june16,300.0,317.4398309523162,250.66746188511175,2.904279827194046,False,459.0776404313906,291.79377996742096,314.1235686050561,198.99839801394663,178.06369595359453,66.08735339634168,479.76924762747865,28834.414730064178,108.04461192782168
1000.0,366.0,june16,326.137881790662,324.9836602651075,261.798861722213,2.5955848071436214,False,448.42109432101614,298.7281412415078,320.0629497565303,218.11856762527876,190.39050263586722,73.86898577859634,490.7139730141146,19471.642308404706,108.04461192782168
1000.0,366.0,june16,368.5480000728636,335.51462554064284,295.01391894369124,2.166566935198481,False,434.34627726795105,308.40830694483344,327.907489840117,243.37186137690873,221.49807889313342,107.27149463294295,457.3572795011848,3489.9706236005695,108.04461192782168
1000.0,366.0,june16,400.0,342.22014241570446,319.49537239233973,1.7087310457288387,False,425.8356259916082,314.5720832729007,332.65086553182175,258.64182729468,244.67305269249084,144.4103018075773,414.54731390029724,382.0454069299282,108.04461192782168
1000.0,366.0,june16,416.4730193620719,345.4197751465609,328.15016829198515,1.4326942719444176,False,421.89109905678123,317.51321679808945,334.8493310276343,265.71916954508674,253.65056213506168,160.94735784540632,399.74938720790647,130.86093821989036,108.04461192782168
1000.0,366.0,june16,470.63008298042297,354.68595579711103,341.93054718620084,0.6834702617388221,False,410.8691821333057,326.0307801730874,340.9923500649822,285.4948941406669,271.39253293913805,184.86819571956403,398.413078293091,33.44483624068324,108.04461192782168
1000.0,366.0,june16,531.829589694499,363.3105518754261,349.3623227680496,0.287861039083758,False,401.115596065862,333.9585927693642,346.42847023452373,302.99495635563676,284.0338356242658,190.96342404157073,422.4642503366,31.649614950538865,108.04461192782168
1000.0,366.0,june16,600.9873204097423,371.3001904098099,354.22346263168714,0.11672455479088388,False,392.4843895492885,341.3027462157898,351.2390368822964,318.4812246866732,294.31913382388484,190.37351784203435,455.0199708276617,43.26666198195342,108.04461192782168
1000.0,366.0,june16,679.1381417885374,378.6693240349851,357.8436978345516,0.043754910706373606,False,384.84640640989693,348.0765255147647,355.4960346584534,332.18543349889694,303.2281373011758,188.02285060506816,489.0219617203394,60.187077269907995,108.04461192782168
1000.0,366.0,june16,700.0,380.39961059853516,358.66975660757225,0.03336093145755684,False,383.09589314045945,349.66702175239965,356.4716758662347,335.3262363699086,305.3168847246614,187.52486619883666,497.0988754053059,64.24433808254584,108.04461192782168
1000.0,366.0,june16,767.451491850993,385.4387813901151,360.97379457754687,0.01352737069814714,False,378.08735293045476,354.2990765539831,359.2631646855571,344.3126506666796,311.3487203232613,186.03782768266313,521.0662092458198,76.52598975675566,108.04461192782168
1000.0,366.0,june16,867.2488792828036,391.6343576163497,363.4885376909418,0.0025284622940927055,False,372.1060875748992,359.9941104780682,362.5967977733141,355.0443461807891,318.55725904694805,183.86676217217163,551.914473788799,92.84212673564726,108.04461192782168
1000.0,366.0,june16,980.023658307396,397.28549930402903,365.6388667670512,-1.8785919474696337e-05,False,366.81310752046096,365.1886948792523,365.5468179435318,364.54110764008914,325.0656418909741,181.96371006645148,580.7073921465008,106.4990772055246,108.04461192782168
1000.0,366.0,june16,1000.0,398.1681108539039,365.9556395841461,-2.8635605569363243e-06,False,366.0,366.0,366.00000000000006,366.00000000000006,326.0700571075036,181.65631888503617,585.2903042110958,108.49077276376579,108.04461192782168
1000.0,366.0,june16,1107.463375030799,402.42412047941417,367.56178176498355,0.0007399506362693422,False,362.1292093498743,369.91216544086404,368.15736888768095,372.9450432620294,331.00179759827796,180.46204595437013,607.1204027078037,116.06062488513821,108.04461192782168
1000.0,366.0,june16,1251.4750196468315,407.0835704252551,369.2084431403948,0.0029166209158093415,False,357.9843038624579,374.1951771479556,370.46751452695486,380.3819083702458,336.3343308980651,179.11075585380294,631.5688949075882,122.83440618950448,108.04461192782168
1000.0,366.0,june16,1414.213562373095,411.29776108215265,370.66828714388646,0.005962852765999531,False,354.31636726906663,378.06890218614785,372.51182355935157,386.9629871797278,341.15974196173664,177.99130278126262,653.908183808469,126.02947577475835,108.04461192782168
1000.0,366.0,june16,1598.1142001255478,415.10045174507474,371.9978503959433,0.009100396405874431,False,351.0705130767373,381.56437242771165,374.32088674086276,392.7867580383339,345.54899722120155,177.12439514253361,674.1257147808035,126.01703293755573,108.04461192782168
1000.0,366.0,june16,1805.928796466411,418.5246816438975,373.12499462804436,0.012122364458985575,False,348.1981707748435,384.7119578540819,375.9217746412907,397.940367043089,349.455127842769,176.29578544296277,692.693169429823,124.26185748143276,108.04461192782168
1000.0,366.0,june16,2000.0,421.11692200492774,374.0169930804116,0.014881755457054719,False,346.05479133613056,387.0947704055501,377.1163781560594,401.7860575684404,352.46015538422176,175.79450504778615,706.6669182845101,120.82034942203232,108.04461192782168
1000.0,366.0,june16,2040.7670601077232,421.6023364370665,374.14371773146013,0.015304446819619412,False,345.65635903273085,387.5409680726153,377.33844272448914,402.5009320822587,352.98598871517135,175.62985336914457,709.4415091683791,120.59935836677215,108.04461192782168
1000.0,366.0,june16,2306.143078159937,424.3638321963006,375.1029550371577,0.01822662044742014,False,343.40704253306353,390.07936183225655,378.5920898145926,406.536696816701,356.2089677136482,175.1655893932517,724.3707460987832,114.86997803045594,108.04461192782168
1000.0,366.0,june16,2606.0279004426206,426.8378996328873,375.85794107689514,0.020941529365051167,False,341.41656281662705,392.35354868225016,379.7014753122713,410.10805186851564,359.00682526194174,174.59601232300435,738.1949843517511,109.08969520078372,108.04461192782168
1000.0,366.0,june16,2944.9089617215736,429.05145165782614,376.58040422241527,0.023533085916522003,False,339.65513462182605,394.3882672321364,380.683199907794,413.2684384979124,361.5622610865479,174.20154096957805,750.4369244635258,102.289108245087,108.04461192782168
1000.0,366.0,june16,3327.8572310584464,431.02951848646364,377.17529088288177,0.025765934469160545,False,338.09640018217317,396.20652549930077,381.55195399144753,416.0651482907949,363.80297642278987,173.78136252104235,761.6041428956751,95.31261267211532,108.04461192782168
1000.0,366.0,june16,3760.6030930863935,432.7952360763335,377.71599056142213,0.02788079579145157,False,336.717034812338,397.82959028092387,382.3207374784934,418.5400308234732,365.8169659259296,173.44148607157558,771.5688765721673,88.34989220047422,108.04461192782168
1000.0,366.0,june16,4000.0,433.61277154123457,377.9649159978623,0.02886701492022768,False,336.0821870041958,398.58107683144664,382.6745672340886,419.6790863526605,366.74952076314685,173.28717310134888,776.1983104273452,84.68913516145824,108.04461192782168
1000.0,366.0,june16,4249.622096688611,434.3698754831513,378.21104079199245,0.029851570432662903,False,335.49639788079986,399.2770141382975,383.0010543380904,420.73011989390324,367.6291174921635,173.17432800109344,780.4341993878771,81.27864414768042,108.04461192782168
