ref_m,ref_delta,halo,m,ceiling,delta_b,KL_min,at_ceiling,delta_Estar,delta_vminstar,delta_onset,delta_endpoint,E_star_b,E_minus_b,E_plus_b,R_unit_b,R_unit_ref
1000.0,366.0,annual,200.0,277.28340379843434,183.28818892465046,6.901462531722908,False,525.5616693109553,254.88160157422593,nan,79.71153945247987,113.7298214257848,30.029521610774026,430.7252193088633,774098.0103508359,44.18638595219007
1000.0,366.0,annual,226.00747760385804,289.94553322164,210.47829554188235,5.363113494876296,False,502.6100142095665,266.52075408936474,289.86098318393937,120.8918181144498,136.5651045148349,42.71029307046451,436.66354010679515,126573.48875645676,44.18638595219007
1000.0,366.0,annual,255.39689966429194,302.1556781550193,227.19884338824892,4.227206891619319,False,482.29948701398587,277.7444380655447,301.1809700870596,157.33333686291334,153.62180967613955,51.471178832111576,458.50242686590286,52688.17207024902,44.18638595219007
1000.0,366.0,annual,288.6080454048612,313.85164121154645,240.38542705141975,3.4751464336723217,False,464.3261638205112,288.49548105969257,311.1983261702613,189.58140151530299,168.82958016239374,58.73152242064908,485.3173553660305,31818.89074352805,44.18638595219007
1000.0,366.0,annual,300.0,317.4398309523162,244.66653459023533,3.2907759595316906,False,459.0776404313906,291.79377996742096,314.1235686050561,198.99839801394663,173.80088782828528,61.25555784108352,493.1266594333554,27367.50087540883,44.18638595219007
1000.0,366.0,annual,326.137881790662,324.9836602651075,254.2545806660377,2.953098480236576,False,448.42109432101614,298.7281412415078,320.0629497565303,218.11856762527876,184.90400260732412,67.26341015187292,508.2925486979242,19633.652873691903,44.18638595219007
1000.0,366.0,annual,368.5480000728636,335.51462554064284,296.58665696579345,2.4898617672316776,False,434.34627726795105,308.40830694483344,327.907489840117,243.37186137690873,222.67889928203283,109.52298970888715,452.7441436474418,1503.195116126877,44.18638595219007
1000.0,366.0,annual,400.0,342.22014241570446,320.710459760122,1.9211944980879507,False,425.8356259916082,314.5720832729007,332.65086553182175,258.64182729468,245.60357989649142,147.1404186512585,409.95614264861496,104.7779049734168,44.18638595219007
1000.0,366.0,annual,416.4730193620719,345.4197751465609,329.47303853958147,1.5930595392971474,False,421.89109905678123,317.51321679808945,334.8493310276343,265.71916954508674,254.67310246676735,164.58904031303865,394.0626240768628,29.18354549265596,44.18638595219007
1000.0,366.0,annual,470.63008298042297,354.68595579711103,342.58712161374865,0.758027422568767,False,410.8691821333057,326.0307801730874,340.9923500649822,285.4948941406669,271.91366039739415,187.13138460680588,395.107634489337,7.7232904955572845,44.18638595219007
1000.0,366.0,annual,531.829589694499,363.3105518754261,349.9686781669767,0.3244137777198808,False,401.115596065862,333.9585927693642,346.42847023452373,302.99495635563676,284.5268064985839,193.0143499374668,419.42738269206785,7.930186237711367,44.18638595219007
1000.0,366.0,annual,600.9873204097423,371.3001904098099,354.90836361091124,0.13389702933333533,False,392.4843895492885,341.3027462157898,351.2390368822964,318.4812246866732,294.88820810671956,192.48515953657022,451.77018056745646,11.769867994761272,44.18638595219007
