halo,m,delta,E_minus,E_star,E_plus,E_plus_minus_50,frac_gt400_obs,frac_gt500_obs,frac_gt400_true,frac_gt500_true,frac_last50_true,frac_first50_true,E99_true,E01_true,E_median_obs
june16,4000.0,400.0,219.0728538886568,388.13075525266066,687.6501606610095,637.6501606610095,0.2465299162101428,0.011167833191597977,0.23933971730225131,0.009702818575072969,0.0016744323505612053,0.015547229101291969,498.2877980680367,238.91597789086813,364.7767983357391
june16,10000.0,366.0,150.0394862597963,361.5771119106397,871.3573414351997,821.3573414351997,0.1473527659179439,0.01569558467777199,0.14334224222356443,0.014785487334944173,2.6027600321063066e-05,0.21532482083427318,604.9640395069395,160.55042230769786,316.3335290659192
june16,200.0,187.6,32.003243113302595,116.40528844031688,423.4005637772707,373.4005637772707,7.367948076560061e-06,3.1253896744724234e-15,3.0587118811701997e-06,0.0,4.108459682481238e-05,0.8072181353240527,201.82245214568243,36.074624760289446,59.36633438809131
june16,300.0,250.7,66.1146425224914,178.08680967147714,479.6957310655637,429.6957310655637,0.0011120448553192633,1.053529406261608e-07,0.0009310784974918229,0.0,0.00014340513090234646,0.0786489100938776,336.00636010856186,74.1336968120146,158.66313889737455
june16,400.0,319.5,144.42051111876825,244.676596565081,414.53001684392603,364.53001684392603,0.0015109023495696132,1.9929798371155162e-10,0.0008643311657897402,0.0,0.011662287055843048,0.5046690231466096,366.78789096483507,147.564719408374,193.96701291461213
june16,700.0,358.7,187.60687457814186,305.34262934959685,496.9653777761296,446.9653777761296,0.07277059386053611,8.398414235559234e-05,0.06541039937038547,1.1086476020434316e-05,0.005161544805737204,0.2306730091570775,436.2729845272953,184.8546260223329,325.2925946486445
june16,1000.0,366.0,181.7558042331501,326.1095826722611,585.1117677334666,535.1117677334666,0.12699383816186474,0.0012005723742620432,0.12021661089987186,0.0007111423707765449,0.0003384470440273771,0.18838914981861943,458.55259771983305,184.41211501583504,336.0367769267756
june16,2000.0,374.0,175.76263995898893,352.44414171673304,706.7308107082848,656.7308107082848,0.1710844630077805,0.00721680008156787,0.16518538855897674,0.006239190102842545,0.0005882520789482385,0.16418589989122712,481.8371601894716,182.23659235862678,343.19964014846005
june16,4000.0,378.0,173.34817366344515,366.7835637137643,776.0692239640139,726.0692239640139,0.18991211123540486,0.01372412320768075,0.18432052310047614,0.012564654023905093,0.0002658838295357085,0.1556252903188997,567.2906671580417,181.46248446519297,346.07539905599657
june16,10000.0,380.3,171.87251056501788,375.7043050809188,821.2699307894202,771.2699307894202,0.20025773764873134,0.01872664597079287,0.19497673066711915,0.0174767175872475,0.00013015083054883364,0.14911621526656044,614.1024183056791,180.8051020342474,347.6218354922121
