mu,FC,asym,cowan,flipflop_classical,baxter_FC_UL_below_3sigma,flipflop_FC_vs_1sidedUL
1.72,0.9128236751367358,0.8757726748815171,0.8757726748815171,0.9128236751367358,0.9128236751367358,0.9128236751367358
1.73,0.9131063919724725,0.8756074123644565,0.8756074123644565,0.9131063919724725,0.9131063919724725,0.9131063919724725
1.74,0.9133780952071413,0.8754287750551779,0.8754287750551779,0.9133780952071413,0.9133780952071413,0.9133780952071413
1.75,0.9136388262337214,0.8752368264075984,0.8752368264075984,0.9136388262337214,0.9136388262337214,0.9136388262337214
1.76,0.9138886260214756,0.8750316297290919,0.8750316297290919,0.9138886260214756,0.9138886260214756,0.9138886260214756
1.77,0.914127535125129,0.8748132481856669,0.8748132481856669,0.914127535125129,0.914127535125129,0.914127535125129
1.78,0.9143555936939383,0.8745817448070093,0.8745817448070093,0.9143555936939383,0.9143555936939383,0.9143555936939383
1.79,0.9145728414806648,0.874337182491407,0.874337182491407,0.9145728414806648,0.9145728414806648,0.9145728414806648
1.8,0.9147793178504371,0.8740796240105408,0.8740796240105408,0.9147793178504371,0.9147793178504371,0.9147793178504371
1.81,0.9149750617895162,0.8738091320141588,0.8738091320141588,0.9149750617895162,0.9149750617895162,0.9149750617895162
1.82,0.9151601119139525,0.9151601119139525,0.8735257690346219,0.9151601119139525,0.9151601119139525,0.9151601119139525
1.83,0.9153345064781497,0.9153345064781497,0.8732295974913369,0.9153345064781497,0.9153345064781497,0.9153345064781497
1.84,0.9154982833833152,0.9154982833833152,0.8729206796950603,0.9154982833833152,0.9154982833833152,0.9154982833833152
1.85,0.9156514801858208,0.9156514801858208,0.872599077852094,0.9156514801858208,0.9156514801858208,0.9156514801858208
1.86,0.915794134105455,0.915794134105455,0.8722648540683589,0.915794134105455,0.915794134105455,0.915794134105455
1.87,0.9159262820335794,0.9159262820335794,0.8719180703533556,0.9159262820335794,0.9159262820335794,0.9159262820335794
1.8800000000000001,0.9160479605411802,0.9160479605411802,0.87155878862401,0.9160479605411802,0.9160479605411802,0.9160479605411802
1.8900000000000001,0.9161592058868275,0.9161592058868275,0.8711870707084121,0.9161592058868275,0.9161592058868275,0.9161592058868275
1.9000000000000001,0.9162600540245297,0.9162600540245297,0.9162600540245297,0.9162600540245297,0.9162600540245297,0.9162600540245297
1.9100000000000001,0.9163505406114909,0.9163505406114909,0.9163505406114909,0.9163505406114909,0.9163505406114909,0.9163505406114909
1.92,0.9164307010157715,0.9164307010157715,0.9164307010157715,0.9164307010157715,0.9164307010157715,0.9164307010157715
