mu,FC,asym,cowan,flipflop_classical,baxter_FC_UL_below_3sigma,flipflop_FC_vs_1sidedUL
0.0,0.9160820579686967,0.9664914646911589,0.9160820579686967,0.9988975118698846,0.9988975118698846,0.9988975118698846
0.01,0.9150705110927957,0.965984847364758,0.9150705110927957,0.9495785566664617,0.9988702354269238,0.9495785566664617
0.02,0.9140522544254811,0.9654731724583303,0.9140522544254811,0.9500411923776682,0.9988424107396812,0.9500411923776682
0.03,0.9130272998376687,0.9649564235908852,0.9130272998376687,0.9504983914726758,0.9988140295987434,0.9504983914726758
0.04,0.9119956596430422,0.9644345846647545,0.9119956596430422,0.9509501942286901,0.9987850837228884,0.9509501942286901
0.05,0.9109573465953336,0.9639076398671624,0.9109573465953336,0.951396640368057,0.998755564759198,0.951396640368057
0.06,0.9099123738855657,0.9633755736717542,0.9099123738855657,0.9518377690631935,0.998725464283182,0.9518377690631935
0.07,0.9088607551392611,0.9628383708400883,0.9088607551392611,0.952273618941488,0.9986947737989192,0.952273618941488
0.08,0.9078025044136038,0.9622960164230757,0.9078025044136038,0.9527042280901555,0.9986634847391996,0.9527042280901555
0.09,0.9067376361945715,0.9617484957623852,0.9067376361945715,0.9531296340610613,0.9986315884656829,0.9531296340610613
0.1,0.9056661653940267,0.9611957944917997,0.9056661653940267,0.9535498738755059,0.9985990762690637,0.9535498738755059
0.11,0.9045881073467761,0.9606378985385355,0.9045881073467761,0.9539649840289774,0.9985659393692519,0.9539649840289774
0.12,0.9035034778075912,0.9600747941245142,0.9035034778075912,0.9543750004958643,0.9985321689155572,0.9543750004958643
0.13,0.9024122929481972,0.9595064677675931,0.9024122929481972,0.9547799587341361,0.9984977559868871,0.9547799587341361
0.14,0.9013145693542305,0.9589329062827576,0.9013145693542305,0.9551798936899917,0.9984626915919576,0.9551798936899917
0.15,0.9002103240221604,0.9583540967832658,0.9002103240221604,0.9555748398024693,0.9984269666695095,0.9555748398024693
0.16,0.9577700266817512,0.9577700266817512,0.8990995743561802,0.955964831008024,0.9983905720885354,0.955964831008024
0.17,0.9571806836912891,0.9571806836912891,0.8979823381650708,0.9563499007450776,0.9983534986485232,0.9563499007450776
0.18,0.9565860558264145,0.9565860558264145,0.8968586336590304,0.9567300819585278,0.9983157370797009,0.9567300819585278
0.19,0.9559861314041012,0.9559861314041012,0.8957284794464769,0.9571054071042302,0.998277278043298,0.9571054071042302
0.2,0.9553808990446987,0.9553808990446987,0.8945918945308223,0.9574759081534489,0.998238112131815,0.9574759081534489
0.21,0.9547703476728292,0.9547703476728292,0.8934488983072203,0.957841616597273,0.9981982298693041,0.957841616597273
0.22,0.9541544665182391,0.9541544665182391,0.8922995105592839,0.9582025634510029,0.9981576217116567,0.9582025634510029
0.23,0.9535332451166132,0.9535332451166132,0.8911437514557811,0.9585587792585072,0.9981162780469058,0.9585587792585072
0.24,0.9529066733103471,0.9529066733103471,0.8899816415473039,0.9589102940965505,0.9980741891955375,0.9589102940965505
0.25,0.9522747412492749,0.9522747412492749,0.8888132017629108,0.9592571375790848,0.9980313454108068,0.9592571375790848
0.26,0.9516374393913628,0.9516374393913628,0.8876384534067497,0.9595993388615215,0.9979877368790736,0.9595993388615215
0.27,0.9509947585033569,0.9509947585033569,0.8864574181546561,0.9599369266449673,0.9979433537201416,0.9599369266449673
0.28,0.9503466896613895,0.9503466896613895,0.8852701180507251,0.9602699291804297,0.9978981859876059,0.9602699291804297
0.29,0.9496932242515542,0.9496932242515542,0.8840765755038728,0.960598374273005,0.9978522236692208,0.960598374273005
0.3,0.9490343539704267,0.9490343539704267,0.8828768132843622,0.9609222892860224,0.9978054566872624,0.9609222892860224
0.31,0.9483700708255585,0.9483700708255585,0.8816708545203225,0.9612417011451745,0.9977578748989148,0.9612417011451745
0.32,0.9477003671359261,0.9477003671359261,0.8804587226942433,0.9615566363426137,0.9977094680966602,0.9615566363426137
0.33,0.9470252355323389,0.9470252355323389,0.8792404416394491,0.9618671209410233,0.9976602260086787,0.9618671209410233
0.34,0.9463446689578081,0.9463446689578081,0.8780160355365575,0.9621731805776571,0.9976101382992556,0.9621731805776571
0.35000000000000003,0.9456586606678827,0.9456586606678827,0.8767855289099236,0.962474840468363,0.9975591945692079,0.962474840468363
0.36,0.9449672042309387,0.9449672042309387,0.8755489466240626,0.962772125411571,0.9975073843563095,0.962772125411571
0.37,0.9442702935284345,0.9442702935284345,0.8743063138800607,0.9630650597922599,0.9974546971357325,0.9630650597922599
0.38,0.9435679227551252,0.9435679227551252,0.8730576562119684,0.9633536675858961,0.9974011223204956,0.9633536675858961
0.39,0.9428600864192431,0.9428600864192431,0.9428600864192431,0.9636379723623529,0.9973466492619252,0.9636379723623529
0.4,0.9421467793426337,0.9421467793426337,0.9421467793426337,0.9639179972897938,0.99729126725012,0.9639179972897938
0.41000000000000003,0.9414279966608615,0.9414279966608615,0.9414279966608615,0.964193765138547,0.997234965514434,0.964193765138547
0.42,0.9407037338232739,0.9407037338232739,0.9407037338232739,0.9644652982849412,0.997177733223961,0.9644652982849412
0.43,0.9399739865930254,0.9399739865930254,0.9399739865930254,0.9647326187151218,0.997119559488029,0.9647326187151218
0.44,0.939238751047075,0.939238751047075,0.939238751047075,0.9649957480288526,0.9970604333567133,0.9649957480288526
0.45,0.9384980235761347,0.9384980235761347,0.9384980235761347,0.9652547074432777,0.9970003438213456,0.9652547074432777
0.46,0.9377518008845908,0.9377518008845908,0.9377518008845908,0.9655095177966746,0.9969392798150423,0.9655095177966746
0.47000000000000003,0.9370000799903841,0.9370000799903841,0.9370000799903841,0.9657601995521756,0.9968772302132365,0.9657601995521756
0.48,0.9362428582248566,0.9362428582248566,0.9362428582248566,0.9660067728014705,0.9968141838342217,0.9660067728014705
0.49,0.9354801332325636,0.9354801332325636,0.9354801332325636,0.966249257268488,0.9967501294397055,0.966249257268488
0.5,0.9347119029710466,0.9732610779086805,0.9347119029710466,0.9664876723130492,0.9966850557353678,0.9664876723130492
0.51,0.9339381657105742,0.972873655953286,0.9339381657105742,0.9667220369345054,0.9966189513714317,0.9667220369345054
0.52,0.9331589200338508,0.9724823626469233,0.9331589200338508,0.9669523697753529,0.9965518049432449,0.9669523697753529
0.53,0.9323741648356848,0.9720871816947547,0.9323741648356848,0.9671786891248227,0.9964836049918635,0.9671786891248227
0.54,0.9315838993226266,0.9716880969546351,0.9315838993226266,0.9674010129224528,0.9964143400046499,0.9674010129224528
0.55,0.930788123012573,0.9712850924386938,0.930788123012573,0.9676193587616384,0.9963439984158777,0.9676193587616384
0.56,0.9299868357343363,0.9708781523148944,0.9299868357343363,0.9678337438931606,0.996272568607345,0.9678337438931606
0.5700000000000001,0.9291800376271836,0.9704672609085779,0.9291800376271836,0.9680441852286978,0.996200038908998,0.9680441852286978
0.58,0.9283677291403364,0.9700524027039789,0.9283677291403364,0.96825069934431,0.996126397599557,0.96825069934431
0.59,0.9275499110324466,0.9696335623457304,0.9275499110324466,0.9684533024839108,0.99605163290716,0.9684533024839108
0.6,0.9267265843710328,0.9692107246403422,0.9267265843710328,0.9686520105627147,0.9959757330100071,0.9686520105627147
0.61,0.9258977505318895,0.9687838745576608,0.9258977505318895,0.9688468391706654,0.9958986860370158,0.9688468391706654
0.62,0.9250634111984584,0.9683529972323057,0.9250634111984584,0.9690378035758439,0.9958204800684821,0.9690378035758439
0.63,0.9242235683611796,0.9679180779650947,0.9242235683611796,0.9692249187278633,0.9957411031367576,0.9692249187278633
0.64,0.9233782243167986,0.9674791022244339,0.9233782243167986,0.969408199261234,0.9956605432269219,0.969408199261234
0.65,0.922527381667651,0.9670360556476982,0.922527381667651,0.969587659498717,0.9955787882774723,0.969587659498717
0.66,0.9216710433209151,0.9665889240425873,0.9216710433209151,0.9697633134546596,0.9954958261810195,0.9697633134546596
0.67,0.9208092124878335,0.9661376933884591,0.9208092124878335,0.9699351748383072,0.9954116447849882,0.9699351748383072
0.68,0.9199418926829057,0.9656823498376438,0.9199418926829057,0.9701032570571007,0.9953262318923278,0.9701032570571007
0.6900000000000001,0.9190690877230485,0.9652228797167339,0.9190690877230485,0.970267573219951,0.9952395752622272,0.970267573219951
0.7000000000000001,0.9181908017267355,0.9647592695278612,0.9181908017267355,0.9704281361405065,0.9951516626108459,0.9704281361405065
0.71,0.917307039113095,0.9642915059499375,0.917307039113095,0.9705849583403843,0.9950624816120369,0.9705849583403843
0.72,0.9164178046009914,0.9638195758398894,0.9164178046009914,0.970738052052402,0.9949720198980931,0.970738052052402
0.73,0.9155231032080738,0.9633434662338634,0.9155231032080738,0.9708874292237828,0.994880265060492,0.9708874292237828
0.74,0.9146229402497936,0.9628631643484081,0.9146229402497936,0.9710331015193412,0.9947872046506463,0.9710331015193412
0.75,0.9137173213383999,0.9623786575816394,0.9137173213383999,0.9711750803246565,0.9946928261806657,0.9711750803246565
0.76,0.9128062523819055,0.9618899335143819,0.9128062523819055,0.971313376749228,0.994597117124125,0.971313376749228
0.77,0.911889739583027,0.961396979911289,0.911889739583027,0.9714480016296116,0.9945000649168374,0.9714480016296116
0.78,0.9109677894380965,0.960899784721939,0.9109677894380965,0.9715789655325402,0.9944016569576333,0.9715789655325402
0.79,0.9100404087359488,0.9603983360819122,0.9100404087359488,0.9717062787580261,0.9943018806091478,0.9717062787580261
0.8,0.9091076045567835,0.959892622313845,0.9091076045567835,0.9718299513424498,0.9942007231986154,0.9718299513424498
0.81,0.9081693842710004,0.9593826319284623,0.9081693842710004,0.9719499930616312,0.9940981720186686,0.9719499930616312
0.8200000000000001,0.9072257555380093,0.9588683536255864,0.9072257555380093,0.9720664134338812,0.9939942143281428,0.9720664134338812
0.8300000000000001,0.9062767263050173,0.9583497762951259,0.9062767263050173,0.9721792217230403,0.9938888373528889,0.9721792217230403
0.84,0.9053223048057896,0.9578268890180419,0.9053223048057896,0.9722884269415024,0.9937820282865923,0.9722884269415024
0.85,0.904362499559387,0.9572996810672917,0.904362499559387,0.9723940378532175,0.9936737742915948,0.9723940378532175
0.86,0.9033973193688817,0.9567681419087525,0.9033973193688817,0.9724960629766857,0.9935640624997271,0.9724960629766857
0.87,0.9024267733200438,0.9562322612021171,0.9024267733200438,0.9725945105879251,0.9934528800131398,0.9725945105879251
0.88,0.9014508707800134,0.9556920288017767,0.9014508707800134,0.9726893887234366,0.9933402139051491,0.9726893887234366
0.89,0.9004696213959408,0.9551474347576722,0.9004696213959408,0.8932483090955635,0.9932260512210788,0.8932483090955635
0.9,0.9545984693161302,0.9545984693161302,0.8994830350936123,0.8939250128946731,0.9931103789791147,0.8939250128946731
0.91,0.9540451229206752,0.9540451229206752,0.8984911220760501,0.8945943239582939,0.9929931841711623,0.8945943239582939
0.92,0.9534873862128157,0.9534873862128157,0.8974938928220892,0.8952562676214041,0.9928744537637059,0.8952562676214041
0.93,0.9529252500328154,0.9529252500328154,0.8768476855318725,0.8959108690120676,0.9927541746986794,0.8959108690120676
0.9400000000000001,0.9523587054204354,0.9523587054204354,0.8760353141453261,0.8965581530521322,0.992632333894336,0.8965581530521322
0.9500000000000001,0.951787743615657,0.951787743615657,0.8752157147615616,0.8971981444579591,0.9925089182461242,0.8971981444579591
0.96,0.9321492417677734,0.951212356059385,0.874388918299496,0.8978308677411794,0.9733208003359615,0.8978308677411794
0.97,0.9317591012589748,0.9506325343941262,0.9317591012589748,0.8984563472094739,0.9733838767560253,0.8984563472094739
0.98,0.9313626311269125,0.9500482704646454,0.9313626311269125,0.8990746069673758,0.9734434515315522,0.8990746069673758
