m_GeV,delta_keV,halo,eff_sigma_keV,N_events,N_noeff_all_E
2000.0,392.5,annual_vesc528,15.0,0.012562265822415057,0.20241156208112163
2000.0,392.5,annual_vesc560,8.0,0.2758704950013835,3.4614771152285444
2000.0,392.5,annual_vesc560,11.5,0.3104233757964811,3.4614771152285444
2000.0,392.5,annual_vesc560,15.0,0.35520286152379155,3.4614771152285444
2000.0,395.0,sun,8.0,0.015950537362357912,0.4035239603171532
2000.0,395.0,sun,11.5,0.019637626559498102,0.4035239603171532
2000.0,395.0,sun,15.0,0.024603135103666955,0.4035239603171532
2000.0,395.0,annual,8.0,0.05285029445228462,0.9309258096639826
2000.0,395.0,annual,11.5,0.06191430106438887,0.9309258096639826
2000.0,395.0,annual,15.0,0.07384616270585645,0.9309258096639826
2000.0,395.0,june16,8.0,0.1562124526133941,2.5080286000068073
2000.0,395.0,june16,11.5,0.1811059009744419,2.5080286000068073
2000.0,395.0,june16,15.0,0.2136609383216988,2.5080286000068073
2000.0,395.0,dec16,8.0,4.484496381346442e-05,0.020948789909815097
2000.0,395.0,dec16,11.5,0.00013816733989104534,0.020948789909815097
2000.0,395.0,dec16,15.0,0.00030481362287539365,0.020948789909815097
2000.0,395.0,annual_vesc528,8.0,0.004070114214469024,0.12298264814952863
2000.0,395.0,annual_vesc528,11.5,0.005162552790380113,0.12298264814952863
2000.0,395.0,annual_vesc528,15.0,0.006644819498428408,0.12298264814952863
2000.0,395.0,annual_vesc560,8.0,0.20094089880727387,2.8419320749135255
2000.0,395.0,annual_vesc560,11.5,0.2294436596721877,2.8419320749135255
2000.0,395.0,annual_vesc560,15.0,0.2664532902222899,2.8419320749135255
2000.0,397.5,sun,8.0,0.008149298700090781,0.247306319896689
2000.0,397.5,sun,11.5,0.010306241174682141,0.247306319896689
2000.0,397.5,sun,15.0,0.013254722482844965,0.247306319896689
2000.0,397.5,annual,8.0,0.036537309406344844,0.6855930288142124
2000.0,397.5,annual,11.5,0.04304303681597975,0.6855930288142124
2000.0,397.5,annual,15.0,0.05169101141275209,0.6855930288142124
2000.0,397.5,june16,8.0,0.11401083764029547,1.9456772674678096
2000.0,397.5,june16,11.5,0.13291456139646218,1.9456772674678096
2000.0,397.5,june16,15.0,0.15784804968070457,1.9456772674678096
2000.0,397.5,dec16,8.0,5.695178478897717e-07,0.006797379157337438
2000.0,397.5,dec16,11.5,7.304877963000608e-06,0.006797379157337438
2000.0,397.5,dec16,15.0,3.1527172487511516e-05,0.006797379157337438
2000.0,397.5,annual_vesc528,8.0,0.0018628401032156807,0.07055973452535955
2000.0,397.5,annual_vesc528,11.5,0.0024512630958987806,0.07055973452535955
2000.0,397.5,annual_vesc528,15.0,0.003268256098065119,0.07055973452535955
2000.0,397.5,annual_vesc560,8.0,0.15277838544103997,2.315510697429315
2000.0,397.5,annual_vesc560,11.5,0.17575262751616752,2.315510697429315
2000.0,397.5,annual_vesc560,15.0,0.20577798078171558,2.315510697429315
2000.0,400.0,sun,8.0,0.0033135150716778004,0.1423598958372558
2000.0,400.0,sun,11.5,0.004509050856292677,0.1423598958372558
2000.0,400.0,sun,15.0,0.006157661787750698,0.1423598958372558
2000.0,400.0,annual,8.0,0.023792924033832433,0.49108340683406015
2000.0,400.0,annual,11.5,0.028350260409501893,0.49108340683406015
2000.0,400.0,annual,15.0,0.034445631655227196,0.49108340683406015
2000.0,400.0,june16,8.0,0.07878314729019703,1.4684104304674286
2000.0,400.0,june16,11.5,0.09279282238123361,1.4684104304674286
2000.0,400.0,june16,15.0,0.11137468427375462,1.4684104304674286
2000.0,400.0,dec16,8.0,1.115614630839043e-10,0.0012243749081865605
2000.0,400.0,dec16,11.5,4.873397480222917e-08,0.0012243749081865605
2000.0,400.0,dec16,15.0,8.800429177023833e-07,0.0012243749081865605
2000.0,400.0,annual_vesc528,8.0,0.000649440017180467,0.0379791598133373
2000.0,400.0,annual_vesc528,11.5,0.000939809294551818,0.0379791598133373
2000.0,400.0,annual_vesc528,15.0,0.001351492306944505,0.0379791598133373
2000.0,400.0,annual_vesc560,8.0,0.11569232455224776,1.8647839475476546
2000.0,400.0,annual_vesc560,11.5,0.13405370181973464,1.8647839475476546
2000.0,400.0,annual_vesc560,15.0,0.1581393388547766,1.8647839475476546
4000.0,0.0,sun,8.0,30281602.183768243,41193106.798730545
4000.0,0.0,sun,11.5,30281656.742020752,41193106.798730545
4000.0,0.0,sun,15.0,30281723.120788302,41193106.798730545
4000.0,0.0,annual,8.0,30196454.91808241,41073291.048720606
4000.0,0.0,annual,11.5,30196509.719864126,41073291.048720606
4000.0,0.0,annual,15.0,30196576.403155148,41073291.048720606
4000.0,0.0,june16,8.0,29443463.85775036,40005854.43872261
4000.0,0.0,june16,11.5,29443520.898026288,40005854.43872261
4000.0,0.0,june16,15.0,29443590.370441735,40005854.43872261
4000.0,0.0,dec16,8.0,30964074.41805556,42163216.094275504
4000.0,0.0,dec16,11.5,30964126.918547377,42163216.094275504
4000.0,0.0,dec16,15.0,30964190.7366332,42163216.094275504
4000.0,0.0,annual_vesc528,8.0,30259712.114215028,41160744.16088816
4000.0,0.0,annual_vesc528,11.5,30259766.812729094,41160744.16088816
4000.0,0.0,annual_vesc528,15.0,30259833.364878625,41160744.16088816
4000.0,0.0,annual_vesc560,8.0,30145613.97500821,41003078.5565474
4000.0,0.0,annual_vesc560,11.5,30145668.858334273,41003078.5565474
4000.0,0.0,annual_vesc560,15.0,30145735.645253684,41003078.5565474
4000.0,50.0,sun,8.0,11773883.700657558,12846948.090331104
4000.0,50.0,sun,11.5,11773919.126009293,12846948.090331104
4000.0,50.0,sun,15.0,11773962.2250791,12846948.090331104
4000.0,50.0,annual,8.0,11815489.613194454,12897377.146011345
4000.0,50.0,annual,11.5,11815525.300578937,12897377.146011345
4000.0,50.0,annual,15.0,11815568.723645337,12897377.146011345
4000.0,50.0,june16,8.0,12204764.608427173,13358679.517985493
4000.0,50.0,june16,11.5,12204802.543250993,13358679.517985493
4000.0,50.0,june16,15.0,12204848.738963336,13358679.517985493
4000.0,50.0,dec16,8.0,11413840.35665369,12423643.84229254
4000.0,50.0,dec16,11.5,11413873.768303832,12423643.84229254
4000.0,50.0,dec16,15.0,11413914.385263858,12423643.84229254
4000.0,50.0,annual_vesc528,8.0,11797605.327632356,12871319.515219811
4000.0,50.0,annual_vesc528,11.5,11797640.863815837,12871319.515219811
4000.0,50.0,annual_vesc528,15.0,11797684.097947905,12871319.515219811
4000.0,50.0,annual_vesc560,8.0,11829084.591311883,12917515.591137728
4000.0,50.0,annual_vesc560,11.5,11829120.398256227,12917515.591137728
4000.0,50.0,annual_vesc560,15.0,11829163.970737858,12917515.591137728
4000.0,100.0,sun,8.0,1981685.6619576034,2067068.6167538445
4000.0,100.0,sun,11.5,1981706.6566340374,2067068.6167538445
4000.0,100.0,sun,15.0,1981732.2290398034,2067068.6167538445
4000.0,100.0,annual,8.0,2006562.5681843194,2093064.6309928738
4000.0,100.0,annual,11.5,2006583.7917432936,2093064.6309928738
4000.0,100.0,annual,15.0,2006609.6457905883,2093064.6309928738
4000.0,100.0,june16,8.0,2201783.8490541033,2296964.028793057
4000.0,100.0,june16,11.5,2201806.927439776,2296964.028793057
4000.0,100.0,june16,15.0,2201835.060366116,2296964.028793057
4000.0,100.0,dec16,8.0,1813098.687157913,1891027.2828279994
4000.0,100.0,dec16,11.5,1813118.0576279403,1891027.2828279994
4000.0,100.0,dec16,15.0,1813141.6357904915,1891027.2828279994
4000.0,100.0,annual_vesc528,8.0,1980218.666751771,2065391.0724188776
4000.0,100.0,annual_vesc528,11.5,1980239.7141002289,2065391.0724188776
4000.0,100.0,annual_vesc528,15.0,1980265.3494593797,2065391.0724188776
4000.0,100.0,annual_vesc560,8.0,2027930.1220624421,2115537.604992935
4000.0,100.0,annual_vesc560,11.5,2027951.4855612305,2115537.604992935
4000.0,100.0,annual_vesc560,15.0,2027977.5133103668,2115537.604992935
4000.0,150.0,sun,8.0,230195.9911579194,240693.70476248584
4000.0,150.0,sun,11.5,230207.23395052648,240693.70476248584
4000.0,150.0,sun,15.0,230220.96648459762,240693.70476248584
4000.0,150.0,annual,8.0,235575.30406075346,246311.08541613235
4000.0,150.0,annual,11.5,235586.71712377618,246311.08541613235
4000.0,150.0,annual,15.0,235600.65892584607,246311.08541613235
4000.0,150.0,june16,8.0,273792.07644722424,286227.2630144379
4000.0,150.0,june16,11.5,273804.8011403232,286227.2630144379
4000.0,150.0,june16,15.0,273820.35340768576,286227.2630144379
4000.0,150.0,dec16,8.0,198721.03814565335,207815.7242058576
4000.0,150.0,dec16,11.5,198731.15759482156,207815.7242058576
4000.0,150.0,dec16,15.0,198743.51146029503,207815.7242058576
4000.0,150.0,annual_vesc528,8.0,225402.38762079325,235699.45127684897
4000.0,150.0,annual_vesc528,11.5,225413.62243698532,235699.45127684897
4000.0,150.0,annual_vesc528,15.0,225427.34372896727,235699.45127684897
4000.0,150.0,annual_vesc560,8.0,244235.88204595045,255344.40136928993
4000.0,150.0,annual_vesc560,11.5,244247.43766261212,255344.40136928993
4000.0,150.0,annual_vesc560,15.0,244261.55585111273,255344.40136928993
4000.0,200.0,sun,8.0,21213.062026713607,22539.709141745323
4000.0,200.0,sun,11.5,21218.42286344363,22539.709141745323
4000.0,200.0,sun,15.0,21224.996031445542,22539.709141745323
4000.0,200.0,annual,8.0,22001.354204386058,23370.04198369898
4000.0,200.0,annual,11.5,22006.82507938986,23370.04198369898
4000.0,200.0,annual,15.0,22013.533661556226,23370.04198369898
4000.0,200.0,june16,8.0,27109.884770575485,28758.847460181445
4000.0,200.0,june16,11.5,27116.163955460877,28758.847460181445
4000.0,200.0,june16,15.0,27123.866685794208,28758.847460181445
4000.0,200.0,dec16,8.0,17214.445926147244,18318.072814559197
4000.0,200.0,dec16,11.5,17219.129817786386,18318.072814559197
4000.0,200.0,dec16,15.0,17224.870635973304,18318.072814559197
4000.0,200.0,annual_vesc528,8.0,19887.139335243155,21154.062847144516
4000.0,200.0,annual_vesc528,11.5,19892.44899100152,21154.062847144516
4000.0,200.0,annual_vesc528,15.0,19898.958310112626,21154.062847144516
4000.0,200.0,annual_vesc560,8.0,23963.03899172413,25424.5316366151
4000.0,200.0,annual_vesc560,11.5,23968.64029054174,25424.5316366151
4000.0,200.0,annual_vesc560,15.0,23975.510104101595,25424.5316366151
4000.0,250.0,sun,8.0,2481.5765472753033,2768.6863662358696
4000.0,250.0,sun,11.5,2483.783576354352,2768.6863662358696
4000.0,250.0,sun,15.0,2486.5049378621125,2768.6863662358696
4000.0,250.0,annual,8.0,2586.0390256264172,2882.724479644013
4000.0,250.0,annual,11.5,2588.308259119827,2882.724479644013
4000.0,250.0,annual,15.0,2591.106434306524,2882.724479644013
4000.0,250.0,june16,8.0,3237.4219347375915,3597.7670802452762
4000.0,250.0,june16,11.5,3240.126664190336,3597.7670802452762
4000.0,250.0,june16,15.0,3243.4624961165437,3597.7670802452762
4000.0,250.0,dec16,8.0,1983.9071199819268,2220.453692313945
4000.0,250.0,dec16,11.5,1985.7582079066517,2220.453692313945
4000.0,250.0,dec16,15.0,1988.0401811323488,2220.453692313945
4000.0,250.0,annual_vesc528,8.0,2312.4416025436763,2586.6497683925077
4000.0,250.0,annual_vesc528,11.5,2314.580169265035,2586.6497683925077
4000.0,250.0,annual_vesc528,15.0,2317.216726763765,2586.6497683925077
4000.0,250.0,annual_vesc560,8.0,2857.1860064199345,3174.3179369076124
4000.0,250.0,annual_vesc560,11.5,2859.563074433636,3174.3179369076124
4000.0,250.0,annual_vesc560,15.0,2862.4946436988735,3174.3179369076124
4000.0,260.0,sun,8.0,1731.2211472895206,1951.0552812356511
4000.0,260.0,sun,11.5,1733.028155971681,1951.0552812356511
4000.0,260.0,sun,15.0,1735.259550530229,1951.0552812356511
4000.0,260.0,annual,8.0,1804.4412294169178,2031.824622752482
4000.0,260.0,annual,11.5,1806.3028519186673,2031.824622752482
4000.0,260.0,annual,15.0,1808.6017522461568,2031.824622752482
4000.0,260.0,june16,8.0,2265.515051879854,2543.243953289362
4000.0,260.0,june16,11.5,2267.755098678531,2543.243953289362
4000.0,260.0,june16,15.0,2270.52168470653,2543.243953289362
4000.0,260.0,dec16,8.0,1376.8010440172106,1556.5755679321767
4000.0,260.0,dec16,11.5,1378.3004463926525,1556.5755679321767
4000.0,260.0,dec16,15.0,1380.151707121647,1556.5755679321767
4000.0,260.0,annual_vesc528,8.0,1609.154837512017,1818.1539278422363
4000.0,260.0,annual_vesc528,11.5,1610.8930413431272,1818.1539278422363
4000.0,260.0,annual_vesc528,15.0,1613.0392345781759,1818.1539278422363
4000.0,260.0,annual_vesc560,8.0,1993.322726484622,2237.0875370111357
4000.0,260.0,annual_vesc560,11.5,1995.2867856345395,2237.0875370111357
4000.0,260.0,annual_vesc560,15.0,1997.712443230332,2237.0875370111357
4000.0,270.0,sun,8.0,1215.3294307188216,1385.9982759308537
4000.0,270.0,sun,11.5,1216.792665243644,1385.9982759308537
4000.0,270.0,sun,15.0,1218.6030102091295,1385.9982759308537
4000.0,270.0,annual,8.0,1268.3498239331568,1445.1608254449757
4000.0,270.0,annual,11.5,1269.8606903833997,1445.1608254449757
4000.0,270.0,annual,15.0,1271.7299856927084,1445.1608254449757
4000.0,270.0,june16,8.0,1605.4686507722097,1823.255287894502
4000.0,270.0,june16,11.5,1607.305973036609,1823.255287894502
4000.0,270.0,june16,15.0,1609.5792776658284,1823.255287894502
4000.0,270.0,dec16,8.0,954.6238838190463,1092.6806523457085
4000.0,270.0,dec16,11.5,955.8233139576172,1092.6806523457085
4000.0,270.0,dec16,15.0,957.3071932979159,1092.6806523457085
4000.0,270.0,annual_vesc528,8.0,1118.7836279883666,1279.7383437318606
4000.0,270.0,annual_vesc528,11.5,1120.1786724570302,1279.7383437318606
4000.0,270.0,annual_vesc528,15.0,1121.9045784773182,1279.7383437318606
4000.0,270.0,annual_vesc560,8.0,1408.1182548616193,1598.799571077258
4000.0,270.0,annual_vesc560,11.5,1409.7258920333231,1598.799571077258
4000.0,270.0,annual_vesc560,15.0,1411.7149949371355,1598.799571077258
4000.0,280.0,sun,8.0,845.7632578667886,977.5123033831564
4000.0,280.0,sun,11.5,846.937803068557,977.5123033831564
4000.0,280.0,sun,15.0,848.392863590853,977.5123033831564
4000.0,280.0,annual,8.0,885.3453001237092,1022.162328797416
4000.0,280.0,annual,11.5,886.5611967043957,1022.162328797416
4000.0,280.0,annual,15.0,888.0674795007482,1022.162328797416
4000.0,280.0,june16,8.0,1137.7993648571944,1308.2757075575203
4000.0,280.0,june16,11.5,1139.2954154925976,1308.2757075575203
4000.0,280.0,june16,15.0,1141.1487330872953,1308.2757075575203
4000.0,280.0,dec16,8.0,650.1360176230431,755.1620224026364
4000.0,280.0,dec16,11.5,651.0856032600943,755.1620224026364
4000.0,280.0,dec16,15.0,652.2619973989633,755.1620224026364
4000.0,280.0,annual_vesc528,8.0,763.9859293493778,886.7666062635652
4000.0,280.0,annual_vesc528,11.5,765.0937998220702,886.7666062635652
4000.0,280.0,annual_vesc528,15.0,766.466282675022,886.7666062635652
4000.0,280.0,annual_vesc560,8.0,995.7000092747146,1144.6803409454392
4000.0,280.0,annual_vesc560,11.5,997.0068549054188,1144.6803409454392
4000.0,280.0,annual_vesc560,15.0,998.6257843462361,1144.6803409454392
4000.0,290.0,sun,8.0,575.3837831596743,677.6516102141861
4000.0,290.0,sun,11.5,576.3143226746424,677.6516102141861
4000.0,290.0,sun,15.0,577.4695418302716,677.6516102141861
4000.0,290.0,annual,8.0,605.6343649363027,712.1798748852275
4000.0,290.0,annual,11.5,606.6005656828903,712.1798748852275
4000.0,290.0,annual,15.0,607.8000202632693,712.1798748852275
4000.0,290.0,june16,8.0,796.6578451189248,931.331548473437
4000.0,290.0,june16,11.5,797.8626252192976,931.331548473437
4000.0,290.0,june16,15.0,799.358060278842,931.331548473437
4000.0,290.0,dec16,8.0,428.21987151932916,508.28159929085115
4000.0,290.0,dec16,11.5,428.96017712295014,508.28159929085115
4000.0,290.0,dec16,15.0,429.8793756975486,508.28159929085115
4000.0,290.0,annual_vesc528,8.0,504.6459241645596,598.4883720075352
4000.0,290.0,annual_vesc528,11.5,505.51215773555776,598.4883720075352
4000.0,290.0,annual_vesc528,15.0,506.58769130313846,598.4883720075352
4000.0,290.0,annual_vesc560,8.0,696.899388125792,814.4691091377866
4000.0,290.0,annual_vesc560,11.5,697.950513704347,814.4691091377866
4000.0,290.0,annual_vesc560,15.0,699.2552309350876,814.4691091377866
4000.0,300.0,sun,8.0,377.00958634484095,454.0902043436692
4000.0,300.0,sun,11.5,377.7370400249909,454.0902043436692
4000.0,300.0,sun,15.0,378.641679331892,454.0902043436692
4000.0,300.0,annual,8.0,400.3370658548647,480.981386264048
4000.0,300.0,annual,11.5,401.0950927955299,480.981386264048
4000.0,300.0,annual,15.0,402.03769705997934,480.981386264048
4000.0,300.0,june16,8.0,543.8348375915837,647.545390300409
4000.0,300.0,june16,11.5,544.7945802614996,647.545390300409
4000.0,300.0,june16,15.0,545.987728158168,647.545390300409
4000.0,300.0,dec16,8.0,268.2371943566778,327.27409779184865
4000.0,300.0,dec16,11.5,268.80507594055877,327.27409779184865
4000.0,300.0,dec16,15.0,269.51148977596245,327.27409779184865
4000.0,300.0,annual_vesc528,8.0,317.2670621388376,386.64852282379263
4000.0,300.0,annual_vesc528,11.5,317.9333585330269,386.64852282379263
4000.0,300.0,annual_vesc528,15.0,318.76216847698464,386.64852282379263
4000.0,300.0,annual_vesc560,8.0,476.8804830901449,567.4166751380332
4000.0,300.0,annual_vesc560,11.5,477.7172726112163,567.4166751380332
4000.0,300.0,annual_vesc560,15.0,478.7575633199309,567.4166751380332
4000.0,310.0,sun,8.0,234.39200911385467,291.52931131378244
4000.0,310.0,sun,11.5,234.9521700318898,291.52931131378244
4000.0,310.0,sun,15.0,235.64993966337423,291.52931131378244
4000.0,310.0,annual,8.0,252.245369841759,312.3392147130048
4000.0,310.0,annual,11.5,252.83158894028392,312.3392147130048
4000.0,310.0,annual,15.0,253.56174982054122,312.3392147130048
4000.0,310.0,june16,8.0,357.37613527534177,436.21313279331696
4000.0,310.0,june16,11.5,358.13160940979515,436.21313279331696
4000.0,310.0,june16,15.0,359.07223604638625,436.21313279331696
4000.0,310.0,dec16,8.0,156.97258374246405,199.62944059304897
4000.0,310.0,dec16,11.5,157.4000667188364,199.62944059304897
4000.0,310.0,dec16,15.0,157.9328186337559,199.62944059304897
4000.0,310.0,annual_vesc528,8.0,186.7338599689228,237.00241515112685
4000.0,310.0,annual_vesc528,11.5,187.23671076050232,237.00241515112685
4000.0,310.0,annual_vesc528,15.0,187.86336560946023,237.00241515112685
4000.0,310.0,annual_vesc560,8.0,315.32772472737156,384.22401074163
4000.0,310.0,annual_vesc560,11.5,315.9864458073628,384.22401074163
4000.0,310.0,annual_vesc560,15.0,316.80659066547366,384.22401074163
4000.0,320.0,sun,8.0,136.07044034973197,176.80810976982522
4000.0,320.0,sun,11.5,136.49228259499895,176.80810976982522
4000.0,320.0,sun,15.0,137.0191852959079,176.80810976982522
4000.0,320.0,annual,8.0,149.39327585164278,192.5208136823535
4000.0,320.0,annual,11.5,149.83713340190005,192.5208136823535
4000.0,320.0,annual,15.0,150.39144433756553,192.5208136823535
4000.0,320.0,june16,8.0,223.20954076692163,281.1087295287015
4000.0,320.0,june16,11.5,223.79379403695557,281.1087295287015
4000.0,320.0,june16,15.0,224.52299507268322,281.1087295287015
4000.0,320.0,dec16,8.0,84.07095911585836,113.57574582826483
4000.0,320.0,dec16,11.5,84.38394655890082,113.57574582826483
4000.0,320.0,dec16,15.0,84.77520125294316,113.57574582826483
4000.0,320.0,annual_vesc528,8.0,101.0481633072816,135.9221907007721
4000.0,320.0,annual_vesc528,11.5,101.41724565467875,135.9221907007721
4000.0,320.0,annual_vesc528,15.0,101.87859727941205,135.9221907007721
4000.0,320.0,annual_vesc560,8.0,199.17695326608057,249.89293991911322
4000.0,320.0,annual_vesc560,11.5,199.68687557425986,249.89293991911322
4000.0,320.0,annual_vesc560,15.0,200.32326927697085,249.89293991911322
4000.0,330.0,sun,8.0,72.36258746530908,101.3360456358835
4000.0,330.0,sun,11.5,72.6729119010243,101.3360456358835
4000.0,330.0,sun,15.0,73.06167949128012,101.3360456358835
4000.0,330.0,annual,8.0,81.87369660715527,112.78753272543781
4000.0,330.0,annual,11.5,82.20248109951255,112.78753272543781
4000.0,330.0,annual,15.0,82.61426756697041,112.78753272543781
4000.0,330.0,june16,8.0,130.64855715151677,173.2291724827168
4000.0,330.0,june16,11.5,131.09252124788748,173.2291724827168
4000.0,330.0,june16,15.0,131.64805954527824,173.2291724827168
4000.0,330.0,dec16,8.0,40.14119449723525,60.40187464712225
4000.0,330.0,dec16,11.5,40.36341057283441,60.40187464712225
4000.0,330.0,dec16,15.0,40.642151659726096,60.40187464712225
4000.0,330.0,annual_vesc528,8.0,49.20599197523603,73.23148750816752
4000.0,330.0,annual_vesc528,11.5,49.468699107837,73.23148750816752
4000.0,330.0,annual_vesc528,15.0,49.798204704644235,73.23148750816752
4000.0,330.0,annual_vesc560,8.0,118.71909553538131,156.14869263277677
4000.0,330.0,annual_vesc560,11.5,119.10742589371007,156.14869263277677
4000.0,330.0,annual_vesc560,15.0,119.59329194887287,156.14869263277677
4000.0,340.0,sun,8.0,34.302842976515024,54.74343636095555
4000.0,340.0,sun,11.5,34.524177900314875,54.74343636095555
4000.0,340.0,sun,15.0,34.80249718473077,54.74343636095555
4000.0,340.0,annual,8.0,40.65849053710304,62.67809962635802
4000.0,340.0,annual,11.5,40.89516241208639,62.67809962635802
4000.0,340.0,annual,15.0,41.192642235353404,62.67809962635802
4000.0,340.0,june16,8.0,70.33490029106959,101.57675195420639
4000.0,340.0,june16,11.5,70.66472364336697,101.57675195420639
4000.0,340.0,june16,15.0,71.07873511227518,101.57675195420639
4000.0,340.0,dec16,8.0,16.431335652549393,30.12121383173268
4000.0,340.0,dec16,11.5,16.58263275719893,30.12121383173268
4000.0,340.0,dec16,15.0,16.773258047972508,30.12121383173268
4000.0,340.0,annual_vesc528,8.0,20.936043918705806,37.22914191268516
4000.0,340.0,annual_vesc528,11.5,21.115450958684068,37.22914191268516
4000.0,340.0,annual_vesc528,15.0,21.341461189179185,37.22914191268516
4000.0,340.0,annual_vesc560,8.0,65.72995957004544,93.32620836601961
4000.0,340.0,annual_vesc560,11.5,66.01956976277638,93.32620836601961
4000.0,340.0,annual_vesc560,15.0,66.3830237512473,93.32620836601961
4000.0,345.0,sun,8.0,22.437114887391182,39.260846806915524
4000.0,345.0,sun,11.5,22.62108855997992,39.260846806915524
4000.0,345.0,sun,15.0,22.853022250453115,39.260846806915524
4000.0,345.0,annual,8.0,27.463227288398862,45.691931224478914
4000.0,345.0,annual,11.5,27.66111542275084,45.691931224478914
4000.0,345.0,annual,15.0,27.910453251489,45.691931224478914
4000.0,345.0,june16,8.0,49.74178795475284,76.05062820514607
4000.0,345.0,june16,11.5,50.02283083982187,76.05062820514607
4000.0,345.0,june16,15.0,50.37635482202761,76.05062820514607
4000.0,345.0,dec16,8.0,9.80500597645691,20.779082221604366
4000.0,345.0,dec16,11.5,9.927126649758115,20.779082221604366
4000.0,345.0,dec16,15.0,10.081475172436871,20.779082221604366
4000.0,345.0,annual_vesc528,8.0,12.889862879864957,25.979019692588775
4000.0,345.0,annual_vesc528,11.5,13.034963131390883,25.979019692588775
4000.0,345.0,annual_vesc528,15.0,13.21831710723591,25.979019692588775
4000.0,345.0,annual_vesc560,8.0,47.37158408647659,70.68248974939335
4000.0,345.0,annual_vesc560,11.5,47.619052875115656,70.68248974939335
4000.0,345.0,annual_vesc560,15.0,47.93025069469347,70.68248974939335
4000.0,347.5,sun,8.0,17.84611419921019,32.739901300768075
4000.0,347.5,sun,11.5,18.013250063933324,32.739901300768075
4000.0,347.5,sun,15.0,18.224309018188702,32.739901300768075
4000.0,347.5,annual,8.0,22.271195974846,38.46389438292473
4000.0,347.5,annual,11.5,22.451575371504887,38.46389438292473
4000.0,347.5,annual,15.0,22.67921189426396,38.46389438292473
4000.0,347.5,june16,8.0,41.35144263283689,64.94880854335543
4000.0,347.5,june16,11.5,41.61026944120285,64.94880854335543
4000.0,347.5,june16,15.0,41.93629264033589,64.94880854335543
4000.0,347.5,dec16,8.0,7.401073098273667,16.968691786400715
4000.0,347.5,dec16,11.5,7.510206713120159,16.968691786400715
4000.0,347.5,dec16,15.0,7.648424732999167,16.968691786400715
4000.0,347.5,annual_vesc528,8.0,9.928828986568822,21.355617726199633
4000.0,347.5,annual_vesc528,11.5,10.058655353229144,21.355617726199633
4000.0,347.5,annual_vesc528,15.0,10.22303740030209,21.355617726199633
4000.0,347.5,annual_vesc560,8.0,39.822237387980785,60.77025457799311
4000.0,347.5,annual_vesc560,11.5,40.05052111781805,60.77025457799311
4000.0,347.5,annual_vesc560,15.0,40.33796978397861,60.77025457799311
4000.0,350.0,sun,8.0,14.03354931536027,27.74445238972887
4000.0,350.0,sun,11.5,14.184966514189423,27.74445238972887
4000.0,350.0,sun,15.0,14.376365708272461,27.74445238972887
4000.0,350.0,annual,8.0,17.901031055787083,32.85736288221213
4000.0,350.0,annual,11.5,18.065046283724904,32.85736288221213
4000.0,350.0,annual,15.0,18.272221881521777,32.85736288221213
4000.0,350.0,june16,8.0,34.10881104780001,56.11192872142895
4000.0,350.0,june16,11.5,34.34674896437843,56.11192872142895
4000.0,350.0,june16,15.0,34.64669354972944,56.11192872142895
4000.0,350.0,dec16,8.0,5.499680050422753,14.169963498134639
4000.0,350.0,dec16,11.5,5.5967945013334255,14.169963498134639
4000.0,350.0,dec16,15.0,5.71994669545281,14.169963498134639
4000.0,350.0,annual_vesc528,8.0,7.5560980621397675,17.924543697928716
4000.0,350.0,annual_vesc528,11.5,7.671789302905405,17.924543697928716
4000.0,350.0,annual_vesc528,15.0,7.818451714719507,17.924543697928716
4000.0,350.0,annual_vesc560,8.0,33.25892129139722,52.826207223048876
4000.0,350.0,annual_vesc560,11.5,33.469168771961044,52.826207223048876
4000.0,350.0,annual_vesc560,15.0,33.73410084410214,52.826207223048876
4000.0,352.5,sun,8.0,10.928796632464344,23.26832928374037
4000.0,352.5,sun,11.5,11.065668785256573,23.26832928374037
4000.0,352.5,sun,15.0,11.238791738329397,23.26832928374037
4000.0,352.5,annual,8.0,14.27916111945119,27.790144426312178
4000.0,352.5,annual,11.5,14.428014637048596,27.790144426312178
4000.0,352.5,annual,15.0,14.616145005521512,27.790144426312178
4000.0,352.5,june16,8.0,27.92475471310397,48.008527159400636
4000.0,352.5,june16,11.5,28.143212183238603,48.008527159400636
4000.0,352.5,june16,15.0,28.418725204381097,48.008527159400636
4000.0,352.5,dec16,8.0,4.038263743631604,11.705784265954636
4000.0,352.5,dec16,11.5,4.124362529726146,11.705784265954636
4000.0,352.5,dec16,15.0,4.233640699714651,11.705784265954636
4000.0,352.5,annual_vesc528,8.0,5.699887404932829,14.883432162546853
4000.0,352.5,annual_vesc528,11.5,5.802625578975207,14.883432162546853
4000.0,352.5,annual_vesc528,15.0,5.932971823662535,14.883432162546853
4000.0,352.5,annual_vesc560,8.0,27.582230763395316,45.47835801168571
4000.0,352.5,annual_vesc560,11.5,27.77565963678471,45.47835801168571
4000.0,352.5,annual_vesc560,15.0,28.019499205711284,45.47835801168571
4000.0,355.0,sun,8.0,8.393126583892768,19.216115735065337
4000.0,355.0,sun,11.5,8.516018417061977,19.216115735065337
4000.0,355.0,sun,15.0,8.671744835922775,19.216115735065337
4000.0,355.0,annual,8.0,11.267634075888559,23.169758172618415
4000.0,355.0,annual,11.5,11.401894421666693,23.169758172618415
4000.0,355.0,annual,15.0,11.571871271325136,23.169758172618415
