cfg,delta_keV,kappa_hat,kappa_90lo,kappa_90hi,kappa_68lo,kappa_68hi,LZ_lower,LZ_median_sens,LZ_upper,ratio_upper,ratio_lower,N_at_LZ_upper,N_at_LZ_lower,sigma_n_hat_cm2,sigma_n_90hi_cm2,LZ_sigma_upper_cm2
baseline,250.0,1.0777257941647339e-05,9.693945031897647e-07,3.960102373896205e-05,3.1104440090158346e-06,2.5546694312541833e-05,2.888e-06,1.74e-05,3.874e-05,1.0222257031224071,0.3356629166169545,4.033214678075523,0.30066917889215566,3.1948103253135e-43,1.1739327407698876e-42,1.1830000000000001e-42
baseline,300.0,7.424304645888034e-05,7.2165332752376605e-06,0.0002754606105611032,2.2065338558622377e-05,0.00017780755678879073,1.284e-05,0.000132,0.0002595,1.0615052430100316,0.5620353018097866,3.495276828971783,0.17294548934103154,2.2008608562012866e-42,8.165754291144448e-42,7.925e-42
baseline,350.0,0.0038654568033961198,0.0003975834419544855,0.014085261096533375,0.0011553454345480097,0.009101962677860218,0.001384,0.01026,0.02247,0.6268474008248053,0.2872712730885011,5.813025767163733,0.3580430646085717,1.1458760080168957e-40,4.1754347747441055e-40,6.862e-40
sun,250.0,1.1051903207705513e-05,1.0105173112198386e-06,4.123916299053454e-05,3.2394934705558204e-06,2.6603619522558182e-05,2.888e-06,1.74e-05,3.874e-05,1.0645111768336226,0.3499021160733513,3.843461575828057,0.286523413293532,3.2762261675019266e-43,1.222493740456095e-42,1.1830000000000001e-42
sun,300.0,8.017960648068125e-05,7.796058637184192e-06,0.00029705143672631386,2.3808545044650946e-05,0.00019174738448475648,1.284e-05,0.000132,0.0002595,1.1447068852651785,0.6071696757931613,3.2364838316152733,0.16014047166836265,2.3768442404459975e-42,8.805792738197895e-42,7.925e-42
sun,350.0,0.006651679693019926,0.000688730665026936,0.02424236796227803,0.001992682606922836,0.01566711709277018,0.001384,0.01026,0.02247,1.0788770788730764,0.4976377637477861,3.378094111112919,0.2080677458736217,1.9718239165286165e-40,7.1864075162050536e-40,6.862e-40
june,250.0,8.585741979443406e-06,7.698192356736299e-07,3.157495238861421e-05,2.4779560850531827e-06,2.037153030227385e-05,2.888e-06,1.74e-05,3.874e-05,0.8150478159167323,0.266557907089207,5.180620545467731,0.38620630189238014,2.5451573373227277e-43,9.360078830683309e-43,1.1830000000000001e-42
june,300.0,5.297035505653276e-05,5.021353676781182e-06,0.00019277299634525255,1.5414650904858606e-05,0.00012442429665680124,1.284e-05,0.000132,0.0002595,0.742863184374769,0.3910711586278179,5.01307818710017,0.24804594960449397,1.570253196002337e-42,5.714562669837112e-42,7.925e-42
june,350.0,0.001602615448777379,0.00016392517472428814,0.0058388494144580114,0.0004780929252357895,0.003772776811264399,0.001384,0.01026,0.02247,0.25985088626871433,0.11844304532101743,14.020830772062109,0.863588330597862,4.750793208238163e-41,1.7308685101778134e-40,6.862e-40
