,E_new,mu_best,mu_lo68,P0_best,P0_lo68,P_ge2_best,P_Ntot_ge3_best,P_Ntot_ge3_lo68,median_N,Z_comb_median,Z_asimov_new,Z_asimov_new_lo68,UL90_if_zero_LZROI_units
L10,21.36503041067773,2.574754917473344,0.7724264752420031,0.07617248905720982,0.46189094052246615,0.7277020201665547,0.7277020201665547,0.18133226834355168,2.0,5.499537931106899,5.278147567203329,2.555738265091507,0.8944540641017505
d300,21.36503041067773,1.3422311989347173,0.4026693596804152,0.2612620900854871,0.6685331067846384,0.3880637815028794,0.3880637815028794,0.06226909518123263,1.0,4.228510331145982,3.5775712711300893,1.703030991916495,1.7157997830983305
d350,21.36503041067773,3.8033555300831483,1.1410066590249444,0.022295831860240437,0.31949723510356676,0.8929051927363101,0.8929051927363101,0.3159542921032054,4.0,7.54590414189314,6.640253409648747,3.242969195673345,0.6055179385109054
d366,21.36503041067773,5.847006879895911,1.7541020639687732,0.0028885319552104404,0.17306257166211267,0.980222201829875,0.980222201829875,0.5233680141896316,6.0,9.237492447460724,8.531244613810932,4.201175571322524,0.3938767385272853
d380,21.36503041067773,5.9466943384590145,1.7840083015377044,0.0026144687984217927,0.1679635476261785,0.9818380843999256,0.9818380843999256,0.5323880890529955,6.0,9.237492447460724,8.615278776103976,4.243846490599469,0.3872739826403762
