,N_LZ_unit,kappa,rate_LZwin,rate_200_270,rate_150_270,rate_ext400,rate_ext400_gt200,rate_full,frac_200_270,A_LZ,A_400
L10,3.322232082335225,0.30100245112830637,0.35211267605633806,0.1205125791062082,0.23009362262045246,0.44684468448354375,0.21964114337181737,0.8344198200293577,0.3422557246616313,0.42198503391727865,0.5355154249186246
d300,13557.24896997521,7.37612772484054e-05,0.352112676056338,0.0628237438999339,0.2811547829354576,0.4012434612300739,0.11233005171442956,0.43251199314346966,0.1784194326758123,0.8141107799050968,0.9277048211168941
d350,266.67218072313705,0.003749922460184231,0.35211267605633806,0.17801779154886307,0.3491186313979377,0.6874976854786549,0.5159000502586217,0.7925550525840998,0.5055705279987711,0.44427535337549895,0.8674447071368623
d366,21.859058884738662,0.04574762368649686,0.35211267605633806,0.27367182575942967,0.3422045393553562,1.7029087725644863,1.6343760589600012,2.0469291866696815,0.7772279851567802,0.17201995962997593,0.8319334072006123
d380,0.6995844477475779,1.4294199981426934,0.35211267605633806,0.27833774275776363,0.28138826524657445,10.49677518116433,10.493724658674452,12.70532315391857,0.7904791894320486,0.027713791439278712,0.82617144436243
