vmin_kms,eta_std_june16,eta_std_annual,eta_vesc500_june16,eta_vesc500_annual,eta_vesc528_june16,eta_vesc528_annual,eta_vesc560_june16,eta_vesc560_annual,eta_vesc600_june16,eta_vesc600_annual,eta_v0_220_june16,eta_v0_220_annual,eta_v0_250_june16,eta_v0_250_annual,eta_king1_june16,eta_king1_annual,eta_king2_june16,eta_king2_annual,eta_king3_june16,eta_king3_annual,eta_shmpp_june16,eta_shmpp_annual,eta_shmpp_iso_june16,eta_shmpp_iso_annual,eta_shmpp_evans_june16,eta_shmpp_evans_annual,eta_env_low_june16,eta_env_low_annual,eta_env_high_june16,eta_env_high_annual,eta_std_dec16,eta_std_wimpydd_june16,eta_std_wimpydd_annual
7.550000e+01,3.218583e-03,3.305637e-03,3.240711e-03,3.329255e-03,3.225250e-03,3.312734e-03,3.213220e-03,3.299942e-03,3.204232e-03,3.290427e-03,3.428363e-03,3.525381e-03,3.095932e-03,3.177315e-03,3.256486e-03,3.346898e-03,3.555755e-03,3.693501e-03,3.668419e-03,3.834206e-03,3.189588e-03,3.283317e-03,3.135477e-03,3.214230e-03,3.250952e-03,3.347985e-03,3.924654e-03,4.109981e-03,3.076493e-03,3.156691e-03,3.394538e-03,3.219484e-03,3.306654e-03
7.600000e+01,3.216770e-03,3.303592e-03,3.238867e-03,3.327175e-03,3.223429e-03,3.310678e-03,3.211414e-03,3.297904e-03,3.202437e-03,3.288402e-03,3.426141e-03,3.522853e-03,3.094332e-03,3.175519e-03,3.254616e-03,3.344784e-03,3.554106e-03,3.691413e-03,3.667315e-03,3.832647e-03,3.188087e-03,3.281601e-03,3.133777e-03,3.212332e-03,3.249360e-03,3.346158e-03,3.923266e-03,4.107980e-03,3.074916e-03,3.154921e-03,3.392248e-03,3.217677e-03,3.304615e-03
7.650000e+01,3.214946e-03,3.301534e-03,3.237012e-03,3.325082e-03,3.221595e-03,3.308610e-03,3.209597e-03,3.295854e-03,3.200630e-03,3.286365e-03,3.423905e-03,3.520309e-03,3.092722e-03,3.173713e-03,3.252734e-03,3.342657e-03,3.552444e-03,3.689309e-03,3.666200e-03,3.831073e-03,3.186576e-03,3.279873e-03,3.132065e-03,3.210421e-03,3.247757e-03,3.344320e-03,3.921862e-03,4.105958e-03,3.073329e-03,3.153141e-03,3.389945e-03,3.215859e-03,3.302564e-03
7.700000e+01,3.213110e-03,3.299463e-03,3.235145e-03,3.322976e-03,3.219750e-03,3.306530e-03,3.207768e-03,3.293792e-03,3.198813e-03,3.284315e-03,3.421656e-03,3.517750e-03,3.091101e-03,3.171895e-03,3.250840e-03,3.340516e-03,3.550769e-03,3.687189e-03,3.665073e-03,3.829484e-03,3.185056e-03,3.278134e-03,3.130343e-03,3.208498e-03,3.246144e-03,3.342470e-03,3.920443e-03,4.103916e-03,3.071733e-03,3.151349e-03,3.387628e-03,3.214029e-03,3.300500e-03
7.750000e+01,3.211263e-03,3.297380e-03,3.233266e-03,3.320857e-03,3.217894e-03,3.304436e-03,3.205928e-03,3.291717e-03,3.196983e-03,3.282252e-03,3.419392e-03,3.515175e-03,3.089471e-03,3.170065e-03,3.248935e-03,3.338363e-03,3.549081e-03,3.685053e-03,3.663934e-03,3.827879e-03,3.183526e-03,3.276383e-03,3.128611e-03,3.206564e-03,3.244520e-03,3.340607e-03,3.919008e-03,4.101854e-03,3.070126e-03,3.149547e-03,3.385297e-03,3.212187e-03,3.298423e-03
7.800000e+01,3.209404e-03,3.295284e-03,3.231375e-03,3.318725e-03,3.216026e-03,3.302330e-03,3.204076e-03,3.289629e-03,3.195143e-03,3.280177e-03,3.417114e-03,3.512585e-03,3.087830e-03,3.168225e-03,3.247017e-03,3.336196e-03,3.547379e-03,3.682902e-03,3.662783e-03,3.826259e-03,3.181985e-03,3.274622e-03,3.126867e-03,3.204618e-03,3.242886e-03,3.338733e-03,3.917557e-03,4.099771e-03,3.068509e-03,3.147733e-03,3.382952e-03,3.210334e-03,3.296333e-03
7.850000e+01,3.207534e-03,3.293176e-03,3.229473e-03,3.316581e-03,3.214147e-03,3.300211e-03,3.202213e-03,3.287528e-03,3.193291e-03,3.278089e-03,3.414822e-03,3.509979e-03,3.086179e-03,3.166373e-03,3.245088e-03,3.334016e-03,3.545665e-03,3.680735e-03,3.661620e-03,3.824623e-03,3.180435e-03,3.272849e-03,3.125113e-03,3.202660e-03,3.241241e-03,3.336847e-03,3.916090e-03,4.097666e-03,3.066882e-03,3.145908e-03,3.380592e-03,3.208470e-03,3.294231e-03
7.900000e+01,3.205652e-03,3.291055e-03,3.227559e-03,3.314423e-03,3.212256e-03,3.298080e-03,3.200339e-03,3.285415e-03,3.191428e-03,3.275989e-03,3.412517e-03,3.507358e-03,3.084518e-03,3.164510e-03,3.243147e-03,3.331823e-03,3.543937e-03,3.678552e-03,3.660445e-03,3.822971e-03,3.178875e-03,3.271064e-03,3.123348e-03,3.200691e-03,3.239586e-03,3.334949e-03,3.914607e-03,4.095541e-03,3.065246e-03,3.144073e-03,3.378219e-03,3.206594e-03,3.292116e-03
7.950000e+01,3.203759e-03,3.288921e-03,3.225634e-03,3.312253e-03,3.210353e-03,3.295935e-03,3.198453e-03,3.283290e-03,3.189554e-03,3.273876e-03,3.410197e-03,3.504721e-03,3.082847e-03,3.162636e-03,3.241195e-03,3.329618e-03,3.542196e-03,3.676353e-03,3.659257e-03,3.821303e-03,3.177305e-03,3.269269e-03,3.121573e-03,3.198709e-03,3.237920e-03,3.333039e-03,3.913108e-03,4.093395e-03,3.063599e-03,3.142226e-03,3.375832e-03,3.204706e-03,3.289989e-03
8.000000e+01,3.201855e-03,3.286774e-03,3.223697e-03,3.310070e-03,3.208440e-03,3.293778e-03,3.196556e-03,3.281151e-03,3.187668e-03,3.271751e-03,3.407863e-03,3.502069e-03,3.081166e-03,3.160751e-03,3.239230e-03,3.327399e-03,3.540441e-03,3.674138e-03,3.658057e-03,3.819619e-03,3.175725e-03,3.267462e-03,3.119787e-03,3.196716e-03,3.236244e-03,3.331116e-03,3.911593e-03,4.091228e-03,3.061942e-03,3.140368e-03,3.373432e-03,3.202808e-03,3.287849e-03
8.050000e+01,3.199939e-03,3.284615e-03,3.221748e-03,3.307874e-03,3.206514e-03,3.291609e-03,3.194647e-03,3.279001e-03,3.185771e-03,3.269613e-03,3.405516e-03,3.499401e-03,3.079475e-03,3.158855e-03,3.237254e-03,3.325167e-03,3.538673e-03,3.671907e-03,3.656845e-03,3.817920e-03,3.174135e-03,3.265644e-03,3.117990e-03,3.194712e-03,3.234557e-03,3.329182e-03,3.910061e-03,4.089039e-03,3.060276e-03,3.138500e-03,3.371017e-03,3.200898e-03,3.285696e-03
8.100000e+01,3.198011e-03,3.282444e-03,3.219788e-03,3.305665e-03,3.204577e-03,3.289426e-03,3.192727e-03,3.276837e-03,3.183863e-03,3.267463e-03,3.403155e-03,3.496718e-03,3.077774e-03,3.156948e-03,3.235266e-03,3.322922e-03,3.536892e-03,3.669660e-03,3.655621e-03,3.816204e-03,3.172535e-03,3.263815e-03,3.116182e-03,3.192695e-03,3.232859e-03,3.327236e-03,3.908513e-03,4.086828e-03,3.058599e-03,3.136620e-03,3.368589e-03,3.198976e-03,3.283530e-03
8.150000e+01,3.196073e-03,3.280259e-03,3.217816e-03,3.303443e-03,3.202629e-03,3.287231e-03,3.190796e-03,3.274661e-03,3.181943e-03,3.265300e-03,3.400780e-03,3.494020e-03,3.076062e-03,3.155029e-03,3.233266e-03,3.320664e-03,3.535097e-03,3.667397e-03,3.654383e-03,3.814472e-03,3.170926e-03,3.261975e-03,3.114364e-03,3.190667e-03,3.231151e-03,3.325278e-03,3.906948e-03,4.084597e-03,3.056913e-03,3.134729e-03,3.366146e-03,3.197043e-03,3.281353e-03
8.200000e+01,3.194123e-03,3.278063e-03,3.215833e-03,3.301209e-03,3.200670e-03,3.285024e-03,3.188853e-03,3.272473e-03,3.180013e-03,3.263125e-03,3.398391e-03,3.491306e-03,3.074341e-03,3.153099e-03,3.231255e-03,3.318393e-03,3.533289e-03,3.665119e-03,3.653133e-03,3.812724e-03,3.169306e-03,3.260123e-03,3.112535e-03,3.188628e-03,3.229433e-03,3.323308e-03,3.905366e-03,4.082343e-03,3.055216e-03,3.132828e-03,3.363690e-03,3.195099e-03,3.279162e-03
8.250000e+01,3.192161e-03,3.275853e-03,3.213838e-03,3.298962e-03,3.198699e-03,3.282803e-03,3.186899e-03,3.270272e-03,3.178071e-03,3.260938e-03,3.395988e-03,3.488577e-03,3.072609e-03,3.151159e-03,3.229232e-03,3.316109e-03,3.531467e-03,3.662824e-03,3.651871e-03,3.810959e-03,3.167676e-03,3.258260e-03,3.110696e-03,3.186576e-03,3.227703e-03,3.321326e-03,3.903767e-03,4.080067e-03,3.053510e-03,3.130915e-03,3.361220e-03,3.193143e-03,3.276959e-03
8.300000e+01,3.190189e-03,3.273632e-03,3.211831e-03,3.296702e-03,3.196716e-03,3.280571e-03,3.184934e-03,3.268059e-03,3.176117e-03,3.258738e-03,3.393571e-03,3.485833e-03,3.070868e-03,3.149207e-03,3.227197e-03,3.313813e-03,3.529631e-03,3.660513e-03,3.650595e-03,3.809178e-03,3.166037e-03,3.256386e-03,3.108846e-03,3.184513e-03,3.225964e-03,3.319332e-03,3.902152e-03,4.077770e-03,3.051794e-03,3.128992e-03,3.358737e-03,3.191176e-03,3.274744e-03
8.350000e+01,3.188205e-03,3.271397e-03,3.209813e-03,3.294429e-03,3.194722e-03,3.278325e-03,3.182958e-03,3.265833e-03,3.174153e-03,3.256525e-03,3.391141e-03,3.483073e-03,3.069116e-03,3.147244e-03,3.225151e-03,3.311503e-03,3.527782e-03,3.658186e-03,3.649307e-03,3.807380e-03,3.164387e-03,3.254501e-03,3.106985e-03,3.182439e-03,3.224214e-03,3.317326e-03,3.900519e-03,4.075450e-03,3.050068e-03,3.127058e-03,3.356240e-03,3.189198e-03,3.272515e-03
8.400000e+01,3.186209e-03,3.269150e-03,3.207784e-03,3.292144e-03,3.192717e-03,3.276067e-03,3.180970e-03,3.263595e-03,3.172177e-03,3.254301e-03,3.388696e-03,3.480299e-03,3.067354e-03,3.145270e-03,3.223093e-03,3.309180e-03,3.525920e-03,3.655843e-03,3.648006e-03,3.805566e-03,3.162728e-03,3.252604e-03,3.105114e-03,3.180352e-03,3.222453e-03,3.315308e-03,3.898869e-03,4.073108e-03,3.048332e-03,3.125113e-03,3.353729e-03,3.187208e-03,3.270275e-03
8.450000e+01,3.184202e-03,3.266891e-03,3.205742e-03,3.289846e-03,3.190700e-03,3.273797e-03,3.178971e-03,3.261344e-03,3.170190e-03,3.252064e-03,3.386238e-03,3.477509e-03,3.065583e-03,3.143286e-03,3.221023e-03,3.306845e-03,3.524044e-03,3.653483e-03,3.646691e-03,3.803735e-03,3.161059e-03,3.250696e-03,3.103232e-03,3.178255e-03,3.220682e-03,3.313278e-03,3.897201e-03,4.070744e-03,3.046586e-03,3.123157e-03,3.351204e-03,3.185207e-03,3.268022e-03
8.500000e+01,3.182184e-03,3.264620e-03,3.203690e-03,3.287536e-03,3.188672e-03,3.271514e-03,3.176960e-03,3.259081e-03,3.168192e-03,3.249814e-03,3.383766e-03,3.474704e-03,3.063801e-03,3.141290e-03,3.218941e-03,3.304497e-03,3.522153e-03,3.651108e-03,3.645364e-03,3.801887e-03,3.159379e-03,3.248777e-03,3.101340e-03,3.176145e-03,3.218900e-03,3.311236e-03,3.895517e-03,4.068358e-03,3.044830e-03,3.121190e-03,3.348666e-03,3.183194e-03,3.265756e-03
8.550000e+01,3.180155e-03,3.262335e-03,3.201626e-03,3.285212e-03,3.186633e-03,3.269219e-03,3.174939e-03,3.256806e-03,3.166183e-03,3.247553e-03,3.381281e-03,3.471883e-03,3.062009e-03,3.139283e-03,3.216848e-03,3.302136e-03,3.520250e-03,3.648716e-03,3.644023e-03,3.800022e-03,3.157690e-03,3.246846e-03,3.099437e-03,3.174025e-03,3.217107e-03,3.309182e-03,3.893814e-03,4.065948e-03,3.043064e-03,3.119212e-03,3.346114e-03,3.181171e-03,3.263478e-03
8.600000e+01,3.178114e-03,3.260039e-03,3.199550e-03,3.282877e-03,3.184582e-03,3.266911e-03,3.172906e-03,3.254518e-03,3.164162e-03,3.245279e-03,3.378782e-03,3.469048e-03,3.060207e-03,3.137265e-03,3.214743e-03,3.299762e-03,3.518332e-03,3.646308e-03,3.642669e-03,3.798140e-03,3.155991e-03,3.244905e-03,3.097523e-03,3.171892e-03,3.215304e-03,3.307117e-03,3.892094e-03,4.063516e-03,3.041289e-03,3.117224e-03,3.343549e-03,3.179136e-03,3.261188e-03
8.650000e+01,3.176063e-03,3.257730e-03,3.197463e-03,3.280528e-03,3.182520e-03,3.264590e-03,3.170862e-03,3.252218e-03,3.162130e-03,3.242993e-03,3.376269e-03,3.466197e-03,3.058396e-03,3.135236e-03,3.212627e-03,3.297375e-03,3.516401e-03,3.643884e-03,3.641301e-03,3.796241e-03,3.154282e-03,3.242952e-03,3.095599e-03,3.169748e-03,3.213491e-03,3.305039e-03,3.890356e-03,4.061061e-03,3.039503e-03,3.115225e-03,3.340970e-03,3.177089e-03,3.258885e-03
8.700000e+01,3.173999e-03,3.255409e-03,3.195365e-03,3.278167e-03,3.180447e-03,3.262258e-03,3.168807e-03,3.249905e-03,3.160088e-03,3.240694e-03,3.373742e-03,3.463332e-03,3.056574e-03,3.133196e-03,3.210499e-03,3.294976e-03,3.514456e-03,3.641443e-03,3.639920e-03,3.794325e-03,3.152563e-03,3.240988e-03,3.093664e-03,3.167593e-03,3.211667e-03,3.302949e-03,3.888600e-03,4.058584e-03,3.037708e-03,3.113215e-03,3.338377e-03,3.175032e-03,3.256570e-03
8.750000e+01,3.171925e-03,3.253075e-03,3.193255e-03,3.275793e-03,3.178362e-03,3.259913e-03,3.166740e-03,3.247580e-03,3.158034e-03,3.238384e-03,3.371202e-03,3.460451e-03,3.054742e-03,3.131146e-03,3.208360e-03,3.292563e-03,3.512496e-03,3.638986e-03,3.638526e-03,3.792391e-03,3.150834e-03,3.239012e-03,3.091719e-03,3.165426e-03,3.209832e-03,3.300848e-03,3.886826e-03,4.056083e-03,3.035903e-03,3.111194e-03,3.335771e-03,3.172963e-03,3.254243e-03
8.800000e+01,3.169839e-03,3.250729e-03,3.191134e-03,3.273407e-03,3.176267e-03,3.257555e-03,3.164663e-03,3.245243e-03,3.155969e-03,3.236061e-03,3.368648e-03,3.457555e-03,3.052900e-03,3.129084e-03,3.206209e-03,3.290138e-03,3.510523e-03,3.636513e-03,3.637117e-03,3.790440e-03,3.149095e-03,3.237026e-03,3.089764e-03,3.163248e-03,3.207987e-03,3.298734e-03,3.885033e-03,4.053559e-03,3.034088e-03,3.109162e-03,3.333152e-03,3.170883e-03,3.251903e-03
8.850000e+01,3.167743e-03,3.248370e-03,3.189001e-03,3.271009e-03,3.174159e-03,3.255185e-03,3.162574e-03,3.242894e-03,3.153893e-03,3.233725e-03,3.366080e-03,3.454645e-03,3.051049e-03,3.127011e-03,3.204046e-03,3.287701e-03,3.508536e-03,3.634023e-03,3.635695e-03,3.788472e-03,3.147346e-03,3.235028e-03,3.087798e-03,3.161058e-03,3.206131e-03,3.296609e-03,3.883222e-03,4.051011e-03,3.032264e-03,3.107120e-03,3.330519e-03,3.168792e-03,3.249551e-03
8.900000e+01,3.165635e-03,3.246000e-03,3.186857e-03,3.268597e-03,3.172041e-03,3.252803e-03,3.160474e-03,3.240532e-03,3.151805e-03,3.231378e-03,3.363499e-03,3.451719e-03,3.049187e-03,3.124928e-03,3.201872e-03,3.285250e-03,3.506535e-03,3.631517e-03,3.634259e-03,3.786486e-03,3.145587e-03,3.233019e-03,3.085821e-03,3.158857e-03,3.204265e-03,3.294471e-03,3.881393e-03,4.048440e-03,3.030429e-03,3.105067e-03,3.327872e-03,3.166690e-03,3.247186e-03
8.950000e+01,3.163515e-03,3.243617e-03,3.184701e-03,3.266174e-03,3.169911e-03,3.250408e-03,3.158363e-03,3.238158e-03,3.149707e-03,3.229019e-03,3.360904e-03,3.448778e-03,3.047316e-03,3.122833e-03,3.199686e-03,3.282787e-03,3.504520e-03,3.628995e-03,3.632809e-03,3.784482e-03,3.143819e-03,3.230999e-03,3.083834e-03,3.156644e-03,3.202388e-03,3.292322e-03,3.879545e-03,4.045846e-03,3.028585e-03,3.103003e-03,3.325212e-03,3.164576e-03,3.244809e-03
9.000000e+01,3.161385e-03,3.241222e-03,3.182534e-03,3.263737e-03,3.167770e-03,3.248001e-03,3.156240e-03,3.235772e-03,3.147597e-03,3.226647e-03,3.358295e-03,3.445823e-03,3.045434e-03,3.120728e-03,3.197489e-03,3.280312e-03,3.502491e-03,3.626456e-03,3.631345e-03,3.782461e-03,3.142040e-03,3.228967e-03,3.081836e-03,3.154420e-03,3.200501e-03,3.290160e-03,3.877679e-03,4.043227e-03,3.026731e-03,3.100928e-03,3.322539e-03,3.162451e-03,3.242420e-03
9.050000e+01,3.159243e-03,3.238814e-03,3.180356e-03,3.261289e-03,3.165618e-03,3.245581e-03,3.154107e-03,3.233374e-03,3.145477e-03,3.224263e-03,3.355673e-03,3.442852e-03,3.043543e-03,3.118612e-03,3.195280e-03,3.277823e-03,3.500448e-03,3.623900e-03,3.629867e-03,3.780422e-03,3.140251e-03,3.226924e-03,3.079828e-03,3.152185e-03,3.198603e-03,3.287987e-03,3.875794e-03,4.040585e-03,3.024867e-03,3.098843e-03,3.319852e-03,3.160315e-03,3.240019e-03
9.100000e+01,3.157090e-03,3.236394e-03,3.178167e-03,3.258828e-03,3.163455e-03,3.243150e-03,3.151962e-03,3.230964e-03,3.143345e-03,3.221867e-03,3.353038e-03,3.439867e-03,3.041642e-03,3.116485e-03,3.193060e-03,3.275322e-03,3.498391e-03,3.621328e-03,3.628375e-03,3.778365e-03,3.138453e-03,3.224870e-03,3.077810e-03,3.149938e-03,3.196694e-03,3.285802e-03,3.873889e-03,4.037919e-03,3.022994e-03,3.096747e-03,3.317152e-03,3.158168e-03,3.237605e-03
9.150000e+01,3.154927e-03,3.233962e-03,3.175966e-03,3.256354e-03,3.161280e-03,3.240706e-03,3.149807e-03,3.228541e-03,3.141203e-03,3.219460e-03,3.350389e-03,3.436867e-03,3.039731e-03,3.114347e-03,3.190828e-03,3.272809e-03,3.496319e-03,3.618740e-03,3.626868e-03,3.776290e-03,3.136644e-03,3.222805e-03,3.075781e-03,3.147680e-03,3.194775e-03,3.283605e-03,3.871966e-03,4.035229e-03,3.021110e-03,3.094640e-03,3.314439e-03,3.156009e-03,3.235179e-03
9.200000e+01,3.152752e-03,3.231518e-03,3.173753e-03,3.253868e-03,3.159094e-03,3.238250e-03,3.147640e-03,3.226106e-03,3.139049e-03,3.217040e-03,3.347726e-03,3.433852e-03,3.037810e-03,3.112199e-03,3.188585e-03,3.270283e-03,3.494234e-03,3.616135e-03,3.625347e-03,3.774197e-03,3.134826e-03,3.220729e-03,3.073742e-03,3.145410e-03,3.192845e-03,3.281395e-03,3.870023e-03,4.032515e-03,3.019217e-03,3.092523e-03,3.311713e-03,3.153840e-03,3.232741e-03
9.250000e+01,3.150565e-03,3.229062e-03,3.171530e-03,3.251370e-03,3.156897e-03,3.235781e-03,3.145462e-03,3.223659e-03,3.136885e-03,3.214607e-03,3.345050e-03,3.430822e-03,3.035879e-03,3.110040e-03,3.186330e-03,3.267744e-03,3.492134e-03,3.613513e-03,3.623811e-03,3.772085e-03,3.132997e-03,3.218641e-03,3.071692e-03,3.143129e-03,3.190905e-03,3.279174e-03,3.868061e-03,4.029777e-03,3.017315e-03,3.090395e-03,3.308973e-03,3.151659e-03,3.230291e-03
9.300000e+01,3.148368e-03,3.226594e-03,3.169295e-03,3.248859e-03,3.154689e-03,3.233301e-03,3.143273e-03,3.221200e-03,3.134709e-03,3.212163e-03,3.342360e-03,3.427777e-03,3.033938e-03,3.107869e-03,3.184064e-03,3.265192e-03,3.490019e-03,3.610875e-03,3.622261e-03,3.769956e-03,3.131159e-03,3.216542e-03,3.069632e-03,3.140837e-03,3.188954e-03,3.276941e-03,3.866080e-03,4.027014e-03,3.015402e-03,3.088257e-03,3.306220e-03,3.149468e-03,3.227829e-03
9.350000e+01,3.146160e-03,3.224113e-03,3.167049e-03,3.246336e-03,3.152470e-03,3.230808e-03,3.141073e-03,3.218729e-03,3.132522e-03,3.209707e-03,3.339657e-03,3.424718e-03,3.031988e-03,3.105689e-03,3.181786e-03,3.262629e-03,3.487891e-03,3.608220e-03,3.620696e-03,3.767808e-03,3.129311e-03,3.214432e-03,3.067562e-03,3.138534e-03,3.186993e-03,3.274696e-03,3.864079e-03,4.024226e-03,3.013480e-03,3.086108e-03,3.303453e-03,3.147265e-03,3.225354e-03
9.400000e+01,3.143940e-03,3.221620e-03,3.164791e-03,3.243801e-03,3.150240e-03,3.228303e-03,3.138862e-03,3.216246e-03,3.130325e-03,3.207239e-03,3.336941e-03,3.421644e-03,3.030027e-03,3.103497e-03,3.179497e-03,3.260052e-03,3.485748e-03,3.605548e-03,3.619117e-03,3.765641e-03,3.127452e-03,3.212311e-03,3.065481e-03,3.136220e-03,3.185021e-03,3.272440e-03,3.862058e-03,4.021414e-03,3.011548e-03,3.083948e-03,3.300674e-03,3.145051e-03,3.222868e-03
9.450000e+01,3.141710e-03,3.219116e-03,3.162523e-03,3.241253e-03,3.147998e-03,3.225786e-03,3.136640e-03,3.213751e-03,3.128116e-03,3.204759e-03,3.334211e-03,3.418556e-03,3.028057e-03,3.101295e-03,3.177197e-03,3.257464e-03,3.483590e-03,3.602860e-03,3.617522e-03,3.763456e-03,3.125584e-03,3.210178e-03,3.063390e-03,3.133894e-03,3.183039e-03,3.270171e-03,3.860018e-03,4.018577e-03,3.009607e-03,3.081778e-03,3.297881e-03,3.142826e-03,3.220369e-03
9.500000e+01,3.139468e-03,3.216599e-03,3.160243e-03,3.238693e-03,3.145745e-03,3.223256e-03,3.134407e-03,3.211243e-03,3.125897e-03,3.202267e-03,3.331467e-03,3.415452e-03,3.026077e-03,3.099082e-03,3.174885e-03,3.254862e-03,3.481419e-03,3.600155e-03,3.615913e-03,3.761252e-03,3.123706e-03,3.208035e-03,3.061288e-03,3.131557e-03,3.181046e-03,3.267890e-03,3.857958e-03,4.015715e-03,3.007655e-03,3.079597e-03,3.295076e-03,3.140590e-03,3.217858e-03
9.550000e+01,3.137216e-03,3.214070e-03,3.157952e-03,3.236121e-03,3.143482e-03,3.220715e-03,3.132163e-03,3.208724e-03,3.123666e-03,3.199763e-03,3.328711e-03,3.412334e-03,3.024087e-03,3.096858e-03,3.172562e-03,3.252249e-03,3.479232e-03,3.597433e-03,3.614289e-03,3.759030e-03,3.121818e-03,3.205880e-03,3.059177e-03,3.129209e-03,3.179042e-03,3.265597e-03,3.855877e-03,4.012828e-03,3.005695e-03,3.077405e-03,3.292257e-03,3.138343e-03,3.215335e-03
9.600000e+01,3.134952e-03,3.211529e-03,3.155649e-03,3.233536e-03,3.141207e-03,3.218162e-03,3.129908e-03,3.206193e-03,3.121425e-03,3.197247e-03,3.325940e-03,3.409202e-03,3.022087e-03,3.094623e-03,3.170228e-03,3.249623e-03,3.477032e-03,3.594695e-03,3.612649e-03,3.756789e-03,3.119920e-03,3.203714e-03,3.057055e-03,3.126849e-03,3.177028e-03,3.263293e-03,3.853777e-03,4.009916e-03,3.003724e-03,3.075203e-03,3.289425e-03,3.136085e-03,3.212800e-03
9.650000e+01,3.132677e-03,3.208976e-03,3.153336e-03,3.230940e-03,3.138921e-03,3.215596e-03,3.127642e-03,3.203650e-03,3.119173e-03,3.194719e-03,3.323157e-03,3.406055e-03,3.020078e-03,3.092378e-03,3.167882e-03,3.246984e-03,3.474817e-03,3.591939e-03,3.610995e-03,3.754528e-03,3.118012e-03,3.201536e-03,3.054922e-03,3.124479e-03,3.175003e-03,3.260976e-03,3.851656e-03,4.006978e-03,3.001744e-03,3.072991e-03,3.286580e-03,3.133815e-03,3.210253e-03
9.700000e+01,3.130392e-03,3.206411e-03,3.151011e-03,3.228331e-03,3.136624e-03,3.213018e-03,3.125365e-03,3.201094e-03,3.116910e-03,3.192180e-03,3.320360e-03,3.402893e-03,3.018059e-03,3.090122e-03,3.165525e-03,3.244333e-03,3.472587e-03,3.589167e-03,3.609325e-03,3.752249e-03,3.116094e-03,3.199348e-03,3.052780e-03,3.122097e-03,3.172968e-03,3.258648e-03,3.849514e-03,4.004016e-03,2.999754e-03,3.070768e-03,3.283722e-03,3.131535e-03,3.207694e-03
9.750000e+01,3.128095e-03,3.203834e-03,3.148675e-03,3.225710e-03,3.134316e-03,3.210429e-03,3.123077e-03,3.198527e-03,3.114636e-03,3.189628e-03,3.317550e-03,3.399717e-03,3.016030e-03,3.087856e-03,3.163156e-03,3.241670e-03,3.470342e-03,3.586378e-03,3.607639e-03,3.749951e-03,3.114166e-03,3.197148e-03,3.050627e-03,3.119704e-03,3.170922e-03,3.256308e-03,3.847352e-03,4.001027e-03,2.997755e-03,3.068535e-03,3.280851e-03,3.129244e-03,3.205123e-03
9.800000e+01,3.125787e-03,3.201245e-03,3.146328e-03,3.223077e-03,3.131997e-03,3.207827e-03,3.120779e-03,3.195948e-03,3.112351e-03,3.187065e-03,3.314727e-03,3.396527e-03,3.013991e-03,3.085579e-03,3.160777e-03,3.238995e-03,3.468083e-03,3.583573e-03,3.605938e-03,3.747633e-03,3.112228e-03,3.194937e-03,3.048464e-03,3.117300e-03,3.168865e-03,3.253955e-03,3.845170e-03,3.998013e-03,2.995746e-03,3.066291e-03,3.277967e-03,3.126942e-03,3.202540e-03
9.850000e+01,3.123469e-03,3.198644e-03,3.143970e-03,3.220431e-03,3.129667e-03,3.205213e-03,3.118469e-03,3.193357e-03,3.110055e-03,3.184489e-03,3.311890e-03,3.393322e-03,3.011943e-03,3.083291e-03,3.158386e-03,3.236307e-03,3.465810e-03,3.580750e-03,3.604222e-03,3.745297e-03,3.110280e-03,3.192715e-03,3.046290e-03,3.114885e-03,3.166798e-03,3.251591e-03,3.842966e-03,3.994974e-03,2.993727e-03,3.064037e-03,3.275070e-03,3.124629e-03,3.199946e-03
9.900000e+01,3.121139e-03,3.196031e-03,3.141600e-03,3.217774e-03,3.127326e-03,3.202588e-03,3.116148e-03,3.190755e-03,3.107749e-03,3.181903e-03,3.309040e-03,3.390102e-03,3.009884e-03,3.080993e-03,3.155983e-03,3.233607e-03,3.463521e-03,3.577910e-03,3.602490e-03,3.742941e-03,3.108323e-03,3.190482e-03,3.044106e-03,3.112459e-03,3.164721e-03,3.249215e-03,3.840742e-03,3.991908e-03,2.991699e-03,3.061772e-03,3.272161e-03,3.122305e-03,3.197339e-03
9.950000e+01,3.118799e-03,3.193407e-03,3.139220e-03,3.215104e-03,3.124974e-03,3.199950e-03,3.113817e-03,3.188140e-03,3.105431e-03,3.179304e-03,3.306177e-03,3.386869e-03,3.007817e-03,3.078684e-03,3.153570e-03,3.230894e-03,3.461218e-03,3.575054e-03,3.600742e-03,3.740565e-03,3.106355e-03,3.188237e-03,3.041913e-03,3.110022e-03,3.162632e-03,3.246827e-03,3.838496e-03,3.988817e-03,2.989661e-03,3.059497e-03,3.269238e-03,3.119970e-03,3.194720e-03
1.000000e+02,3.116447e-03,3.190770e-03,3.136828e-03,3.212423e-03,3.122611e-03,3.197301e-03,3.111474e-03,3.185514e-03,3.103103e-03,3.176693e-03,3.303301e-03,3.383621e-03,3.005739e-03,3.076365e-03,3.151145e-03,3.228170e-03,3.458900e-03,3.572180e-03,3.598978e-03,3.738170e-03,3.104377e-03,3.185982e-03,3.039709e-03,3.107574e-03,3.160534e-03,3.244427e-03,3.836230e-03,3.985699e-03,2.987614e-03,3.057211e-03,3.266302e-03,3.117624e-03,3.192090e-03
