vmin_kms,eta_std_june16,eta_std_annual,eta_vesc500_june16,eta_vesc500_annual,eta_vesc528_june16,eta_vesc528_annual,eta_vesc560_june16,eta_vesc560_annual,eta_vesc600_june16,eta_vesc600_annual,eta_v0_220_june16,eta_v0_220_annual,eta_v0_250_june16,eta_v0_250_annual,eta_king1_june16,eta_king1_annual,eta_king2_june16,eta_king2_annual,eta_king3_june16,eta_king3_annual,eta_shmpp_june16,eta_shmpp_annual,eta_shmpp_iso_june16,eta_shmpp_iso_annual,eta_shmpp_evans_june16,eta_shmpp_evans_annual,eta_env_low_june16,eta_env_low_annual,eta_env_high_june16,eta_env_high_annual,eta_std_dec16,eta_std_wimpydd_june16,eta_std_wimpydd_annual
5.085000e+02,2.684371e-04,2.403431e-04,2.558837e-04,2.272708e-04,2.646867e-04,2.364275e-04,2.714315e-04,2.434766e-04,2.763999e-04,2.486920e-04,1.834206e-04,1.604771e-04,3.272993e-04,2.967088e-04,2.458416e-04,2.173921e-04,7.258846e-05,5.753117e-05,2.205342e-05,1.574068e-05,2.477728e-04,2.217989e-04,3.186732e-04,2.905897e-04,2.204263e-04,1.957163e-04,6.680801e-06,4.420466e-06,3.380938e-04,3.080976e-04,2.126588e-04,2.692270e-04,2.410794e-04
5.090000e+02,2.668630e-04,2.388761e-04,2.543137e-04,2.258114e-04,2.631135e-04,2.349624e-04,2.698570e-04,2.420083e-04,2.748250e-04,2.472222e-04,1.821543e-04,1.593261e-04,3.255628e-04,2.950686e-04,2.442934e-04,2.159591e-04,7.182538e-05,5.690060e-05,2.172619e-05,1.549774e-05,2.462497e-04,2.203855e-04,3.170151e-04,2.890202e-04,2.189863e-04,1.943885e-04,6.557702e-06,4.335814e-06,3.363595e-04,3.064569e-04,2.113005e-04,2.676495e-04,2.396091e-04
5.095000e+02,2.652957e-04,2.374159e-04,2.527506e-04,2.243589e-04,2.615472e-04,2.335041e-04,2.682892e-04,2.405468e-04,2.732569e-04,2.457591e-04,1.808949e-04,1.581816e-04,3.238328e-04,2.934348e-04,2.427523e-04,2.145332e-04,7.106902e-05,5.627588e-05,2.140324e-05,1.525813e-05,2.447336e-04,2.189788e-04,3.153633e-04,2.874569e-04,2.175533e-04,1.930675e-04,6.436647e-06,4.252632e-06,3.346317e-04,3.048226e-04,2.099489e-04,2.660788e-04,2.381454e-04
5.100000e+02,2.637353e-04,2.359624e-04,2.511944e-04,2.229133e-04,2.599877e-04,2.320526e-04,2.667282e-04,2.390920e-04,2.716955e-04,2.443027e-04,1.796423e-04,1.570437e-04,3.221093e-04,2.918077e-04,2.412182e-04,2.131142e-04,7.031933e-05,5.565697e-05,2.108453e-05,1.502182e-05,2.432243e-04,2.175788e-04,3.137178e-04,2.859000e-04,2.161273e-04,1.917532e-04,6.317607e-06,4.170898e-06,3.329102e-04,3.031948e-04,2.086039e-04,2.645150e-04,2.366886e-04
5.105000e+02,2.621817e-04,2.345156e-04,2.496452e-04,2.214744e-04,2.584351e-04,2.306078e-04,2.651740e-04,2.376438e-04,2.701409e-04,2.428529e-04,1.783966e-04,1.559123e-04,3.203924e-04,2.901870e-04,2.396912e-04,2.117021e-04,6.957626e-05,5.504382e-05,2.077000e-05,1.478876e-05,2.417220e-04,2.161855e-04,3.120786e-04,2.843493e-04,2.147082e-04,1.904456e-04,6.200553e-06,4.090588e-06,3.311953e-04,3.015735e-04,2.072654e-04,2.629579e-04,2.352384e-04
5.110000e+02,2.606349e-04,2.330755e-04,2.481029e-04,2.200424e-04,2.568893e-04,2.291697e-04,2.636266e-04,2.362023e-04,2.685930e-04,2.414097e-04,1.771577e-04,1.547874e-04,3.186820e-04,2.885729e-04,2.381713e-04,2.102969e-04,6.883977e-05,5.443640e-05,2.045961e-05,1.455893e-05,2.402266e-04,2.147989e-04,3.104457e-04,2.828048e-04,2.132961e-04,1.891447e-04,6.085455e-06,4.011680e-06,3.294867e-04,2.999585e-04,2.059335e-04,2.614077e-04,2.337950e-04
5.115000e+02,2.590949e-04,2.316420e-04,2.465674e-04,2.186171e-04,2.553504e-04,2.277384e-04,2.620860e-04,2.347675e-04,2.670518e-04,2.399731e-04,1.759255e-04,1.536689e-04,3.169781e-04,2.869653e-04,2.366583e-04,2.088986e-04,6.810982e-05,5.383465e-05,2.015332e-05,1.433227e-05,2.387381e-04,2.134189e-04,3.088190e-04,2.812666e-04,2.118909e-04,1.878505e-04,5.972285e-06,3.934154e-06,3.277845e-04,2.983500e-04,2.046081e-04,2.598643e-04,2.323582e-04
5.120000e+02,2.575616e-04,2.302152e-04,2.450389e-04,2.171987e-04,2.538182e-04,2.263137e-04,2.605520e-04,2.333393e-04,2.655173e-04,2.385431e-04,1.747001e-04,1.525569e-04,3.152807e-04,2.853642e-04,2.351524e-04,2.075072e-04,6.738636e-05,5.323855e-05,1.985108e-05,1.410876e-05,2.372564e-04,2.120456e-04,3.071986e-04,2.797345e-04,2.104925e-04,1.865629e-04,5.861014e-06,3.857988e-06,3.260888e-04,2.967479e-04,2.032893e-04,2.583277e-04,2.309281e-04
5.125000e+02,2.560351e-04,2.287951e-04,2.435172e-04,2.157869e-04,2.522928e-04,2.248957e-04,2.590248e-04,2.319176e-04,2.639895e-04,2.371197e-04,1.734814e-04,1.514513e-04,3.135898e-04,2.837696e-04,2.336535e-04,2.061226e-04,6.666935e-05,5.264804e-05,1.955285e-05,1.388836e-05,2.357815e-04,2.106788e-04,3.055845e-04,2.782087e-04,2.091010e-04,1.852819e-04,5.751615e-06,3.783160e-06,3.243994e-04,2.951521e-04,2.019769e-04,2.567978e-04,2.295046e-04
5.130000e+02,2.545153e-04,2.273815e-04,2.420024e-04,2.143819e-04,2.507742e-04,2.234843e-04,2.575044e-04,2.305026e-04,2.624684e-04,2.357028e-04,1.722695e-04,1.503521e-04,3.119053e-04,2.821814e-04,2.321615e-04,2.047449e-04,6.595875e-05,5.206309e-05,1.925857e-05,1.367102e-05,2.343135e-04,2.093187e-04,3.039765e-04,2.766891e-04,2.077164e-04,1.840075e-04,5.644059e-06,3.709649e-06,3.227164e-04,2.935628e-04,2.006710e-04,2.552746e-04,2.280877e-04
5.135000e+02,2.530022e-04,2.259746e-04,2.404944e-04,2.129836e-04,2.492623e-04,2.220796e-04,2.559906e-04,2.290942e-04,2.609539e-04,2.342925e-04,1.710642e-04,1.492592e-04,3.102273e-04,2.805997e-04,2.306765e-04,2.033740e-04,6.525450e-05,5.148366e-05,1.896821e-05,1.345672e-05,2.328522e-04,2.079651e-04,3.023748e-04,2.751757e-04,2.063386e-04,1.827397e-04,5.538319e-06,3.637436e-06,3.210397e-04,2.919798e-04,1.993716e-04,2.537582e-04,2.266775e-04
5.140000e+02,2.514959e-04,2.245742e-04,2.389933e-04,2.115920e-04,2.477572e-04,2.206814e-04,2.544835e-04,2.276923e-04,2.594461e-04,2.328887e-04,1.698655e-04,1.481727e-04,3.085557e-04,2.790244e-04,2.291984e-04,2.020099e-04,6.455657e-05,5.090971e-05,1.868172e-05,1.324541e-05,2.313977e-04,2.066181e-04,3.007793e-04,2.736684e-04,2.049676e-04,1.814784e-04,5.434369e-06,3.566499e-06,3.193695e-04,2.904031e-04,1.980786e-04,2.522485e-04,2.252738e-04
5.145000e+02,2.499962e-04,2.231804e-04,2.374989e-04,2.102071e-04,2.462588e-04,2.192899e-04,2.529830e-04,2.262969e-04,2.579449e-04,2.314914e-04,1.686735e-04,1.470925e-04,3.068906e-04,2.774556e-04,2.277273e-04,2.006525e-04,6.386492e-05,5.034118e-05,1.839906e-05,1.303706e-05,2.299500e-04,2.052776e-04,2.991900e-04,2.721672e-04,2.036034e-04,1.802237e-04,5.332182e-06,3.496819e-06,3.177055e-04,2.888328e-04,1.967921e-04,2.507455e-04,2.238768e-04
5.150000e+02,2.485032e-04,2.217932e-04,2.360113e-04,2.088289e-04,2.447671e-04,2.179050e-04,2.514892e-04,2.249081e-04,2.564502e-04,2.301005e-04,1.674881e-04,1.460187e-04,3.052319e-04,2.758931e-04,2.262630e-04,1.993020e-04,6.317949e-05,4.977805e-05,1.812019e-05,1.283164e-05,2.285090e-04,2.039437e-04,2.976069e-04,2.706722e-04,2.022459e-04,1.789755e-04,5.231731e-06,3.428376e-06,3.160479e-04,2.872688e-04,1.955119e-04,2.492491e-04,2.224862e-04
5.155000e+02,2.470169e-04,2.204124e-04,2.345305e-04,2.074572e-04,2.432821e-04,2.165266e-04,2.500020e-04,2.235258e-04,2.549622e-04,2.287162e-04,1.663093e-04,1.449510e-04,3.035797e-04,2.743371e-04,2.248056e-04,1.979581e-04,6.250026e-05,4.922028e-05,1.784506e-05,1.262910e-05,2.270748e-04,2.026162e-04,2.960299e-04,2.691834e-04,2.008952e-04,1.777338e-04,5.132991e-06,3.361150e-06,3.143966e-04,2.857111e-04,1.942381e-04,2.477595e-04,2.211023e-04
5.160000e+02,2.455372e-04,2.190382e-04,2.330565e-04,2.060923e-04,2.418037e-04,2.151547e-04,2.485215e-04,2.221500e-04,2.534808e-04,2.273382e-04,1.651371e-04,1.438896e-04,3.019338e-04,2.727875e-04,2.233551e-04,1.966210e-04,6.182717e-05,4.866782e-05,1.757362e-05,1.242942e-05,2.256472e-04,2.012952e-04,2.944591e-04,2.677006e-04,1.995512e-04,1.764986e-04,5.035935e-06,3.295122e-06,3.127517e-04,2.841597e-04,1.929707e-04,2.462765e-04,2.197248e-04
5.165000e+02,2.440641e-04,2.176705e-04,2.315892e-04,2.047339e-04,2.403320e-04,2.137894e-04,2.470475e-04,2.207806e-04,2.520059e-04,2.259667e-04,1.639713e-04,1.428344e-04,3.002944e-04,2.712443e-04,2.219115e-04,1.952906e-04,6.116018e-05,4.812063e-05,1.730585e-05,1.223256e-05,2.242263e-04,1.999807e-04,2.928945e-04,2.662239e-04,1.982140e-04,1.752698e-04,4.940539e-06,3.230273e-06,3.111130e-04,2.826146e-04,1.917096e-04,2.448001e-04,2.183538e-04
5.170000e+02,2.425976e-04,2.163093e-04,2.301286e-04,2.033821e-04,2.388670e-04,2.124306e-04,2.455802e-04,2.194177e-04,2.505375e-04,2.246017e-04,1.628121e-04,1.417855e-04,2.986613e-04,2.697074e-04,2.204747e-04,1.939669e-04,6.049925e-05,4.757868e-05,1.704169e-05,1.203849e-05,2.228121e-04,1.986726e-04,2.913360e-04,2.647533e-04,1.968834e-04,1.740474e-04,4.846778e-06,3.166584e-06,3.094807e-04,2.810758e-04,1.904548e-04,2.433303e-04,2.169894e-04
5.175000e+02,2.411377e-04,2.149545e-04,2.286747e-04,2.020368e-04,2.374086e-04,2.110783e-04,2.441193e-04,2.180612e-04,2.490757e-04,2.232430e-04,1.616594e-04,1.407426e-04,2.970346e-04,2.681769e-04,2.190447e-04,1.926498e-04,5.984434e-05,4.704193e-05,1.678110e-05,1.184717e-05,2.214045e-04,1.973709e-04,2.897836e-04,2.632887e-04,1.955595e-04,1.728315e-04,4.754626e-06,3.104038e-06,3.078546e-04,2.795433e-04,1.892064e-04,2.418671e-04,2.156314e-04
5.180000e+02,2.396844e-04,2.136062e-04,2.272275e-04,2.006981e-04,2.359567e-04,2.097325e-04,2.426651e-04,2.167111e-04,2.476204e-04,2.218907e-04,1.605132e-04,1.397059e-04,2.954142e-04,2.666527e-04,2.176215e-04,1.913394e-04,5.919541e-05,4.651032e-05,1.652405e-05,1.165856e-05,2.200036e-04,1.960756e-04,2.882373e-04,2.618302e-04,1.942422e-04,1.716220e-04,4.664059e-06,3.042614e-06,3.062347e-04,2.780169e-04,1.879642e-04,2.404105e-04,2.142798e-04
5.185000e+02,2.382377e-04,2.122642e-04,2.257869e-04,1.993660e-04,2.345115e-04,2.083931e-04,2.412174e-04,2.153675e-04,2.461716e-04,2.205447e-04,1.593733e-04,1.386754e-04,2.938002e-04,2.651348e-04,2.162051e-04,1.900356e-04,5.855241e-05,4.598384e-05,1.627049e-05,1.147264e-05,2.186092e-04,1.947867e-04,2.866971e-04,2.603777e-04,1.929315e-04,1.704188e-04,4.575054e-06,2.982297e-06,3.046212e-04,2.764968e-04,1.867283e-04,2.389605e-04,2.129347e-04
5.190000e+02,2.367975e-04,2.109287e-04,2.243531e-04,1.980403e-04,2.330729e-04,2.070601e-04,2.397762e-04,2.140302e-04,2.447293e-04,2.192051e-04,1.582399e-04,1.376509e-04,2.921926e-04,2.636233e-04,2.147955e-04,1.887384e-04,5.791530e-05,4.546243e-05,1.602039e-05,1.128937e-05,2.172215e-04,1.935041e-04,2.851630e-04,2.589312e-04,1.916275e-04,1.692219e-04,4.487586e-06,2.923067e-06,3.030139e-04,2.749830e-04,1.854986e-04,2.375171e-04,2.115959e-04
5.195000e+02,2.353638e-04,2.095996e-04,2.229258e-04,1.967212e-04,2.316408e-04,2.057336e-04,2.383415e-04,2.126992e-04,2.432934e-04,2.178718e-04,1.571129e-04,1.366325e-04,2.905913e-04,2.621180e-04,2.133926e-04,1.874478e-04,5.728404e-05,4.494606e-05,1.577370e-05,1.110872e-05,2.158403e-04,1.922279e-04,2.836349e-04,2.574908e-04,1.903300e-04,1.680314e-04,4.401632e-06,2.864908e-06,3.014128e-04,2.734753e-04,1.842751e-04,2.360801e-04,2.102636e-04
5.200000e+02,2.339367e-04,2.082768e-04,2.215052e-04,1.954085e-04,2.302152e-04,2.044134e-04,2.369132e-04,2.113746e-04,2.418640e-04,2.165448e-04,1.559923e-04,1.356201e-04,2.889963e-04,2.606190e-04,2.119965e-04,1.861638e-04,5.665859e-05,4.443469e-05,1.553038e-05,1.093066e-05,2.144656e-04,1.909579e-04,2.821129e-04,2.560563e-04,1.890391e-04,1.668473e-04,4.317169e-06,2.807801e-06,2.998180e-04,2.719739e-04,1.830579e-04,2.346497e-04,2.089377e-04
5.205000e+02,2.325160e-04,2.069604e-04,2.200912e-04,1.941023e-04,2.287962e-04,2.030997e-04,2.354915e-04,2.100564e-04,2.404410e-04,2.152241e-04,1.548780e-04,1.346137e-04,2.874076e-04,2.591264e-04,2.106070e-04,1.848863e-04,5.603891e-05,4.392829e-05,1.529039e-05,1.075515e-05,2.130975e-04,1.896943e-04,2.805970e-04,2.546278e-04,1.877547e-04,1.656693e-04,4.234174e-06,2.751731e-06,2.982293e-04,2.704786e-04,1.818468e-04,2.332258e-04,2.076181e-04
5.210000e+02,2.311018e-04,2.056503e-04,2.186838e-04,1.928025e-04,2.273837e-04,2.017923e-04,2.340762e-04,2.087444e-04,2.390244e-04,2.139097e-04,1.537700e-04,1.336134e-04,2.858252e-04,2.576399e-04,2.092243e-04,1.836153e-04,5.542495e-05,4.342680e-05,1.505370e-05,1.058217e-05,2.117359e-04,1.884370e-04,2.790870e-04,2.532053e-04,1.864769e-04,1.644977e-04,4.152625e-06,2.696680e-06,2.966469e-04,2.689895e-04,1.806419e-04,2.318084e-04,2.063048e-04
5.215000e+02,2.296941e-04,2.043465e-04,2.172830e-04,1.915092e-04,2.259777e-04,2.004912e-04,2.326674e-04,2.074387e-04,2.376142e-04,2.126015e-04,1.526683e-04,1.326190e-04,2.842490e-04,2.561597e-04,2.078482e-04,1.823509e-04,5.481668e-05,4.293021e-05,1.482027e-05,1.041167e-05,2.103807e-04,1.871859e-04,2.775831e-04,2.517887e-04,1.852056e-04,1.633323e-04,4.072499e-06,2.642632e-06,2.950707e-04,2.675065e-04,1.794432e-04,2.303974e-04,2.049979e-04
5.220000e+02,2.282928e-04,2.030491e-04,2.158887e-04,1.902222e-04,2.245782e-04,1.991965e-04,2.312649e-04,2.061393e-04,2.362104e-04,2.112995e-04,1.515729e-04,1.316305e-04,2.826792e-04,2.546858e-04,2.064789e-04,1.810929e-04,5.421405e-05,4.243845e-05,1.459005e-05,1.024364e-05,2.090321e-04,1.859411e-04,2.760852e-04,2.503780e-04,1.839407e-04,1.621731e-04,3.993774e-06,2.589571e-06,2.935006e-04,2.660297e-04,1.782505e-04,2.289929e-04,2.036973e-04
5.225000e+02,2.268980e-04,2.017579e-04,2.145009e-04,1.889416e-04,2.231851e-04,1.979081e-04,2.298689e-04,2.048462e-04,2.348130e-04,2.100038e-04,1.504837e-04,1.306479e-04,2.811156e-04,2.532181e-04,2.051161e-04,1.798414e-04,5.361703e-05,4.195151e-05,1.436301e-05,1.007804e-05,2.076899e-04,1.847024e-04,2.745933e-04,2.489733e-04,1.826823e-04,1.610202e-04,3.916428e-06,2.537480e-06,2.919367e-04,2.645590e-04,1.770640e-04,2.275949e-04,2.024029e-04
5.230000e+02,2.255095e-04,2.004729e-04,2.131197e-04,1.876674e-04,2.217985e-04,1.966259e-04,2.284793e-04,2.035593e-04,2.334219e-04,2.087143e-04,1.494008e-04,1.296713e-04,2.795583e-04,2.517565e-04,2.037600e-04,1.785964e-04,5.302557e-05,4.146935e-05,1.413912e-05,9.914838e-06,2.063541e-04,1.834700e-04,2.731074e-04,2.475745e-04,1.814303e-04,1.598734e-04,3.840440e-06,2.486343e-06,2.903790e-04,2.630945e-04,1.758835e-04,2.262032e-04,2.011149e-04
5.235000e+02,2.241275e-04,1.991942e-04,2.117450e-04,1.863996e-04,2.204183e-04,1.953501e-04,2.270960e-04,2.022786e-04,2.320371e-04,2.074309e-04,1.483241e-04,1.287005e-04,2.780072e-04,2.503012e-04,2.024105e-04,1.773578e-04,5.243963e-05,4.099191e-05,1.391834e-05,9.754005e-06,2.050247e-04,1.822438e-04,2.716274e-04,2.461815e-04,1.801848e-04,1.587328e-04,3.765790e-06,2.436145e-06,2.888274e-04,2.616360e-04,1.747091e-04,2.248180e-04,1.998330e-04
5.240000e+02,2.227518e-04,1.979217e-04,2.103767e-04,1.851380e-04,2.190445e-04,1.940804e-04,2.257191e-04,2.010041e-04,2.306587e-04,2.061537e-04,1.472535e-04,1.277355e-04,2.764623e-04,2.488520e-04,2.010676e-04,1.761256e-04,5.185918e-05,4.051918e-05,1.370062e-05,9.595512e-06,2.037017e-04,1.810237e-04,2.701534e-04,2.447944e-04,1.789457e-04,1.575983e-04,3.692455e-06,2.386871e-06,2.872820e-04,2.601836e-04,1.735408e-04,2.234391e-04,1.985575e-04
5.245000e+02,2.213825e-04,1.966554e-04,2.090150e-04,1.838828e-04,2.176771e-04,1.928171e-04,2.243485e-04,1.997358e-04,2.292866e-04,2.048827e-04,1.461891e-04,1.267764e-04,2.749237e-04,2.474090e-04,1.997312e-04,1.748998e-04,5.128416e-05,4.005110e-05,1.348593e-05,9.439329e-06,2.023851e-04,1.798097e-04,2.686853e-04,2.434132e-04,1.777129e-04,1.564700e-04,3.620416e-06,2.338505e-06,2.857426e-04,2.587373e-04,1.723784e-04,2.220667e-04,1.972881e-04
5.250000e+02,2.200196e-04,1.953954e-04,2.076597e-04,1.826339e-04,2.163161e-04,1.915599e-04,2.229842e-04,1.984736e-04,2.279207e-04,2.036177e-04,1.451308e-04,1.258230e-04,2.733912e-04,2.459722e-04,1.984014e-04,1.736804e-04,5.071455e-05,3.958765e-05,1.327424e-05,9.285427e-06,2.010749e-04,1.786019e-04,2.672231e-04,2.420378e-04,1.764866e-04,1.553477e-04,3.549652e-06,2.291032e-06,2.842094e-04,2.572971e-04,1.712221e-04,2.207005e-04,1.960249e-04
5.255000e+02,2.186630e-04,1.941414e-04,2.063108e-04,1.813912e-04,2.149614e-04,1.903089e-04,2.216263e-04,1.972176e-04,2.265612e-04,2.023589e-04,1.440786e-04,1.248755e-04,2.718649e-04,2.445415e-04,1.970782e-04,1.724673e-04,5.015031e-05,3.912879e-05,1.306551e-05,9.133777e-06,1.997710e-04,1.774002e-04,2.657669e-04,2.406683e-04,1.752665e-04,1.542316e-04,3.480144e-06,2.244438e-06,2.826823e-04,2.558629e-04,1.700718e-04,2.193407e-04,1.947679e-04
5.260000e+02,2.173127e-04,1.928936e-04,2.049684e-04,1.801548e-04,2.136131e-04,1.890641e-04,2.202746e-04,1.959677e-04,2.252078e-04,2.011062e-04,1.430325e-04,1.239336e-04,2.703448e-04,2.431169e-04,1.957615e-04,1.712606e-04,4.959139e-05,3.867448e-05,1.285971e-05,8.984350e-06,1.984734e-04,1.762046e-04,2.643165e-04,2.393045e-04,1.740528e-04,1.531215e-04,3.411870e-06,2.198708e-06,2.811613e-04,2.544347e-04,1.689274e-04,2.179873e-04,1.935170e-04
5.265000e+02,2.159686e-04,1.916520e-04,2.036323e-04,1.789247e-04,2.122711e-04,1.878255e-04,2.189293e-04,1.947239e-04,2.238607e-04,1.998595e-04,1.419925e-04,1.229975e-04,2.688309e-04,2.416984e-04,1.944512e-04,1.700602e-04,4.903775e-05,3.822469e-05,1.265680e-05,8.837118e-06,1.971821e-04,1.750150e-04,2.628721e-04,2.379466e-04,1.728454e-04,1.520174e-04,3.344813e-06,2.153828e-06,2.796463e-04,2.530125e-04,1.677890e-04,2.166401e-04,1.922723e-04
5.270000e+02,2.146309e-04,1.904165e-04,2.023027e-04,1.777007e-04,2.109354e-04,1.865930e-04,2.175901e-04,1.934862e-04,2.225198e-04,1.986189e-04,1.409585e-04,1.220671e-04,2.673231e-04,2.402860e-04,1.931475e-04,1.688661e-04,4.848935e-05,3.777937e-05,1.245674e-05,8.692054e-06,1.958971e-04,1.738315e-04,2.614335e-04,2.365944e-04,1.716442e-04,1.509194e-04,3.278952e-06,2.109783e-06,2.781375e-04,2.515964e-04,1.666565e-04,2.152992e-04,1.910337e-04
5.275000e+02,2.132994e-04,1.891870e-04,2.009794e-04,1.764830e-04,2.096060e-04,1.853667e-04,2.162572e-04,1.922546e-04,2.211852e-04,1.973843e-04,1.399305e-04,1.211423e-04,2.658215e-04,2.388797e-04,1.918502e-04,1.676782e-04,4.794617e-05,3.733850e-05,1.225950e-05,8.549128e-06,1.946183e-04,1.726540e-04,2.600007e-04,2.352480e-04,1.704494e-04,1.498274e-04,3.214269e-06,2.066559e-06,2.766346e-04,2.501863e-04,1.655298e-04,2.139646e-04,1.898012e-04
5.280000e+02,2.119742e-04,1.879636e-04,1.996624e-04,1.752714e-04,2.082829e-04,1.841464e-04,2.149306e-04,1.910290e-04,2.198567e-04,1.961557e-04,1.389085e-04,1.202232e-04,2.643260e-04,2.374795e-04,1.905594e-04,1.664966e-04,4.740815e-05,3.690204e-05,1.206505e-05,8.408315e-06,1.933458e-04,1.714825e-04,2.585738e-04,2.339074e-04,1.692608e-04,1.487414e-04,3.150745e-06,2.024144e-06,2.751378e-04,2.487821e-04,1.644091e-04,2.126363e-04,1.885748e-04
5.285000e+02,2.106552e-04,1.867463e-04,1.983518e-04,1.740660e-04,2.069661e-04,1.829322e-04,2.136101e-04,1.898095e-04,2.185343e-04,1.949331e-04,1.378924e-04,1.193097e-04,2.628366e-04,2.360853e-04,1.892750e-04,1.653213e-04,4.687526e-05,3.646995e-05,1.187335e-05,8.269586e-06,1.920795e-04,1.703170e-04,2.571528e-04,2.325725e-04,1.680784e-04,1.476613e-04,3.088362e-06,1.982522e-06,2.736471e-04,2.473839e-04,1.632943e-04,2.113142e-04,1.873545e-04
5.290000e+02,2.093424e-04,1.855350e-04,1.970475e-04,1.728667e-04,2.056555e-04,1.817241e-04,2.122958e-04,1.885960e-04,2.172182e-04,1.937165e-04,1.368823e-04,1.184018e-04,2.613534e-04,2.346972e-04,1.879970e-04,1.641521e-04,4.634746e-05,3.604219e-05,1.168438e-05,8.132915e-06,1.908194e-04,1.691574e-04,2.557375e-04,2.312433e-04,1.669022e-04,1.465871e-04,3.027101e-06,1.941682e-06,2.721623e-04,2.459916e-04,1.621853e-04,2.099983e-04,1.861402e-04
5.295000e+02,2.080358e-04,1.843298e-04,1.957496e-04,1.716735e-04,2.043511e-04,1.805221e-04,2.109877e-04,1.873884e-04,2.159081e-04,1.925059e-04,1.358781e-04,1.174995e-04,2.598762e-04,2.333151e-04,1.867255e-04,1.629892e-04,4.582471e-05,3.561874e-05,1.149808e-05,7.998276e-06,1.895655e-04,1.680039e-04,2.543281e-04,2.299198e-04,1.657321e-04,1.455189e-04,2.966944e-06,1.901609e-06,2.706836e-04,2.446053e-04,1.610821e-04,2.086886e-04,1.849319e-04
5.300000e+02,2.067354e-04,1.831305e-04,1.944579e-04,1.704865e-04,2.030529e-04,1.793261e-04,2.096857e-04,1.861869e-04,2.146042e-04,1.913012e-04,1.348798e-04,1.166027e-04,2.584051e-04,2.319390e-04,1.854603e-04,1.618324e-04,4.530697e-05,3.519956e-05,1.131444e-05,7.865641e-06,1.883178e-04,1.668562e-04,2.529245e-04,2.286021e-04,1.645683e-04,1.444566e-04,2.907873e-06,1.862292e-06,2.692108e-04,2.432249e-04,1.599847e-04,2.073851e-04,1.837297e-04
5.305000e+02,2.054412e-04,1.819373e-04,1.931724e-04,1.693055e-04,2.017609e-04,1.781360e-04,2.083899e-04,1.849913e-04,2.133063e-04,1.901024e-04,1.338873e-04,1.157114e-04,2.569400e-04,2.305689e-04,1.842014e-04,1.606818e-04,4.479421e-05,3.478460e-05,1.113343e-05,7.734985e-06,1.870762e-04,1.657145e-04,2.515266e-04,2.272900e-04,1.634106e-04,1.434002e-04,2.849872e-06,1.823716e-06,2.677441e-04,2.418504e-04,1.588931e-04,2.060878e-04,1.825334e-04
5.310000e+02,2.041530e-04,1.807499e-04,1.918932e-04,1.681306e-04,2.004751e-04,1.769520e-04,2.071002e-04,1.838016e-04,2.120146e-04,1.889095e-04,1.329007e-04,1.148257e-04,2.554811e-04,2.292047e-04,1.829489e-04,1.595374e-04,4.428639e-05,3.437385e-05,1.095500e-05,7.606282e-06,1.858407e-04,1.645786e-04,2.501345e-04,2.259835e-04,1.622590e-04,1.423496e-04,2.792923e-06,1.785870e-06,2.662833e-04,2.404819e-04,1.578072e-04,2.047966e-04,1.813431e-04
5.315000e+02,2.028711e-04,1.795686e-04,1.906203e-04,1.669618e-04,1.991955e-04,1.757740e-04,2.058166e-04,1.826179e-04,2.107289e-04,1.877226e-04,1.319199e-04,1.139454e-04,2.540281e-04,2.278466e-04,1.817027e-04,1.583990e-04,4.378347e-05,3.396726e-05,1.077912e-05,7.479507e-06,1.846113e-04,1.634486e-04,2.487481e-04,2.246828e-04,1.611135e-04,1.413049e-04,2.737008e-06,1.748742e-06,2.648284e-04,2.391191e-04,1.567271e-04,2.035115e-04,1.801588e-04
5.320000e+02,2.015952e-04,1.783931e-04,1.893536e-04,1.657989e-04,1.979220e-04,1.746019e-04,2.045391e-04,1.814401e-04,2.094493e-04,1.865414e-04,1.309449e-04,1.130705e-04,2.525812e-04,2.264944e-04,1.804629e-04,1.572668e-04,4.328542e-05,3.356480e-05,1.060577e-05,7.354634e-06,1.833881e-04,1.623245e-04,2.473675e-04,2.233876e-04,1.599742e-04,1.402660e-04,2.682112e-06,1.712318e-06,2.633795e-04,2.377623e-04,1.556528e-04,2.022326e-04,1.789804e-04
5.325000e+02,2.003254e-04,1.772236e-04,1.880930e-04,1.646421e-04,1.966546e-04,1.734357e-04,2.032677e-04,1.802681e-04,2.081757e-04,1.853662e-04,1.299757e-04,1.122011e-04,2.511403e-04,2.251481e-04,1.792293e-04,1.561406e-04,4.279219e-05,3.316644e-05,1.043492e-05,7.231639e-06,1.821709e-04,1.612062e-04,2.459926e-04,2.220981e-04,1.588408e-04,1.392329e-04,2.628217e-06,1.676587e-06,2.619365e-04,2.364113e-04,1.545841e-04,2.009598e-04,1.778079e-04
5.330000e+02,1.990617e-04,1.760599e-04,1.868386e-04,1.634913e-04,1.953933e-04,1.722755e-04,2.020023e-04,1.791021e-04,2.069081e-04,1.841967e-04,1.290122e-04,1.113371e-04,2.497054e-04,2.238078e-04,1.780020e-04,1.550205e-04,4.230374e-05,3.277214e-05,1.026653e-05,7.110497e-06,1.809598e-04,1.600937e-04,2.446234e-04,2.208142e-04,1.577136e-04,1.382056e-04,2.575308e-06,1.641537e-06,2.604995e-04,2.350662e-04,1.535211e-04,1.996930e-04,1.766413e-04
