width,k,line,E_keV,tail,f,Ne_mean,sigma_Ne,z_event,z_ROI_edge,P_Ne_le_event,P_Ne_le_ROI,P_V,P_G,P_B,S1c_if_Ne_event,P_G_over_P_V
raw,1.0,I125_K,67.3,neg_skew,0.1,1060.6058341147543,287.102960224202,2.7584813209061902,2.268087592171891,0.009715859834600837,0.023916148445667536,0.0029352240359828033,0.011518152915049457,0.005938419609548948,521.2531628687107,3.924113721422571
raw,1.0,I125_K,67.3,neg_skew,0.2,942.7607414353372,286.9948024910405,2.3489033753388684,1.8583248353341346,0.020754926329915102,0.047146445121244294,0.005762146364180621,0.02130618277296558,0.012568255456866257,521.2531628687107,3.6976122136382643
raw,1.0,I125_K,67.3,neg_skew,0.3,824.91564875592,286.8751723097807,1.9390941471777339,1.448311030390735,0.041460928541374883,0.08702138330055986,0.010502210446671179,0.03660211231951302,0.024734250517315398,521.2531628687107,3.4851817629606314
raw,1.0,I125_K,67.3,neg_skew,0.4,707.0705560765028,286.74405532143953,1.5290042348937283,1.0379967019313716,0.07753331205996933,0.15058408551593683,0.01777054615889848,0.058389958892907164,0.04526221942855693,521.2531628687107,3.2857717692412503
raw,1.0,beta_at_Eee,69.6,nest_skew,0.0,1226.455611560738,300.3520315706494,3.18898435743065,2.7202227830249717,2.4606490721876262e-05,0.0003777961568686983,2.517637245425965e-05,0.00032783728239300735,1.012407086609462e-05,540.0770500593699,13.0216250569307
raw,1.0,beta_at_Eee,69.6,nest_skew,0.1,1103.8100504046643,300.25648697067237,2.7815298103012167,2.3126190713010844,0.00027202675905074747,0.0027076254637334596,0.00023976043111995267,0.002232585489642635,0.00012572118947743317,540.0770500593699,9.311734547748072
raw,1.0,beta_at_Eee,69.6,nest_skew,0.2,981.1644892485904,300.14946863872876,2.373906611664851,1.9048286824799558,0.0020613992640999834,0.013554529050417985,0.0015334325119673745,0.010373803852219695,0.0010615342093648122,540.0770500593699,6.765086674020128
raw,1.0,beta_at_Eee,69.6,nest_skew,0.3,858.5189280925165,300.0309642970895,1.9660678967421445,1.4968046941095376,0.010880407603973963,0.04850723682403185,0.006653950401086435,0.03334805037937434,0.006162256505461132,540.0770500593699,5.011767201319893
raw,1.0,beta_at_Eee,69.6,nest_skew,0.4,735.8733669364427,299.9009603298397,1.557966620924265,1.08849999754249,0.040890568106891345,0.12804717368170415,0.019887217746382187,0.07567622124854448,0.024941736620291678,540.0770500593699,3.8052694053853373
raw,1.0,beta_at_Eee,69.6,gauss,0.0,1226.455611560738,300.3520315706494,3.18898435743065,2.7202227830249717,0.0007138680162047594,0.0032618973565744246,0.00041340349271785926,0.0022740556942005075,0.00040785727996359275,540.0770500593699,5.500813936645938
