window,signal,case,exposure_tyr,kappa_DL,sigma_n_DL_cm2,n_crit
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),74.98942093324558,0.0018256664598744322,5.411718926221605e-41,3
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),86.59643233600653,0.0015766914841614948,4.673696610626269e-41,3
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),100.0,0.001361088037784652,4.034595615477125e-41,3
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),115.47819846894582,0.001174383145228831,3.4811569546540503e-41,3
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),133.3521432163324,0.0010127033692787161,3.001898819213098e-41,3
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),153.9926526059492,0.0008726944514970677,2.586878372241166e-41,3
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),177.82794100389228,0.0009513835833339312,2.820132076249504e-41,4
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),205.3525026457146,0.0008195937045528081,2.429474857661335e-41,4
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),237.13737056616552,0.0007054683713484078,2.091179643700906e-41,4
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),273.8419634264361,0.0006066399044018173,1.7982280576477146e-41,4
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),316.22776601683796,0.0005210579778937003,1.5445424356539042e-41,4
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),365.1741272548377,0.0005410352484803234,1.6037599190792799e-41,5
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),421.6965034285823,0.000464246686419374,1.3761399656233984e-41,5
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),486.9675251658631,0.00039775053123247163,1.1790292066457266e-41,5
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),562.341325190349,0.00034016723319999984,1.0083383216206383e-41,5
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),649.3816315762114,0.00034193332411621417,1.0135734441617856e-41,6
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),749.8942093324558,0.00029183152320772133,8.650595342152085e-42,6
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),865.9643233600654,0.0002484451510848776,7.364517866787632e-42,6
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),1000.0,0.00024378252713545218,7.226306365248106e-42,7
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),1154.781984689458,0.0002068364347130246,6.131134426633777e-42,7
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),1333.521432163324,0.0001991560958519001,5.903470523680763e-42,8
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),1539.926526059492,0.00018899059649135172,5.602140425916042e-42,9
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),1778.2794100389228,0.00015938857756721449,4.7246646679556216e-42,9
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),2053.525026457146,0.00014919183523583862,4.422408452631892e-42,10
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),2371.373705661655,0.00013817534242401727,4.0958528415132084e-42,11
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),2738.4196342643613,0.0001267716968825846,3.7578210829150997e-42,12
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),3162.2776601683795,0.00011530388524804214,3.4178872854279824e-42,13
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),3651.741272548377,0.00010400953800482605,3.0830953939253295e-42,14
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),4216.965034285822,0.0001002861198817655,2.9727242348463095e-42,16
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),4869.675251658631,8.880376495230004e-05,2.632359338765258e-42,17
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),5623.413251903491,8.335667657169117e-05,2.4708944056571026e-42,19
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),6493.816315762113,7.713790202718465e-05,2.2865548198670136e-42,21
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),7498.942093324558,7.442300307851896e-05,2.206078619278414e-42,24
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),8659.643233600653,7.04017631066658e-05,2.0868792970536234e-42,27
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),10000.0,6.549413905371965e-05,1.941405397226731e-42,30
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),11547.819846894581,6.254282635296176e-05,1.853921318667342e-42,34
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),13335.21432163324,5.858198404782766e-05,1.7365123300180806e-42,38
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),15399.26526059492,5.5816334938894215e-05,1.6545317713834412e-42,43
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),17782.794100389227,5.212478721912697e-05,1.5451053284860424e-42,48
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),20535.25026457146,5.058842971912505e-05,1.499563959660245e-42,55
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),23713.737056616552,4.791202369230962e-05,1.4202287827924681e-42,62
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),27384.196342643612,4.649891514626725e-05,1.378340812390969e-42,71
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),31622.776601683792,4.4881980668011125e-05,1.3304109461708228e-42,81
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),36517.41272548377,4.302367385672954e-05,1.2753262175943294e-42,92
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),42169.65034285822,4.1576638746340654e-05,1.2324325814022218e-42,105
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),48696.75251658631,4.0282978654878184e-05,1.1940853533902302e-42,120
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),56234.13251903491,3.946390204062272e-05,1.1698059326262826e-42,138
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),64938.16315762113,3.838957026742281e-05,1.1379601288179185e-42,158
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),74989.42093324558,3.739628074922054e-05,1.1085166143369521e-42,181
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),86596.43233600653,3.664889651744279e-05,1.0863623299637296e-42,208
ext 200-420 keV (1000 phd),O1 inelastic d=366,all modelled NR-band backgrounds (25% sys),100000.0,3.620012226119776e-05,1.0730595707275805e-42,240
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1.0,2.9454647052952834,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1.1547819846894583,2.550667350501984,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1.333521432163324,2.208786926294062,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1.539926526059492,1.9127306760747955,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1.7782794100389228,1.6563565256771509,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,2.053525026457146,1.4343456580010427,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,2.371373705661655,1.2420921671953207,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,2.7384196342643614,1.075607503116133,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,3.1622776601683795,0.9314377236369713,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,3.651741272548377,0.8065918381013295,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,4.216965034285822,0.6984797553091692,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,4.869675251658631,0.6048585486870087,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,5.623413251903491,0.5237859238422966,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,6.493816315762113,0.4535799231256211,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,7.498942093324558,0.392784031219189,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,8.659643233600654,0.34013695782136366,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,10.0,0.29454647052952837,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,11.547819846894582,0.25506673505019845,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,13.33521432163324,0.22087869262940615,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,15.39926526059492,0.19127306760747956,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,17.78279410038923,0.16563565256771506,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,20.53525026457146,0.14343456580010427,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,23.71373705661655,0.12420921671953206,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,27.384196342643612,0.10756075031161329,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,31.622776601683793,0.09314377236369713,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,36.51741272548377,0.08065918381013294,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,42.169650342858226,0.0698479755309169,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,48.69675251658631,0.060485854868700874,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,56.23413251903491,0.052378592384229664,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,64.93816315762113,0.045357992312562115,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,74.98942093324558,0.039278403121918895,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,86.59643233600653,0.03401369578213638,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,100.0,0.029454647052952834,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,115.47819846894582,0.025506673505019842,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,133.3521432163324,0.022087869262940617,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,153.9926526059492,0.019127306760747954,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,177.82794100389228,0.016563565256771506,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,205.3525026457146,0.014343456580010426,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,237.13737056616552,0.012420921671953205,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,273.8419634264361,0.010756075031161329,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,316.22776601683796,0.009314377236369712,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,365.1741272548377,0.008065918381013294,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,421.6965034285823,0.006984797553091691,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,486.9675251658631,0.006048585486870087,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,562.341325190349,0.005237859238422967,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,649.3816315762114,0.0045357992312562104,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,749.8942093324558,0.00392784031219189,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,865.9643233600654,0.0034013695782136376,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1000.0,0.002945464705295283,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1154.781984689458,0.0025506673505019846,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1333.521432163324,0.0022087869262940618,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1539.926526059492,0.0019127306760747954,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,1778.2794100389228,0.0016563565256771508,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,2053.525026457146,0.0014343456580010426,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,2371.373705661655,0.0012420921671953205,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,2738.4196342643613,0.0010756075031161329,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,3162.2776601683795,0.0009314377236369713,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,3651.741272548377,0.0008065918381013295,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,4216.965034285822,0.0006984797553091692,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,4869.675251658631,0.0006048585486870087,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,5623.413251903491,0.0005237859238422965,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,6493.816315762113,0.0004535799231256211,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,7498.942093324558,0.00039278403121918894,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,8659.643233600653,0.0003401369578213638,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,10000.0,0.00029454647052952834,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,11547.819846894581,0.0002550667350501984,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,13335.21432163324,0.00022087869262940618,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,15399.26526059492,0.00019127306760747953,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,17782.794100389227,0.00016563565256771508,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,20535.25026457146,0.00014343456580010426,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,23713.737056616552,0.00012420921671953204,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,27384.196342643612,0.00010756075031161329,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,31622.776601683792,9.314377236369714e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,36517.41272548377,8.065918381013294e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,42169.65034285822,6.984797553091692e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,48696.75251658631,6.048585486870087e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,56234.13251903491,5.2378592384229654e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,64938.16315762113,4.535799231256211e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,74989.42093324558,3.9278403121918895e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,86596.43233600653,3.4013695782136375e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),no background,100000.0,2.9454647052952833e-05,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1.0,2.945409482100107,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1.1547819846894583,2.5506121273068083,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1.333521432163324,2.208731703098886,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1.539926526059492,1.9126754528796193,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1.7782794100389228,1.6563013024819748,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",2.053525026457146,1.4342904348058667,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",2.371373705661655,1.2420369440001444,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",2.7384196342643614,1.0755522799209567,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",3.1622776601683795,0.9313825004417953,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",3.651741272548377,0.8065366149061535,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",4.216965034285822,0.6984245321139931,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",4.869675251658631,0.6048033254918327,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",5.623413251903491,0.5237307006471205,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",6.493816315762113,0.45352469993044503,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",7.498942093324558,0.3927288080240129,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",8.659643233600654,0.3400817346261876,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",10.0,0.2944912473343523,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",11.547819846894582,0.25501151185502235,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",13.33521432163324,0.2208234694342301,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",15.39926526059492,0.1912178444123035,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",17.78279410038923,0.165580429372539,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",20.53525026457146,0.14337934260492818,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",23.71373705661655,0.124153993524356,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",27.384196342643612,0.10750552711643721,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",31.622776601683793,0.15729106170998314,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",36.51741272548377,0.1362010459459402,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",42.169650342858226,0.11793784471517761,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",48.69675251658631,0.10212256401899164,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",56.23413251903491,0.0884270951721694,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",64.93816315762113,0.07656730775913213,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",74.98942093324558,0.06629715497680709,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",86.59643233600653,0.0574035690718565,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",100.0,0.04970204097143134,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",115.47819846894582,0.04303279240110814,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",133.3521432163324,0.03725746107558813,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",153.9926526059492,0.032256230192104,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",177.82794100389228,0.02792534267412021,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",205.3525026457146,0.024174948595060825,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",237.13737056616552,0.020927241124054568,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",273.8419634264361,0.018114842321453203,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",316.22776601683796,0.015679405295339854,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",365.1741272548377,0.013570403718935559,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",421.6965034285823,0.011744083595859302,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",486.9675251658631,0.0101625555262407,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",562.341325190349,0.008793008641558478,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",649.3816315762114,0.00760702990025475,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",749.8942093324558,0.006580014622022246,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",865.9643233600654,0.005690656031527188,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1000.0,0.004920503221484671,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1154.781984689458,0.004253578364452352,,2
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1333.521432163324,0.005050286961875951,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1539.926526059492,0.0043659664533834235,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",1778.2794100389228,0.003773369307285277,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",2053.525026457146,0.0032602013206392898,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",2371.373705661655,0.002815816152313351,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",2738.4196342643613,0.00243099445071273,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",3162.2776601683795,0.002097752586271879,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",3651.741272548377,0.0018091770206161112,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",4216.965034285822,0.0015592808761647665,,3
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",4869.675251658631,0.0016997298630423243,,4
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",5623.413251903491,0.001464503542412699,,4
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",6493.816315762113,0.0012608059408321882,,4
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",7498.942093324558,0.0010844110851094529,,4
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",8659.643233600653,0.000931659433229318,,4
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",10000.0,0.0007993819523668047,,4
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",11547.819846894581,0.0008302593015400166,,5
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",13335.21432163324,0.0007115730559398573,,5
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",15399.26526059492,0.0006087950015765688,,5
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",17782.794100389227,0.0006119472244328361,,6
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",20535.25026457146,0.0005225225858064073,,6
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",23713.737056616552,0.00044508403912655345,,6
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",27384.196342643612,0.0004367619138901807,,7
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",31622.776601683792,0.0003708183568997139,,7
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",36517.41272548377,0.0003571100367449357,,8
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",42169.65034285822,0.0003018426730032728,,8
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",48696.75251658631,0.0002861306330669516,,9
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",56234.13251903491,0.00026793088811535783,,10
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",64938.16315762113,0.0002482680043314582,,11
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",74989.42093324558,0.00022791410760369338,,12
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",86596.43233600653,0.00020744568346205586,,13
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS central (Helm, 25% sys)",100000.0,0.00018728686876015168,,14
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.0,2.9453981686812947,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.1547819846894583,2.550600813887996,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.333521432163324,2.2087203896800736,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.539926526059492,1.9126641394608073,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",1.7782794100389228,1.6562899890631624,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2.053525026457146,1.4342791213870543,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2.371373705661655,1.2420256305813322,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",2.7384196342643614,1.0755409665021445,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",3.1622776601683795,0.931371187022983,,1
ext 200-420 keV (1000 phd),L10 (d10=1),"atm CEvNS maximal (hard shape, 25% sys)",3.651741272548377,0.8065253014873411,,1
