label,n_emitted,source,E_keV,mode,att_scale,angular,shell_cm,P_wall12,err_wall12,n_wall12,P_wall12_pos,err_wall12_pos,n_wall12_pos,f_pos_wall12,f_near_wall12,P_rfr12,err_rfr12,n_rfr12,P_rfr12_pos,err_rfr12_pos,n_rfr12_pos,f_pos_rfr12,f_near_rfr12,P_mixed12,err_mixed12,n_mixed12,P_mixed12_pos,err_mixed12_pos,n_mixed12_pos,f_pos_mixed12,f_near_mixed12,P_ss_roi,err_ss_roi,n_ss_roi,P_ss_roi_pos,err_ss_roi_pos,n_ss_roi_pos,f_pos_ss_roi,f_near_ss_roi,P_wall_roi,err_wall_roi,n_wall_roi,P_wall_roi_pos,err_wall_roi_pos,n_wall_roi_pos,f_pos_wall_roi,f_near_wall_roi,P_rfr_roi,err_rfr_roi,n_rfr_roi,P_rfr_roi_pos,err_rfr_roi_pos,n_rfr_roi_pos,f_pos_rfr_roi,f_near_rfr_roi,P_wall_any,err_wall_any,n_wall_any,P_wall_any_pos,err_wall_any_pos,n_wall_any_pos,f_pos_wall_any,f_near_wall_any,P_rfr_any,err_rfr_any,n_rfr_any,P_rfr_any_pos,err_rfr_any_pos,n_rfr_any_pos,f_pos_rfr_any,f_near_rfr_any,P_beta_8_16,standoff
cathode_1173_forced12,150000,cathode,1173.0,forced12,1.0,lambert,0.3,2.6246079002315467e-09,1.9502435003666882e-10,1474,5.396468668350279e-12,1.3084417303540758e-12,293,0.0020561047110595814,0.40472897353024,9.303982663847194e-10,1.7185161616802102e-10,454,2.586699776936032e-13,1.5376392673440977e-13,32,0.00027802070042405174,0.24977142962267634,5.8460121001458e-13,4.722663986515957e-13,12,0.0,0.0,0,0.0,1.0141929658232073e-05,1.3591213218294786e-06,1.7985317565956966e-08,49139,2.077771897694436e-09,1.0756187531104362e-10,12563,0.0015287611667349904,0.3750381219401183,7.17759160132784e-09,3.3165290849165675e-10,3635,1.1898679067813009e-11,2.0591798813197355e-12,678,0.0016577537046844205,0.39165671006198166,9.499382303829301e-10,1.6886763982461531e-10,473,2.867885872355238e-13,1.5638699736565476e-13,23,0.0003019023532929255,0.3150330398310238,7.955702598550304e-07,2.1068162079207666e-07,409797,8.681365427567545e-10,2.2872122351766082e-10,64300,0.001091212915519174,0.737914839585184,0.0001585526584249683,8.533682802139574e-06,123723,1.2052932188286338e-06,1.1584338734899761e-07,35565,0.007601848059829368,0.040460074020161316,,
cathode_1173_general,60000,cathode,1173.0,general,1.0,lambert,0.3,1.5864194542694557e-09,1.566136745341113e-09,7,1.4207355039592426e-13,9.777628872404289e-14,4,8.955610700156785e-05,0.0,9.693891546820124e-09,7.654628270548504e-09,3,0.0,0.0,0,0.0,0.2510818252661364,0.0,0.0,0,0.0,0.0,0,,,1.2398518428642337e-05,1.0205435882192654e-06,1394,2.579179529936585e-08,6.510798365975205e-09,381,0.0020802320412560862,0.3413009788929705,3.521544725978828e-08,1.443917599048496e-08,78,7.927652336637461e-13,3.2015338557067775e-13,13,2.25118604291869e-05,0.2848287855502349,5.368515967993059e-09,3.790111567843239e-09,5,0.0,0.0,0,0.0,0.45337668696875794,5.958833123584457e-06,3.390529705553608e-07,129938,1.0035063492660493e-08,2.2855595851418725e-09,23125,0.0016840651994335484,0.4596618392537807,0.00016121367430762024,1.1990620834443996e-05,125574,1.3324683848379646e-06,2.426158683608851e-07,18848,0.008265231783598033,0.04672189273896052,,
cathode_1332_forced12,150000,cathode,1332.0,forced12,1.0,lambert,0.3,2.4418000458027962e-09,1.888548598188726e-10,1241,5.103765830421389e-12,1.1695458441455335e-12,265,0.002090165343060845,0.32824529376396655,7.85025195955339e-10,1.7810699635711392e-10,267,1.6168733898667845e-13,8.873950301121699e-14,18,0.0002059645216736165,0.157776407126591,1.478701607443174e-13,1.4211480595007035e-13,5,0.0,0.0,0,0.0,0.01617523782172995,1.3987052017120853e-06,1.7792598069919274e-08,48713,2.908408527992653e-09,1.4109988850242213e-10,12489,0.0020793577691944056,0.36726147469176595,5.654758183015473e-09,2.818224431864034e-10,2924,1.4077282922724099e-11,2.490857154500218e-12,594,0.002489457986904969,0.39178118334731943,4.947923750274841e-10,9.34094197787866e-11,286,1.4727991294027044e-13,8.821092703010336e-14,12,0.00029766002948628607,0.15143194274762004,6.443667042351118e-07,9.254454811700798e-08,416857,1.835749561966558e-09,6.082900742889847e-10,67389,0.0028489205756614374,0.4681133285307482,0.0001686420398837626,8.081966512619239e-06,129943,1.5965936243556114e-06,1.4723807897409732e-07,37696,0.009467352419693641,0.04795505541599191,,
cathode_1332_general,60000,cathode,1332.0,general,1.0,lambert,0.3,2.116279329766502e-12,2.116279329766502e-12,1,2.116279329766502e-12,2.116279329766502e-12,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,,,0.0,0.0,0,0.0,0.0,0,,,1.2082432797635501e-05,1.0310866163055497e-06,1112,2.5486181669591968e-08,1.1016007482529864e-08,277,0.002109358445972863,0.3904036174745299,6.009254299548004e-08,1.7379538465120438e-08,54,7.361895656157657e-11,5.03425783242154e-11,16,0.001225093046355418,0.3902986109302032,8.948063635838127e-09,8.948063635838127e-09,1,0.0,0.0,0,0.0,0.0,7.295762235528223e-06,4.1873937358423325e-07,136351,1.3310621303894589e-08,1.6511404393078693e-09,24478,0.0018244318926781584,0.382252838388552,0.00018925902077204158,1.4912946297209944e-05,139701,1.9620557232628752e-06,3.290325328093162e-07,19058,0.010367039390033243,0.04343585758796056,,
cathode_1461_forced12,150000,cathode,1461.0,forced12,1.0,lambert,0.3,1.7719463248411552e-09,1.4291660850862776e-10,1082,2.4395714898556916e-12,7.574433153401163e-13,212,0.0013767750499295657,0.37611908030346997,4.0345949933723417e-10,8.586966132998529e-11,198,4.423785402214021e-13,4.207762269863017e-13,3,0.00109646331527229,0.33470888903187196,9.62674862060906e-16,8.013238461542264e-16,3,0.0,0.0,0,0.0,0.0,1.3866484622110074e-06,1.7165428874094455e-08,49126,2.9187211044379687e-09,1.2818130888854343e-10,12663,0.0021048745835581684,0.36763209022542265,4.3911207784492615e-09,2.1956098664695892e-10,2592,7.381436513693237e-12,1.3618574969754779e-12,508,0.001680991456650394,0.4032480896478981,3.656804641929549e-10,8.374617680978991e-11,200,4.2042485500654515e-13,4.2020312814437105e-13,2,0.0011497055385072577,0.34790978908066966,7.954742921866057e-07,1.470260785295747e-07,425663,1.524365631823622e-09,4.74846407596063e-10,69100,0.0019162977946571152,0.40022358102601996,0.0001928703231159151,9.717745795608352e-06,134062,2.174116975598427e-06,2.0108007162186456e-07,39020,0.011272428751476618,0.051705596967256455,,
cathode_1461_general,60000,cathode,1461.0,general,1.0,lambert,0.3,5.073083724598654e-10,5.030594779370476e-10,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,,0.0,0.0,0,0.0,0.0,0,,,1.2054249272981983e-05,1.084370989081825e-06,953,3.5052958526444975e-08,1.492630139581116e-08,226,0.002907933769464315,0.395277988741326,1.7102168964680494e-08,6.610798253582085e-09,33,3.307612701838082e-11,1.8242008237771518e-11,11,0.0019340311212390573,0.6192052770309656,5.084773595285152e-10,4.891766644339577e-10,2,0.0,0.0,0,0.0,0.0,8.457342180198844e-06,4.156586246290635e-07,142036,1.7526640480928406e-08,2.01896739804729e-09,25418,0.002072357971037697,0.42298055667830803,0.00018931713845532283,1.515012023789762e-05,141447,2.1185643619807084e-06,2.917638522073708e-07,20642,0.01119055770262802,0.03977016130477381,,
cathode_1764_forced12,150000,cathode,1764.0,forced12,1.0,lambert,0.3,1.4847111667572483e-09,1.2965014018274298e-10,810,5.925100185095431e-12,2.0224034395858606e-12,152,0.003990742656052368,0.3220780921583465,1.483338462231601e-10,3.6488403464646954e-11,81,5.381837257846248e-15,5.381837257846248e-15,1,3.628192347786607e-05,0.2935556575682725,2.3160640664183693e-14,1.6518504748481977e-14,3,0.0,0.0,0,0.0,0.628050031311072,1.6153741399849415e-06,1.872331689289142e-08,49081,6.079965730423326e-09,2.436380129570033e-10,12798,0.0037638127167740868,0.3350846350265397,3.72743446007854e-09,2.070478610839327e-10,1936,1.005850550643709e-11,1.8043129994770158e-12,386,0.0026985063357023186,0.3441055803138728,1.179724491392429e-10,2.8139207686568022e-11,92,1.8898968398765827e-15,1.8898968398765827e-15,1,1.6019815250643286e-05,0.2187064269673369,9.341020420343331e-07,1.4926196801451922e-07,441620,2.2525784626132793e-09,7.352867339731968e-10,75804,0.00241149078071546,0.46880994466905895,0.00018744278348214587,9.193966410675555e-06,141132,3.053406734869021e-06,2.9578161457424514e-07,40713,0.016289806831426303,0.050602988071631334,,
cathode_1764_general,60000,cathode,1764.0,general,1.0,lambert,0.3,3.4845993174513236e-10,3.4391215496960105e-10,2,3.438816801579275e-10,3.438816801579275e-10,1,0.9868614690811756,0.0,0.0,0.0,0,0.0,0.0,0,,,0.0,0.0,0,0.0,0.0,0,,,1.5355422961836058e-05,1.4767193828020381e-06,745,8.234641475434108e-08,2.4764520792837244e-08,207,0.005362692708563129,0.4134232060892227,8.095593150282435e-09,5.101525699523493e-09,20,7.066748508591013e-10,4.911401435081126e-10,4,0.08729130006174375,0.028182779003070122,0.0,0.0,0,0.0,0.0,0,,,1.0791594123742757e-05,3.628828038351497e-07,151366,3.744390443366465e-08,4.071788414617422e-09,28992,0.0034697287540942376,0.3629064068468069,0.00020444428412537508,1.4561005732291627e-05,155286,2.732824557363192e-06,4.21131249154169e-07,21266,0.013367087121336649,0.04511358608410077,,
cathode_2615_forced12,150000,cathode,2615.0,forced12,1.0,lambert,0.3,4.80897468378483e-10,5.3373657997029333e-11,441,2.1213980263182548e-12,5.930996450985329e-13,86,0.004411331241712092,0.19164898168522687,2.1282328415084314e-11,1.1408675926492335e-11,14,0.0,0.0,0,0.0,0.055825893092646246,0.0,0.0,0,0.0,0.0,0,,,1.2584392105541506e-06,1.3462880502395713e-08,49075,7.5551745335075e-09,2.6811798168324466e-10,12611,0.00600360706353118,0.31677849363293736,1.2874567693458036e-09,8.65411216892981e-11,1137,9.01463540558884e-12,1.7614956699598092e-12,245,0.007001893671481841,0.27649369964219384,1.8511447160981816e-12,1.0757361087728322e-12,12,0.0,0.0,0,0.0,0.36727240950010737,1.2289578635866276e-06,2.857270303720883e-07,449443,7.612427234181375e-09,3.9573042767247635e-09,77198,0.006194213373569244,0.4612642032522235,0.00017998623945583695,7.995555351993312e-06,153333,3.267788878351818e-06,2.7482858349852153e-07,44587,0.01815577062019584,0.05164271475436951,,
cathode_2615_general,60000,cathode,2615.0,general,1.0,lambert,0.3,0.0,0.0,0,0.0,0.0,0,,,0.0,0.0,0,0.0,0.0,0,,,0.0,0.0,0,0.0,0.0,0,,,1.2738486276585815e-05,1.4625993059832057e-06,429,9.150659288730391e-08,2.5917311462948203e-08,102,0.007183474621745216,0.3024205658917741,9.67077493536714e-09,6.005213795170363e-09,9,1.038315215558572e-10,8.829930033879564e-11,2,0.010736628889597394,0.0004773914760134992,0.0,0.0,0,0.0,0.0,0,,,1.3569297500275539e-05,3.414953372993955e-07,165128,8.303161506927178e-08,1.1396949372859878e-08,32209,0.006119079861546682,0.3248930209514872,0.0002192239453600483,1.4654869101061101e-05,172177,3.1865659734511397e-06,4.308479251332582e-07,24959,0.014535665655581547,0.04628354881034928,,
cathode_352_forced12,150000,cathode,352.0,forced12,1.0,lambert,0.3,1.161531970932723e-10,1.0866080360366527e-11,3347,3.066138454898287e-17,1.3778615873724041e-17,45,2.6397365992742705e-07,0.6540442567141009,6.032433420580797e-17,1.6190966734854946e-17,67,0.0,0.0,0,0.0,0.8173703804774501,9.36854492616953e-14,3.820650016130907e-14,181,0.0,0.0,0,0.0,0.8975853453518341,9.711548460350698e-09,3.3781272196228677e-10,19004,7.227855573778248e-15,1.967013923111843e-15,544,7.442536690505523e-07,0.6466126413695469,4.1675662227082203e-10,2.17327726712148e-11,8887,2.146855763853807e-16,6.401335541855056e-17,139,5.151341692319193e-07,0.6650694674390847,6.3150079542294635e-12,1.1862551603455934e-12,1586,6.666666666666666e-20,6.666666666666666e-20,1,1.0556861867769588e-08,0.6576174693382633,8.844136109613783e-09,3.1536232832445037e-09,107926,8.644050487205738e-13,8.309749155607872e-13,3655,9.773764650466486e-05,0.5519481293971157,3.3338656404287734e-06,4.1210256823239497e-07,50440,5.217619953636356e-10,1.3077338534743492e-10,15497,0.0001565036062150756,0.050274683029559966,,
cathode_352_general,60000,cathode,352.0,general,1.0,lambert,0.3,3.577358679719458e-11,2.0198249976778478e-11,76,3.3339684458929485e-18,3.010862235642008e-18,2,9.319637040573196e-08,0.01933431177259097,1.869117997405839e-17,1.3165603341533397e-17,7,0.0,0.0,0,0.0,0.17123363680807668,1.2026124910399182e-14,1.0492606755964332e-14,12,0.0,0.0,0,0.0,0.0013070940826736199,7.943242931501026e-08,8.318749377731947e-09,2916,9.353201086715685e-14,5.121210741808298e-14,121,1.177504095918192e-06,0.6141555562943017,2.482355111597709e-09,3.895646389807062e-10,1184,1.2549528864151887e-15,7.827154014733863e-16,33,5.055492989508129e-07,0.5802216641314792,5.6443229717685465e-11,2.2618289842647788e-11,388,0.0,0.0,0,0.0,0.5951495274450458,2.0145712822102592e-08,2.4054394940721394e-09,26824,2.167733655750002e-13,1.8691406183629838e-13,1479,1.0760272792987017e-05,0.6697176497407777,3.740099841568507e-06,7.063577847185586e-07,28023,2.429330635519437e-10,8.823806094606997e-11,6312,6.495363060951429e-05,0.09240591264309786,,
cathode_609_forced12,150000,cathode,609.0,forced12,1.0,lambert,0.3,2.1243335549588334e-09,1.4107579195866792e-10,3430,2.3485743854149734e-13,7.999465585519802e-14,438,0.00011055582019747766,0.49589819389645057,1.0807828165912596e-09,1.3367288082894372e-10,2494,3.836907004078232e-15,1.8937093825978214e-15,89,3.5501184374670793e-06,0.5436678220383149,1.156389622211661e-11,3.833210191704892e-12,185,1.1511366525415663e-16,1.0334321442830055e-16,8,9.954574396300373e-06,0.33819287277023286,3.214040417438924e-07,6.1126058126506e-09,39349,3.8748299269704335e-11,4.02129362585736e-12,6382,0.0001205594648389037,0.48302252775052673,5.6751539566865325e-09,2.2975964867108066e-10,8301,5.046983671663981e-13,9.769351559907217e-14,1009,8.893122037187318e-05,0.5259956224491237,1.9820274928744057e-09,1.779949027460766e-10,3365,9.192500822962543e-15,3.0933641191661763e-15,171,4.6379280085723e-06,0.443613889658418,6.40330799028712e-07,2.5874418441541316e-07,277451,1.0547797791641171e-10,4.1163291131668506e-11,28540,0.000164724198924066,0.5364737830179778,6.291163889086443e-05,4.115060849770844e-06,85677,1.8597338925958593e-07,4.0062492757084e-08,24891,0.0029561046658187064,0.039744246521427606,,
cathode_609_general,60000,cathode,609.0,general,1.0,lambert,0.3,3.431717308304883e-09,1.6666935866263586e-09,34,7.751260727966242e-14,5.480768871674701e-14,4,2.258711901824752e-05,0.2560095720408896,8.456084924688119e-11,5.158482120308853e-11,43,2.1211592603921795e-16,1.329757167963293e-16,5,2.5084412932033237e-06,0.5732879932435452,0.0,0.0,0,0.0,0.0,0,,,2.9689019914078343e-06,2.313844844422643e-07,3137,3.2237425348496285e-10,1.3341039511230583e-10,683,0.00010858366305722845,0.4490066990062365,5.036044713766237e-08,1.0033072004378304e-08,519,5.706874066235654e-13,2.1488555351351557e-13,92,1.1332055989565932e-05,0.3914400519982895,7.965945540634793e-09,2.605939382922346e-09,267,1.2128417242598165e-13,1.169114409634258e-13,18,1.522533286316149e-05,0.3724559842430974,1.025664520537515e-06,1.0478854271189507e-07,76271,1.0045429603788995e-10,1.620027527535998e-11,9552,9.79406950581125e-05,0.4040282041672089,5.524389713255036e-05,5.85397370169742e-06,72171,1.7040010750156943e-07,4.250453444633367e-08,11245,0.0030845055534861545,0.04378999059272078,,
top_1120_forced12,500000,top,1120.0,forced12,1.0,lambert,0.3,3.2558045507839564e-09,8.628308538410082e-11,10876,5.371610747644183e-11,3.919955211372603e-12,3784,0.01649856637232959,0.4364435300300186,7.610614123434742e-14,1.2175017242852899e-15,13953,4.385342842408131e-14,9.246887729918046e-16,8832,0.5762140572736046,0.037388822125397736,5.7312715121961645e-18,2.7882441509842857e-18,7,3.505844290700573e-20,3.505844290700573e-20,1,0.00611704450441778,0.6768025168057111,1.3311000490491206e-06,6.726206222436747e-09,365284,2.443502731778636e-08,3.396538423403773e-10,154299,0.018357017817888045,0.40180121066549296,8.25654449177136e-09,1.3914877748427722e-10,25904,1.2090717040489507e-10,5.6128653660484544e-12,9195,0.014643798083495292,0.43724204915505904,1.6208732953248426e-13,1.8318677003732956e-15,26349,9.418817450865997e-14,1.3972998388078285e-15,16757,0.5810952329237032,0.03459589762269887,1.2980710113223681e-06,1.4980422582657742e-07,2606058,8.49586776846447e-09,2.8442816070102206e-09,760301,0.006544994606889478,0.4931949169198978,2.376719080569318e-12,5.849401920994621e-15,1135997,1.382446655979676e-12,4.444704768842584e-15,657327,0.5816617821103727,0.03273634439952415,,
top_1120_general,200000,top,1120.0,general,1.0,lambert,0.3,5.481888750575612e-09,1.931074292323887e-09,35,3.3191595905774995e-12,2.5236581209633492e-12,6,0.0006054773713218787,0.35738459124656274,5.5343421946367275e-14,1.683558038681338e-14,32,3.0835125642893975e-14,1.3007830348016126e-14,19,0.557159723025005,0.0,0.0,0.0,0,0.0,0.0,0,,,1.2316675911306043e-05,3.762224428324045e-07,10724,2.361909909226152e-07,1.9918804033007287e-08,4551,0.019176520728762914,0.4037771910137344,6.788119212314737e-08,7.302344951308365e-09,624,8.280225086419909e-10,1.9874245700292377e-10,208,0.012198113833060345,0.47273223800030173,1.0275062843107559e-12,7.888226960905166e-14,661,5.055871367824001e-13,4.876380165679729e-14,423,0.49205259812259383,0.03553787632811994,8.580078729298675e-06,2.614181018489141e-07,883333,8.372904723310727e-08,3.124124272984208e-09,265485,0.009758540670168323,0.4640917299411928,3.9251361817819943e-11,3.4142853938599e-13,269914,2.097679490024059e-11,2.469818514650982e-13,145310,0.5344220920945785,0.03658744119691083,,
top_1173_forced12,500000,top,1173.0,forced12,1.0,lambert,0.3,3.4117413980251465e-09,9.176157700324104e-11,10079,5.522381066531037e-11,3.934474686660464e-12,3549,0.016186399912161028,0.41953585800982124,1.155190213368892e-13,1.8730472128667525e-15,13231,6.603131706238693e-14,1.4132319501834766e-15,8357,0.571605578875354,0.043311428226588684,1.8349503494083324e-17,1.4389326652032667e-17,6,4.708711090822359e-20,3.3670633753382265e-20,2,0.002566124523391411,0.0713936349918537,1.4338009087258912e-06,7.1194300295304576e-09,365187,2.8184257445359503e-08,3.8112988208945294e-10,154176,0.019657023003566577,0.39758933356550186,8.223753129179677e-09,1.4104786095368558e-10,24088,1.2709802677734463e-10,5.9398475374261e-12,8453,0.015454990535449444,0.4132904828575024,2.457380825759995e-13,2.8172132794638437e-15,24991,1.4024327576012576e-13,2.122896235203411e-15,15724,0.5707022464324499,0.04075932872321995,1.4677432461561898e-06,1.276264841784339e-07,2639515,9.695747542805037e-09,2.8814248611802787e-09,772804,0.006605888031300308,0.4619252821083731,3.695166145309795e-12,9.049267773948354e-15,1224107,2.142673762162424e-12,6.8716461524188505e-15,708505,0.579858571415545,0.034142059493091514,,
top_1173_general,200000,top,1173.0,general,1.0,lambert,0.3,1.7260297876418127e-09,1.2841650359688984e-09,17,1.492302794116395e-11,1.0693333321498294e-11,9,0.008645869293804325,0.6873666360397792,1.274185019837987e-13,2.890002015045342e-14,57,8.29050732795261e-14,2.315587157016679e-14,35,0.6506517655502457,0.10114715236084688,0.0,0.0,0,0.0,0.0,0,,,1.3391446707840644e-05,4.149809436221559e-07,10141,2.8005327576920247e-07,2.3751366668593952e-08,4222,0.020912846974571634,0.3913827937887222,4.994434505519219e-08,6.296625650502636e-09,513,1.1956265071048702e-09,3.875499825739767e-10,183,0.02393917681338327,0.40959694455227497,1.3683556686573636e-12,1.1221295884137242e-13,507,8.849475823423391e-13,9.214580337005249e-14,328,0.6467233648475716,0.024102046648114363,8.971485918260122e-06,2.1497604807581773e-07,903556,1.0964855190630391e-07,4.059654393187502e-09,276915,0.012221894221907057,0.4453565009540355,6.479148318561519e-11,5.55002792133002e-13,298803,3.48275005667056e-11,4.0451330652714696e-13,161668,0.5375320775869799,0.03619999985651614,,
top_1332_forced12,500000,top,1332.0,forced12,1.0,lambert,0.3,2.75760059432235e-09,7.930157907641599e-11,8223,5.602897519764599e-11,3.8898186094045355e-12,2949,0.02031801679801077,0.40802161439174794,2.1758525966786844e-13,3.7668857249366126e-15,10569,1.2306140866310838e-13,2.7868783610197533e-15,6702,0.5655778743971658,0.03541046285429939,0.0,0.0,0,0.0,0.0,0,,,1.5179758479925598e-06,7.2701044231229325e-09,365082,3.468886035253583e-08,4.398511940564139e-10,154476,0.02285205024731451,0.3819449921083962,6.831412993505903e-09,1.244943193389794e-10,19624,1.2889698231703276e-10,6.069284864137989e-12,7021,0.01886827548554965,0.41749101437546615,4.5006546563637457e-13,5.513093808200913e-15,20311,2.582064704023449e-13,4.116448064877735e-15,12952,0.5737086937724745,0.0329057720845666,1.369087883327984e-06,1.0176579662936917e-07,2714156,8.697689687646764e-09,1.9759837253861105e-09,808217,0.0063529082344256724,0.43214133532424737,7.935830947571951e-12,1.8776401369594285e-14,1379490,4.630791123687582e-12,1.4264512738631578e-14,799184,0.583529457000898,0.03304562004645565,,
top_1332_general,200000,top,1332.0,general,1.0,lambert,0.3,1.4706756088690574e-09,8.839130521723888e-10,19,4.9141216793583226e-11,3.437795783038333e-11,6,0.03341404215670143,0.10651952487559625,3.6286961193169645e-13,1.0684093363209858e-13,34,2.8995608316333193e-13,1.005974145578189e-13,25,0.7990641090605042,0.0025755449980384253,0.0,0.0,0,0.0,0.0,0,,,1.4006564216305442e-05,4.482904929618997e-07,8355,3.4144862719451987e-07,2.707911052105062e-08,3507,0.024377757594330647,0.3782963208963356,4.717444361848351e-08,6.61195105781118e-09,373,9.809716869591092e-10,2.7887058240080646e-10,127,0.02079455763999202,0.3262892515261034,2.8407417450496286e-12,2.565082107240144e-13,341,1.328588223802994e-12,1.6141161869079465e-13,201,0.46769060444098315,0.06707028039975482,1.0760620270605825e-05,2.1751805252368795e-07,953866,1.4768369934404046e-07,4.888741945582238e-09,292709,0.013724459708652636,0.44554937454312193,1.8815613293705606e-10,1.5001831097549474e-12,359906,1.0112856430265206e-10,1.0950250087018485e-12,192662,0.5374715281615754,0.03356723557271791,,
top_1461_forced12,500000,top,1461.0,forced12,1.0,lambert,0.3,2.3890859855103236e-09,6.996488597597783e-11,7253,5.284593605381992e-11,3.9557341463972194e-12,2594,0.02211972962644612,0.4089665869039349,2.923488003071651e-13,5.329182261652927e-15,9134,1.6729838189566796e-13,4.0367624258773704e-15,5822,0.5722560917639848,0.035292161819366445,8.278314394777247e-17,8.083126578981834e-17,3,0.0,0.0,0,0.0,0.02362243132902449,1.510827753804209e-06,7.054209044325744e-09,365590,3.762823992536784e-08,4.5888480448818466e-10,154531,0.02490571134308416,0.37624794183839144,5.671190744791123e-09,1.0769684345285673e-10,17053,1.1525940057101197e-10,5.767897721372135e-12,5996,0.02032366847771351,0.4070424651233763,6.00830051063659e-13,7.746558743103595e-15,17762,3.455544249697485e-13,5.8248917699007656e-15,11348,0.5751283983848812,0.03490279575617664,1.4213078264345095e-06,1.0487200392055415e-07,2758570,1.3554754491814567e-08,2.6565192296061346e-09,825709,0.009536818301928303,0.41526504323575164,1.1642430169074182e-11,2.6875299811712144e-14,1471673,6.770090665549332e-12,2.0413582470924474e-14,851876,0.5815015050322346,0.03217729385160213,,
top_1461_general,200000,top,1461.0,general,1.0,lambert,0.3,8.546930320575512e-10,7.92314817738593e-10,19,3.1174945798842024e-11,2.2376973375116978e-11,9,0.03647502042200204,0.9262734831688763,3.9648441516451204e-13,1.76394545478889e-13,29,3.7250417580209714e-14,1.9080046389476807e-14,11,0.09395178260601621,0.0,0.0,0.0,0,0.0,0.0,0,,,1.3442482325505754e-05,4.5966634592006033e-07,7278,3.2417195488912886e-07,2.9545522629707476e-08,3058,0.024115483066252226,0.33135986563746905,3.9550556186820375e-08,6.239019106717399e-09,292,1.9038928073721655e-10,6.478940139888528e-11,98,0.004813820565200064,0.3412814135710567,3.878016232782168e-12,4.0244785981386636e-13,276,2.3423733196422415e-12,2.962938728868072e-13,183,0.6040132838644089,0.02706543530129278,1.2000603579336595e-05,2.799023619174061e-07,986814,1.9727105264989788e-07,6.623489796164742e-09,307026,0.016438427562891236,0.42014604388680965,3.4601916339487067e-10,2.61019358468535e-12,405186,1.9101025104054425e-10,1.899754103137783e-12,223099,0.5520221746290013,0.029802705298404623,,
top_1764_forced12,500000,top,1764.0,forced12,1.0,lambert,0.3,2.018670478515756e-09,6.385630993007509e-11,5409,5.841122122211907e-11,4.5770625220268085e-12,1899,0.028935490880644576,0.3632912435342344,1.0782273143394564e-12,2.1580747293077338e-14,6692,6.461688437828709e-13,1.6734914998846966e-14,4316,0.5992881419246245,0.03239071867094934,6.839022638257493e-20,6.839022638257493e-20,1,6.839022638257493e-20,6.839022638257493e-20,1,1.0,0.0,1.925484352513071e-06,8.362313844618266e-09,364975,6.54017968148514e-08,7.109005769898977e-10,154302,0.03396641303757748,0.3552387155933773,5.011819885621492e-09,1.0131539794511753e-10,13153,1.3960876285390094e-10,6.884618884366256e-12,4636,0.027855901856015868,0.3657267982438818,2.2672974655092156e-12,3.2083158094217514e-14,13277,1.3494325003207991e-12,2.458053252572394e-14,8585,0.5951722351604747,0.03292219567297251,1.550349300520838e-06,1.1695702458159479e-07,2900049,1.1346686009424532e-08,1.5891559563644681e-09,884322,0.007318793258791826,0.43721222122245856,5.246642416679899e-11,1.1766187298319323e-13,1802947,3.1031184118907485e-11,9.016168859508231e-14,1050196,0.5914484284321433,0.030393251366960607,,
top_1764_general,200000,top,1764.0,general,1.0,lambert,0.3,2.301188053383359e-09,9.789953571915953e-10,10,8.056078275974492e-11,8.056078275974492e-11,1,0.035008343903619316,0.3229795388644265,1.0943796883886618e-12,3.855967347317053e-13,16,3.8024935577800713e-13,2.1423818935587173e-13,8,0.3474565178908584,0.2004606099221616,0.0,0.0,0,0.0,0.0,0,,,1.8205234005960076e-05,6.390025436440817e-07,5746,5.042846930631371e-07,4.103398528866472e-08,2431,0.0276999841308298,0.3478415360965553,3.944718838354426e-08,6.552486403999663e-09,160,6.398807244056342e-10,1.9886895209769946e-10,49,0.0162211998022289,0.25648833895889367,1.408848752638134e-11,1.87844826103015e-12,181,8.027778337993017e-12,1.4068732197663843e-12,121,0.5698112251553358,0.025703244796141347,1.7284063628308056e-05,3.068356271331422e-07,1074077,3.467417785589551e-07,9.6419196804062e-09,339005,0.020061357445540592,0.41651233728196885,2.0543874108435383e-09,1.4927476762688504e-11,508181,1.1206539610388389e-09,1.0831853281047206e-11,272592,0.5454930044468559,0.03343630782924033,,
