UTC_h,Rrot_300,Rrot_350,Rrot_366,Rrot_380,Rrot_385,Rfull_300,Rfull_350,Rfull_366,Rfull_380,Rfull_385
8.500000000000000000e+00,1.003273376080264789e+00,1.009418068516005906e+00,1.016229354472493851e+00,1.026941815135302249e+00,1.027003036485169218e+00,1.004015820676232185e+00,1.011569053052372213e+00,1.019968370242013700e+00,1.033271455538100847e+00,1.033373136996669661e+00
8.583333333333333925e+00,1.003154784569757929e+00,1.009074691338289087e+00,1.015632908474893181e+00,1.025933788801686175e+00,1.025988886226758323e+00,1.003892318188946975e+00,1.011211094805090083e+00,1.019345808891642502e+00,1.032216291355539717e+00,1.032310988916307570e+00
8.666666666666666075e+00,1.003034687660181223e+00,1.008727012073938667e+00,1.015029113433867147e+00,1.024913813248330641e+00,1.024962804179888609e+00,1.003767312752833041e+00,1.010848841839569578e+00,1.018715911891121984e+00,1.031149202852656988e+00,1.031236934530035398e+00
8.750000000000000000e+00,1.002913143058444811e+00,1.008375199901081709e+00,1.014418267767478676e+00,1.023882410172618052e+00,1.023925318526076378e+00,1.003640862148879265e+00,1.010482463797571784e+00,1.018078979007512430e+00,1.030070716073967940e+00,1.030151506790524474e+00
8.833333333333333925e+00,1.002790209221773532e+00,1.008019426084276748e+00,1.013800673331423763e+00,1.022840106367030488e+00,1.022876962440626869e+00,1.003513024905408058e+00,1.010112132396333129e+00,1.017435313419638332e+00,1.028981362096853314e+00,1.029055243571812772e+00
8.916666666666666075e+00,1.002665945198895070e+00,1.007659863510166121e+00,1.013176634594015857e+00,1.021787432297436293e+00,1.021818272644320569e+00,1.003383860139020811e+00,1.009738020962991589e+00,1.016785220899661946e+00,1.027881675603431466e+00,1.027948686227678765e+00
9.000000000000000000e+00,1.002540410733148812e+00,1.007296686980982958e+00,1.012546458992534815e+00,1.020724922905583254e+00,1.020749790217075681e+00,1.003253427657914365e+00,1.009360304728557312e+00,1.016129010311797920e+00,1.026772195686866063e+00,1.026832380392258548e+00
9.083333333333333925e+00,1.002413666117224933e+00,1.006930072789472330e+00,1.011910456419510052e+00,1.019653116313721686e+00,1.019672059274524090e+00,1.003121787816400046e+00,1.008979160402357911e+00,1.015466992863549134e+00,1.025653464543351046e+00,1.025706874660875956e+00
9.166666666666666075e+00,1.002285772213138193e+00,1.006560198772489922e+00,1.011268939287443880e+00,1.018572553921198054e+00,1.018585627064763077e+00,1.002989001534938529e+00,1.008594766225387795e+00,1.014799482188484259e+00,1.024526027576054155e+00,1.024572720682306093e+00
9.250000000000000000e+00,1.002156790474824977e+00,1.006187244371855138e+00,1.010622222560703554e+00,1.017483780538715799e+00,1.017491044093949082e+00,1.002855130322810373e+00,1.008207302031598696e+00,1.014126794443418023e+00,1.023390433523670984e+00,1.023430473283560405e+00
9.333333333333333925e+00,1.002026782797942550e+00,1.005811390195929134e+00,1.009970622984565747e+00,1.016387343049418135e+00,1.016388862780291280e+00,1.002720236127699449e+00,1.007816948808224700e+00,1.013449247534896402e+00,1.022247233121870380e+00,1.022280689117637031e+00
9.416666666666666075e+00,1.001895811628191302e+00,1.005432818328933608e+00,1.009314459614412796e+00,1.015283791270758407e+00,1.015279638303152154e+00,1.002584381444232564e+00,1.007423889006277662e+00,1.012767161560732987e+00,1.021096979960149032e+00,1.021123927517367580e+00
9.500000000000000000e+00,1.001763939791492364e+00,1.005051711836264294e+00,1.008654052949129021e+00,1.014173676467624574e+00,1.014163927106840335e+00,1.002447629143910834e+00,1.007028306044240651e+00,1.012080857940937273e+00,1.019940228991053965e+00,1.019960748992142952e+00
9.583333333333333925e+00,1.001631230604267619e+00,1.004668255079703032e+00,1.007989725469144560e+00,1.013057552224804647e+00,1.013042287774976291e+00,1.002310042585618399e+00,1.006630384624675800e+00,1.011390660218224991e+00,1.018777537409068401e+00,1.018791716104372247e+00
9.666666666666666075e+00,1.001497747701220353e+00,1.004282633216527332e+00,1.007321800763759656e+00,1.011935972949738582e+00,1.011915279522275002e+00,1.002171685443172366e+00,1.006230310231829961e+00,1.010696893013710573e+00,1.017609463144403925e+00,1.017617391948855587e+00
9.750000000000000000e+00,1.001363555145803552e+00,1.003895032518792529e+00,1.006650604074397881e+00,1.010809494766027328e+00,1.010783463080564548e+00,1.002032621817116720e+00,1.005828269451787715e+00,1.009999882572536922e+00,1.016436565761217770e+00,1.016438341052442240e+00
9.833333333333333925e+00,1.001228717274448288e+00,1.003505639919721082e+00,1.005976461505339703e+00,1.009678674159059097e+00,1.009647399338367668e+00,1.001892916078590545e+00,1.005424449518210750e+00,1.009299955967768891e+00,1.015259405091700096e+00,1.015255127999718621e+00
9.916666666666666075e+00,1.001093298721722924e+00,1.003114643075736501e+00,1.005299700123641227e+00,1.008544068123794046e+00,1.008507649482879964e+00,1.001752632891646178e+00,1.005019038374345364e+00,1.008597441204290179e+00,1.014078541393107935e+00,1.014068317574347677e+00
1.000000000000000000e+01,1.000957364442085717e+00,1.002722230432103956e+00,1.004620648068659916e+00,1.007406234330049832e+00,1.007364775162550297e+00,1.001611837237008418e+00,1.004612224739114268e+00,1.007892667326390601e+00,1.012894535505343363e+00,1.012878474929811201e+00
1.008333333333333393e+01,1.000820979551277912e+00,1.002328590763170935e+00,1.003939633750671634e+00,1.006265729706959933e+00,1.006219337110544565e+00,1.001470594253344393e+00,1.004204197646222152e+00,1.007185963615643054e+00,1.011707947485038783e+00,1.011686164200850113e+00
1.016666666666666607e+01,1.000684209440742656e+00,1.001933913500577811e+00,1.003256986415175467e+00,1.005123103632285853e+00,1.005071896083193472e+00,1.001328969349959630e+00,1.003795146773461600e+00,1.006477660156013920e+00,1.010519337541192275e+00,1.010491949450120552e+00
1.025000000000000000e+01,1.000547119599917156e+00,1.001538388218767395e+00,1.002573035249225475e+00,1.003978890642632349e+00,1.003923011331826265e+00,1.001187028031092829e+00,1.003385261927159489e+00,1.005768086938779282e+00,1.009329264513516122e+00,1.009296393127935287e+00
1.033333333333333393e+01,1.000409775731401663e+00,1.001142204965960847e+00,1.001888109950437533e+00,1.002833644897588972e+00,1.002773241551180972e+00,1.001044836012642492e+00,1.002974733373939609e+00,1.005057574431916789e+00,1.008138286822699570e+00,1.008100057030077767e+00
1.041666666666666607e+01,1.000272243572409181e+00,1.000745553747644401e+00,1.001202539831304694e+00,1.001687920056530290e+00,1.001623143360058199e+00,1.000902459041847159e+00,1.002563751323396257e+00,1.004346452683748891e+00,1.006946960948730041e+00,1.006903500768696613e+00
1.050000000000000000e+01,1.000134589010484687e+00,1.000348624859727531e+00,1.000516654393521554e+00,1.000542268957696379e+00,1.000473272257072166e+00,1.000759963013160725e+00,1.002152506261987375e+00,1.003635051898386754e+00,1.005755841857034705e+00,1.005707282729263241e+00
1.058333333333333393e+01,9.999968779228973759e-01,9.999516084245054781e-01,9.998307825244117097e-01,9.993972422596656413e-01,9.993241812672971625e-01,1.000617413807540101e+00,1.001741188488297407e+00,1.002923701629101050e+00,1.004565462016238531e+00,1.004511958720018194e+00
1.066666666666666607e+01,9.998591762003715688e-01,9.995546944588027394e-01,9.991452526133416390e-01,9.982533886411311119e-01,9.981764211319347213e-01,1.000474877316229971e+00,1.001329988181387964e+00,1.002212730897338755e+00,1.003376360601727635e+00,1.003318082151769763e+00
1.075000000000000000e+01,9.997215497709361909e-01,9.991580729424216489e-01,9.984603926702713128e-01,9.971112549942743319e-01,9.970305405019737055e-01,1.000332419464722955e+00,1.000919095469673170e+00,1.001502468310401239e+00,1.002189086747268920e+00,1.002126204246819974e+00
1.083333333333333393e+01,9.995840644392116614e-01,9.987619333552620882e-01,9.977765295261532552e-01,9.959713850930975720e-01,9.958870846095611018e-01,1.000190106051912053e+00,1.000508699967180615e+00,1.000793241260676592e+00,1.001004186364884196e+00,1.000936872691769564e+00
1.091666666666666607e+01,9.994467860025095796e-01,9.983664650120605000e-01,9.970939894120866009e-01,9.948343205574470272e-01,9.947465962329563594e-01,1.000048002866370744e+00,1.000098991109317659e+00,1.000085376506042900e+00,9.998222031223609196e-01,9.997506326093242857e-01
1.100000000000000000e+01,9.993097800719991097e-01,9.979718565478460368e-01,9.964130970719645708e-01,9.937005993873400111e-01,9.936096142244237317e-01,9.999061755073994640e-01,9.996901576373771192e-01,9.993791992812089964e-01,9.986436769549645875e-01,9.985680250824747750e-01
1.108333333333333393e+01,9.991731121885975009e-01,9.975782962528231268e-01,9.957341763430279657e-01,9.925707569301635003e-01,9.924766744807703711e-01,9.997646895010812162e-01,9.992823879340982929e-01,9.986750338795524762e-01,9.974691450545118965e-01,9.973895881404498676e-01
1.116666666666666607e+01,9.990368476448034940e-01,9.971859715599750151e-01,9.950575492737673278e-01,9.914453244238510266e-01,9.913483084951218993e-01,9.996236101220143944e-01,9.988758695110202535e-01,9.979732027691375906e-01,9.962991403964939208e-01,9.962158552810380652e-01
1.125000000000000000e+01,9.989010516001536333e-01,9.967950693794481731e-01,9.943835367038277306e-01,9.903248299727868131e-01,9.902250443278598491e-01,9.994830025089502801e-01,9.984707893432360759e-01,9.972740271752380536e-01,9.951341927288044342e-01,9.950473564626476364e-01
1.133333333333333393e+01,9.987657889221948082e-01,9.964057756419527623e-01,9.937124574806989186e-01,9.892097972592163169e-01,9.891074053210879846e-01,9.993429315056311379e-01,9.980673334121422657e-01,9.965778262933775444e-01,9.939748272657735750e-01,9.938846168169062079e-01
1.141666666666666607e+01,9.986311242107295261e-01,9.960182753706210423e-01,9.930446285870627721e-01,9.881007457696080465e-01,9.879959103314261970e-01,9.992034616851959150e-01,9.976656867782672800e-01,9.958849174205813837e-01,9.928215649278029353e-01,9.927281568673101964e-01
1.150000000000000000e+01,9.984971218209993671e-01,9.956327526805803796e-01,9.923803652648307549e-01,9.869981910165258610e-01,9.868910739538748755e-01,9.990646573733550362e-01,9.972660336495570155e-01,9.951956160770404347e-01,9.916749225625535180e-01,9.915784927715259878e-01
1.158333333333333393e+01,9.983638457069433647e-01,9.952493904076160636e-01,9.917199802466120095e-01,9.859026432821297314e-01,9.857934052713988038e-01,9.989265824916725434e-01,9.968685569329098772e-01,9.945102352377183097e-01,9.905354116800163533e-01,9.904361350557885357e-01
1.166666666666666607e+01,9.982313595345463364e-01,9.948683704925262994e-01,9.910637843280535320e-01,9.848146085913407344e-01,9.847034088161030763e-01,9.987893006710177879e-01,9.964734385633396974e-01,9.938290859067282490e-01,9.894035394341905709e-01,9.893015895949452965e-01
1.175000000000000000e+01,9.980997265087661052e-01,9.944898734225913195e-01,9.904120844530162060e-01,9.837345862928810192e-01,9.836215756383585029e-01,9.986528750784310349e-01,9.960808590085296066e-01,9.931524762681162022e-01,9.882798072311289594e-01,9.881753562403240432e-01
1.183333333333333393e+01,9.979690094856329408e-01,9.941140785571902505e-01,9.897651820889068475e-01,9.826630701487161224e-01,9.825483611825946983e-01,9.985173685293878831e-01,9.956909975445034089e-01,9.924807122562430139e-01,9.871647117026581819e-01,9.870579297871029389e-01
1.191666666666666607e+01,9.978392708013753554e-01,9.937411636397656123e-01,9.891233796369361952e-01,9.816005498557743847e-01,9.814842478030152417e-01,9.983828433168325800e-01,9.953040317865547992e-01,9.918140967201536373e-01,9.860587433484927500e-01,9.859497986243606071e-01
1.200000000000000000e+01,9.977105723830903550e-01,9.933713051194321686e-01,9.884869774957693034e-01,9.805475100951079881e-01,9.804297188109952765e-01,9.982493613220458917e-01,9.949201381261962851e-01,9.911529299875202481e-01,9.849623874949288149e-01,9.848514457082516715e-01
1.208333333333333393e+01,9.975829755974101598e-01,9.930046776747404325e-01,9.878562728517239488e-01,9.795044292961933019e-01,9.793852511010382456e-01,9.981169838632290015e-01,9.945394912170280044e-01,9.904975084758104176e-01,9.838761223783891730e-01,9.837633429262104823e-01
1.216666666666666607e+01,9.974565412743643389e-01,9.926414540443516676e-01,9.872315598121959024e-01,9.784717798902562436e-01,9.783513154090370811e-01,9.979857717194806632e-01,9.941622640471785566e-01,9.898481217129017073e-01,9.828004186837122624e-01,9.826859222678759886e-01
1.225000000000000000e+01,9.973313297289124746e-01,9.922818056550878341e-01,9.866131295283460112e-01,9.774500285433319613e-01,9.773283765575314641e-01,9.978557851523895961e-01,9.937886280049187393e-01,9.892050599539207179e-01,9.817357433333757655e-01,9.816196389439416636e-01
1.233333333333333393e+01,9.972074006140966285e-01,9.919259019989209447e-01,9.860012694843010017e-01,9.764396350213510045e-01,9.763168923168898949e-01,9.977270837591872832e-01,9.934187524611729492e-01,9.885686106094766501e-01,9.806825564016529162e-01,9.805649511053688983e-01
1.241666666666666607e+01,9.970848130274608812e-01,9.915739108739541896e-01,9.853962640415284691e-01,9.754410531193871137e-01,9.753173143467088746e-01,9.975997265792719837e-01,9.930528050575274657e-01,9.879390579346021273e-01,9.796413118915410223e-01,9.795223106836377092e-01
1.250000000000000000e+01,9.969636253501749090e-01,9.912259979268963628e-01,9.847983936611413025e-01,9.744547294217017486e-01,9.743300869612285808e-01,9.974737719333619523e-01,9.926909509779444640e-01,9.873166822504421125e-01,9.786124564974143514e-01,9.784921621578802631e-01
1.258333333333333393e+01,9.968438953510685430e-01,9.908823269566860992e-01,9.842079354369126509e-01,9.734811042156127359e-01,9.733556480422520529e-01,9.973492775275851763e-01,9.923333537715962605e-01,9.867017604787797769e-01,9.775964305127428089e-01,9.774749434671222703e-01
1.266666666666666607e+01,9.967256800295355434e-01,9.905430594683483081e-01,9.836251623375570352e-01,9.725206040676167563e-01,9.723944278531988505e-01,9.972263002964451006e-01,9.919801747870059527e-01,9.860945653838411040e-01,9.765936666325490956e-01,9.764710848257358577e-01
1.275000000000000000e+01,9.966090357171363268e-01,9.902083549696000242e-01,9.830503437282436252e-01,9.715736407844350886e-01,9.714468499340705998e-01,9.971048965044931878e-01,9.916315733640312935e-01,9.854953660951761840e-01,9.756045908506253417e-01,9.754810096195477565e-01
1.283333333333333393e+01,9.964940179397355768e-01,9.898783705802508548e-01,9.824837447118763833e-01,9.706406331320220904e-01,9.705133300684648523e-01,9.969851216084945067e-01,9.912877064431581120e-01,9.849044274473858218e-01,9.746296214123305601e-01,9.745051333720069486e-01
1.291666666666666607e+01,9.963806814399712719e-01,9.895532611023976077e-01,9.819256262571669502e-01,9.697219931600107312e-01,9.695942765474568903e-01,9.968670302799927940e-01,9.909487286356539748e-01,9.843220101106945341e-01,9.736691690807390831e-01,9.735438640086121476e-01
1.300000000000000000e+01,9.962690801962136300e-01,9.892331790796847768e-01,9.813762453167068633e-01,9.688181257882555464e-01,9.686900904140938184e-01,9.967506764243123651e-01,9.906147922834791508e-01,9.837483707081398077e-01,9.727236341393458163e-01,9.725976021088627022e-01
1.308333333333333393e+01,9.961592672915180469e-01,9.889182744271965975e-01,9.808358541995563229e-01,9.679294278207957181e-01,9.678011644835220473e-01,9.966361130495633436e-01,9.902860470890993971e-01,9.831837611887226380e-01,9.717933966264864498e-01,9.716667399148091189e-01
1.316666666666666607e+01,9.960512950084272621e-01,9.886086947089607335e-01,9.803047010615091317e-01,9.670562887947015129e-01,9.669278842043014244e-01,9.965233923615417488e-01,9.899626403932210161e-01,9.826284293190008512e-01,9.708788433190698175e-01,9.707516622074919832e-01
1.325000000000000000e+01,9.959452146867957545e-01,9.883045847355854674e-01,9.797830292265390373e-01,9.661990899089644147e-01,9.660706265961772621e-01,9.964125656215671034e-01,9.896447167728875671e-01,9.820826180030449715e-01,9.699803546530089138e-01,9.698527452323887355e-01
1.333333333333333393e+01,9.958410768155571136e-01,9.880060868335246438e-01,9.792710776601372125e-01,9.653582048474983468e-01,9.652297610821410911e-01,9.963036832383780350e-01,9.893324183105622893e-01,9.815465657589329540e-01,9.690983034729291345e-01,9.689703575449467587e-01
1.341666666666666607e+01,9.957389308954185392e-01,9.877133404568743114e-01,9.787690803172296450e-01,9.645339987513094071e-01,9.644056484756176051e-01,9.961967946308325494e-01,9.890258842064503231e-01,9.810205060638814700e-01,9.682330539817145532e-01,9.681048589875776988e-01
1.350000000000000000e+01,9.956388255274052357e-01,9.874264824472136493e-01,9.782772665988831440e-01,9.637268290188114594e-01,9.635986417841989615e-01,9.960919483165512345e-01,9.887252510385491355e-01,9.805046678149327288e-01,9.673849625570141164e-01,9.672566015020428454e-01
1.358333333333333393e+01,9.955408082936735292e-01,9.871456466977698296e-01,9.777958607901620081e-01,9.629370444228316783e-01,9.628090853412449857e-01,9.959891917927947702e-01,9.884306524268092753e-01,9.799992747638048840e-01,9.665543768621640552e-01,9.664259282637678306e-01
1.366666666666666607e+01,9.954449257776760707e-01,9.868709642171682450e-01,9.773250821808955324e-01,9.621649853604071767e-01,9.620373150670752382e-01,9.958885715566985208e-01,9.881422190974835651e-01,9.795045456420472529e-01,9.657416361020598750e-01,9.656131739341186071e-01
1.375000000000000000e+01,9.953512235797722374e-01,9.866025631799210105e-01,9.768651451662578866e-01,9.614109840628209946e-01,9.612836586876299938e-01,9.957901331209382256e-01,9.878600789337073085e-01,9.790206942581068938e-01,9.649470712300828312e-01,9.648186648901846407e-01
1.383333333333333393e+01,9.952597462067392931e-01,9.863405686159385510e-01,9.764162587256706161e-01,9.606753637856405570e-01,9.605484349328298199e-01,9.956939209033240923e-01,9.875843566650813754e-01,9.785479289803812319e-01,9.641710041408843024e-01,9.640427184249908965e-01
1.391666666666666607e+01,9.951705371515389142e-01,9.860851026447294831e-01,9.759786268389369912e-01,9.599584395385017954e-01,9.598319542792219661e-01,9.955999783066358244e-01,9.873151741024387418e-01,9.780864531501456405e-01,9.634137484022871067e-01,9.632856434818621860e-01
1.400000000000000000e+01,9.950836387750257028e-01,9.858362841427478207e-01,9.755524479259414239e-01,9.592605172120809431e-01,9.591345180942802973e-01,9.955083476003909748e-01,9.870526498051015452e-01,9.776364645261093056e-01,9.626756083855727564e-01,9.625477398075892310e-01
1.408333333333333393e+01,9.949990923818858857e-01,9.855942289662537048e-01,9.751379152434901387e-01,9.585818942767605488e-01,9.584564193297934187e-01,9.954190699968722411e-01,9.867968993043922943e-01,9.771981556786747403e-01,9.619568799604412135e-01,9.618292986502411379e-01
1.416666666666666607e+01,9.949169381083096120e-01,9.853590496358727302e-01,9.747352163531194380e-01,9.579228589592452270e-01,9.577979417209372404e-01,9.953321855388502781e-01,9.865480347881833145e-01,9.767717134621001218e-01,9.612578496746453371e-01,9.611306019535472700e-01
1.425000000000000000e+01,9.948372149939893605e-01,9.851308555481245177e-01,9.743445328280592177e-01,9.572836908994678540e-01,9.571593604510147957e-01,9.952477331716669262e-01,9.863061653128817330e-01,9.763573193912915560e-01,9.605787954201329137e-01,9.604519230264801921e-01
1.433333333333333393e+01,9.947599608861202869e-01,9.849097527064299973e-01,9.739660407214164595e-01,9.566646604663415765e-01,9.565409414752880091e-01,9.951657506473238213e-01,9.860713965345421217e-01,9.759551491917534127e-01,9.599199857368796440e-01,9.597935258679459736e-01
1.441666666666666607e+01,9.946852124563771991e-01,9.846958437753686733e-01,9.735999109616860769e-01,9.560660289695392944e-01,9.559429416864855256e-01,9.950862745414839061e-01,9.858438307633626829e-01,9.755653729071218638e-01,9.592816800360288720e-01,9.591556653876422978e-01
1.450000000000000000e+01,9.946130052124937393e-01,9.844892281191186534e-01,9.732463088919379723e-01,9.554880488301134012e-01,9.553656089092066317e-01,9.950093402651681851e-01,9.856235670026913809e-01,9.751881549758657508e-01,9.586641287713638659e-01,9.585385876001601968e-01
1.458333333333333393e+01,9.945433734125208591e-01,9.842900015613748055e-01,9.729053938722903583e-01,9.549309629711968395e-01,9.548091818460323621e-01,9.949349819790767047e-01,9.854107007090461279e-01,9.748236538337495816e-01,9.580675728264078650e-01,9.579425290109213620e-01
1.466666666666666607e+01,9.944763501263801375e-01,9.840982565672049542e-01,9.725773195991431752e-01,9.543950053866837591e-01,9.542738903961381913e-01,9.948632326551886118e-01,9.852053239741277446e-01,9.744720219040576836e-01,9.574922440912821964e-01,9.573677172084145148e-01
1.475000000000000000e+01,9.944119671458981902e-01,9.839140819902874036e-01,9.722622336856902026e-01,9.538804004898741029e-01,9.537599549733984938e-01,9.947941239869199093e-01,9.850075252727125141e-01,9.741334052945985755e-01,9.569383648069943460e-01,9.568143702188144362e-01
1.483333333333333393e+01,9.943502550419631714e-01,9.837375632417790783e-01,9.719602779615970078e-01,9.533873614872470093e-01,9.532675870450433298e-01,9.947276864462941681e-01,9.848173896313419107e-01,9.738079449492381690e-01,9.564061481087579031e-01,9.562826970571262075e-01
1.491666666666666607e+01,9.942912430813619640e-01,9.835687820571468176e-01,9.716715880825355089e-01,9.529160904026711121e-01,9.527969885417755247e-01,9.946639492008917394e-01,9.846349983959082897e-01,9.734957756345288260e-01,9.558957974244947087e-01,9.557728969876441161e-01
1.500000000000000000e+01,9.942349592794275104e-01,9.834078166516331265e-01,9.713962938078134490e-01,9.524667845150065482e-01,9.523483523590813293e-01,9.946029401665650305e-01,9.844604293870787837e-01,9.731970262034876917e-01,9.554075069637293360e-01,9.552851601744881682e-01
1.508333333333333393e+01,9.941814303307313638e-01,9.832547415264651924e-01,9.711345186774946736e-01,9.520396315422456901e-01,9.519218618725626690e-01,9.945446859382063298e-01,9.842937567069636184e-01,9.729118192742075566e-01,9.549414612340790809e-01,9.548196673785500632e-01
1.516666666666666607e+01,9.941306816222911236e-01,9.831096275110279281e-01,9.708863800947954426e-01,9.516348096946750656e-01,9.515176911189013875e-01,9.944892118030097539e-01,9.841350507817251403e-01,9.726402713117892063e-01,9.544978352115611742e-01,9.543765899570969546e-01
1.525000000000000000e+01,9.940827372404793527e-01,9.829725417870837090e-01,9.706519893757096229e-01,9.512524877913621779e-01,9.511360049091887037e-01,9.944365417474588797e-01,9.839843783856432324e-01,9.723824926794412127e-01,9.540767944578940618e-01,9.539560899874296451e-01
1.533333333333333393e+01,9.940376199132811008e-01,9.828435477275518917e-01,9.704314514812919512e-01,9.508928248544480377e-01,9.507769584457410605e-01,9.943866983996721975e-01,9.838418024806355744e-01,9.721385873713395132e-01,9.536784945496344923e-01,9.535583198717958453e-01
1.541666666666666607e+01,9.939953510511773116e-01,9.827227050170624922e-01,9.702248652336560308e-01,9.505559704894238626e-01,9.504406977001736978e-01,9.943397030703368111e-01,9.837073823370752201e-01,9.719086532297659398e-01,9.533030791321217556e-01,9.531834227313311647e-01
1.550000000000000000e+01,9.939559506889124041e-01,9.826100694895053556e-01,9.700323230443245182e-01,9.502420644687873397e-01,9.501273590135692615e-01,9.942955756945873746e-01,9.835811733715077443e-01,9.716927816740178470e-01,9.529506842663439947e-01,9.528315319961265795e-01
1.558333333333333393e+01,9.939194375215731903e-01,9.825056932345219707e-01,9.698539111042114857e-01,9.499512370705764930e-01,9.498370694350317667e-01,9.942543348680934479e-01,9.834632272533111452e-01,9.714910578904291105e-01,9.526214375651410604e-01,9.525027717553353757e-01
1.566666666666666607e+01,9.938858288537234520e-01,9.824096244551289159e-01,9.696897091471391450e-01,9.496836087160690498e-01,9.495699463714971644e-01,9.942159977963256345e-01,9.833535917630636947e-01,9.713035605971370723e-01,9.523154567407338122e-01,9.521972564059568711e-01
1.575000000000000000e+01,9.938551406305711211e-01,9.823219075600928551e-01,9.695397906141383082e-01,9.494392902579422699e-01,9.493260978843538478e-01,9.941805803257500740e-01,9.832523108848275628e-01,9.711303622094715760e-01,9.520328498986866395e-01,9.519150909496038038e-01
1.583333333333333393e+01,9.938273873981090523e-01,9.822425830526513302e-01,9.694042224682156705e-01,9.492183827060330925e-01,9.491056224111351636e-01,9.941480969040812354e-01,9.831594246953779814e-01,9.709715286558376901e-01,9.517737152600648232e-01,9.516563707247528425e-01
1.591666666666666607e+01,9.938025823117163648e-01,9.821716875577247707e-01,9.692830652483419573e-01,9.490209773275174454e-01,9.489086088852475287e-01,9.941185605889137911e-01,9.830749693917530951e-01,9.708271194304530782e-01,9.515381412688840301e-01,9.514211815165309893e-01
1.600000000000000000e+01,9.937807371382777477e-01,9.821092538303340946e-01,9.691763730863024451e-01,9.488471556950870411e-01,9.487351367855353379e-01,9.940919830499228560e-01,9.829989772997420605e-01,9.706971876134561361e-01,9.513262066404921669e-01,9.512095996113406615e-01
1.608333333333333215e+01,9.937618622284964953e-01,9.820553106784712938e-01,9.690841935814257235e-01,9.486969895018972920e-01,9.485852759424657776e-01,9.940683745412719485e-01,9.829314767973637013e-01,9.705817797448091921e-01,9.511379801750601271e-01,9.510216916198505066e-01
1.616666666666666785e+01,9.937459665355453664e-01,9.820098830183960903e-01,9.690065678968741159e-01,9.485705407278876011e-01,9.484590867273016146e-01,9.940477439202813903e-01,9.828724923703225924e-01,9.704809359224225718e-01,9.509735209326835026e-01,9.508575146497786346e-01
1.625000000000000000e+01,9.937330575906997421e-01,9.819729918065294161e-01,9.689435306491872568e-01,9.484678614711864464e-01,9.483566198776887113e-01,9.940300986231842550e-01,9.828220445442212849e-01,9.703946896907519326e-01,9.508328780636635669e-01,9.507171161458825015e-01
1.633333333333333215e+01,9.937231415169276438e-01,9.819446540795092604e-01,9.688951099773640552e-01,9.483889940772882721e-01,9.482779166301736895e-01,9.940154446787421438e-01,9.827801499250482520e-01,9.703230681131486124e-01,9.507160909377342373e-01,9.506005340169545459e-01
1.641666666666666785e+01,9.937162230122164042e-01,9.819248829079323393e-01,9.688613274668865794e-01,9.483339710170337611e-01,9.482230086040069894e-01,9.940037866916611176e-01,9.827468211530219211e-01,9.702660916954120029e-01,9.506231890286707120e-01,9.505077965296429010e-01
1.650000000000000000e+01,9.937123053580501075e-01,9.819136874212840427e-01,9.688421981947364925e-01,9.483028149708778720e-01,9.481919178798757786e-01,9.939951278510995580e-01,9.827220669278340370e-01,9.702237744302134592e-01,9.505541919949146434e-01,9.504389223818411336e-01
1.658333333333333215e+01,9.937113904103930251e-01,9.819110727827087270e-01,9.688377306868340977e-01,9.482955387608771325e-01,9.481846569450084194e-01,9.939894699217823870e-01,9.827058919841146212e-01,9.701961237577296782e-01,9.505091096216441438e-01,9.503939206591540678e-01
1.666666666666666785e+01,9.937134786034462763e-01,9.819170402001026199e-01,9.688479269379930425e-01,9.483121453866835138e-01,9.482012287187039368e-01,9.939868132477571727e-01,9.826982971024006419e-01,9.701831405850765977e-01,9.504879418536884561e-01,9.503727908550763104e-01
1.675000000000000000e+01,9.937185689467744609e-01,9.819315869181902690e-01,9.688727823979441656e-01,9.483526280053320434e-01,9.482416265394878474e-01,9.939871567496046945e-01,9.826992791016013751e-01,9.701848192733608656e-01,9.504906787756546294e-01,9.503755228646723063e-01
1.683333333333333215e+01,9.937266590287493484e-01,9.819547062278694005e-01,9.689122859879071292e-01,9.484169699542949195e-01,9.483058341815303605e-01,9.939904979279556851e-01,9.827088308487765822e-01,9.702011476551708480e-01,9.505173006427466431e-01,9.504020970055628847e-01
1.691666666666666785e+01,9.937377450121798184e-01,9.819863874534319192e-01,9.689664200774977809e-01,9.485051447114982714e-01,9.483938258218014283e-01,9.939968328591677338e-01,9.827269412466271836e-01,9.702321070121111557e-01,9.505677778415309032e-01,9.504524839797708902e-01
1.700000000000000000e+01,9.937518216447792652e-01,9.820266159818696883e-01,9.690351605325581152e-01,9.486171159679138709e-01,9.485055661041453812e-01,9.940061562058537525e-01,9.827535952630528371e-01,9.702776721235080171e-01,9.506420709635506894e-01,9.505266449493222636e-01
1.708333333333333215e+01,9.937688822496659746e-01,9.820753732346536591e-01,9.691184766661884442e-01,9.487528375419107540e-01,9.486410100532839396e-01,9.940184612074479675e-01,9.827887739031538894e-01,9.703378112178395742e-01,9.507401307175720184e-01,9.506245314455615825e-01
1.716666666666666785e+01,9.937889187435553495e-01,9.821326367184307626e-01,9.692163313219768206e-01,9.489122535037460837e-01,9.488001031984132361e-01,9.940337396984590956e-01,9.828324542606803327e-01,9.704124860578622336e-01,9.508618980667352671e-01,9.507460855027179969e-01
