variant,E_keV,lnL,lnL_kde,mean_S1c,mean_log10S2c,sd_S1c,sd_log10S2c,corr,P_S1c_gt_600
NEST-default,294.0,-29.15233531887182,,579.525339758241,4.186733705104822,27.381511642293095,0.030651691287867107,-0.0627818294908682,0.22735
NEST-default,296.0,-30.554039748908423,,584.124677032482,4.188269751958344,27.324871179778782,0.03039965132455224,-0.0794295933000075,0.2772
NEST-default,298.0,-30.65397889806845,,588.4857895016571,4.189878397749718,27.642756071779342,0.030564056396061353,-0.05956997822396272,0.3346
NEST-default,300.0,-32.14176957938755,,593.2515988927661,4.191173609993638,27.902867320093662,0.0300722063663272,-0.055283485654486667,0.39765
NEST-default,302.0,-32.7915511713274,,597.83216068998,4.192910118910563,28.09031476524604,0.03035833833567552,-0.0745264792465668,0.46355
NEST-default,304.0,-33.13367028389531,,602.2822853650182,4.194422733478359,27.861540150647116,0.03044120933938959,-0.05741692332167748,0.52605
NEST-default,306.0,-34.07525924734248,,607.055942081949,4.195509299998486,28.185845629746073,0.030379812161817663,-0.06422454308223707,0.5946
NEST-default,308.0,-34.50232724185709,,611.4164971307898,4.19705384440909,28.239515507204146,0.030427857701481025,-0.050298813588816035,0.65615
NEST-default,310.0,-35.503952817773346,,616.156608717699,4.198661322980036,28.169133617578282,0.030467810259569524,-0.05640399689348053,0.71445
NEST-default,312.0,-36.174247299609064,,620.2972702995816,4.200420915694108,28.605225316406337,0.03050143340195526,-0.053957124957026946,0.75715
NEST-default,314.0,-37.48478368818588,,624.9864366167369,4.20149716731457,28.774793637298245,0.030367863945961155,-0.06438898134592909,0.80775
NEST-default,316.0,-38.99126998802022,,629.6300451563301,4.203060958903426,28.947236597343313,0.030008360461779116,-0.0591048247096187,0.84735
NEST-default,318.0,-40.579211407382815,,634.229156098915,4.2042947780716835,28.892224067743406,0.029885990507505775,-0.07180571933729314,0.88195
NEST-default,320.0,-40.87521554316098,,638.516803242767,4.205886301390233,28.94885851759746,0.030066450416846066,-0.06219975085213616,0.9085
LZ-beta1.11,180.0,-36.975653624437285,,363.13045719649745,3.968033590673945,21.018675677793382,0.03302707923233102,-0.04441055345659571,0.0
LZ-beta1.11,182.0,-34.791573079671835,,368.33069082040794,3.9703290588901536,21.04727774704482,0.03312019505869649,-0.032218278703970774,0.0
LZ-beta1.11,184.0,-32.92899224231751,,372.8000636876413,3.9717797821041305,21.093140659119957,0.032839807343273,-0.030376714276542875,0.0
LZ-beta1.11,186.0,-30.12918333738707,,377.4196349294192,3.9736538522783937,21.496685222458687,0.03292369217628808,-0.036328003530292106,0.0
LZ-beta1.11,188.0,-28.077977818891863,,382.3794667685606,3.9749788014301726,21.63431932624214,0.03289918440215111,-0.04973904294130651,0.0
LZ-beta1.11,190.0,-26.617090454848384,,386.75433347586335,3.9763008896056475,21.63193819093089,0.03264888183985624,-0.049799099477970274,0.0
LZ-beta1.11,192.0,-24.696369796616906,,391.7134882748786,3.977951509849903,21.788192477718955,0.03288996802411719,-0.04042126092635968,0.0
LZ-beta1.11,194.0,-23.000161906385582,,396.39363099911884,3.9797755970365367,21.9207611113463,0.03256023659969508,-0.036837406032055396,0.0
LZ-beta1.11,196.0,-21.392911111713815,,401.3783873311785,3.980986248523338,22.00712117752365,0.032516532701125034,-0.0340937873891296,0.0
LZ-beta1.11,198.0,-19.67221788280673,,406.04523792314126,3.9829463836847716,22.251345999577573,0.03255006850645994,-0.05700244277946322,0.0
LZ-beta1.11,200.0,-18.266673389689657,,410.8546260948009,3.98425794296003,22.36158122796779,0.032699669601018416,-0.042658564540135085,0.0
LZ-beta1.11,202.0,-16.716532023790734,,415.9444039025987,3.985763094682552,22.58516550505861,0.032258599867741364,-0.03043893127555963,0.0
LZ-beta1.11,204.0,-15.867179685289319,,420.4703735649856,3.9869843752013496,22.40501523441725,0.03248934896378409,-0.034645991731324904,0.0
LZ-beta1.11,206.0,-14.243572161414,,425.8383818425443,3.9885506334955965,22.768906078526925,0.03251334174296564,-0.03653422165871558,0.0
LZ-beta1.11,208.0,-13.051488665646296,,430.2079419269951,3.99009000538561,23.03290515888967,0.032572568808647465,-0.04593356326812085,0.0
LZ-beta1.11,210.0,-12.123354100358545,,435.09742889306324,3.9914261804060005,23.01014042781975,0.03223197476480997,-0.03731397956842472,0.0
LZ-beta1.11,212.0,-11.160495109072992,,439.8670968856491,3.992708831651362,23.08760013796514,0.032495194627706545,-0.04162792260674194,0.0
LZ-beta1.11,214.0,-10.08843797005986,,444.65442788905847,3.9939757335078196,23.428916828519647,0.032575785829074375,-0.03939452995547936,0.0
LZ-beta1.11,216.0,-9.258622461174628,,449.5488935166927,3.995655609367609,23.536586335504253,0.03234509891000699,-0.03140629861269087,0.0
LZ-beta1.11,218.0,-8.319166097314309,,454.33423261288164,3.9968638299405064,23.85269038413586,0.03205795438447243,-0.048938496213469414,0.0
LZ-beta1.11,220.0,-7.677506480028624,,459.0014379620565,3.998039607136426,23.93235675318644,0.03201225423031988,-0.03423542082276483,0.0
LZ-beta1.11,222.0,-6.89707849959979,,464.50083525271936,3.9992964170264815,24.039424656073884,0.032073015400264984,-0.04509505063762549,0.0
LZ-beta1.11,224.0,-6.368157486813965,,468.7811807122106,4.000386734134226,24.282333304601416,0.03208925787530263,-0.02548042431760263,0.0
LZ-beta1.11,226.0,-5.775935287768738,,473.87172681548606,4.001575503022633,24.339556248747865,0.03189901794386352,-0.03499151007487592,0.0
LZ-beta1.11,228.0,-5.218148530334226,,478.86354800993234,4.003551873273923,24.65621949182237,0.032314748587442634,-0.043706648906809704,0.0
LZ-beta1.11,230.0,-4.801447487796501,,483.9701128813699,4.004349226312344,24.573468911551675,0.03199196345340762,-0.03357634751420749,0.0
LZ-beta1.11,232.0,-4.40218660339624,,488.5869909524289,4.005445247662954,24.81455201979217,0.0319265474652807,-0.03430126524849311,5e-05
LZ-beta1.11,234.0,-4.071260918942913,,493.3509505841109,4.006836946190841,24.70029306373425,0.03217996959451244,-0.041952613853766973,5e-05
LZ-beta1.11,236.0,-3.739036954837574,,498.29814919108406,4.008273460496575,25.056015235047532,0.03207319080272129,-0.04854946522337661,0.0
LZ-beta1.11,238.0,-3.47174445351798,,503.3570355878452,4.009306511520291,25.072898596197874,0.0318855822191576,-0.05168195233011639,0.0001
LZ-beta1.11,240.0,-3.2807233827165456,,508.1448135108943,4.010398525532095,25.360520126042054,0.03169565073689255,-0.04210839791761352,0.00025
LZ-beta1.11,242.0,-3.1291883168893646,,513.1111276394606,4.011651062330441,25.516911429841883,0.03190505863108587,-0.029139039616848945,0.0008
LZ-beta1.11,244.0,-3.016601618963733,,517.9483273193298,4.0133943992310455,25.52552098979521,0.03194575058281903,-0.039988807738600994,0.0007
LZ-beta1.11,246.0,-2.9273748044459458,,522.7025314909358,4.013904455288276,25.819274429023118,0.03172021530358825,-0.03270867488529033,0.0023
LZ-beta1.11,248.0,-2.868039055582896,,527.7614335964216,4.014818577055927,25.91330856356057,0.03161215191726261,-0.041262358481135464,0.00325
LZ-beta1.11,250.0,-2.8979606541518477,,533.0258437312267,4.016831900489959,25.86999052584052,0.03166921540768969,-0.041743663837439285,0.00535
LZ-beta1.11,252.0,-2.925234863737858,,537.8660478279088,4.017807492107291,26.08524647011133,0.03185837239839777,-0.032285870522959004,0.0107
LZ-beta1.11,254.0,-3.00681064109609,,542.4686481995619,4.018733440558746,26.29941336410315,0.03154972150605706,-0.03594794496864389,0.0165
LZ-beta1.11,256.0,-3.087171032112691,,547.4721203609716,4.019572579876224,26.38702440176586,0.03164644577117998,-0.020519973399683984,0.026
LZ-beta1.11,258.0,-3.268709336934443,,552.3371683267677,4.021181225649394,26.50278951231005,0.03160569703149232,-0.037506536993533436,0.0377
LZ-beta1.11,260.0,-3.4235673814839838,,557.3591469933167,4.022098143527688,26.704644390735844,0.03170016219607932,-0.027770123717828017,0.0577
LZ-beta1.11,262.0,-3.637777518672853,,562.6085105262484,4.023176544127715,26.74380041445191,0.03186858461935861,-0.03336010288379133,0.08395
LZ-beta1.11,264.0,-3.9156501744498438,,567.3208693869026,4.024459743839913,26.926785749467154,0.031380402757363986,-0.030459184345548913,0.11195
LZ-beta1.11,266.0,-4.135756616894488,,572.5039072201537,4.0249786477131515,26.855224193192242,0.03164166134725107,-0.023553084894942636,0.15265
LZ-beta1.11,268.0,-4.491349888341098,,577.7250311451841,4.026122182576332,27.31549106865795,0.031112913220578402,-0.02290469704589821,0.20655
LZ-beta1.11,270.0,-4.790443290444687,,582.5849150115547,4.027264691267256,27.33571727216908,0.03184234371939836,-0.030383773243419253,0.258
LZ-beta1.11,272.0,-5.240922786866726,,587.3480089502843,4.028708445144745,27.410560152807882,0.031437288743082534,-0.03962878899943014,0.31785
LZ-beta1.11,274.0,-5.623032382238559,,592.2680453103129,4.029276293111663,27.51917167534065,0.03146968795441405,-0.04436166455065544,0.3862
LZ-beta1.11,276.0,-5.9847031755666364,,597.370613087498,4.030819796719945,27.95977277023841,0.03149344882421876,-0.02865835443080396,0.45555
LZ-beta1.11,278.0,-6.456520090667679,,602.4879366114583,4.031410258710723,27.831264822333953,0.031656628498077405,-0.034407013581642824,0.5308
LZ-beta1.11,280.0,-6.885154176939377,,607.262982006886,4.032517363236229,28.303814765222125,0.031337783294380556,-0.03234880793208317,0.59315
LZ-beta1.11,282.0,-7.504628772312152,,612.445834461367,4.03341191542681,28.154681005655927,0.031242397803644448,-0.041083010353468376,0.66915
LZ-beta1.11,284.0,-8.008233773977711,,617.5814326331473,4.0347936035557765,28.259581155733322,0.031175820118633707,-0.028242587356780546,0.73235
LZ-beta1.11,286.0,-8.611029866725197,,622.7845918026002,4.035682934473274,28.264930790101555,0.031245303247260794,-0.030425805904875522,0.7883
LZ-beta1.11,288.0,-8.949398934863419,,627.2619712209835,4.036495541599825,28.745157259079,0.031464356623584724,-0.025412511340380178,0.82945
LZ-beta1.11,290.0,-9.686916540124626,,632.6549535489637,4.037159233903133,28.77108776598497,0.03145104785001691,-0.038261234740615054,0.8717
LZ-beta1.11,292.0,-10.233281440292746,,637.6631013279125,4.038277414960842,28.928076934974776,0.031177585902410907,-0.024911440507382795,0.9033
LZ-beta1.11,294.0,-10.968610153263274,,642.923061052903,4.039347252147684,29.072597315928988,0.03125940695621597,-0.03448491018384408,0.9287
LZ-beta1.11,296.0,-11.580657514125518,,647.6930320271333,4.0398780622166015,29.251515594495597,0.031065749193242873,-0.03582359339429756,0.94965
LZ-beta1.11,298.0,-12.345720267392624,,652.5893126425032,4.04102884044721,29.316778058138105,0.0310832759359119,-0.04205224879939287,0.96655
LZ-beta1.11,300.0,-12.792670176554422,,657.7510288589156,4.042398636972318,29.615364045406107,0.031059628909954687,-0.020270822677931965,0.9768
LZ-beta1.11,302.0,-13.614771316486848,,662.9670982241925,4.043455944060662,29.512093063942594,0.03093122782797401,-0.013932423952596197,0.9851
LZ-beta1.11,304.0,-14.361713451086704,,667.8578738152161,4.043707293485934,29.822555980167074,0.03081331982529387,-0.030149731700275437,0.98935
LZ-beta1.11,306.0,-15.003278344664619,,672.6893768276216,4.045082172458005,30.00427448825692,0.031227486995059995,-0.029701049809125475,0.99355
LZ-beta1.11,308.0,-16.126479116974892,,677.8701705654541,4.045722524601539,29.87875422129645,0.03119987000582348,-0.044396820061989986,0.9962
LZ-beta1.11,310.0,-16.688696438686364,,682.9342672333803,4.046262378740319,30.06097393320006,0.03098149131209781,-0.028625060064883478,0.99785
LZ-beta1.11,312.0,-17.68495510117937,,688.1325030231441,4.047696163422282,30.043991329089348,0.031158774372322038,-0.0316712159107376,0.9986
LZ-beta1.11,314.0,-18.212807210353322,,692.5600420383638,4.048683091376751,30.501419480141323,0.031076349932294203,-0.0350807382254937,0.9989
LZ-beta1.11,316.0,-19.139943847949393,,698.6587032866179,4.049230445043191,30.404122559991762,0.031083205214712768,-0.01840995731055246,0.99945
LZ-beta1.11,318.0,-20.15604363497603,,703.281431987005,4.05011353823489,30.618516178465075,0.030651534221232464,-0.03337555095148659,0.99965
LZ-beta1.11,320.0,-21.01034970734665,,708.7433136658151,4.050832561098364,30.780045015084585,0.030832871841592918,-0.03334373559645828,0.9999
paper-contour,180.0,-34.38181945057488,-260.60982706853287,370.61608998786306,3.9687940156238852,20.894491366082015,0.03320790502884554,-0.025984879525898508,0.0
paper-contour,182.0,-31.56060346733854,,375.38420630339283,3.9698250675737703,21.246438497751555,0.03287784266882751,-0.04311300444608003,0.0
paper-contour,184.0,-29.9051834127416,,380.32651109134946,3.972007287112701,21.189277641450232,0.03286367756069336,-0.027583233002009436,0.0
paper-contour,186.0,-27.654871759508172,,385.09961173802407,3.9729253799295825,21.425874395651523,0.03280997660266087,-0.035302444581463525,0.0
paper-contour,188.0,-25.32004370246054,,390.0155230141815,3.9753109218605416,21.74412419663346,0.03279498406961696,-0.03981945894003172,0.0
paper-contour,190.0,-23.321798043587744,-103.50286283053366,395.05656157492996,3.976395596495725,21.96456156242076,0.033043432823638384,-0.034136511161590506,0.0
paper-contour,192.0,-22.01161243568827,,399.87214859303765,3.978347806877921,21.895707904488493,0.03255401651452377,-0.0386236430347657,0.0
paper-contour,194.0,-20.318182910469517,,404.9227755692469,3.9795064231387913,22.051131433299457,0.03283466600681118,-0.03462383184233564,0.0
paper-contour,196.0,-18.726151248588472,,409.6385451225021,3.981423962901353,22.253621402632906,0.03288298712296062,-0.04332327580016435,0.0
paper-contour,198.0,-17.421348915485392,,414.4634110336195,3.982567999415073,22.310794540359073,0.032671128775441746,-0.031480455735344165,0.0
paper-contour,200.0,-15.850694997010544,-29.647053229989368,419.2753374342905,3.983854041389582,22.645730138816152,0.03248007903294104,-0.019275448385463207,0.0
paper-contour,202.0,-14.541833044824912,,424.2014472402964,3.9855834397992775,22.781923865861188,0.03259191783770726,-0.04285772659430921,0.0
paper-contour,204.0,-13.329971048668426,,429.21588119132883,3.9869501021708427,22.93251459615726,0.03234912882232903,-0.03448647795994898,0.0
paper-contour,206.0,-12.120371530107827,,434.15146582260115,3.9885193564358254,23.163288166047728,0.032617226890872514,-0.04511506406447891,0.0
paper-contour,208.0,-11.15890453495172,,438.9980985150192,3.9896799993926173,23.285824935761973,0.03266964666620655,-0.02601221640735086,0.0
paper-contour,210.0,-10.276064725328755,-9.127943125247429,443.6784432215615,3.9910741358126534,23.339634185192985,0.03235028947081301,-0.03262438025590458,0.0
paper-contour,212.0,-9.302250368288647,,448.8986310646757,3.992796213503844,23.5024391921927,0.03232335757573014,-0.03856593325374673,0.0
paper-contour,214.0,-8.271808281300993,,453.889205019004,3.9943724156693547,24.044755203452343,0.03216500486265551,-0.034989595446372146,0.0
paper-contour,216.0,-7.625124054191689,,458.44680679462067,3.9951213065211055,24.080866693411515,0.03202955849743848,-0.03123215163219785,0.0
paper-contour,218.0,-6.904494069223967,,463.80792963642665,3.997071047838568,24.168404462983567,0.03225140572509997,-0.03672784132868865,0.0
paper-contour,220.0,-6.301319046703265,-6.3459985322656935,468.6676632464814,3.99840772084833,24.229110138257955,0.03205214117205824,-0.04052316211619839,0.0
paper-contour,222.0,-5.773158880298602,,473.3771362107657,3.99966415405723,24.200666696847158,0.032204195055639324,-0.05012567694633654,0.0
paper-contour,224.0,-5.237248232178287,,478.5518949209086,4.000827808158494,24.382081289827298,0.03263688311634768,-0.0383805111380893,5e-05
paper-contour,226.0,-4.730446559224514,,483.8538376811342,4.001974989898392,24.543285590179643,0.03204505283874548,-0.037147155706968804,0.0
paper-contour,228.0,-4.302813941393957,,488.7783990045853,4.003284758433675,24.825379906897897,0.03211691896141158,-0.037305167121484066,0.0
paper-contour,230.0,-3.9786116134897416,-3.8385588260277315,493.33911122765375,4.004402608833373,24.756355813573876,0.03223635687875776,-0.04316691118456149,0.0
paper-contour,232.0,-3.7029497146752073,,498.4558253624686,4.00575199752057,24.86394726924962,0.03202122914526881,-0.021276960348466704,5e-05
paper-contour,234.0,-3.3937676657960036,,503.60792666060667,4.006976257123376,25.20459714253523,0.03207619620324468,-0.03217809534228853,0.0001
paper-contour,236.0,-3.210048089109224,,508.3387066905165,4.008617992454475,25.29823700481654,0.03192730632401227,-0.032804731817238635,0.0003
paper-contour,238.0,-3.00744511094703,,513.5695965135586,4.009490822042298,25.679520387632277,0.03196156949308664,-0.03793207607663977,0.0007
paper-contour,240.0,-2.874695307518199,-2.839950699174932,518.4414391940333,4.010497172448344,25.50251491351012,0.031973693570927095,-0.04059380583562713,0.0014
paper-contour,242.0,-2.797486683581142,,523.4045078189802,4.011735276467347,25.562205432551856,0.03189162598570403,-0.03794897378866686,0.0014
paper-contour,244.0,-2.7589966864642,,528.357457797494,4.0128080457491615,25.93643605832077,0.03197186635969936,-0.033652594955051816,0.00345
paper-contour,246.0,-2.7719995080858606,,533.5509332482969,4.014332157265694,26.0983714953118,0.032061698273424866,-0.026803273731043728,0.00775
paper-contour,248.0,-2.8221925772344063,,538.5997193059122,4.015571714618952,26.284092927885062,0.03186520489728963,-0.0402560647651316,0.0116
paper-contour,250.0,-2.901809033344487,-2.8982429778035317,544.237012645059,4.016582949330778,26.337806026320358,0.03174819115874294,-0.037610727776661766,0.01995
paper-contour,252.0,-3.035208862830204,,548.8571067830139,4.017828459611496,26.40160528957221,0.031485058810992596,-0.04081689744940889,0.02845
paper-contour,254.0,-3.1650095621428376,,553.545913808207,4.018847016471539,26.70404557866703,0.03182699273154983,-0.04112329358121061,0.04425
paper-contour,256.0,-3.3608538610938945,,558.8255530759765,4.019833619059082,26.705123768974886,0.03158987357376669,-0.03923102431871885,0.0639
paper-contour,258.0,-3.580470538785582,,563.6555696151847,4.020862403260332,26.72351330495092,0.031531924971006764,-0.04191727457486923,0.0883
paper-contour,260.0,-3.8297491684274276,-3.705126216958576,568.7247210537618,4.022051148591172,27.1122662970699,0.03167160642769145,-0.03970049795074787,0.12515
paper-contour,262.0,-4.106072563400555,,573.8446495569261,4.023187069048543,27.02290529985446,0.03181413260892722,-0.03490541279803876,0.16525
paper-contour,264.0,-4.421960879474698,,579.2086075853489,4.024149377977755,27.242644265612256,0.03177258881271432,-0.030031056934599017,0.22175
paper-contour,266.0,-4.78806405761701,,583.989060895738,4.025601852325825,27.239312349131847,0.031845590694221465,-0.03290178972275588,0.27555
paper-contour,268.0,-5.206159399091089,,589.4274202958301,4.02648885286776,27.549141020045546,0.03163306989681234,-0.0383907937757319,0.34595
paper-contour,270.0,-5.575128545479555,-5.454637886075946,594.3716885891207,4.027787249773559,27.663745268668457,0.031698239934614854,-0.02714282192768898,0.41335
paper-contour,272.0,-6.102279232826982,,599.6326235110309,4.028670342425408,27.7934656832949,0.03153221777411318,-0.043339434105004716,0.48715
paper-contour,274.0,-6.507741911519704,,604.7856868455061,4.029596499949427,27.964672810978666,0.0316531859297913,-0.03395422113025671,0.56345
paper-contour,276.0,-6.919038157115889,,609.9007483956674,4.030266349457327,28.469491969122544,0.03129919137763853,-0.02888127952387778,0.63285
paper-contour,278.0,-7.4787443863639265,,614.9919831147075,4.0314559705850375,28.439171628295767,0.03141240326576776,-0.03231032940986936,0.69685
paper-contour,280.0,-8.002146585616583,-8.022220922913,619.9520458913496,4.032290667058652,28.401371617087552,0.03158840048519546,-0.030618483466930687,0.756
paper-contour,282.0,-8.678641898784809,,624.8857114115488,4.033777019252999,28.33118866442632,0.03142531837076999,-0.033494560969084645,0.8113
paper-contour,284.0,-9.155966210712128,,630.3537912938507,4.03433739012563,28.899929162170604,0.031242218277458322,-0.03165494600365291,0.8538
paper-contour,286.0,-9.841140759980997,,635.1020678741093,4.035682773245201,28.89058055058662,0.03127960103270278,-0.03810896558310885,0.8898
paper-contour,288.0,-10.42078509382225,,640.273768146693,4.036423118546674,28.96152418160846,0.031236738929908574,-0.029084239610506702,0.92215
paper-contour,290.0,-11.21464097823312,-17.01193334654425,645.5475211808277,4.037527008858745,29.00800612072203,0.03134958836330567,-0.039055248476492395,0.944
paper-contour,292.0,-11.875507731595352,,650.7137436001232,4.038806558264386,29.188341560467663,0.031480081754120745,-0.03763188367292722,0.9622
paper-contour,294.0,-12.547015783535683,,655.8639283760391,4.039446270500509,29.572402903956707,0.031005395372788805,-0.042063861317484345,0.97405
paper-contour,296.0,-13.457150254304928,,661.2967999778466,4.040539498118226,29.43605702670386,0.031140791825073615,-0.04317926971881353,0.98365
paper-contour,298.0,-13.907400090646677,,666.2788258252763,4.041427854072422,29.7960946753782,0.031342409995257815,-0.03357489043251393,0.9892
paper-contour,300.0,-14.949609720179383,-42.17748693424418,671.6083019539848,4.042045028565113,29.51548339064547,0.03125831444299136,-0.034414986839475574,0.99265
paper-contour,302.0,-15.675361673670626,,676.8821049020987,4.043262977215663,29.68701126343806,0.031082767109130122,-0.025114617394881064,0.9963
paper-contour,304.0,-16.473621534416537,,680.8926685962227,4.044559173957244,29.816376507836495,0.03109709592451553,-0.03669273633351894,0.997
paper-contour,306.0,-17.06433864180434,,686.6631290615559,4.045109637494277,30.159516099460777,0.03120724457897012,-0.02750227739654444,0.99835
paper-contour,308.0,-18.084423075644626,,691.756241333835,4.045994570360682,30.290183522482085,0.031127445334505517,-0.041182777135799105,0.99925
paper-contour,310.0,-18.91521361042409,-69.25559983263983,697.2803803651085,4.046637645640332,30.39189574899983,0.03134557342472347,-0.038014693041675665,0.9998
paper-contour,312.0,-19.683220603135698,,702.3527034230912,4.047543959742668,30.643760234626676,0.031176218159845226,-0.037340797382105585,0.99965
paper-contour,314.0,-20.820790879119624,,707.4742279857849,4.048805833933199,30.615729544962328,0.031244688352040157,-0.04331542645276355,0.99985
paper-contour,316.0,-21.50989790328987,,712.829893499206,4.049308376657095,30.884060696644042,0.03106149453553984,-0.036185991506742905,0.9999
paper-contour,318.0,-22.53360787021098,,717.7648230938146,4.050294024666768,30.807532971039358,0.0310242795104118,-0.031443730895960094,0.9999
paper-contour,320.0,-23.284342491076597,-123.95006359588483,723.4302981135877,4.051243006928319,31.16604585661449,0.030825912232084637,-0.02702645863847361,0.99995
