m_GeV,delta_keV,S_tot_unit,S_H_unit,S_L_unit,f_ev_unit,N_arch_unit,N_SR1_unit,N_arch_nonSR1_unit,Z_LZ,Z_joint,q0_LZ,q0_joint,llmax_LZ,llmax_joint,kappa_hat_LZ,kappa_hat_joint,mu_hat_LZ,mu_hat_joint,k68lo_LZ,k68hi_LZ,k90lo_LZ,k90hi_LZ,k68lo_joint,k68hi_joint,k90lo_joint,k90hi_joint,N_arch_at_LZfit,N_SR1_at_LZfit,UL_excl_LZ,UL_excl_joint,UL_n1_LZ,UL_n1_joint,sigma_kappa_hat_LZ,sigma_kappa_hat_joint,sigma_k90hi_joint,sigma_k90lo_joint,sigma_UL_excl_LZ,sigma_UL_excl_joint,sigma_UL_n1_LZ,sigma_UL_n1_joint
300.0,305.0,152.35478265622734,45.74666706440891,0.023196924766712226,0.1215921543275804,48.468967656014364,48.3959174614923,0.07305019452205756,2.6815057465040586,2.5776679610315933,7.190473068534288,6.644372117328771,312.34261254344347,312.0695620678407,0.006606934480075964,0.005011872336272725,1.006598066735908,0.7635827204935893,0.001913206452396416,0.015404317485977249,0.0006266522415251569,0.023870008011950664,0.0014351557708598428,0.01167068692132422,0.00045919890219068475,0.01809240750582284,0.32023129362020797,0.31974865577124395,0.015117102859316486,0.01146832562904461,0.025460872522176364,0.019299826530982882,1.950019957881395e-40,1.4792414109081794e-40,5.3399281964836506e-40,1.355313915416286e-41,4.461774574866696e-40,3.3848472279480764e-40,7.514711961052635e-40,5.696294859977597e-40
300.0,310.0,35.78482915744645,13.25034803970383,7.017757200517431e-05,0.03206117800588626,11.362286521573184,11.362286521573184,0.0,2.7238985528244215,2.6218154264316125,7.419623326078977,6.873916130274779,312.4571876722158,312.1843340743137,0.02754228703338169,0.02089296130854041,0.9855960360949164,0.7476510510192574,0.008177855568437852,0.06561643865280825,0.0026992649573524576,0.10162382685123221,0.006145909148329645,0.049740609055184265,0.0019875540699087406,0.07707152923402771,0.31294335673269263,0.31294335673269263,0.06434025901769565,0.0488343883054721,0.1084202120824675,0.08222959286948574,8.129036175968668e-40,6.16650454969082e-40,2.2747466414872853e-39,5.866215436793427e-41,1.8989864294571052e-39,1.4413345873759218e-39,3.199995066336943e-39,2.4269855817022598e-39
300.0,315.0,4.601427292281995,2.29911208322634,1.3639435241683642e-09,0.004728139697825408,1.4598788640266116,1.4598788640266116,0.0,2.773300713678086,2.673023403059648,7.69119684848738,7.145054113304582,312.59297443342,312.3199030658286,0.21877616239495518,0.16595869074375597,1.0066826045448647,0.763646848979706,0.06384167942342962,0.5104713465636743,0.021242548164265445,0.790760531455048,0.04804618068442972,0.38711727451547717,0.01571078913823481,0.5998965866055219,0.31938669543324866,0.31938669543324866,0.5004813589205969,0.3799456590016453,0.843416739114926,0.6398684208732192,6.457122955667008e-39,4.898228673375153e-39,1.770579563144453e-38,4.636999574615409e-40,1.4771580396110489e-38,1.1213999778534032e-38,2.4893231180740295e-38,1.8885554183768496e-38
400.0,100.0,207639179.14513138,284213.43437871506,204647991.77559426,859.2384188314039,1134208.9651446228,1092294.155189046,41914.80995557682,0.0,0.0,0.0,0.0,308.7473760091763,308.7473760091763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.368165039869779e-08,0.0,0.0,0.0,3.315096093537224e-08,0.0,0.0,0.0,0.0,3.6210979673079587e-08,3.5637014086765695e-08,0.0,0.0,9.79969295151943e-46,0.0,0.0,0.0,1.0704259311266534e-45,1.0534590428316795e-45
400.0,110.0,134358553.5054381,242461.09321630016,131830246.18396375,734.5706642809761,956718.1771501412,921593.7991882575,35124.37796188365,0.0,0.0,0.0,0.0,308.7473760091763,308.7473760091763,0.0,0.0,0.0,0.0,0.0,3.621251777492038e-08,0.0,5.6590876341634196e-08,0.0,3.526820555070011e-08,0.0,5.5446952743793175e-08,0.0,0.0,4.225915360545559e-08,4.158884272484101e-08,6.040138429287438e-08,5.919222058981196e-08,0.0,0.0,1.639056898066595e-45,0.0,1.2492148584528202e-45,1.229399925109285e-45,1.7855139133699172e-45,1.7497700535124782e-45
400.0,120.0,85569004.55144276,205419.6801732761,83449155.13179076,623.5595311720425,800302.0969943241,771142.4188166134,29159.67817771069,0.5837416079917996,0.5386452599314441,0.3407542649008519,0.2901387160466129,308.91775314162675,308.8924453671996,3.162277660168379e-08,3.162277660168379e-08,2.705929514958738,2.705929514958738,0.0,5.857787472528171e-08,0.0,9.05678525578253e-08,0.0,5.76904454733963e-08,0.0,8.899406535006524e-08,0.025307774427110585,0.024385664438319844,6.584983243398724e-08,6.446212566075226e-08,9.649386377818841e-08,9.4836986087899e-08,9.347949266844217e-46,9.347949266844217e-46,2.6307367579427943e-45,0.0,1.9465744598478086e-45,1.905552722013548e-45,2.8524368828265793e-45,2.8034582343502576e-45
400.0,130.0,53678000.79849542,172950.23947034482,51915390.47326856,526.8052557970991,663734.4319443515,639757.8466534032,23976.58529094823,0.9501345286416728,0.9277808853326558,0.9027556225171338,0.8607773711886466,309.1987538204349,309.17776469477064,3.162277660168379e-08,3.162277660168379e-08,1.697447427675825,1.697447427675825,0.0,8.948453291485492e-08,0.0,1.4159453121594688e-07,0.0,8.683868993445175e-08,0.0,1.3778852604207852e-07,0.020989125664221724,0.020230919463894846,1.0386544083577832e-07,1.0103781342509618e-07,1.511809147842269e-07,1.470737887423909e-07,9.347949266844217e-46,9.347949266844217e-46,4.0731405948901084e-45,0.0,3.07034667999257e-45,2.9867597201454466e-45,4.4690304691423035e-45,4.3476204919122424e-45
400.0,140.0,33158121.287271746,144524.32452329443,31705111.18875885,441.6125129621572,545585.8691188324,526073.0961132322,19512.773005600207,1.1458439878227615,1.119891468310814,1.3129584444295688,1.2541569007953512,309.4038552313911,309.374454459574,5.495408738576248e-08,5.248074602497723e-08,1.8221742947684427,1.7401629419426996,0.0,1.4833393205729077e-07,0.0,2.3163487440856347e-07,0.0,1.426775586527768e-07,0.0,2.2349725539625038e-07,0.02998217352799349,0.028909866895105187,1.657947483735088e-07,1.5988582730331462e-07,2.468727017537481e-07,2.383724194539831e-07,1.6244873983029006e-45,1.5513734214645197e-45,6.606760155943515e-45,0.0,4.9010272438323457e-45,4.7263547440651334e-45,7.297757310912165e-45,7.046482071255235e-45
400.0,150.0,20140711.138144527,119847.24852240876,18954452.361893855,367.83768194469894,444043.0429532048,428328.61702157906,15714.425931625708,1.3312271586618363,1.2997047621980016,1.7721657479588657,1.6892324688801637,309.63345888315575,309.5919922436164,9.549925860214369e-08,9.120108393559096e-08,1.92342298141274,1.8368546870324107,0.0,2.465427249835858e-07,0.0,3.816146068648239e-07,0.0,2.3460504163748678e-07,0.0,3.64442734245043e-07,0.0424057813894709,0.04090506536364234,2.676658011371369e-07,2.552696071204773e-07,4.0627297554794836e-07,3.881825856262609e-07,2.823035547063699e-45,2.695978017520798e-45,1.0773222836514782e-44,0.0,7.912418194694327e-45,7.545976644575918e-45,1.2009758699398465e-44,1.1474992099566244e-44
400.0,160.0,12016515.084037643,98561.24526545468,11056893.617928632,303.7266718769563,357959.4564513296,345448.1947143983,12511.261736931263,1.5053041236371631,1.4667917384264,2.2659405046390475,2.1514780039159405,309.88034626149584,309.8231150111343,1.6595869074375596e-07,1.5135612484362072e-07,1.9942451106494818,1.8187731572448531,3.247272275450581e-08,4.114737084762547e-07,0.0,6.333148692643645e-07,0.0,3.8603944678723e-07,0.0,5.964130172385473e-07,0.059406482732009186,0.05733013011459562,4.3702999150694034e-07,4.1054049081630164e-07,6.738927999274671e-07,6.3519392716955e-07,4.9058735132762346e-45,4.474209820616984e-45,1.7630452561001758e-44,0.0,1.291896103923622e-44,1.2135909912261684e-44,1.9920817783844248e-44,1.8776847715112817e-44
400.0,170.0,7047466.787561258,80414.41342269753,6279071.238368893,248.7779211653951,285510.5942649175,275673.74082838895,9836.85343652854,1.6677224258043215,1.620854939020748,2.781298089530651,2.6271707333479526,310.13802505394165,310.0609613758503,2.8840315031266057e-07,2.6302679918953816e-07,2.0325116232565126,1.8536726315268146,6.416678816222102e-08,6.88886525625349e-07,0.0,1.0567749270024058e-06,5.625976762543413e-08,6.343364348798776e-07,0.0,9.77181012208419e-07,0.08234215483364205,0.07950517531338329,7.186735426866664e-07,6.624829186934041e-07,1.1244181729918767e-06,1.0407422099051982e-06,8.525431057111055e-45,7.775285534266794e-45,2.888626334653167e-44,0.0,2.124457286303077e-44,1.9583532439612142e-44,3.323871324849462e-44,3.076518390715604e-44
400.0,180.0,4055672.3817723216,64948.57854576519,3447202.2642905605,202.24304038822817,225159.81495747453,217521.64648471636,7638.168472758188,1.819474585783923,1.7624350018105064,3.3104877683135783,3.1061771356067993,310.4026198933331,310.3004645769797,4.78630092322638e-07,4.365158322401665e-07,1.9411668465180594,1.7703652050228034,1.1912783579534729e-07,1.1556736110221121e-06,0.0,1.7716304969241367e-06,1.0252951996772693e-07,1.039121855516933e-06,0.0,1.6004043041143108e-06,0.10776826302044412,0.10411240573915201,1.188728684130595e-06,1.0691867664567084e-06,1.8856837257442387e-06,1.7042090935951215e-06,1.414869376264306e-44,1.290376207425785e-44,4.730924937345038e-44,0.0,3.5139784122257006e-44,3.160602807119204e-44,5.574234047693441e-44,5.037780315019367e-44
400.0,190.0,2298691.047723407,51960.15460472585,1822939.794308276,162.55846070349173,175265.7335599333,169421.6976818771,5844.035878056204,1.9563871487847426,1.8879920580291163,3.827450675930095,3.564514011181018,310.66110134714137,310.52963301476683,7.943282347242822e-07,6.918309709189363e-07,1.8259152021146445,1.5903056593891516,2.1168835302688598e-07,1.9318556557890792e-06,4.191774580479492e-08,2.965277284206538e-06,1.7772676822495752e-07,1.6863643453245009e-06,0.0,2.600935565530998e-06,0.1392185207463182,0.13457643804363645,1.963767545399755e-06,1.715069729681331e-06,3.1579106206066622e-06,2.771259649232088e-06,2.3480986925825935e-44,2.0451084668629126e-44,7.688576502678119e-44,0.0,5.805056152246498e-44,5.06988523623433e-44,9.335039943673949e-44,8.192068309679891e-44
400.0,200.0,1288439.7403876968,41067.492263999375,921391.5204332327,129.18721776537117,134553.14777207052,130156.28576025736,4396.862011813159,2.0775014390804336,1.9966025654612682,4.316012229381272,3.9864218044065183,310.90538212386696,310.7405869113796,1.3182567385564074e-06,1.096478196143185e-06,1.6984943699899493,1.4127460823794955,3.635376462029284e-07,3.1969576142344768e-06,8.673996525341578e-08,4.918791624024303e-06,2.960430719402766e-07,2.697820746238235e-06,6.29581699262943e-08,4.170695070546705e-06,0.177375593744508,0.17157940076893263,3.2174413879206217e-06,2.717119731280868e-06,5.24108293882698e-06,4.443990363379657e-06,3.8968738475813234e-44,3.2412784869756163e-44,1.232891292818099e-43,1.861094570591943e-45,9.511017720602486e-44,8.032026320738237e-44,1.549306628971622e-43,1.3136795981730987e-43
