m_GeV,delta_keV,S_tot_unit,S_H_unit,S_L_unit,f_ev_unit,N_arch_unit,N_SR1_unit,N_arch_nonSR1_unit,Z_LZ,Z_joint,q0_LZ,q0_joint,llmax_LZ,llmax_joint,kappa_hat_LZ,kappa_hat_joint,mu_hat_LZ,mu_hat_joint,k68lo_LZ,k68hi_LZ,k90lo_LZ,k90hi_LZ,k68lo_joint,k68hi_joint,k90lo_joint,k90hi_joint,N_arch_at_LZfit,N_SR1_at_LZfit,UL_excl_LZ,UL_excl_joint,UL_n1_LZ,UL_n1_joint,sigma_kappa_hat_LZ,sigma_kappa_hat_joint,sigma_k90hi_joint,sigma_k90lo_joint,sigma_UL_excl_LZ,sigma_UL_excl_joint,sigma_UL_n1_LZ,sigma_UL_n1_joint
600.0,270.0,47429.480451976866,6976.281410670138,3345.229808022512,24.759655216123704,15246.001456595002,14883.926884460865,362.0745721341372,2.538413072473531,2.4233858166445326,6.443540926504511,5.872798816313889,311.9691464724286,311.68377541733327,2.187761623949552e-05,1.584893192461114e-05,1.0376439717670043,0.7517066069030562,6.333811934749296e-06,5.171140630793422e-05,2.004875760791866e-06,8.01755516873316e-05,4.654499910659519e-06,3.8610824541092445e-05,1.4166455851318807e-06,5.9911986509616465e-05,0.33354616905417517,0.32562484051494495,5.084338906131326e-05,3.804627973332321e-05,8.553036614026977e-05,6.391684201422362e-05,6.477302290837653e-43,4.692390703758911e-43,1.773813212642411e-42,4.1942602856861203e-44,1.505319395109695e-42,1.1264355868424688e-42,2.5322961627620524e-42,1.8923849045968354e-42
600.0,280.0,30377.19253796552,4898.582897660958,1552.4393343301463,17.70642229143025,9841.926997119539,9630.030606915005,211.89639020453387,2.575893983814281,2.4630544099126523,6.635229815850607,6.066637026190165,312.0649909171016,311.7806945222714,3.3113112148259076e-05,2.5118864315095822e-05,1.005883383258911,0.7630405776346971,9.80851402324995e-06,7.977437059349541e-05,3.1366958172554587e-06,0.00012361590462921503,7.232343886660702e-06,5.962970606030987e-05,2.2344746398567577e-06,9.248623719257364e-05,0.32589683241059797,0.31888028347794395,7.836494594749351e-05,5.8699806775139514e-05,0.0001319254510474789,9.868135370924775e-05,9.803793741818942e-43,7.436938082755315e-43,2.7382385241630222e-42,6.615605441251931e-44,2.3201496833586166e-42,1.7379242269088558e-42,3.905914688945702e-42,2.921657238369268e-42
600.0,290.0,18421.501353697513,3299.2172540177394,684.6192197380246,12.213052115864764,5962.428084845241,5851.182663480432,111.24542136480927,2.621348196812544,2.511273826804007,6.871466368932374,6.306496233190842,312.1831091936425,311.90062412577174,5.495408738576248e-05,4.168693834703355e-05,1.0123367951680349,0.7679359911913833,1.611304733041055e-05,0.0001303996990910838,5.210344397460094e-06,0.00020207191861046424,1.1932458070521466e-05,9.775860749936626e-05,3.746374448500967e-06,0.00015163245653609022,0.3276597940059098,0.3215464033989621,0.000128038505692409,9.616692926599494e-05,0.00021557751870682264,0.0001617323275203386,1.6270247737141034e-42,1.2342245073564507e-42,4.4893796807416994e-42,1.1091884751960768e-43,3.7908339608757795e-42,2.8472127146692064e-42,6.382600099054477e-42,4.788406397122868e-42
600.0,300.0,10309.839183027267,2111.8925334936725,242.5309363555864,8.017777417674752,3323.5936391074715,3274.18770776699,49.40593134048151,2.677500296544987,2.5709434865926837,7.1690078379984925,6.609750411253344,312.33187992817557,312.052251214803,9.549925860214369e-05,7.244359600749891e-05,0.9845819982864348,0.74688182467751,2.8689868611104887e-05,0.00023113831398122306,9.38986403697616e-06,0.0003580473791181084,2.1370660358616815e-05,0.0001739157373413534,6.825176644758015e-06,0.00026947398844234886,0.31740072842956424,0.31268249861599984,0.0002267615698033715,0.0001708318301214616,0.00038203576814350044,0.0002875783358663279,2.827445000156135e-42,2.1448363717468264e-42,7.97831200415569e-42,2.020728941970058e-43,6.713726118431952e-42,5.057815223013747e-42,1.1310926789686112e-41,8.514327124631925e-42
600.0,305.0,7409.936790566922,1642.8987728253028,124.6256810264269,6.351970220643728,2382.8316644592433,2352.739199025751,30.092465433491984,2.711674205978455,2.607012343383856,7.353176999368884,6.796513358555785,312.42396450886076,312.1456326884542,0.00013803842646028852,0.0001,1.0228560147400585,0.7409936790566922,3.986679222710573e-05,0.0003203008240216868,1.3132420926582849e-05,0.0004961646445899271,2.9777807512938105e-05,0.00024142778184820112,9.59719575069411e-06,0.0003740836554985236,0.32892233348170413,0.3247684169049542,0.00031415014116434743,0.0002370629149433735,0.000529323373470995,0.0003991943080764748,4.0869014528224003e-42,2.960698377707267e-42,1.1075488719612829e-41,2.8414401889619123e-43,9.301038133017921e-42,7.018717876874016e-42,1.5671668531181125e-41,1.181893940311994e-41
600.0,310.0,5133.256421627962,1248.9137321499602,55.948930132760786,4.924943468278929,1646.118849808309,1629.4005183571276,16.718331451181545,2.7511555290724106,2.648548226793951,7.568856745145695,7.0148077096533825,312.53180438174917,312.254779864003,0.00019054607179632481,0.0001445439770745928,0.978121846664467,0.7419812985257983,5.7518799038011816e-05,0.00046082354462393586,1.9074642656513933e-05,0.0007136190393421316,4.3084756870886877e-05,0.00034795126338399364,1.4016690438700859e-05,0.0005389762798889617,0.3136614805408577,0.3104758681558461,0.0004517135012993448,0.0003414360564732915,0.0007614365549551432,0.0005751959518077959,5.641494456458712e-42,4.279511184321032e-42,1.5957461974899462e-41,4.149919264268659e-43,1.3373874304854395e-41,1.0108891784912408e-41,2.2543839729827025e-41,1.7029817213811285e-41
600.0,315.0,3418.228850666635,923.6585424227916,20.921448128781243,3.73859203211985,1092.9057248308386,1084.6035062997084,8.302218531130256,2.7969616736459875,2.696491693424023,7.822994603844563,7.271067452704756,312.6588733110986,312.3829097355287,0.00028840315031266055,0.00021877616239495518,0.9858279690218824,0.7478269901365647,8.643281891716652e-05,0.0006902490297992174,2.885924427647119e-05,0.0010685565233729088,6.49071802469071e-05,0.000521925357526594,2.131848304524833e-05,0.0008083776955979142,0.31519745403595556,0.3128030680569935,0.000676219450964214,0.0005119042881154638,0.0011401052367240995,0.0008624822688621656,8.53874739256359e-42,6.477302290837654e-42,2.393362531931483e-41,6.31175981672466e-43,2.002081831443847e-41,1.5155941953648467e-41,3.3755077247846007e-41,2.5535498542214963e-41
600.0,320.0,2171.382320012987,659.5227383942946,6.178926853976742,2.749755975758494,692.2175238152554,688.620979076004,3.596544739251426,2.8478080830756394,2.749509604721907,8.110010878030948,7.5598030664580165,312.8023814481918,312.52727754240533,0.0004570881896148752,0.0003467368504525317,0.9925132136164838,0.7528982667696144,0.00013625205212148758,0.0010844645797388754,4.5798194479120665e-05,0.0016791613791592456,0.00010255565629383951,0.0008212064920026696,3.3995558330899345e-05,0.0012720054675820712,0.31640445478040685,0.31476051665667354,0.0010623126522793036,0.0008051697956738194,0.0017911761444931262,0.0013568594449621589,1.3533002614619124e-41,1.0265832306261376e-41,3.7660245243050113e-41,1.0065059439954644e-42,3.145187346221238e-41,2.3838649078303683e-41,5.303132305188756e-41,4.017251557476246e-41
600.0,325.0,1305.0835024027542,449.64095463914987,1.3416281665810297,1.9484369878328969,414.8588558063539,413.59108392287527,1.267771883478633,2.904297502201414,2.8082128791013963,8.434943981293372,7.886059574350952,312.964847999823,312.6904057963518,0.0007585775750291835,0.0005754399373371566,0.990007078463275,0.7509971688423978,0.0002271637904392677,0.0018030399472885052,7.685154406550874e-05,0.0027911937000425473,0.00017134080559796726,0.0013668841358479705,5.729664795371197e-05,0.0021166022624098746,0.31470262481696565,0.31374092149590627,0.0017653803647554851,0.0013393470460387842,0.0029774623029705885,0.002257900951498755,2.245919395754016e-41,1.7037040889420909e-41,6.266620884568445e-41,1.696380926446194e-42,5.226758781967827e-41,3.965402626394048e-41,8.815367810089562e-41,6.684963684126058e-41
600.0,330.0,731.5370063799625,288.61568242995764,0.170668998705125,1.3108099530107804,231.90209630549413,231.5823650102613,0.31973129523282817,2.965960407416668,2.8721059256632304,8.796921138363246,8.248992448229842,313.14583657835794,312.87187223329124,0.0013803842646028838,0.0010471285480509007,1.0098021725815995,0.7660132833361526,0.0004062668369526906,0.003216037028609067,0.00013825992636196894,0.004979057818323857,0.0003069646161892201,0.002440352448161044,0.00010348115546073706,0.0037790118656229185,0.32011400466852663,0.31967265261968614,0.0031483520632118295,0.0023904919877795615,0.005310711908102975,0.004030749327406191,4.0869014528223964e-41,3.1002317934652675e-41,1.1188514299886286e-40,3.0637648909587764e-42,9.321320846002589e-41,7.077525750141166e-41,1.5723416130791142e-40,1.1933832994596165e-40
600.0,335.0,379.79777680199845,173.3043865178601,0.010654557089686979,0.8344247164096352,120.08621087470301,120.04175720537332,0.04445366932969856,3.03362439134268,2.9420638642709305,9.202876947749246,8.655739781448801,313.34881448305094,313.0752458999007,0.0026302679918953813,0.001995262314968879,0.9989699357153227,0.7577961913619891,0.0007847135015441896,0.006195364858797036,0.0002685102888952278,0.009591352655798224,0.0005938618556364964,0.004704745198263912,0.00020165991046648717,0.007284638925799909,0.3158589167317304,0.3157419916681702,0.006063104376502047,0.004606441330499844,0.010228759871704424,0.0077691495204381495,7.787430176540005e-41,5.907369899028804e-41,2.1567618649799e-40,5.970541697667211e-42,1.795102329137944e-40,1.363828337421459e-40,3.0284272758112475e-40,2.300210838132642e-40
600.0,340.0,179.15829739421486,95.39540542502678,0.00029895045435899794,0.4923867313572723,56.48909894603452,56.48909894603452,0.0,3.1062820524017423,3.017066212527951,9.64898818907318,9.102688530777755,313.5718701037129,313.2987202745652,0.005495408738576248,0.004168693834703355,0.9845480730886106,0.7468560897832137,0.0016673820473312086,0.013142506083380395,0.0005732974269973442,0.020332455475388547,0.0012636737680997716,0.009988850603661918,0.0004318975648709051,0.015454389928061954,0.3104306879823364,0.3104306879823364,0.012851193352298541,0.009770493953933885,0.02169140176439309,0.016488397770349945,1.6270247737141034e-40,1.2342245073564507e-40,4.575578718846854e-40,1.2787184196490076e-41,3.80485073097527e-40,2.8927485598810707e-40,6.4221698014035165e-40,4.881717252966719e-40
600.0,345.0,73.79300997802339,46.131644291438974,1.4484000685106273e-06,0.2607215173895615,23.165511569676298,23.165511569676298,0.0,3.1858724581751314,3.099240673468005,10.149783319758853,9.605292752078412,313.82226766905575,313.5500223852155,0.013803842646028838,0.010471285480509006,1.0186270981134709,0.7727076739459325,0.004056534583263475,0.03191425781497727,0.0014005977765988815,0.049377348779586105,0.0030801034963199325,0.02427937535747083,0.0010585583927334205,0.037573417607841685,0.31977307652257214,0.31977307652257214,0.03120213852266532,0.023748161874316547,0.05268031360574529,0.0400827679020472,4.086901452822396e-40,3.100231793465267e-40,1.1124355655645453e-39,3.1340721160742495e-41,9.238012090505262e-40,7.031114433481856e-40,1.559705190296401e-39,1.1867298590160803e-39
600.0,350.0,25.801909155482075,18.88443654638123,2.1680400902770212e-09,0.12229388719142759,8.033199529300997,8.033199529300997,0.0,3.2766321049585763,3.192976995237272,10.736317951245269,10.195102092114439,314.11553498479896,313.84492705523354,0.038018939632056124,0.028840315031266057,0.9809612265740693,0.744135188452211,0.011625216030222197,0.09131517964519949,0.0040287141362278156,0.14123098605653067,0.008848250644122759,0.06961224662043726,0.0030560739353159474,0.10768958347246639,0.3054137279567563,0.3054137279567563,0.08923338956070348,0.0680488609224789,0.15068203841882427,0.11490604387546993,1.1256261289077907e-39,8.53874739256359e-40,3.188363750829025e-39,9.048113142443387e-41,2.6419315170969535e-39,2.014721521380107e-39,4.461240666962371e-39,3.4020213769086386e-39
600.0,355.0,6.915995902849391,5.95470844424889,2.2372238268266783e-13,0.044789340729372365,2.111049648055743,2.111049648055743,0.0,3.3704611827270705,3.2905815546395294,11.360008584269963,10.827926967733902,314.4273803013113,314.1613394930433,0.1445439770745928,0.1096478196143185,0.9996655532294402,0.7583238712089959,0.043444852718206625,0.3405716526311494,0.015099124465705166,0.5270617687048721,0.033240436417692434,0.26093637553997684,0.011525107118669824,0.4036922626105109,0.3051395119318965,0.3051395119318965,0.3329585585733093,0.25506191086847835,0.5620642459728991,0.4306101891728278,4.279511184321032e-39,3.246341216512518e-39,1.1952110270039153e-38,3.412236594914822e-40,9.857898642117469e-39,7.551613857232192e-39,1.6641027012192203e-38,1.2749068885082103e-38
600.0,360.0,1.2339748193619597,1.2057681582257742,8.315393762582396e-19,0.01125965806855075,0.35248443565286414,0.35248443565286414,0.0,3.470536238876239,3.397493428606245,12.044621785353229,11.542961597422618,314.76968690185294,314.51885680788763,0.7943282347242822,0.630957344480193,0.9801810399580004,0.778585475180048,0.2437406603465098,1.9099935891548956,0.08490568624060751,2.9537862757931936,0.1894633222040389,1.4847410538439063,0.06589225285954341,2.2978170773392494,0.2799883395399244,0.2799883395399244,1.8658363632020554,1.4515310154461145,3.1514848722060704,2.450332715135559,2.351766315915259e-38,1.8680743862049924e-38,6.803143293146368e-38,1.9508708614472716e-39,5.524178693599551e-38,4.2975455226230925e-38,9.330596148509505e-38,7.254696094544892e-38
600.0,365.0,0.11694829661869204,0.11694036352694638,4.1197134793622995e-27,0.0014341370101675465,0.02176621698087376,0.02176621698087376,0.0,3.5546257305236413,3.506361721799908,12.635364084100729,12.294572524103614,315.0650580512267,314.8946622712281,8.709635899560796,7.244359600749891,1.0185770826226446,0.8472155154009676,2.573792626422853,20.15072024006019,0.8978280995600438,31.170340744191428,2.1694571214182514,16.98331654638739,0.7561831705735634,26.284383449577224,0.1895758248142479,0.1895758248142479,19.688194430184982,16.602295406897618,33.253921880179256,28.027353446067547,2.578660487825062e-37,2.1448363717468266e-37,7.782013143819902e-37,2.2388302863666865e-38,5.829080530943392e-37,4.9154389077418575e-37,9.845483256305089e-37,8.298053987920034e-37
600.0,370.0,0.013349594276852386,0.013349594276578282,6.646612192612572e-41,1.7480944968548956e-05,0.001238306795905611,0.001238306795905611,0.0,2.858769608839445,2.8277910779038415,8.172563676424033,7.9964023802725706,312.83365784738834,312.7455771993126,75.85775750291852,69.18309709189363,1.0126702854158172,0.9235662769928661,22.130926003915015,176.10059881401995,7.449244125396894,272.6669964445936,20.214351109275864,161.09982378009207,6.7777568218039566,249.49371177999686,0.09393517663802385,0.09393517663802385,172.49005589063373,157.85745826702004,290.87416312590295,266.12433557541414,2.2459193957540207e-36,2.0483028332473375e-36,7.386756277152009e-36,2.006689362680933e-37,5.106910286460351e-36,4.6736832060015874e-36,8.611906628838197e-36,7.879138886065529e-36
1000.0,100.0,104407237.12768912,198427.2834278043,102520827.24986693,636.5250807949205,706419.6024994375,681542.0038552155,24877.59864422198,0.0,0.0,0.0,0.0,308.7473760091763,308.7473760091763,0.0,0.0,0.0,0.0,0.0,4.963203317640913e-08,0.0,7.547523638470336e-08,0.0,4.8442277995450984e-08,0.0,7.401347333263787e-08,0.0,0.0,5.4438830523514636e-08,5.36016253559008e-08,8.03015780642285e-08,7.881255353939378e-08,0.0,0.0,2.194055390487233e-45,0.0,1.613784682487907e-45,1.5889665726460485e-45,2.380459966047273e-45,2.336319323294318e-45
1000.0,110.0,69481837.16950676,173231.94323384654,67851163.3039853,557.3281638936096,609409.3897166533,588108.536911325,21300.85280532829,0.7748805470416936,0.7495981778284142,0.6004398621836344,0.5618974282036788,309.04759594026814,309.02832472327816,3.162277660168379e-08,3.162277660168379e-08,2.1972086146858816,2.1972086146858816,0.0,6.95950608669789e-08,0.0,1.0987894181780802e-07,0.0,6.833789757946683e-08,0.0,1.0788108483002709e-07,0.019271216989978183,0.018597624880289935,8.121676183544318e-08,7.964243753423964e-08,1.1723908122173344e-07,1.151852848724607e-07,9.37425584032175e-46,9.37425584032175e-46,3.198026859773849e-45,0.0,2.407589673600594e-45,2.360920404291928e-45,3.475435303167754e-45,3.4145525645502466e-45
1000.0,120.0,45640473.23457206,150358.5577162901,44241830.31944418,485.23129437971096,521502.62457255373,503424.28529530973,18078.339277244024,1.0081930024783472,0.9887241510315419,1.0164531302463047,0.9775754468330433,309.2556025742995,309.23616373259284,3.8018939632056126e-08,3.63078054770101e-08,1.7352023966836685,1.6571054240795284,0.0,1.0677260317110318e-07,0.0,1.6813223014196423e-07,0.0,1.0380977738681963e-07,0.0,1.638855944858796e-07,0.01982697680158275,0.01913965751195338,1.2249101186821427e-07,1.194177327519318e-07,1.7935298365637117e-07,1.7490750114210244e-07,1.1270334397823411e-45,1.0763085791903711e-45,4.8582245341860853e-45,0.0,3.631123534330593e-45,3.540019248746715e-45,5.316739816042421e-45,5.184957933169388e-45
1000.0,130.0,29605446.363451872,129752.09904917555,28413871.21178368,420.36985016834046,443182.63129342074,427958.4207791915,15224.210514229266,1.190891755854694,1.1675497306978722,1.4182231741626765,1.3631723736526737,309.45648759625766,309.42896219600266,6.30957344480193e-08,6.025595860743581e-08,1.867977381963438,1.7839045506308169,0.0,1.6806649200148088e-07,0.0,2.616246933733023e-07,0.0,1.6222643227150094e-07,0.0,2.5327164144440374e-07,0.027962933616064122,0.027002350872277568,1.864972738502594e-07,1.8045845321533988e-07,2.787140901432405e-07,2.699190285931337e-07,1.8704099409070908e-45,1.7862276263870656e-45,7.507984494542012e-45,0.0,5.528525153296595e-45,5.3495103554545385e-45,8.262200439306512e-45,8.001479636258217e-45
1000.0,140.0,18963573.897540558,111315.00992989393,17956505.970855474,362.3802169058988,373479.65323074115,360791.4828693054,12688.170361435732,1.363898681593579,1.3358028611462265,1.8602196136527027,1.7843692838464449,309.6774858160027,309.63956065109954,1.0471285480508985e-07,1e-07,1.9857299601187564,1.8963573897540558,0.0,2.6477803272328765e-07,0.0,4.087568099354978e-07,0.0,2.53276991939113e-07,0.0,3.922676062212244e-07,0.03910812070140591,0.03777950616060664,2.864263497402398e-07,2.7446862356183677e-07,4.3530155635753114e-07,4.179071469753813e-07,3.1041078494704674e-45,2.964399982455243e-45,1.1628380849999577e-44,0.0,8.490822661446861e-45,8.136347828712236e-45,1.2904079260290053e-44,1.238843939161741e-44
1000.0,150.0,12000558.215685347,94865.98661435979,11155804.604220532,310.14491004658294,312302.24168022495,301819.78179827955,10482.45988194537,1.5256276861877442,1.4918819723829249,2.32753983686257,2.225711819521166,309.9111459276076,309.8602319189369,1.6595869074375596e-07,1.584893192461114e-07,1.9915969296693643,1.9019603021773002,3.3874915929850733e-08,4.1757122273219083e-07,0.0,6.412418636080508e-07,0.0,3.9460732521804253e-07,0.0,6.083142395808924e-07,0.05182927114559019,0.05008961582780858,4.4274654446091025e-07,4.190511544437397e-07,6.823765108950685e-07,6.475566307086274e-07,4.919679399290853e-45,4.698257351925161e-45,1.803286721140872e-44,0.0,1.3124778486320418e-44,1.2422352348808713e-44,2.0228369169252112e-44,1.9196168647114312e-44
1000.0,160.0,7494643.62116572,80304.8501018939,6792094.755497473,264.0421937807005,258854.90707707507,250284.9919581418,8569.915118933273,1.6780747179070838,1.637388216314332,2.8159347588789387,2.68104017092503,310.1553433886158,310.08789609463884,2.754228703338169e-07,2.5118864315095823e-07,2.064196258270494,1.8825693621006014,6.218962267512137e-08,6.597006303992122e-07,0.0,1.0102495279744312e-06,5.5539106637386416e-08,6.138943968073463e-07,0.0,9.441083741824865e-07,0.07129456150716147,0.06893421088658769,6.886617890911658e-07,6.414002341089366e-07,1.0746723825927636e-06,1.0051242026621725e-06,8.164635519853396e-45,7.446236093496569e-45,2.798714847862411e-44,0.0,2.0414689954994478e-44,1.9013668427393202e-44,3.1857587921031227e-44,2.979590168737084e-44
1000.0,170.0,4630753.470175958,67549.92092763688,4051300.569289911,223.40962717983263,212714.1667737824,205775.96324149324,6938.2035322891725,1.819430948694118,1.7705281043943233,3.3103289770659785,3.1347697684501554,310.4025404977093,310.3147608934014,4.365158322401665e-07,3.981071705534969e-07,2.0213972049328977,1.8435361615425379,1.0773447505686199e-07,1.0405596361765674e-06,0.0,1.592380908008686e-06,9.476434568231455e-08,9.505004924686065e-07,0.0,1.4603314859543685e-06,0.0928531015385312,0.08982446584938233,1.07243447146464e-06,9.79613519482603e-07,1.6937491009856588e-06,1.5544705359499924e-06,1.2940075254341855e-44,1.1801488894040929e-44,4.329006631341969e-44,0.0,3.1791247283941767e-44,2.9039662999671473e-44,5.02094980524547e-44,4.60807242949735e-44
1000.0,180.0,2833189.343819249,56408.74650020289,2359615.361234599,187.74167816493542,173163.27927135525,167608.77512271158,5554.50414864368,1.9491253511983653,1.890983368543857,3.799089634684151,3.5758181001094727,310.6469208265184,310.53528505923106,6.918309709189363e-07,6.025595860743581e-07,1.960088134531655,1.7071653982820088,1.7971768571718324e-07,1.6352976179170262e-06,3.50908569563779e-08,2.5044285783065635e-06,1.549207863851293e-07,1.4593056093303707e-06,0.0,2.243838392488569e-06,0.11979971962580861,0.11595694162767921,1.667956573376431e-06,1.4877960211465344e-06,2.66450796122844e-06,2.39003645304453e-06,2.0508637180540884e-44,1.7862276263870656e-44,6.651634491325514e-44,0.0,4.9444904368532e-44,4.410422498983767e-44,7.898667353517444e-44,7.085024019472596e-44
1000.0,190.0,1718291.323905025,46744.46320174017,1334849.8588248512,156.7166786365309,139598.93210304776,135205.62784908348,4393.304253964275,2.06697498218491,1.9986389502596247,4.272385576978309,3.994557653494894,310.8835687976655,310.74465483592377,1.096478196143185e-06,9.120108393559096e-07,1.8840689712838672,1.567100312572599,2.913715190582991e-07,2.553472268070074e-06,6.868338066327776e-08,3.916245218021279e-06,2.450572049583771e-07,2.2167629801083585e-06,5.232544748376667e-08,3.414702909925039e-06,0.15306718525586477,0.14825002293236986,2.579801898061723e-06,2.2391989825504173e-06,4.170536968737878e-06,3.6386512532842482e-06,3.2503999454094147e-44,2.70356491618565e-44,1.0122545246271653e-43,1.5511355560284065e-45,7.647564701352174e-44,6.637881424586255e-44,1.2363139716955505e-43,1.0786417711396574e-43
1000.0,200.0,1039214.9870021355,38390.144208778926,731976.086960231,129.6558493209834,111344.55593927958,107911.36094939099,3433.194989888596,2.170825924789993,2.0918090175750073,4.712485195740328,4.375664966008117,311.1036186070465,310.9352084921804,1.6595869074375596e-06,1.3803842646028865e-06,1.7246675864416379,1.4345160155972412,4.5979693723224916e-07,3.934286836279756e-06,1.2065248331542932e-07,6.050559077144833e-06,3.7616032482205586e-07,3.315112379690446e-06,9.11942205118149e-08,5.115983867047806e-06,0.18478596725127736,0.17908828179537803,3.944343471956645e-06,3.3232117943720868e-06,6.443004892021882e-06,5.453523018023647e-06,4.919679399290852e-44,4.0920110897702907e-44,1.5165822485717822e-43,2.7033614568524365e-45,1.169261171906573e-43,9.851328984931669e-44,1.909964358886871e-43,1.6166423538948563e-43
1000.0,210.0,630544.1503401209,31287.9687306939,386952.94371639204,106.66284561053118,87850.3156720766,85204.67061538549,2645.6450566911126,2.2614014162797447,2.1720571392026913,5.113936365552036,4.71783221596138,311.30434419195234,311.106292117157,2.5118864315095823e-06,1.9952623149688787e-06,1.5838552957070877,1.2581009810977144,7.062653968828326e-07,5.953650861346219e-06,1.9815084587458368e-07,9.180791919730611e-06,5.617723466818237e-07,4.863168557092693e-06,1.4737399202723063e-07,7.5243377842634806e-06,0.22067001594052282,0.21402445602003003,5.9298094234011094e-06,4.8468867179797386e-06,9.782176675190418e-06,8.022585271732898e-06,7.446236093496569e-44,5.914755571487352e-44,2.230514679565798e-43,4.368754593798816e-45,1.7578326950693185e-43,1.4368110901741688e-43,2.899828436430856e-43,2.3782151638770695e-43
1000.0,220.0,386975.79031745205,25253.189728959154,196194.67074690032,86.932682091648,68439.43326109332,66431.15323261688,2008.2800284764317,2.337355673620977,2.2390691495071926,5.4632315450081705,5.013430656274863,311.4789917816804,311.25409133731375,3.6307805477010175e-06,2.884031503126606e-06,1.4050241719158327,1.1160503702228475,1.0561753622944896e-06,8.821753878976901e-06,3.094108478626785e-07,1.3634186883541198e-05,8.191850641299944e-07,7.002502659433879e-06,2.2622560124151245e-07,1.0850812645922257e-05,0.24848856298005964,0.24119693891833094,8.74329266424722e-06,6.949770478776223e-06,1.4538543223894714e-05,1.1574216646308892e-05,1.0763085791903735e-43,8.549422937268879e-44,3.216614881719707e-43,6.706231683512663e-45,2.5918616620495513e-43,2.0601899485352202e-43,4.3098057277838275e-43,3.4310607623251262e-43
1000.0,230.0,242464.16051476295,20171.874485946817,94939.48640310425,70.14038116013572,52615.61451011308,51117.60970264577,1498.0048074673114,2.399486986251844,2.2940456632786823,5.757537797191958,5.262645505207729,311.6261449077723,311.3786987617802,5.4954087385762485e-06,4.168693834703355e-06,1.3324396664843825,1.010758851074417,1.541595275340169e-06,1.2787634961592306e-05,4.647716214872557e-07,1.9799307553911044e-05,1.1707596375496417e-06,9.912652874391128e-06,3.347279851865153e-07,1.537319391317873e-05,0.28914430776443467,0.2809121590550496,1.2630856962214506e-05,9.807671912535293e-06,2.1115907670907836e-05,1.640186644369334e-05,1.6290589568219818e-43,1.2357675930455905e-43,4.557229576650808e-43,9.922676334141849e-45,3.7442912157183365e-43,2.9073862445446405e-43,6.259599632916571e-43,4.8621692597917776e-43
1000.0,240.0,156253.40947773738,15935.233104800893,43890.39756539621,56.0191780691505,39820.774073538494,38725.38802603596,1095.3860475025353,2.4500959519641126,2.3396088980613508,6.002970173830931,5.473769795887847,311.7488610960918,311.48426090712024,7.585775750291836e-06,5.754399373371567e-06,1.1853033245166407,0.8991445215858628,2.2079160072437733e-06,1.8212126409971464e-05,6.790304700462597e-07,2.821070381329972e-05,1.6505341558409837e-06,1.3872438849890142e-05,4.837403259804217e-07,2.1520376882171956e-05,0.3020714623248981,0.2937621094085454,1.794318375473288e-05,1.3699571981945452e-05,3.01025356466467e-05,2.2967307298400832e-05,2.2487273501074526e-43,1.7058341401463136e-43,6.379500485194076e-43,1.4339998138492555e-44,5.319077360772134e-43,4.061101094292344e-43,8.92359561427778e-43,6.808428535242361e-43
1000.0,250.0,103592.8794717552,12419.750562756108,19514.08383835946,44.19217129195073,29585.644196912966,28804.931146524224,780.7130503887433,2.4915639337495223,2.3782967610453727,6.207890835961393,5.65629548359891,311.851321427157,311.5755237509758,1.0964781961431852e-05,7.943282347242822e-06,1.1358733361646853,0.8228674908080463,3.1271609869512646e-06,2.5668415709083255e-05,9.756916582043622e-07,3.9804199600579575e-05,2.315363937969399e-06,1.933999348858878e-05,6.913356869003554e-07,3.0013710344871952e-05,0.32440013780765226,0.31583978943569535,2.526783467875288e-05,1.907961228617794e-05,4.245098779496757e-05,3.202056394122657e-05,3.2503999454094148e-43,2.3547066050803664e-43,8.897264241975516e-43,2.049395498118097e-44,7.490396867837701e-43,5.655960232639873e-43,1.2584170747460959e-42,9.492175918557904e-43
1000.0,260.0,70215.13756473086,9526.393004627776,8558.934376344572,34.378656199030885,21525.731487307858,20985.15329713119,540.5781901766665,2.52712685083782,2.412948134107156,6.386370120225479,5.822318697891205,311.94056106928906,311.6585353581219,1.5135612484362071e-05,1.1481536214968841e-05,1.0627491127159407,0.8061776447884764,4.424478622428292e-06,3.617237175210182e-05,1.3958196256253134e-06,5.605918829335081e-05,3.2610754205660825e-06,2.7083270373782487e-05,9.883227990167979e-07,4.2026072574694064e-05,0.32580513023432256,0.31762314823031074,3.556467137082735e-05,2.6692384754829164e-05,5.981884870866887e-05,4.483544867500836e-05,4.486800938309228e-43,3.403586575421287e-43,1.2458208880308584e-42,2.929784088065512e-44,1.0542791118770709e-42,7.912690489890417e-43,1.7732699406247082e-42,1.3291020326556773e-42
