f,eps_ROI,N_cal,I125_decays_FV_run,C124_per_cal_whole_LXe,C124_per_tonne
0.1,0.0009092762033721337,3,9788.004972519395,130589.50725983054,13058.950725983053
0.1,0.0009092762033721337,1,9788.004972519395,391768.5217794916,39176.852177949164
0.2,0.007411301747604991,3,1200.868660202115,16021.737530768947,1602.1737530768946
0.2,0.007411301747604991,1,1200.868660202115,48065.21259230684,4806.521259230683
0.3,0.03461331429016739,3,257.1264896909403,3430.527639336388,343.0527639336388
0.3,0.03461331429016739,1,257.1264896909403,10291.582918009164,1029.1582918009165
