t_d,N_Xe125,N_I125,I125_decay_rate_per_s
8.700000000000008,0.00012145366636772076,0.21163679264239446,2.8583568346042504e-08
8.800000000000008,0.00011006793220936523,0.20761217263048526,2.8040005009342168e-08
8.90000000000001,9.974955934360542e-05,0.2036632447823603,2.7506664621637485e-08
9.000000000000009,9.039848745697485e-05,0.19978866474286336,2.698336561493638e-08
9.100000000000009,8.192403643969287e-05,0.19598710450454063,2.646992862915998e-08
9.20000000000001,7.424402703382052e-05,0.1922572529666968,2.5966176587648485e-08
9.30000000000001,6.728398391669063e-05,0.18859781640215564,2.5471934760201628e-08
9.40000000000001,6.0976413491676974e-05,0.1850075188411379,2.498703081492504e-08
9.500000000000009,5.52601493828257e-05,0.18148510238077328,2.4511294860032817e-08
9.600000000000009,5.007975928641698e-05,0.17802932742794947,2.404455947664658e-08
9.70000000000001,4.5385007427521055e-05,0.17463897288246527,2.3586659743532068e-08
9.80000000000001,4.1130367408830906e-05,0.17131283626678873,2.31374332546242e-08
9.90000000000001,3.727458072772251e-05,0.16804973380811636,2.2696720130109966e-08
10.00000000000001,3.3780256680352244e-05,0.16484850047788288,2.226436302176458e-08
10.10000000000001,3.061350977294292e-05,0.16170798999337443,2.1840207113169374e-08
10.20000000000001,2.7743631124128536e-05,0.1586270747856513,2.1424100115379446e-08
10.30000000000001,2.5142790671849202e-05,0.15560464593757564,2.1015892258553726e-08
10.40000000000001,2.2785767297008214e-05,0.1526396130953775,2.061543628001111e-08
10.50000000000001,2.064970424682072e-05,0.1497309043568517,2.0222587409130383e-08
10.60000000000001,1.8713887486121822e-05,0.1468774661389829,1.9837203349471728e-08
10.70000000000001,1.69595448272411e-05,0.14407826302751792,1.9459144258460032e-08
10.800000000000011,1.5369663890546702e-05,0.14133227761075906,1.9088272724937088e-08
10.900000000000011,1.3928827130368411e-05,0.13863851029962787,1.8724453744859474e-08
11.00000000000001,1.2623062326497375e-05,0.13599597913584416,1.836755469539132e-08
11.10000000000001,1.1439707091434255e-05,0.13340371958988453,1.8017445307616676e-08
11.20000000000001,1.0367286079472595e-05,0.1308607843502146,1.7673997638073296e-08
11.300000000000011,9.395399706877531e-06,0.1283662431051421,1.7337086039289844e-08
11.400000000000011,8.514623304046518e-06,0.12591918231849866,1.7006587129489545e-08
11.50000000000001,7.716415721700713e-06,0.1235187050002376,1.6682379761607258e-08
11.600000000000012,6.993036504834274e-06,0.12116393047292194,1.6364344991751442e-08
11.700000000000012,6.33747083123284e-06,0.11885399413497633,1.6052366047229063e-08
11.800000000000011,5.743361486667782e-06,0.11658804722148527,1.574632829423913e-08
11.900000000000011,5.204947217109618e-06,0.11436525656323807,1.5446119205329382e-08
12.00000000000001,4.71700686014372e-06,0.11218480434464573,1.5151628326700703e-08
12.100000000000012,4.2748087138141535e-06,0.11004588786108771,1.4862747245434446e-08
12.200000000000012,3.87406465191035e-06,0.10794771927618577,1.4579369556709966e-08
12.300000000000011,3.5108885407389834e-06,0.10588952537944699,1.4301390831071995e-08
12.400000000000013,3.1817585541361664e-06,0.10387054734466819,1.4028708581800853e-08
12.500000000000012,2.8834830212775207e-06,0.10189004048944907,1.3761222232432403e-08
12.600000000000012,2.6131694761022124e-06,0.0999472740361206,1.3498833084469153e-08
12.700000000000012,2.36819660821408e-06,0.09804153087435992,1.3241444285319126e-08
12.800000000000011,2.146188843259435e-06,0.09617210732572737,1.2988960796494338e-08
12.900000000000013,1.9449933062799525e-06,0.09433831291033466,1.274128936209712e-08
13.000000000000012,1.762658944647456e-06,0.09253947011582375,1.2498338477618497e-08
13.100000000000012,1.5974176081295377e-06,0.09077491416881316,1.2260018359069839e-08
13.200000000000014,1.4476669026138009e-06,0.08904399280894647,1.2026240912465956e-08
13.300000000000013,1.3119546512182232e-06,0.08734606606565795,1.1796919703675162e-08
13.400000000000013,1.1889648121024334e-06,0.08568050603775255,1.1571969928649448e-08
13.500000000000012,1.0775047164207494e-06,0.08404669667588208,1.1351308384045818e-08
13.600000000000012,9.764935026596343e-07,0.08244403356798485,1.113485343824787e-08
13.700000000000014,8.849516352039233e-07,0.080871923727743,1.0922525002794925e-08
13.800000000000013,8.019914054902502e-07,0.07932978538610146,1.0714244504224687e-08
13.900000000000013,7.268083236345609e-07,0.07781704778588003,1.0509934856333644e-08
14.000000000000014,6.58673317055768e-07,0.07633315097950368,1.03095204328586e-08
14.100000000000014,5.969256604433006e-07,0.0748775456298656,1.0112927040581351e-08
14.200000000000014,5.40966568508349e-07,0.07344969281433138,9.920081892857562e-09
14.300000000000013,4.902533893858216e-07,0.07204906383188622,9.730913583570165e-09
14.400000000000013,4.442943423787133e-07,0.07067514001342072,9.545352061506646e-09
14.500000000000014,4.0264374901523543e-07,0.06932741253514554,9.363328605158908e-09
14.600000000000014,3.648977111728609e-07,0.06800538223512227,9.184775797944022e-09
14.700000000000014,3.306901943587716e-07,0.0667085594328914,9.009627503843258e-09
14.800000000000015,2.996894781651222e-07,0.06543646375217604,8.837818843456534e-09
14.900000000000015,2.7159493947813494e-07,0.06418862394663793,8.669286170469095e-09
15.000000000000014,2.4613413724685247e-07,0.06296457772865705,8.503967048526576e-09
15.100000000000014,2.2306017054168866e-07,0.06176387160110567,8.34180022851448e-09
15.200000000000014,2.021492842830906e-07,0.06058606069208586,8.182725626237888e-09
15.300000000000015,1.8319869942235375e-07,0.0594307085925955,8.026684300496727e-09
15.400000000000015,1.6602464653321213e-07,0.05829738719708911,7.873618431551971e-09
15.500000000000014,1.504605837453596e-07,0.05718567654689626,7.723471299977812e-09
15.600000000000016,1.36355581738677e-07,0.05609516467646077,7.576187265894792e-09
15.700000000000015,1.235728601369756e-07,0.05502544746236208,7.431711748578702e-09
15.800000000000015,1.1198846110823461e-07,0.0539761284750799,7.28999120643998e-09
15.900000000000015,1.0149004730884203e-07,0.052946818833462604,7.150973117368284e-09
16.000000000000014,9.197581251514857e-08,0.051937137061859276,7.014605959436806e-09
16.100000000000016,8.335349437840641e-08,0.0509467089498751,6.880839191960901e-09
16.200000000000017,7.55394797294855e-08,0.04997516741470959,6.749623236905552e-09
16.300000000000015,6.845799375724322e-08,0.04902215236603685,6.620909460636164e-09
16.400000000000016,6.204036519776903e-08,0.04808731057338747,6.494650156007211e-09
16.500000000000014,5.622436040882816e-08,0.047170295535991134,6.370798524783254e-09
16.600000000000016,5.09535798718264e-08,0.046270767355039315,6.249308660386788e-09
16.700000000000017,4.6176911268997466e-08,0.04538839260832819,6.1301355309675745e-09
16.800000000000015,4.184803383214051e-08,0.0445228442272412,6.013234962787963e-09
16.900000000000016,3.792496915643094e-08,0.0436738013760314,5.898563623918822e-09
17.000000000000014,3.4369674123413155e-08,0.042840949333364416,5.786079008240782e-09
17.100000000000016,3.1147671985629216e-08,0.04202397937608241,5.675739419745451e-09
17.200000000000017,2.8227718035401774e-08,0.041222588665150495,5.567503957131388e-09
17.300000000000015,2.558149661566273e-08,0.040436480133747024,5.461332498689634e-09
17.400000000000016,2.3183346534651925e-08,0.03966536237745994,5.357185687473673e-09
17.500000000000018,2.1010012221751063e-08,0.03890894954655152,5.255024916748766e-09
17.600000000000016,1.9040418211337263e-08,0.038166961240254614,5.1548123157156436e-09
17.700000000000017,1.725546476775958e-08,0.037439122403063525,5.056510735503602e-09
17.80000000000002,1.563784266955344e-08,0.036725163222983886,4.960083735428177e-09
17.900000000000016,1.4171865356800651e-08,0.036024819031705485,4.865495569508534e-09
18.000000000000018,1.2843316813918409e-08,0.03533783020666332,4.772711173239873e-09
18.100000000000016,1.1639313712751618e-08,0.03466394207495224,4.681696150616194e-09
18.200000000000017,1.0548180479129337e-08,0.034002904819061014,4.592416761398771e-09
18.30000000000002,9.559336071368908e-09,0.033354473384392604,4.504839908625894e-09
18.400000000000016,8.663191372785221e-09,0.03271840738853731,4.4189331263593335e-09
18.500000000000018,7.85105620319015e-09,0.032094471032266786,4.334664567663237e-09
18.600000000000016,7.1150550476450496e-09,0.03148243301221648,4.252002992811058e-09
18.700000000000017,6.448050685263094e-09,0.03088206643522565,4.170917757716357e-09
18.80000000000002,5.843574977467416e-09,0.030293148734303655,4.09137880258325e-09
18.900000000000016,5.295766144538306e-09,0.029715461586192357,4.013356640772422e-09
19.000000000000018,4.7993119222015655e-09,0.029148790830494868,3.936822347878691e-09
19.10000000000002,4.349398047030679e-09,0.02859292639034113,3.8617475510161424e-09
19.200000000000017,3.941661571110479e-09,0.028047662194561625,3.788104418306942e-09
19.30000000000002,3.5721485532408294e-09,0.02751279610134098,3.715865648570028e-09
19.40000000000002,3.237275716399372e-09,0.026988129823323426,3.645004461205887e-09
19.500000000000018,2.933795699644445e-09,0.02647346885414305,3.575494586273768e-09
19.60000000000002,2.65876556749558e-09,0.025968622396351813,3.507310254757667e-09
19.700000000000017,2.4095182714177447e-09,0.025473403290719083,3.4404261890175605e-09
19.80000000000002,2.1836367866628785e-09,0.024987627946876718,3.3748175934223584e-09
19.90000000000002,1.978930673666054e-09,0.024511116275284486,3.310460145161185e-09
20.000000000000018,1.7934148367051578e-09,0.024043691620490498,3.2473299852295662e-09
20.10000000000002,1.625290273840562e-09,0.02358518069566257,3.1854037095872612e-09
20.200000000000017,1.4729266314612345e-09,0.023135413518366236,3.1246583604844743e-09
20.30000000000002,1.3348463942635793e-09,0.02269422334756576,3.065071417953238e-09
20.40000000000002,1.2097105573485408e-09,0.02226144662182522,3.00662079146088e-09
20.500000000000018,1.0963056414950724e-09,0.021836922898686575,2.9492848117224536e-09
20.60000000000002,9.935319256932268e-10,0.021420494795202773,2.8930422226691656e-09
20.70000000000002,9.003927828242663e-10,0.021012007929603678,2.8378721735698036e-09
20.80000000000002,8.159850150727308e-10,0.02061131086407345,2.7837542113022742e-09
20.90000000000002,7.394900953500845e-10,0.020218255048618274,2.7306682727724067e-09
21.00000000000002,6.701662297954517e-10,0.01983269476600369,2.6785946774772105e-09
21.10000000000002,6.073411643811532e-10,0.019454487077741278,2.627514120209864e-09
21.20000000000002,5.504056658665709e-10,0.019083491771104657,2.577407663903719e-09
21.30000000000002,4.988076138832264e-10,0.018719571307155267,2.528256732612686e-09
21.40000000000002,4.520466468602703e-10,0.01836259076975881,2.4800431046254197e-09
21.50000000000002,4.0966930987034323e-10,0.018012417815573372,2.4327489057107362e-09
21.60000000000002,3.7126465734302866e-10,0.017668922624990906,2.3863566024917916e-09
21.70000000000002,3.364602680041149e-10,0.017331977854013712,2.340848995946544e-09
21.80000000000002,3.049186333963509e-10,0.01700145858704844,2.2962092150321304e-09
21.90000000000002,2.7633388496011413e-10,0.016677242290599786,2.2524207104307593e-09
22.00000000000002,2.5042882793552303e-10,0.016359208767847064,2.2094672484148446e-09
22.10000000000002,2.2695225332286698e-10,0.01604724011408671,2.167332904829089e-09
22.20000000000002,2.056765018346378e-10,0.015741220673024164,2.1260020591872863e-09
22.300000000000022,1.863952562160856e-10,0.015441036993899185,2.085459388881686e-09
22.40000000000002,1.6892154052577888e-10,0.015146577789428375,2.045689863502729e-09
22.50000000000002,1.530859069745997e-10,0.014857733894549743,2.00667873926711e-09
22.600000000000023,1.387347927404165e-10,0.014574398225953725,1.9684115535520508e-09
22.70000000000002,1.257290308239796e-10,0.014296465742385833,1.9308741195337995e-09
22.800000000000022,1.1394250050536927e-10,0.014023833405706149,1.8940525209283404e-09
22.90000000000002,1.0326090431407286e-10,0.013756400142691378,1.8579331068323975e-09
23.00000000000002,9.358065965260833e-11,0.013494066807565097,1.822502486662787e-09
23.100000000000023,8.480789432544054e-11,0.013236736145242536,1.7877475251922742e-09
23.20000000000002,7.68575362325373e-11,0.012984312755276152,1.75365533768008e-09
23.300000000000022,6.965248840005439e-11,0.012736703056488675,1.7202132850952352e-09
23.40000000000002,6.312288134817757e-11,0.012493815252280523,1.6874089694310166e-09
23.50000000000002,5.720539554611221e-11,0.012255559296598736,1.6552302291087262e-09
23.600000000000023,5.184264738386557e-11,0.012021846860554821,1.6236651344691132e-09
23.70000000000002,4.698263270640881e-11,0.011792591299679096,1.5927019833497603e-09
23.800000000000022,4.2578222514004725e-11,0.011567707621799508,1.5623292967468119e-09
23.900000000000023,3.8586705938358453e-11,0.011347112455532897,1.5325358145594184e-09
24.00000000000002,3.496937606269525e-11,0.011130724019377099,1.5033104914153296e-09
24.100000000000023,3.1691154569340405e-11,0.010918462091392446,1.4746424925760922e-09
24.200000000000024,2.8720251574898027e-11,0.010710247979461351,1.4465211899203233e-09
24.300000000000022,2.6027857354349486e-11,0.010506004492115075,1.418936158003586e-09
24.400000000000023,2.358786296462899e-11,0.010305655909916738,1.3918771701933931e-09
24.50000000000002,2.13766070584807e-11,0.010109127957390066,1.3653341948779154e-09
24.600000000000023,1.9372646433376227e-11,0.009916347775483407,1.3392973917469855e-09
24.700000000000024,1.7556548090437617e-11,0.009727243894558849,1.3137571081440188e-09
24.800000000000022,1.5910700786899692e-11,0.009541746207896386,1.2887038754875002e-09
24.900000000000023,1.441914425468022e-11,0.009359785945703405,1.264128405760716e-09
25.00000000000002,1.3067414428939844e-11,0.009181295649619722,1.2400215880684159e-09
25.100000000000023,1.1842403185767434e-11,0.009006209147708813,1.2163744852591406e-09
25.200000000000024,1.073223122882562e-11,0.008834461529925982,1.1931783306119635e-09
25.300000000000022,9.726132892300752e-12,0.008665989124054274,1.1704245245864061e-09
25.400000000000023,8.814351743057439e-12,0.00850072947209935,1.1481046316343403e-09
25.500000000000025,7.988045969620841e-12,0.00833862130713442,1.1262103770726767e-09
25.600000000000023,7.2392026405157216e-12,0.008179604530586818,1.1047336440156985e-09
25.700000000000024,6.560560000500008e-12,0.008023620189957633,1.083666470365886e-09
25.800000000000026,5.945537051176458e-12,0.007870610456966267,1.0630010458621302e-09
25.900000000000023,5.388169733104784e-12,0.007720518606111753,1.0427297091842344e-09
26.000000000000025,4.88305309055332e-12,0.0075732889936429015,1.0228449451126314e-09
26.100000000000023,4.425288858044709e-12,0.00742886703692948,1.0033393817422652e-09
26.200000000000024,4.010437960426842e-12,0.007287199194226768,9.842057877496005e-10
26.300000000000026,3.6344774658482016e-12,0.007148232944826022,9.654370697117533e-10
26.400000000000023,3.293761574197857e-12,0.007011916769583427,9.470262694767412e-10
26.500000000000025,2.9849862627035087e-12,0.006878200131820384,9.289665615838834e-10
26.600000000000023,2.705157245845454e-12,0.0067470334585880256,9.112512507333961e-10
26.700000000000024,2.4515609388843036e-12,0.006618368122288992,8.938737693042372e-10
26.800000000000026,2.2217381434271905e-12,0.006492156422649687,8.768276749192876e-10
26.900000000000023,2.0134601998536115e-12,0.006368351569036324,8.601066480569645e-10
27.000000000000025,1.824707375343939e-12,0.006246907663108195,8.437044897083805e-10
27.100000000000026,1.6536492779329055e-12,0.006127779681801739,8.27615119079178e-10
27.200000000000024,1.4986271066573523e-12,0.006010923460639096,8.118325713351919e-10
27.300000000000026,1.3581375656726835e-12,0.0058962956773549735,7.96350995391101e-10
27.400000000000027,1.23081828634844e-12,0.0057838538358357455,7.811646517412496e-10
27.500000000000025,1.1154346159767517e-12,0.005673556250364814,7.66267910331834e-10
27.600000000000026,1.0108676449798673e-12,0.005565362030168434,7.516552484736686e-10
27.700000000000024,9.161033565130463e-13,0.0054592310642562186,7.373212487947506e-10
27.800000000000026,8.302227932433077e-13,0.00535512400655077,7.232605972318758e-10
27.900000000000027,7.523931459483786e-13,0.0052530022613008365,7.09468081060546e-10
28.000000000000025,6.818596775193531e-13,0.005152827968772689,6.959385869624523e-10
28.100000000000026,6.17938404051723e-13,0.005054563991214337,6.826670991298092e-10
28.200000000000024,5.600094620511597e-13,0.004958173899087389,6.696486974058358e-10
28.300000000000026,5.075110974338789e-13,0.004863621957561509,6.56878555460703e-10
28.400000000000027,4.599342180311407e-13,0.004770873113266389,6.443519390022614e-10
28.500000000000025,4.168174567719229e-13,0.004679892981296369,6.320642040208908e-10
28.600000000000026,3.777426976699755e-13,0.004590647832462885,6.200107950678218e-10
28.700000000000028,3.4233102122944056e-13,0.004503104580790006,6.081872435662893e-10
28.800000000000026,3.102390299504298e-13,0.004417230771248417,5.965891661548886e-10
28.900000000000027,2.8115551830190466e-13,0.004332994567723343,5.8521226306253e-10
29.00000000000003,2.547984548695986e-13,0.004250364741211894,5.740523165143772e-10
29.100000000000026,2.3091224741397886e-13,0.004169310658245505,5.631051891681868e-10
29.200000000000028,2.09265264316705e-13,0.004089802269533145,5.52366822580466e-10
29.300000000000026,1.8964758838031798e-13,0.004011810098821106,5.418332357018809e-10
29.400000000000027,1.7186898119909078e-13,0.003935305231965235,5.315005234013561e-10
29.50000000000003,1.5575703836094246e-13,0.003860259306211556,5.213648550183218e-10
29.600000000000026,1.4115551759086378e-13,0.003786644499681309,5.114224729425668e-10
29.700000000000028,1.279228236233657e-13,0.0037144335210565088,5.016696912211757e-10
29.800000000000026,1.159306351113115e-13,0.003643599599462195,4.921028941920296e-10
29.900000000000027,1.050626602558606e-13,0.00357411647454164,4.827185351433683e-10
30.00000000000003,9.521350909050078e-14,0.0035059583867208008,4.735131349989122e-10
30.100000000000026,8.62876714833725e-14,0.0034391000676584453,4.6448328102806e-10
30.200000000000028,7.81985909472718e-14,0.0033735167308783817,4.556256255806822e-10
30.30000000000003,7.086782527579384e-14,0.0033091840625803447,4.4693688484604363e-10
30.400000000000027,6.422428586605701e-14,0.0032460782126260946,4.3841383763539015e-10
30.50000000000003,5.820354835149566e-14,0.0031841757856974347,4.3005332418775434e-10
30.60000000000003,5.2747227859722927e-14,0.0031234538326228266,4.218522449985323e-10
30.700000000000028,4.780241283715539e-14,0.0030638898418694173,4.138075596704006e-10
30.80000000000003,4.3321151950028615e-14,0.0030054617311973037,4.0591628578614524e-10
30.900000000000027,3.9259989086131384e-14,0.0029481478394729655,3.9817549780298743e-10
31.00000000000003,3.5579541948033017e-14,0.0028919269186387865,3.905823259679911e-10
31.10000000000003,3.22441201512973e-14,0.002836778125835746,3.8313395525415676e-10
31.200000000000028,2.9221379124268746e-14,0.002782681015676315,3.7582762431680274e-10
31.30000000000003,2.6482006453194973e-14,0.0027296155326647074,3.68660624469848e-10
31.400000000000027,2.399943763108101e-14,0.002677562003761684,3.6163029868161727e-10
31.50000000000003,2.174959845380817e-14,0.0026265011310911347,3.5473404058979594e-10
31.60000000000003,1.9710671565456482e-14,0.0025764139847857526,3.4796929353517e-10
31.700000000000028,1.786288488895158e-14,0.0025272819959691385,3.413335496137921e-10
31.80000000000003,1.6188319890385487e-14,0.002479086949871738,3.3482434874722326e-10
31.90000000000003,1.4670737817693647e-14,0.0024318109790780512,3.284392777705043e-10
32.00000000000003,1.3295422228673377e-14,0.0023854365569026268,3.221759695375201e-10
32.10000000000003,1.2049036281291236e-14,0.002339946490892365,3.1603210204342427e-10
32.20000000000003,1.0919493402381294e-14,0.0022953239164527376,3.1000539756379896e-10
32.30000000000003,9.89584008057039e-15,0.0022515522905955584,3.0409362181023155e-10
32.40000000000003,8.968149646838702e-15,0.0022086153858059676,2.982945831019926e-10
32.50000000000003,8.127426012674343e-15,0.0021664972840263973,2.9260613155351277e-10
32.60000000000003,7.365516432342337e-15,0.002125182370755236,2.870261582773515e-10
32.70000000000003,6.675032443297953e-15,0.0020846553292580526,2.8155259460236694e-10
32.80000000000003,6.049278218080196e-15,0.0020449011348891944,2.761834113067943e-10
32.90000000000003,5.4821856328925234e-15,0.0020059050495216846,2.7091661786594983e-10
33.00000000000003,4.968255423211676e-15,0.0019676526160833357,2.65750261714281e-10
33.10000000000003,4.502503855793121e-15,0.0019301296531970596,2.6068242752148936e-10
33.20000000000003,4.080414399935773e-15,0.0018933222499233837,2.5571123648245677e-10
33.30000000000003,3.69789392934797e-15,0.0018572167606032322,2.5083484562071434e-10
33.400000000000034,3.35123302989123e-15,0.0018217997997990519,2.4605144710519267e-10
33.50000000000003,3.0370700282942443e-15,0.0017870582373324083,2.4135926758000225e-10
33.60000000000003,2.7523583930129074e-15,0.0017529791934162195,2.36756567506995e-10
33.70000000000003,2.494337191112885e-15,0.0017195500338798133,2.3224164052086274e-10
33.80000000000003,2.2605043146863674e-15,0.0016867583654850437,2.2781281279653397e-10
33.900000000000034,2.0485922171716635e-15,0.0016545920313317311,2.2346844242863473e-10
34.00000000000003,1.8565459242835318e-15,0.0016230391063507138,2.192069188227823e-10
34.10000000000003,1.6825031063197525e-15,0.0015920878928828567,2.15026662098488e-10
34.20000000000003,1.5247760185992004e-15,0.0015617269163423564,2.109261225034453e-10
