t_d,N_Xe125,N_I125,I125_decay_rate_per_s
-1.0,0.0,0.0,0.0
-0.8999999999999999,0.09523583890151135,0.004733256328597003,6.39271433282386e-10
-0.7999999999999998,0.18154374687669228,0.018217405225088724,2.460434411415128e-09
-0.6999999999999997,0.2597606772358168,0.039456749444425517,5.329010520222233e-09
-0.5999999999999996,0.33064512268620855,0.06755227760101055,9.123579693451336e-09
-0.49999999999999956,0.39488447066035715,0.10169253654028496,1.3734547439457797e-08
-0.39999999999999947,0.4531016691151551,0.14114536060034857,1.90630277990648e-08
-0.2999999999999994,0.5058612674424796,0.18525037741084643,2.501983118219112e-08
-0.1999999999999993,0.5536748910716183,0.2334122174095031,3.1524547248262337e-08
-0.0999999999999992,0.5970062028523784,0.28509436108363306,3.85047139174654e-08
8.881784197001252e-16,0.6362753993308733,0.3398135641308964,4.5895064435511945e-08
0.10000000000000098,0.576627446618198,0.39240155001190385,5.2997573738563e-08
0.20000000000000107,0.5225712208001269,0.438449309852272,5.9216763106091036e-08
0.30000000000000115,0.47358252266710044,0.47860066941223744,6.463958735058822e-08
0.40000000000000124,0.4291862943243053,0.5134385130685255,6.934477056918317e-08
0.5000000000000013,0.3889520124147638,0.5434905079622488,7.340357924443611e-08
0.6000000000000014,0.3524895132070093,0.5692342913207572,7.688052284165369e-08
0.7000000000000015,0.3194452090619858,0.5911021712825235,7.983398870014634e-08
0.8000000000000016,0.28949865958913484,0.6094853868359495,8.231681737861369e-08
0.9000000000000017,0.26235946424115325,0.6247379682070799,8.437682403734221e-08
1.0000000000000018,0.23776444621399656,0.6371802351561799,8.605727091653982e-08
1.1000000000000019,0.21547510034357267,0.6471019671313422,8.739729549583103e-08
1.200000000000002,0.19527528025062457,0.6547652760447418,8.843229849010301e-08
1.300000000000002,0.17696910230536245,0.6604072095529425,8.91942954473522e-08
1.4000000000000021,0.1603790460859711,0.6642421101088382,8.97122353611598e-08
1.5000000000000022,0.14534423291057544,0.6664637526840145,9.001228939049548e-08
1.6000000000000023,0.13171886574908034,0.6672472819136005,9.011811248961434e-08
1.7000000000000024,0.11937081538624879,0.6667509674702008,9.005108048805677e-08
1.8000000000000025,0.10818033912562279,0.6651177947103917,8.983050492263618e-08
1.9000000000000026,0.09803891960918036,0.6624769060394691,8.947382770750206e-08
2.0000000000000027,0.08884821249241945,0.6589449069920927,8.899679753279408e-08
2.1000000000000028,0.0805190927701627,0.6546270497142128,8.84136297051693e-08
2.200000000000003,0.07297079050502257,0.6496183053423893,8.773715098286233e-08
2.300000000000003,0.06613010757742957,0.6440043356988673,8.697893081237732e-08
2.400000000000003,0.0599307078618177,0.6378623737440215,8.614940024199219e-08
2.500000000000003,0.05431247394559499,0.6312620213426325,8.525795966770672e-08
2.600000000000003,0.0492209241528132,0.624265972098269,8.431307645892345e-08
2.7000000000000033,0.044606684219242465,0.6169306662830598,8.332237341296284e-08
2.8000000000000034,0.04042500849552804,0.6093068842313253,8.229270889853552e-08
2.9000000000000035,0.036635346035394416,0.601440283968458,8.12302494676529e-08
3.0000000000000036,0.033200947361125784,0.5933718883053575,8.014053564237851e-08
3.1000000000000036,0.030088508093011578,0.585138526138353,7.902854151659364e-08
3.2000000000000037,0.027267845986926255,0.5767732322501544,7.789872875293074e-08
3.300000000000004,0.02471160824818115,0.5683056095046323,7.675509550063464e-08
3.400000000000004,0.022395006283384516,0.5597621569632547,7.560122071081836e-08
3.500000000000004,0.020295575318119832,0.5511665671202362,7.44403042809062e-08
3.600000000000004,0.018392956549384085,0.5425399951537102,7.327520341957394e-08
3.700000000000004,0.016668699720253647,0.5339013028185698,7.210846558680423e-08
3.8000000000000043,0.015106084202286018,0.525267279360445,7.094235833042726e-08
3.9000000000000044,0.013689956850640464,0.5166528416071754,6.977889631038347e-08
4.000000000000004,0.012406585059550782,0.508071215191944,6.861986577463703e-08
4.100000000000005,0.011243523593185579,0.4995340986790051,6.746684672592161e-08
4.200000000000005,0.01018949390051561,0.49105181219688104,6.632123299607179e-08
4.300000000000004,0.009234274743868646,0.48263343203341347,6.518425042436917e-08
4.400000000000005,0.008368603080564719,0.474286912510674,6.405697331791198e-08
4.500000000000005,0.0075840842364515906,0.46601919633414274,6.294033935532458e-08
4.600000000000005,0.00687311050026669,0.45783631449855977,6.183516307999617e-08
4.700000000000005,0.006228787349410893,0.4497434767313422,6.07421481153271e-08
4.800000000000005,0.005644866591723753,0.4417451533624719,5.966189822203867e-08
4.900000000000006,0.005115685774916144,0.43384514942639324,5.8594927306341313e-08
5.000000000000005,0.004636113276095666,0.4260466717259095,5.754166847755384e-08
5.100000000000005,0.004201498538901721,0.41835238951959997,5.6502482244518235e-08
5.2000000000000055,0.0038076269756850156,0.4107644894322301,5.547766393177448e-08
5.300000000000006,0.003450679097404621,0.40328472513140007,5.446745038886599e-08
5.400000000000006,0.00312719347491307,0.3959144622627139,5.347202605926296e-08
5.500000000000005,0.002834033172454162,0.38865471908957605,5.2491528469154734e-08
5.600000000000006,0.0025683553278691425,0.3815062032418663,5.152605319070899e-08
5.700000000000006,0.002327583584521541,0.3744693449398192,5.0575658329273695e-08
5.800000000000006,0.0021093831076048728,0.3675443270250635,4.9640368579355526e-08
5.900000000000006,0.0019116379425589696,0.3607311120996278,4.87201788900016e-08
6.000000000000006,0.0017324304960327865,0.35402946704549154,4.7815057776398734e-08
6.100000000000007,0.0015700229404145252,0.3474389851716795,4.692495031104998e-08
6.200000000000006,0.0014228403616032988,0.34095910621271475,4.6049780824756465e-08
6.300000000000006,0.001289455486601294,0.3345891343812373,4.518945534479581e-08
6.400000000000007,0.0011685748428253788,0.32832825465855786,4.434386379511689e-08
6.500000000000007,0.0010590262149209023,0.32217554748966104,4.35128819810402e-08
6.600000000000007,0.000959747277442704,0.31613000203353697,4.2696373378841644e-08
6.700000000000006,0.000869775293171076,0.31019052810555386,4.189419074868381e-08
6.800000000000007,0.0007882377771642013,0.30435596693574013,4.1106177587624744e-08
6.9000000000000075,0.0007143440360136254,0.2986251008552098,4.0332169437862026e-08
7.000000000000007,0.0006473775002564181,0.292996662012423,3.9571995063947e-08
7.100000000000007,0.0005866887755891542,0.28746934021141096,3.882547751141181e-08
7.200000000000007,0.0005316893454992895,0.28204178995544216,3.8092435058083733e-08
7.300000000000008,0.00048184586424647593,0.2767126367717529,3.737268206830043e-08
7.4000000000000075,0.0004366749848511748,0.27148048288585996,3.6666029759279975e-08
7.500000000000007,0.0003957386719360399,0.26634391230752347,3.5972286888028665e-08
7.600000000000008,0.0003586399539673088,0.2613014953845925,3.529126036638138e-08
7.700000000000008,0.00032501907370443086,0.256351792875671,3.462275581105391e-08
7.800000000000008,0.00029454999952770313,0.25149335958774693,3.3966578034939534e-08
7.9000000000000075,0.00026693726381322574,0.24672474762058566,3.332253148529528e-08
8.000000000000007,0.00024191309769596494,0.24204450925574372,3.2690420633930805e-08
8.100000000000009,0.00021923483443587295,0.23745119952449825,3.207005032403179e-08
8.200000000000008,0.0001986825562067378,0.2329433784857487,3.146122607781225e-08
8.300000000000008,0.00018005696148797954,0.2285196132420212,3.0863754368795226e-08
8.40000000000001,0.0001631774323788587,0.22417847971904756,3.027744286216187e-08
8.500000000000009,0.0001478802830932732,0.21991856423198933,2.970210062628496e-08
8.600000000000009,0.0001340171726502783,0.2157384648591935,2.913753831826771e-08
