rho,star_velocity,Mdot_g_s,L_inf_kin,T_loc_kin,T_inf_kin,L_inf_ann,T_inf_ann,Mdot_newt
0.3,v_star=Sun,44.21984213088014,8.1791423287038e+21,1885.4874186894015,1497.4507113061384,3.974281211805304e+22,2223.2599440268204,27.891731617473337
0.3,v_star=400,31.423559561540753,5.812272358811955e+21,1731.1439672341994,1374.871420202892,2.8242086890279595e+22,2041.2668902191647,19.820466423993167
0.4,v_star=Sun,58.95978950784019,1.09055231049384e+22,2026.0880869552163,1609.1155087573518,5.299041615740406e+22,2389.0482864789124,37.188975489964456
0.4,v_star=400,41.89807941538768,7.74969647841594e+21,1860.2352548475897,1477.3954882735582,3.765611585370613e+22,2193.484023056461,26.427288565324226
1.0,v_star=Sun,147.39947376960046,2.7263807762345998e+22,2547.6708920198353,2023.3556329327582,1.3247604039351013e+23,3004.069180545319,92.97243872491114
1.0,v_star=400,104.74519853846918,1.937424119603985e+22,2339.121996520114,1857.7264758179151,9.414028963426533e+22,2758.1601380666093,66.06822141331057
