sigma_cm2,f_n,f_exp_n,T_inf_kin_n,T_inf_kin_p,T_inf_kin_ann_n
8.458985796574283e-47,0.03268500786414208,0.03275219650862249,684.1862926713825,353.453493426947,1015.8090461766908
8.961505019465977e-47,0.034588513948803135,0.03466378373140233,693.9372432800875,358.58283059389765,1030.2862491596245
9.49387717927586e-47,0.036600497050696124,0.03668481071640206,703.8157260066014,363.7861834231907,1044.9527986412184
1.0057875736205815e-46,0.03872685115431562,0.03882128441808497,713.8225562255698,369.06458988360373,1059.8099052054165
1.0655379505622976e-46,0.04097375547509574,0.04107950995441456,723.9584865157493,374.4190996359685,1074.8586862033223
1.128837891684693e-46,0.0433476839075434,0.043466101474818886,734.2242005720447,379.85077167431257,1090.1001567144197
1.1958982643749769e-46,0.04585541419864647,0.0459879928980913,744.6203066962569,385.36067972818915,1105.5352198823105
1.2669424629258973e-46,0.048504036743504564,0.048652448428859296,755.1473308464512,390.9499094215607,1121.1646565951326
1.3422071527160175e-46,0.051300962883871204,0.05146707274759155,765.8057092156857,396.6195566855425,1136.9891144672267
1.4219430585991646e-46,0.05425393257664779,0.05443982075403042,776.5957803190537,402.3707310639149,1153.009096090792
1.506415800129582e-46,0.05737102128133598,0.057579006727271786,787.5177765633032,408.2045516116546,1169.224946519332
1.5959067764047374e-46,0.060660645896554066,0.06089331274735599,798.5718152723144,414.1221513313533,1185.6368399432101
1.6907141034735783e-46,0.06413156955526733,0.06439179620314495,809.757889141248,420.12467243400033,1202.244765516956
1.7911536074332192e-46,0.0677929050683741,0.06808389618929278,821.0758560983876,426.2132692419298,1219.0485123071787
1.897559876521858e-46,0.07165411678000388,0.07197943857116629,832.5254285445258,432.3891069660458,1236.0476533163203
2.0102873757128833e-46,0.07572502057440955,0.07608863947066025,844.10616194646,438.65336056546494,1253.2415285474565
2.129711627523465e-46,0.08001578174788981,0.08042210689784979,855.817442762572,445.00721629660615,1270.6292270774472
2.2562304629706446e-46,0.08453691042927225,0.08499084022330239,867.6584756750281,451.45186913266616,1288.2095681006283
2.3902653468423894e-46,0.08929925420423002,0.0898062271537412,879.6282701092523,457.98852421968377,1305.981080914318
2.532262781698779e-46,0.09431398756751963,0.09488003783958465,891.7256260224284,464.61839574451517,1323.941983819056
2.6826957952797384e-46,0.09959259779520635,0.10022441570678453,903.9491189450467,471.34270596820494,1342.0901619098386
2.842065516274511e-46,0.10514686679676932,0.10585186456764462,916.2970842635755,478.1626853313608,1360.423143740654
3.0109028437025742e-46,0.11098884847490553,0.11177523152608826,928.7676007374517,485.07957170028516,1378.9380768522174
3.189770215466338e-46,0.11713084108878868,0.11800768515250859,941.3584732484045,492.0946094423155,1397.6317021599466
3.379263481967431e-46,0.12358535408597049,0.12456268836250117,954.0672147866262,499.2090490190457,1416.500327208896
3.580013891028559e-46,0.13036506884004662,0.13145396539295273,966.8910276866504,506.42414588884344,1435.539798314726
3.7926901907322695e-46,0.13748279270570618,0.13869546222891627,979.8267841340295,513.7411598138841,1454.7454716220361
4.018000857182091e-46,0.14495140578247678,0.1463012997965898,992.8710059750098,521.1613538351277,1474.1121831278563
4.25669645460785e-46,0.1527837997639293,0.15428571920258305,1006.0198438735039,528.6859932010236,1493.6342177360775
4.509572135676172e-46,0.1609928082423855,0.16266301826896057,1019.2690558735999,536.3163442404081,1513.3052774292807
4.777470290335773e-46,0.16959112784238095,0.1714474785891803,1032.6139854419437,544.0536730858013,1533.118448668339
5.061283352022193e-46,0.17859122957168216,0.18065328231391586,1046.0495390828264,551.8992443494249,1553.0661691576122
5.36195677056885e-46,0.1880052598087527,0.19029441787021528,1059.5701636392696,559.8543196099519,1573.1401941439478
5.680492161728429e-46,0.19784493039352513,0.20038457382548425,1073.1698234167116,567.9201557955299,1593.3315624522957
6.017950643797303e-46,0.20812139735748303,0.21093702013237814,1086.8419772923105,576.0980035088348,1613.6305624999677
6.375456372456546e-46,0.21884512792194388,0.22196447603539315,1100.5795560013069,584.3891050830237,1634.02669857378
6.754200285605594e-46,0.23002575551526794,0.23347896398901546,1114.3749398246457,592.7946925650396,1654.508657702941
7.155444070664545e-46,0.24167192271269167,0.24549164903493503,1128.2199369369098,601.3159855165833,1675.0642775123004
7.580524367559307e-46,0.25379111219172545,0.2580126632168559,1142.105762712377,609.9541886383215,1695.6805154981262
8.030857221391521e-46,0.2663894660247751,0.27105091478128607,1156.023020328819,618.710489192253,1716.343420230629
8.50794279962741e-46,0.2794715939026653,0.284613882126562,1169.9616830536934,627.5860542453435,1737.0381050543338
9.013370389517494e-46,0.29304037120093374,0.2987073927258346,1183.9110786451968,636.5820276831089,1757.748724928375
9.548823692395676e-46,0.3070967281679885,0.31333538756867485,1197.8598763513776,645.699526993813,1778.4584571241244
1.0116086432495766e-45,0.3216394319314254,0.32849967204544883,1211.796077043162,654.9396398151582,1799.1494865757302
1.0717048298967181e-45,0.33666486348604463,0.34419965464341784,1225.707007071191,664.3034202243614,1819.8029967593811
1.13537112408852e-45,0.35216679234271064,0.36043207533793187,1239.5793164910237,673.7918847370305,1840.3991670582743
1.2028196136227727e-45,0.36813615207660266,0.3771907261483757,1253.398982355026,683.4060080246057,1860.91717765007
1.2742749857031426e-45,0.3845608206094584,0.39446616698738013,1267.1513178205619,693.1467183142663,1881.3352230297915
1.3499752754264324e-45,0.4014254096827925,0.41224544066180835,1280.8209878712269,703.0148924521129,1901.6305353510888
1.430172658735082e-45,0.4187110686128014,0.4305117916797725,1294.3920324881162,713.0113506199407,1921.779418828538
1.515134292476064e-45,0.4363953080434687,0.4492443943702994,1307.8478981385513,723.1368506792509,1941.7572964888482
1.605143204364765e-45,0.4544518500083943,0.4684180967175857,1321.171478467235,733.3920821098826,1961.5387705848796
1.700499235818787e-45,0.472850511144026,0.48800318722974145,1334.3451650750621,743.7776595415735,1981.0976979867692
1.8015200408020384e-45,0.4915571263322106,0.5079651930756892,1347.3509092492754,754.2941158367769,2000.4072818324823
1.90854214400669e-45,0.510533520348281,0.5282647185994561,1360.170295460474,764.9418947084988,2019.4401806485696
2.0219220618983474e-45,0.5297375352068394,0.5488573341151202,1372.784627361193,775.7213428489046,2038.1686360319634
2.1420374903584006e-45,0.5491231207823214,0.5696935255463331,1385.1750269013921,786.6327015415708,2056.564619806404
2.2692885628800856e-45,0.568640495885294,0.590718715941281,1397.3225470122659,797.6760977298261,2074.6000013237094
2.4040991835099644e-45,0.5882363862479165,0.6118733700973554,1409.2082980948226,808.8515345201602,2092.2467352609306
2.546918438974561e-45,0.6078543447669108,0.6330931933929316,1420.8135882779497,820.1588810916361,2109.477069861025
2.698222094696544e-45,0.6274351578318668,0.6543094353649135,1432.1200770776186,831.5978619867859,2126.26377507015
2.8585141796844656e-45,0.6469173396044173,0.6754493075055318,1443.109941690871,843.1680457575451,2142.5803894337782
3.0283286655749706e-45,0.666237713701857,0.6964365230984942,1453.766054694353,854.868832946149,2158.4014839250954
3.2082312454210875e-45,0.6853320788933418,0.7171919646001098,1464.072171389874,866.6994433733571,2173.7029400963183
3.3988212181526604e-45,0.7041359521825886,0.7376344810372875,1474.0131244550694,878.6589027167037,2188.4622390758636
3.6007334849856495e-45,0.7225853791078058,0.7576818141083252,1483.575022927607,890.7460283582728,2202.6587569995163
3.8146406644311896e-45,0.7406177973562565,0.7772516471363218,1492.7454518951156,902.9594144866297,2216.274061489386
4.041255332950592e-45,0.758172936025836,0.7962627657855555,1501.5136686056928,915.2974164414615,2229.292202818505
4.2813323987193607e-45,0.7751937292677655,0.8146363136119994,1509.8707900893576,927.7581342921989,2241.6999924717556
4.535671616408721e-45,0.7916272198464229,0.832297119250796,1517.8099668316183,940.3393956490467,2253.4872609984254
4.805120251361232e-45,0.8074254256119093,0.8491750655894328,1525.3265366158334,953.0387377105413,2264.647086421428
5.090575902036645e-45,0.8225461402672827,0.8652064649579976,1532.4181524073786,965.8533885589515,2275.175984106493
5.392989490128892e-45,0.8369536393839888,0.8803353985841073,1539.0848781482675,978.780247724922,2285.07404898811
5.713368428315568e-45,0.8506192636015787,0.8945149737738001,1545.3292466233324,991.8158660516789,2294.345041483246
6.052779976193305e-45,0.8635218535043785,0.9077084489999476,1551.1562741979146,1004.9564249027667,2302.9964093723493
6.412354795576943e-45,0.8756480148716158,0.9198901758323543,1556.5734282470762,1018.197714769826,2311.0392394416062
6.793290717006689e-45,0.8869921988055273,0.9310463079290721,1561.590544509465,1031.5351133538252,2318.488134778512
7.19685673001147e-45,0.8975565884736738,0.9411752315485453,1566.219693385336,1044.963563210637,2325.361016264998
7.624397210419169e-45,0.9073507925305788,0.9502876795215243,1570.4749962999401,1058.4775490726183,2331.6788499327836
8.077336398796702e-45,0.9163913542420952,0.9584065014235853,1574.3723955705375,1072.071074981049,2337.465305285722
8.55718314493995e-45,0.9247010943362342,0.9655660766350853,1577.9293836055888,1085.7376413898116,2342.7463532427623
9.065535934216395e-45,0.9323083139818559,0.9718113735786499,1581.1646995512074,1099.4702224296802,2347.5498157499796
9.604088212505369e-45,0.9392458913681299,0.9771966768647781,1584.0980034839702,1113.261243554477,2351.9048820557546
1.0174634027476001e-44,0.9455503104917464,0.9817840232085862,1586.7495397300288,1127.1025598252918,2355.8416088418107
1.077907400499278e-44,0.9512606634538083,0.9856414053862452,1589.1398016908963,1140.9854351273405,2359.3904225912074
1.1419421680558647e-44,0.9564176675230014,0.9888408195838536,1591.2892105492226,1154.9005226555423,2362.5816425639073
1.2097810206888938e-44,0.9610627353888933,0.9914562436290716,1593.2178193603304,1168.837847049767,2365.445041462488
1.2816499459957648e-44,0.9652371316418863,0.9935616403139663,1594.9450523452333,1182.786788608239,2368.0094583613836
1.3577883567189278e-44,0.968981241076034,0.9952290801981191,1596.4894868215615,1196.736070058149,2370.302474940473
1.4384498882876541e-44,0.9723339656373098,0.9965270713559201,1597.8686823582661,1210.6737464149935,2372.3501618316573
1.5239032437388367e-44,0.9753322575857868,0.9975191696382365,1599.0990586955968,1224.587198516163,2374.176897367066
1.614433088831602e-44,0.9780107875825094,0.9982629230786761,1600.1958210334194,1238.4631308689475,2375.8052566548795
1.7103410003378308e-44,0.9804017387362566,0.998809179772417,1601.172928737774,1252.2875745069973,2377.2559651180627
1.8119464706671334e-44,0.9825347117452281,0.9992017621928959,1602.0431015665877,1266.0458956008679,2378.5479077376594
1.919587972173111e-44,0.9844367224755387,0.9994774851488576,1602.8178562994376,1279.7228106157947,2379.698183436876
2.0336240846866618e-44,0.9861322716776604,0.9996664720931128,1603.5075661986814,1293.3024088507707,2380.722193362819
2.1544346900318954e-44,0.9876434668366401,0.9997927075754885,1604.1215359578046,1306.7681832243377,2381.6337521620476
2.2824222375040976e-44,0.988990177967562,0.999874753864545,1604.6680855597365,1320.103070191214,2382.445212484731
2.4180130845257084e-44,0.9901902119826579,0.9999265577542642,1605.1546375830244,1333.289499675721,2383.1675946078244
2.561658916945743e-44,0.9912594935377718,0.9999582788731118,1605.5878037610032,1346.3094558883363,2383.810714949173
2.71383825371428e-44,0.9922122435507769,0.9999770820134316,1605.9734678477028,1359.1445498459107,2384.383309098239
2.8750580409448657e-44,0.9930611495334678,0.9999878510003809,1606.3168629495142,1371.7761043381072,2384.8931466301647
3.045855340674303e-44,0.9938175242944876,0.9999937980252469,1606.6226423728604,1384.1852519666022,2385.347136293063
3.2267991199458117e-44,0.9944914513887091,0.9999969579095016,1606.8949436943908,1396.35304672347,2385.75142113282
3.418492146175913e-44,0.9950919169426573,0.9999985696695655,1607.1374461983141,1408.260589364561,2386.1114637701025
3.621572995118097e-44,0.9956269282705134,0.9999993569703819,1607.3534220844588,1419.8891665667004,2386.432122428792
3.8367181781126487e-44,0.9961036201281172,0.9999997243237853,1607.5457819774997,1431.2204035295767,2386.717718503378
4.064644395709611e-44,0.996528349645383,0.9999998876130195,1607.7171153067786,1442.2364292904847,2386.9720965107385
4.3061109251712004e-44,0.9969067810224975,0.9999999565606852,1607.8697261130715,1452.9200535614689,2387.1986772523246
4.561922149807468e-44,0.9972439610385625,0.9999999841318996,1608.0056647989977,1463.2549533760825,2387.400504953885
4.832930238571733e-44,0.9975443863460209,0.9999999945400964,1608.1267562896749,1473.2258672528021,2387.5802890754944
5.120037984840924e-44,0.9978120634353239,0.9999999982367269,1608.2346250187973,1482.8187939555542,2387.7404414082957
5.424201813838035e-44,0.9980505620649025,0.9999999994675319,1608.3307171069587,1492.0211922768638,2387.883109002584
5.746434968715951e-44,0.9982630628674768,0.9999999998502473,1608.4163200554333,1500.8221776107303,2388.0102034070924
6.087810885914805e-44,0.9984523997671226,0.9999999999609405,1608.4925802400633,1509.2127104537642,2388.1234266421093
6.449466771037634e-44,0.9986210977726506,0.999999999990594,1608.5605184560711,1517.1857714160742,2388.2242942788052
6.832607387157377e-44,0.9987714066512811,0.9999999999979186,1608.621043734997,1524.7365168869205,2388.3141559531973
7.238509068173188e-44,0.9989053309316803,0.9999999999995789,1608.6749656290383,1531.8624092396285,2388.39421360466
7.668523970587026e-44,0.9990246566364815,0.9999999999999225,1608.7230051353404,1538.5633154345735,2388.465537695186
8.124084577862941e-44,0.999130975100795,0.9999999999999871,1608.76580441284,1544.841568145488,2388.5290816359516
8.606708472376089e-44,0.9992257041943525,0.9999999999999981,1608.803935426723,1550.701984143791,2388.5856946217086
9.1180033908457e-44,0.9993101072303088,0.9999999999999998,1608.8379076401272,1556.1518356641504,2388.6361330506343
9.659672580093804e-44,0.9993853098128638,1.0,1608.868174859103,1561.200771856223,2388.681070687017
1.0233520470972492e-43,0.999452314848392,1.0,1608.895141324855,1565.8606891853824,2388.72110770639
1.0841458689358373e-43,0.9995120159202651,1.0,1608.9191671366718,1570.145551724691,2388.7567787469334
1.1485512424239345e-43,0.9995652092057349,1.0,1608.94057307958,1574.0711645847846,2388.7885600770783
1.216782717410913e-43,0.9996126040938049,1.0,1608.9596449224728,1577.6549061188925,2388.8168759769223
1.2890675894140297e-43,0.9996548326456858,1.0,1608.9766372451058,1580.9154268422883,2388.8421044201564
1.3656466567946068e-43,0.9996924580240032,1.0,1608.991776845861,1583.872325021425,2388.8645821335617
1.4467750229156362e-43,0.9997259820031709,1.0,1609.0052657764006,1586.54581041645,2388.88460910255
1.5327229459526181e-43,0.9997558516610849,1.0,1609.0172840442226,1588.9563685216028,2388.9024525836367
1.6237767391887176e-43,0.9997824653413836,1.0,1609.0279920195887,1591.124437709107,2388.918350678
1.720239724793585e-43,0.9998061779657825,1.0,1609.0375325792604,1593.0701108838305,2388.9325155142787
1.822433244262672e-43,0.999827305767333,1.0,1609.046033015903,1594.8128716285378,2388.9451360834582
1.9306977288832457e-43,0.9998461305077267,1.0,1609.0536067388398,1596.371372488741,2388.956380763971
2.0453938337933738e-43,0.9998629032348862,1.0,1609.060354788998,1597.763260223875,2388.9663995709366
2.1669036394111896e-43,0.9998778476309569,1.0,1609.0663671883951,1599.0050498116893,2388.9753261597357
2.295631924236905e-43,0.9998911629953451,1.0,1609.0717241422622,1600.112046034895,2388.9832796108008
2.43200751326793e-43,0.9999030269025886,1.0,1609.0764971099238,1601.0983088857427,2388.9903660195464
2.576484706518385e-43,0.9999135975705012,1.0,1609.080749758783,1601.976657020421,2388.996679912747
2.7295447924020018e-43,0.9999230159701755,1.0,1609.0845388141865,1602.7587022177534,2389.0023055103316
2.8916976510202787e-43,0.9999314077059823,1.0,1609.0879148165461,1603.454907279433,2389.007317849476
3.063483452696097e-43,0.9999388846906386,1.0,1609.0909227958487,1604.074659986946,2389.0117837860475
3.2454744574113255e-43,0.9999455466376825,1.0,1609.093602872576,1604.6263564605654,2389.0157628867883
3.438276921143286e-43,0.999951482391259,1.0,1609.095990793068,1605.1174883602675,2389.019308224167
3.642533115449653e-43,0.9999567711109514,1.0,1609.0981184064885,1605.554729630259,2389.0224670845278
3.858923467029899e-43,0.9999614833274585,1.0,1609.1000140897659,1605.9440197442173,2389.025281598999
4.088168824391264e-43,0.9999656818831961,1.0,1609.1017031261867,1606.2906415285224,2389.02778930559
4.331032859169019e-43,0.9999694227703679,1.0,1609.1032080427012,1606.5992925506123,2389.0300236499866
4.58832461010084e-43,0.9999727558776808,1.0,1609.1045489104429,1606.8741497345816,2389.0320144317316
4.860901178130601e-43,0.9999757256556634,1.0,1609.105743612476,1607.1189273205764,2389.0337882017498
5.149670581618364e-43,0.9999783717094621,1.0,1609.1068080823507,1607.3369285562308,2389.035368616528
5.455594781168514e-43,0.9999807293270169,1.0,1609.1077565166397,1607.5310916441615,2389.0367767536695
5.779692884153278e-43,0.9999828299496637,1.0,1609.1086015643073,1607.7040305141477,2389.038031393048
6.123044539605215e-43,0.9999847015914385,1.0,1609.1093544954263,1607.8580709786618,2389.039149267303
6.486793534788508e-43,0.9999863692126738,1.0,1609.1100253515021,1607.995282792193,2389.040145285022
6.87215160543108e-43,0.9999878550528714,1.0,1609.1106230794062,1608.1175080851397,2389.0410327295945
7.280402472308607e-43,0.9999891789272894,1.0,1609.1111556507071,1608.2263865915145,2389.0418234363815
7.712906117627993e-43,0.9999903584912009,1.0,1609.1116301679942,1608.3233780410155,2389.042527950573
8.171103315457154e-43,0.999991409475344,1.0,1609.112052959606,1608.4097820420036,2389.0431556678313
8.656520431290988e-43,0.9999923458957096,1.0,1609.1124296640342,1608.4867557429613,2389.043714959606
9.17077450674293e-43,0.9999931802404587,1.0,1609.1127653051246,1608.5553295258112,2389.044213284784
9.715578646301808e-43,0.9999939236364652,1.0,1609.1130643590816,1608.6164209545416,2389.04465728917
1.0292747724096142e-42,0.9999945859977051,1.0,1609.1133308141657,1608.670847176379,2389.045052894121
1.0904204429677526e-42,0.9999951761574697,1.0,1609.1135682238846,1608.7193359497792,2389.045405375518
1.1551985672964733e-42,0.9999957019861666,1.0,1609.113779754386,1608.7625354533527,2389.045719434129
1.2238249369682e-42,0.9999961704962805,1.0,1609.113968226683,1608.8010230121197,2389.045999258303
1.2965281629896689e-42,0.9999965879358919,1.0,1609.1141361542773,1608.8353128618937,2389.046248579827
1.3735504373605065e-42,0.9999969598720014,1.0,1609.1142857766797,1608.8658630588486,2389.046470723696
1.4551483398732027e-42,0.9999972912647727,1.0,1609.1144190892792,1608.8930816291936,2389.0466686524555
1.5415936928422734e-42,0.9999975865336803,1.0,1609.1145378699518,1608.9173320431842,2389.0468450057137
1.63317446661016e-42,0.9999978496164493,1.0,1609.114643702774,1608.9389380882067,2389.047002135342
1.730195738845905e-42,0.9999980840215679,1.0,1609.1147379991457,1608.9581882073253,2389.047142136843
1.8329807108324376e-42,0.9999982928750776,1.0,1609.114822016615,1608.9753393622407,2389.047266877292
1.9418717841282468e-42,0.9999984789622618,1.0,1609.1148968756493,1608.990620473058,2389.0473780202437
2.0572317011895698e-42,0.999998644764791,1.0,1609.1149635745764,1609.004235481425,2389.0474770479127
2.179444753752988e-42,0.9999987924938181,1.0,1609.1150230029007,1609.0163660784435,2389.047565280942
2.3089180630041832e-42,0.9999989241194668,1.0,1609.1150759531643,1609.0271741341676,2389.047643896017
2.4460829357968156e-42,0.9999990413971049,1.0,1609.115123131517,1609.0368038614363,2389.0477139415557
2.5913963014396626e-42,0.9999991458907546,1.0,1609.1151651671335,1609.0453837431712,2389.0477763516915
2.745342233838703e-42,0.9999992389939495,1.0,1609.1152026206048,1609.0530282490618,2389.0478319587323
2.908433564064069e-42,0.9999993219483199,1.0,1609.115235991414,1609.059839364702,2389.0478815042584
3.081213588714008e-42,0.9999993958601504,1.0,1609.1152657245964,1609.06590795371,2389.0479256490125
3.2642578797673105e-42,0.9999994617151338,1.0,1609.1152922166766,1609.0713149711064,2389.047964981713
3.458176201952405e-42,0.9999995203915164,1.0,1609.115315820955,1609.0761325442163,2389.0480000269044
3.663614544020724e-42,0.99999957267181,1.0,1609.1153368522198,1609.080424935582,2389.048031251951
3.8812572706915244e-42,0.999999619253228,1.0,1609.115355590946,1609.084249400779,2389.048059073274
4.111829402435862e-42,0.9999996607569831,1.0,1609.1153722870345,1609.0876569526222,2389.0480838618996
4.356099030694617e-42,0.9999996977365719,1.0,1609.1153871631457,1609.0906930419833,2389.048105948411
4.6148798765769245e-42,0.9999997306851568,1.0,1609.115400417668,1609.093398164332,2389.048125627355
4.889034001561483e-42,0.9999997600421417,1.0,1609.1154122273654,1609.0958084001056,2389.048143161172
5.1794746792312234e-42,0.9999997861990337,1.0,1609.1154227497323,1609.0979558961358,2389.048158783694
5.487169437608587e-42,0.9999998095046626,1.0,1609.1154321250958,1609.0998692945614,2389.0481727032643
5.813143282224761e-42,0.9999998302698336,1.0,1609.1154404784868,1609.101574114964,2389.048185105515
6.15848211066028e-42,0.9999998487714724,1.0,1609.115447921306,1609.1030930948245,2389.0481961558435
6.524336329932608e-42,0.9999998652563181,1.0,1609.115454552812,1609.1044464928534,2389.048206001618
6.911924688779422e-42,0.9999998799442135,1.0,1609.1154604614426,1609.1056523592424,2389.0482147741413
7.322538337604556e-42,0.9999998930310374,1.0,1609.1154657259958,1609.1067267764463,2389.0482225904057
7.757545129612397e-42,0.9999999046913165,1.0,1609.1154704166804,1609.107684073711,2389.0482295546485
8.218394177456874e-42,0.999999915080553,1.0,1609.115474596051,1609.1085370182084,2389.0482357597457
8.706620680585154e-42,0.9999999243372985,1.0,1609.1154783198442,1609.109296985333,2389.0482412884494
9.223851039358458e-42,0.9999999325850013,1.0,1609.1154816377211,1609.1099741104294,2389.0482462144896
9.77180827298383e-42,0.9999999399336534,1.0,1609.1154845939288,1609.1105774239786,2389.048250603561
1.035231775930742e-41,0.999999946481257,1.0,1609.1154872278914,1609.1111149720446,2389.0482545141963
1.0967313315588156e-41,0.9999999523151313,1.0,1609.115489574736,1609.11159392359,2389.0482579985487
1.161884364051092e-41,0.9999999575130772,1.0,1609.11549166576,1609.1120206660914,2389.0482611030843
1.2309079138896068e-41,0.9999999621444148,1.0,1609.1154935288494,1609.112400890733,2389.048263869207
1.3040319151841288e-41,0.9999999662709079,1.0,1609.1154951888504,1609.1127396683073,2389.048266333805
1.3814999616383123e-41,0.9999999699475878,1.0,1609.115496667901,1609.113041516849,2389.048268529746
1.4635701180190858e-41,0.9999999732234868,1.0,1609.115497985726,1609.1133104618882,2389.0482704863166
1.5505157798326222e-41,0.9999999761422924,1.0,1609.1154991598999,1609.1135500901394,2389.0482722296083
1.6426265840709202e-41,0.9999999787429302,1.0,1609.1155002060816,1609.1137635973375,2389.0482737828706
1.740209374062492e-41,0.9999999810600825,1.0,1609.115501138223,1609.113953830858,2389.048275166818
1.843589221641486e-41,0.9999999831246507,1.0,1609.115501968755,1609.1141233276903,2389.048276399906
1.953110510040619e-41,0.9999999849641682,1.0,1609.1155027087543,1609.1142743482733,2389.0482774985803
2.0691380811147985e-41,0.9999999866031669,1.0,1609.1155033680889,1609.1144089066422,2389.048278477492
2.1920584507173235e-41,0.9999999880635047,1.0,1609.115503955552,1609.1145287972874,2389.0482793496963
2.3222810962777104e-41,0.9999999893646566,1.0,1609.1155044789778,1609.1146356190877,2389.0482801268254
2.460239820869788e-41,0.9999999905239748,1.0,1609.115504945347,1609.1147307966326,2389.048280819242
2.606394198314347e-41,0.9999999915569202,1.0,1609.115505360879,1609.1148155992216,2389.048281436181
2.761231104130736e-41,0.9999999924772682,1.0,1609.1155057311157,1609.114891157792,2389.04828198587
2.92526633743666e-41,0.9999999932972925,1.0,1609.115506060994,1609.1149584800019,2389.048282475639
3.099046339199427e-41,0.9999999940279292,1.0,1609.1155063549138,1609.1150184636667,2389.048282912021
3.283150012563027e-41,0.9999999946789219,1.0,1609.1155066167944,1609.1150719087354,2389.048283300834
3.478190651314148e-41,0.9999999952589523,1.0,1609.1155068501284,1609.115119527956,2389.0482836472643
3.6848179829116767e-41,0.9999999957757558,1.0,1609.1155070580276,1609.1151619563832,2389.0482839559318
