sigma_cm2,f_n,f_exp_n,T_inf_kin_n,T_inf_kin_p,T_inf_kin_ann_n
3.9037203328860684e-41,0.9999999962362246,1.0,1609.1155072432643,1609.1151997598465,2389.048284230952
4.1356269178177315e-41,0.9999999966464994,1.0,1609.1155074083094,1609.115233442496,2389.0482844759936
4.381310274533306e-41,0.9999999970120518,1.0,1609.1155075553634,1609.1152634535265,2389.048284694324
4.641588833612753e-41,0.9999999973377566,1.0,1609.1155076863874,1609.1152901931673,2389.0482848888555
4.917329645779046e-41,0.9999999976279577,1.0,1609.1155078031293,1609.1153140180209,2389.048285062181
5.209451270253212e-41,0.9999999978865249,1.0,1609.1155079071455,1609.1153352458168,2389.0482852166137
5.518926834697352e-41,0.9999999981169068,1.0,1609.1155079998232,1609.1153541596511,2389.048285354212
5.846787276937625e-41,0.9999999983221756,1.0,1609.1155080823985,1609.1153710117594,2389.0482854768115
6.19412477926676e-41,0.9999999985050688,1.0,1609.1155081559725,1609.1153860268835,2389.0482855860464
6.562096406767527e-41,0.9999999986680256,1.0,1609.1155082215266,1609.1153994052656,2389.0482856833746
6.951927961775647e-41,0.9999999988132191,1.0,1609.1155082799348,1609.115411325321,2389.048285770093
7.364918067322973e-41,0.9999999989425855,1.0,1609.1155083319763,1609.1154219460163,2389.048285847359
7.802442493165013e-41,0.9999999990578502,1.0,1609.1155083783449,1609.1154314089902,2389.048285916202
8.265958738801728e-41,0.9999999991605504,1.0,1609.115508419659,1609.1154398404408,2389.0482859775407
8.757010888760517e-41,0.9999999992520556,1.0,1609.1155084564696,1609.115447352811,2389.0482860321936
9.27723475631402e-41,0.9999999993335862,1.0,1609.1155084892675,1609.1154540462865,2389.0482860808884
9.82836333276993e-41,0.9999999994062294,1.0,1609.1155085184903,1609.1154600101318,2389.0482861242754
1.0412232560483064e-40,0.9999999994709541,1.0,1609.1155085445278,1609.1154653238805,2389.048286162933
1.1030787448822105e-40,0.9999999995286234,1.0,1609.115508567727,1609.115470058398,2389.048286197377
1.1686088553466401e-40,0.9999999995800063,1.0,1609.1155085883972,1609.1154742768238,2389.048286228066
1.2380318840613994e-40,0.9999999996257882,1.0,1609.1155086068143,1609.1154780354148,2389.04828625541
1.3115790958968448e-40,0.9999999996665796,1.0,1609.1155086232238,1609.1154813842961,2389.048286279773
1.3894954943731246e-40,0.9999999997029245,1.0,1609.1155086378444,1609.1154843681288,2389.0482863014804
1.4720406378260044e-40,0.9999999997353076,1.0,1609.1155086508718,1609.115487026705,2389.0482863208217
1.5594895040582768e-40,0.9999999997641607,1.0,1609.1155086624785,1609.1154893954802,2389.0482863380544
1.652133406357355e-40,0.9999999997898686,1.0,1609.1155086728204,1609.115491506044,2389.048286353409
1.7502809639301048e-40,0.9999999998127742,1.0,1609.1155086820347,1609.1154933865434,2389.0482863670895
1.8542591299878466e-40,0.999999999833183,1.0,1609.1155086902447,1609.1154950620567,2389.0482863792786
1.9644142809066107e-40,0.9999999998513671,1.0,1609.1155086975598,1609.1154965549288,2389.0482863901393
2.081113370090399e-40,0.999999999867569,1.0,1609.1155087040777,1609.1154978850684,2389.0482863998163
2.204745150381468e-40,0.9999999998820048,1.0,1609.1155087098848,1609.1154990702146,2389.0482864084383
2.335721469090102e-40,0.999999999894867,1.0,1609.115508715059,1609.1155001261725,2389.0482864161204
2.4744786399573577e-40,0.9999999999063272,1.0,1609.1155087196692,1609.1155010670243,2389.048286422965
2.621478896621348e-40,0.9999999999165381,1.0,1609.1155087237767,1609.1155019053176,2389.0482864290634
2.7772119324293323e-40,0.9999999999256359,1.0,1609.1155087274367,1609.115502652232,2389.0482864344976
2.942196531724383e-40,0.9999999999337421,1.0,1609.1155087306977,1609.1155033177276,2389.0482864393393
3.1169822980411372e-40,0.9999999999409646,1.0,1609.115508733603,1609.1155039106804,2389.0482864436526
3.3021514849681484e-40,0.9999999999473999,1.0,1609.115508736192,1609.1155044389975,2389.048286447496
3.4983209357750466e-40,0.9999999999531336,1.0,1609.1155087384984,1609.115504909725,2389.048286450921
3.70614413826622e-40,0.9999999999582423,1.0,1609.1155087405537,1609.1155053291402,2389.048286453972
3.926313401706807e-40,0.9999999999627942,1.0,1609.1155087423847,1609.1155057028363,2389.0482864566907
4.15956216307186e-40,0.9999999999668499,1.0,1609.115508744016,1609.1155060357974,2389.048286459113
4.406667430301777e-40,0.9999999999704634,1.0,1609.11550874547,1609.1155063324636,2389.0482864612713
4.668452370703756e-40,0.999999999973683,1.0,1609.115508746765,1609.1155065967916,2389.0482864631945
4.94578905312066e-40,0.9999999999765518,1.0,1609.115508747919,1609.115506832306,2389.0482864649075
5.2396013530026334e-40,0.9999999999791078,1.0,1609.1155087489474,1609.1155070421478,2389.048286466434
5.5508680300597654e-40,0.9999999999813851,1.0,1609.1155087498635,1609.1155072291158,2389.0482864677942
5.880625988746781e-40,0.9999999999834143,1.0,1609.1155087506797,1609.115507395703,2389.048286469006
6.229973732441835e-40,0.9999999999852223,1.0,1609.1155087514069,1609.115507544131,2389.048286470086
6.6000750228270476e-40,0.9999999999868331,1.0,1609.1155087520551,1609.1155076763796,2389.0482864710484
6.992162756659404e-40,0.9999999999882684,1.0,1609.1155087526324,1609.1155077942124,2389.0482864719056
7.407543072847156e-40,0.9999999999895473,1.0,1609.1155087531467,1609.1155078992003,2389.048286472669
7.847599703514559e-40,0.9999999999906867,1.0,1609.1155087536051,1609.1155079927441,2389.04828647335
8.313798583547368e-40,0.9999999999917019,1.0,1609.1155087540135,1609.1155080760911,2389.048286473956
8.807692733975452e-40,0.9999999999926064,1.0,1609.1155087543775,1609.1155081503528,2389.0482864744963
9.330927435461606e-40,0.9999999999934124,1.0,1609.1155087547018,1609.1155082165194,2389.048286474978
9.885245709128322e-40,0.9999999999941305,1.0,1609.1155087549905,1609.1155082754735,2389.0482864754067
1.0472494122981476e-39,0.9999999999947703,1.0,1609.1155087552481,1609.1155083280014,2389.0482864757887
1.109462894327515e-39,0.9999999999953403,1.0,1609.1155087554773,1609.115508374803,2389.0482864761293
1.1753722651306414e-39,0.9999999999958482,1.0,1609.1155087556815,1609.1155084165032,2389.0482864764326
1.2451970847350319e-39,0.9999999999963008,1.0,1609.1155087558636,1609.115508453658,2389.0482864767027
1.3191699564735635e-39,0.9999999999967041,1.0,1609.115508756026,1609.1155084867623,2389.0482864769438
1.3975373018422982e-39,0.9999999999970633,1.0,1609.1155087561704,1609.1155085162584,2389.0482864771584
1.4805601813899102e-39,0.9999999999973834,1.0,1609.1155087562993,1609.115508542539,2389.0482864773494
1.5685151643735382e-39,0.9999999999976686,1.0,1609.1155087564139,1609.115508565955,2389.04828647752
1.6616952500776975e-39,0.9999999999979228,1.0,1609.115508756516,1609.1155085868184,2389.0482864776714
1.7604108438655527e-39,0.9999999999981493,1.0,1609.1155087566074,1609.1155086054077,2389.0482864778073
1.8649907912142868e-39,0.999999999998351,1.0,1609.1155087566885,1609.1155086219703,2389.0482864779274
1.9757834731787116e-39,0.9999999999985307,1.0,1609.1155087567606,1609.1155086367278,2389.0482864780347
2.0931579669325738e-39,0.9999999999986909,1.0,1609.1155087568252,1609.1155086498766,2389.0482864781306
2.2175052752539204e-39,0.9999999999988336,1.0,1609.1155087568827,1609.1155086615922,2389.0482864782157
2.3492396290496722e-39,0.9999999999989607,1.0,1609.1155087569337,1609.1155086720303,2389.0482864782916
2.4887998672586675e-39,0.9999999999990741,1.0,1609.1155087569794,1609.115508681331,2389.0482864783594
2.6366508987303447e-39,0.999999999999175,1.0,1609.1155087570198,1609.1155086896176,2389.0482864784194
2.7932852509482702e-39,0.9999999999992649,1.0,1609.1155087570562,1609.1155086970011,2389.0482864784735
2.959224710757958e-39,0.9999999999993451,1.0,1609.1155087570883,1609.1155087035797,2389.0482864785213
3.135022062565099e-39,0.9999999999994165,1.0,1609.1155087571171,1609.1155087094412,2389.048286478564
3.3212629297937686e-39,0.9999999999994801,1.0,1609.1155087571426,1609.1155087146637,2389.0482864786018
3.518567725739267e-39,0.9999999999995367,1.0,1609.1155087571656,1609.1155087193172,2389.048286478636
3.7275937203149225e-39,0.9999999999995872,1.0,1609.1155087571856,1609.115508723463,2389.048286478666
3.949037229576726e-39,0.9999999999996322,1.0,1609.1155087572038,1609.115508727157,2389.0482864786927
4.1836359353200233e-39,0.9999999999996723,1.0,1609.11550875722,1609.1155087304485,2389.048286478717
4.4321713424760676e-39,0.999999999999708,1.0,1609.1155087572342,1609.1155087333811,2389.0482864787377
4.6954713824934594e-39,0.9999999999997399,1.0,1609.1155087572472,1609.1155087359941,2389.048286478757
4.974413171377462e-39,0.9999999999997682,1.0,1609.1155087572586,1609.1155087383222,2389.048286478774
5.269925931575635e-39,0.9999999999997935,1.0,1609.1155087572688,1609.1155087403965,2389.048286478789
5.58299408744196e-39,0.999999999999816,1.0,1609.115508757278,1609.1155087422449,2389.0482864788028
5.914660544591757e-39,0.999999999999836,1.0,1609.1155087572859,1609.1155087438915,2389.0482864788146
6.26603016407263e-39,0.9999999999998539,1.0,1609.1155087572931,1609.1155087453587,2389.048286478825
6.638273442923128e-39,0.9999999999998699,1.0,1609.1155087572995,1609.1155087466661,2389.0482864788346
7.032630413380657e-39,0.999999999999884,1.0,1609.1155087573052,1609.115508747831,2389.0482864788432
7.450414773728886e-39,0.9999999999998966,1.0,1609.1155087573102,1609.1155087488687,2389.0482864788505
7.893018264543632e-39,0.999999999999908,1.0,1609.1155087573147,1609.1155087497934,2389.0482864788573
8.361915304916335e-39,0.999999999999918,1.0,1609.1155087573188,1609.1155087506172,2389.0482864788632
8.858667904100796e-39,0.999999999999927,1.0,1609.1155087573225,1609.1155087513514,2389.0482864788687
9.384930864942797e-39,0.9999999999999348,1.0,1609.1155087573256,1609.1155087520056,2389.0482864788733
9.942457296427438e-39,0.9999999999999419,1.0,1609.1155087573284,1609.1155087525883,2389.048286478878
1.0533104453709339e-38,0.9999999999999483,1.0,1609.115508757331,1609.1155087531074,2389.0482864788814
1.1158839925077572e-38,0.9999999999999539,1.0,1609.1155087573331,1609.11550875357,2389.0482864788846
1.1821748186466748e-38,0.9999999999999589,1.0,1609.1155087573352,1609.1155087539823,2389.048286478888
1.2524037545350692e-38,0.9999999999999635,1.0,1609.1155087573372,1609.1155087543498,2389.0482864788905
1.3268047497147353e-38,0.9999999999999675,1.0,1609.1155087573388,1609.115508754677,2389.048286478893
1.4056256518642193e-38,0.999999999999971,1.0,1609.1155087573402,1609.1155087549685,2389.048286478895
1.4891290324394057e-38,0.9999999999999741,1.0,1609.1155087573413,1609.1155087552283,2389.048286478897
1.5775930613623743e-38,0.9999999999999769,1.0,1609.1155087573425,1609.1155087554598,2389.0482864788987
1.6713124336724926e-38,0.9999999999999795,1.0,1609.1155087573436,1609.115508755666,2389.0482864789
1.7705993512268945e-38,0.9999999999999817,1.0,1609.1155087573445,1609.1155087558498,2389.0482864789014
1.8757845627201764e-38,0.9999999999999837,1.0,1609.1155087573452,1609.1155087560135,2389.0482864789024
1.9872184654880614e-38,0.9999999999999855,1.0,1609.1155087573459,1609.1155087561594,2389.0482864789037
2.1052722727657028e-38,0.999999999999987,1.0,1609.1155087573466,1609.1155087562893,2389.0482864789046
2.2303392502885168e-38,0.9999999999999885,1.0,1609.1155087573472,1609.1155087564052,2389.0482864789055
2.362836026355185e-38,0.9999999999999897,1.0,1609.1155087573477,1609.1155087565085,2389.0482864789064
2.50320397971732e-38,0.9999999999999909,1.0,1609.1155087573482,1609.1155087566003,2389.048286478907
2.6519107099185623e-38,0.9999999999999919,1.0,1609.1155087573486,1609.1155087566822,2389.048286478908
2.8094515949814175e-38,0.9999999999999928,1.0,1609.1155087573488,1609.1155087567552,2389.0482864789083
2.976351441631313e-38,0.9999999999999936,1.0,1609.115508757349,1609.1155087568202,2389.0482864789083
3.153166233554342e-38,0.9999999999999942,1.0,1609.1155087573495,1609.1155087568782,2389.0482864789087
3.340484983513258e-38,0.9999999999999949,1.0,1609.1155087573497,1609.1155087569298,2389.048286478909
3.538931695490984e-38,0.9999999999999954,1.0,1609.11550875735,1609.1155087569757,2389.0482864789096
3.7491674433988625e-38,0.9999999999999959,1.0,1609.1155087573502,1609.1155087570169,2389.04828647891
3.971892573273318e-38,0.9999999999999963,1.0,1609.1155087573504,1609.1155087570532,2389.04828647891
4.207849036297398e-38,0.9999999999999968,1.0,1609.1155087573507,1609.1155087570858,2389.0482864789105
4.457822860419679e-38,0.9999999999999971,1.0,1609.1155087573507,1609.1155087571146,2389.048286478911
4.722646768802974e-38,0.9999999999999974,1.0,1609.1155087573507,1609.1155087571406,2389.048286478911
5.003202953825999e-38,0.9999999999999977,1.0,1609.1155087573509,1609.1155087571638,2389.048286478911
5.30042601587964e-38,0.999999999999998,1.0,1609.1155087573509,1609.1155087571842,2389.048286478911
5.615306076746301e-38,0.9999999999999982,1.0,1609.115508757351,1609.1155087572024,2389.0482864789115
5.948892077934331e-38,0.9999999999999983,1.0,1609.115508757351,1609.1155087572188,2389.0482864789115
6.302295274955985e-38,0.9999999999999986,1.0,1609.1155087573513,1609.115508757233,2389.0482864789115
6.676692939187488e-38,0.9999999999999987,1.0,1609.1155087573513,1609.1155087572463,2389.0482864789115
7.073332279644439e-38,0.9999999999999989,1.0,1609.1155087573513,1609.1155087572577,2389.0482864789115
7.49353459773571e-38,0.999999999999999,1.0,1609.1155087573513,1609.1155087572681,2389.048286478912
7.938699688838142e-38,0.9999999999999991,1.0,1609.1155087573513,1609.1155087572772,2389.048286478912
8.410310505352604e-38,0.9999999999999992,1.0,1609.1155087573513,1609.1155087572852,2389.048286478912
8.909938096776062e-38,0.9999999999999992,1.0,1609.1155087573513,1609.1155087572924,2389.048286478912
9.439246843247568e-38,0.9999999999999993,1.0,1609.1155087573513,1609.1155087572988,2389.048286478912
1e-37,0.9999999999999994,1.0,1609.1155087573516,1609.1155087573047,2389.048286478912
