r,node1_128,node2_128,node1_129,node2_129,node1_130,node2_130,node1_131,node2_131,node1_132,node2_132,node1_134,node2_134,node1_136,node2_136,node1_nat,node2_nat
-2.0,98.25161022473506,236.6164191113835,94.7621930617193,233.55360017641067,93.76318375886123,228.95795753004143,90.64800242964753,225.81201684566017,89.61145326585788,222.3238652771645,84.5953386004217,217.7975878211153,82.81916468021213,209.35515766472014,91.15569835414273,226.1191484023924
-1.99,98.19920839680343,236.4547296586997,94.7111029174397,233.3833877545305,93.7096370824793,228.8011712883738,90.59576581011358,225.64962032440656,89.55768187420571,222.17518620938404,84.54269144525803,217.65103078285242,82.76805116840512,209.21141368458328,91.10260319805974,225.95641837932632
-1.98,98.14562404165828,236.29053567216857,94.65886988887488,233.21126974849273,93.65488593522882,228.6420670634313,90.54306166491477,225.4853512066721,89.50271155960638,222.02463070720216,84.48888963392092,217.50291717784899,82.71582309691554,209.06553738090875,91.04924977164018,225.79120654951797
-1.97,98.09179962155757,236.12372885294494,94.60601918219615,233.0364627145072,93.59965577640095,228.4812005163432,90.48917292552505,225.31851979613842,89.44650086923713,221.871640262491,84.43389389711804,217.35237448427986,82.66244275606964,208.9177731998815,90.9946881716833,225.62343349795924
-1.96,98.03734554132417,235.95510858962513,94.55296472694192,232.85894212829984,93.54405872869603,228.31777456716554,90.43405832246142,225.14936456192765,89.38900638439743,221.71718054882146,84.37766313385528,217.2002239213052,82.60840628803561,208.76827352832228,90.93887596476566,225.45391995731669
-1.95,97.98162654802636,235.78381207012512,94.49868903393224,232.67924933296976,93.48717492088804,228.1520538081337,90.37767461436488,224.9781787767864,89.33152721851499,221.56026753399738,84.32181566731887,217.04584689395298,82.55435303627569,208.61637429670535,90.88176867264735,225.28179087366792
-1.94,97.92459713524464,235.60980177953422,94.44314855729789,232.4969247854418,93.42895816603689,227.98430843889665,90.32160722122364,224.80433852825794,89.27314241458889,221.40112985069837,84.2647763929255,216.88913731294375,82.49907452622624,208.4630266995441,90.82486020827493,225.10700821796954
-1.93,97.86646265201492,235.43365119229026,94.38629762207161,232.31176772846817,93.36952587317727,227.81391367717939,90.2643079475295,224.62785081498615,89.21338528238881,221.24013839623086,84.20641981172176,216.73077834065413,82.4425276028189,208.30732518317402,90.76681479199408,224.9301343447726
-1.92,97.8083944737031,235.25485638455672,94.32944850587053,232.12374563896063,93.31029649053448,227.6410138313083,90.20565011853338,224.44938031359894,89.15220570801127,221.07658257684378,84.14669866041172,216.56987275979816,82.3846670233179,208.14943165134292,90.70738222999697,224.7507188971312
-1.91,97.748918445502,235.0732295971327,94.2715686643051,231.93343374179324,93.2496369610068,227.4660286341133,90.1455837105462,224.26814726097015,89.09061575884787,220.9108243736087,84.08675892897737,216.40675622611937,82.32700021625712,207.9897824472154,90.64651100688934,224.56854158459296
-1.9,97.68798162323034,234.8888803060501,94.21228094515057,231.74016410234435,93.18749364685418,227.28828819667496,90.08527101035054,224.08412306618786,89.02836848449029,220.74295165200954,84.02606539342372,216.241644009589,82.26828148981245,207.82761754672478,90.58536636321915,224.38366577624606
-1.89,97.62552832972928,234.70213430711556,94.15153219491086,231.54388408650058,93.12384519106823,227.10776469172387,90.02410787339939,223.89751297392021,88.96459399006248,220.57242540113904,83.9639102093511,216.07390419583385,82.208158742617,207.66334029926983,90.52337085483028,224.19654199905773
-1.88,97.56333668228886,234.51241852684657,94.0903040851013,231.3445518594598,93.06049151486872,226.92494551875345,89.96143008273972,223.70844841036825,88.89923396844397,220.39948228953136,83.90023860612494,215.90383502506575,82.14657970703007,207.49700657414223,90.45982738134536,224.00653004766897
-1.87,97.49958340859037,234.31969368819415,94.02832596506265,231.142303408172,92.99553842118281,226.73942831392546,89.89717929113405,223.51646033341723,88.83351419550013,220.2243687574533,83.83620784925431,215.73163339523768,82.08479355692849,207.32807744911088,90.39467577731293,223.81359499727608
