halo,iso,delta_keV,m_med_GeV,E_minus_keV,E_plus_keV,S_full_unit,S_acc600_unit,S_acc1000_unit,A_600,A_1000,E_peak_true,E_median_true_full,E_median_true_acc,pct248_true_acc,pct248_true_full,pct248_obs,frac_pm23_obs,frac_200_270_obs,ratio_100_200_over_200_270,ratio_125_200_over_200_270,P0_100_200_given_one_in_200_270,P0_125_200_given_one_in_200_270,N_600_1000phd_per_ROI_event,kappa_hat,ftil,q0,Z
annual,iso,290.0,1.0,81.00087820032975,824.1782903321383,23702.679352506784,19989.782914355288,22380.90172181728,0.8433554121484236,0.9442350963352287,164.0,172.80404944396517,167.77996213227723,0.9964685864301455,0.8800266640915643,0.9925871436328371,0.04359107173679061,0.17363215105231694,4.743175993066779,4.498188045107812,0.008710936332218384,0.011129143786307173,0.1196170472539177,5.002555576938601e-05,0.000655740882387495,6.802084785486773,2.6080806708165247
annual,iso,290.0,inf,81.00087820032975,824.1782903321383,26008.278621488116,21705.247449088587,24523.069561675704,0.8345514812793358,0.9428947574183042,164.0,173.68474533606297,168.1820596096249,0.9963153708448266,0.8707077560343848,0.9923137841271245,0.04479222472223581,0.17701256535179025,4.633483227942269,4.398535875672652,0.009720840160864408,0.012295328620741756,0.12982216024933815,4.607180831942049e-05,0.0006765480363921446,6.863796445302318,2.6198848152738163
annual,iso,300.0,0.05,89.54822228823083,797.8117772434408,48.508450721200326,44.455032584841135,46.20949347629743,0.9164389281435519,0.9526070775148845,160.0,163.61269452335722,162.140902083795,0.9981547676428975,0.9578831172528005,0.9957756326555831,0.028232564812429684,0.1272586883381385,6.845780151860038,6.417683338892845,0.001063935881251655,0.0016324336531540226,0.03946596795555058,0.022494641030608383,0.00039867989590159996,5.822884518794378,2.413065378060524
annual,iso,300.0,0.1,89.54822228823083,797.8117772434408,564.6289674970849,513.8567789913566,537.5918024799771,0.9100786685975504,0.9521151648719699,160.0,165.17805312817495,163.41902958499466,0.9979368093343672,0.9510307844849366,0.9953301520566895,0.03068954114057483,0.13582213788993588,6.351468209725903,5.983809086305188,0.0017441844268847393,0.00251921209690567,0.04618995887377359,0.0019460675442735,0.000437171259905602,6.003620278814344,2.45022861766292
annual,iso,300.0,0.2,89.54822228823083,797.8117772434408,3641.6679575946664,3243.4432527589224,3461.206882968075,0.8906477170700723,0.9504454890649101,164.0,168.78256032680275,166.17336862631646,0.9973491143308094,0.9301856125146376,0.9941679429714081,0.03676329216203126,0.15581558789592795,5.408135150607656,5.140797974201077,0.004479986927144265,0.005853017292550021,0.0671396455060281,0.00030831431971235654,0.0005347988819866633,6.399951306865848,2.5298125042907524
annual,iso,300.0,0.3,89.54822228823083,797.8117772434408,7235.9189679327965,6303.075007688891,6863.278045161896,0.8710814805447709,0.9485012305386059,164.0,171.5038054365362,167.96407754698083,0.9968459429489848,0.9092983431926683,0.9932121355213337,0.041434170415972,0.17018274343117215,4.86666386853569,4.648499345789728,0.007699007392202511,0.009575961360312154,0.08887773615094767,0.00015865272089894797,0.0006122088803153767,6.666466391350084,2.5819501140320438
annual,iso,300.0,0.5,89.54822228823083,797.8117772434408,11757.86246559556,9939.610032603132,11117.177338898799,0.8453585897680995,0.9455100679590822,168.0,174.43878754699898,169.61723932094182,0.9962800226987865,0.8819527140648273,0.9921740022255464,0.046216069914830654,0.18409665631516264,4.422529169653336,4.240373486201392,0.01200383412688121,0.014402211811110061,0.11847218376104318,0.00010060756877984933,0.0006934936191043611,6.912685421882101,2.629198627316335
annual,iso,300.0,1.0,89.54822228823083,797.8117772434408,15185.761091825976,12516.94019504662,14314.753013775859,0.8242550451938889,0.9426431067377351,168.0,176.5512917979016,170.60677298745168,0.9958764608548379,0.8595918054889784,0.9914546953461242,0.04936835561268559,0.19287107311019422,4.175247383529451,4.011514282785937,0.015371388556275224,0.018105956928465512,0.14363037537246479,7.989172948159759e-05,0.0007481753638708254,7.062759792899846,2.657585331254642
annual,iso,300.0,inf,89.54822228823083,797.8117772434408,16710.465296812414,13608.524848541561,15727.165860892603,0.8143713898342161,0.9411566692815323,168.0,177.5069521365522,170.99522805316386,0.9957027003240972,0.8491381116557859,0.9911498959945483,0.050667045405159726,0.19640023561192485,4.081985356153786,3.9249056128536877,0.016873931611249463,0.019744000363397643,0.1556848399022542,7.348335040937011e-05,0.0007709524344229842,7.122095268296369,2.668725401440989
annual,iso,310.0,0.05,99.00194568682622,770.5388848440487,27.718875562493725,25.102484544452917,26.388290860169867,0.9056097707808525,0.9519971616697084,160.0,168.0915427271655,166.20590831389592,0.9976979995326153,0.94613828529089,0.9947900917109821,0.03415169147832776,0.15027404571320574,5.647303412795871,5.416198739744115,0.0035270148660977315,0.004444007410201254,0.051222272976205636,0.03983669418177084,0.00048659596591613683,6.214054701027587,2.492800573858163
annual,iso,310.0,0.1,99.00194568682622,770.5388848440487,325.34953252741326,292.14583831750497,309.5411217488231,0.8979445461256023,0.9514109927996957,164.0,169.63561618435014,167.39715083778577,0.9974430951251989,0.937894012259215,0.9942786390802267,0.03687694365671519,0.15935378232258568,5.268253009066921,5.068930688258131,0.005152604267728921,0.006289141599451901,0.059543149857958624,0.0034229479555796275,0.000529980736612234,6.3821279618590365,2.5262873870284506
annual,iso,310.0,0.2,99.00194568682622,770.5388848440487,2137.015446694214,1869.363926186892,2028.970559376783,0.8747545222841713,0.9494412230456418,168.0,173.2586854263824,169.98967909014797,0.9967577140440671,0.9130536536701965,0.9929478513404607,0.04359194959151296,0.18048611723370375,4.533362064568667,4.387322798659513,0.010744491605035234,0.012433972949557523,0.08538018250702786,0.0005349413166647486,0.0006396368195195735,6.752979730846614,2.5986495975499686
annual,iso,310.0,0.3,99.00194568682622,770.5388848440487,4301.005407921598,3663.2073527250222,4073.8154675503997,0.8517095435355932,0.9471774808855716,168.0,176.0535519306739,171.69215095928783,0.996172771398187,0.8884852218374822,0.9918566854052058,0.04873580120607063,0.19561259883766097,4.104556667081375,3.9848971666625643,0.016497331027289105,0.018594356344146676,0.11208978233785492,0.0002729848200528726,0.0007262236572224501,7.003859037661563,2.6464805001476135
annual,iso,310.0,0.5,99.00194568682622,770.5388848440487,7079.864430185559,5818.429094486235,6681.569810915735,0.8218277555822827,0.9437426206112558,172.0,179.1776567238189,173.25993736076137,0.9955164898032114,0.8567557983441868,0.9906742210231111,0.05398529190232864,0.21021503110744946,3.7489239772430625,3.648703698098772,0.023543065105343344,0.026024842975573916,0.14834600583986574,0.00017186769551727255,0.000816838283494448,7.236537535372479,2.6900813250480886
annual,iso,310.0,1.0,99.00194568682622,770.5388848440487,9224.536620428747,7357.837896023177,8675.62916365444,0.7976376699213745,0.9404948476697796,172.0,181.4922464338547,174.20471116841813,0.9950493314248349,0.8311523139284219,0.989856251343927,0.057437311855424326,0.21940026730017007,3.5493540692735754,3.459121738159604,0.02874319977522848,0.03145737770412756,0.17910033983536292,0.00013590949055027266,0.0008776359085623285,7.378737756764542,2.716383212428714
annual,iso,310.0,inf,99.00194568682622,770.5388848440487,10188.660821467678,8012.418172446394,9565.38145801223,0.7864054278423025,0.9388261740795034,172.0,182.53185320450203,174.57623318043852,0.9948483721526331,0.8192846523345024,0.9895099279629529,0.05885762966268971,0.22308962121705675,3.4737910554137326,3.387173322992968,0.03099928759976684,0.03380409523637772,0.19381955012111873,0.00012480626678208867,0.0009029248896978248,7.435033126384601,2.7267257152828193
annual,iso,320.0,0.05,109.51985253604376,742.2018089940344,14.398405715719505,12.780256390443702,13.693010827935892,0.8876160765834523,0.951008819885281,168.0,174.03463968042314,171.45228981141472,0.9969331442784526,0.9266397168707592,0.9931898503844306,0.04344307859172912,0.18478711473637058,4.40579130497547,4.317827573044116,0.012206443572688191,0.013328807974694061,0.07141910221571861,0.07824569159252072,0.0006267682559307511,6.712855121257261,2.5909178144544187
annual,iso,320.0,0.1,109.51985253604376,742.2018089940344,170.8631670788913,150.01971411774116,162.3683941946103,0.8780108474079363,0.9502831825635142,168.0,175.50964374548622,172.52187919448286,0.9966218077136398,0.9163301561091213,0.9925829735390141,0.04651911733016083,0.1943752065992566,4.1385996692704055,4.062213248873517,0.01594516438183396,0.017210884958975856,0.08231371556392526,0.006665790598795316,0.0006768704281402978,6.864737802067722,2.620064465250373
annual,iso,320.0,0.2,109.51985253604376,742.2018089940344,1149.9705091206313,976.721671498462,1090.0311090731234,0.8493449734161873,0.9478774459239456,172.0,179.15914652658947,174.85930689178133,0.995787172986974,0.8856812984291386,0.9910079245761537,0.054073333575794094,0.21662401208818266,3.6094765449731088,3.5528129192509614,0.027066010998398934,0.028643953097965597,0.11600995542652891,0.0010238331237862521,0.0008030289571574137,7.202779668908939,2.6837994837373635
annual,iso,320.0,0.3,109.51985253604376,742.2018089940344,2355.191883308973,1934.5208972904686,2226.036566638167,0.8213856845381641,0.9451614462557733,172.0,182.11060519261386,176.42013897908012,0.9950773085017722,0.8559233680089395,0.9897203241175275,0.059835991969576015,0.23248699028743047,3.2938421061844094,3.247103250618386,0.0371109907658085,0.03888668983170857,0.150691403621435,0.0005169238551005686,0.0009021834600817655,7.433404990394359,2.7264271474577053
annual,iso,320.0,0.5,109.51985253604376,742.2018089940344,3946.4711979511135,3101.2656569259107,3714.0866671500294,0.7858325834320018,0.9411158680388365,176.0,185.51543100818304,177.86510283880355,0.9942830325688032,0.8182299051885877,0.9883281715852199,0.06569653787808222,0.2477484693700465,3.028119318327899,2.988769594507885,0.04840658996008321,0.05034934874255433,0.19760351998724598,0.00032244899683674214,0.0010055464351123897,7.648486425828054,2.7655897067041693
annual,iso,320.0,1.0,109.51985253604376,742.2018089940344,5204.653141825211,3942.984806778142,4878.623560943732,0.7575883924121375,0.9373580578768128,176.0,188.13032975187576,178.74050834853458,0.9937187889840979,0.7883790187121112,0.9873667339673884,0.06953971212682637,0.2573216532333601,2.8774040050530054,2.8418776973871225,0.056280677709996424,0.05831606317681506,0.23729200086117277,0.00025361497672549024,0.0010746823320184804,7.7804325257658205,2.789342669118626
annual,iso,320.0,inf,109.51985253604376,742.2018089940344,5778.3363906967725,4302.721723656743,5405.34191142493,0.7446298437356821,0.9354495041388781,176.0,189.35700567763735,179.08626587109072,0.9934763173479867,0.7747069266347065,0.986959998538236,0.0711186106544129,0.2611609892948604,2.8200341521865533,2.7858962442237627,0.059603907070425226,0.0616737894761316,0.25626109671603536,0.0002324110328822596,0.0011033914173391984,7.832765096413598,2.7987077547349597
annual,iso,330.0,0.05,121.31166188766231,712.5908306416193,6.63712066324518,5.681189102994045,6.300818628340148,0.8559719479645955,0.949330130945578,176.0,181.84265066295833,178.06798149514114,0.9955678647621751,0.8923990765305758,0.9904186641212422,0.058843434133428685,0.23917873402397336,3.1746446640716086,3.1556892535204013,0.04180895767054624,0.04260902245045942,0.10906687211301454,0.17601948850338212,0.0008640168927814767,7.347751241148119,2.710673577018841
annual,iso,330.0,0.1,121.31166188766231,712.5908306416193,79.8738028385905,67.36882811641439,75.75189276934688,0.8434408494679257,0.9483947186341783,180.0,183.326069292405,178.97701645870293,0.9951659835337064,0.8789846442538365,0.9896662882879343,0.06239156453277007,0.24922468366737632,3.00577520634648,2.9891388342553693,0.04950036645287654,0.05033076119358077,0.12443536405956805,0.014843660309364211,0.0009237696692368964,7.480272918689649,2.735008760258301
annual,iso,330.0,0.2,121.31166188766231,712.5908306416193,555.157847477925,447.8968494170699,524.8193240208524,0.80679189072416,0.9453515363334949,180.0,187.17217920068322,181.017435362327,0.9940925481997255,0.8398962876862655,0.9877192938885742,0.0710712448489177,0.27245370630297855,2.6627622338811574,2.6501768815990085,0.06975527500132234,0.07063871726606219,0.17174149517661433,0.0022326569193364116,0.0010735586022128187,7.778356015734136,2.7889704221691085
annual,iso,330.0,0.3,121.31166188766231,712.5908306416193,1164.2984490381696,898.8691329020394,1096.769009315948,0.7720263937864024,0.9419998886213344,180.0,190.49169830146872,182.414135579585,0.9931835483477827,0.8029785079737023,0.9861331336117687,0.07765953382028323,0.2889359290905323,2.4526001492126968,2.442106596206567,0.08606950175151264,0.08697743200612605,0.22016539357067483,0.0011125089998045156,0.001190625978231791,7.983865001270473,2.825573393361155
annual,iso,330.0,0.5,121.31166188766231,712.5908306416193,1999.4826974159487,1457.7678658789941,1873.7777347877748,0.7290725084857973,0.9371312576044644,180.0,194.46238444400007,183.71108259245912,0.9921700289414507,0.7575377815487642,0.9844228246580523,0.08433131776690778,0.30472521033494704,2.272378595497996,2.2634684203385795,0.10306673422060007,0.10398918035107782,0.2853745638424661,0.0006859802739560509,0.0013120794588461768,8.176866964339565,2.859522156644282
annual,iso,330.0,1.0,121.31166188766231,712.5908306416193,2681.642074675421,1866.0752208076922,2501.2031916955116,0.6958703543736563,0.9327132861301971,180.0,197.66493862625677,184.51475168955125,0.9914519657817774,0.7225218927026568,0.9832440150048113,0.08869150757060867,0.3145939202166395,2.168794575039302,2.1607131346777266,0.11431533244641022,0.11524290801300102,0.34035496736992055,0.0005358840784387944,0.0013930022037662367,8.295841964165009,2.8802503301214997
