halo,iso,delta_keV,m_med_GeV,E_minus_keV,E_plus_keV,S_full_unit,S_acc600_unit,S_acc1000_unit,A_600,A_1000,E_peak_true,E_median_true_full,E_median_true_acc,pct248_true_acc,pct248_true_full,pct248_obs,frac_pm23_obs,frac_200_270_obs,ratio_100_200_over_200_270,ratio_125_200_over_200_270,P0_100_200_given_one_in_200_270,P0_125_200_given_one_in_200_270,N_600_1000phd_per_ROI_event,kappa_hat,ftil,q0,Z
annual,iso,250.0,0.05,53.77013478914319,922.6857097465114,557.7938566755734,526.1581710166216,532.2682088641467,0.9432842702006454,0.9542382055557973,72.0,132.68039345408553,131.96363204387174,0.9993896718036082,0.9871410137736232,0.9985322362742878,0.010437779584298658,0.05059631965159995,11.520978727144344,9.997791447617429,9.919790784675866e-06,4.550030869078944e-05,0.011612549579377423,0.001900569173083144,0.00014317122034903545,3.847550196647499,1.9615173199968179
annual,iso,250.0,0.1,53.77013478914319,922.6857097465114,5787.799730397491,5438.734144264454,5521.380026333176,0.939689415253996,0.9539687417543008,72.0,139.1331612181782,138.2984866987282,0.9992372367665621,0.9832317337228014,0.9981867519943072,0.012681906307269493,0.06032349423315045,10.53742064676188,9.243027139696009,2.6525059063345507e-05,9.678416713679265e-05,0.015195793704290236,0.0001838663140125306,0.00017552149918624243,4.234025564655625,2.0576747956505725
annual,iso,250.0,0.2,53.77013478914319,922.6857097465114,31516.77548636111,29279.600123017488,30037.544329716005,0.929016362593573,0.9530652760690812,152.0,148.12899350110712,146.87474166449354,0.9988523434823888,0.9716961263349685,0.9973493568664932,0.017791352231544762,0.08093698023355214,8.73234794426656,7.807368646221899,0.00016128332704955277,0.0004067268832823009,0.025886426164088115,3.415347189847285e-05,0.0002516159438481144,4.926250040290235,2.2195157220191604
annual,iso,250.0,0.3,53.77013478914319,922.6857097465114,57725.99320659176,53005.61704059284,54954.78502613073,0.9182278917383808,0.9519937548663159,152.0,152.5714865428948,150.83449682074223,0.9985356431090906,0.9601124306175359,0.9966927584902325,0.021506339476478828,0.09472317111737158,7.736734204520439,6.988270620220524,0.00043649475250020613,0.0009226407490235065,0.03677285718691238,1.8865925081754607e-05,0.0003090735773643986,5.325568518686041,2.307719332736553
annual,iso,250.0,0.5,53.77013478914319,922.6857097465114,87891.3137191738,79426.17605068607,83521.88348299271,0.9036862994728336,0.9502859833209218,156.0,156.28812134340146,153.8637734860116,0.9981843908574258,0.9445802322501453,0.9959930203617514,0.025222919096586627,0.10764475012565862,6.941417618430521,6.320335358625533,0.000966897932812796,0.0017993399808546818,0.051566217032693915,1.2590307751462777e-05,0.0003682996161552721,5.667729981618767,2.3806994731840403
annual,iso,250.0,1.0,53.77013478914319,922.6857097465114,109287.68010265524,97417.00989636831,103668.40659732418,0.8913814421247055,0.9485827359492597,156.0,158.5480892521959,155.51063627759027,0.997935172841392,0.9314893329585565,0.9955122475785543,0.027647752268876252,0.11565972480088565,6.506832770483413,5.950301270326925,0.0014932015535864614,0.002605055574229735,0.06417151078241953,1.0265147750519079e-05,0.00040785176678639,5.867455819613319,2.4222831831999576
annual,iso,250.0,inf,53.77013478914319,922.6857097465114,118460.92901615733,104896.21051463697,112262.40940386294,0.8854920469206331,0.947674565244639,156.0,159.46390795583156,156.13084643201066,0.9978280050986795,0.9252369899831104,0.9953091190528232,0.028643263000812484,0.11886306396272758,6.344450590693499,5.81112774777898,0.001756467497260459,0.002994051632591133,0.07022368923611504,9.533232850775504e-06,0.000424293128304928,5.944950043529552,2.43822682364245
annual,iso,260.0,0.05,59.693840812605856,898.9428347222523,315.52934083317353,296.0848733470733,300.9913323033599,0.9383750891921621,0.9539250185373406,148.0,145.83302841152596,145.08850100100886,0.9991453351790834,0.9817679479718884,0.9979600291256335,0.014373636874007452,0.06891256744348694,10.724080037456142,9.410671014576351,2.2008539134067502e-05,8.184600905616909e-05,0.01657112334318817,0.003377409959163267,0.00019811108777441518,4.465578569113095,2.113191559966369
annual,iso,260.0,0.1,59.693840812605856,898.9428347222523,3450.4541453577403,3224.0513957961793,3290.4199659276146,0.9343846519838078,0.953619386698578,148.0,149.16104321463712,148.2610499328744,0.998985983661628,0.9774397946468414,0.9976074621704175,0.01657946498527777,0.07800642246037867,9.826406974293795,8.708733381580998,5.400645538955669e-05,0.0001651372879931132,0.020585456614610063,0.0003101687526768009,0.00023056443584105782,4.757412617856476,2.1811493799958948
annual,iso,260.0,0.2,59.693840812605856,898.9428347222523,20190.182696570617,18624.252884534122,19232.98115603342,0.9224410281189543,0.9525907439807476,152.0,154.84623661769575,153.44501263653032,0.9985779062298105,0.964558213907406,0.9967398207696748,0.021680163766067063,0.09757605914153439,8.17084751855011,7.370420841543263,0.00028277825504083174,0.0006296031601704291,0.032684708228204726,5.3693429003555684e-05,0.0003080511621091521,5.319116436257378,2.306320974248246
annual,iso,260.0,0.3,59.693840812605856,898.9428347222523,38134.90886207073,34714.902684691486,36280.475562393956,0.9103182286406141,0.9513717652667263,156.0,158.18174678590555,156.2209011437945,0.9982374510394875,0.9515624614674686,0.996048557853835,0.025456469081877972,0.11094047857086754,7.253209777703484,6.604883547602809,0.0007078985413598526,0.0013537408108388182,0.0450980056583265,2.880607239728712e-05,0.0003675282972300247,5.663629849204513,2.379838198114425
annual,iso,260.0,0.5,59.693840812605856,898.9428347222523,59349.923102548004,53059.144607268434,56349.13619412524,0.8940052797640525,0.949439076724028,156.0,161.24406061393205,158.5238598406548,0.9978572201865672,0.934159754432395,0.9953054895894312,0.02927409495948298,0.12363443290323103,6.517832935412305,5.979472650389329,0.0014768661012801293,0.0025301602194820125,0.06200611810100909,1.8846892602618638e-05,0.00042939058956944294,5.968379208534727,2.4430266491658923
annual,iso,260.0,1.0,59.693840812605856,898.9428347222523,74655.20672527932,65715.64643622068,70737.59624286795,0.8802553675598948,0.9475239483720456,156.0,163.21648097327855,159.82840689296532,0.997586509626664,0.9195462822350784,0.9947925645126445,0.0317796464904535,0.13157236790817434,6.11509445248239,5.632525206661037,0.0022092670887999106,0.003579524864964979,0.07641939292982913,1.521707620985719e-05,0.0004709041141930978,6.1496106792573935,2.4798408576474
annual,iso,260.0,inf,59.693840812605856,898.9428347222523,81272.61095765125,71007.45570084151,76925.13361338712,0.8736947769260347,0.9465074728984716,156.0,164.0412564859374,160.3303436560977,0.9974699493665339,0.9125876938786508,0.9945754428400567,0.03281083946300609,0.13475625775165248,5.964443458263813,5.501944245232295,0.0025684736724786083,0.0040788334717568354,0.08333882483379106,1.4083028185280394e-05,0.00048819424139441505,6.22050357427986,2.494093738069975
annual,iso,270.0,0.05,66.16146782369806,874.6560387103632,193.68505136288084,180.81286736460902,184.7020591145636,0.9335406428751437,0.9536206218027273,152.0,152.86942158049416,151.99589435803625,0.9989115633522218,0.976485550896905,0.9974258583363655,0.01794791128629079,0.08508379539231052,9.867530576067567,8.775543964632243,5.1830562342747214e-05,0.00015446485478358142,0.021509485506427145,0.0055305798452026135,0.00024847017212547374,4.9019073166639116,2.214025139121937
annual,iso,270.0,0.1,66.16146782369806,874.6560387103632,2186.6241156282645,2031.8644661723758,2084.474443156442,0.9292243928209751,0.9532843017042859,152.0,155.01874375636228,153.9801736757918,0.9987485643338728,0.9718148292584597,0.9970742391960673,0.020061816474696348,0.09333988701615152,9.062604293513575,8.13175218837039,0.00011592069163158783,0.0002940525137524272,0.025892463724793893,0.0004921588111060375,0.000280216930329793,5.134964109338822,2.266045919512405
annual,iso,270.0,0.2,66.16146782369806,874.6560387103632,13373.096937206808,12250.441816014536,12733.020589532043,0.9160512238516116,0.9521370142847064,152.0,159.29208215880556,157.69195503082386,0.9983180799071449,0.957631620477243,0.996179031838268,0.025139746745709145,0.11190815996095752,7.568901465160563,6.9004349881115425,0.0005162592660109774,0.001007347149697953,0.03939276482964479,8.162970895406711e-05,0.00035874439470351155,5.6163344758661164,2.369880688107761
annual,iso,270.0,0.3,66.16146782369806,874.6560387103632,25759.441523533438,23250.203483893216,24491.432248596433,0.9025895791510923,0.9507749702656181,156.0,162.10784722224838,159.90016270400147,0.9979523423573529,0.9432185461250783,0.995450572306331,0.028994685191314432,0.12499391431496872,6.735791854934169,6.193646170423587,0.0011876343935608774,0.002042366344820528,0.053385716196552406,4.301037626155654e-05,0.0004203841175829286,5.926795560279743,2.4345010906302225
annual,iso,270.0,0.5,66.16146782369806,874.6560387103632,40682.21491352337,35983.55515985477,38592.1822809107,0.884503344676381,0.948625397190016,160.0,164.87897468891353,161.8234795245986,0.9975410811686075,0.9239427972256287,0.9946608331364108,0.0329330070746158,0.13760095934965227,6.065398596653288,5.614792079333987,0.0023218323554535336,0.003643567192297501,0.07249498026160192,2.7790472496604644e-05,0.0004850729352699134,6.207890029158654,2.491563771842626
annual,iso,270.0,1.0,66.16146782369806,874.6560387103632,51589.57908525862,44847.83613635234,48829.98727212828,0.8693196752436252,0.9465087356388439,164.0,166.77731734520702,162.9446954299737,0.9972474122259156,0.9078184809025164,0.9941134981448638,0.03553103645367275,0.14554322648655688,5.697176147818612,5.293080676319481,0.0033554273224937732,0.005026252128282121,0.08879249209859029,2.2297619821827463e-05,0.0005286634784397579,6.377227374162148,2.5253172818800707
annual,iso,270.0,inf,66.16146782369806,874.6560387103632,56338.235942861116,48569.08178306614,53261.632643749355,0.8620980222441729,0.9453904928398523,164.0,167.5857236589649,163.37980334283364,0.9971208380398463,0.9001642918088756,0.9938814597967064,0.036602375957164535,0.14873838247266719,5.559236326832276,5.171884022358059,0.0038517167274565696,0.005673869046938301,0.09661600937078653,2.0589230088114515e-05,0.0005468459412330774,6.443833176069991,2.5384706372282486
annual,iso,280.0,0.05,73.2376368940837,849.7607006391811,124.31977979345523,115.48046105747778,118.51846678135259,0.9288985328749529,0.9533355591383693,152.0,156.98791315984053,155.96718702801195,0.9986987547721534,0.971426609479889,0.996947102222315,0.02100941288333829,0.09824518931314594,8.964970311800814,8.092325009071523,0.0001278094197464526,0.00030587776118582566,0.026307530261441416,0.00865947356672115,0.00029277361296940003,5.220142701074064,2.2847631608274113
annual,iso,280.0,0.1,73.2376368940837,849.7607006391811,1425.6490587954618,1317.492631670621,1358.5897961514427,0.9241353077339927,0.9529622930479975,152.0,158.69442342573734,157.488776233517,0.9985262500962808,0.9662811438317249,0.9965818124170042,0.023133315628565333,0.10617989705565381,8.255591584577159,7.51016696563581,0.0002598017846114594,0.0005474896691216686,0.031193468178041507,0.0007590175276593155,0.0003252383338752541,5.42490742928706,2.3291430675866738
annual,iso,280.0,0.2,73.2376368940837,849.7607006391811,8929.104594453875,8120.659959728846,8497.667404277634,0.9094596074922029,0.9516819199940587,156.0,162.41733514918852,160.57468228179002,0.998062140805336,0.950501173754711,0.9956320620900135,0.028362540912861684,0.12458098413059285,6.929583504840156,6.392489940171,0.0009784082858612156,0.0016740826419690763,0.04642571495646969,0.00012314270083455022,0.00040734789428498934,5.86503282346437,2.42178298438658
annual,iso,280.0,0.3,73.2376368940837,849.7607006391811,17406.82754385525,15569.606456997844,16539.36780581906,0.8944539961558958,0.9501655464873949,160.0,165.06439327242865,162.54056055102632,0.9976642025392961,0.9344512716751869,0.9948506217176547,0.03238690627911687,0.13778896842171326,6.184538744817224,5.748248813959388,0.002061052004336925,0.003188359320902248,0.062285540196512224,6.42276991882826e-05,0.0004725639438613886,6.156526356188823,2.4812348450295514
annual,iso,280.0,0.5,73.2376368940837,849.7607006391811,27765.790011362275,24277.80617968278,26316.064352732206,0.8743783688397792,0.9477873434165995,160.0,167.78663481548838,164.29226379916807,0.9972155065344719,0.9130729535429396,0.9940002868244265,0.036518024073732135,0.15060407622508712,5.582091302630581,5.219055876748508,0.0037646841865965398,0.005412436722318321,0.08395561600434773,4.118988316320212e-05,0.0005412687017150031,6.42363746541043,2.5344895867630686
annual,iso,280.0,1.0,73.2376368940837,849.7607006391811,35421.39468447375,30377.966748452673,33489.60178532987,0.8576163366534022,0.9454625399041489,164.0,169.7065308827437,165.35465829898445,0.9968948257665806,0.8952850794366469,0.993410081780185,0.039248574805531476,0.15870382181394463,5.250050743541021,4.924303429524539,0.0052472521282720605,0.007267787042897211,0.10243065517331539,3.291859551630248e-05,0.0005876295090582479,6.585625343176351,2.5662473269691586
annual,iso,280.0,inf,73.2376368940837,849.7607006391811,38775.34256728554,32946.43480090384,36613.257973109154,0.8496748866559465,0.9442407351933876,164.0,170.53633294678994,165.7687423541146,0.9967565833034859,0.8868734575883633,0.9931597513994539,0.04037525886137214,0.1619661822126042,5.1254527108850105,4.813139760438589,0.005943526048388378,0.008122317489332802,0.11129650884425052,3.0352297784055423e-05,0.0006069744269654113,6.649522055085238,2.57866672043621
annual,iso,290.0,0.05,81.00087820032975,824.1782903321383,79.4344177791213,73.369152147904,75.70284932992824,0.9236443622198801,0.9530232794105797,156.0,160.12890373153823,158.93168638878183,0.9984690429288476,0.9657134060243757,0.9964480826463741,0.02414819724317472,0.1111222608834433,7.957660084554445,7.308378137509878,0.0003499710628205244,0.0006699026614779093,0.03180760733502502,0.013629706364660066,0.0003382985013980323,5.501715126601158,2.345573517628718
annual,iso,290.0,0.1,81.00087820032975,824.1782903321383,918.2791543426713,843.1819866921692,874.7526400702411,0.9182196750352472,0.9525999103142142,156.0,161.73543491402978,160.29015567242988,0.9982784819770358,0.9598613788111993,0.9960514232921603,0.02639868523745402,0.11925205550868104,7.351945332102847,6.795959644157551,0.0006413435199064562,0.0011182842989239002,0.03744227684692916,0.0011859835904737873,0.00037309022481303453,5.693009196096291,2.386002765316145
annual,iso,290.0,0.2,81.00087820032975,824.1782903321383,5837.277055237056,5262.495808319905,5552.139004000023,0.901532642449878,0.9511522155726335,160.0,165.35347827246133,163.1775267977832,0.997763760502766,0.941939185678114,0.9950151096143323,0.03197155620550673,0.1382574926661822,6.209579614063649,5.807347389907407,0.0020100822968082046,0.003005391640387062,0.05503913090480711,0.0001900239043267301,0.0004615091831783283,6.110009619848634,2.471843364747984
annual,iso,290.0,0.3,81.00087820032975,824.1782903321383,11483.655431014673,10158.052463399341,10903.149802692327,0.8845661143719805,0.9494494038235826,160.0,168.00679687679138,165.0597724646983,0.9973220023881357,0.9238090200206944,0.9941610592376555,0.03626872307290174,0.15194764528055665,5.56183311927283,5.234436436900744,0.003841727594041961,0.005329827331603309,0.07335041258919067,9.84440672661534e-05,0.0005318219194264783,6.388957648618403,2.5276387496274864
annual,iso,290.0,0.5,81.00087820032975,824.1782903321383,18475.725076253402,15926.644728590692,17492.838005208712,0.8620308357511225,0.9468011638521304,164.0,170.8179520290704,166.76206163448202,0.9968241511361547,0.8998308347416429,0.9932318301089724,0.0406785227732575,0.16523623068612253,5.0348689548763215,4.76204179230084,0.006507050778177572,0.00854813804468479,0.0983379301358101,6.278786379938843e-05,0.0006058433316510644,6.645841675982397,2.5779530011197638
