m_GeV,alpha_D_thermal,alpha_D_P011conv,mA_floor_planck_GeV,ratio_250,ratio_300,delta_window_closes_keV,D_to_open_300,D_to_open_350,D_to_open_365,D_to_open_380
300.0,0.010366367136513984,0.007330128498498411,2.704269687786257,5.415303198643407,3.230100832103965,316.1535232681301,1.0,,,
500.0,0.01738347031870239,0.012291969742909534,4.534818344009318,7.307209059490664,4.341317533230963,344.9019673026323,1.0,1.2613141000110966,,
1000.0,0.035093459518380166,0.024814823200742207,9.154815526533957,4.782368587750555,2.9225966327442903,356.0855043765127,1.0,1.0,1.2652125082324648,2.2627875737225294
2000.0,0.07067436259098721,0.04997432104412391,18.4367902411271,2.5766356512789765,1.6345477563289752,338.1991476360393,1.0,1.1706598830463901,1.5287319120919125,2.1870612020439246
3000.0,0.10612664083756465,0.07504286740079115,27.68521065327774,1.76051557769807,1.1289227670549786,311.8235381361286,1.0,1.4849718960609888,1.8825439575203946,2.5976568783471583
5000.0,0.17629434303079158,0.12465892544190009,45.98982861672824,1.0801609195177386,0.6980891264139478,258.5796713102144,1.2987314718161733,2.0596278640427585,2.5786369770743933,3.4447174808314136
10000.0,0.352213142610975,0.24905230156324495,91.8816893767761,0.548546025521808,0.35650286367779965,-1.0,2.1172510020774733,3.305756887635121,4.091431561454383,5.373986400322491
