m_GeV,delta_keV,N_iso_unit,N_p_unit,G_LZ_iso,G_LZ_p,G_relic_BL,N_th_BL,f_th_BL,NT_fraction_BL,dilution_D_BL,T_RH_NT_BL,G_relic_UB,N_th_UB,f_th_UB,NT_fraction_UB,dilution_D_UB,T_RH_NT_UB,G_relic_Ap,N_th_Ap,f_th_Ap,NT_fraction_Ap,dilution_D_Ap,T_RH_NT_Ap
300.0,275.0,10792.248382809214,2530.5307639068155,1.5880637659797904e-07,3.27957896407498e-07,1.4193100263326794e-07,0.7987643397767581,0.7987643397767581,0.2012356602232419,1.0,9.78996869658295,2.55869753786131e-07,2.595984104274463,2.595984104274463,0.0,2.595984104274463,,1.279348768930655e-07,0.1521744451541627,0.1521744451541627,0.8478255548458373,1.0,1.9502349020560505
300.0,277.5,8637.231785731385,2050.301022097415,1.7751563717582558e-07,3.643469083683385e-07,1.4193100263326794e-07,0.6392655635889586,0.6392655635889586,0.3607344364110414,1.0,7.839296994428649,2.55869753786131e-07,2.077613081664115,2.077613081664115,0.0,2.077613081664115,,1.279348768930655e-07,0.12329564409444028,0.12329564409444028,0.8767043559055597,1.0,1.5897720693260198
300.0,280.0,6912.532984255655,1661.2065504881189,1.984290688887891e-07,4.0477351236764255e-07,1.4193100263326794e-07,0.5116158051133357,0.5116158051133357,0.4883841948866643,1.0,6.276884240508991,2.55869753786131e-07,1.6627513666183407,1.6627513666183407,0.0,1.6627513666183407,,1.279348768930655e-07,0.09989729771817109,0.09989729771817109,0.9001027022818289,1.0,1.2961784883414378
300.0,282.5,5348.159265556691,1304.961299702177,2.2559098311394916e-07,4.5669376941982866e-07,1.4193100263326794e-07,0.39583215223048496,0.39583215223048496,0.604167847769515,1.0,4.8644961565229305,2.55869753786131e-07,1.2864544947490757,1.2864544947490757,0.0,1.2864544947490757,,1.279348768930655e-07,0.0784743519273597,0.0784743519273597,0.9215256480726403,1.0,1.0255633884190307
300.0,285.0,4137.818596295639,1025.1127370163708,2.564709492783053e-07,5.152738325363908e-07,1.4193100263326794e-07,0.30625147068063974,0.30625147068063974,0.6937485293193603,1.0,3.8054591445368446,2.55869753786131e-07,0.995317279712079,0.995317279712079,0.0046827202879210494,1.0,12.177084022246522,1.279348768930655e-07,0.061645550491191636,0.061645550491191636,0.9383544495088083,1.0,0.8122977500387574
300.0,287.5,3060.4291930341697,771.7903471522482,2.982172319785497e-07,5.938465415329425e-07,1.4193100263326794e-07,0.22651088235713285,0.22651088235713285,0.7734891176428671,1.0,2.8522949550031735,2.55869753786131e-07,0.7361603676606816,0.7361603676606816,0.2638396323393184,1.0,9.025085991618006,1.279348768930655e-07,0.04641191070600114,0.04641191070600114,0.9535880892939989,1.0,0.6177465134710498
300.0,290.0,2263.5663279102737,581.0681288490084,3.467586395231198e-07,6.844005897887912e-07,1.4193100263326794e-07,0.1675328438821119,0.1675328438821119,0.8324671561178881,1.0,2.138614739253135,2.55869753786131e-07,0.5444817426168634,0.5444817426168634,0.45551825738313656,1.0,6.679228572363707,1.279348768930655e-07,0.0349427564231033,0.0349427564231033,0.9650572435768967,1.0,0.47104248506973234
300.0,292.5,1584.764124111578,415.77058000228254,4.144208405672418e-07,8.090903570048033e-07,1.4193100263326794e-07,0.11729280353797569,0.11729280353797569,0.8827071964620243,1.0,1.5147238150501052,2.55869753786131e-07,0.38120161149842086,0.38120161149842086,0.6187983885015791,1.0,4.692235593918495,1.279348768930655e-07,0.025002524460754436,0.025002524460754436,0.9749974755392455,1.0,0.345961569569429
300.0,295.0,1109.522304738353,297.49553729241603,4.952858084016341e-07,9.56497138613192e-07,1.4193100263326794e-07,0.08211883379404099,0.08211883379404099,0.917881166205959,1.0,1.0717331791406313,2.55869753786131e-07,0.26688620983063316,0.26688620983063316,0.7331137901693668,1.0,3.3363514893562365,1.279348768930655e-07,0.017890009072017748,0.017890009072017748,0.9821099909279822,1.0,0.25531791847441554
300.0,297.5,721.6382351310045,198.6508692846913,6.141354045842131e-07,1.1705195397978884e-06,1.4193100263326794e-07,0.053410454244200815,0.053410454244200815,0.9465895457557992,1.0,0.7073585985318666,2.55869753786131e-07,0.1735839762936526,0.1735839762936526,0.8264160237063474,1.0,2.2122635662727155,1.279348768930655e-07,0.011945946772889413,0.011945946772889413,0.9880540532271106,1.0,0.18786858396721015
300.0,300.0,469.3567134063131,132.64793222351813,7.615043450992018e-07,1.4324308330238893e-06,1.4193100263326794e-07,0.034738396671907874,0.034738396671907874,0.9652616033280921,1.0,0.46849679692869445,2.55869753786131e-07,0.11289978918370056,0.11289978918370056,0.8871002108162994,1.0,1.4596119133253844,1.279348768930655e-07,0.007976834652583645,0.007976834652583645,0.9920231653474163,1.0,0.1594451638655351
300.0,302.5,273.05668798093774,80.05561746951814,9.983837270863277e-07,1.8438602293301303e-06,1.4193100263326794e-07,0.0202096854483207,0.0202096854483207,0.9797903145516793,1.0,0.2848231931004266,2.55869753786131e-07,0.06568147770704226,0.06568147770704226,0.9343185222929578,1.0,0.8635549841419323,1.279348768930655e-07,0.004814175485892818,0.004814175485892818,0.9951858245141072,1.0,0.12023397033220995
300.0,305.0,158.85562669383634,48.3151284833186,1.3089486263941635e-06,2.3734622761004625e-06,1.4193100263326794e-07,0.011757347058287074,0.011757347058287074,0.9882426529417129,1.0,0.18649664608639865,2.55869753786131e-07,0.03821137793943298,0.03821137793943298,0.961788622060567,1.0,0.5121052388624808,1.279348768930655e-07,0.002905448917819137,0.002905448917819137,0.9970945510821808,1.0,0.08335935460496928
300.0,307.5,78.17371555754696,24.96375273431023,1.8659221737634332e-06,3.30193839813103e-06,1.4193100263326794e-07,0.005785854261349605,0.005785854261349605,0.9942141457386504,1.0,0.13666951777817066,2.55869753786131e-07,0.018804026349386212,0.018804026349386212,0.9811959736506138,1.0,0.2669791075346494,1.279348768930655e-07,0.0015012049153848028,0.0015012049153848028,0.9984987950846151,1.0,0.05028582774092885
300.0,310.0,38.46970945417217,12.898422712359151,2.6598947340914244e-06,4.593625647577209e-06,1.4193100263326794e-07,0.002847250265525024,0.002847250265525024,0.997152749734475,1.0,0.08203621228048964,2.55869753786131e-07,0.009253563362956324,0.009253563362956324,0.9907464366370436,1.0,0.1684390124238638,1.279348768930655e-07,0.000775651633093279,0.000775651633093279,0.9992243483669068,1.0,0.02637920800196328
300.0,312.5,14.738235447917813,5.296365277957405,4.297354266924027e-06,7.16860973924359e-06,1.4193100263326794e-07,0.0010908178249290944,0.0010908178249290944,0.9989091821750709,1.0,0.03684242671700765,2.55869753786131e-07,0.0035451579310195563,0.0035451579310195563,0.9964548420689805,1.0,0.09770090474069129,1.279348768930655e-07,0.0003184989722324593,0.0003184989722324593,0.9996815010277675,1.0,0.011033937616078862
300.0,315.0,5.646405631865343,2.174799646678826,6.942851331204373e-06,1.1187016430187744e-05,1.4193100263326794e-07,0.0004179061958797043,0.0004179061958797043,0.9995820938041203,1.0,0.01439597635575182,2.55869753786131e-07,0.0013581951366090385,0.0013581951366090385,0.9986418048633909,1.0,0.0456720784824067,1.279348768930655e-07,0.0001307824169834935,0.0001307824169834935,0.9998692175830165,1.0,0.004540356869094724
300.0,317.5,1.4402416123294655,0.619683572958787,1.3746945961304309e-05,2.0957472789711796e-05,1.4193100263326794e-07,0.00010659629020620329,0.00010659629020620329,0.9998934037097938,1.0,0.0037006918631284657,2.55869753786131e-07,0.0003464379431701606,0.0003464379431701606,0.9996535620568299,1.0,0.011980425531215115,1.279348768930655e-07,3.726491107366163e-05,3.726491107366163e-05,0.9999627350889263,1.0,0.0012936787165012248
300.0,320.0,0.3673657255828634,0.176571543581678,2.721915164936117e-05,3.926119787813159e-05,1.4193100263326794e-07,2.7189759801972214e-05,2.7189759801972214e-05,0.999972810240198,1.0,,2.55869753786131e-07,8.836671935640966e-05,8.836671935640966e-05,0.9999116332806436,1.0,0.0030678187522652067,1.279348768930655e-07,1.0618197991425549e-05,1.0618197991425549e-05,0.9999893818020086,1.0,
300.0,322.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,325.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,327.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,330.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,332.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,335.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,337.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,340.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,342.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,345.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,347.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,350.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,352.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,355.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,357.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,360.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,362.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,365.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,367.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,370.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,372.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,375.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,377.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,380.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,382.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,385.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,387.5,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
300.0,390.0,0.0,0.0,,,1.4193100263326794e-07,0.0,0.0,,1.0,,2.55869753786131e-07,0.0,0.0,,1.0,,1.279348768930655e-07,0.0,0.0,,1.0,
347.2,250.0,73493.0026357646,16857.716460262072,6.085565023318374e-08,1.2706458733617448e-07,1.228233351588799e-07,4.073427189049655,4.073427189049655,0.0,4.073427189049655,,2.214229163694202e-07,13.238638364411377,13.238638364411377,0.0,13.238638364411377,,1.107114581847101e-07,0.759164831559725,0.759164831559725,0.24083516844027497,1.0,10.72901185181181
347.2,252.5,64377.80485729421,14752.866756855528,6.502132582087154e-08,1.3582686996563375e-07,1.228233351588799e-07,3.5682077377720263,3.5682077377720263,0.0,3.5682077377720263,,2.214229163694202e-07,11.596675147759084,11.596675147759084,0.0,11.596675147759084,,1.107114581847101e-07,0.6643757256738899,0.6643757256738899,0.3356242743261101,1.0,9.396060378477106
347.2,255.0,56393.14777740464,12910.827991358314,6.947214918095786e-08,1.4519339330832475e-07,1.228233351588799e-07,3.125649697169776,3.125649697169776,0.0,3.125649697169776,,2.214229163694202e-07,10.158361515801772,10.158361515801772,0.0,10.158361515801772,,1.107114581847101e-07,0.5814219607062807,0.5814219607062807,0.4185780392937193,1.0,8.22583988745959
347.2,257.5,49432.452015706476,11314.886511451687,7.420237843206656e-08,1.5509535873524448e-07,1.228233351588799e-07,2.739845792668453,2.739845792668453,0.0,2.739845792668453,,2.214229163694202e-07,8.904498826172471,8.904498826172471,0.0,8.904498826172471,,1.107114581847101e-07,0.5095508595622734,0.5095508595622734,0.4904491404377266,1.0,7.210993924174219
