m_GeV,delta_keV,alpha_D_thermal,sigma_p_N1_cm2,eps_mA1GeV,eps_mA10GeV,mA_ceiling_GeV,mA_floor_planck_GeV,mA_floor_chi2_GeV,window_open,window_ratio,k_alphaD_to_open,dilution_D_to_open,alpha_D_diluted
347.2,352.5,0.012015645996695315,,,,,,,,,,,
347.2,355.0,0.012015645996695315,,,,,,,,,,,
347.2,357.5,0.012015645996695315,,,,,,,,,,,
347.2,360.0,0.012015645996695315,,,,,,,,,,,
347.2,362.5,0.012015645996695315,,,,,,,,,,,
347.2,365.0,0.012015645996695315,,,,,,,,,,,
347.2,367.5,0.012015645996695315,,,,,,,,,,,
347.2,370.0,0.012015645996695315,,,,,,,,,,,
347.2,372.5,0.012015645996695315,,,,,,,,,,,
347.2,375.0,0.012015645996695315,,,,,,,,,,,
347.2,377.5,0.012015645996695315,,,,,,,,,,,
347.2,380.0,0.012015645996695315,,,,,,,,,,,
347.2,382.5,0.012015645996695315,,,,,,,,,,,
347.2,385.0,0.012015645996695315,,,,,,,,,,,
347.2,387.5,0.012015645996695315,,,,,,,,,,,
347.2,390.0,0.012015645996695315,,,,,,,,,,,
401.8,250.0,0.013929638890149306,1.7348014160324087e-42,9.975509981476259e-07,9.975509981476258e-05,31.6615699892893,3.6338188409085146,4.999999999999999,True,6.332313997857861,1.0,1.0,0.013929638890149306
401.8,252.5,0.013929638890149306,1.8521557093872845e-42,1.0307396221871992e-06,0.00010307396221871992,31.147666394459975,3.6338188409085146,4.824805475599088,True,6.455735169425131,1.0,1.0,0.013929638890149306
401.8,255.0,0.013929638890149306,1.97744868093411e-42,1.0650324351531385e-06,0.00010650324351531385,30.642104044391033,3.6338188409085146,4.655749575474188,True,6.581561904834654,1.0,1.0,0.013929638890149306
401.8,257.5,0.013929638890149306,2.1112173592692317e-42,1.1004661735242946e-06,0.00011004661735242947,30.144747551113102,3.6338188409085146,4.492617208953199,True,6.709841090186487,1.0,1.0,0.013929638890149306
401.8,260.0,0.013929638890149306,2.3131102096237567e-42,1.151883046329343e-06,0.00011518830463293431,29.46427822780613,3.6338188409085146,4.335200821905617,True,6.796519801095297,1.0,1.0,0.013929638890149306
401.8,262.5,0.013929638890149306,2.622800251347757e-42,1.2265713938534877e-06,0.00012265713938534878,28.553120890209847,3.6338188409085146,4.183300132670377,True,6.825501394752469,1.0,1.0,0.013929638890149306
