m_GeV,delta_keV,alpha_D_thermal,sigma_p_N1_cm2,eps_mA1GeV,eps_mA10GeV,mA_ceiling_GeV,mA_floor_planck_GeV,mA_floor_chi2_GeV,window_open,window_ratio,k_alphaD_to_open,dilution_D_to_open,alpha_D_diluted
720.8,287.5,0.025186609661480758,5.149295209733524e-42,1.2767950187141836e-06,0.00012767950187141835,27.98590851940495,6.5704199116906326,2.9283100928692645,True,4.259378988793413,1.0,1.0,0.025186609661480758
720.8,290.0,0.025186609661480758,5.782284780268175e-42,1.3529975894419158e-06,0.00013529975894419156,27.18638660953115,6.5704199116906326,2.825705314065541,True,4.13769393355802,1.0,1.0,0.025186609661480758
720.8,292.5,0.025186609661480758,6.496852276099359e-42,1.434163879606661e-06,0.00014341638796066609,26.40587784302629,6.5704199116906326,2.726695694346572,True,4.018902626914723,1.0,1.0,0.025186609661480758
720.8,295.0,0.025186609661480758,7.33327015077279e-42,1.5236882779749606e-06,0.00015236882779749605,25.618396132051735,6.5704199116906326,2.6311552632751596,True,3.8990500571309568,1.0,1.0,0.025186609661480758
720.8,297.5,0.025186609661480758,8.28057908753774e-42,1.6191147867030254e-06,0.00016191147867030252,24.85199058907389,6.5704199116906326,2.5389624642802704,True,3.7824052226639546,1.0,1.0,0.025186609661480758
720.8,300.0,0.025186609661480758,9.443095987856057e-42,1.7290377942918287e-06,0.00017290377942918287,24.049040669078334,6.5704199116906326,2.45,True,3.660198433632575,1.0,1.0,0.025186609661480758
720.8,302.5,0.025186609661480758,1.0789169661340097e-41,1.8481673580414522e-06,0.0001848167358041452,23.261052003475857,6.5704199116906326,2.3329056316913084,True,3.540268706736365,1.0,1.0,0.025186609661480758
720.8,305.0,0.025186609661480758,1.2401647295241048e-41,1.9814675855956167e-06,0.0001981467585595617,22.46500470576457,6.5704199116906326,2.221407627092662,True,3.419112478000528,1.0,1.0,0.025186609661480758
720.8,307.5,0.025186609661480758,1.4274764419896047e-41,2.12584579872931e-06,0.00021258457987293101,21.68872990534928,6.5704199116906326,2.1152385157251006,True,3.3009655694545343,1.0,1.0,0.025186609661480758
720.8,310.0,0.025186609661480758,1.6625950257940028e-41,2.2942488501919677e-06,0.00022942488501919675,20.877559911665667,6.5704199116906326,2.0141436104920203,True,3.177507707615246,1.0,1.0,0.025186609661480758
720.8,312.5,0.025186609661480758,1.949284206181634e-41,2.4841903265275725e-06,0.0002484190326527573,20.063540218240785,6.5704199116906326,1.9178803967150608,True,3.0536161292434416,1.0,1.0,0.025186609661480758
720.8,315.0,0.025186609661480758,2.2986518804641836e-41,2.697639341164291e-06,0.0002697639341164291,19.25342762354142,6.5704199116906326,1.8262179503701736,True,2.9303192006471512,1.0,1.0,0.025186609661480758
720.8,317.5,0.025186609661480758,2.7198057421292023e-41,2.934379145397037e-06,0.0002934379145397037,18.460433120222284,6.5704199116906326,1.7389363841283003,True,2.8096275988960704,1.0,1.0,0.025186609661480758
720.8,320.0,0.025186609661480758,3.2540066325252633e-41,3.2096413115093033e-06,0.00032096413115093037,17.651098943401287,6.5704199116906326,1.6558263198717678,True,2.686449143378949,1.0,1.0,0.025186609661480758
720.8,322.5,0.025186609661480758,3.95417396644529e-41,3.538141279931687e-06,0.00035381412799316873,16.811730317595313,6.5704199116906326,1.5766883864210368,True,2.558699526598368,1.0,1.0,0.025186609661480758
720.8,325.0,0.025186609661480758,4.835569018203846e-41,3.912650693580088e-06,0.0003912650693580089,15.98690746720054,6.5704199116906326,1.5013327412669053,True,2.433163737184486,1.0,1.0,0.025186609661480758
720.8,327.5,0.025186609661480758,5.952279842891789e-41,4.340991693968041e-06,0.0004340991693968041,15.177684559620637,6.5704199116906326,1.4295786151608625,True,2.3100022165425456,1.0,1.0,0.025186609661480758
720.8,330.0,0.025186609661480758,7.381415635779388e-41,4.834116522627382e-06,0.0004834116522627382,14.382733808679822,6.5704199116906326,1.3612538784711172,True,2.1890128792360555,1.0,1.0,0.025186609661480758
720.8,332.5,0.025186609661480758,9.429725185738146e-41,5.463825269374448e-06,0.0005463825269374448,13.528560832119883,6.5704199116906326,1.2961946282640426,True,2.0590100806264684,1.0,1.0,0.025186609661480758
720.8,335.0,0.025186609661480758,1.2117321654927049e-40,6.1937062266594186e-06,0.0006193706226659419,12.706463660328238,6.5704199116906326,1.2342447951204925,True,1.9338891320659506,1.0,1.0,0.025186609661480758
720.8,337.5,0.025186609661480758,1.577357181705896e-40,7.066629271876577e-06,0.0007066629271876576,11.89580526042281,6.5704199116906326,1.1752557687437883,True,1.8105091334051286,1.0,1.0,0.025186609661480758
720.8,340.0,0.025186609661480758,2.066214410053612e-40,8.087885183389314e-06,0.0008087885183389314,11.119429645591778,6.5704199116906326,1.1190860414612578,True,1.6923468811798728,1.0,1.0,0.025186609661480758
720.8,342.5,0.025186609661480758,2.819987989384452e-40,9.448675054754156e-06,0.0009448675054754157,10.287611214370823,6.5704199116906326,1.0656008687641227,True,1.5657463834337677,1.0,1.0,0.025186609661480758
720.8,345.0,0.025186609661480758,3.8937873046227824e-40,1.1102822496686886e-05,0.0011102822496686887,9.490373432976597,6.5704199116906326,1.0146719460714173,True,1.4444089663265725,1.0,1.0,0.025186609661480758
720.8,347.5,0.025186609661480758,5.494485605158255e-40,1.3188967687993372e-05,0.0013188967687993373,8.707522350205638,6.5704199116906326,0.9661771009425261,True,1.3252611655325859,1.0,1.0,0.025186609661480758
720.8,350.0,0.025186609661480758,7.78639723526723e-40,1.5700575165525788e-05,0.0015700575165525788,7.980722660137839,6.5704199116906326,0.92,True,1.2146442339153818,1.0,1.0,0.025186609661480758
720.8,352.5,0.025186609661480758,1.1676442971071187e-39,1.9226603296208904e-05,0.0019226603296208903,7.211883743366446,6.5704199116906326,0.8444040436438266,True,1.097629046590229,1.0,1.0,0.025186609661480758
720.8,355.0,0.025186609661480758,1.7968265457356293e-39,2.3850657826844955e-05,0.0023850657826844954,6.475149784730137,6.5704199116906326,0.7750197705674406,False,0.9855001463771009,0.9947028057476598,1.0106791678303346,0.025053191297546025
720.8,357.5,0.025186609661480758,2.8974497110454557e-39,3.028692888325259e-05,0.003028692888325259,5.746089432645808,6.5704199116906326,0.7113367697511496,False,0.874539148163406,0.9524206873325766,1.1024080094102977,0.023988248085364816
720.8,360.0,0.025186609661480758,4.6934674968304676e-39,3.854732022056576e-05,0.0038547320220565762,5.093342770348301,6.5704199116906326,0.6528865704026178,False,0.7751928855088556,0.9115602396468211,1.2034533278502704,0.02295911193891034
720.8,362.5,0.025186609661480758,8.212911887591324e-39,5.099127438236029e-05,0.005099127438236029,4.428453277141163,6.5704199116906326,0.5992391957486091,False,0.6739985170904669,0.8663515572528478,1.332329608159523,0.021820458502143477
720.8,365.0,0.025186609661480758,1.5518572759914249e-38,7.009276184405737e-05,0.007009276184405737,3.777142881953759,6.5704199116906326,0.55,False,0.5748708503748984,0.8176567262406532,1.4957464218282701,0.020594000800907564
720.8,367.5,0.025186609661480758,3.127186635371523e-38,9.950025299280987e-05,0.009950025299280987,3.170209094391474,6.5704199116906326,0.4822722160234408,False,0.48249718237197853,0.7671975253018503,1.6989696211201462,0.01932310460303171
720.8,370.0,0.025186609661480758,6.458067590046672e-38,0.00014298766604173846,0.014298766604173846,2.644543477062201,6.5704199116906326,0.4228845279057461,False,0.4024923083465048,0.7182497534661607,1.9384251183573469,0.018090276180006977
720.8,372.5,0.025186609661480758,1.4475469542895951e-37,0.00021407384732646245,0.021407384732646244,2.16131562356117,6.5704199116906326,0.37080992435478316,False,0.32894634629296354,0.6674352122578123,2.244821274174921,0.016810430165465077
720.8,375.0,0.025186609661480758,4.1100578601054776e-37,0.00036072085542183604,0.0360720855421836,1.6650005216265973,6.5704199116906326,0.32514786171284676,False,0.2534085407028691,0.6070266058467532,2.7138419220769454,0.015288942175595704
720.8,377.5,0.025186609661480758,1.3347465482431036e-36,0.0006500498875695681,0.0650049887569568,1.2402997502360213,6.5704199116906326,0.2851086905518871,False,0.18877024100532416,0.545384890463781,3.3619697088388665,0.013736396351380692
720.8,380.0,0.025186609661480758,5.3967919738081334e-36,0.001307118987272684,0.1307118987272684,0.8746663894892251,6.5704199116906326,0.25,False,0.13312184019364526,0.48033607449078647,4.334206418844954,0.012098037214527383
720.8,382.5,0.025186609661480758,3.019132072988115e-35,0.003091635889569556,0.3091635889569556,0.5687295971747256,6.5704199116906326,0.25,False,0.08655909436819936,0.4107411890237819,5.927389794128755,0.01034517799983448
720.8,385.0,0.025186609661480758,,,,,,,,,,,
720.8,387.5,0.025186609661480758,,,,,,,,,,,
720.8,390.0,0.025186609661480758,,,,,,,,,,,
834.2,250.0,0.029207577762004232,1.4101513279507525e-42,6.203552661115458e-07,6.203552661115458e-05,40.14946507286223,7.61936811182719,4.999999999999999,True,5.2693956353861005,1.0,1.0,0.029207577762004232
834.2,252.5,0.029207577762004232,1.5158094728601982e-42,6.4317613457713e-07,6.4317613457713e-05,39.430750147331395,7.61936811182719,4.824805475599088,True,5.175068269260397,1.0,1.0,0.029207577762004232
834.2,255.0,0.029207577762004232,1.629013789546171e-42,6.66760698975183e-07,6.66760698975183e-05,38.727102359247496,7.61936811182719,4.655749575474188,True,5.0827183817426045,1.0,1.0,0.029207577762004232
834.2,257.5,0.029207577762004232,1.7491398850845356e-42,6.909074638484566e-07,6.909074638484566e-05,38.044340309037665,7.61936811182719,4.492617208953199,True,4.993109632015706,1.0,1.0,0.029207577762004232
834.2,260.0,0.029207577762004232,1.8777759139261763e-42,7.158623057659229e-07,7.15862305765923e-05,37.37534864419862,7.61936811182719,4.335200821905617,True,4.905308169345776,1.0,1.0,0.029207577762004232
834.2,262.5,0.029207577762004232,2.014741852718148e-42,7.415105202540412e-07,7.415105202540411e-05,36.72326964261959,7.61936811182719,4.183300132670377,True,4.819726400358026,1.0,1.0,0.029207577762004232
834.2,265.0,0.029207577762004232,2.161780509147446e-42,7.680922998666756e-07,7.680922998666756e-05,36.08222367046034,7.61936811182719,4.036721877236486,True,4.73559265557095,1.0,1.0,0.029207577762004232
834.2,267.5,0.029207577762004232,2.319765588636561e-42,7.956639176471511e-07,7.956639176471511e-05,35.45154511008397,7.61936811182719,3.8952795633522452,True,4.65281957634442,1.0,1.0,0.029207577762004232
834.2,270.0,0.029207577762004232,2.490286386512033e-42,8.243891363974878e-07,8.243891363974879e-05,34.828427772117806,7.61936811182719,3.7587932332502274,True,4.57103886581556,1.0,1.0,0.029207577762004232
834.2,272.5,0.029207577762004232,2.7073242594760717e-42,8.595630739364277e-07,8.595630739364278e-05,34.10838251692445,7.61936811182719,3.6270892346861,True,4.476536901266077,1.0,1.0,0.029207577762004232
834.2,275.0,0.029207577762004232,2.9882876167790686e-42,9.030645836287501e-07,9.0306458362875e-05,33.27672630783761,7.61936811182719,3.5,True,4.3673866151949925,1.0,1.0,0.029207577762004232
834.2,277.5,0.029207577762004232,3.301790430883727e-42,9.492538454628621e-07,9.492538454628622e-05,32.45703302598202,7.61936811182719,3.377363832919362,True,4.259806397278599,1.0,1.0,0.029207577762004232
834.2,280.0,0.029207577762004232,3.6521629596873435e-42,9.983496882501314e-07,9.983496882501314e-05,31.64890266313892,7.61936811182719,3.259024702831932,True,4.153743748646532,1.0,1.0,0.029207577762004232
834.2,282.5,0.029207577762004232,4.045809402696155e-42,1.0507764300761485e-06,0.00010507764300761484,30.84926624391822,7.61936811182719,3.1448320462672394,True,4.048795883221909,1.0,1.0,0.029207577762004232
834.2,285.0,0.029207577762004232,4.489292957430775e-42,1.1068699227394124e-06,0.00011068699227394124,30.057420478876995,7.61936811182719,3.034640575333932,True,3.944870498148037,1.0,1.0,0.029207577762004232
834.2,287.5,0.029207577762004232,4.991487244556782e-42,1.167139038794439e-06,0.0001167139038794439,29.2710769991908,7.61936811182719,2.9283100928692645,True,3.8416672576502338,1.0,1.0,0.029207577762004232
834.2,290.0,0.029207577762004232,5.5607975302800305e-42,1.231901982681149e-06,0.0001231901982681149,28.49127751352149,7.61936811182719,2.825705314065541,True,3.7393228802393477,1.0,1.0,0.029207577762004232
834.2,292.5,0.029207577762004232,6.207100669069185e-42,1.3015234800690304e-06,0.00013015234800690305,27.718772644806005,7.61936811182719,2.726695694346572,True,3.6379358810318467,1.0,1.0,0.029207577762004232
834.2,295.0,0.029207577762004232,6.958715154287887e-42,1.3780727424388029e-06,0.0001378072742438803,26.93791192653555,7.61936811182719,2.6311552632751596,True,3.5354522227008673,1.0,1.0,0.029207577762004232
834.2,297.5,0.029207577762004232,7.824809710851861e-42,1.4613172311859458e-06,0.00014613172311859457,26.159398113621833,7.61936811182719,2.5389624642802704,True,3.433276582741267,1.0,1.0,0.029207577762004232
834.2,300.0,0.029207577762004232,8.833232656761067e-42,1.552628120268309e-06,0.0001552628120268309,25.378519093006958,7.61936811182719,2.45,True,3.330790522328625,1.0,1.0,0.029207577762004232
834.2,302.5,0.029207577762004232,9.999028540020147e-42,1.6519105121584107e-06,0.00016519105121584108,24.604057967756066,7.61936811182719,2.3329056316913084,True,3.229146775250868,1.0,1.0,0.029207577762004232
834.2,305.0,0.029207577762004232,1.138104084090192e-41,1.7623761372587027e-06,0.00017623761372587027,23.820490394840245,7.61936811182719,2.221407627092662,True,3.126307857191571,1.0,1.0,0.029207577762004232
834.2,307.5,0.029207577762004232,1.3011133315076098e-41,1.8843656385732691e-06,0.00018843656385732693,23.03654857078769,7.61936811182719,2.1152385157251006,True,3.023419820736726,1.0,1.0,0.029207577762004232
834.2,310.0,0.029207577762004232,1.4967574736228607e-41,2.021079190789206e-06,0.0002021079190789206,22.24376686980655,7.61936811182719,2.0141436104920203,True,2.9193715992378144,1.0,1.0,0.029207577762004232
834.2,312.5,0.029207577762004232,1.7270400403692949e-41,2.1709949646096215e-06,0.00021709949646096216,21.46201983590161,7.61936811182719,1.9178803967150608,True,2.816771616872942,1.0,1.0,0.029207577762004232
834.2,315.0,0.029207577762004232,2.0080904285257626e-41,2.340988315060094e-06,0.00023409883150600944,20.668091570468366,7.61936811182719,1.8262179503701736,True,2.7125729151195954,1.0,1.0,0.029207577762004232
834.2,317.5,0.029207577762004232,2.3536953532409957e-41,2.5344442228030045e-06,0.0002534444222803005,19.86363064290198,7.61936811182719,1.7389363841283003,True,2.606991859609538,1.0,1.0,0.029207577762004232
834.2,320.0,0.029207577762004232,2.7815170948992114e-41,2.755170499031353e-06,0.0002755170499031353,19.051350197746906,7.61936811182719,1.6558263198717678,True,2.5003845355856193,1.0,1.0,0.029207577762004232
834.2,322.5,0.029207577762004232,3.295743759534152e-41,2.999054321109646e-06,0.0002999054321109646,18.26029687323234,7.61936811182719,1.5766883864210368,True,2.3965631539559995,1.0,1.0,0.029207577762004232
834.2,325.0,0.029207577762004232,3.9466915201130765e-41,3.2818913872021034e-06,0.0003281891387202104,17.455725263568873,7.61936811182719,1.5013327412669053,True,2.2909675720317493,1.0,1.0,0.029207577762004232
834.2,327.5,0.029207577762004232,4.768399064832119e-41,3.6073967523040684e-06,0.0003607396752304068,16.649570894760235,7.61936811182719,1.4295786151608625,True,2.185164261707724,1.0,1.0,0.029207577762004232
834.2,330.0,0.029207577762004232,5.848736018013421e-41,3.995200900325488e-06,0.0003995200900325488,15.820881897887249,7.61936811182719,1.3612538784711172,True,2.0764034058584504,1.0,1.0,0.029207577762004232
834.2,332.5,0.029207577762004232,7.191116699816742e-41,4.43002096204995e-06,0.000443002096204995,15.024399028952544,7.61936811182719,1.2961946282640426,True,1.9718694264988812,1.0,1.0,0.029207577762004232
834.2,335.0,0.029207577762004232,8.980101338841562e-41,4.950490503037618e-06,0.0004950490503037618,14.212676929918002,7.61936811182719,1.2342447951204925,True,1.8653353823207894,1.0,1.0,0.029207577762004232
834.2,337.5,0.029207577762004232,1.1290926779335325e-40,5.551015096188086e-06,0.0005551015096188085,13.4218937267819,7.61936811182719,1.1752557687437883,True,1.7615494526308184,1.0,1.0,0.029207577762004232
834.2,340.0,0.029207577762004232,1.456510869147603e-40,6.304700750521908e-06,0.0006304700750521909,12.59411808698072,7.61936811182719,1.1190860414612578,True,1.6529084698547978,1.0,1.0,0.029207577762004232
834.2,342.5,0.029207577762004232,1.8815733247804075e-40,7.165857814204288e-06,0.0007165857814204288,11.813155118039264,7.61936811182719,1.0656008687641227,True,1.5504113916877509,1.0,1.0,0.029207577762004232
834.2,345.0,0.029207577762004232,2.493567046599638e-40,8.249319756485502e-06,0.0008249319756485502,11.010091572341045,7.61936811182719,1.0146719460714173,True,1.4450137348332854,1.0,1.0,0.029207577762004232
834.2,347.5,0.029207577762004232,3.3114779378602058e-40,9.50645388640329e-06,0.000950645388640329,10.256300270403107,7.61936811182719,0.9661771009425261,True,1.3460827879522885,1.0,1.0,0.029207577762004232
834.2,350.0,0.029207577762004232,4.599202754296139e-40,1.120337545926796e-05,0.0011203375459267959,9.447688258959229,7.61936811182719,0.92,True,1.2399569256004344,1.0,1.0,0.029207577762004232
834.2,352.5,0.029207577762004232,6.40013026621484e-40,1.3216060548450997e-05,0.0013216060548450997,8.698592581927027,7.61936811182719,0.8444040436438266,True,1.1416422535649127,1.0,1.0,0.029207577762004232
834.2,355.0,0.029207577762004232,9.21150107400905e-40,1.5855239858252438e-05,0.0015855239858252436,7.9417020910322496,7.61936811182719,0.7750197705674406,True,1.0423045552431986,1.0,1.0,0.029207577762004232
834.2,357.5,0.029207577762004232,1.3314672273679781e-39,1.906219261102369e-05,0.001906219261102369,7.24291808083492,7.61936811182719,0.7113367697511496,False,0.9505930117212837,0.9817435183015347,1.0375377681211004,0.0286743501531357
834.2,360.0,0.029207577762004232,2.042005025927736e-39,2.3606739967394102e-05,0.00236067399673941,6.508516225830058,7.61936811182719,0.6528865704026178,False,0.8542068227058346,0.9443083528342641,1.1214304326705689,0.027580959646716897
834.2,362.5,0.029207577762004232,3.184870773890019e-39,2.9481767753228964e-05,0.0029481767753228964,5.824025122396132,7.61936811182719,0.5992391957486091,False,0.7643711442889561,0.9069120953676965,1.215820920218516,0.026488705548754193
834.2,365.0,0.029207577762004232,5.250039526740114e-39,3.785200593070906e-05,0.0037852005930709056,5.139910422712225,7.61936811182719,0.55,False,0.6745848667862341,0.8666255499928168,1.3314872814293455,0.025312033141954883
834.2,367.5,0.029207577762004232,8.776490449650548e-39,4.894046091636566e-05,0.0048940460916365655,4.520286611743712,7.61936811182719,0.4822722160234408,False,0.5932626623889036,0.8270740020962135,1.4618784389203514,0.024156828231157206
834.2,370.0,0.029207577762004232,1.5911288277063267e-38,6.58961869392766e-05,0.00658961869392766,3.8955596383919917,7.61936811182719,0.4228845279057461,False,0.5112706961020949,0.7835286356506425,1.6288843603211292,0.022884973554523222
834.2,372.5,0.029207577762004232,3.045760409554927e-38,9.117074034694561e-05,0.00911707403469456,3.3118622068774974,7.61936811182719,0.37080992435478316,False,0.43466363066730535,0.738617142621743,1.832994804512161,0.02157321762947393
834.2,375.0,0.029207577762004232,6.325340554338351e-38,0.00013138614471991725,0.013138614471991725,2.758831749657339,7.61936811182719,0.32514786171284676,False,0.36208143630374456,0.6911398151393173,2.093476909028743,0.020186519895098842
834.2,377.5,0.029207577762004232,1.3634695033782492e-37,0.0001928991558684666,0.019289915586846663,2.27685218300865,7.61936811182719,0.2851086905518871,False,0.2988242790730111,0.6445285184430046,2.40721966918243,0.01882511682225344
834.2,380.0,0.029207577762004232,3.2645765100402984e-37,0.0002984839879723987,0.02984839879723987,1.8303724937014256,7.61936811182719,0.25,False,0.24022628475716035,0.5953482753907705,2.821355422564654,0.01738868104895104
834.2,382.5,0.029207577762004232,9.335598242400307e-37,0.0005047527452608213,0.05047527452608214,1.4075397067600144,7.61936811182719,0.25,False,0.18473181582802858,0.5411129038323937,3.41526351633764,0.015804597216708557
834.2,385.0,0.029207577762004232,3.221023158695917e-36,0.0009375718005783553,0.09375718005783552,1.0327560117570636,7.61936811182719,0.25,False,0.135543524948475,0.48349532824064756,4.277750353322047,0.014121727397154475
834.2,387.5,0.029207577762004232,1.4446849626006963e-35,0.0019856110867137095,0.19856110867137097,0.7096642135315228,7.61936811182719,0.25,False,0.0931395101425726,0.42183209318662807,5.619798758303984,0.012320693664257455
834.2,390.0,0.029207577762004232,1.0511235963280778e-34,0.005355925231553084,0.5355925231553085,0.4320984885410087,7.61936811182719,0.25,False,0.056710541110395016,0.3521979575966789,8.061694449164124,0.010286849234124068
965.5,250.0,0.03386804553126476,1.2444194210680149e-42,5.410997674845175e-07,5.410997674845174e-05,42.98939431833279,8.835142312503848,4.999999999999999,True,4.865727432312265,1.0,1.0,0.03386804553126476
965.5,252.5,0.03386804553126476,1.3668976166931707e-42,5.671030072646197e-07,5.6710300726461966e-05,41.9922383509624,8.835142312503848,4.824805475599088,True,4.7528649642160605,1.0,1.0,0.03386804553126476
965.5,255.0,0.03386804553126476,1.499882762977602e-42,5.940494720137138e-07,5.9404947201371376e-05,41.0287884623667,8.835142312503848,4.655749575474188,True,4.643817497348188,1.0,1.0,0.03386804553126476
965.5,257.5,0.03386804553126476,1.6432180206433833e-42,6.217868766976611e-07,6.217868766976611e-05,40.10321809959422,8.835142312503848,4.492617208953199,True,4.53905740067577,1.0,1.0,0.03386804553126476
965.5,260.0,0.03386804553126476,1.799238638411801e-42,6.506363779724658e-07,6.506363779724659e-05,39.204040501207,8.835142312503848,4.335200821905617,True,4.437284552363561,1.0,1.0,0.03386804553126476
965.5,262.5,0.03386804553126476,1.9684365778956315e-42,6.805415884608225e-07,6.805415884608225e-05,38.33298725745788,8.835142312503848,4.183300132670377,True,4.338694941360197,1.0,1.0,0.03386804553126476
965.5,265.0,0.03386804553126476,2.1527105103732502e-42,7.116832963113739e-07,7.11683296311374e-05,37.48492218403885,8.835142312503848,4.036721877236486,True,4.242707231890162,1.0,1.0,0.03386804553126476
965.5,267.5,0.03386804553126476,2.3529290781297034e-42,7.440435832231324e-07,7.440435832231324e-05,36.660704986328376,8.835142312503848,3.8952795633522452,True,4.149418729163499,1.0,1.0,0.03386804553126476
965.5,270.0,0.03386804553126476,2.5719478027024026e-42,7.779022584382963e-07,7.779022584382963e-05,35.85398924093886,8.835142312503848,3.7587932332502274,True,4.058111117259181,1.0,1.0,0.03386804553126476
965.5,272.5,0.03386804553126476,2.811623617794039e-42,8.133407812067889e-07,8.133407812067889e-05,35.06418312103626,8.835142312503848,3.6270892346861,True,3.968717410630955,1.0,1.0,0.03386804553126476
965.5,275.0,0.03386804553126476,3.0756121076404705e-42,8.506672988985368e-07,8.506672988985368e-05,34.28626132508417,8.835142312503848,3.5,True,3.880668823699747,1.0,1.0,0.03386804553126476
965.5,277.5,0.03386804553126476,3.376206776761797e-42,8.912683321444408e-07,8.912683321444408e-05,33.49621705457563,8.835142312503848,3.377363832919362,True,3.791248162145667,1.0,1.0,0.03386804553126476
965.5,280.0,0.03386804553126476,3.718359798581763e-42,9.353403342792576e-07,9.353403342792577e-05,32.69754669633673,8.835142312503848,3.259024702831932,True,3.7008511623023717,1.0,1.0,0.03386804553126476
965.5,282.5,0.03386804553126476,4.09999067261904e-42,9.821671207735353e-07,9.821671207735355e-05,31.90856726394449,8.835142312503848,3.1448320462672394,True,3.6115510237776483,1.0,1.0,0.03386804553126476
965.5,285.0,0.03386804553126476,4.5273819413736675e-42,1.0320898909299242e-06,0.00010320898909299244,31.127284698253945,8.835142312503848,3.034640575333932,True,3.5231220502471547,1.0,1.0,0.03386804553126476
965.5,287.5,0.03386804553126476,5.008503903894857e-42,1.085545335265912e-06,0.0001085545335265912,30.351210535379256,8.835142312503848,2.9283100928692645,True,3.4352825864983525,1.0,1.0,0.03386804553126476
965.5,290.0,0.03386804553126476,5.552516535725169e-42,1.1429806745753788e-06,0.00011429806745753787,29.578800368679353,8.835142312503848,2.825705314065541,True,3.347857829841433,1.0,1.0,0.03386804553126476
965.5,292.5,0.03386804553126476,6.171691232026016e-42,1.2050249867604504e-06,0.00012050249867604504,28.80726142507471,8.835142312503848,2.726695694346572,True,3.2605316820200527,1.0,1.0,0.03386804553126476
965.5,295.0,0.03386804553126476,6.875461232634076e-42,1.271876303424922e-06,0.0001271876303424922,28.03997112155193,8.835142312503848,2.6311552632751596,True,3.1736864138417595,1.0,1.0,0.03386804553126476
965.5,297.5,0.03386804553126476,7.680035294109111e-42,1.3442361331539322e-06,0.0001344236133153932,27.274840367588965,8.835142312503848,2.5389624642802704,True,3.087085572915845,1.0,1.0,0.03386804553126476
965.5,300.0,0.03386804553126476,8.609867065853477e-42,1.4232860089218787e-06,0.0001423286008921879,26.506593012735124,8.835142312503848,2.45,True,3.0001319814873755,1.0,1.0,0.03386804553126476
965.5,302.5,0.03386804553126476,9.691069560070467e-42,1.5100099623310271e-06,0.0001510009962331027,25.734165741406233,8.835142312503848,2.3329056316913084,True,2.912705288853832,1.0,1.0,0.03386804553126476
965.5,305.0,0.03386804553126476,1.0951601696648412e-41,1.6052134031819248e-06,0.0001605213403181925,24.959369552710022,8.835142312503848,2.221407627092662,True,2.8250104718049105,1.0,1.0,0.03386804553126476
965.5,307.5,0.03386804553126476,1.243105161604428e-41,1.710203898189898e-06,0.00017102038981898978,24.18110005174806,8.835142312503848,2.1152385157251006,True,2.7369225301018636,1.0,1.0,0.03386804553126476
965.5,310.0,0.03386804553126476,1.4167384004722512e-41,1.825739408667326e-06,0.0001825739408667326,23.403488893990154,8.835142312503848,2.0141436104920203,True,2.648909102558382,1.0,1.0,0.03386804553126476
965.5,312.5,0.03386804553126476,1.6221412679286363e-41,1.9536119074914908e-06,0.00019536119074914908,22.624597055744704,8.835142312503848,1.9178803967150608,True,2.5607507220031382,1.0,1.0,0.03386804553126476
965.5,315.0,0.03386804553126476,1.867969132028037e-41,2.0964224644980915e-06,0.00020964224644980916,21.84040047927855,8.835142312503848,1.8262179503701736,True,2.4719919280042766,1.0,1.0,0.03386804553126476
965.5,317.5,0.03386804553126476,2.163934085094212e-41,2.2563993763499516e-06,0.00022563993763499514,21.05193471266039,8.835142312503848,1.7389363841283003,True,2.3827499284156235,1.0,1.0,0.03386804553126476
965.5,320.0,0.03386804553126476,2.522719671009907e-41,2.4362870344897338e-06,0.00024362870344897338,20.25982888663209,8.835142312503848,1.6558263198717678,True,2.2930959310026693,1.0,1.0,0.03386804553126476
965.5,322.5,0.03386804553126476,2.962605472076678e-41,2.640163772353596e-06,0.0002640163772353596,19.46186995501948,8.835142312503848,1.5766883864210368,True,2.2027794535325436,1.0,1.0,0.03386804553126476
965.5,325.0,0.03386804553126476,3.5038578259308905e-41,2.871224790010343e-06,0.0002871224790010343,18.66235311189727,8.835142312503848,1.5013327412669053,True,2.1122866448325976,1.0,1.0,0.03386804553126476
965.5,327.5,0.03386804553126476,4.172184767798344e-41,3.1331105843479505e-06,0.000313311058434795,17.86537506221402,8.835142312503848,1.4295786151608625,True,2.0220811878638587,1.0,1.0,0.03386804553126476
965.5,330.0,0.03386804553126476,5.010810599525736e-41,3.433586168851949e-06,0.0003433586168851949,17.06577535731815,8.835142312503848,1.3612538784711172,True,1.9315790005064184,1.0,1.0,0.03386804553126476
965.5,332.5,0.03386804553126476,6.071581772734974e-41,3.779591654798403e-06,0.0003779591654798403,16.265879823397256,8.835142312503848,1.2961946282640426,True,1.8410433299277058,1.0,1.0,0.03386804553126476
965.5,335.0,0.03386804553126476,7.43791062745e-41,4.183304088084073e-06,0.0004183304088084073,15.461096204456291,8.835142312503848,1.2342447951204925,True,1.7499544045346194,1.0,1.0,0.03386804553126476
965.5,337.5,0.03386804553126476,9.196482765666684e-41,4.651626519359527e-06,0.0004651626519359528,14.662147396598609,8.835142312503848,1.1752557687437883,True,1.6595258885471658,1.0,1.0,0.03386804553126476
