delta_keV,N_P007,N_live,ratio
300.0,790.4667887665875,797.4921427592282,1.008887601721513
350.0,11.124193774548116,11.3978761722621,1.02460244789516
365.0,1.14108629273748,1.1916260224439177,1.0442908919580414
375.0,0.2158029323329819,0.2302966403990333,1.0671617753723928
