label,q0,Z,s_hat,t_H0,t_H1,b_event_cell_H0,mssi_FV_H0,Z_toy_est,Neff,Z_global,Z_global_P008,Z_global_toy_est,dZ_local,Z_local_LZanch,Z_global_LZanch,k_RFR,f_equiv,p_HESB_RFR_sci,p_six_rfr_bins
k_RFR=1,9.664361389041005,3.108755601368658,1.1781927400662706,1.3576563507844406,0.998648098452058,1.1585814394094107e-05,0.006652516118843758,3.028755601368658,10.25495355425325,2.3419522470539262,2.3795779373067365,2.276952468403572,-8.117615283076418e-06,3.399991882384717,2.591792209210124,1,1.0,0.26568403404493923,0.12881104347530092
k_RFR=10,9.491257654779474,3.080788479396058,1.1776792161189187,1.3850571301018166,0.9983098182085303,1.2789328720014576e-05,0.008033331354590535,3.000788479396058,9.923601886024972,2.319028431550699,2.355071363037601,2.25465858148407,-0.02797523958788295,3.372024760412117,2.5670156677500082,10,1.183673469387755,6.950414286790392e-68,7.925454994063763e-95
k_RFR=100,8.262003499125058,2.8743701047577463,1.1749753062321366,1.498936852292014,0.9929389599993788,2.530693619011521e-05,0.022184265413921805,2.7943701047577463,8.228347472932757,2.1312506775768045,2.1580001333163366,2.054272479975494,-0.23439361422619465,3.1656063857738053,2.389181566660098,100,3.0204081632653064,0.0,0.0
k_RFR=500,6.070317719431841,2.4638014772769012,1.1672504279321094,1.5461299502524102,0.9612331854454803,8.091288352791892e-05,0.08472792127383208,2.383801477276901,6.029287274633532,1.742240003655879,1.7511000876621938,1.6554458788600945,-0.6449622417070398,2.75503775829296,2.016818716915272,500,11.183673469387756,0.0,0.0
k_RFR=1000,4.932423612863204,2.2209060342263927,1.1555536851808668,1.5230685540505493,0.9258093396067342,0.00014697573174104822,0.15961758446449759,2.1409060342263926,5.421442628712289,1.4802982780677605,1.4888048254017279,1.3953281537081006,-0.8878576847575483,2.5121423152424516,1.79248699135505,1000,21.387755102040817,0.0,0.0
k_RFR=5000,2.604000840201479,1.6136916806507615,1.0930664117266842,1.2187230750864257,0.6096115059443359,0.0005350150538869096,0.6152114083036277,1.5336916806507614,3.909267420066375,0.867839999193177,0.8737410055584768,0.7955636891909483,-1.4950720383331795,1.9049279616668204,1.1506538185924642,5000,103.02040816326532,0.0,0.0
