name,cls,op,tau,mass,delta,distinct,on_LZ_grid,f_lo,f_L2,f_M,f_hi,N_lo,N_L2,N_M,rho,rho_sig32,physical,grid_model,class4,q2spin,SIlike,B_logu,B_flat,B_jeff,B_P016flat,B_logu_rho,B_flat_rho,B_jeff_rho,B_P016flat_rho,B_logu_rho32,B_flat_rho32,B_jeff_rho32,B_P016flat_rho32,Bmu_logu,Bmu_flat,Bmu_jeff,Bmu_logu_rho,post_uniform,post_uniform_rho,post_classes,post_classes_rho,post_physics,post_physics_rho,post_raw,post_raw_rho,post_heavy,post_heavy_rho
O1s_m400_d90,inelastic,O1,s,400,90,False,False,0.907436,0.0814043,0.0101972,0.000962699,942.595,84.5584,10.5923,0.346739,0.456211,True,False,inelastic-O1,False,False,0.34176,0.00116044,0.0429232,1.0009,0.162763,0.000574476,0.0240011,1.0009,0.192759,0.000672671,0.0271721,1.0009,1.12302,1.21286,1.35449,0.851721,0,0,0,0,0,0,0,0,0,0
O1s_m400_d100,inelastic,O1,s,400,100,True,True,0.88688,0.0986542,0.0132065,0.00125932,704.254,78.3394,10.487,0.347419,0.457207,True,True,inelastic-O1,False,False,0.479378,0.00191423,0.0589732,1.00158,0.222656,0.000882142,0.0308808,1.00158,0.265846,0.00105578,0.0356069,1.00158,1.24797,1.49855,1.62521,0.895089,9.78242e-05,4.68847e-05,0.000126444,5.84478e-05,0.000144177,6.58707e-05,7.47562e-05,3.60366e-05,9.78242e-05,4.68847e-05
O1s_m400_d110,inelastic,O1,s,400,110,False,False,0.861748,0.119315,0.0172727,0.00166442,517.747,71.6857,10.3776,0.348321,0.458312,True,False,inelastic-O1,False,False,0.664285,0.00322379,0.0830739,1.0028,0.30071,0.00140227,0.0408285,1.0028,0.362075,0.00170971,0.0479587,1.0028,1.4168,1.88171,1.98961,0.953949,0,0,0,0,0,0,0,0,0,0
O1s_m400_d120,inelastic,O1,s,400,120,False,False,0.83134,0.143678,0.0227599,0.0022219,374.158,64.6647,10.2435,0.349186,0.459584,True,False,inelastic-O1,False,False,0.912569,0.0055329,0.119777,1.00497,0.402419,0.00229709,0.055486,1.00497,0.488956,0.00284598,0.0663918,1.00497,1.64586,2.39639,2.48151,1.03397,0,0,0,0,0,0,0,0,0,0
O1s_m400_d130,inelastic,O1,s,400,130,False,False,0.793938,0.172802,0.0302647,0.00299529,265.063,57.6912,10.1041,0.350584,0.461142,True,False,inelastic-O1,False,False,1.2463,0.00965977,0.176326,1.00892,0.536083,0.00386879,0.077551,1.00892,0.656992,0.00485466,0.0943667,1.00892,1.95752,3.08694,3.14603,1.14375,0,0,0,0,0,0,0,0,0,0
O1s_m400_d140,inelastic,O1,s,400,140,False,False,0.748976,0.206467,0.0404817,0.00407556,183.773,50.6599,9.9328,0.351589,0.462801,True,False,inelastic-O1,False,False,1.69508,0.0171077,0.264133,1.01612,0.711376,0.00665747,0.111044,1.01612,0.880095,0.00844983,0.137301,1.01612,2.3817,4.00915,4.04179,1.29309,0,0,0,0,0,0,0,0,0,0
O1s_m400_d150,inelastic,O1,s,400,150,True,True,0.694288,0.245499,0.054628,0.00558535,124.305,43.9541,9.78059,0.35303,0.464448,True,True,inelastic-O1,False,False,2.29344,0.030507,0.399888,1.02918,0.941695,0.0116284,0.162173,1.02918,1.17449,0.0148795,0.203111,1.02918,2.9534,5.21838,5.23235,1.49589,0.000468012,0.000198293,0.000604935,0.000247197,0.000689774,0.000278591,0.000357649,0.000152412,0.000468012,0.000198293
O1s_m400_d160,inelastic,O1,s,400,160,False,False,0.628062,0.289788,0.0743889,0.0077612,80.9234,37.338,9.58472,0.354659,0.46657,True,False,inelastic-O1,False,False,3.10761,0.0552445,0.614834,1.05346,1.25137,0.0207474,0.24238,1.05346,1.57327,0.0267297,0.306968,1.05346,3.73847,6.81687,6.83609,1.77602,0,0,0,0,0,0,0,0,0,0
O1s_m400_d170,inelastic,O1,s,400,170,False,False,0.547345,0.339552,0.102211,0.0108918,50.253,31.175,9.38424,0.356563,0.468888,True,False,inelastic-O1,False,False,4.19427,0.100195,0.94937,1.09778,1.66196,0.0372771,0.366652,1.09778,2.10402,0.0482607,0.468377,1.09778,4.7941,8.84785,8.93206,2.15552,0,0,0,0,0,0,0,0,0,0
O1s_m400_d180,inelastic,O1,s,400,180,False,False,0.452791,0.390885,0.140922,0.0154016,29.399,25.3796,9.14984,0.358201,0.471292,True,False,inelastic-O1,False,False,5.61603,0.180029,1.45907,1.1768,2.19507,0.0665594,0.555107,1.1768,2.79787,0.0865538,0.714394,1.1768,6.18324,11.3097,11.58,2.65625,0,0,0,0,0,0,0,0,0,0
O1s_m400_d190,inelastic,O1,s,400,190,False,False,0.342821,0.43943,0.195809,0.0219409,15.6247,20.0278,8.92437,0.360489,0.474044,True,False,inelastic-O1,False,False,7.42749,0.31698,2.21221,1.3127,2.87701,0.117003,0.83467,1.3127,3.68502,0.152512,1.07927,1.3127,7.96053,14.0813,14.7643,3.30473,0,0,0,0,0,0,0,0,0,0
O1s_m400_d200,inelastic,O1,s,400,200,True,True,0.223855,0.473364,0.271488,0.0312923,7.15369,15.1272,8.67588,0.36317,0.477253,True,True,inelastic-O1,False,False,9.6238,0.536884,3.26241,1.53133,3.70925,0.198516,1.22696,1.53133,4.76879,0.259132,1.5916,1.53133,10.1217,16.8554,18.3014,4.10304,0.00196388,0.000781056,0.00253844,0.000973686,0.00289445,0.00109735,0.00150078,0.000600336,0.00196388,0.000781056
O1s_m400_d210,inelastic,O1,s,400,210,False,False,0.111076,0.4744,0.370428,0.0440958,2.51897,10.7584,8.40054,0.365324,0.480353,True,False,inelastic-O1,False,False,12.0854,0.854226,4.59719,1.84724,4.64221,0.316502,1.72654,1.84724,5.99122,0.41396,2.24682,1.84724,12.5485,19.1667,21.7958,5.00273,0,0,0,0,0,0,0,0,0,0
O1s_m400_d220,inelastic,O1,s,400,220,False,False,0.0299037,0.419357,0.490287,0.0604528,0.494662,6.93693,8.11025,0.368358,0.484164,True,False,inelastic-O1,False,False,14.6006,1.25577,6.11405,2.24732,5.61563,0.467911,2.30365,2.24732,7.26296,0.612359,3.00225,2.24732,15.0308,20.6584,24.8125,5.94533,0,0,0,0,0,0,0,0,0,0
O1s_m400_d230,inelastic,O1,s,400,230,False,False,0.00082174,0.307296,0.61322,0.0786619,0.0104465,3.90654,7.79564,0.371366,0.488191,True,False,inelastic-O1,False,False,16.8902,1.68814,7.61522,2.67835,6.51745,0.63307,2.88317,2.67835,8.44511,0.829143,3.76257,2.67835,17.292,21.4033,27.1243,6.82114,0,0,0,0,0,0,0,0,0,0
O1s_m400_d240,inelastic,O1,s,400,240,False,False,0,0.185794,0.717782,0.0964235,0,1.92686,7.44406,0.374808,0.492903,True,False,inelastic-O1,False,False,18.8685,2.11191,8.99644,3.10097,7.32239,0.798403,3.4299,3.10097,9.50339,1.04652,4.48139,3.10097,19.2478,21.8723,28.9573,7.60588,0,0,0,0,0,0,0,0,0,0
O1s_m400_d250,inelastic,O1,s,400,250,True,True,0,0.103214,0.78531,0.111476,0,0.925888,7.04469,0.378739,0.49817,True,True,inelastic-O1,False,False,20.5713,2.51348,10.2438,3.50154,8.0451,0.959371,3.93989,3.50154,10.4531,1.25813,5.15175,3.50154,20.9341,22.5279,30.6715,8.31426,0.00419789,0.00169406,0.00542604,0.00211186,0.00618702,0.00238006,0.00320798,0.00130209,0.00419789,0.00169406
O1s_m400_d260,inelastic,O1,s,400,260,False,False,0,0.0592167,0.816675,0.124108,0,0.477139,6.58037,0.383934,0.504815,True,False,inelastic-O1,False,False,22.2203,2.93506,11.5015,3.92215,8.78753,1.13482,4.47783,3.92215,11.4232,1.48805,5.85597,3.92215,22.5706,23.6334,32.6399,9.04631,0,0,0,0,0,0,0,0,0,0
O1s_m400_d270,inelastic,O1,s,400,270,False,False,0,0.0379878,0.825102,0.13691,0,0.277466,6.0266,0.389587,0.513046,True,False,inelastic-O1,False,False,24.1569,3.47176,13.0393,4.45773,9.67021,1.36112,5.14404,4.45773,12.6002,1.78801,6.7409,4.45773,24.4956,25.3429,35.2327,9.91954,0,0,0,0,0,0,0,0,0,0
O1s_m400_d280,inelastic,O1,s,400,280,False,False,0,0.0223034,0.823631,0.154066,0,0.144766,5.34597,0.397786,0.524027,True,False,inelastic-O1,False,False,26.8877,4.30534,15.3152,5.28971,10.9573,1.72202,6.15888,5.28971,14.2968,2.26356,8.0783,5.28971,27.2122,27.9296,39.0108,11.1953,0,0,0,0,0,0,0,0,0,0
O1s_m400_d290,inelastic,O1,s,400,290,False,False,0,0.00805735,0.809782,0.182161,0,0.0442321,4.44543,0.408848,0.540166,True,False,inelastic-O1,False,False,31.4683,5.90548,19.3985,6.88717,13.1317,2.42527,8.00192,6.88717,17.205,3.19836,10.5335,6.88717,31.7719,32.4027,45.4426,13.3533,0,0,0,0,0,0,0,0,0,0
O1s_m400_d300,inelastic,O1,s,400,300,True,True,0,0,0.767067,0.232933,0,0,3.29308,0.427256,0.566176,True,True,inelastic-O1,False,False,39.9779,9.55027,27.7957,10.527,17.3518,4.09375,11.9533,10.527,22.8398,5.41724,15.7959,10.527,40.2493,40.98,57.5822,17.5485,0.00815809,0.00365377,0.0105449,0.00455488,0.0120237,0.00513336,0.00623433,0.00280836,0.00815809,0.00365377
O1s_m400_d310,inelastic,O1,s,400,310,False,False,0,0,0.66472,0.33528,0,0,1.98258,0.464729,0.617986,True,False,inelastic-O1,False,False,57.4455,19.7719,47.9288,20.7383,26.9687,9.20651,22.3608,20.7383,35.6947,12.2316,29.6813,20.7383,57.6643,58.9421,82.7598,27.127,0,0,0,0,0,0,0,0,0,0
O1s_m400_d320,inelastic,O1,s,400,320,False,False,0,0,0.469463,0.530537,0,0,0.884884,0.553992,0.723144,True,False,inelastic-O1,False,False,90.7473,49.4759,95.2834,50.4229,50.5198,27.4329,52.8773,50.4229,65.7764,35.7929,68.9601,50.4229,90.8885,93.2099,130.793,50.6255,0,0,0,0,0,0,0,0,0,0
O1s_m400_d330,inelastic,O1,s,400,330,False,False,0,0,0.124942,0.875058,0,0,0.142781,0.740743,0.923142,True,False,inelastic-O1,False,False,149.477,134.523,201.658,135.435,110.88,99.6693,149.444,135.435,138.035,124.19,186.179,135.435,149.511,153.674,215.547,110.909,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d0,inelastic,O1,s,1000,0,False,True,0.967639,0.0286285,0.00337995,0.000352247,2747.04,81.2738,9.59539,0.361851,0.472332,True,True,inelastic-O1,False,False,0.0659693,0.000206308,0.0149974,1.00007,0.0350678,0.000163778,0.0108443,1.00007,0.0404177,0.000171141,0.0115633,1.00007,0.862399,0.611297,0.78709,0.764408,0,0,0,0,0,0,1.02875e-05,5.67566e-06,0,0
O1s_m1000_d10,inelastic,O1,s,1000,10,False,False,0.967295,0.0289464,0.00340525,0.000353576,2735.75,81.8675,9.6309,0.361428,0.471836,True,False,inelastic-O1,False,False,0.0664907,0.000207344,0.0150497,1.00007,0.0353145,0.000164239,0.0108706,1.00007,0.0407048,0.000171691,0.0115931,1.00007,0.862968,0.612617,0.788333,0.764546,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d20,inelastic,O1,s,1000,20,False,False,0.965819,0.0302444,0.00356658,0.000369802,2611.72,81.7852,9.64456,0.36123,0.471629,True,False,inelastic-O1,False,False,0.072961,0.000220515,0.0156947,1.00008,0.0386113,0.00017044,0.0112248,1.00008,0.044548,0.000179095,0.0119973,1.00008,0.869974,0.628906,0.803642,0.767029,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d30,inelastic,O1,s,1000,30,False,False,0.962987,0.0327127,0.00389663,0.000403621,2385.87,81.0479,9.65417,0.36097,0.471375,True,False,inelastic-O1,False,False,0.0868377,0.000250673,0.0170568,1.0001,0.0456332,0.000184582,0.0119617,1.0001,0.0527521,0.000196001,0.012842,1.0001,0.884567,0.66282,0.835523,0.772219,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d40,inelastic,O1,s,1000,40,False,False,0.958573,0.0365418,0.00442606,0.00045903,2088.26,79.6065,9.64219,0.360989,0.471475,True,False,inelastic-O1,False,False,0.11047,0.000307444,0.0193416,1.00015,0.0574675,0.000211023,0.0131695,1.00015,0.0666317,0.000227694,0.0142367,1.00015,0.908448,0.718275,0.887675,0.780787,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d50,inelastic,O1,s,1000,50,True,True,0.952245,0.0419963,0.00521696,0.000542208,1756.23,77.4542,9.62168,0.361142,0.471698,True,True,inelastic-O1,False,False,0.147356,0.00040826,0.0228945,1.00024,0.0756307,0.000257378,0.0149869,1.00024,0.088043,0.000283489,0.0163553,1.00024,0.944225,0.80124,0.96575,0.793653,3.00701e-05,1.59256e-05,3.88675e-05,1.98532e-05,4.43185e-05,2.23746e-05,2.29793e-05,1.22407e-05,3.00701e-05,1.59256e-05
O1s_m1000_d60,inelastic,O1,s,1000,60,False,False,0.94367,0.0493367,0.00633273,0.000660616,1428.47,74.6829,9.5861,0.361405,0.472065,True,False,inelastic-O1,False,False,0.201507,0.000581082,0.0282024,1.00038,0.101726,0.000335379,0.0175988,1.00038,0.119017,0.000377956,0.0194363,1.00038,0.995008,0.918769,1.07646,0.811949,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d70,inelastic,O1,s,1000,70,False,False,0.932564,0.0587438,0.00786763,0.000824977,1130.41,71.2065,9.53678,0.361699,0.472537,True,False,inelastic-O1,False,False,0.278023,0.000873611,0.0360369,1.00064,0.13766,0.000464308,0.0212969,1.00064,0.162033,0.000535382,0.0238564,1.00064,1.06522,1.08081,1.2293,0.837264,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d80,inelastic,O1,s,1000,80,False,False,0.918351,0.0706574,0.00994178,0.00104978,874.805,67.307,9.47036,0.362289,0.473343,True,False,inelastic-O1,False,False,0.383106,0.00136713,0.0475714,1.00108,0.185714,0.000676396,0.0265305,1.00108,0.220089,0.000796684,0.0301947,1.00108,1.16072,1.30039,1.43681,0.871852,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d90,inelastic,O1,s,1000,90,False,False,0.900769,0.0851594,0.012717,0.00135433,665.102,62.8793,9.38988,0.363027,0.474254,True,False,inelastic-O1,False,False,0.524379,0.00220065,0.0645686,1.00184,0.24854,0.00102551,0.0339627,1.00184,0.296706,0.00123071,0.039307,1.00184,1.28915,1.59418,1.71514,0.918516,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d100,inelastic,O1,s,1000,100,False,True,0.879306,0.10252,0.01641,0.00176429,498.391,58.1086,9.3012,0.363872,0.475388,True,True,inelastic-O1,False,False,0.711392,0.00361148,0.0896532,1.00316,0.329475,0.00160261,0.0445805,1.00316,0.396426,0.00195478,0.0524819,1.00316,1.46033,1.9831,2.08482,0.980906,0,0,0,0,0,0,0.000110937,5.3325e-05,0,0
O1s_m1000_d110,inelastic,O1,s,1000,110,False,False,0.853104,0.123253,0.0213232,0.00232049,367.64,53.115,9.1891,0.365006,0.476739,True,False,inelastic-O1,False,False,0.95928,0.00603621,0.127187,1.00545,0.434239,0.00257545,0.0600594,1.00545,0.526625,0.0031844,0.0718712,1.00545,1.6896,2.49928,2.57767,1.06493,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d120,inelastic,O1,s,1000,120,False,False,0.821601,0.147436,0.0278864,0.00307595,267.105,47.932,9.06596,0.366208,0.478301,True,False,inelastic-O1,False,False,1.2864,0.0102292,0.183598,1.00946,0.569481,0.00423058,0.0828214,1.00946,0.696275,0.00529149,0.100645,1.00946,1.99567,3.1799,3.23148,1.17751,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d130,inelastic,O1,s,1000,130,False,False,0.783939,0.175245,0.0367057,0.00411092,190.697,42.6291,8.92883,0.367649,0.480065,True,False,inelastic-O1,False,False,1.71943,0.01756,0.26917,1.01656,0.745483,0.00709118,0.116812,1.01656,0.918625,0.00895227,0.143897,1.01656,2.40545,4.07602,4.0994,1.32912,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d140,inelastic,O1,s,1000,140,False,False,0.738489,0.207389,0.0485876,0.00553434,133.438,37.4731,8.7793,0.369181,0.482013,True,False,inelastic-O1,False,False,2.29113,0.030413,0.399153,1.02909,0.974568,0.0120641,0.167829,1.02909,1.21006,0.0153461,0.209205,1.02909,2.95199,5.24407,5.24356,1.5323,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d150,inelastic,O1,s,1000,150,True,True,0.684695,0.243338,0.0644809,0.00748658,91.4564,32.5032,8.61287,0.370959,0.484221,True,True,inelastic-O1,False,False,3.03759,0.0527415,0.594747,1.05099,1.27103,0.0206651,0.244075,1.05099,1.58911,0.0264406,0.307215,1.05099,3.6718,6.73484,6.72667,1.80174,0.000619866,0.000267641,0.000801216,0.000333649,0.000913584,0.000376023,0.000473695,0.000205715,0.000619866,0.000267641
O1s_m1000_d160,inelastic,O1,s,1000,160,False,False,0.620486,0.283143,0.0861537,0.0102172,60.7297,27.7125,8.43225,0.372956,0.486815,True,False,inelastic-O1,False,False,4.01969,0.0918693,0.891573,1.08956,1.65897,0.035712,0.359375,1.08956,2.08763,0.045909,0.456011,1.08956,4.62556,8.62508,8.64872,2.16129,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d170,inelastic,O1,s,1000,170,False,False,0.546202,0.324453,0.115347,0.0139981,39.0198,23.1784,8.24023,0.375288,0.489563,True,False,inelastic-O1,False,False,5.27843,0.158516,1.32996,1.15548,2.15592,0.0613851,0.529767,1.15548,2.7271,0.0791527,0.676142,1.15548,5.85483,10.9145,11.0502,2.62905,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d180,inelastic,O1,s,1000,180,False,False,0.458821,0.367421,0.154523,0.0192356,23.8527,19.1011,8.03321,0.377433,0.492441,True,False,inelastic-O1,False,False,6.86019,0.269016,1.96247,1.26507,2.77891,0.103994,0.775515,1.26507,3.53286,0.134479,0.994784,1.26507,7.40614,13.56,13.9521,3.22214,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d190,inelastic,O1,s,1000,190,False,False,0.361587,0.405005,0.206911,0.0264971,13.6463,15.2849,7.80881,0.380398,0.495963,True,False,inelastic-O1,False,False,8.80022,0.445898,2.84829,1.44082,3.55085,0.172763,1.12272,1.44082,4.52994,0.223707,1.44457,1.44082,9.31481,16.428,17.3116,3.96371,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d200,inelastic,O1,s,1000,200,True,True,0.256649,0.431904,0.275183,0.0362645,7.07714,11.9098,7.58824,0.383252,0.499479,True,True,inelastic-O1,False,False,11.0391,0.707487,4.00489,1.70111,4.44627,0.275078,1.57862,1.70111,5.6887,0.356566,2.03586,1.70111,11.5222,19.1779,20.8759,4.82901,0.00225269,0.000936252,0.00291174,0.00116716,0.0033201,0.00131539,0.00172148,0.000719623,0.00225269,0.000936252
O1s_m1000_d210,inelastic,O1,s,1000,210,False,False,0.155829,0.435372,0.359801,0.0489982,3.18029,8.88548,7.34314,0.386344,0.503409,True,False,inelastic-O1,False,False,13.4922,1.06529,5.42,2.05748,5.43876,0.416358,2.1421,2.05748,6.97508,0.540152,2.76741,2.05748,13.9445,21.504,24.3741,5.79233,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d220,inelastic,O1,s,1000,220,False,False,0.0694931,0.407293,0.458396,0.0648176,1.07213,6.28368,7.0721,0.390051,0.507857,True,False,inelastic-O1,False,False,16.0267,1.51295,7.028,2.50366,6.48595,0.595788,2.7934,2.50366,8.32866,0.772929,3.61127,2.50366,16.4495,23.1939,27.5351,6.81218,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d230,inelastic,O1,s,1000,230,False,False,0.0165369,0.338506,0.562224,0.0827329,0.199883,4.09156,6.79565,0.393759,0.512701,True,False,inelastic-O1,False,False,18.4298,2.00984,8.67701,2.99915,7.49831,0.797871,3.47221,2.99915,9.64302,1.03565,4.49337,2.99915,18.8262,24.2097,30.1272,7.80044,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d240,inelastic,O1,s,1000,240,False,False,9.16969e-05,0.241954,0.656911,0.101043,0.000907502,2.39456,6.50128,0.398395,0.518335,True,False,inelastic-O1,False,False,20.5948,2.51674,10.2575,3.50479,8.45082,1.00985,4.14483,3.50479,10.8719,1.31027,5.36349,3.50479,20.9688,24.8606,32.2465,8.73317,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d250,inelastic,O1,s,1000,250,True,True,0,0.151349,0.730777,0.117873,0,1.284,6.19968,0.403099,0.524188,True,True,inelastic-O1,False,False,22.4782,3.00284,11.7009,3.98978,9.31001,1.21823,4.77706,3.98978,11.9813,1.58026,6.18165,3.98978,22.8345,25.4459,34.0668,9.57707,0.004587,0.00196041,0.00592899,0.0024439,0.00676051,0.00275428,0.00350534,0.00150681,0.004587,0.00196041
O1s_m1000_d260,inelastic,O1,s,1000,260,False,False,0,0.0907083,0.776528,0.132763,0,0.683234,5.84897,0.408966,0.531375,True,False,inelastic-O1,False,False,24.2644,3.50246,13.126,4.48837,10.1743,1.44072,5.43027,4.48837,13.0925,1.86773,7.02413,4.48837,24.6068,26.3598,36.0136,10.4298,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d270,inelastic,O1,s,1000,270,False,False,0,0.0557827,0.798431,0.145786,0,0.382634,5.47673,0.415358,0.539391,True,False,inelastic-O1,False,False,26.0148,4.02895,14.5742,5.01383,11.0577,1.6823,6.11721,5.01383,14.2309,2.18015,7.91138,5.01383,26.346,27.6177,38.1613,11.3042,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d280,inelastic,O1,s,1000,280,False,False,0,0.0369305,0.804124,0.158946,0,0.232347,5.05911,0.423001,0.549176,True,False,inelastic-O1,False,False,27.9989,4.6702,16.2757,5.65391,12.0967,1.98489,6.9499,5.65391,15.5741,2.5721,8.98923,5.65391,28.3196,29.3648,40.8155,12.3349,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d290,inelastic,O1,s,1000,290,False,False,0,0.0246315,0.800533,0.174835,0,0.140884,4.57878,0.432505,0.56108,True,False,inelastic-O1,False,False,30.5349,5.55884,18.5403,6.54107,13.4602,2.41431,8.08582,6.54107,17.3287,3.12675,10.4545,6.54107,30.8437,31.7769,44.332,13.6895,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d300,inelastic,O1,s,1000,300,True,True,0,0.0146852,0.79039,0.194924,0,0.0753382,4.05486,0.443753,0.575598,True,True,inelastic-O1,False,False,33.804,6.81883,21.6019,7.79915,15.2548,3.03682,9.65505,7.79915,19.6514,3.93326,12.4868,7.79915,34.0989,34.9634,48.9191,15.4736,0.00689821,0.00321219,0.00891637,0.0040044,0.0101669,0.00451297,0.00527154,0.00246896,0.00689821,0.00321219
O1s_m1000_d310,inelastic,O1,s,1000,310,False,False,0,0.00545484,0.769481,0.225064,0,0.0242368,3.41894,0.459234,0.595552,True,False,inelastic-O1,False,False,38.7695,8.97943,26.5426,9.95684,18.0586,4.13588,12.2613,9.95684,23.2794,5.35685,15.8614,9.95684,39.0455,39.8771,55.939,18.2633,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d320,inelastic,O1,s,1000,320,False,False,0,0,0.728409,0.271591,0,0,2.68201,0.480955,0.62375,True,False,inelastic-O1,False,False,46.5772,12.9788,34.9706,13.9517,22.6548,6.25632,16.8951,13.9517,29.2362,8.10576,21.8679,13.9517,46.8272,47.7646,67.0922,22.8406,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d330,inelastic,O1,s,1000,330,False,False,0,0,0.657385,0.342615,0,0,1.91873,0.515496,0.667327,True,False,inelastic-O1,False,False,58.697,20.6457,49.5067,21.6115,30.5054,10.6594,25.6,21.6115,39.3399,13.7889,33.0918,21.6115,58.9124,60.2295,84.5644,30.6667,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d340,inelastic,O1,s,1000,340,False,False,0,0,0.540479,0.459521,0,0,1.17618,0.572532,0.738328,True,False,inelastic-O1,False,False,78.6376,37.1232,76.8327,38.0773,45.2528,21.2739,44.0704,38.0773,58.2013,27.4212,56.7775,38.0773,78.8048,80.7466,113.323,45.3808,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d350,inelastic,O1,s,1000,350,True,True,0,0,0.350592,0.649408,0,0,0.539865,0.684866,0.864884,True,True,inelastic-O1,False,False,111.014,74.1159,128.988,75.0509,76.2099,50.7799,88.4107,75.0509,96.0913,64.1104,111.59,75.0509,111.115,114.072,160.036,76.2926,0.022654,0.0160475,0.0292817,0.0200053,0.0333884,0.022546,0.017312,0.0123345,0.022654,0.0160475
O1s_m1000_d360,inelastic,O1,s,1000,360,False,False,0,0,0.134218,0.865782,0,0,0.155026,0.899848,1.08234,True,False,inelastic-O1,False,False,147.896,131.688,198.463,132.602,133.144,118.508,178.613,132.602,160.024,142.524,214.782,132.602,147.933,152.046,213.264,133.178,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d370,inelastic,O1,s,1000,370,False,False,0,0,0.000374531,0.999625,0,0,0.000374671,1.23717,1.38626,True,False,inelastic-O1,False,False,170.707,175.47,246.144,176.37,211.048,217.063,304.456,176.37,236.407,243.209,341.112,176.37,170.707,175.536,246.19,211.048,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d380,inelastic,O1,s,1000,380,False,False,0,0,0,1,0,0,0,1.40809,1.49891,True,False,inelastic-O1,False,False,170.771,175.601,246.282,176.501,240.211,247.222,346.674,176.501,255.663,263.161,369.015,176.501,170.771,175.601,246.282,240.211,0,0,0,0,0,0,0,0,0,0
O1s_m1000_d390,inelastic,O1,s,1000,390,False,False,0,0,0,0,inf,inf,inf,1.21122,1.47491,False,False,inelastic-O1,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
O1s_m4000_d0,inelastic,O1,s,4000,0,False,True,0.966437,0.0294339,0.00372274,0.000406078,2379.93,72.4834,9.16755,0.36829,0.479463,True,True,inelastic-O1,False,False,0.0879095,0.000253097,0.0171613,1.00011,0.0466521,0.000186489,0.0120767,1.00011,0.0539129,0.000198211,0.0129715,1.00011,0.885706,0.665542,0.838047,0.773942,0,0,0,0,0,0,1.3709e-05,7.55056e-06,0,0
O1s_m4000_d10,inelastic,O1,s,4000,10,False,False,0.966052,0.029782,0.00375676,0.000408897,2362.58,72.8351,9.18756,0.367974,0.47914,True,False,inelastic-O1,False,False,0.0890888,0.000255789,0.017276,1.00011,0.0472322,0.00018773,0.0121361,1.00011,0.0545943,0.000199701,0.0130402,1.00011,0.886919,0.668359,0.840697,0.774329,0,0,0,0,0,0,0,0,0,0
O1s_m4000_d20,inelastic,O1,s,4000,20,False,False,0.964511,0.0311178,0.00394304,0.000428334,2251.78,72.6485,9.20554,0.367709,0.478867,True,False,inelastic-O1,False,False,0.0973059,0.000275011,0.0180724,1.00012,0.0513864,0.000196784,0.0125617,1.00012,0.0594591,0.000210537,0.0135305,1.00012,0.895302,0.687832,0.859006,0.777345,0,0,0,0,0,0,0,0,0,0
O1s_m4000_d30,inelastic,O1,s,4000,30,False,False,0.961577,0.0336489,0.00430663,0.000467859,2055.27,71.9211,9.20497,0.36756,0.478777,True,False,inelastic-O1,False,False,0.114374,0.000317422,0.0197173,1.00016,0.0599714,0.000216689,0.0134302,1.00016,0.0695382,0.000234403,0.0145358,1.00016,0.912339,0.727395,0.896213,0.78354,0,0,0,0,0,0,0,0,0,0
