name,op,tau,mass,delta,physical,on_LZ_grid,distinct,N_lo,N_L2,N_M,f_hi,rho,rho_sig32,B_logu,B_flat,B_jeff,B_logu_rho,B_flat_rho,Bmu_logu
O1v_m400_d250,O1,v,400,250.0,True,True,True,0.0,1.1846389993741164,0.9674049599166196,0.3172544586671999,1.260477828550631,1.1980213195445482,71.35049258452163,30.442363756628858,66.30270282910323,89.79776827148845,38.361068000326284,71.57780989294031
O1v_m400_d260,O1,v,400,260.0,True,False,False,0.0,0.81746168691214,0.8436397428332971,0.375784248139561,1.2630257284505129,1.201176909474951,79.94823720869907,38.29633132563528,78.70456045713773,100.83449608938169,48.356963008667684,80.14921715038676
O1v_m400_d270,O1,v,400,270.0,True,False,False,0.0,0.479897249981212,0.7062492740953862,0.45742588110483023,1.2652019148578588,1.204397752048339,91.0019610879888,49.7083214670688,95.6519241022685,114.98917344421099,62.87695393659992,91.1700241946231
O1v_m400_d280,O1,v,400,280.0,True,False,False,0.0,0.20665240773540366,0.5429988595648415,0.5715424660269727,1.2685382681485124,1.2085278895849423,105.71546948674852,67.17874044006038,119.8401405575207,133.9516915687891,85.20219853347058,105.84255520057528
O1v_m400_d290,O1,v,400,290.0,True,False,False,0.0,0.040652465812207925,0.3525544057842356,0.7177684953951764,1.272903052999357,1.213771293382808,125.00316585096294,94.01968035195813,154.16347893702692,158.9575681099176,119.65797604625858,125.08331235744721
O1v_m400_d300,O1,v,400,300.0,True,True,True,0.0,0.0,0.1589428715214411,0.8628553007856344,1.2774607653235899,1.218877545335619,147.3971013401673,130.80047030101628,197.45879296897954,188.12756922768,167.068528251238,147.43472973798708
O1v_m400_d310,O1,v,400,310.0,True,False,False,0.0,0.0,0.05018438069387958,0.9522137430184197,1.287142175509949,1.2267969332811388,162.62678502370866,159.25343250433693,228.86951062975217,209.14879973512,204.95446823429822,162.63966121878994
O1v_m400_d320,O1,v,400,320.0,True,False,False,0.0,0.0,0.02251972493126156,0.9779762439959039,1.303473762332471,1.2344738497799226,167.01741594699462,167.9694498032361,238.20521213341505,217.51708732722284,218.9140927384829,167.02332159098276
O1v_m400_d330,O1,v,400,330.0,True,False,False,0.0,0.0,0.005384605315188466,0.9946442333742513,1.3565614703239146,1.2607696922511813,169.8580587599627,173.7301421069663,244.31010351308242,230.2040910231641,235.64015334221978,169.85949050897193
O1v_m1000_d0,O1,v,1000,0.0,True,True,False,474.94962409635997,6.273384726191518,1.7579535258154184,0.002066196974252482,1.257751424243587,1.1893138125774654,0.8675275650671159,0.005047225184313392,0.1126185487215166,1.0588766852082125,0.006209834714722032,1.6067630666920747
O1v_m1000_d10,O1,v,1000,10.0,True,False,False,472.098418912601,6.318399794259529,1.766983814576361,0.0020782079420793667,1.2573154219211056,1.1888274253297815,0.8730735099127175,0.005103215319384059,0.11347170318215656,1.0654063355281043,0.006277499481386032,1.6119103956176946
O1v_m1000_d20,O1,v,1000,20.0,True,False,False,447.21774918790777,6.328810637978399,1.7706432709267999,0.002191458032293029,1.256931242634288,1.1884963659890115,0.9255027344176832,0.00564810069393427,0.12164950996957379,1.129914721137455,0.006953384314385305,1.6606579492121123
O1v_m1000_d30,O1,v,1000,30.0,True,False,False,402.71559795480033,6.310837234757319,1.7710765944846172,0.0024283779561165173,1.2566660127003935,1.188253616742706,1.034686734774142,0.0068747253355416335,0.13932826938579995,1.2647509270011024,0.008478335486333009,1.7625192746756067
O1v_m1000_d40,O1,v,1000,40.0,True,False,False,344.736861765434,6.255165664758163,1.7663366401630263,0.0028267882870498594,1.2566407339989287,1.188258457629912,1.2168638437899435,0.009200224307478811,0.17070588541085108,1.4904057208629666,0.011374985945597584,1.9334136126238815
O1v_m1000_d50,O1,v,1000,50.0,True,True,False,281.5024740591263,6.163547802644744,1.7583092713013873,0.0034432376794966257,1.2565752469902605,1.188300858374019,1.4956257990972799,0.01344151730584281,0.2230157745236797,1.8363117209159199,0.01666450381005481,2.19682063995412
O1v_m1000_d60,O1,v,1000,60.0,True,False,False,220.66647822106094,6.043592670076427,1.7447433136082777,0.004358156543656942,1.2567682323220377,1.188599774849008,1.903577688364352,0.021157239702235094,0.30822567326431816,2.3440159338139175,0.026305414396137317,2.5855434316273325
O1v_m1000_d70,O1,v,1000,70.0,True,False,False,167.2787311346651,5.888315268739868,1.7273538326406737,0.005685229311780401,1.257006539602357,1.1889643710234616,2.485405607053955,0.03530626309330039,0.44587549008639027,3.069757879992408,0.044011375041817985,3.1447197223033676
O1v_m1000_d80,O1,v,1000,80.0,True,False,False,123.2905873549181,5.702837402759476,1.7053558348249502,0.007593084730937357,1.2574019691635383,1.1895682092071849,3.305488749152532,0.06161130492295931,0.6685583903892975,4.095184324386703,0.07698076463843445,3.939206806201483
O1v_m1000_d90,O1,v,1000,90.0,True,False,False,88.87654988453106,5.488259063318133,1.67856118311164,0.010304670980103965,1.2580601492420005,1.19034621519329,4.4440913016862025,0.1106284129222863,1.0266249436999786,5.522564398708007,0.1385181877252839,5.0499381101897205
O1v_m1000_d100,O1,v,1000,100.0,True,True,True,62.907596033851455,5.249504867820361,1.6492903251583848,0.014123018878288441,1.2589955755458677,1.191332914169781,6.002307317902409,0.20153110353700876,1.5969806918346736,7.480946459601242,0.2528327313678056,6.578612414443773
O1v_m1000_d110,O1,v,1000,110.0,True,False,False,43.65854661228769,4.986524476248796,1.6122636802946868,0.019509402986128053,1.2597767263575665,1.1923888192913925,8.12395552280476,0.3700611495205229,2.5030753177082077,10.150749896880997,0.4649784886041763,8.66926525315487
O1v_m1000_d120,O1,v,1000,120.0,True,False,False,29.766891793998855,4.713247055659931,1.572776444384894,0.026988429710974773,1.26090597585143,1.1937280378969584,10.93870835493231,0.6742349135876529,3.9050202467568385,13.701295291800397,0.8484987987311055,11.452188145628806
O1v_m1000_d130,O1,v,1000,130.0,True,False,False,19.876809485050675,4.422841451125039,1.5303289051931575,0.03727173877552119,1.2619279057754913,1.195061904387591,14.589367744013739,1.207329039345005,6.01830831583383,18.31177201316502,1.5213505585161367,15.070448864298534
O1v_m1000_d140,O1,v,1000,140.0,True,False,False,12.94593036750909,4.117409888826865,1.482942692473292,0.05116062233514939,1.2633043746541261,1.19663134439307,19.16994572166299,2.100491844621323,9.081542932114907,24.11112008034098,2.6506332047951537,19.618417036374
O1v_m1000_d150,O1,v,1000,150.0,True,True,True,8.220586933476143,3.8138430179800853,1.4311285601533774,0.069129719339729,1.2649659668932884,1.1985001200840135,24.588113078919648,3.4835063884731694,13.225835298258978,30.989793434416946,4.402732057956651,25.0046635410614
O1v_m1000_d160,O1,v,1000,160.0,True,False,False,5.033603280105764,3.502879152863413,1.3795882378223672,0.09160805478071242,1.2665793867158166,1.2004231827325804,30.682800184200154,5.467645656336906,18.48836273913009,38.74254234519704,6.9204486939882885,31.06845309571939
O1v_m1000_d170,O1,v,1000,170.0,True,False,False,2.9549684315168117,3.1906730277245754,1.321624858727221,0.11810187166049967,1.26859987069399,1.2026380045165945,37.103661872389324,8.052952705207232,24.651320565336576,46.94426290808686,10.210170417167879,37.460331518486555
O1v_m1000_d180,O1,v,1000,180.0,True,False,False,1.639846204273894,2.8919560874407924,1.2616173680813607,0.14720126976963796,1.270459160504589,1.204815030770894,43.409233015133,11.088689816136771,31.266465693477702,55.01929983595181,14.080884161288404,43.73970220524997
O1v_m1000_d190,O1,v,1000,190.0,True,False,False,0.8422495890154919,2.588185203515629,1.1994509166216658,0.1776234992433772,1.2726348225437243,1.2072752619056906,49.37633572123882,14.414623391827543,37.999423980113946,62.70328260622486,18.336700080089685,49.68348810173913
O1v_m1000_d200,O1,v,1000,200.0,True,True,True,0.38510618202830454,2.299629298466278,1.1347718891223368,0.2074900862906006,1.275153076193937,1.2099710735320297,54.81158805248812,17.82507598570594,44.504236507572884,69.75440820970941,22.720899933172507,55.09864287964961
O1v_m1000_d210,O1,v,1000,210.0,True,False,False,0.1516518443987802,2.019014825133326,1.0679104714094674,0.235928229391115,1.2776519420578534,1.2127680130363885,59.75345736531445,21.238307649198685,50.70765537094765,76.2018043483272,27.125480316439727,60.023259308691436
O1v_m1000_d220,O1,v,1000,220.0,True,False,False,0.04369202844014293,1.7420192177275056,0.9946157840096315,0.2645273787207517,1.2807184553756608,1.2159357053309734,64.62518189324871,24.891740665175572,57.078568717896225,82.6206591245389,31.868718322116777,64.87905670971477
O1v_m1000_d230,O1,v,1000,230.0,True,False,False,0.006910367842205254,1.481415991585825,0.9260876635150993,0.2928760230248902,1.2835820627564043,1.219133194505138,69.29069151915867,28.660869725861836,63.410167593159144,88.79089207172107,36.777101229949494,69.52989861677048
O1v_m1000_d240,O1,v,1000,240.0,True,False,False,2.5121490100861704e-05,1.234171277068048,0.8520475930025927,0.32401845179268896,1.2868778269109633,1.2227236096965308,74.33190270845319,33.02893768675074,70.4944405582643,95.50300175079097,42.49174917764469,74.55603775281105
O1v_m1000_d250,O1,v,1000,250.0,True,True,True,0.0,0.9978188339412841,0.7752334386505172,0.36061346909460223,1.2905219623723618,1.226470872342663,80.0138641547968,38.32258246320797,78.77303238607843,103.10256367180186,49.442549745892705,80.22142089009272
O1v_m1000_d260,O1,v,1000,260.0,True,False,False,0.0,0.7745371970533516,0.6933044559097229,0.4052123841897739,1.2945889322343227,1.230682611906739,86.63817298789905,44.98873645572224,88.80268425067719,111.99927225325749,58.22700116605039,86.82685828601589
O1v_m1000_d270,O1,v,1000,270.0,True,False,False,0.0,0.5647496925115002,0.6091248291525112,0.4600081513603376,1.2991699807110941,1.2352286568959543,94.30444363072354,53.36792371283838,100.89816636797897,122.35099029382798,69.31750819463376,94.47152964915362
O1v_m1000_d280,O1,v,1000,280.0,True,False,False,0.0,0.3712401603828357,0.5197662589826446,0.5288189345943871,1.3038311460224428,1.2401935086928357,103.3929074530223,64.22124155168177,115.88509426328665,134.635081437619,83.71528210698177,103.53478984386783
O1v_m1000_d290,O1,v,1000,290.0,True,False,False,0.0,0.2067512401483422,0.4224473254704011,0.6137987235584241,1.3098991152399286,1.2461674944602115,114.20065113045098,78.42054525618468,134.57696005778078,149.41310339756822,102.70229840611191,114.31364456865063
O1v_m1000_d300,O1,v,1000,300.0,True,True,True,0.0,0.08803249009907,0.3223748001701367,0.7090150532397833,1.3170879010785355,1.252965635548899,126.21652024047647,95.85280022809984,156.4139193781308,166.05281139856203,126.2231436434612,126.29934632576804
O1v_m1000_d310,O1,v,1000,310.0,True,False,False,0.0,0.019399339450293686,0.21758019586768867,0.8084208117015748,1.3252555002786641,1.260912695710942,139.52123046696158,117.17621508022923,181.8277862562227,184.70789649938064,155.26186175638904,139.57443374259913
O1v_m1000_d320,O1,v,1000,320.0,True,False,False,0.0,0.0,0.11640115180533829,0.8957353710920978,1.3357700909954413,1.270519361919595,153.0010810665713,140.94773154113494,208.8382212343308,204.17162771408812,188.24368847841066,153.02949172803355
O1v_m1000_d330,O1,v,1000,330.0,True,False,False,0.0,0.0,0.05256219338101063,0.9500626246016192,1.3506684524499242,1.283192794927698,162.2601727861197,158.53600608775253,228.0955556243184,218.94606412725733,214.09626717607222,162.2736341561272
O1v_m1000_d340,O1,v,1000,340.0,True,False,False,0.0,0.0,0.022744110122549833,0.9777616806614271,1.3700411691285743,1.2988636309626687,166.98084880044183,167.8959153689642,238.12695533261638,228.54417234019093,229.98813626521735,166.9868122168544
O1v_m1000_d350,O1,v,1000,350.0,True,True,True,0.0,0.0,0.011592813022405711,0.9885400401493867,1.4023467122223663,1.3225482862297802,168.81775456281585,171.6093868478449,242.06849239719733,236.4943596848323,240.616087435931,168.82082155491986
O1v_m1000_d360,O1,v,1000,360.0,True,False,False,0.0,0.0,0.004738753404971668,0.9952835964683233,1.4547007034113455,1.3605563207120848,169.96702169668907,173.95301220409874,244.54528395517133,246.97208683201478,253.00431553440063,169.9682823790379
O1v_m1000_d370,O1,v,1000,370.0,True,False,False,0.0,0.0,8.741414632472145e-06,0.9999912586617792,1.5282664758020146,1.4183627033392787,170.7693199831708,175.59832581372464,246.27920295712306,260.6565772427879,268.3082107328529,170.76932231771286
O1v_m1000_d380,O1,v,1000,380.0,True,False,False,0.0,0.0,0.0,1.0,1.5893344427407767,1.4841065369491375,170.77080971437817,175.60138794164075,246.2824262730936,271.0499730172389,279.03040324934165,170.77080971437817
O1v_m1000_d390,O1,v,1000,390.0,False,False,False,inf,inf,inf,0.0,1.3144104256394733,1.5121119690208198,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
O1v_m4000_d0,O1,v,4000,0.0,True,True,False,402.6636238692055,5.607412125285004,1.6242292537633616,0.0024337102044624972,1.2654444678910837,1.1973163031457597,1.0377077529581156,0.006909898054206361,0.13982579274992757,1.2763822613689018,0.008577256294318238,1.7653967426692203
O1v_m4000_d10,O1,v,4000,10.0,True,False,False,398.87588952912944,5.6340770528439075,1.6292044553697789,0.002456162587972355,1.2650548540152773,1.1969293460707493,1.0480092690672453,0.007032401298371474,0.14154043970387245,1.2888629308412716,0.008728299379239076,1.7750298902628279
O1v_m4000_d20,O1,v,4000,20.0,True,False,False,377.22240932658417,5.6396377620490075,1.6331280235388557,0.0025940661895677898,1.2647625532419173,1.1966598222141562,1.1112586313303106,0.007808902716521688,0.1522317172578395,1.367391195109579,0.009699404941357244,1.834266314196601
O1v_m4000_d30,O1,v,4000,30.0,True,False,False,339.21652064603126,5.615676603552911,1.6311275981890696,0.0028780015860324503,1.2645672699655328,1.1965209737744031,1.2408850024843252,0.00953224287522592,0.17500755768776305,1.5288166296571943,0.011858530169782576,1.9560831363166569
O1v_m4000_d40,O1,v,4000,40.0,True,False,False,290.0857211600813,5.558525706296084,1.6263442650156092,0.0033526604021094524,1.2646313024688225,1.1965873643928446,1.4558460827794666,0.012784124474226093,0.21523792775023987,1.7972921012493848,0.015940171327753203,2.159172934551984
O1v_m4000_d50,O1,v,4000,50.0,True,True,True,236.75610670583703,5.473160112837487,1.6164914092496727,0.00408420389733324,1.264643609879086,1.1967267318225876,1.7834789897667058,0.018696011820466894,0.28210930185798777,2.207124564924019,0.02336852245012801,2.4708443520381804
O1v_m4000_d60,O1,v,4000,60.0,True,False,False,185.57796797402142,5.3596061303778555,1.6024546417013075,0.005166889797830247,1.2648619313578793,1.1970456433816554,2.2615954215671747,0.02941870590437087,0.39077927556114006,2.8067488204134414,0.0368639928413581,2.9291753646878647
O1v_m4000_d70,O1,v,4000,70.0,True,False,False,140.71102008529158,5.218775909960858,1.5854403883151977,0.0067333158829395645,1.2652859729667725,1.1975692174210015,2.9416887238017035,0.049008508214382455,0.5658311919552588,3.6618803145164085,0.06156037763572675,3.586157110490457
O1v_m4000_d80,O1,v,4000,80.0,True,False,False,103.90288137056899,5.053077792887747,1.5648542171081308,0.00896693603361284,1.2661644074866787,1.1984220510500205,3.892119780705162,0.08502075233855745,0.8462932209543489,4.860826385506996,0.10705486959784045,4.5107716464788865
O1v_m4000_d90,O1,v,4000,90.0,True,False,False,74.98383221225365,4.859357640263898,1.5385485390297713,0.012138612507145199,1.2664337229203335,1.1989971524211256,5.209467971785697,0.15177151016912557,1.2957378540507176,6.5228859658964735,0.19141077722296368,5.800068441868159
O1v_m4000_d100,O1,v,4000,100.0,True,True,False,53.13760179848397,4.644267985824855,1.5076200443146603,0.016586638945570123,1.267298221503247,1.2000141216680145,7.002601535126021,0.27440632694290357,2.006404743768885,8.792109970674813,0.34667727248108715,7.56358237840148
O1v_m4000_d110,O1,v,4000,110.0,True,False,False,36.97396439042979,4.41594724126077,1.4767488112095128,0.02279635581791484,1.2682814066175079,1.2011691064216266,9.412092640021617,0.4975257050922671,3.1174767574477973,11.847052776467567,0.6295461804856377,9.942231439959082
O1v_m4000_d120,O1,v,4000,120.0,True,False,False,25.2879074008316,4.167607032271163,1.4394674748797007,0.03135289441094578,1.2694265202415718,1.202463626744601,12.575905245558276,0.8932187030978432,4.81273871057593,15.866212370244694,1.1319167981712792,13.074450503628938
O1v_m4000_d130,O1,v,4000,130.0,True,False,False,16.943151598896048,3.9056623096091854,1.3986556587086791,0.04301543430818414,1.2707721524303928,1.2039766922176967,16.629735637828393,1.5727781556149647,7.326979993406698,21.026900174873383,1.9960339945573387,17.09618367395519
O1v_m4000_d140,O1,v,4000,140.0,True,False,False,11.116276992830436,3.6391037053156907,1.3553282345870366,0.058442932080211944,1.2720917598231227,1.2055311692142294,21.592486575451932,2.6720461276074596,10.864112385769209,27.354605543734706,3.3956776691915187,22.026982029305223
O1v_m4000_d150,O1,v,4000,150.0,True,True,True,7.113511438776626,3.366419695677267,1.3077136047269011,0.07820048338816005,1.2737275029267223,1.2073801884033732,27.38565057428908,4.332332453929467,15.559051678111182,34.76193940365602,5.513852954715268,27.78882088991188
O1v_m4000_d160,O1,v,4000,160.0,True,False,False,4.414323312642363,3.0968098028917512,1.2571691953825799,0.10237193405474737,1.2754498930255098,1.2093449788223487,33.76078516223973,6.634344769293964,21.355957222880875,42.934013876910285,8.456361116133436,34.13391843985376
O1v_m4000_d170,O1,v,4000,170.0,True,False,False,2.6330758943089236,2.826835358729606,1.2053438900476299,0.13045880160975087,1.2772556173882637,1.2114212299099958,40.37082589457704,9.551344217562301,27.997540946540294,51.43213029160857,12.192986163908474,40.71580519586026
O1v_m4000_d180,O1,v,4000,180.0,True,False,False,1.4955718907826105,2.5585043179520244,1.1498691863271815,0.16118775010430858,1.2795283380345701,1.2138403533130147,46.85358300808354,12.938069819653734,35.08152523358066,59.81369986136838,16.546990050239003,47.17291799811324
O1v_m4000_d190,O1,v,4000,190.0,True,False,False,0.7937076456702327,2.2955386153469695,1.0949055412951516,0.19289558603472168,1.2818122493962245,1.2163288291075172,52.902941793993676,16.568029859473025,42.163286953282544,67.67046407839165,21.228405331297182,53.19953470945627
O1v_m4000_d200,O1,v,4000,200.0,True,True,True,0.3860359574539278,2.0417485504365325,1.0345203610643747,0.22409943501556873,1.2844745658521428,1.219049147256953,58.46375386025882,20.30080287594516,49.046227958259074,74.94997396570201,26.06615734503212,58.74054654208322
O1v_m4000_d210,O1,v,4000,210.0,True,False,False,0.16360627609329018,1.7993704906715708,0.974882382109406,0.25394509102385604,1.2869715432308269,1.221857541553374,63.509753752589404,24.014719551023397,55.58457362496033,81.58646090834009,30.895619030636478,63.76938083244407
O1v_m4000_d220,O1,v,4000,220.0,True,False,False,0.056160678496314564,1.5657633165424263,0.912309555034686,0.28294677921871464,1.2898056073076767,1.224865329113365,68.2967901013533,27.82246856498162,62.03158514795951,87.93730369266,35.874015909977274,68.5410255816421
O1v_m4000_d230,O1,v,4000,230.0,True,False,False,0.011786997549180165,1.3433923978269242,0.8487864453043777,0.3121131902541172,1.293252649557024,1.2283022194780597,73.01483866665967,31.846235356589624,68.61001575576009,94.27065653498148,41.17271949894145,73.24462297323556
O1v_m4000_d240,O1,v,4000,240.0,True,False,False,0.0009358723766118933,1.1309643640515115,0.783865802364912,0.34296304528395705,1.2962694674761654,1.2316323170165884,77.90060363295419,36.29671151556415,75.64949288573021,100.82074183706254,47.03683271830337,78.11602106512063
O1v_m4000_d250,O1,v,4000,250.0,True,True,True,0.0,0.9300503386308899,0.7150477036094564,0.3780578201755499,1.3000651778418144,1.235433846084638,83.31592592717061,41.567200562465324,83.7136779545528,108.15271262583151,54.0254581464216,83.51594602678642
O1v_m4000_d260,O1,v,4000,260.0,True,False,False,0.0,0.7449914537872151,0.6474404438990463,0.41798472966654027,1.3037827916147744,1.2393728236782566,89.1880832538083,47.68521786667941,92.76028369364886,116.11444354367093,62.15532745008927,89.37159399574844
O1v_m4000_d270,O1,v,4000,270.0,True,False,False,0.0,0.5702155494215579,0.5772729655978378,0.4656602319435306,1.3080521714889368,1.2436476833550978,95.87540084305503,55.16145940390667,103.4313739444577,125.23807529053411,72.13679693458037,96.04034485893673
O1v_m4000_d280,O1,v,4000,280.0,True,False,False,0.0,0.4078100229700774,0.5018930280806885,0.5236416203292837,1.3130429961062289,1.2485022791938813,103.67712920352722,64.56589121254213,116.35741421321495,135.95542182774162,84.75880914659452,103.82084675506245
O1v_m4000_d290,O1,v,4000,290.0,True,False,False,0.0,0.2641623865567532,0.425895581326803,0.5916956808601604,1.3186083668671367,1.2538925144205348,112.38667223078096,75.93145893366776,131.37047497285272,148.0112619744532,100.10290977581909,112.5069792198309
O1v_m4000_d300,O1,v,4000,300.0,True,True,True,0.0,0.14668100879885168,0.34672903199041916,0.6696084616328799,1.3245202383562946,1.2596724992057668,122.12638714665565,89.72005485190465,148.85648948505275,161.57012114919095,118.81283833423015,122.22145744466485
O1v_m4000_d310,O1,v,4000,310.0,True,False,False,0.0,0.062394388070792214,0.26453927832386376,0.753617174185541,1.3317248530445582,1.266519074020641,132.77508781170053,106.0969788912454,168.78233987240685,176.62425242528627,141.26620638907488,132.8444161836847
O1v_m4000_d320,O1,v,4000,320.0,True,False,False,0.0,0.0149652902454788,0.18251766889523774,0.8350849524552522,1.3400868709003229,1.2742784727023346,143.81572763551404,124.51261757553146,190.29784027739547,192.52236760996357,166.82909428234697,143.86125057286029
O1v_m4000_d330,O1,v,4000,330.0,True,False,False,0.0,0.0,0.10492369000333109,0.9050398765520045,1.350348617735576,1.283561470598357,154.58688877828394,143.88745419463095,212.09649355568087,208.5344022360793,194.26651741820822,154.61271503011483
O1v_m4000_d340,O1,v,4000,340.0,True,False,False,0.0,0.0,0.05328993250049263,0.9494062072975641,1.3630577411640037,1.2946244260358573,162.148300363519,158.3174001707042,227.85955364273516,220.7963402627939,215.7612898348479,162.16194039914637
O1v_m4000_d350,O1,v,4000,350.0,True,True,True,0.0,0.0,0.024882398958987455,0.975721703305412,1.380006616204485,1.308545046692397,166.6331836177686,167.19757126981912,237.38334370208958,229.72240896078782,230.6966777876351,166.63969654265992
O1v_m4000_d360,O1,v,4000,360.0,True,False,False,0.0,0.0,0.013007948366827173,0.9871590855848676,1.403123705147402,1.3262670073285692,168.5824055352669,171.13137932183474,241.5623094393622,236.2948843516229,240.07870186326414,168.58584297867134
O1v_m4000_d370,O1,v,4000,370.0,True,False,False,0.0,0.0,0.007218782891418032,0.9928329544543489,1.436095072005659,1.351486895224662,169.5493728021841,173.0995242784907,243.64425242288092,243.22148239844793,248.5440786328932,169.5512893901785
O1v_m4000_d380,O1,v,4000,380.0,True,False,False,0.0,0.0,0.0021737161774623343,0.9978309986159352,1.4867804267469413,1.3896611180034337,170.40116024605322,174.84237943690906,245.48304252909963,253.05024199415453,259.90365718508747,170.40173974625077
O1v_m4000_d390,O1,v,4000,390.0,True,False,False,0.0,0.0,1.3214345212599106e-07,0.9999998678565654,1.543415199881768,1.4398571671757376,170.77078719400203,175.6013416510364,246.28237754588875,263.23647460342795,270.97144074982964,170.77078722929323
O1v_m4000_d400,O1,v,4000,400.0,True,False,False,0.0,0.0,0.0,1.0,1.5694266271370938,1.4870476247401352,170.77080971437817,175.60138794164075,246.2824262730936,267.6625261837555,275.53655389066455,170.77080971437817
