name,op,tau,mass,delta,physical,on_LZ_grid,distinct,N_lo,N_L2,N_M,f_hi,rho,rho_sig32,B_logu,B_flat,B_jeff,B_logu_rho,B_flat_rho,Bmu_logu
O1s_m1000_d0,O1,s,1000,0.0,True,True,False,2747.0446299064556,81.27382512036294,9.59538557044441,0.00035224739324586743,0.36185089800981296,0.4723323215439696,0.06596929993520466,0.00020630816300820266,0.014997400104182086,0.035067767330390874,0.00016377756159320495,0.8623990524369681
O1s_m1000_d10,O1,s,1000,10.0,True,False,False,2735.7499536150053,81.8675285100623,9.630895846050143,0.00035357573535226895,0.36142848263333993,0.4718355119637142,0.06649065869832717,0.00020734352244297598,0.015049717531634189,0.03531452767009976,0.00016423880724213,0.862968263583606
O1s_m1000_d20,O1,s,1000,20.0,True,False,False,2611.717881938453,81.78520629782574,9.644562154088002,0.00036980229236212065,0.36122998210907725,0.4716285909679506,0.0729610135628358,0.0002205146285947622,0.015694669975388636,0.03861133980489119,0.00017044012657073675,0.869974184838299
O1s_m1000_d30,O1,s,1000,30.0,True,False,False,2385.8684362416607,81.0479290777508,9.654174738097876,0.0004036212022349879,0.3609704913740946,0.4713753792875532,0.08683772712826393,0.00025067334734816215,0.0170568400859659,0.0456332330643992,0.0001845819745999261,0.8845668553121446
O1s_m1000_d40,O1,s,1000,40.0,True,False,False,2088.256803429344,79.60653910433075,9.642189111707339,0.0004590302780845913,0.3609889694997032,0.471474781325997,0.11046956952026205,0.0003074439714912904,0.019341594500586142,0.05746754424276952,0.00021102289946044086,0.9084479402215782
O1s_m1000_d50,O1,s,1000,50.0,True,True,True,1756.233630748496,77.45423611285288,9.621681267912244,0.0005422083299489125,0.3611415799032661,0.47169828578249434,0.14735566873508388,0.00040826011111214674,0.02289446504039263,0.07563074960082675,0.00025737837688814743,0.9442249405412774
O1s_m1000_d60,O1,s,1000,60.0,True,False,False,1428.4706422792638,74.68292555445333,9.586097050544168,0.0006606155755827795,0.3614047337580715,0.4720651117017736,0.20150743895305154,0.0005810818096119122,0.02820239252855655,0.10172574781575086,0.00033537884569531944,0.9950079225343995
O1s_m1000_d70,O1,s,1000,70.0,True,False,False,1130.4111106231062,71.20650483317003,9.53677620476403,0.0008249774177938499,0.3616987102003448,0.47253664931884504,0.27802348323566645,0.0008736112651524299,0.03603691308013236,0.13766003696266155,0.00046430847789463004,1.0652158043008653
O1s_m1000_d80,O1,s,1000,80.0,True,False,False,874.8047940247588,67.30699606774552,9.470364387782356,0.0010497782215388904,0.3622891081373766,0.4733432725598379,0.38310560004306554,0.0013671299437932887,0.047571364477076175,0.1857140490005714,0.0006763964314503973,1.160715924155789
O1s_m1000_d90,O1,s,1000,90.0,True,False,False,665.1022933248776,62.87925530526533,9.38987804855865,0.0013543319308794769,0.3630272284713612,0.47425361863509236,0.524378559676645,0.0022006464422539883,0.06456862244110756,0.2485403626902527,0.0010255137334046008,1.2891464834025
O1s_m1000_d100,O1,s,1000,100.0,True,True,False,498.3914834364485,58.10855301840304,9.301198322810846,0.0017642869116053837,0.3638722127778398,0.47538761475002345,0.7113917479986647,0.0036114831924267225,0.08965324966284667,0.32947510568305033,0.001602614058511982,1.460328532209489
O1s_m1000_d110,O1,s,1000,110.0,True,False,False,367.6399586514776,53.114998252862996,9.189099386423758,0.002320486813548915,0.3650057102968211,0.476738740753529,0.9592802074759209,0.006036212647026571,0.1271873199095855,0.43423923662084685,0.002575448640527253,1.689598876203053
O1s_m1000_d120,O1,s,1000,120.0,True,False,False,267.10490096221974,47.931965428126595,9.065963465410782,0.0030759498477564277,0.36620783574527693,0.4783006910241978,1.2863960367087366,0.010229159166491367,0.1835978888438935,0.5694805203632045,0.004230582565357842,1.995669068394541
O1s_m1000_d130,O1,s,1000,130.0,True,False,False,190.69656592923982,42.62905551435738,8.928830070283366,0.004110921686228374,0.36764906610842835,0.48006454586416136,1.7194311248138174,0.01756002941172005,0.2691698336009164,0.7454827678722489,0.007091179434385673,2.405450782943196
O1s_m1000_d140,O1,s,1000,140.0,True,False,False,133.4376447299892,37.47310471615236,8.779300397222052,0.005534339056671238,0.36918148793089606,0.48201323766628723,2.2911333263160873,0.030413003479700294,0.3991528045987395,0.974568489945435,0.012064105125474713,2.9519914843842368
O1s_m1000_d150,O1,s,1000,150.0,True,True,True,91.45636129792449,32.5031818947423,8.612869137788458,0.007486575877105684,0.3709589154155902,0.48422140629764415,3.037593643251132,0.0527414969717415,0.5947466288377986,1.2710339830910735,0.020665091146618037,3.671801261101111
O1s_m1000_d160,O1,s,1000,160.0,True,False,False,60.729724924832745,27.712485807219682,8.432246773192256,0.010217170296411752,0.37295595564849315,0.4868146878581402,4.019694474634381,0.09186925905033969,0.8915725101415944,1.6589706560936752,0.03571195950137492,4.625563035732974
O1s_m1000_d170,O1,s,1000,170.0,True,False,False,39.019754890904274,23.178389589182935,8.240234132963911,0.01399807805572605,0.3752880234245577,0.48956262558265873,5.278432298405724,0.15851649852652544,1.3299619228497548,2.1559181432083405,0.061385115252309386,5.8548286936254925
O1s_m1000_d180,O1,s,1000,180.0,True,False,False,23.85272549937303,19.101110539094982,8.033211284495836,0.019235560615466565,0.3774325883425839,0.4924410119749474,6.860192359370079,0.26901555602534055,1.962470468841759,2.778913706562519,0.10399367871006712,7.406140125274199
O1s_m1000_d190,O1,s,1000,190.0,True,False,False,13.646256574382324,15.284868761132296,7.808807353846707,0.026497132579197582,0.38039799240791117,0.49596309964886737,8.80021547604912,0.44589818414087207,2.848289250247438,3.55085385913848,0.17276269851053905,9.314805778321393
O1s_m1000_d200,O1,s,1000,200.0,True,True,True,7.077138142771491,11.909826114520024,7.588236298906002,0.03626446879187793,0.3832515010765989,0.4994792204764266,11.039072214634635,0.7074869108286573,4.004888767880811,4.4462744617569285,0.2750777933851253,11.522245929408253
O1s_m1000_d210,O1,s,1000,210.0,True,False,False,3.1802940498158714,8.88547758720477,7.343144181062268,0.0489981931874093,0.3863444782477879,0.5034087456406745,13.492219787661364,1.0652897645335109,5.4199958625930655,5.438763854133769,0.4163584392177566,13.944530484673184
O1s_m1000_d220,O1,s,1000,220.0,True,False,False,1.0721335872678,6.283684151088521,7.072098234130969,0.06481756847673444,0.39005057765126555,0.5078572757149384,16.02665728616889,1.5129459366301647,7.027996410699623,6.485948439485174,0.5957878595406513,16.44949479733558
O1s_m1000_d230,O1,s,1000,230.0,True,False,False,0.1998833972183319,4.091557584077065,6.795651970833101,0.08273287911001821,0.393759183338361,0.512701386041634,18.429787236255088,2.009838246458676,8.677008041241965,7.498307792312261,0.797870846924195,18.82615822857585
O1s_m1000_d240,O1,s,1000,240.0,True,False,False,0.000907502347292658,2.394564182986354,6.501284791972001,0.10104320564955903,0.39839455712414884,0.5183350938962047,20.59475128824691,2.5167448378496355,10.25750118667312,8.450820111973885,1.009847398559473,20.968794578739637
O1s_m1000_d250,O1,s,1000,250.0,True,True,True,0.0,1.2839980352760803,6.199683626306502,0.11787335261863842,0.4030986193558907,0.5241875728443206,22.478154126518927,3.002836659725746,11.700919900783896,9.310012029022241,1.218230114473404,22.834520340632594
O1s_m1000_d260,O1,s,1000,260.0,True,False,False,0.0,0.683233616597836,5.848971612156301,0.1327632439146118,0.4089660120610015,0.5313748824245594,24.2643549826243,3.5024629011836947,13.125991091808524,10.174320177461393,1.440719749346267,24.60675374182501
O1s_m1000_d270,O1,s,1000,270.0,True,False,False,0.0,0.38263374703895725,5.476725974245778,0.14578620172039955,0.41535780115004417,0.5393912933571958,26.014811855389866,4.02895419859014,14.574172680518537,11.057710594775768,1.6822974414331906,26.346005981511446
O1s_m1000_d280,O1,s,1000,280.0,True,False,False,0.0,0.2323465126668034,5.059108110062935,0.15894575419604942,0.4230010578945346,0.5491759567593573,27.998948204046897,4.670195222609331,16.27574570961137,12.096655206489952,1.984891567339305,28.319605618565227
O1s_m1000_d290,O1,s,1000,290.0,True,False,False,0.0,0.14088381796424285,4.578779635329247,0.17483546159069574,0.43250507322652504,0.5610803963716076,30.534926497738834,5.55883969038934,18.540332070684936,13.460186221455828,2.4143078150208233,30.8437300442664
O1s_m1000_d300,O1,s,1000,300.0,True,True,True,0.0,0.07533815982779925,4.054855554883663,0.19492441330867818,0.44375267996179574,0.5755981472915499,33.80399193290868,6.818829725407729,21.601897710696335,15.25475008613256,3.036819976206448,34.098924800199626
O1s_m1000_d310,O1,s,1000,310.0,True,False,False,0.0,0.0242368465109257,3.418941768218757,0.22506410088599121,0.4592344284465061,0.5955515216941286,38.7695064250275,8.979425877415684,26.542608313132,18.058551374082096,4.135875128405353,39.04548113475953
O1s_m1000_d320,O1,s,1000,320.0,True,False,False,0.0,0.0,2.682007881342254,0.2715909450023926,0.4809549883249584,0.6237502931983385,46.57721741328213,12.978813449041818,34.97060792587861,22.654838582066407,6.256321962915447,46.82717893371948
O1s_m1000_d330,O1,s,1000,330.0,True,False,False,0.0,0.0,1.918725354816926,0.34261531265682377,0.5154959079678743,0.6673273788613268,58.69697238239991,20.645749635752164,49.50673060588793,30.505369095063564,10.659399379909745,58.91244605195873
O1s_m1000_d340,O1,s,1000,340.0,True,False,False,0.0,0.0,1.1761775733263147,0.45952132411303526,0.572531769332492,0.7383281436035549,78.6375512195975,37.123243458786355,76.83274374071128,45.25284445910103,21.27387938600045,78.80477910377047
O1s_m1000_d350,O1,s,1000,350.0,True,True,True,0.0,0.0,0.5398646927042132,0.6494077075329671,0.6848658036169185,0.8648838322637039,111.01374140162108,74.11588705432868,128.98805359301204,76.2098839663722,50.77990162691949,111.11520637729103
O1s_m1000_d360,O1,s,1000,360.0,True,False,False,0.0,0.0,0.1550256746569119,0.8657816202198617,0.8998480185360102,1.082335983676,147.89585990573164,131.68832130065204,198.46298185061036,133.14390904956866,118.5081458836956,147.9326623941142
O1s_m1000_d370,O1,s,1000,370.0,True,False,False,0.0,0.0,0.0003746711819731336,0.9996254691439453,1.2371698845980044,1.38626052316431,170.70698077343016,175.47021163518002,246.1443326173336,211.04787961577495,217.06275443333172,170.7070808057074
O1s_m1000_d380,O1,s,1000,380.0,True,False,False,0.0,0.0,0.0,1.0,1.4080929864141039,1.4989085520815175,170.77080971437817,175.60138794164075,246.2824262730936,240.21053741305684,247.2222752980506,170.77080971437817
O1s_m1000_d390,O1,s,1000,390.0,False,False,False,inf,inf,inf,0.0,1.2112238484846714,1.474910045860966,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
O1s_m4000_d0,O1,s,4000,0.0,True,True,False,2379.932380456065,72.48338309985867,9.167552291472154,0.0004060776313900638,0.3682896544231072,0.47946321384741014,0.08790954254546246,0.00025309742437293277,0.017161299256880244,0.046652064691578184,0.00018648858865377615,0.8857057523764151
O1s_m4000_d10,O1,s,4000,10.0,True,False,False,2362.5823305846866,72.83509791989988,9.187556487199704,0.00040889677856269116,0.36797382088918457,0.47914048503968326,0.08908878272541292,0.00025578944047117735,0.017275980683237616,0.04723217775132519,0.0001877304579211876,0.8869191366064428
O1s_m4000_d20,O1,s,4000,20.0,True,False,False,2251.7752074295513,72.64845613618394,9.205541789673628,0.00042833354337643795,0.36770949255731583,0.47886729571726466,0.09730589426270878,0.00027501110075619573,0.01807239707625519,0.051386375599233175,0.00019678425423553546,0.8953015020110278
O1s_m4000_d30,O1,s,4000,30.0,True,False,False,2055.268739991579,71.92106983369149,9.204973807942542,0.0004678592872301146,0.3675595435821639,0.47877676540361447,0.11437367918705299,0.00031742232043159807,0.019717306547618794,0.05997136290373578,0.00021668879742521452,0.9123391177752611
O1s_m4000_d40,O1,s,4000,40.0,True,False,False,1797.7088463523294,70.6078580166487,9.197090278074993,0.0005323357235116213,0.3676185589598746,0.47883827696561476,0.1429879806956152,0.0003955724771246689,0.022472400807504348,0.07420502344248768,0.0002530482675556653,0.9400918109948316
O1s_m4000_d50,O1,s,4000,50.0,True,True,False,1511.252095249945,68.57392751256076,9.168089384328763,0.0006289331465824013,0.3678205428987876,0.4791677314923171,0.1870037218116993,0.0005319583305046775,0.02676452140560193,0.0957330347506468,0.00031559216156300224,0.9815811036179618
O1s_m4000_d60,O1,s,4000,60.0,True,False,False,1229.0983118894658,66.03850370214596,9.127059214936883,0.0007661286114642594,0.3681666114963677,0.4796256266495695,0.2507043052155762,0.0007626758892010689,0.033188070501383525,0.1262352670570279,0.00041936273652788935,1.0403185618986526
O1s_m4000_d70,O1,s,4000,70.0,True,False,False,973.3580240533448,62.976587790490335,9.07647915797332,0.0009556473632581859,0.3686683538998596,0.48027767251284037,0.33939187373624013,0.0011487754647008634,0.04265863734761684,0.16768681594868698,0.0005891033370602838,1.1210947694578193
O1s_m4000_d80,O1,s,4000,80.0,True,False,False,755.5838102912927,59.557796435538066,9.023263424333182,0.0012118790270565052,0.36939001376621494,0.4810628995393915,0.4589133119416606,0.0017897204770359555,0.05647785909614583,0.2221581452370076,0.0008643075648587141,1.2296395648388432
O1s_m4000_d90,O1,s,4000,90.0,True,False,False,574.5155412196474,55.49106842421546,8.936125842309263,0.0015626398184523309,0.37006510970964995,0.4820853240636808,0.620527017284256,0.002881319970156724,0.07710208262278515,0.2938355697866864,0.0013218492569959893,1.3770582030142042
O1s_m4000_d100,O1,s,4000,100.0,True,True,True,430.9169542734228,51.245457956983266,8.838653702022926,0.0020325159216979,0.3710178461350896,0.4833052634308603,0.8328186401338954,0.004718437821299749,0.10744323605498846,0.3857685306155389,0.0020765166236140237,1.5724350812706334
O1s_m4000_d110,O1,s,4000,110.0,True,False,False,318.3179655595011,46.847248111894004,8.739744885406484,0.0026673426882629263,0.37209113917704384,0.48467085424816037,1.1124737489245131,0.007855840731151522,0.1526596199853249,0.5042103014843666,0.0033433540594687188,1.8326462137155088
O1s_m4000_d120,O1,s,4000,120.0,True,False,False,232.02664978500798,42.24079314041301,8.62109310175645,0.0035225092706958313,0.3734353890112944,0.4863514470596777,1.4780857504669862,0.013217844942310254,0.2199951479499171,0.656343255262215,0.0054813642936913185,2.1767110435207755
O1s_m4000_d130,O1,s,4000,130.0,True,False,False,166.20172443530294,37.68604799711747,8.48955942051923,0.004686533435000506,0.3749355319213084,0.4881967224051198,1.9585050386856178,0.022483276137002413,0.3212445965998614,0.8533192255263681,0.009141318210158301,2.6336230566131373
O1s_m4000_d140,O1,s,4000,140.0,True,False,False,116.87926409590345,33.06534387754284,8.337400635359835,0.0062781729633758126,0.37660304368746067,0.49032061896521606,2.588571345488202,0.03853282144095098,0.473672060113145,1.1088357550091248,0.015442800037630775,3.2384665745370294
O1s_m4000_d150,O1,s,4000,150.0,True,True,False,80.57304439853492,28.711715194286697,8.17883394729371,0.008441411999386713,0.37852944465432564,0.49267551609944255,3.402521279333574,0.06593737361374233,0.6999092093623741,1.4368566355488808,0.02617552498213452,4.0259298736469695
O1s_m4000_d160,O1,s,4000,160.0,True,False,False,54.10863922659552,24.49878717697782,7.999869450918896,0.011414574439792196,0.38056099294751977,0.49530751935887013,4.453917056673082,0.11266385801137291,1.0355110674724441,1.8587461487779413,0.04446111795453922,5.049536568888998
O1s_m4000_d170,O1,s,4000,170.0,True,False,False,35.174403637491444,20.623027312253097,7.822010204956904,0.015475218945424817,0.38295372543890704,0.49815306804786846,5.781124679312502,0.1902032940213232,1.521054500099184,2.3920134282418557,0.07489058052705387,6.348023760330435
O1s_m4000_d180,O1,s,4000,180.0,True,False,False,21.91759624105071,17.01128998903026,7.622481281598855,0.021029889408635292,0.38550460947575454,0.5013345044712815,7.4287289759875375,0.3157456586309531,2.209132476665547,3.055638559909437,0.12435036157353907,7.9660532128521915
O1s_m4000_d190,O1,s,4000,190.0,True,False,False,12.90404981146035,13.7399820571234,7.425847403530104,0.02851449793256515,0.38810851558283826,0.5046456996020704,9.392570037787813,0.5084510712821187,3.139405274936292,3.8498776966244312,0.200649557926035,9.899916018491743
O1s_m4000_d200,O1,s,4000,200.0,True,True,False,7.0220196700632185,10.783738749940925,7.1950330678941885,0.03846036765709362,0.39140865994538343,0.5086295169913645,11.656459893776475,0.7893722127396862,4.3446891023428895,4.778302681285588,0.31306621186356237,12.133704438985601
O1s_m4000_d210,O1,s,4000,210.0,True,False,False,3.3772796990161025,8.19910294241626,6.960095429528398,0.05118629859321529,0.39481767435011705,0.5128407414278288,14.108384616406614,1.16516822107903,5.794653500144457,5.7958483832477246,0.46496988749864254,14.556185659281688
O1s_m4000_d220,O1,s,4000,220.0,True,False,False,1.3372442080613582,5.971857669212949,6.721476430353738,0.0665310395603673,0.3984359914951955,0.5173050584154014,16.585851408763585,1.6203294274520583,7.397884040098681,6.841920004842522,0.6513784589330601,17.00593205251795
O1s_m4000_d230,O1,s,4000,230.0,True,False,False,0.3393053448952202,4.083082521356764,6.472906577288584,0.08406685557439263,0.40221298290414464,0.5220194585824066,18.98028376341763,2.1315335862997355,9.067570512827707,7.873873787510208,0.8639109191179005,19.374924914931498
O1s_m4000_d240,O1,s,4000,240.0,True,False,False,0.030234474162073765,2.562533844568375,6.205333965706627,0.10206057979088064,0.4068666222759616,0.5276140340097883,21.155752150824895,2.6556792568517116,10.678704385700872,8.8516407754409,1.087790397685231,21.528689750819613
O1s_m4000_d250,O1,s,4000,250.0,True,True,True,0.0,1.4682195344499238,5.916603396423122,0.1192631028996432,0.41182614155348163,0.5337458353767369,23.12622511233625,3.178832517515425,12.210414410878213,9.77106578742752,1.3170260589024265,23.48125548427871
O1s_m4000_d260,O1,s,4000,260.0,True,False,False,0.0,0.8105115601235049,5.618093723924194,0.1346147711128784,0.41727893469087934,0.5404982459831973,24.909574401886033,3.6918592338458978,13.653355675902965,10.643218307872713,1.5489692400413917,25.25034682177725
O1s_m4000_d270,O1,s,4000,270.0,True,False,False,0.0,0.4549772686665254,5.293238682272251,0.1481873145836249,0.42378595173361505,0.5484485725568794,26.645275399839047,4.227420918013156,15.107812894584045,11.541851314729389,1.8004465455823937,26.974503887629613
O1s_m4000_d280,O1,s,4000,280.0,True,False,False,0.0,0.27200306764183035,4.938366935678452,0.16102100188319934,0.4305425699436453,0.5572236036924082,28.489980263975923,4.83614755470925,16.706399777931487,12.516872805968575,2.0916022656382567,28.80904491865403
O1s_m4000_d290,O1,s,4000,290.0,True,False,False,0.0,0.1745964202495069,4.560719350085894,0.17435831609695657,0.4389554687239821,0.5675791392805406,30.567210168203356,5.570623923853822,18.569758174518018,13.668493942470153,2.4552332932598566,30.876360716167962
O1s_m4000_d300,O1,s,4000,300.0,True,True,True,0.0,0.10774351588354807,4.129339397445915,0.19094599351383046,0.4486237710701537,0.5801046206297142,33.244064502487305,6.593849111575128,21.066425819817553,15.1650963903835,2.968826877865053,33.5416589504674
O1s_m4000_d310,O1,s,4000,310.0,True,False,False,0.0,0.057811039612237596,3.650746260745242,0.21237927802727996,0.46126207222275156,0.5960219312925288,36.756528051891955,8.067655523649359,24.49871067270151,17.20490962404194,3.7328362661851586,37.04024481988276
O1s_m4000_d320,O1,s,4000,320.0,True,False,False,0.0,0.019434861263778778,3.1147195815977327,0.24188743159479945,0.47712936056717137,0.6161258731376036,41.63185836092418,10.360146773761644,29.541813431521202,20.113243439727356,4.955816215553388,41.89803190698305
O1s_m4000_d330,O1,s,4000,330.0,True,False,False,0.0,0.0,2.5115996768776165,0.28477050120051345,0.49828722614004406,0.6431549466164722,48.82661574306145,14.267656029688276,37.53952733883767,24.57681224203185,7.123678138121772,49.069767814328756
O1s_m4000_d340,O1,s,4000,340.0,True,False,False,0.0,0.0,1.88996788550414,0.346024606368785,0.5275666249942934,0.6811207483103089,59.2786219952947,21.058334565198873,50.24587218921782,31.515033392236454,11.126021922935033,59.4925599840398
O1s_m4000_d350,O1,s,4000,350.0,True,True,True,0.0,0.0,1.2775508408286016,0.43906813497791664,0.5731959152814087,0.7388048539559747,75.14942517627539,33.894041389505226,71.76880871550304,43.30345294481204,19.446665734817344,75.32453334754713
O1s_m4000_d360,O1,s,4000,360.0,True,False,False,0.0,0.0,0.7203898174557258,0.5812636123822762,0.6535139775145771,0.8320635722157711,99.39624981893233,59.38385362010329,109.25026707839186,65.15143186190397,38.82831838149051,99.52003672461983
O1s_m4000_d370,O1,s,4000,370.0,True,False,False,0.0,0.0,0.29682825069962127,0.7711121341322673,0.79036497364877,0.9786946938332096,131.7598947919132,104.48138403183458,166.84982280300406,104.26187961557252,82.59459152480699,131.82402158393984
O1s_m4000_d380,O1,s,4000,380.0,True,False,False,0.0,0.0,0.06776679480222875,0.936534086719956,1.0241532696674214,1.2005212890740118,159.95451070621735,154.0606760544962,223.2479107299734,163.80325417991537,157.77948312315672,159.9716637279693
O1s_m4000_d390,O1,s,4000,390.0,True,False,False,0.0,0.0,6.33704453382968e-06,0.9999936629956241,1.2923737575439311,1.424218501139097,170.76972973864193,175.59916805947717,246.28008953941406,220.5187477350476,226.9105207681928,170.76973143105988
O1s_m4000_d400,O1,s,4000,400.0,True,False,False,0.0,0.0,0.0,1.0,1.3682263040202096,1.4854887443102607,170.77080971437817,175.60138794164075,246.2824262730936,233.42695704818232,240.22561702637535,170.77080971437817
O1s_m4000_d410,O1,s,4000,410.0,True,False,False,0.0,0.0,0.0,1.0,1.3104086270831925,1.4748201052850356,170.77080971437817,175.60138794164075,246.2824262730936,223.5888959289386,230.07853421688685,170.77080971437817
O1s_m4000_d420,O1,s,4000,420.0,False,False,False,inf,inf,inf,0.0,1.0399861881512371,1.4196494455329973,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
O1v_m400_d0,O1,v,400,0.0,True,True,False,699.7048991352506,8.17982416361606,2.1228449904952744,0.001406454789793497,1.239095909167801,1.1696286328169505,0.5579105477474042,0.0024225039613809418,0.06880946158659965,0.6685387612793241,0.002912519085463681,1.321287902653925
O1v_m400_d10,O1,v,400,10.0,True,False,False,699.8526897238215,8.267161060301842,2.137691296650263,0.0014059604866537014,1.2382694407115575,1.1687931073125237,0.5576571770575006,0.002420763072713753,0.06877687001823742,0.667849403850128,0.002908700849328395,1.3210529468944343
O1v_m400_d20,O1,v,400,20.0,True,False,False,666.3783134191387,8.307759532854137,2.148609086325341,0.0014752859753249827,1.2376763588156585,1.1681848898848757,0.5903679815890575,0.0026521803439946427,0.07304031349116542,0.707205855043372,0.003189866909983084,1.3509973092835281
O1v_m400_d30,O1,v,400,30.0,True,False,False,602.2961265813186,8.299374481943197,2.1516127887693006,0.0016293355641605362,1.237361833264862,1.1678543485845734,0.6628263108211497,0.0032030643215155592,0.08279818552170674,0.7949152781159831,0.003861796718444286,1.4175000903488082
O1v_m400_d40,O1,v,400,40.0,True,False,False,516.9471108879927,8.252261011081153,2.1503234493931687,0.0018926858646913032,1.2370254368169524,1.1675865505607237,0.7858865935330301,0.004260730907900444,0.10033780781613494,0.9441826907443964,0.005153780816165521,1.5309874177133451
O1v_m400_d50,O1,v,400,50.0,True,True,True,423.0060301614866,8.160286066929338,2.1435957518012887,0.002302503287204621,1.236803537700847,1.167487854449203,0.9754624731662593,0.00619507342069304,0.12963978837418652,1.1747613240491286,0.007521239498901759,1.7070842890761457
O1v_m400_d60,O1,v,400,60.0,True,False,False,331.9246672792312,8.02018160482894,2.132792305761008,0.0029147921051687273,1.2366211620791923,1.1674594169990808,1.2548532157760701,0.009731709224827516,0.17755054090060432,1.5154672187401872,0.011857653549670694,1.9690265041803445
O1v_m400_d70,O1,v,400,70.0,True,False,False,251.2907605256191,7.830206487815441,2.1145066457931887,0.0038133666130139568,1.2366226574369743,1.1676634203889393,1.6580690546250183,0.016302804395137427,0.255788303247718,2.00865675181367,0.019930843951925098,2.351001275517689
O1v_m400_d80,O1,v,400,80.0,True,False,False,185.13494703393025,7.600616466373135,2.093302643739622,0.005106499463998553,1.2370343443137433,1.168145558792916,2.22711409386707,0.028577378856888977,0.3826070605036677,2.707146483797416,0.035045611589414945,2.8956462386366857
O1v_m400_d90,O1,v,400,90.0,True,False,False,133.19986316714562,7.335828474257571,2.0673941712708985,0.006963638659579155,1.2373397403736148,1.1686259145029596,3.0262924113331695,0.05184282629000833,0.5893373893148528,3.6900938905104583,0.0637336961955538,3.6677157581730784
O1v_m400_d100,O1,v,400,100.0,True,True,True,93.98990913169312,7.032223506950018,2.0320034142789494,0.009610382037013872,1.2378942484259166,1.1694452406329803,4.136155112093504,0.09599871476484799,0.9248299110326612,5.058697007670052,0.11827081163075578,4.748398411588634
O1v_m400_d110,O1,v,400,110.0,True,False,False,64.97885171186185,6.69281949326883,1.9919031286946227,0.013393411833311651,1.238468824740009,1.1703061337058438,5.673270922860463,0.18020120965512573,1.4699471718826282,6.95753771049872,0.22239571428315466,6.254558824449363
O1v_m400_d120,O1,v,400,120.0,True,False,False,44.02128961044583,6.339088741930199,1.9470679047340935,0.018759105344811386,1.2392510711198492,1.171388282760604,7.768737125564143,0.3386546671970931,2.3429549855856076,9.551438410058228,0.41860758578808666,8.317808405682117
O1v_m400_d130,O1,v,400,130.0,True,False,False,29.103526244996626,5.949697145196266,1.8994792233528228,0.026348584715626802,1.2401813919662783,1.172590964905688,10.584447439852868,0.6319199963892057,3.7194979377031907,13.043285829631118,0.7822277934256225,11.100268212431173
O1v_m400_d140,O1,v,400,140.0,True,False,False,18.76391297253165,5.555026037423235,1.8450831078112313,0.03681339956449119,1.2407960552198831,1.1737404771879822,14.220909227328493,1.1488210414282178,5.7959667628270966,17.554893257357772,1.423471126281622,14.703211299153311
O1v_m400_d150,O1,v,400,150.0,True,True,True,11.684761036209173,5.152191934616658,1.7860210878925498,0.0509606748196105,1.2425981900382008,1.1755679818230858,18.74666292605411,2.012707266878061,8.7898204872698,23.197132568440338,2.4983492422938247,19.195509060706044
O1v_m400_d160,O1,v,400,160.0,True,False,False,6.971949464585812,4.741312770445089,1.7249354676924153,0.06926072218912623,1.2437329858653785,1.1771530559592203,24.03897297107156,3.337565652741396,12.797631025916678,29.794382847832388,4.1476370790051345,24.455286573591792
O1v_m400_d170,O1,v,400,170.0,True,False,False,3.931613756017924,4.325396628908417,1.6606536845237863,0.09159468487386473,1.2450619612134357,1.1788992699680731,29.80104588577484,5.170407433820187,17.71427761778038,36.99487774217729,6.433229565080149,30.186684236908697
O1v_m400_d180,O1,v,400,180.0,True,False,False,2.0647272920384,3.914103798436553,1.5860127448016865,0.11675636114709155,1.2464598516339462,1.1807163077696106,35.607794670904916,7.4316888330695585,23.194142612128587,44.26960492678282,9.258191706684507,35.96576973278776
O1v_m400_d190,O1,v,400,190.0,True,False,False,0.97128454964797,3.50988837716237,1.5156439119303673,0.14292213488612354,1.2482646882753783,1.1828514767187914,41.024040814251094,9.917368470648576,28.740702150357993,51.09058807859041,12.373565898695254,41.35805939198562
O1v_m400_d200,O1,v,400,200.0,True,True,True,0.3855978372565665,3.1014703356846085,1.4365618785047687,0.16881540395249742,1.2499957821371164,1.1851054403153147,46.003779949926276,12.520679585066675,34.18145231950087,57.382692631062596,15.644091035970417,46.317320502921774
O1v_m400_d210,O1,v,400,210.0,True,False,False,0.11567423688325251,2.7110897782377235,1.3541888295352662,0.19301468860721707,1.2517720194708666,1.187336286670953,50.459586563679764,15.10609250712625,39.3088641633358,63.038962494231896,18.901973311985167,50.75607294535519
O1v_m400_d220,O1,v,400,220.0,True,False,False,0.018714640363003052,2.309570008374107,1.2679682308020044,0.21756853380536237,1.254020821769982,1.1899180905913842,54.845130769696794,17.885999562257044,44.58236228107505,68.64884972033458,22.421286212888873,55.125871291229856
O1v_m400_d230,O1,v,400,230.0,True,False,False,0.0003321625948455743,1.9293794775358513,1.177425312313747,0.24347861091041295,1.2558654630734065,1.1922772749014752,59.37054828993693,20.998647482962845,50.249791192011095,74.4304520531268,26.362608790264417,59.63600780702998
O1v_m400_d240,O1,v,400,240.0,True,False,False,0.0,1.5586264237987026,1.080082224041434,0.27482277279704154,1.2579491516639763,1.1950336910448383,64.61703667164215,24.91943707873155,57.09739164981749,81.15080617122024,31.33765185403065,64.86545734800725
