T_GeV,gstar,gstar_s,t_s
0.5623413251903491,70.44913366004157,69.70579185179689,9.216515685146797e-07
0.5956621435290109,71.02197904435047,70.26499799976698,8.180961563256241e-07
0.6309573444801942,71.59797494352269,70.82879214443085,7.261745984513613e-07
0.6683439175686162,72.17786533560742,71.39751942167753,6.445777926283537e-07
0.7079457843841402,72.762303091171,71.97151869401905,5.721441380820181e-07
0.7498942093324559,73.35166410977313,72.55096581243956,5.078436165507521e-07
0.7943282347242822,73.94589749091185,73.13573997267696,4.5076318334962746e-07
0.8413951416451965,74.54442327244978,73.72532412100672,4.000934756452446e-07
0.8912509381337477,75.1460835155217,74.31874602776617,3.551168294402631e-07
0.9440608762859265,75.74914680998408,74.91456210800855,3.151965726783041e-07
1.0,76.35136126328793,75.5108819016862,2.7976753559072245e-07
1.0592537251772898,76.95004717323832,76.10542768064711,2.4832769583654584e-07
1.1220184543019653,77.5422181126692,76.69562122796303,2.2043085832906273e-07
1.1885022274370214,78.12471811080128,77.27868849999197,1.9568025937838145e-07
1.2589254117941713,78.69436287474014,77.85177259700932,1.737229820025314e-07
1.333521432163324,79.24807431152868,78.41204608619982,1.5424507294837278e-07
1.4125375446227555,79.78299967483682,78.95681502398753,1.369672604961315e-07
1.4962356560944359,80.29660914308275,79.48360877817372,1.216411836649709e-07
1.5848931924611174,80.78676822732334,79.99025169596715,1.0804605628950827e-07
1.6788040181225659,81.25178384775731,80.47491458426197,9.598570221958792e-08
1.7782794100389228,81.69042501225934,80.93614585979377,8.528590956449463e-08
1.8836490894898021,82.10192066122573,81.37288324765373,7.579206213590401e-08
1.9952623149688828,82.48593832362303,81.78444863909773,6.736701439176962e-08
2.113489039836652,82.84254791390252,82.17052891184028,5.988918264097199e-08
2.238721138568347,83.17217499912196,82.53114583223287,5.325083031055701e-08
2.371373705661655,83.47554781960669,82.86661858563795,4.735652849399299e-08
2.5118864315095824,83.7536417401294,83.1775217968776,4.212177558550737e-08
2.660725059798814,84.00762424888654,83.46464184389161,3.7471761650859375e-08
2.818382931264461,84.23880288715388,83.72893360715264,3.3340264470128377e-08
2.9853826189179693,84.44857780588332,83.97147939752159,2.9668665211334755e-08
3.1622776601683795,84.63840000923125,84.19345124025809,2.6405072513479155e-08
3.3496543915782793,84.80973580693677,84.39607730669142,2.3503544497186595e-08
3.5481338923357604,84.964037577883,84.58061289199138,2.0923398917493654e-08
3.758374042884451,85.10272065779182,84.74831607831658,1.8628602365157803e-08
3.9810717055349856,85.22714601214955,84.90042805055519,1.6587230110688163e-08
4.216965034285822,85.33860834591611,85.03815797485225,1.4770988872636055e-08
4.4668359215096345,85.43832943382594,85.1626724126249,1.3154795469640854e-08
4.7315125896148125,85.52745671387244,85.27508940924236,1.171640497691944e-08
5.011872336272735,85.6070675274883,85.37647764572556,1.0436082644546053e-08
5.308844442309901,85.67817972839471,85.46786130101088,9.296314440827564e-09
5.623413251903491,85.74176958709684,85.5502314430996,8.281551654567054e-09
5.95662143529011,85.79879782758212,85.6245647159121,7.3779855204070895e-09
6.309573444801943,85.85024411660845,85.69184970427924,6.573348316686263e-09
6.683439175686162,85.89714928731927,85.75312055042824,5.856737820664545e-09
7.079457843841403,85.9406630929256,85.80949620610414,5.218462387379314e-09
7.498942093324558,85.98209355290595,85.86222227583077,4.6499042439406385e-09
7.943282347242821,86.02295234046792,85.91271102093484,4.143398863250538e-09
8.413951416451965,86.06498960898305,85.96257410385033,3.6921285066814555e-09
8.912509381337477,86.11021159461191,86.01364241432073,3.2900282149630888e-09
9.440608762859265,86.16087553187036,86.06796807959688,2.9317026933142235e-09
10.0,86.21945891349482,86.12780558871519,2.612352693020529e-09
10.592537251772898,86.28860363245455,86.19557167611163,2.3277096464280405e-09
11.220184543019652,86.37103949595375,86.2737867950035,2.073977470205498e-09
11.885022274370213,86.4694952319422,86.36500407746666,1.8477806118173911e-09
12.589254117941714,86.58660760838775,86.47173394890504,1.646117571142746e-09
13.33521432163324,86.72483999179923,86.5963735291754,1.4663192744688369e-09
14.125375446227554,86.88642024896261,86.74114918152578,1.306011803230843e-09
14.96235656094436,87.07330445822231,86.90807819627855,1.1630830776047697e-09
15.848931924611174,87.28716802673391,87.09895191470007,1.0356531619986307e-09
16.788040181225657,87.52942045879807,87.31533835798226,9.220478972659399e-10
17.78279410038923,87.80123530424575,87.55859851580455,8.207755784735569e-10
18.83649089489802,88.10358374924284,87.82990764487782,7.305063963311699e-10
19.95262314968883,88.43725956470485,88.13027189933383,6.500543546248054e-10
21.13489039836652,88.80288488288774,88.46053153984448,5.783613737317352e-10
22.387211385683468,89.20089013799424,88.82134463966818,5.144832974420581e-10
23.71373705661655,89.63146670519008,89.21314925619251,4.5757753858791733e-10
25.11886431509582,90.09449625602633,89.6361059478545,4.0689212831191675e-10
26.60725059798814,90.58946555802629,90.09002707472261,3.6175596856229474e-10
28.183829312644608,91.1153787127758,90.5743018382579,3.215701243210269e-10
29.853826189179692,91.67067986313825,91.08782718054889,2.858000276203079e-10
31.622776601683793,92.25319866090403,91.62895495068874,2.5396849356198127e-10
33.496543915782794,92.86012807072703,92.19546370530979,2.2564946983477988e-10
35.481338923357605,93.48804028647179,92.78456074825806,2.0046245556147916e-10
37.58374042884451,94.13294215998272,93.39291686763835,1.780675326738639e-10
39.810717055349855,94.79036732186162,94.01673262681707,1.581609562515594e-10
42.169650342858226,95.45549852826194,94.65183205132779,1.4047125117559218e-10
44.668359215096345,96.12331122722384,95.29377725040638,1.2475576251434896e-10
47.315125896148125,96.78872790831916,95.93799596991148,1.1079760781686019e-10
50.11872336272735,97.44677259153357,96.57991354012609,9.840298150066951e-11
53.088444423099006,98.09271563638143,97.21508096617289,8.739876489842308e-11
56.23413251903491,98.7222006867511,97.83929193598786,7.763040007218921e-11
59.56621435290109,99.33134772554665,98.44868301367308,6.895999077665719e-11
63.09573444801943,99.91682860478208,99.03981308919691,6.126459946055911e-11
66.83439175686162,100.4759137767616,99.60972002136911,5.443471449244844e-11
70.79457843841402,101.00649106566577,100.1559541624322,4.837286656865789e-11
74.98942093324558,101.50705903523273,100.67658994153376,4.2992377315146133e-11
79.43282347242821,101.9766987433211,101.17021799108707,3.821622634086719e-11
84.13951416451965,102.41502841279045,101.63592068752287,3.3976025550727754e-11
89.12509381337478,102.82214578617864,102.0732349962027,3.0211091329774985e-11
94.40608762859264,103.19856288411778,102.48210624945598,2.686760649489013e-11
100.0,103.54513731477897,102.86283611254574,2.3897864869274875e-11
105.92537251772897,103.8630037866325,103.21602812558244,2.1259591894270753e-11
112.20184543019653,104.15350865378053,103.54253333248192,1.8915335111533098e-11
118.85022274370213,104.41814959061017,103.8433981061572,1.683191868913547e-11
125.89254117941714,104.65852177022103,104.11981567233524,1.497995642625e-11
133.3521432163324,104.87627128871878,104.37308238115152,1.3333417932362543e-11
141.25375446227554,105.07305605495355,104.60455927149971,1.1869242948393564e-11
149.62356560944357,105.25051396124977,104.81563914009789,1.0566999067769578e-11
158.48931924611173,105.41023786083652,105.00771903107356,9.4085784226631e-12
167.8804018122566,105.55375668995521,105.18217785637006,8.37792922395827e-12
177.82794100389228,105.68252197094056,105.34035871964282,7.460818373692172e-12
188.3649089489802,105.79789890120057,105.48355543854328,6.644621698985231e-12
199.5262314968883,105.90116123604605,105.61300271664328,5.918138680022646e-12
211.3489039836652,105.99348925115706,105.72986943737114,5.271428855007199e-12
223.8721138568347,106.07597010629043,105.83525455030833,4.695667378671068e-12
237.13737056616552,106.14960004267385,105.9301850820975,4.183017484311763e-12
251.18864315095823,106.21528791710271,106.01561584261955,3.72651785061117e-12
266.0725059798814,106.27385966239979,106.09243045318406,3.31998310363136e-12
281.83829312644605,106.32606333984968,106.16144337613979,2.9579158910308956e-12
298.53826189179694,106.37257451761297,106.22340267582891,2.635429150800713e-12
316.22776601683796,106.4140017687675,106.27899328742669,2.3481773618487793e-12
334.9654391578279,106.45089213286911,106.32884061168613,2.092295710081849e-12
354.81338923357606,106.4837364265636,106.37351428979629,1.864346232866556e-12
375.8374042884451,106.51297432462056,106.413532045165,1.661270118546768e-12
398.1071705534986,106.53899915699544,106.44936350311215,1.4803454376951638e-12
421.6965034285823,106.56216239130933,106.48143392330823,1.3191496704958948e-12
446.6835921509635,106.58277778620806,106.51012779764388,1.1755264715190444e-12
473.15125896148123,106.60112521149233,106.53579227947452,1.0475561804822841e-12
501.18723362727354,106.61745414193628,106.55874042344371,9.335296465440333e-13
530.8844442309901,106.63198683661456,106.5792542232597,8.31924985295493e-13
562.341325190349,106.64492122006396,106.59758744215819,7.413869328442701e-13
595.6621435290109,106.65643348438222,106.61396823635263,6.607085010164213e-13
630.9573444801943,106.66668043209722,106.62860157531212,5.888146724669383e-13
668.3439175686162,106.67580158073622,106.64167146615074,5.247479049994374e-13
707.9457843841402,106.68392104881163,106.65334299045008,4.676552411996892e-13
749.8942093324558,106.69114924376494,106.66376416466589,4.167768430523569e-13
794.3282347242822,106.69758437097295,106.6730676351428,3.71435791948885e-13
841.3951416451964,106.70331377816652,106.68137221684762,3.310290127656372e-13
891.2509381337477,106.70841515619512,106.68878429053255,2.950191967904828e-13
944.0608762859265,106.71295760770799,106.69539906693788,2.629276124875544e-13
1000.0,106.71700259871001,106.70130172974842,2.3432770564044737e-13
1059.2537251772897,106.72060480523349,106.70656846729538,2.0883940150155832e-13
1122.0184543019652,106.72381286638304,106.711267402796,1.8612403138459307e-13
1188.5022274370212,106.72667005390075,106.71545943211271,1.6587981481763756e-13
1258.9254117941714,106.72921486737263,106.71919897751823,1.478378360619076e-13
1333.521432163324,106.73148156325216,106.72253466537403,1.3175846061335784e-13
1412.5375446227554,106.73350062423637,106.72550993413758,1.174281433444697e-13
1496.2356560944359,106.7352991823659,106.7281635840049,1.0465658529961871e-13
1584.8931924611175,106.73690137810205,106.73053026151563,9.327420091637337e-14
1678.8040181225658,106.73832870437626,106.73264090220033,8.312986166159797e-14
1778.2794100389228,106.73960028917094,106.73452312366544,7.40888858217573e-14
1883.649089489802,106.74073316243974,106.73620157892681,6.603124752153049e-14
1995.262314968883,106.74174248583249,106.73769827339034,5.884998100224946e-14
2113.489039836652,106.74264175822668,106.73903284303559,5.244975882634563e-14
2238.7211385683468,106.74344300090425,106.74022281364094,4.674562501132336e-14
2371.373705661655,106.74415691656084,106.74128382011052,4.1661866182520244e-14
2511.886431509582,106.74479303711338,106.74222981368517,3.713100568416511e-14
2660.725059798814,106.74535985156936,106.74307324035186,3.309290723607511e-14
2818.3829312644607,106.74586492055572,106.74382520301255,2.949397619200514e-14
2985.3826189179695,106.7463149782013,106.7444955846687,2.6286447761024572e-14
3162.2776601683795,106.74671602278062,106.74509326384826,2.3427752705479704e-14
3349.6543915782795,106.74707340134403,106.74562611564663,2.0879952090094858e-14
3548.1338923357603,106.7473918654074,106.74610111095616,1.8609233555740058e-14
3758.374042884451,106.74767565909734,106.74652458501589,1.658546239337317e-14
3981.0717055349855,106.74792855983227,106.74690208055671,1.4781781485844505e-14
4216.965034285822,106.74815393294125,106.7472385972135,1.3174254778978774e-14
4466.835921509635,106.74835477671452,106.74753857931228,1.1741549537237421e-14
4731.512589614813,106.74853376251235,106.74780598830053,1.0464653177014651e-14
5011.872336272735,106.74869327047675,106.74804436132385,9.326620902904434e-15
5308.844442309901,106.74883542133166,106.74825684760776,8.312350799243707e-15
5623.413251903491,106.74896210470041,106.74844625385865,7.408383388174372e-15
5956.62143529011,106.74907500432528,106.74861509266138,6.602722991338206e-15
6309.573444801943,106.74917562052791,106.74876558934072,5.884678524066182e-15
6683.439175686162,106.749265290215,106.74889973572296,5.2447216066606156e-15
7079.457843841402,106.74934520469694,106.7490193101684,4.674360108787809e-15
7498.942093324558,106.74941642556061,106.74912589276033,4.1660254488882524e-15
7943.282347242822,106.74947989880852,106.74922089587643,3.71297215136933e-15
8413.951416451964,106.74953646745459,106.7493055782901,3.3091883284146865e-15
8912.509381337477,106.74958688274532,106.74938105726451,2.949315898236282e-15
9440.608762859265,106.74963181415656,106.74944833516211,2.628579480333912e-15
10000.0,106.74967185830029,106.74950830098066,2.3427230242102632e-15
