T_GeV,gstar,gstar_s,t_s
1.4962356560944358e-09,3.3708646669709346,3.9177215208733704,506843365098.0346
1.584893192461111e-09,3.370864666971205,3.917721520873648,454968592042.0464
1.6788040181225589e-09,3.370864666971489,3.917721520873938,408283993190.696
1.7782794100389228e-09,3.3708646669717908,3.917721520874247,366285689589.4784
1.883649089489802e-09,3.370864666972112,3.9177215208745757,328516841128.2665
1.9952623149688828e-09,3.3708646669724507,3.917721520874922,294563465751.26904
2.113489039836643e-09,3.370864666972811,3.9177215208752907,264050609773.63077
2.2387211385683377e-09,3.3708646669731896,3.9177215208756797,236638841306.1068
2.3713737056616553e-09,3.370864666973595,3.9177215208760936,212021040997.0065
2.511886431509582e-09,3.37086466697402,3.917721520876529,189919466319.88037
2.660725059798814e-09,3.370864666974473,3.9177215208769924,170083067484.61725
2.8183829312644493e-09,3.3708646669749527,3.9177215208774836,152285034744.9177
2.985382618917957e-09,3.370864666975459,3.9177215208780023,136320558431.81279
3.1622776601683795e-09,3.370864666975998,3.9177215208785534,122004784474.22021
3.3496543915782794e-09,3.3708646669765674,3.917721520879137,109170949485.58603
3.5481338923357603e-09,3.3708646669771696,3.917721520879752,97668680711.15443
3.758374042884436e-09,3.3708646669778077,3.9177215208804057,87362447252.89198
3.981071705534969e-09,3.370864666978485,3.9177215208810994,78130150026.9896
4.216965034285823e-09,3.3708646669792026,3.9177215208818335,69861838869.74245
4.466835921509635e-09,3.3708646669799625,3.917721520882611,62458546097.94446
4.731512589614813e-09,3.3708646669807667,3.917721520883434,55831226655.752556
5.011872336272715e-09,3.3708646669816176,3.9177215208843053,49899795746.302574
5.3088444423098795e-09,3.37086466698252,3.9177215208852285,44592255557.90193
5.623413251903491e-09,3.370864666983476,3.9177215208862073,39843903355.40634
5.956621435290109e-09,3.370864666984489,3.917721520887244,35596613821.08602
6.309573444801943e-09,3.370864666985562,3.9177215208883425,31798189099.22431
6.6834391756861355e-09,3.3708646669866966,3.917721520889504,28401770527.771072
7.0794578438413736e-09,3.3708646669878997,3.9177215208907343,25365306531.368263
7.498942093324558e-09,3.370864666989176,3.917721520892041,22651071605.41705
7.943282347242822e-09,3.3708646669905273,3.917721520893424,20225231742.867264
8.413951416451965e-09,3.370864666991957,3.9177215208948866,18057452046.202343
8.912509381337441e-09,3.370864666993471,3.9177215208964364,16120542628.650667
9.440608762859226e-09,3.370864666995078,3.9177215208980813,14390139242.832502
1e-08,3.3708646669967774,3.9177215208998204,12844415383.617939
1.0592537251772898e-08,3.3708646669985773,3.9177215209016634,11463822896.554941
1.1220184543019653e-08,3.370864667000485,3.9177215209036156,10230858385.428246
1.188502227437019e-08,3.3708646670025058,3.9177215209056833,9129852953.787235
1.2589254117941661e-08,3.3708646670046463,3.9177215209078744,8146783037.067766
1.333521432163324e-08,3.3708646670069125,3.9177215209101943,7269100285.5518675
1.4125375446227554e-08,3.3708646670093136,3.917721520912652,6485578645.143772
1.496235656094436e-08,3.370864667011857,3.9177215209152547,5786176953.987107
1.5848931924611143e-08,3.3708646670145512,3.9177215209180125,5161915529.449714
1.6788040181225588e-08,3.3708646670174054,3.9177215209209333,4604765363.03595
1.7782794100389228e-08,3.3708646670204265,3.917721520924026,4107548671.367609
1.883649089489802e-08,3.37086466702363,3.917721520927304,3663849670.4610195
1.995262314968883e-08,3.3708646670270204,3.9177215209307743,3267934549.0183372
2.1134890398366476e-08,3.370864667030614,3.9177215209344523,2914679715.189153
2.2387211385683378e-08,3.3708646670344216,3.9177215209383496,2599507481.032162
2.371373705661655e-08,3.370864667038452,3.9177215209424743,2318328430.455313
2.511886431509582e-08,3.3708646670427207,3.9177215209468432,2067489790.4182737
2.660725059798814e-08,3.370864667047245,3.917721520951474,1843729192.287483
2.818382931264455e-08,3.370864667052037,3.9177215209563787,1644133271.0285983
2.985382618917957e-08,3.370864667057111,3.917721520961572,1466100604.9564161
3.162277660168379e-08,3.370864667062487,3.9177215209670737,1307308548.5428224
3.3496543915782795e-08,3.37086466706818,3.917721520972901,1165683555.7790396
3.5481338923357604e-08,3.370864667074213,3.9177215209790743,1039374632.2292894
3.7583740428844434e-08,3.3708646670806015,3.917721520985614,926729590.5959982
3.981071705534969e-08,3.3708646670873685,3.91772152099254,826273817.7056333
4.2169650342858225e-08,3.370864667094539,3.9177215209998786,736691290.6528527
4.4668359215096346e-08,3.3708646671021323,3.9177215210076506,656807606.7142318
4.731512589614813e-08,3.3708646671101734,3.9177215210158804,585574815.8405378
5.011872336272725e-08,3.3708646671186955,3.9177215210246032,522057866.31312454
5.3088444423098795e-08,3.3708646671277203,3.91772152103384,465422493.7376311
5.6234132519034905e-08,3.370864667137279,3.9177215210436223,414924401.1586972
5.95662143529011e-08,3.370864667147405,3.917721521053987,369899593.904351
6.309573444801943e-08,3.370864667158131,3.9177215210649647,329755746.9838225
6.683439175686149e-08,3.370864667169493,3.9177215210765937,293964495.6253952
7.079457843841373e-08,3.3708646671815288,3.917721521088912,262054550.99600655
7.498942093324559e-08,3.370864667194276,3.9177215211019583,233605553.42130363
7.943282347242822e-08,3.370864667207779,3.9177215211157783,208242584.64198363
8.413951416451964e-08,3.370864667222082,3.9177215211304177,185631268.90581092
8.912509381337459e-08,3.3708646672372318,3.9177215211459235,165473400.10105553
9.440608762859226e-08,3.370864667253281,3.91772152116235,147503038.7731363
1e-07,3.370864667270282,3.9177215211797494,131483028.81038418
1.0592537251772897e-07,3.370864667288289,3.91772152119818,117201888.90775044
1.1220184543019653e-07,3.370864667307363,3.9177215212177012,104471038.68267204
1.188502227437019e-07,3.370864667327566,3.9177215212383794,93122323.58252409
1.2589254117941662e-07,3.3708646673489664,3.9177215212602823,83005806.53972435
1.333521432163324e-07,3.3708646673716363,3.917721521283485,73987797.74510276
1.4125375446227555e-07,3.37086466739565,3.917721521308062,65949096.96423691
1.496235656094436e-07,3.3708646674210847,3.9177215213340943,58783425.552689806
1.584893192461114e-07,3.3708646674480276,3.9177215213616705,52396027.76809993
1.6788040181225588e-07,3.370864667476566,3.9177215213908787,46702423.160106756
1.7782794100389227e-07,3.3708646675067975,3.9177215214218206,41627293.77030038
1.883649089489802e-07,3.370864667538819,3.9177215214545944,37103491.61811037
1.995262314968883e-07,3.3708646675727394,3.917721521489311,33071153.506602254
2.1134890398366478e-07,3.370864667608667,3.9177215215260826,29476911.574142314
2.2387211385683377e-07,3.3708646676467247,3.917721521565034,26273189.2613124
2.3713737056616554e-07,3.370864667687039,3.9177215216062953,23417573.47306738
2.5118864315095823e-07,3.370864667729739,3.917721521649999,20872254.707956996
2.660725059798814e-07,3.3708646677749705,3.9177215216962917,18603527.811917722
2.818382931264455e-07,3.3708646678228833,3.9177215217453307,16581346.804930868
2.9853826189179574e-07,3.370864667873635,3.9177215217972745,14778927.934850786
3.162277660168379e-07,3.3708646679273935,3.917721521852296,13172395.742955603
3.3496543915782793e-07,3.370864667984336,3.9177215219105754,11740467.488340618
3.5481338923357606e-07,3.3708646680446543,3.91772152197231,10464171.780390494
3.7583740428844433e-07,3.3708646681085477,3.917721522037705,9326597.716689087
3.981071705534969e-07,3.3708646681762255,3.917721522106972,8312671.2236290295
4.2169650342858225e-07,3.370864668247915,3.9177215221803454,7408955.65383178
4.466835921509635e-07,3.3708646683238497,3.9177215222580637,6603474.012898239
4.7315125896148127e-07,3.370864668404286,3.917721522340389,5885550.472097438
5.011872336272725e-07,3.370864668489489,3.917721522427594,5245669.077058055
5.308844442309879e-07,3.37086466857974,3.917721522519965,4675347.788635916
5.62341325190349e-07,3.3708646686753396,3.9177215226178093,4167026.1938383263
5.956621435290109e-07,3.3708646687766035,3.9177215227214526,3713965.404610112
6.309573444801942e-07,3.3708646688838706,3.9177215228312385,3310158.8227772554
6.683439175686149e-07,3.3708646689974913,3.917721522947528,2950252.592590033
7.079457843841374e-07,3.3708646691178434,3.917721523070707,2629474.6899804925
7.498942093324558e-07,3.3708646692453295,3.9177215232011866,2343571.711515541
7.943282347242822e-07,3.3708646693803703,3.917721523339401,2088752.5275760363
8.413951416451965e-07,3.370864669523411,3.9177215234858007,1861638.0548537336
8.912509381337459e-07,3.3708646696749316,3.91772152364088,1659216.4840177225
9.440608762859226e-07,3.370864669835427,3.917721523805146,1478803.3704181823
1e-06,3.370864670005436,3.9177215239791483,1318006.0599129412
1.0592537251772898e-06,3.370864670185519,3.9177215241634604,1174691.9791645457
1.122018454301963e-06,3.370864670376274,3.9177215243586963,1046960.37081343
1.1885022274370189e-06,3.3708646705783316,3.9177215245654993,933117.0994586028
1.2589254117941687e-06,3.370864670792363,3.9177215247845583,831652.194968188
1.333521432163324e-06,3.370864671019079,3.9177215250165993,741219.8358332864
1.4125375446227554e-06,3.3708646712592296,3.9177215252623907,660620.5075454961
1.4962356560944329e-06,3.370864671513612,3.9177215255227473,588785.0997465346
1.584893192461114e-06,3.3708646717830693,3.917721525798534,524760.7315459077
1.6788040181225624e-06,3.370864672068493,3.917721526090662,467698.1172685117
1.778279410038923e-06,3.370864672370833,3.917721526400104,416840.3052787042
1.883649089489802e-06,3.3708646726910922,3.917721526727885,371512.6407006297
1.9952623149688787e-06,3.3708646730303284,3.9177215270750887,331113.8190554946
2.113489039836648e-06,3.3708646733896708,3.917721527442872,295107.9122790361
2.2387211385683422e-06,3.370864673770307,3.917721527832449,263017.2614575738
2.3713737056616552e-06,3.370864674173503,3.917721528245115,234416.1420982092
2.5118864315095823e-06,3.370864674600595,3.9177215286822396,208925.11798015944
2.6607250597988086e-06,3.3708646750529985,3.9177215291452683,186206.00875455196
2.818382931264455e-06,3.3708646755322142,3.91772152963574,165957.40459011128
2.985382618917963e-06,3.3708646760398313,3.9177215301552804,147910.66840934637
3.162277660168379e-06,3.3708646765775345,3.917721530705612,131826.37271996992
3.3496543915782793e-06,3.3708646771471082,3.917721531288566,117491.12380473627
3.548133892335753e-06,3.3708646777504394,3.9177215319060674,104714.73116591098
3.7583740428844434e-06,3.3708646783895304,3.91772153256017,93327.68469594674
3.981071705534978e-06,3.370864679066501,3.9177215332530406,83178.90612436456
4.216965034285822e-06,3.3708646797835993,3.917721533986983,74133.74492608664
4.466835921509635e-06,3.3708646805432037,3.917721534764429,66072.19211683304
4.731512589614803e-06,3.3708646813478325,3.9177215355879573,58887.28824945553
5.011872336272725e-06,3.370864682200157,3.917721536460301,52483.70449950144
5.30884444230989e-06,3.370864683103008,3.9177215373843586,46776.478023020456
5.623413251903491e-06,3.3708646840593777,3.9177215383631916,41689.884814932746
5.956621435290109e-06,3.370864685072442,3.917721539400051,37156.43511936321
6.309573444801943e-06,3.3708646861455636,3.917721540498378,33115.97806827354
6.683439175686149e-06,3.3708646872823045,3.917721541661819,29514.90367307247
7.079457843841388e-06,3.3708646884864395,3.9177215428942374,26305.4315848094
7.498942093324558e-06,3.370864689761965,3.917721544199723,23444.977189186848
7.943282347242822e-06,3.3708646911131175,3.9177215455826113,20895.586628174857
8.413951416451965e-06,3.370864692544383,3.9177215470474946,18623.433254110874
8.91250938133746e-06,3.370864694060514,3.9177215485992374,16598.368836885184
9.440608762859246e-06,3.3708646956665493,3.9177215502429954,14793.523570986416
1e-05,3.3708646973678213,3.9177215519842274,13184.949576410574
1.0592537251772897e-05,3.370864699169983,3.9177215538287182,11751.30316430625
1.1220184543019652e-05,3.370864701079023,3.917721555782598,10473.561652397264
1.188502227437019e-05,3.3708647031012884,3.9177215578523628,9334.770973484976
1.2589254117941688e-05,3.370864705243526,3.917721560044914,8319.820728785655
1.333521432163324e-05,3.3708647075130584,3.917721562367717,7415.24370189895
1.4125375446227555e-05,3.370864709918852,3.917721564829754,6609.037173670897
1.4962356560944358e-05,3.3708647124776974,3.917721567447004,5890.503667403922
1.584893192461114e-05,3.370864715246481,3.917721570271098,5250.109011610737
1.6788040181225625e-05,3.370864718472448,3.917721573522866,4679.35583721356
1.778279410038923e-05,3.3708647232197047,3.917721578149865,4170.670830770643
1.883649089489802e-05,3.370864733719706,3.917721587920904,3717.3042475938873
1.995262314968883e-05,3.3708647653456802,3.917721616542578,3313.2403507485174
2.1134890398366476e-05,3.370864869191606,3.917721709629153,2953.1175857110907
2.2387211385683423e-05,3.3708652011974003,3.9177220065978107,2632.157427336023
2.3713737056616554e-05,3.370866200248102,3.9177229004439043,2346.1009469095743
2.5118864315095822e-05,3.3708690101028465,3.917725417050636,2091.1522437490776
2.660725059798814e-05,3.370876401572013,3.9177320461275373,1863.9279700712987
2.818382931264455e-05,3.3708946374632776,3.9177484259388766,1661.4122531526593
2.985382618917963e-05,3.3709369711327364,3.9177865128037492,1480.9163902940236
3.1622776601683795e-05,3.3710297468461032,3.917870125483912,1320.0427660014225
3.3496543915782794e-05,3.371222300716253,3.9180439767209716,1176.6525225346097
3.54813389233576e-05,3.3716019269047823,3.9183873827821163,1048.836606473829
3.758374042884443e-05,3.3723149368255445,3.9190336492106805,934.8899111415257
3.9810717055349776e-05,3.3735941844366257,3.9201955565030913,833.2883267768608
4.216965034285822e-05,3.375792323219584,3.9221963702363283,742.6685817055749
4.466835921509635e-05,3.379418593238595,3.9255044462288886,661.8107924449249
4.7315125896148124e-05,3.3851753479147417,3.9307679945318625,589.6236278012183
5.011872336272725e-05,3.3939891710960386,3.938845217747666,525.1319297128551
5.30884444230989e-05,3.4070306891381836,3.950824204837115,467.46653054462803
5.623413251903491e-05,3.4257173564410337,3.968026948346302,415.85588083430673
5.9566214352901096e-05,3.451694713407747,3.9919928280311607,369.61897834475735
6.309573444801943e-05,3.486793773958486,4.024438833650555,328.15899880949553
6.683439175686149e-05,3.532964962322044,4.06719644098219,290.95700342267247
7.079457843841388e-05,3.5921919099875868,4.122128001378396,257.5651674007123
7.498942093324559e-05,3.666390948938921,4.191028274711577,227.59915411541283
7.943282347242822e-05,3.757303906916267,4.275518875289625,200.7295395607631
8.413951416451965e-05,3.866392620048549,4.376944577183382,176.6725240086062
8.912509381337459e-05,3.9947434228702052,4.496280483654206,155.18046977176326
9.440608762859246e-05,4.142988903316895,4.634058040335333,136.03298483612005
0.0001,4.311252643602786,4.790315963417491,119.02926913791129
0.00010592537251772897,4.499120733981083,4.964579672612058,103.98225116965074
0.00011220184543019653,4.705641738991506,5.155870119454493,90.71473039292337
0.00011885022274370189,4.929354673662024,5.362740323744715,79.05740676550141
0.00012589254117941688,5.168342551555151,5.58333575112777,68.84841810822218
0.0001333521432163324,5.42030733571134,5.815473069868073,59.93387351017464
0.00014125375446227554,5.682660790231047,6.056730904039805,52.16886915459266
0.00014962356560944357,5.952624903678348,6.304545952692552,45.41856593101526
0.00015848931924611142,6.227335297835309,6.556308196340201,39.55904556128038
0.00016788040181225624,6.503941344856085,6.809449739320085,34.4777995894948
0.00017782794100389227,6.779697524089365,7.061522988106102,30.073816096848876
0.0001883649089489802,7.052041733197742,7.310265184668606,26.257302326639884
0.00019952623149688828,7.3186576699119525,7.553647655228282,22.949119768050192
0.00021134890398366476,7.57751985648753,7.789909377374338,20.08001999346441
0.00022387211385683424,7.826921240416997,8.0175755236721,17.589764328738603
0.00023713737056616554,8.065484457403752,8.23546245363685,15.426196506867768
0.0002511886431509582,8.29215871398075,8.442671177850412,13.54432067245898
0.0002660725059798814,8.506204809366674,8.638571616316462,11.905421009831205
0.0002818382931264455,8.707171079689108,8.822780047893534,10.476245613823577
0.00029853826189179633,8.894863052054994,8.995132042636463,9.228266578057799
0.00031622776601683794,9.069309398195426,9.155652934005877,8.137020532317669
0.00033496543915782794,9.230726441320648,9.30452757257845,7.181528591773486
0.000354813389233576,9.379483056788699,9.44207075109923,6.34379136122539
0.0003758374042884443,9.516067370023066,9.56869933808234,5.6083527645438185
0.00039810717055349773,9.641056234601644,9.684906829696342,4.961925615569513
0.00042169650342858224,9.755088097459074,9.79124074397535,4.393071674433194
0.0004466835921509635,9.858839542590456,9.8882830458667,3.8919291900905106
0.00047315125896148127,9.953005555476537,9.97663360813517,3.4499814349966855
0.0005011872336272725,10.038283366229717,10.056896578911605,3.0598603667972166
0.000530884444230989,10.1153596038593,10.12966943599146,2.7151802225011084
0.0005623413251903491,10.184900418058213,10.19553445367551,2.410396511174141
0.000595662143529011,10.247544188531311,10.25505228244338,2.140686491435029
0.0006309573444801943,10.303896435366228,10.308757337881511,1.901847784115747
0.0006683439175686149,10.35452655853683,10.35715470670586,1.690212271989794
0.0007079457843841388,10.399966062949401,10.40071829912134,1.5025728770687055
0.0007498942093324559,10.440707961329519,10.439890003494622,1.3361211847548853
0.0007943282347242822,10.477207089089926,10.475079632579027,1.1883942079733083
0.0008413951416451964,10.509881097163888,10.506665468283593,1.057228859820391
0.0008912509381337459,10.539111942558325,10.53499526532346,0.9407229348403037
0.0009440608762859245,10.565247711155518,10.560387569885318,0.8372015944613737
0.001,10.588604653963417,10.583133257815089,0.7451885155957307
0.0010592537251772898,10.609469336678362,10.603497205323094,0.6633809974654215
0.0011220184543019652,10.628100827292439,10.621720026591703,0.5906284358160067
0.001188502227437019,10.644732864954804,10.638019827274388,0.5259136683655146
0.0012589254117941688,10.65957596871995,10.652593935433021,0.46833677428423093
0.001333521432163324,10.672819457151697,10.665620581685783,0.4171009762267436
0.0014125375446227555,10.684633359590176,10.677260508650129,0.37150034819445116
0.0014962356560944358,10.695170207508802,10.687658496338669,0.3309090781663995
0.001584893192461114,10.704566700397173,10.696944795594476,0.29477207255620497
0.0016788040181225624,10.71294524446269,10.705236464849122,0.2625967214384712
0.0017782794100389228,10.720415366725778,10.712638610178379,0.23394567018773832
0.0018836490894898021,10.727075008053863,10.719245528871284,0.20843046560262132
0.001995262314968883,10.73301170112898,10.725141759886917,0.1857059634605243
0.0021134890398366475,10.735011030724914,10.727933781643932,0.16547732570778917
0.0022387211385683425,10.736663650297832,10.730330175485257,0.14746707373661253
0.0023713737056616554,10.738133890724868,10.732468042341628,0.1314194224295473
0.002511886431509582,10.739442044614663,10.734375093763603,0.11711975343792431
0.002660725059798814,10.740606128829544,10.736076120982052,0.10437739666712252
0.002818382931264455,10.741642141607446,10.737593282423427,0.09302253606376268
0.0029853826189179633,10.742564290752387,10.738946379507201,0.08290391740182305
0.0031622776601683794,10.743385196009998,10.740153102506406,0.07388681029243287
0.0033496543915782794,10.744116068518368,10.741229251842963,0.0658511958110517
0.0035481338923357606,10.744766869999756,10.742188937128432,0.058690154382144394
0.003758374042884443,10.745346454336875,10.743044756320536,0.052308431495163704
0.003981071705534978,10.745862694726867,10.74380795777616,0.04662116139610871
0.004216965034285823,10.746322601658193,10.744488589695646,0.04155273116169493
0.004466835921509635,10.74673244258366,10.74509564562663,0.03703576955644482
0.004731512589614813,10.74709788738869,10.745637226809084,0.03301024682674782
0.005011872336272725,10.747424231305718,10.746120758416797,0.02942267313624468
0.00530884444230989,10.747716798229199,10.746553349087577,0.026225384700187645
0.005623413251903491,10.747981712728208,10.74694243794358,0.023375907880879315
0.005956621435290109,10.748227354987076,10.747296987326544,0.020836392573105333
0.006309573444801942,10.748466974952755,10.747629608141313,0.0185731071610628
0.006683439175686149,10.74872311662626,10.747960154842808,0.016555988209153955
0.007079457843841388,10.749034643392218,10.748321452996652,0.014758238865580036
0.007498942093324558,10.749467192482706,10.748767872050161,0.01315597072662205
0.00794328234724282,10.750127746047728,10.749387365802441,0.011727884624085947
0.008413951416451964,10.751183628736808,10.750317324671435,0.010454986437133967
0.008912509381337459,10.752885609910678,10.751764084364485,0.009320334566750287
0.009440608762859246,10.755593946633425,10.754025309603445,0.008308816103037374
0.01,10.759805262644047,10.757513548564038,0.0074069490096007095
0.010592537251772897,10.766177268197408,10.762778702971868,0.006602707756012534
0.011220184543019653,10.775547716944185,10.770526447239952,0.005885369853529541
0.011885022274370214,10.788943722742015,10.78162927339686,0.005245380787918918
0.012589254117941661,10.807577903311874,10.797127149973113,0.0046742348065951424
0.01333521432163324,10.832828643388016,10.818215232443519,0.004164369063918249
0.014125375446227554,10.866203134136622,10.846217124770883,0.0037090687820863144
0.014962356560944358,10.909283558951518,10.882543534478831,0.003302381314241368
0.015848931924611172,10.96365866453598,10.928637675346542,0.0029390373365665756
0.01678804018122559,11.030844738040557,10.985910304454777,0.0026143778127930128
0.01778279410038923,11.112201465133325,11.055668563668874,0.0023242858387961985
0.01883649089489802,11.208849065863415,11.139043725511067,0.0020651229398083986
0.01995262314968883,11.321593358853587,11.236923343525675,0.0018336698028500007
0.02113489039836652,11.450864944066383,11.349893137974647,0.0016270717326870568
0.022387211385683378,11.596677574061028,11.478193223018984,0.001442789279311923
0.023713737056616554,11.758609150359817,11.621692098344846,0.001278554482325919
0.025118864315095822,11.93580685356575,11.779880345855869,0.001132333025936382
0.02660725059798814,12.127015947832888,11.951884387418952,0.0010022923398796547
0.02818382931264461,12.330630040032194,12.136499173677482,0.0008867753780289783
0.02985382618917957,12.544759218306549,12.332237455889697,0.0007842795230581316
0.03162277660168379,12.767311652858222,12.53739244886384,0.0006934398553811517
0.033496543915782793,12.996083915746592,12.750110247567841,0.0006130159174290075
0.03548133892335761,13.22885536609397,12.968468254982326,0.000541881103452861
0.037583740428844506,13.463482282585778,13.190555995953751,0.0004790138918013314
0.03981071705534969,13.697987821205613,13.4145548928762,0.0004234902796134827
0.042169650342858224,13.930644194181296,13.638813754485206,0.0003744769451123044
0.04466835921509635,14.160043665374616,13.861916840764808,0.00033122482154731913
0.04731512589614813,14.38515511719354,14.082741470348548,0.00029306290033856484
0.05011872336272735,14.605363248794275,14.300502374180384,0.00025939218047401204
0.05308844442309879,14.820488156553893,14.514780568161116,0.00022967974655128465
0.05623413251903491,15.030784364758873,14.725535628169943,0.00020345299432949945
0.059566214352901097,15.236920511089842,14.933102096201136,0.00018029403794519734
0.06309573444801943,15.439944004074187,15.138173514664604,0.00015983433468367544
0.06683439175686162,15.641239268648414,15.341781546751749,0.00014174955746379958
0.07079457843841373,15.842494162723424,15.54528334825199,0.00012575473582667683
0.07498942093324558,16.045697946895512,15.750379043964845,0.00011159967469684742
0.07943282347242822,16.253208429530517,15.959195489090542,9.90646457897777e-05
0.08413951416451965,16.467951090019415,16.174497989519942,8.795632648864143e-05
0.08912509381337477,16.69386036838938,16.40013959221581,7.810393035914702e-05
0.09440608762859226,16.936765778107844,16.64195084297209,6.93554247970761e-05
0.1,17.206109454927446,16.90945805234898,6.157365519469048e-05
0.10592537251772897,17.518250510587116,17.219188702313993,5.4632085897963006e-05
0.11220184543019653,17.902846062677973,17.601060229503467,4.840975251727417e-05
0.11885022274370213,18.41521220583384,18.11076725912711,4.278506153944093e-05
0.12589254117941662,19.160011779141904,18.85353472659235,3.762889902241983e-05
0.1333521432163324,20.334492071723332,20.027489282736347,3.280094067018614e-05
0.14125375446227553,22.296380226640963,21.99176697062433,2.816228213808262e-05
0.1496235656094436,25.624130592071346,25.326902797280923,2.3629460316775013e-05
0.15848931924611173,30.999522335965406,30.716817172147046,1.9272990464144442e-05
0.16788040181225589,38.56863811703529,38.307187367925906,1.535769165243197e-05
0.1778279410038923,47.01126633829196,46.771502863434975,1.2184920325248809e-05
0.1883649089489802,54.0588788231689,53.831760248713046,9.857572888723376e-06
0.19952623149688828,58.55365969456038,58.32563963052083,8.236013041028195e-06
0.2113489039836652,60.94371817514463,60.70306846457978,7.082824062640156e-06
0.22387211385683378,62.14414505352112,61.88261537670329,6.202817255692063e-06
0.23713737056616552,62.809482841057424,62.521326658648526,5.481537151062062e-06
0.25118864315095824,63.275956166545996,62.95691315187999,4.862597741250433e-06
0.2660725059798814,63.689418506124355,63.336237664241196,4.319345210501061e-06
0.2818382931264461,64.10599349453992,63.71630663058139,3.83803865537778e-06
0.2985382618917957,64.54429455962692,64.11662191314869,3.410194359103247e-06
0.31622776601683794,65.00836904830629,64.54213991827459,3.029536038175349e-06
0.33496543915782795,65.49687566317368,64.99241628620267,2.690863627307235e-06
0.354813389233576,66.00656452344255,65.46503884295961,2.389640327399652e-06
0.3758374042884451,66.5336094673046,65.95691288862054,2.121830000182169e-06
0.39810717055349853,67.07418862451732,66.46480171468843,1.8838185005877268e-06
0.4216965034285822,67.62480527950967,66.98561852109529,1.6723639045559497e-06
0.4466835921509635,68.18249881731657,67.5166223692691,1.484558277326141e-06
0.47315125896148125,68.74498016542631,68.05555418447882,1.3177954206307372e-06
0.5011872336272735,69.3106943235424,68.60071551814289,1.1697425200150527e-06
0.5308844442309901,69.87880903437828,69.15098761969591,1.0383146604369446e-06
