m_A_GeV,eps_therm_YFI_eq_Yeq,eps_therm_GammaK1K2_eq_H_at_m_over_3,eps_tau_1s,eps_tau_1e-2s,eps_tau_1e4s
0.15635958305640626,2.388575897741875e-09,2.3902427286815785e-09,4.160050420745825e-11,4.160050420745825e-10,4.1600504207458255e-13
0.16139080779552414,2.3057087823563363e-09,2.4332047930823135e-09,4.094693966566737e-11,4.0946939665667374e-10,4.094693966566737e-13
0.1665839236185188,2.2241353641894743e-09,2.4768367294564956e-09,4.030364294698459e-11,4.030364294698459e-10,4.030364294698459e-13
0.1719441397387323,2.1499283061822314e-09,2.5211560735378057e-09,3.9670452738790296e-11,3.9670452738790296e-10,3.9670452738790297e-13
0.17747683298777853,2.0881882138260856e-09,2.5661931522230652e-09,3.9047210262769944e-11,3.904721026276994e-10,3.904721026276994e-13
0.1831875532090411,2.0533683792741003e-09,2.611941302417956e-09,3.8433759235098464e-11,3.843375923509846e-10,3.843375923509846e-13
0.18908202882472064,2.0296786070024862e-09,2.658453497810196e-09,3.7829945827250025e-11,3.7829945827250024e-10,3.782994582725002e-13
0.1951661725820134,2.033286005136214e-09,2.705718587646823e-09,3.723561862742375e-11,3.7235618627423747e-10,3.723561862742375e-13
0.20144608748418705,2.0452983676345914e-09,2.753787479622977e-09,3.66506286025754e-11,3.66506286025754e-10,3.66506286025754e-13
0.20792807291250148,2.072982013599945e-09,2.8026744548570627e-09,3.6074829061045665e-11,3.6074829061045666e-10,3.6074829061045666e-13
0.21461863094511727,1.8778749145418494e-09,2.5416976410580693e-09,3.164018857010365e-11,3.164018857010365e-10,3.164018857010365e-13
0.2215244728793283,1.7930277522280532e-09,2.422065755902079e-09,2.915983729367438e-11,2.9159837293674376e-10,2.915983729367438e-13
0.22865252596366312,1.766391464874539e-09,2.376946032881898e-09,2.7675762234401777e-11,2.7675762234401777e-10,2.767576223440178e-13
0.2360099403466062,1.7621983762871237e-09,2.3597581761359324e-09,2.6572137554343932e-11,2.657213755434393e-10,2.657213755434393e-13
0.24360409624891005,1.7712075713513518e-09,2.3579454556147576e-09,2.5677838365641365e-11,2.5677838365641364e-10,2.567783836564136e-13
0.25144261136669366,1.7884350947156881e-09,2.3659923669149423e-09,2.4917319549789113e-11,2.491731954978911e-10,2.491731954978911e-13
0.25953334851275106,1.8120447936846447e-09,2.381158789979724e-09,2.424989670899199e-11,2.424989670899199e-10,2.424989670899199e-13
0.26788442350373776,1.8404539515038137e-09,2.40157707881308e-09,2.3650978393256736e-11,2.3650978393256733e-10,2.3650978393256737e-13
0.2765042133011442,1.872949590400334e-09,2.4264090799312565e-09,2.3104523743336636e-11,2.3104523743336636e-10,2.3104523743336636e-13
0.28540136441422437,1.9075434607293168e-09,2.452811003794721e-09,2.258196762476229e-11,2.258196762476229e-10,2.258196762476229e-13
0.29458480157330685,1.9428707322736454e-09,2.4792328407489233e-09,2.206565879037588e-11,2.206565879037588e-10,2.206565879037588e-13
0.30406373668219044,1.979952830648207e-09,2.506870946450999e-09,2.1566452181625036e-11,2.1566452181625035e-10,2.1566452181625036e-13
0.31384767805860214,2.019039385365923e-09,2.5360041795458244e-09,2.1084759483777658e-11,2.1084759483777656e-10,2.1084759483777656e-13
0.32394643997198946,2.060148646455602e-09,2.5670007434634324e-09,2.0619499687151944e-11,2.0619499687151946e-10,2.0619499687151945e-13
0.334370152488211,2.103443651893689e-09,2.599474672223522e-09,2.0169229894290917e-11,2.0169229894290915e-10,2.0169229894290916e-13
0.34512927163100404,2.148825443169107e-09,2.6347737041912385e-09,1.973244435172187e-11,1.973244435172187e-10,1.9732444351721868e-13
0.35623458987041906,2.196477855499896e-09,2.6712961988319156e-09,1.9307665387937767e-11,1.930766538793777e-10,1.9307665387937767e-13
0.36769724694874484,2.2463001377144613e-09,2.712863616234248e-09,1.8893463973069566e-11,1.8893463973069566e-10,1.8893463973069567e-13
0.37952874105478046,2.298412594182047e-09,2.756237001430987e-09,1.8488452415483284e-11,1.8488452415483284e-10,1.8488452415483283e-13
0.391740940357667,2.352752741852588e-09,2.8068686278060446e-09,1.8091264372793392e-11,1.809126437279339e-10,1.809126437279339e-13
0.40434609491184487,2.409338149274721e-09,2.8623983854756256e-09,1.7700527681332784e-11,1.7700527681332785e-10,1.7700527681332782e-13
0.4173568489450805,2.4681098201531232e-09,2.9270875777887606e-09,1.7314831506636583e-11,1.7314831506636582e-10,1.7314831506636583e-13
0.4307862535418892,2.5289643156914934e-09,3.0032216153989523e-09,1.693268735139244e-11,1.6932687351392442e-10,1.6932687351392442e-13
0.4446477797350742,2.5917770471520616e-09,3.0882307056390325e-09,1.655248222411094e-11,1.6552482224110942e-10,1.655248222411094e-13
0.4589553320185177,2.6562714177670248e-09,3.1927835199251254e-09,1.6172421232006903e-11,1.6172421232006905e-10,1.6172421232006906e-13
0.47372326229477474,2.72215219468738e-09,3.3003322665333906e-09,1.5790455755980578e-11,1.5790455755980576e-10,1.5790455755980576e-13
0.48896638427146427,2.7888689666329335e-09,3.4272651176069546e-09,1.540419205928473e-11,1.5404192059284726e-10,1.5404192059284727e-13
0.5046999883208954,2.8557713520198973e-09,3.5470483875246688e-09,1.501077364091206e-11,1.5010773640912063e-10,1.5010773640912062e-13
0.5209398568178364,2.9218472620468117e-09,3.6645881379731437e-09,1.4606729020344672e-11,1.4606729020344672e-10,1.460672902034467e-13
0.5377022799708129,2.9857700178637322e-09,3.764607946575031e-09,1.4187775523934235e-11,1.4187775523934234e-10,1.4187775523934235e-13
0.55500407216281,3.0456730846990803e-09,3.839331907148556e-09,1.3748570706150849e-11,1.3748570706150847e-10,1.3748570706150848e-13
0.5728625888177783,3.0990225343048537e-09,3.887522146939854e-09,1.3282410540400482e-11,1.3282410540400483e-10,1.3282410540400482e-13
0.5912957438098542,3.1423923495775724e-09,3.903697463524684e-09,1.278089779056658e-11,1.278089779056658e-10,1.278089779056658e-13
0.610322027432765,3.171171994601289e-09,3.885960905419561e-09,1.223366930450305e-11,1.2233669304503048e-10,1.223366930450305e-13
0.6299605249474366,3.179425896405778e-09,3.833504813081705e-09,1.1628432432695963e-11,1.1628432432695962e-10,1.1628432432695964e-13
0.6502309357264154,3.1597856189257234e-09,3.738795651541091e-09,1.0951936426035967e-11,1.0951936426035967e-10,1.0951936426035966e-13
0.6711535930143052,3.104410612855613e-09,3.6013971534567716e-09,1.0193318455177317e-11,1.0193318455177316e-10,1.0193318455177316e-13
0.6927494843240392,3.0076504193743184e-09,3.415865273217335e-09,9.352809331104666e-12,9.352809331104667e-11,9.352809331104666e-14
0.7150402724894498,2.873544314640073e-09,3.193951563983075e-09,8.460805651710337e-12,8.460805651710336e-11,8.460805651710336e-14
0.7380483173952531,2.7303750769642544e-09,2.9685672194118053e-09,7.610856780619483e-12,7.610856780619482e-11,7.610856780619483e-14
0.7617966984062449,2.6484430673236694e-09,2.8163373966763993e-09,6.988654189709693e-12,6.988654189709693e-11,6.988654189709693e-14
0.7863092375182045,2.729580181117763e-09,2.838836876108622e-09,6.818767391310507e-12,6.818767391310507e-11,6.818767391310507e-14
0.811610523253735,3.032443448044178e-09,3.0849496514505084e-09,7.172489894326725e-12,7.172489894326725e-11,7.172489894326725e-14
0.8377259353270038,3.511825565498688e-09,3.4954514173899198e-09,7.866500501395819e-12,7.86650050139582e-11,7.86650050139582e-14
0.8646816701021308,4.06942993755993e-09,3.964486678167352e-09,8.635923889614224e-12,8.635923889614223e-11,8.635923889614225e-14
0.8925047668707519,4.627445008729053e-09,4.414509688827095e-09,9.307723266646456e-12,9.307723266646456e-11,9.307723266646455e-14
0.921223134975129,5.1477585080914294e-09,4.8119247626830176e-09,9.819724822925775e-12,9.819724822925776e-11,9.819724822925776e-14
0.9508655818040038,5.620175477296518e-09,5.151211438084477e-09,1.0174353084271092e-11,1.0174353084271093e-10,1.0174353084271092e-13
0.9814618416892853,6.0477047536822466e-09,5.439648103338139e-09,1.0398390640758334e-11,1.0398390640758333e-10,1.0398390640758333e-13
1.0130426057325483,6.432795709867853e-09,5.6831216925683234e-09,1.0514220798999037e-11,1.0514220798999037e-10,1.0514220798999037e-13
1.045639552591273,6.733619650441591e-09,5.848912436994833e-09,1.0472433670949554e-11,1.0472433670949554e-10,1.0472433670949554e-13
1.0792853802556992,6.935440502917272e-09,5.9291621805836185e-09,1.0274088512210525e-11,1.0274088512210526e-10,1.0274088512210525e-13
1.1140138388481724,7.0448943091024714e-09,5.93427432428176e-09,9.951494195048284e-12,9.951494195048283e-11,9.951494195048284e-14
1.149859764477884,7.078464960340566e-09,5.881616606855605e-09,9.545147608314012e-12,9.545147608314012e-11,9.545147608314012e-14
1.186859114184965,7.057225795562021e-09,5.79106720420551e-09,9.095096946774645e-12,9.095096946774644e-11,9.095096946774646e-14
1.2250490020089868,7.002942917563649e-09,5.68153383201772e-09,8.63519421271738e-12,8.63519421271738e-11,8.63519421271738e-14
1.264467736218043,6.934811111360878e-09,5.568938659198596e-09,8.191004406042206e-12,8.191004406042207e-11,8.191004406042207e-14
1.305154857735767,6.86946978117521e-09,5.466165874951318e-09,7.780397699983702e-12,7.780397699983701e-11,7.780397699983702e-14
1.3471511798048221,6.8207273428193976e-09,5.383496957176039e-09,7.415477917912627e-12,7.415477917912627e-11,7.415477917912626e-14
1.3904988289266595,6.801443408694881e-09,5.330033376236209e-09,7.104917048889772e-12,7.104917048889771e-11,7.104917048889772e-14
1.4352412871185989,6.824850840349068e-09,5.3150546727717595e-09,6.8563418405538625e-12,6.856341840553862e-11,6.856341840553863e-14
1.4814234355306317,6.9072662210689634e-09,5.350145449830107e-09,6.678921561557e-12,6.678921561557e-11,6.678921561557001e-14
1.5290915994656933,7.053152564373401e-09,5.437555097321178e-09,6.569034669984803e-12,6.569034669984802e-11,6.569034669984802e-14
1.578293594848566,7.203547501477241e-09,5.53121229555638e-09,6.466608469725646e-12,6.466608469725646e-11,6.466608469725646e-14
1.6290787761900183,7.3522744518797515e-09,5.6258493932777995e-09,6.3650750659021435e-12,6.365075065902144e-11,6.365075065902143e-14
1.6814980860943072,7.500038583946431e-09,5.72202114094405e-09,6.265066850088526e-12,6.265066850088526e-11,6.265066850088526e-14
1.7356041063596916,7.64777563086575e-09,5.819834670369817e-09,6.1666311098791604e-12,6.16663110987916e-11,6.16663110987916e-14
1.791451110723226,7.795454985108136e-09,5.919297696661063e-09,6.069742967818244e-12,6.069742967818245e-11,6.069742967818244e-14
1.8490951193027287,7.943801277801858e-09,6.0204654803435125e-09,5.974377960430328e-12,5.974377960430328e-11,5.974377960430327e-14
1.9085939547905533,8.09295789799194e-09,6.123344880680127e-09,5.880512028613577e-12,5.880512028613576e-11,5.880512028613577e-14
1.9700073004555199,8.243381056172908e-09,6.227986701979189e-09,5.7881215086016095e-12,5.788121508601609e-11,5.788121508601608e-14
2.033396760011185,8.395401419519223e-09,6.334410574874778e-09,5.697183123428397e-12,5.697183123428397e-11,5.697183123428397e-14
2.098825919410516,8.549162851620917e-09,6.442652879550547e-09,5.607673974839564e-12,5.607673974839564e-11,5.607673974839564e-14
2.166360410628944,8.705198645469597e-09,6.552751294951668e-09,5.519571535600901e-12,5.5195715356009006e-11,5.5195715356009004e-14
2.2360679774997894,8.863323332894607e-09,6.664721962320881e-09,5.432853642161401e-12,5.4328536421614006e-11,5.432853642161401e-14
2.3080185436680805,9.024287414206322e-09,6.778623048324819e-09,5.3474984876338024e-12,5.347498487633802e-11,5.347498487633802e-14
2.3822842827309474,9.187682651140943e-09,6.894449167688413e-09,5.2634846150603925e-12,5.2634846150603924e-11,5.2634846150603926e-14
2.4589396906349434,9.354162501329232e-09,7.012275678735274e-09,5.180790910936065e-12,5.1807909109360645e-11,5.1807909109360646e-14
2.538061660402914,9.52346046215779e-09,7.1320887533053285e-09,5.0993965989642426e-12,5.0993965989642424e-11,5.0993965989642425e-14
2.6197295592653664,9.695949740671983e-09,7.253948348187913e-09,5.019281234024405e-12,5.019281234024405e-11,5.019281234024405e-14
2.704025308273725,9.87159820325011e-09,7.377861009936135e-09,4.9404246963326365e-12,4.940424696332637e-11,4.940424696332637e-14
2.7910334644753165,1.0050485152268234e-08,7.50386656535038e-09,4.862807185779026e-12,4.862807185779026e-11,4.862807185779026e-14
2.8808413057325324,1.0232819219141848e-08,7.631981272154428e-09,4.786409216427687e-12,4.786409216427687e-11,4.786409216427687e-14
2.9735389182712253,1.0418396981944667e-08,7.762240975750412e-09,4.711211611167027e-12,4.711211611167027e-11,4.711211611167027e-14
3.069219287046185,1.0607670224147049e-08,7.894650761739844e-09,4.637195496499316e-12,4.6371954964993156e-11,4.6371954964993165e-14
3.167978389014332,1.080020631229664e-08,8.029267930658056e-09,4.564342297459988e-12,4.564342297459988e-11,4.564342297459988e-14
3.2699152894091736,1.0996577926950324e-08,8.166057724335282e-09,4.492633732658243e-12,4.492633732658243e-11,4.4926337326582427e-14
3.375132241113122,1.1196343877230223e-08,8.3051195645869e-09,4.422051809431481e-12,4.4220518094314816e-11,4.4220518094314816e-14
3.4837347872273354,1.1399897427484535e-08,8.446380497085615e-09,4.352578819107e-12,4.352578819107e-11,4.3525788191070006e-14
3.5958318669419884,1.1298329277846466e-08,8.361487338373436e-09,4.170249775499726e-12,4.1702497754997255e-11,4.170249775499726e-14
3.711535924813137,1.1251816413872767e-08,8.317320914507728e-09,4.014888457466177e-12,4.014888457466177e-11,4.014888457466177e-14
3.830963023555837,1.1038155312158037e-08,8.149738679092808e-09,3.80760916362764e-12,3.8076091636276405e-11,3.8076091636276403e-14
3.9542329604666215,1.0642049690310518e-08,7.847978495508897e-09,3.5488972780610473e-12,3.548897278061047e-11,3.548897278061047e-14
4.081469387592155,1.0328528403829866e-08,7.607577871512425e-09,3.329810475799646e-12,3.3298104757996456e-11,3.329810475799646e-14
4.212799935764557,1.0303625504309671e-08,7.580182436364781e-09,3.2114188855145826e-12,3.2114188855145825e-11,3.2114188855145825e-14
4.348356342627875,1.0456256907670597e-08,7.683035700506153e-09,3.1507125397677195e-12,3.150712539767719e-11,3.150712539767719e-14
4.4882745847840795,1.0616936771043331e-08,7.791728648862853e-09,3.0929485562650975e-12,3.0929485562650977e-11,3.0929485562650975e-14
4.63269501419117,1.0784834743466704e-08,7.905183878307375e-09,3.037613242417521e-12,3.037613242417521e-11,3.037613242417521e-14
4.781762498950186,1.0958951495010185e-08,8.023081091512837e-09,2.9843373125086877e-12,2.984337312508688e-11,2.984337312508688e-14
4.935626568622367,1.1138856058169296e-08,8.14478819865955e-09,2.9328451511461944e-12,2.932845151146194e-11,2.9328451511461945e-14
5.0944415642222385,1.132405275866872e-08,8.270148627738612e-09,2.8829250468601194e-12,2.8829250468601196e-11,2.88292504686012e-14
5.258366793037017,1.1514207468987331e-08,8.398827746494617e-09,2.8344106112201813e-12,2.8344106112201813e-11,2.8344106112201815e-14
5.427566688427759,1.1709134626586937e-08,8.530674322848197e-09,2.7871686017346156e-12,2.7871686017346156e-11,2.7871686017346157e-14
5.602210974772389,1.1908504819897746e-08,8.665583971458483e-09,2.741090623117055e-12,2.741090623117055e-11,2.741090623117055e-14
5.782474837716209,1.2112338354016786e-08,8.803338202247956e-09,2.6960872875978627e-12,2.6960872875978626e-11,2.6960872875978627e-14
5.968539099900571,1.232028859207525e-08,8.944035648549219e-09,2.6520839948320506e-12,2.6520839948320505e-11,2.6520839948320505e-14
6.160590402346034,1.2532483718949946e-08,9.087352780414688e-09,2.609017813263499e-12,2.609017813263499e-11,2.6090178132634988e-14
6.3588213916719285,1.2748636524069214e-08,9.233539674591309e-09,2.566835131318093e-12,2.566835131318093e-11,2.566835131318093e-14
6.563430913340138,1.2968821846683858e-08,9.38226160296585e-09,2.525489859448331e-12,2.525489859448331e-11,2.525489859448331e-14
6.774624211116934,1.319289828434522e-08,9.533758812369936e-09,2.4849420344634087e-12,2.4849420344634086e-11,2.4849420344634087e-14
6.9926131329529735,1.3420869802945605e-08,9.687828336982326e-09,2.4451567229266275e-12,2.4451567229266274e-11,2.4451567229266277e-14
7.2176163434879,1.365269280347907e-08,9.844578684566639e-09,2.406103150388434e-12,2.406103150388434e-11,2.406103150388434e-14
7.449859543392815,1.3888325770486556e-08,1.0003970830533694e-08,2.367754003521919e-12,2.3677540035219193e-11,2.367754003521919e-14
7.68957569577057,1.4127781490835458e-08,1.0165978604805486e-08,2.3300848662588813e-12,2.330084866258881e-11,2.3300848662588812e-14
7.9370052598409995,1.4371007555858652e-08,1.033071947698776e-08,2.2930737609077684e-12,2.2930737609077685e-11,2.2930737609077684e-14
8.192396432145516,1.4618022812123463e-08,1.0498035103125299e-08,2.2567007723156566e-12,2.2567007723156566e-11,2.2567007723156565e-14
8.456005395512996,1.4868806490970606e-08,1.0668188438830828e-08,2.2209477382883036e-12,2.2209477382883037e-11,2.2209477382883038e-14
8.728096576036751,1.512334239683951e-08,1.0840899132418702e-08,2.1857979932836706e-12,2.1857979932836705e-11,2.1857979932836706e-14
9.008942908320234,1.5381646582182925e-08,1.1016496194661158e-08,2.1512361552353536e-12,2.1512361552353536e-11,2.151236155235354e-14
9.298826109257721,1.564370433185183e-08,1.1194780131275242e-08,2.117247947510657e-12,2.1172479475106568e-11,2.1172479475106568e-14
9.598036960624443,1.590950424155312e-08,1.1375946557372154e-08,2.0838200496501195e-12,2.0838200496501192e-11,2.0838200496501195e-14
9.906875600759736,1.6179110002939817e-08,1.1559934583503328e-08,2.0509399718028033e-12,2.050939971802803e-11,2.050939971802803e-14
10.225651825635733,1.645236910884127e-08,1.1746816574730025e-08,2.0185959487589564e-12,2.0185959487589564e-11,2.0185959487589563e-14
10.554685399613641,1.6714551821829128e-08,1.1925971939860237e-08,1.9849982860084087e-12,1.9849982860084087e-11,1.9849982860084088e-14
10.894306376199287,1.661869214459171e-08,1.185021380156703e-08,1.910459479177033e-12,1.9104594791770332e-11,1.9104594791770333e-14
11.244855429119765,1.6847067407704413e-08,1.2006086406467017e-08,1.8748279705762426e-12,1.8748279705762426e-11,1.8748279705762426e-14
11.606684194053106,1.7127835578609123e-08,1.2199777525744015e-08,1.8453103755940697e-12,1.8453103755940696e-11,1.8453103755940695e-14
11.980155621354001,1.741247922280381e-08,1.2396593577498482e-08,1.8162650849738285e-12,1.8162650849738287e-11,1.8162650849738284e-14
12.365644340129204,1.7700643000865548e-08,1.25963912477033e-08,1.7876835044674705e-12,1.7876835044674706e-11,1.7876835044674705e-14
12.763537034027907,1.7992568688346042e-08,1.2799380684427968e-08,1.7595573379170472e-12,1.7595573379170474e-11,1.7595573379170472e-14
13.17423282912403,1.8288179513027437e-08,1.3005499191589974e-08,1.7318785594831855e-12,1.7318785594831855e-11,1.7318785594831857e-14
13.598143694279477,1.8587393480635164e-08,1.3214864078615011e-08,1.7046393896687199e-12,1.7046393896687198e-11,1.7046393896687197e-14
14.035694854390071,1.8890540476267786e-08,1.3427504161160213e-08,1.6778322745706069e-12,1.677832274570607e-11,1.677832274570607e-14
14.487325216928468,1.919707630974315e-08,1.3643456092618693e-08,1.6514498678826728e-12,1.6514498678826728e-11,1.651449867882673e-14
14.953487812212204,1.9507861831630497e-08,1.3862827976753457e-08,1.6254850152461182e-12,1.6254850152461184e-11,1.6254850152461182e-14
15.434650247838295,1.9821781493697246e-08,1.4085587853286583e-08,1.5999307406068391e-12,1.599930740606839e-11,1.599930740606839e-14
15.931295177740306,2.0140064132716534e-08,1.4311909490735055e-08,1.5747802342905915e-12,1.5747802342905915e-11,1.5747802342905915e-14
16.443920786338417,2.0461718485502888e-08,1.4541709410130389e-08,1.5500268425506754e-12,1.5500268425506755e-11,1.5500268425506753e-14
16.973041288268096,2.0787573333427585e-08,1.47751833798494e-08,1.5256640583795112e-12,1.5256640583795112e-11,1.525664058379511e-14
17.51918744418868,2.1117156882525272e-08,1.5012290765554058e-08,1.501685513406447e-12,1.501685513406447e-11,1.501685513406447e-14
18.082907093189338,2.1450713645739137e-08,1.5253163322510084e-08,1.4780849707302723e-12,1.4780849707302724e-11,1.4780849707302722e-14
18.66476570232623,2.1788421467855404e-08,1.54978239372625e-08,1.4548563185570755e-12,1.4548563185570755e-11,1.4548563185570754e-14
19.265346933842476,2.212982502597461e-08,1.5746354085608155e-08,1.4319935645328176e-12,1.4319935645328176e-11,1.4319935645328176e-14
19.88525323063959,2.247589184484579e-08,1.5998826160670547e-08,1.4094908306759778e-12,1.4094908306759778e-11,1.4094908306759779e-14
20.525106420587832,2.282537065255445e-08,1.6255288183145022e-08,1.3873423488291571e-12,1.387342348829157e-11,1.387342348829157e-14
21.1855483402816,2.3179848581387276e-08,1.651584425343955e-08,1.3655424565600959e-12,1.3655424565600959e-11,1.365542456560096e-14
21.86724147886555,2.3537779696865753e-08,1.678053088551294e-08,1.3440855934524035e-12,1.3440855934524035e-11,1.3440855934524035e-14
22.570869642577428,2.3900710633683695e-08,1.7049458395653076e-08,1.3229662977347066e-12,1.3229662977347066e-11,1.3229662977347065e-14
23.297138640673793,2.426762737321917e-08,1.732268605682861e-08,1.3021792032041347e-12,1.3021792032041348e-11,1.3021792032041348e-14
24.046776993427226,2.4639304642019115e-08,1.760030580789231e-08,1.2817190364061752e-12,1.2817190364061751e-11,1.2817190364061752e-14
24.820536662904843,2.5015559809272257e-08,1.7882402345885854e-08,1.261580614038236e-12,1.261580614038236e-11,1.261580614038236e-14
25.61919380726126,2.5396345114902218e-08,1.816906671195433e-08,1.2417588405487524e-12,1.2417588405487524e-11,1.2417588405487524e-14
26.443549559302703,2.5782342243543236e-08,1.8460379067206016e-08,1.22224870590755e-12,1.2222487059075501e-11,1.22224870590755e-14
27.294430830103092,2.6172664579404974e-08,1.875647059540769e-08,1.20304528352651e-12,1.20304528352651e-11,1.20304528352651e-14
28.172691138478395,2.6568882016070386e-08,1.9057370999565732e-08,1.18414372831243e-12,1.1841437283124301e-11,1.1841437283124301e-14
29.079211467151232,2.6969264975144993e-08,1.9363304195750436e-08,1.1655392748364447e-12,1.1655392748364447e-11,1.1655392748364447e-14
30.014901146464293,2.7375859300625133e-08,1.967419654946832e-08,1.1472272356064763e-12,1.1472272356064762e-11,1.1472272356064763e-14
30.980698766529528,2.7787320251801927e-08,1.9990412936909504e-08,1.1292029994310021e-12,1.1292029994310023e-11,1.1292029994310023e-14
31.97757311872765,2.8204938683968643e-08,2.0311797556803284e-08,1.1114620298640017e-12,1.1114620298640016e-11,1.1114620298640017e-14
33.00652416750255,2.8628213050713208e-08,2.0638699808474827e-08,1.093999863722292e-12,1.093999863722292e-11,1.093999863722292e-14
34.068584053425404,2.9057649536244517e-08,2.0971066589839215e-08,1.0768121096676247e-12,1.0768121096676246e-11,1.0768121096676247e-14
35.164818128534684,2.9493541345121402e-08,2.1309121765561872e-08,1.0598944468469228e-12,1.0598944468469228e-11,1.0598944468469227e-14
36.296326024990485,2.99357427580098e-08,2.1652986816109188e-08,1.043242623584903e-12,1.043242623584903e-11,1.043242623584903e-14
