m_A_GeV,eps,tau_s,Y_FI,mY_GeV,excluded,reason,T_dec,drho_over_rhog,xi,xi_max,mu
1.3471511798048221,2.5118864315095823e-12,8.715218743725378,9.715812565034715e-10,1.3088668359749032e-09,False,BBN envelope,0.00030645243794975407,2.5820049248049066e-05,1.3088668359749032e-09,3.8867137975505213e-07,
1.3471511798048221,3.9810717055349695e-12,3.4695910748193266,2.44050177532009e-09,3.2877248459382224e-09,False,BBN envelope,0.0004718722536398932,4.632153052485725e-05,3.2877248459382224e-09,1.5473286326940688e-06,
1.3471511798048221,6.309573444801943e-12,1.3812690857739827,6.130263295501608e-09,8.258391431049188e-09,False,BBN envelope,0.0007377748453660006,7.782422561078815e-05,8.258391431049188e-09,6.160026238782519e-06,
1.7356041063596916,1e-14,380273.3924532948,1.1934472289637347e-14,2.071351911313053e-14,False,BBN envelope,1.8618231852768451e-06,2.9057467384354842e-08,2.071351911313053e-14,8.315800481772525e-13,
1.7356041063596916,1.584893192461111e-14,151389.56430636134,2.997803901156702e-14,5.203000760908675e-14,False,BBN envelope,2.9508796062323965e-06,4.605159776501572e-08,5.203000760908675e-14,2.0888346397305167e-12,
1.7356041063596916,2.5118864315095823e-14,60269.271097331926,7.530142943642045e-14,1.306934701446059e-13,False,BBN envelope,4.676947793818955e-06,7.298501003884661e-08,1.306934701446059e-13,6.758589843616561e-12,
1.7356041063596916,3.9810717055349693e-14,23993.628987880562,1.8914863887461997e-13,3.2828715434313683e-13,False,BBN envelope,7.412701250169956e-06,1.1566972360568476e-07,3.2828715434313683e-13,2.6906430795737795e-11,
1.7356041063596916,6.309573444801943e-14,9552.035747675456,4.751198995276658e-13,8.246200486334208e-13,False,BBN envelope,1.1749055009419043e-05,1.8331299771980604e-07,8.246200486334208e-13,1.0468972545913644e-10,
1.7356041063596916,1e-13,3802.733924532948,1.1934472289637345e-12,2.0713519113130527e-12,False,BBN envelope,1.8623611072729646e-05,2.904907490262518e-07,2.0713519113130527e-12,2.62968700899267e-10,
1.7356041063596916,1.584893192461111e-13,1513.8956430636133,2.997803901156702e-12,5.203000760908675e-12,False,BBN envelope,2.9526516519388504e-05,4.602463741983062e-07,5.203000760908675e-12,6.605475117005678e-10,
1.7356041063596916,2.511886431509582e-13,602.6927109733193,7.530142943642045e-12,1.306934701446059e-11,False,BBN envelope,4.680093795939348e-05,7.31602334143805e-07,1.306934701446059e-11,1.65922033200808e-09,
1.7356041063596916,3.981071705534969e-13,239.93628987880567,1.891486388746199e-11,3.282871543431367e-11,False,BBN envelope,7.316955591650741e-05,1.2447866576721813e-06,3.282871543431367e-11,4.167773038855903e-09,
1.7356041063596916,6.309573444801942e-13,95.52035747675455,4.751198995276657e-11,8.246200486334207e-11,False,BBN envelope,0.00010978572799388054,2.5455533763464505e-06,8.246200486334207e-11,1.0711643033784735e-08,
1.7356041063596916,1e-12,38.027339245329486,1.1934472289637344e-10,2.0713519113130525e-10,False,BBN envelope,0.00016113167895810492,5.681081504172939e-06,2.0713519113130525e-10,4.2643819001590906e-08,
