E_n_MeV,E_R_max_keV,kR,a_gauss,f_gt200_iso,f_200_270_iso,f_lt55_iso,f_gt200_bd,f_200_270_bd,f_lt55_bd,f_gt200_gauss,f_200_270_gauss,f_lt55_gauss,f_gt200_bd_R5.6,f_200_270_bd_R5.6,f_gt200_bd_R7.1,f_200_270_bd_R7.1
8.5,257.2389842499414,4.047140897606254,8.189674722538577,0.2225000000000001,0.2225000000000001,0.2138,0.007232965850594095,0.007232965850594095,0.9140140749176695,2.869339460950048e-06,2.869339460950048e-06,0.9698601598501913,0.00402085418629809,0.00402085418629809,0.01832271216602048,0.01832271216602048
10.0,302.6340991175781,4.3914844394146755,9.642567790810613,0.33909999999999996,0.23125,0.18170000000000003,0.01954427775028212,0.010540408778057113,0.9026790624502798,2.911063066812178e-06,2.881557867855461e-06,0.9699264512019306,0.006588360094155512,0.004184661533262103,0.02398873102344746,0.020877748652304143
15.0,453.9511486763672,5.385560964071544,14.50213344886561,0.5594000000000001,0.15414999999999998,0.12115,0.030177031340651934,0.010424018921060704,0.8928900134003684,2.8185722797310825e-06,2.786339941499374e-06,0.9702184717388035,0.0318870559596138,0.00407789846701055,0.03459662658376168,0.0206495317117793
50.0,1513.1704955878906,9.923072705371524,49.23368595804467,0.8677999999999999,0.0462,0.0363,0.059567860871820213,0.010097849747538586,0.8658285848222315,2.221369706766795e-06,2.197877078360175e-06,0.9719667956164152,0.057955519916314355,0.003959924184580898,0.058285792371009996,0.020128109013940746
200.0,6052.6819823515625,20.60327395789575,212.24744889205257,0.96695,0.01155,0.009049999999999997,0.07483302531941259,0.009933623455710871,0.8517716475161875,8.073113981721777e-07,8.013171918139018e-07,0.9785424523766191,0.07693507840790875,0.0038801546510358683,0.07170816504139223,0.01984016929397107
