p_n,p_gamma,f_neutrons,f_gammas,f_silent
0.05,0.1,0.13957019927536232,0.0018363047770289071,0.00025629342366022436
0.05,0.15,0.13957019927536232,0.0026058405184084983,0.00036369768043408756
0.05,0.3,0.13957019927536232,0.007446583070924344,0.0010393210831294503
0.07,0.1,0.1476194398550725,0.0018363047770289071,0.0002710742825882011
0.07,0.15,0.1476194398550725,0.0026058405184084983,0.0003846727176791143
0.07,0.3,0.1476194398550725,0.007446583070924344,0.0010992604217641172
0.15,0.1,0.18301705917874395,0.0018363047770289071,0.0003360751000477097
0.15,0.15,0.18301705917874395,0.0026058405184084983,0.00047691326836793696
0.15,0.3,0.18301705917874395,0.007446583070924344,0.0013628517345707935
