source,f_first_gt200_iso,f_first_200_270_iso,f_first_lt55_iso,f_first_gt200_bd,f_first_200_270_bd,f_first_lt55_bd
alpha_n,0.0003689586802526858,0.0003131240178826937,0.8491677717386334,1.5642281459327633e-05,1.1025481288782688e-05,0.989899647001579
fission_238U,0.0017773362330122146,0.0015503939171483026,0.860187482742449,6.0460181625359074e-05,4.319262186011774e-05,0.9901214807345138
muon_E-1,0.7539633375659346,0.0670871405460996,0.05278466821542696,0.0570123516808328,0.009975276109130531,0.8678802478291646
muon_E-2,0.6285184935518652,0.12870608150716603,0.10119845777174673,0.04041083268662584,0.010280829974948691,0.883450710028361
