layer,sd_E_cum,sd_E_marg,pct_cum,mean_E
quanta,0.9968388505739921,0.9968388505739921,0.40197069824478154,247.98793915246114
+S1 binomial (g1),4.126299628433107,4.004080534853604,1.6636837048740851,248.02188158387975
+double phe,4.816318023729226,2.4840633409983313,1.9427639234309824,247.91061670650421
+SPE resolution,5.015837705903024,1.4006100764522302,2.0225286778781246,247.9983478486565
+extraction binomial,5.0500835651743206,0.5871253045860508,2.0367208752756247,247.95167695676042
+SE Fano,5.043591108706742,0.0,2.033519073391123,248.02280808195147
+position residual,6.220866509092052,3.641616241741766,2.508367463807778,248.00459258264289
+e-lifetime corr.,6.398217278407399,1.4959960620830028,2.5801646202470923,247.97709526745882
