doy,vE_lz_cosine_kms,vE_wimpydd_kms,vE_wimprates_kms
2.100000000000000000e+01,2.408900805546980450e+02,2.429872068636768176e+02,2.428450445070876640e+02
2.125000000000000000e+01,2.409395122035091106e+02,2.430376298163114086e+02,2.428949847138489702e+02
2.150000000000000000e+01,2.409891216457266694e+02,2.430882174177137358e+02,2.429450922945494540e+02
2.175000000000000000e+01,2.410389079638150065e+02,2.431389686284973095e+02,2.429953662191825572e+02
2.200000000000000000e+01,2.410888702369670114e+02,2.431898824065873725e+02,2.430458054549845031e+02
2.225000000000000000e+01,2.411390075411213445e+02,2.432409577072478726e+02,2.430964089664593928e+02
2.250000000000000000e+01,2.411893189489793770e+02,2.432921934831088322e+02,2.431471757154074851e+02
2.275000000000000000e+01,2.412398035300223853e+02,2.433435886841935201e+02,2.431981046609521400e+02
2.300000000000000000e+01,2.412904603505288037e+02,2.433951422579454515e+02,2.432491947595669046e+02
2.325000000000000000e+01,2.413412884735914758e+02,2.434468531492560146e+02,2.433004449651025141e+02
2.350000000000000000e+01,2.413922869591349354e+02,2.434987203004912999e+02,2.433518542288141191e+02
2.375000000000000000e+01,2.414434548639328852e+02,2.435507426515194993e+02,2.434034214993884575e+02
2.400000000000000000e+01,2.414947912416255349e+02,2.436029191397381624e+02,2.434551457229708546e+02
2.425000000000000000e+01,2.415462951427371650e+02,2.436552487001011400e+02,2.435070258431924515e+02
2.450000000000000000e+01,2.415979656146937202e+02,2.437077302651462958e+02,2.435590608011973472e+02
2.475000000000000000e+01,2.416498017018403459e+02,2.437603627650221938e+02,2.436112495356697423e+02
2.500000000000000000e+01,2.417018024454591227e+02,2.438131451275156110e+02,2.436635909828605406e+02
2.525000000000000000e+01,2.417539668837868021e+02,2.438660762780787081e+02,2.437160840766163403e+02
2.550000000000000000e+01,2.418062940520324844e+02,2.439191551398562012e+02,2.437687277484038475e+02
2.575000000000000000e+01,2.418587829823956667e+02,2.439723806337124472e+02,2.438215209273390087e+02
2.600000000000000000e+01,2.419114327040839498e+02,2.440257516782588141e+02,2.438744625402133295e+02
2.625000000000000000e+01,2.419642422433310855e+02,2.440792671898807100e+02,2.439275515115213011e+02
2.650000000000000000e+01,2.420172106234149680e+02,2.441329260827649534e+02,2.439807867634872593e+02
2.675000000000000000e+01,2.420703368646757099e+02,2.441867272689265747e+02,2.440341672160927544e+02
2.700000000000000000e+01,2.421236199845337751e+02,2.442406696582363281e+02,2.440876917871034379e+02
2.725000000000000000e+01,2.421770589975080838e+02,2.442947521584475794e+02,2.441413593920962057e+02
2.750000000000000000e+01,2.422306529152343160e+02,2.443489736752235899e+02,2.441951689444863405e+02
2.775000000000000000e+01,2.422844007464831577e+02,2.444033331121644039e+02,2.442491193555545408e+02
2.800000000000000000e+01,2.423383014971786054e+02,2.444578293708342187e+02,2.443032095344738934e+02
2.825000000000000000e+01,2.423923541704164109e+02,2.445124613507882430e+02,2.443574383883369308e+02
2.850000000000000000e+01,2.424465577664824991e+02,2.445672279495997259e+02,2.444118048221825461e+02
2.875000000000000000e+01,2.425009112828714137e+02,2.446221280628871568e+02,2.444663077390239323e+02
2.900000000000000000e+01,2.425554137143049331e+02,2.446771605843412658e+02,2.445209460398739623e+02
2.925000000000000000e+01,2.426100640527506016e+02,2.447323244057517968e+02,2.445757186237731844e+02
2.950000000000000000e+01,2.426648612874404023e+02,2.447876184170347358e+02,2.446306243878166526e+02
2.975000000000000000e+01,2.427198044048894587e+02,2.448430415062591408e+02,2.446856622271807282e+02
3.000000000000000000e+01,2.427748923889147363e+02,2.448985925596740572e+02,2.447408310351501086e+02
3.025000000000000000e+01,2.428301242206538575e+02,2.449542704617353763e+02,2.447961297031445440e+02
3.050000000000000000e+01,2.428854988785840305e+02,2.450100740951329499e+02,2.448515571207459800e+02
3.075000000000000000e+01,2.429410153385408080e+02,2.450660023408171355e+02,2.449071121757250467e+02
3.100000000000000000e+01,2.429966725737370723e+02,2.451220540780258546e+02,2.449627937540682296e+02
3.125000000000000000e+01,2.430524695547820784e+02,2.451782281843111662e+02,2.450186007400043877e+02
3.150000000000000000e+01,2.431084052497004393e+02,2.452345235355663249e+02,2.450745320160317533e+02
3.175000000000000000e+01,2.431644786239512541e+02,2.452909390060522412e+02,2.451305864629445068e+02
3.200000000000000000e+01,2.432206886404471788e+02,2.453474734684243401e+02,2.451867629598591520e+02
3.225000000000000000e+01,2.432770342595736963e+02,2.454041257937592491e+02,2.452430603842427388e+02
3.250000000000000000e+01,2.433335144392082157e+02,2.454608948515812585e+02,2.452994776119373057e+02
3.275000000000000000e+01,2.433901281347395127e+02,2.455177795098892659e+02,2.453560135171878756e+02
3.300000000000000000e+01,2.434468742990868861e+02,2.455747786351830655e+02,2.454126669726688021e+02
3.325000000000000000e+01,2.435037518827196550e+02,2.456318910924899797e+02,2.454694368495103163e+02
3.350000000000000000e+01,2.435607598336764852e+02,2.456891157453914332e+02,2.455263220173249579e+02
3.375000000000000000e+01,2.436178970975849154e+02,2.457464514560492717e+02,2.455833213442342640e+02
3.400000000000000000e+01,2.436751626176807690e+02,2.458038970852324780e+02,2.456404336968949735e+02
3.425000000000000000e+01,2.437325553348277367e+02,2.458614514923432353e+02,2.456976579405256871e+02
3.450000000000000000e+01,2.437900741875370443e+02,2.459191135354435005e+02,2.457549929389331282e+02
3.475000000000000000e+01,2.438477181119869499e+02,2.459768820712813238e+02,2.458124375545385476e+02
3.500000000000000000e+01,2.439054860420425541e+02,2.460347559553169958e+02,2.458699906484040127e+02
3.525000000000000000e+01,2.439633769092753823e+02,2.460927340417494236e+02,2.459276510802587552e+02
3.550000000000000000e+01,2.440213896429832516e+02,2.461508151835422780e+02,2.459854177085249773e+02
3.575000000000000000e+01,2.440795231702100239e+02,2.462089982324501136e+02,2.460432893903454499e+02
3.600000000000000000e+01,2.441377764157654724e+02,2.462672820390445736e+02,2.461012649816076419e+02
3.625000000000000000e+01,2.441961483022451489e+02,2.463256654527403953e+02,2.461593433369712045e+02
3.650000000000000000e+01,2.442546377500503070e+02,2.463841473218214162e+02,2.462175233098937213e+02
3.675000000000000000e+01,2.443132436774079395e+02,2.464427264934666368e+02,2.462758037526566284e+02
3.700000000000000000e+01,2.443719650003906736e+02,2.465014018137760843e+02,2.463341835163913913e+02
3.725000000000000000e+01,2.444308006329368936e+02,2.465601721277967329e+02,2.463926614511052833e+02
3.750000000000000000e+01,2.444897494868707781e+02,2.466190362795483395e+02,2.464512364057072773e+02
3.775000000000000000e+01,2.445488104719225078e+02,2.466779931120492790e+02,2.465099072280341943e+02
3.800000000000000000e+01,2.446079824957483027e+02,2.467370414673421806e+02,2.465686727648761973e+02
3.825000000000000000e+01,2.446672644639508007e+02,2.467961801865197629e+02,2.466275318620024848e+02
3.850000000000000000e+01,2.447266552800991235e+02,2.468554081097503854e+02,2.466864833641873531e+02
3.875000000000000000e+01,2.447861538457492543e+02,2.469147240763037132e+02,2.467455261152352648e+02
3.900000000000000000e+01,2.448457590604643030e+02,2.469741269245761544e+02,2.468046589580079910e+02
3.925000000000000000e+01,2.449054698218349415e+02,2.470336154921164962e+02,2.468638807344479744e+02
3.950000000000000000e+01,2.449652850254996963e+02,2.470931886156512860e+02,2.469231902856051875e+02
3.975000000000000000e+01,2.450252035651653841e+02,2.471528451311101264e+02,2.469825864516624847e+02
4.000000000000000000e+01,2.450852243326277176e+02,2.472125838736511696e+02,2.470420680719608413e+02
4.025000000000000000e+01,2.451453462177915412e+02,2.472724036776863556e+02,2.471016339850247334e+02
4.050000000000000000e+01,2.452055681086916081e+02,2.473323033769065660e+02,2.471612830285874338e+02
4.075000000000000000e+01,2.452658888915130433e+02,2.473922818043067764e+02,2.472210140396163069e+02
4.100000000000000000e+01,2.453263074506118642e+02,2.474523377922114378e+02,2.472808258543381612e+02
4.125000000000000000e+01,2.453868226685358138e+02,2.475124701722991176e+02,2.473407173082640043e+02
4.150000000000000000e+01,2.454474334260448245e+02,2.475726777756278523e+02,2.474006872362145089e+02
4.175000000000000000e+01,2.455081386021318508e+02,2.476329594326599306e+02,2.474607344723449387e+02
4.200000000000000000e+01,2.455689370740435038e+02,2.476933139732867915e+02,2.475208578501699037e+02
4.225000000000000000e+01,2.456298277173009978e+02,2.477537402268539779e+02,2.475810562025883428e+02
4.250000000000000000e+01,2.456908094057206426e+02,2.478142370221856083e+02,2.476413283619095580e+02
4.275000000000000000e+01,2.457518810114350174e+02,2.478748031876095013e+02,2.477016731598757815e+02
4.300000000000000000e+01,2.458130414049135481e+02,2.479354375509814759e+02,2.477620894276887213e+02
4.325000000000000000e+01,2.458742894549835682e+02,2.479961389397101073e+02,2.478225759960334926e+02
4.350000000000000000e+01,2.459356240288511799e+02,2.480569061807811977e+02,2.478831316951033443e+02
