doy,vE_lz_cosine_kms,vE_wimpydd_kms,vE_wimprates_kms
9.350000000000000000e+01,2.583576087573677569e+02,2.599793521780774199e+02,2.598291617100783810e+02
9.375000000000000000e+01,2.584126244352956974e+02,2.600304742579248796e+02,2.598807117507352018e+02
9.400000000000000000e+01,2.584674947382198411e+02,2.600814455820134867e+02,2.599321137587299404e+02
9.425000000000000000e+01,2.585222186513037741e+02,2.601322652952226235e+02,2.599833668714251758e+02
9.450000000000000000e+01,2.585767951624188754e+02,2.601829325454579021e+02,2.600344702291749854e+02
9.475000000000000000e+01,2.586312232621624503e+02,2.602334464836611119e+02,2.600854229753342679e+02
9.500000000000000000e+01,2.586855019438768295e+02,2.602838062638192014e+02,2.601362242562680080e+02
9.525000000000000000e+01,2.587396302036679572e+02,2.603340110429743959e+02,2.601868732213614521e+02
9.550000000000000000e+01,2.587936070404236375e+02,2.603840599812324399e+02,2.602373690230288048e+02
9.575000000000000000e+01,2.588474314558324636e+02,2.604339522417727721e+02,2.602877108167230631e+02
9.600000000000000000e+01,2.589011024544020074e+02,2.604836869908572794e+02,2.603378977609455092e+02
9.625000000000000000e+01,2.589546190434773507e+02,2.605332633978393915e+02,2.603879290172544643e+02
9.650000000000000000e+01,2.590079802332592749e+02,2.605826806351733467e+02,2.604378037502750658e+02
9.675000000000000000e+01,2.590611850368229057e+02,2.606319378784232299e+02,2.604875211277078506e+02
9.700000000000000000e+01,2.591142324701356188e+02,2.606810343062713287e+02,2.605370803203386458e+02
9.725000000000000000e+01,2.591671215520754572e+02,2.607299691005281943e+02,2.605864805020461858e+02
9.750000000000000000e+01,2.592198513044490937e+02,2.607787414461401454e+02,2.606357208498135378e+02
9.775000000000000000e+01,2.592724207520101345e+02,2.608273505311989879e+02,2.606848005437342408e+02
9.800000000000000000e+01,2.593248289224770815e+02,2.608757955469502576e+02,2.607337187670227650e+02
9.825000000000000000e+01,2.593770748465511247e+02,2.609240756878021443e+02,2.607824747060233790e+02
9.850000000000000000e+01,2.594291575579343885e+02,2.609721901513339617e+02,2.608310675502179947e+02
9.875000000000000000e+01,2.594810760933476104e+02,2.610201381383046169e+02,2.608794964922354893e+02
9.900000000000000000e+01,2.595328294925478758e+02,2.610679188526609664e+02,2.609277607278604592e+02
9.925000000000000000e+01,2.595844167983466946e+02,2.611155315015469114e+02,2.609758594560413485e+02
9.950000000000000000e+01,2.596358370566273948e+02,2.611629752953109573e+02,2.610237918788991465e+02
9.975000000000000000e+01,2.596870893163628011e+02,2.612102494475149115e+02,2.610715572017357999e+02
1.000000000000000000e+02,2.597381726296330271e+02,2.612573531749421250e+02,2.611191546330428537e+02
1.002500000000000000e+02,2.597890860516428688e+02,2.613042856976056214e+02,2.611665833845095221e+02
1.005000000000000000e+02,2.598398286407392561e+02,2.613510462387563962e+02,2.612138426710307613e+02
1.007500000000000000e+02,2.598903994584286465e+02,2.613976340248911470e+02,2.612609317107159086e+02
1.010000000000000000e+02,2.599407975693945900e+02,2.614440482857608004e+02,2.613078497248973804e+02
1.012500000000000000e+02,2.599910220415147819e+02,2.614902882543778446e+02,2.613545959381373791e+02
1.015000000000000000e+02,2.600410719458783433e+02,2.615363531670250836e+02,2.614011695782367610e+02
1.017500000000000000e+02,2.600909463568032152e+02,2.615822422632626854e+02,2.614475698762433922e+02
1.020000000000000000e+02,2.601406443518529841e+02,2.616279547859364811e+02,2.614937960664593106e+02
1.022500000000000000e+02,2.601901650118541056e+02,2.616734899811855257e+02,2.615398473864490825e+02
1.025000000000000000e+02,2.602395074209129575e+02,2.617188470984499986e+02,2.615857230770477599e+02
1.027500000000000000e+02,2.602886706664326653e+02,2.617640253904785368e+02,2.616314223823683278e+02
1.030000000000000000e+02,2.603376538391299846e+02,2.618090241133361360e+02,2.616769445498095479e+02
1.032500000000000000e+02,2.603864560330521272e+02,2.618538425264113698e+02,2.617222888300638033e+02
1.035000000000000000e+02,2.604350763455935862e+02,2.618984798924242341e+02,2.617674544771243177e+02
1.037500000000000000e+02,2.604835138775127916e+02,2.619429354774333660e+02,2.618124407482932838e+02
1.040000000000000000e+02,2.605317677329487651e+02,2.619872085508433202e+02,2.618572469041889121e+02
1.042500000000000000e+02,2.605798370194375480e+02,2.620312983854122422e+02,2.619018722087527635e+02
1.045000000000000000e+02,2.606277208479289129e+02,2.620752042572587470e+02,2.619463159292583327e+02
1.047500000000000000e+02,2.606754183328026784e+02,2.621189254458693654e+02,2.619905773363167327e+02
1.050000000000000000e+02,2.607229285918851360e+02,2.621624612341057059e+02,2.620346557038850506e+02
1.052500000000000000e+02,2.607702507464653650e+02,2.622058109082115038e+02,2.620785503092731688e+02
1.055000000000000000e+02,2.608173839213113752e+02,2.622489737578198401e+02,2.621222604331513253e+02
1.057500000000000000e+02,2.608643272446865922e+02,2.622919490759596783e+02,2.621657853595569350e+02
1.060000000000000000e+02,2.609110798483654889e+02,2.623347361590636524e+02,2.622091243759019221e+02
1.062500000000000000e+02,2.609576408676502410e+02,2.623773343069740918e+02,2.622522767729795987e+02
1.065000000000000000e+02,2.610040094413862448e+02,2.624197428229505817e+02,2.622952418449715424e+02
1.067500000000000000e+02,2.610501847119782042e+02,2.624619610136761025e+02,2.623380188894549860e+02
1.070000000000000000e+02,2.610961658254059898e+02,2.625039881892645894e+02,2.623806072074091276e+02
1.072500000000000000e+02,2.611419519312406123e+02,2.625458236632670150e+02,2.624230061032226331e+02
1.075000000000000000e+02,2.611875421826595129e+02,2.625874667526782105e+02,2.624652148846993214e+02
1.077500000000000000e+02,2.612329357364627640e+02,2.626289167779435161e+02,2.625072328630666902e+02
1.080000000000000000e+02,2.612781317530882461e+02,2.626701730629653753e+02,2.625490593529806347e+02
1.082500000000000000e+02,2.613231293966273370e+02,2.627112349351098146e+02,2.625906936725333480e+02
1.085000000000000000e+02,2.613679278348403727e+02,2.627521017252127535e+02,2.626321351432595179e+02
1.087500000000000000e+02,2.614125262391720526e+02,2.627927727675867118e+02,2.626733830901428064e+02
1.090000000000000000e+02,2.614569237847666727e+02,2.628332474000268348e+02,2.627144368416226143e+02
1.092500000000000000e+02,2.615011196504835880e+02,2.628735249638174878e+02,2.627552957295999363e+02
1.095000000000000000e+02,2.615451130189121614e+02,2.629136048037383944e+02,2.627959590894445796e+02
1.097500000000000000e+02,2.615889030763868845e+02,2.629534862680708329e+02,2.628364262600006782e+02
1.100000000000000000e+02,2.616324890130027256e+02,2.629931687086037186e+02,2.628766965835937413e+02
1.102500000000000000e+02,2.616758700226297378e+02,2.630326514806400837e+02,2.629167694060361100e+02
1.105000000000000000e+02,2.617190453029282367e+02,2.630719339430026480e+02,2.629566440766340065e+02
1.107500000000000000e+02,2.617620140553635224e+02,2.631110154580401854e+02,2.629963199481928768e+02
1.110000000000000000e+02,2.618047754852206594e+02,2.631498953916334926e+02,2.630357963770237575e+02
1.112500000000000000e+02,2.618473288016190850e+02,2.631885731132010733e+02,2.630750727229502104e+02
1.115000000000000000e+02,2.618896732175275588e+02,2.632270479957053908e+02,2.631141483493125861e+02
1.117500000000000000e+02,2.619318079497782037e+02,2.632653194156581549e+02,2.631530226229753566e+02
1.120000000000000000e+02,2.619737322190815689e+02,2.633033867531268015e+02,2.631916949143326292e+02
1.122500000000000000e+02,2.620154452500405569e+02,2.633412493917397228e+02,2.632301645973138875e+02
1.125000000000000000e+02,2.620569462711649749e+02,2.633789067186921216e+02,2.632684310493898465e+02
1.127500000000000000e+02,2.620982345148859167e+02,2.634163581247515822e+02,2.633064936515784780e+02
1.130000000000000000e+02,2.621393092175696893e+02,2.634536030042638117e+02,2.633443517884503535e+02
1.132500000000000000e+02,2.621801696195321938e+02,2.634906407551582674e+02,2.633820048481344998e+02
1.135000000000000000e+02,2.622208149650527957e+02,2.635274707789534432e+02,2.634194522223240824e+02
1.137500000000000000e+02,2.622612445023883652e+02,2.635640924807623833e+02,2.634566933062820908e+02
1.140000000000000000e+02,2.623014574837872601e+02,2.636005052692981963e+02,2.634937274988464537e+02
1.142500000000000000e+02,2.623414531655029691e+02,2.636367085568794550e+02,2.635305542024360079e+02
1.145000000000000000e+02,2.623812308078080946e+02,2.636727017594353129e+02,2.635671728230553867e+02
1.147500000000000000e+02,2.624207896750077680e+02,2.637084842965111307e+02,2.636035827703015002e+02
1.150000000000000000e+02,2.624601290354536332e+02,2.637440555912734226e+02,2.636397834573676278e+02
1.152500000000000000e+02,2.624992481615568636e+02,2.637794150705153129e+02,2.636757743010495005e+02
1.155000000000000000e+02,2.625381463298021458e+02,2.638145621646613677e+02,2.637115547217501899e+02
1.157500000000000000e+02,2.625768228207606967e+02,2.638494963077729381e+02,2.637471241434856779e+02
1.160000000000000000e+02,2.626152769191037919e+02,2.638842169375534468e+02,2.637824819938896894e+02
1.162500000000000000e+02,2.626535079136157833e+02,2.639187234953527081e+02,2.638176277042193192e+02
1.165000000000000000e+02,2.626915150972074571e+02,2.639530154261726125e+02,2.638525607093595795e+02
1.167500000000000000e+02,2.627292977669289940e+02,2.639870921786719009e+02,2.638872804478286866e+02
1.170000000000000000e+02,2.627668552239829864e+02,2.640209532051707129e+02,2.639217863617831199e+02
1.172500000000000000e+02,2.628041867737373991e+02,2.640545979616559293e+02,2.639560778970227375e+02
1.175000000000000000e+02,2.628412917257383583e+02,2.640880259077854930e+02,2.639901545029951535e+02
1.177500000000000000e+02,2.628781693937229988e+02,2.641212365068937515e+02,2.640240156328013654e+02
1.180000000000000000e+02,2.629148190956320832e+02,2.641542292259956639e+02,2.640576607431995626e+02
1.182500000000000000e+02,2.629512401536226776e+02,2.641870035357915185e+02,2.640910892946116064e+02
1.185000000000000000e+02,2.629874318940806575e+02,2.642195589106721627e+02,2.641243007511258156e+02
1.187500000000000000e+02,2.630233936476331564e+02,2.642518948287228682e+02,2.641572945805029917e+02
1.190000000000000000e+02,2.630591247491609579e+02,2.642840107717283331e+02,2.641900702541805117e+02
1.192500000000000000e+02,2.630946245378107733e+02,2.643159062251770592e+02,2.642226272472772735e+02
1.195000000000000000e+02,2.631298923570075203e+02,2.643475806782657287e+02,2.642549650385981295e+02
1.197500000000000000e+02,2.631649275544664306e+02,2.643790336239038652e+02,2.642870831106384344e+02
1.200000000000000000e+02,2.631997294822051003e+02,2.644102645587180973e+02,2.643189809495884219e+02
1.202500000000000000e+02,2.632342974965554845e+02,2.644412729830565922e+02,2.643506580453379229e+02
1.205000000000000000e+02,2.632686309581758906e+02,2.644720584009931486e+02,2.643821138914808557e+02
1.207500000000000000e+02,2.633027292320626316e+02,2.645026203203317436e+02,2.644133479853191488e+02
1.210000000000000000e+02,2.633365916875618495e+02,2.645329582526105696e+02,2.644443598278673448e+02
1.212500000000000000e+02,2.633702176983812251e+02,2.645630717131064102e+02,2.644751489238568638e+02
1.215000000000000000e+02,2.634036066426016305e+02,2.645929602208386768e+02,2.645057147817407781e+02
1.217500000000000000e+02,2.634367579026883277e+02,2.646226232985734441e+02,2.645360569136970526e+02
1.220000000000000000e+02,2.634696708655027351e+02,2.646520604728275430e+02,2.645661748356332623e+02
1.222500000000000000e+02,2.635023449223135685e+02,2.646812712738729942e+02,2.645960680671909131e+02
1.225000000000000000e+02,2.635347794688082104e+02,2.647102552357401919e+02,2.646257361317491927e+02
1.227500000000000000e+02,2.635669739051036800e+02,2.647390118962227348e+02,2.646551785564290640e+02
1.230000000000000000e+02,2.635989276357580593e+02,2.647675407968807804e+02,2.646843948720975845e+02
1.232500000000000000e+02,2.636306400697812364e+02,2.647958414830451375e+02,2.647133846133714883e+02
1.235000000000000000e+02,2.636621106206458762e+02,2.648239135038209042e+02,2.647421473186215621e+02
1.237500000000000000e+02,2.636933387062985048e+02,2.648517564120916745e+02,2.647706825299759430e+02
1.240000000000000000e+02,2.637243237491698551e+02,2.648793697645227780e+02,2.647989897933247221e+02
1.242500000000000000e+02,2.637550651761858944e+02,2.649067531215653730e+02,2.648270686583230713e+02
1.245000000000000000e+02,2.637855624187783974e+02,2.649339060474600274e+02,2.648549186783955633e+02
1.247500000000000000e+02,2.638158149128951209e+02,2.649608281102403566e+02,2.648825394107394686e+02
1.250000000000000000e+02,2.638458220990107748e+02,2.649875188817366052e+02,2.649099304163292459e+02
1.252500000000000000e+02,2.638755834221369128e+02,2.650139779375792841e+02,2.649370912599190433e+02
1.255000000000000000e+02,2.639050983318323915e+02,2.650402048572026388e+02,2.649640215100472460e+02
1.257500000000000000e+02,2.639343662822136025e+02,2.650661992238481730e+02,2.649907207390397161e+02
1.260000000000000000e+02,2.639633867319644196e+02,2.650919606245681166e+02,2.650171885230134308e+02
1.262500000000000000e+02,2.639921591443462603e+02,2.651174886502287222e+02,2.650434244418801768e+02
1.265000000000000000e+02,2.640206829872081471e+02,2.651427828955139603e+02,2.650694280793493931e+02
1.267500000000000000e+02,2.640489577329963709e+02,2.651678429589284747e+02,2.650951990229326611e+02
1.270000000000000000e+02,2.640769828587643815e+02,2.651926684428012209e+02,2.651207368639460924e+02
1.272500000000000000e+02,2.641047578461822241e+02,2.652172589532884786e+02,2.651460411975141369e+02
1.275000000000000000e+02,2.641322821815465431e+02,2.652416141003774328e+02,2.651711116225732781e+02
1.277500000000000000e+02,2.641595553557896210e+02,2.652657334978887889e+02,2.651959477418747042e+02
1.280000000000000000e+02,2.641865768644892114e+02,2.652896167634806375e+02,2.652205491619876057e+02
1.282500000000000000e+02,2.642133462078774642e+02,2.653132635186509560e+02,2.652449154933030400e+02
1.285000000000000000e+02,2.642398628908504747e+02,2.653366733887413034e+02,2.652690463500367173e+02
1.287500000000000000e+02,2.642661264229774361e+02,2.653598460029391504e+02,2.652929413502318994e+02
1.290000000000000000e+02,2.642921363185093924e+02,2.653827809942818021e+02,2.653166001157626965e+02
1.292500000000000000e+02,2.643178920963886185e+02,2.654054779996583875e+02,2.653400222723374782e+02
1.295000000000000000e+02,2.643433932802573167e+02,2.654279366598136676e+02,2.653632074495014876e+02
1.297500000000000000e+02,2.643686393984663709e+02,2.654501566193503663e+02,2.653861552806400823e+02
1.300000000000000000e+02,2.643936299840842139e+02,2.654721375267324106e+02,2.654088654029815189e+02
1.302500000000000000e+02,2.644183645749054108e+02,2.654938790342874881e+02,2.654313374576003071e+02
1.305000000000000000e+02,2.644428427134591288e+02,2.655153807982100602e+02,2.654535710894193699e+02
1.307500000000000000e+02,2.644670639470177775e+02,2.655366424785641470e+02,2.654755659472135676e+02
1.310000000000000000e+02,2.644910278276051372e+02,2.655576637392857720e+02,2.654973216836125971e+02
1.312500000000000000e+02,2.645147339120049423e+02,2.655784442481861447e+02,2.655188379551030380e+02
1.315000000000000000e+02,2.645381817617687261e+02,2.655989836769537078e+02,2.655401144220319338e+02
1.317500000000000000e+02,2.645613709432242331e+02,2.656192817011574903e+02,2.655611507486088385e+02
1.320000000000000000e+02,2.645843010274833205e+02,2.656393380002490403e+02,2.655819466029092837e+02
1.322500000000000000e+02,2.646069715904499162e+02,2.656591522575654380e+02,2.656025016568765409e+02
1.325000000000000000e+02,2.646293822128277498e+02,2.656787241603315692e+02,2.656228155863250322e+02
1.327500000000000000e+02,2.646515324801282532e+02,2.656980533996628537e+02,2.656428880709424902e+02
1.330000000000000000e+02,2.646734219826782351e+02,2.657171396705673487e+02,2.656627187942923456e+02
1.332500000000000000e+02,2.646950503156273271e+02,2.657359826719485341e+02,2.656823074438168533e+02
1.335000000000000000e+02,2.647164170789555442e+02,2.657545821066076428e+02,2.657016537108390253e+02
1.337500000000000000e+02,2.647375218774806171e+02,2.657729376812457645e+02,2.657207572905653592e+02
1.340000000000000000e+02,2.647583643208654962e+02,2.657910491064664598e+02,2.657396178820882255e+02
1.342500000000000000e+02,2.647789440236253995e+02,2.658089160967778639e+02,2.657582351883880278e+02
1.345000000000000000e+02,2.647992606051348616e+02,2.658265383705950171e+02,2.657766089163359879e+02
1.347500000000000000e+02,2.648193136896351234e+02,2.658439156502421952e+02,2.657947387766960219e+02
1.350000000000000000e+02,2.648391029062406119e+02,2.658610476619549559e+02,2.658126244841271841e+02
1.352500000000000000e+02,2.648586278889461596e+02,2.658779341358821284e+02,2.658302657571862255e+02
1.355000000000000000e+02,2.648778882766336551e+02,2.658945748060884853e+02,2.658476623183291281e+02
1.357500000000000000e+02,2.648968837130786369e+02,2.659109694105563335e+02,2.658648138939140608e+02
1.360000000000000000e+02,2.649156138469571715e+02,2.659271176911875614e+02,2.658817202142027440e+02
1.362500000000000000e+02,2.649340783318518788e+02,2.659430193938061393e+02,2.658983810133634051e+02
1.365000000000000000e+02,2.649522768262587533e+02,2.659586742681595979e+02,2.659147960294720860e+02
1.367500000000000000e+02,2.649702089935933600e+02,2.659740820679212447e+02,2.659309650045152580e+02
1.370000000000000000e+02,2.649878745021969166e+02,2.659892425506920972e+02,2.659468876843915268e+02
1.372500000000000000e+02,2.650052730253426034e+02,2.660041554780027013e+02,2.659625638189136794e+02
1.375000000000000000e+02,2.650224042412416452e+02,2.660188206153148940e+02,2.659779931618107867e+02
1.377500000000000000e+02,2.650392678330489389e+02,2.660332377320239630e+02,2.659931754707299092e+02
1.380000000000000000e+02,2.650558634888693632e+02,2.660474066014599543e+02,2.660081105072380865e+02
1.382500000000000000e+02,2.650721909017631788e+02,2.660613270008900031e+02,2.660227980368243266e+02
1.385000000000000000e+02,2.650882497697518829e+02,2.660749987115196404e+02,2.660372378289009134e+02
1.387500000000000000e+02,2.651040397958238373e+02,2.660884215184946129e+02,2.660514296568061354e+02
1.390000000000000000e+02,2.651195606879395541e+02,2.661015952109026443e+02,2.660653732978050243e+02
1.392500000000000000e+02,2.651348121590373239e+02,2.661145195817748572e+02,2.660790685330916858e+02
1.395000000000000000e+02,2.651497939270383881e+02,2.661271944280875914e+02,2.660925151477908912e+02
1.397500000000000000e+02,2.651645057148521687e+02,2.661396195507639959e+02,2.661057129309596689e+02
1.400000000000000000e+02,2.651789472503814977e+02,2.661517947546753362e+02,2.661186616755887826e+02
1.402500000000000000e+02,2.651931182665275060e+02,2.661637198486426996e+02,2.661313611786047773e+02
1.405000000000000000e+02,2.652070185011946819e+02,2.661753946454383595e+02,2.661438112408711163e+02
1.407500000000000000e+02,2.652206476972956466e+02,2.661868189617874236e+02,2.661560116671899436e+02
1.410000000000000000e+02,2.652340056027559285e+02,2.661979926183688576e+02,2.661679622663033911e+02
1.412500000000000000e+02,2.652470919705185111e+02,2.662089154398172468e+02,2.661796628508953404e+02
1.415000000000000000e+02,2.652599065585487779e+02,2.662195872547239901e+02,2.661911132375926172e+02
1.417500000000000000e+02,2.652724491298384919e+02,2.662300078956386642e+02,2.662023132469663551e+02
1.420000000000000000e+02,2.652847194524105134e+02,2.662401771990702741e+02,2.662132627035335872e+02
1.422500000000000000e+02,2.652967172993230065e+02,2.662500950054883901e+02,2.662239614357587811e+02
1.425000000000000000e+02,2.653084424486735315e+02,2.662597611593245688e+02,2.662344092760543504e+02
1.427500000000000000e+02,2.653198946836033656e+02,2.662691755089736603e+02,2.662446060607828713e+02
1.430000000000000000e+02,2.653310737923013107e+02,2.662783379067944907e+02,2.662545516302577653e+02
1.432500000000000000e+02,2.653419795680076732e+02,2.662872482091114534e+02,2.662642458287445493e+02
1.435000000000000000e+02,2.653526118090181853e+02,2.662959062762155327e+02,2.662736885044623136e+02
1.437500000000000000e+02,2.653629703186875872e+02,2.663043119723650420e+02,2.662828795095847454e+02
1.440000000000000000e+02,2.653730549054333210e+02,2.663124651657871027e+02,2.662918187002411514e+02
1.442500000000000000e+02,2.653828653827391690e+02,2.663203657286783823e+02,2.663005059365174816e+02
1.445000000000000000e+02,2.653924015691584373e+02,2.663280135372061181e+02,2.663089410824580341e+02
1.447500000000000000e+02,2.654016632883177635e+02,2.663354084715091972e+02,2.663171240060653417e+02
1.450000000000000000e+02,2.654106503689198462e+02,2.663425504156987813e+02,2.663250545793023321e+02
1.452500000000000000e+02,2.654193626447469683e+02,2.663494392578596148e+02,2.663327326780924977e+02
1.455000000000000000e+02,2.654277999546641240e+02,2.663560748900505359e+02,2.663401581823213746e+02
1.457500000000000000e+02,2.654359621426215767e+02,2.663624572083052158e+02,2.663473309758371670e+02
1.460000000000000000e+02,2.654438490576582694e+02,2.663685861126334089e+02,2.663542509464514865e+02
1.462500000000000000e+02,2.654514605539042122e+02,2.663744615070214081e+02,2.663609179859407163e+02
1.465000000000000000e+02,2.654587964905833815e+02,2.663800832994325560e+02,2.663673319900461252e+02
1.467500000000000000e+02,2.654658567320163343e+02,2.663854514018084956e+02,2.663734928584755721e+02
1.470000000000000000e+02,2.654726411476225394e+02,2.663905657300693974e+02,2.663794004949031091e+02
1.472500000000000000e+02,2.654791496119230487e+02,2.663954262041148127e+02,2.663850548069708566e+02
1.475000000000000000e+02,2.654853820045426005e+02,2.664000327478240706e+02,2.663904557062888330e+02
1.477500000000000000e+02,2.654913382102119499e+02,2.664043852890572452e+02,2.663956031084363190e+02
1.480000000000000000e+02,2.654970181187700291e+02,2.664084837596552120e+02,2.664004969329616870e+02
1.482500000000000000e+02,2.655024216251658231e+02,2.664123280954406709e+02,2.664051371033839928e+02
1.485000000000000000e+02,2.655075486294605298e+02,2.664159182362180331e+02,2.664095235471925776e+02
1.487500000000000000e+02,2.655123990368292084e+02,2.664192541257745575e+02,2.664136561958484322e+02
1.490000000000000000e+02,2.655169727575627689e+02,2.664223357118802369e+02,2.664175349847838561e+02
1.492500000000000000e+02,2.655212697070693366e+02,2.664251629462885376e+02,2.664211598534041059e+02
1.495000000000000000e+02,2.655252898058761275e+02,2.664277357847364556e+02,2.664245307450865425e+02
1.497500000000000000e+02,2.655290329796305855e+02,2.664300541869451422e+02,2.664276476071819957e+02
1.500000000000000000e+02,2.655324991591020876e+02,2.664321181166201882e+02,2.664305103910149342e+02
1.502500000000000000e+02,2.655356882801829670e+02,2.664339275414515100e+02,2.664331190518834092e+02
1.505000000000000000e+02,2.655386002838898776e+02,2.664354824331141458e+02,2.664354735490601342e+02
1.507500000000000000e+02,2.655412351163648168e+02,2.664367827672679709e+02,2.664375738457919738e+02
1.510000000000000000e+02,2.655435927288759785e+02,2.664378285235586077e+02,2.664394199093009092e+02
1.512500000000000000e+02,2.655456730778189467e+02,2.664386196856164020e+02,2.664410117107840961e+02
1.515000000000000000e+02,2.655474761247172637e+02,2.664391562410577308e+02,2.664423492254135795e+02
1.517500000000000000e+02,2.655490018362232831e+02,2.664394381814844905e+02,2.664434324323372607e+02
1.520000000000000000e+02,2.655502501841186813e+02,2.664394655024842109e+02,2.664442613146784424e+02
1.522500000000000000e+02,2.655512211453150258e+02,2.664392382036301683e+02,2.664448358595362265e+02
1.525000000000000000e+02,2.655519147018541730e+02,2.664387562884814429e+02,2.664451560579856277e+02
1.527500000000000000e+02,2.655523308409087235e+02,2.664380197645826911e+02,2.664452219050775739e+02
1.530000000000000000e+02,2.655524695547820784e+02,2.664370286434643162e+02,2.664450333998387350e+02
1.532500000000000000e+02,2.655523308409087235e+02,2.664357829406423548e+02,2.664445905452720922e+02
1.535000000000000000e+02,2.655519147018541730e+02,2.664342826756180784e+02,2.664438933483561414e+02
1.537500000000000000e+02,2.655512211453150258e+02,2.664325278718782215e+02,2.664429418200455189e+02
1.540000000000000000e+02,2.655502501841186813e+02,2.664305185568945262e+02,2.664417359752706034e+02
1.542500000000000000e+02,2.655490018362232831e+02,2.664282547621237427e+02,2.664402758329372318e+02
1.545000000000000000e+02,2.655474761247172637e+02,2.664257365230072310e+02,2.664385614159270403e+02
1.547500000000000000e+02,2.655456730778189467e+02,2.664229638789708474e+02,2.664365927510966117e+02
1.550000000000000000e+02,2.655435927288759785e+02,2.664199368734243194e+02,2.664343698692781572e+02
1.552500000000000000e+02,2.655412351163648168e+02,2.664166555537614158e+02,2.664318928052782667e+02
1.555000000000000000e+02,2.655386002838898776e+02,2.664131199713590945e+02,2.664291615978786467e+02
1.557500000000000000e+02,2.655356882801829670e+02,2.664093301815775590e+02,2.664261762898349275e+02
1.560000000000000000e+02,2.655324991591020876e+02,2.664052862437594626e+02,2.664229369278768331e+02
1.562500000000000000e+02,2.655290329796305855e+02,2.664009882212296816e+02,2.664194435627077269e+02
1.565000000000000000e+02,2.655252898058761275e+02,2.663964361812946322e+02,2.664156962490042702e+02
1.567500000000000000e+02,2.655212697070693366e+02,2.663916301952420440e+02,2.664116950454160246e+02
1.570000000000000000e+02,2.655169727575627689e+02,2.663865703383402206e+02,2.664074400145648838e+02
1.572500000000000000e+02,2.655123990368292084e+02,2.663812566898375280e+02,2.664029312230444475e+02
1.575000000000000000e+02,2.655075486294605298e+02,2.663756893329617128e+02,2.663981687414199655e+02
1.577500000000000000e+02,2.655024216251658231e+02,2.663698683549193902e+02,2.663931526442272570e+02
1.580000000000000000e+02,2.654970181187700291e+02,2.663637938468952484e+02,2.663878830099728248e+02
1.582500000000000000e+02,2.654913382102119499e+02,2.663574659040515371e+02,2.663823599211324904e+02
1.585000000000000000e+02,2.654853820045426005e+02,2.663508846255271578e+02,2.663765834641512242e+02
1.587500000000000000e+02,2.654791496119230487e+02,2.663440501144369819e+02,2.663705537294425767e+02
1.590000000000000000e+02,2.654726411476225394e+02,2.663369624778712250e+02,2.663642708113874846e+02
1.592500000000000000e+02,2.654658567320163343e+02,2.663296218268940834e+02,2.663577348083342144e+02
1.595000000000000000e+02,2.654587964905833815e+02,2.663220282765437901e+02,2.663509458225968274e+02
1.597500000000000000e+02,2.654514605539042122e+02,2.663141819458308532e+02,2.663439039604551795e+02
1.600000000000000000e+02,2.654438490576582694e+02,2.663060829577376580e+02,2.663366093321536709e+02
1.602500000000000000e+02,2.654359621426215767e+02,2.662977314392173298e+02,2.663290620519004506e+02
1.605000000000000000e+02,2.654277999546641240e+02,2.662891275211928814e+02,2.663212622378666197e+02
1.607500000000000000e+02,2.654193626447469683e+02,2.662802713385561333e+02,2.663132100121851522e+02
1.610000000000000000e+02,2.654106503689198462e+02,2.662711630301666901e+02,2.663049055009502695e+02
1.612500000000000000e+02,2.654016632883177635e+02,2.662618027388508040e+02,2.662963488342162464e+02
1.615000000000000000e+02,2.653924015691584373e+02,2.662521906114005787e+02,2.662875401459964451e+02
1.617500000000000000e+02,2.653828653827391690e+02,2.662423267985723783e+02,2.662784795742624055e+02
1.620000000000000000e+02,2.653730549054333210e+02,2.662322114550861443e+02,2.662691672609423676e+02
1.622500000000000000e+02,2.653629703186875872e+02,2.662218447396238616e+02,2.662596033519209868e+02
1.625000000000000000e+02,2.653526118090181853e+02,2.662112268148283647e+02,2.662497879970374015e+02
1.627500000000000000e+02,2.653419795680076732e+02,2.662003578473025414e+02,2.662397213500844373e+02
1.630000000000000000e+02,2.653310737923013107e+02,2.661892380076073437e+02,2.662294035688074700e+02
1.632500000000000000e+02,2.653198946836033656e+02,2.661778674702608782e+02,2.662188348149032322e+02
1.635000000000000000e+02,2.653084424486735315e+02,2.661662464137372126e+02,2.662080152540182780e+02
1.637500000000000000e+02,2.652967172993230065e+02,2.661543750204646699e+02,2.661969450557480172e+02
1.640000000000000000e+02,2.652847194524105134e+02,2.661422534768245214e+02,2.661856243936353508e+02
1.642500000000000000e+02,2.652724491298384919e+02,2.661298819731496792e+02,2.661740534451691929e+02
1.645000000000000000e+02,2.652599065585487779e+02,2.661172607037230478e+02,2.661622323917833342e+02
1.647500000000000000e+02,2.652470919705185111e+02,2.661043898667761027e+02,2.661501614188546228e+02
1.650000000000000000e+02,2.652340056027559285e+02,2.660912696644874700e+02,2.661378407157021115e+02
1.652500000000000000e+02,2.652206476972956466e+02,2.660779003029809928e+02,2.661252704755850687e+02
1.655000000000000000e+02,2.652070185011946819e+02,2.660642819923247089e+02,2.661124508957018406e+02
1.657500000000000000e+02,2.651931182665275060e+02,2.660504149465286901e+02,2.660993821771880903e+02
