doy,R_roi_arb,R_200_270_arb,dRdE_248_arb
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,6.503519075792709373e+03,6.503519075792709373e+03,0.000000000000000000e+00
2.100000000000000000e+01,1.470184621013831347e+05,1.470184621013831347e+05,0.000000000000000000e+00
3.100000000000000000e+01,6.100696420017413329e+05,6.100696420017413329e+05,0.000000000000000000e+00
4.100000000000000000e+01,1.576694597214111593e+06,1.576694597214111593e+06,0.000000000000000000e+00
5.100000000000000000e+01,3.818108910257581621e+06,3.818108910257581621e+06,0.000000000000000000e+00
6.100000000000000000e+01,7.428820537011520937e+06,7.428820537011520937e+06,0.000000000000000000e+00
7.100000000000000000e+01,1.110768435901796818e+07,1.110768435901796632e+07,0.000000000000000000e+00
8.100000000000000000e+01,1.472439655713693798e+07,1.472439655713693798e+07,0.000000000000000000e+00
9.100000000000000000e+01,1.816661608042290807e+07,1.816661608042290807e+07,0.000000000000000000e+00
1.010000000000000000e+02,2.132294860262537003e+07,2.132294860262537003e+07,0.000000000000000000e+00
1.110000000000000000e+02,2.408734515626340732e+07,2.408734515626340732e+07,0.000000000000000000e+00
1.210000000000000000e+02,2.636382390939749032e+07,2.636382390939749032e+07,0.000000000000000000e+00
1.310000000000000000e+02,2.807115625433662906e+07,2.807115625433662906e+07,0.000000000000000000e+00
1.410000000000000000e+02,2.914712168937158957e+07,2.914712168937158957e+07,0.000000000000000000e+00
1.510000000000000000e+02,2.955193732434310019e+07,2.955193732434310019e+07,0.000000000000000000e+00
1.525000000000000000e+02,2.955350525791373104e+07,2.955350525791373104e+07,0.000000000000000000e+00
1.530000000000000000e+02,2.955058562454595417e+07,2.955058562454595417e+07,0.000000000000000000e+00
1.600000000000000000e+02,2.932944343470595032e+07,2.932944343470595032e+07,0.000000000000000000e+00
1.610000000000000000e+02,2.927052007345747575e+07,2.927052007345747575e+07,0.000000000000000000e+00
1.678909999999999911e+02,2.868166721646296233e+07,2.868166721646296233e+07,0.000000000000000000e+00
1.710000000000000000e+02,2.831336207221612334e+07,2.831336207221612334e+07,0.000000000000000000e+00
1.810000000000000000e+02,2.671592064360143244e+07,2.671592064360143244e+07,0.000000000000000000e+00
1.910000000000000000e+02,2.453659338289639726e+07,2.453659338289639726e+07,0.000000000000000000e+00
2.010000000000000000e+02,2.185347505237282068e+07,2.185347505237282068e+07,0.000000000000000000e+00
2.110000000000000000e+02,1.876022701670875028e+07,1.876022701670874655e+07,0.000000000000000000e+00
2.210000000000000000e+02,1.536143415670644678e+07,1.536143415670644678e+07,0.000000000000000000e+00
2.310000000000000000e+02,1.176786621998868883e+07,1.176786621998868883e+07,0.000000000000000000e+00
2.410000000000000000e+02,8.091993921879693866e+06,8.091993921879694797e+06,0.000000000000000000e+00
2.510000000000000000e+02,4.444652722197749652e+06,4.444652722197749652e+06,0.000000000000000000e+00
2.610000000000000000e+02,1.846086496578983963e+06,1.846086496578983963e+06,0.000000000000000000e+00
2.710000000000000000e+02,7.378861915849484503e+05,7.378861915849484503e+05,0.000000000000000000e+00
2.810000000000000000e+02,2.025562409335742122e+05,2.025562409335742122e+05,0.000000000000000000e+00
2.910000000000000000e+02,1.558391072914165852e+04,1.558391072914165852e+04,0.000000000000000000e+00
3.010000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.110000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.210000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.310000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.350000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.410000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.510000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.610000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
