n_low,model,cls,op,tau,mass,delta,q0,s_hat,p_local,Z_local,Z_asymptotic
2,O7s_m400,elastic,7,s,400,0.0,3.5152554512023926,1.615632104309043,0.02386,1.979853435331067,1.8749014139175415
2,O7s_m1000,elastic,7,s,1000,0.0,4.203891754150391,1.6310108339821454,0.01568,2.1524745199607085,2.050339460372925
2,O7s_m4000,elastic,7,s,4000,0.0,4.498049736022949,1.6322794719890226,0.013386666666666667,2.2148067265384643,2.1208605766296387
2,O7v_m10,elastic,7,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m12,elastic,7,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m14,elastic,7,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m17,elastic,7,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m21,elastic,7,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m30,elastic,7,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m40,elastic,7,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m50,elastic,7,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m100,elastic,7,v,100,0.0,0.0,0.0,1.0,0.0,0.0
2,O7v_m200,elastic,7,v,200,0.0,2.002700090408325,1.4995835083245765,0.06425333333333333,1.5200171449481026,1.4151678085327148
2,O7v_m400,elastic,7,v,400,0.0,3.4515328407287598,1.6264318958565127,0.02508,1.9585970103160577,1.8578301668167114
2,O7v_m1000,elastic,7,v,1000,0.0,4.155111312866211,1.6462789128709119,0.01624,2.1384529363701756,2.0384089946746826
2,O7v_m4000,elastic,7,v,4000,0.0,4.456615447998047,1.6492600698547903,0.0137,2.205771539272578,2.111069679260254
2,O8s_m10,elastic,8,s,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m12,elastic,8,s,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m14,elastic,8,s,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m17,elastic,8,s,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m21,elastic,8,s,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m30,elastic,8,s,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m40,elastic,8,s,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m50,elastic,8,s,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m100,elastic,8,s,100,0.0,0.0,0.0,1.0,0.0,0.0
2,O8s_m200,elastic,8,s,200,0.0,0.420430451631546,0.9259398888389114,0.23002,0.73878098506673,0.6484060883522034
2,O8s_m400,elastic,8,s,400,0.0,1.3570212125778198,1.348162974434672,0.10434666666666667,1.2571665490626898,1.1649125814437866
2,O8s_m1000,elastic,8,s,1000,0.0,1.9210786819458008,1.459952845267253,0.06906666666666667,1.4827782622174042,1.386029839515686
2,O8s_m4000,elastic,8,s,4000,0.0,2.174973249435425,1.4951893758552615,0.05843333333333333,1.56806198739264,1.4747790098190308
2,O8v_m10,elastic,8,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O8v_m12,elastic,8,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O8v_m14,elastic,8,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O8v_m17,elastic,8,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O8v_m21,elastic,8,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O8v_m30,elastic,8,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O8v_m40,elastic,8,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O8v_m50,elastic,8,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O8v_m100,elastic,8,v,100,0.0,0.35018837451934814,0.7900788000843022,0.20890666666666666,0.8102207158655619,0.5917671918869019
2,O8v_m200,elastic,8,v,200,0.0,3.7495317459106445,1.3978609073965345,0.019513333333333334,2.0639056108122733,1.9363707304000854
2,O8v_m400,elastic,8,v,400,0.0,4.9944610595703125,1.3830819074355531,0.009286666666666667,2.3539855449285683,2.2348291873931885
2,O8v_m1000,elastic,8,v,1000,0.0,5.558550834655762,1.3639978080464061,0.00678,2.468712801445709,2.3576579093933105
2,O8v_m4000,elastic,8,v,4000,0.0,5.790965557098389,1.3540338081365917,0.006006666666666667,2.511752430239334,2.406442403793335
2,O9s_m10,elastic,9,s,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O9s_m12,elastic,9,s,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O9s_m14,elastic,9,s,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O9s_m17,elastic,9,s,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O9s_m21,elastic,9,s,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O9s_m30,elastic,9,s,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O9s_m40,elastic,9,s,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O9s_m50,elastic,9,s,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O9s_m100,elastic,9,s,100,0.0,2.326742649078369,1.4331239087332506,0.043186666666666665,1.7148467194533237,1.5253664255142212
2,O9s_m200,elastic,9,s,200,0.0,5.888190269470215,1.4042868410178926,0.006513333333333334,2.483039432182447,2.4265594482421875
2,O9s_m400,elastic,9,s,400,0.0,6.831472396850586,1.3187525742978323,0.00414,2.6404336659493732,2.61370849609375
2,O9s_m1000,elastic,9,s,1000,0.0,7.223905086517334,1.2755811335809994,0.0031866666666666666,2.7279289529177,2.687732219696045
2,O9s_m4000,elastic,9,s,4000,0.0,7.3816447257995605,1.2572325988148805,0.0029133333333333333,2.7573795994049988,2.7169182300567627
2,O9v_m10,elastic,9,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O9v_m12,elastic,9,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O9v_m14,elastic,9,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O9v_m17,elastic,9,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O9v_m21,elastic,9,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O9v_m30,elastic,9,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O9v_m40,elastic,9,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O9v_m50,elastic,9,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O9v_m100,elastic,9,v,100,0.0,2.3354251384735107,1.463278459297726,0.04372,1.7090591143832559,1.5282098054885864
2,O9v_m200,elastic,9,v,200,0.0,5.980831623077393,1.4406794903625268,0.00614,2.5039943361206984,2.4455738067626953
2,O9v_m400,elastic,9,v,400,0.0,6.941485404968262,1.3502670569287147,0.0037266666666666668,2.675879968371552,2.634669780731201
2,O9v_m1000,elastic,9,v,1000,0.0,7.338898181915283,1.3036376540840138,0.00292,2.7566322004412656,2.7090401649475098
2,O9v_m4000,elastic,9,v,4000,0.0,7.498030185699463,1.283657922205748,0.0026466666666666665,2.78861877579177,2.738253116607666
2,O10s_m10,elastic,10,s,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O10s_m12,elastic,10,s,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O10s_m14,elastic,10,s,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O10s_m17,elastic,10,s,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O10s_m21,elastic,10,s,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O10s_m30,elastic,10,s,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O10s_m40,elastic,10,s,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O10s_m50,elastic,10,s,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O10s_m100,elastic,10,s,100,0.0,1.0737297534942627,0.9914884422614705,0.09352,1.3193862985456328,1.0362093448638916
2,O10s_m200,elastic,10,s,200,0.0,4.535828590393066,1.2003056877001654,0.013286666666666667,2.2177287413515234,2.129748582839966
2,O10s_m400,elastic,10,s,400,0.0,5.625538349151611,1.1740143194037955,0.006846666666666667,2.4652090513988845,2.371821641921997
2,O10s_m1000,elastic,10,s,1000,0.0,6.110167026519775,1.1576201478892472,0.0051066666666666665,2.5685216458259488,2.4718751907348633
2,O10s_m4000,elastic,10,s,4000,0.0,6.30800724029541,1.1501606285746675,0.004506666666666667,2.6115480024619613,2.5115747451782227
2,O10v_m10,elastic,10,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O10v_m12,elastic,10,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O10v_m14,elastic,10,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O10v_m17,elastic,10,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O10v_m21,elastic,10,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O10v_m30,elastic,10,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O10v_m40,elastic,10,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O10v_m50,elastic,10,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O10v_m100,elastic,10,v,100,0.0,1.0128647089004517,0.9684175324218813,0.09695333333333334,1.2991085868195733,1.0064117908477783
2,O10v_m200,elastic,10,v,200,0.0,4.453379154205322,1.192484859348042,0.01388,2.2006614474668273,2.1103031635284424
2,O10v_m400,elastic,10,v,400,0.0,5.545129299163818,1.168371705833124,0.0072,2.447127221684155,2.3548097610473633
2,O10v_m1000,elastic,10,v,1000,0.0,6.032139301300049,1.1528918763215188,0.005346666666666666,2.5525637666745147,2.4560413360595703
2,O10v_m4000,elastic,10,v,4000,0.0,6.230778694152832,1.1457987403555308,0.004706666666666666,2.5966662727752587,2.496152877807617
2,O11s_m10,elastic,11,s,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m12,elastic,11,s,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m14,elastic,11,s,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m17,elastic,11,s,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m21,elastic,11,s,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m30,elastic,11,s,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m40,elastic,11,s,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m50,elastic,11,s,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m100,elastic,11,s,100,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m200,elastic,11,s,200,0.0,0.0,0.0,1.0,0.0,0.0
2,O11s_m400,elastic,11,s,400,0.0,0.1905716210603714,0.6221647224447224,0.27404666666666666,0.6006196705666538,0.43654510378837585
2,O11s_m1000,elastic,11,s,1000,0.0,0.438070148229599,0.8638657022092957,0.20622,0.8196073188861424,0.661868691444397
2,O11s_m4000,elastic,11,s,4000,0.0,0.5717118382453918,0.9493265807686839,0.1805,0.9134612588774913,0.7561162710189819
2,O11v_m10,elastic,11,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O11v_m12,elastic,11,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O11v_m14,elastic,11,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O11v_m17,elastic,11,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O11v_m21,elastic,11,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O11v_m30,elastic,11,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O11v_m40,elastic,11,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O11v_m50,elastic,11,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O11v_m100,elastic,11,v,100,0.0,0.009511436335742474,0.16005730113829486,0.4044,0.24197439961062145,0.09752659499645233
2,O11v_m200,elastic,11,v,200,0.0,2.8569486141204834,1.5770369590900373,0.03607333333333333,1.7981914963806538,1.6902509927749634
2,O11v_m400,elastic,11,v,400,0.0,4.35031270980835,1.6419661709514912,0.01426,2.190058423524756,2.085740327835083
2,O11v_m1000,elastic,11,v,1000,0.0,5.055063724517822,1.6486544931249227,0.00934,2.3518560983574903,2.2483468055725098
2,O11v_m4000,elastic,11,v,4000,0.0,5.352562427520752,1.6481623224390205,0.007886666666666667,2.414118456809738,2.3135604858398438
2,O12s_m10,elastic,12,s,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m12,elastic,12,s,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m14,elastic,12,s,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m17,elastic,12,s,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m21,elastic,12,s,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m30,elastic,12,s,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m40,elastic,12,s,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m50,elastic,12,s,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m100,elastic,12,s,100,0.0,0.0,0.0,1.0,0.0,0.0
2,O12s_m200,elastic,12,s,200,0.0,0.41711416840553284,0.8144648744782899,0.21022,0.8056581264203331,0.6458437442779541
2,O12s_m400,elastic,12,s,400,0.0,1.3212742805480957,1.170194721518783,0.09768666666666667,1.2948460768218488,1.1494669914245605
2,O12s_m1000,elastic,12,s,1000,0.0,1.848000168800354,1.2618400063656736,0.06693333333333333,1.4990268500039585,1.3594117164611816
2,O12s_m4000,elastic,12,s,4000,0.0,2.0845420360565186,1.2907808785384987,0.05702,1.5802920484766294,1.4437943696975708
2,O12v_m10,elastic,12,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m12,elastic,12,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m14,elastic,12,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m17,elastic,12,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m21,elastic,12,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m30,elastic,12,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m40,elastic,12,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m50,elastic,12,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m100,elastic,12,v,100,0.0,0.0,0.0,1.0,0.0,0.0
2,O12v_m200,elastic,12,v,200,0.0,1.0431076288223267,1.09509323965176,0.09994,1.2818935240612033,1.0213264226913452
2,O12v_m400,elastic,12,v,400,0.0,1.9817171096801758,1.2530768754950259,0.048413333333333336,1.6604365287327485,1.407734751701355
2,O12v_m1000,elastic,12,v,1000,0.0,2.451906681060791,1.2863073622866068,0.03523333333333333,1.8088991875517182,1.5658565759658813
2,O12v_m4000,elastic,12,v,4000,0.0,2.6534461975097656,1.2948102012451272,0.030833333333333334,1.8686848955244926,1.628940224647522
2,O13s_m10,elastic,13,s,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O13s_m12,elastic,13,s,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O13s_m14,elastic,13,s,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O13s_m17,elastic,13,s,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O13s_m21,elastic,13,s,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O13s_m30,elastic,13,s,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O13s_m40,elastic,13,s,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O13s_m50,elastic,13,s,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O13s_m100,elastic,13,s,100,0.0,0.9232549071311951,0.9927601814561058,0.12989333333333333,1.1268954988825495,0.9608615636825562
2,O13s_m200,elastic,13,s,200,0.0,4.732142448425293,1.3117294576077256,0.010673333333333333,2.301796222942546,2.1753487586975098
2,O13s_m400,elastic,13,s,400,0.0,5.9847235679626465,1.2941271930758376,0.00526,2.55825142793157,2.4463694095611572
2,O13s_m1000,elastic,13,s,1000,0.0,6.5416998863220215,1.2777424824016634,0.00382,2.667578671732723,2.5576746463775635
2,O13s_m4000,elastic,13,s,4000,0.0,6.765894889831543,1.2695219804591034,0.0033933333333333333,2.707134934935296,2.601133346557617
2,O13v_m10,elastic,13,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O13v_m12,elastic,13,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O13v_m14,elastic,13,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O13v_m17,elastic,13,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O13v_m21,elastic,13,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O13v_m30,elastic,13,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O13v_m40,elastic,13,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O13v_m50,elastic,13,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O13v_m100,elastic,13,v,100,0.0,0.06216074153780937,0.31461971791577525,0.25711333333333336,0.6522705316620208,0.24932056665420532
2,O13v_m200,elastic,13,v,200,0.0,3.3249289989471436,1.1753539376950357,0.023053333333333332,1.994415493958107,1.8234387636184692
2,O13v_m400,elastic,13,v,400,0.0,4.676944255828857,1.1957923796435352,0.010273333333333334,2.3162125431631053,2.1626243591308594
2,O13v_m1000,elastic,13,v,1000,0.0,5.308748245239258,1.1943369773507584,0.007273333333333333,2.4434727856007314,2.304072141647339
2,O13v_m4000,elastic,13,v,4000,0.0,5.5702362060546875,1.1921483726182487,0.006246666666666667,2.4978946004849325,2.3601348400115967
2,O14s_m10,elastic,14,s,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O14s_m12,elastic,14,s,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O14s_m14,elastic,14,s,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O14s_m17,elastic,14,s,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O14s_m21,elastic,14,s,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O14s_m30,elastic,14,s,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O14s_m40,elastic,14,s,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O14s_m50,elastic,14,s,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O14s_m100,elastic,14,s,100,0.0,1.503884196281433,1.3234103661088739,0.07589333333333333,1.4332490851808803,1.2263295650482178
2,O14s_m200,elastic,14,s,200,0.0,5.597945690155029,1.4302559433563147,0.007513333333333334,2.43173572897987,2.365997791290283
2,O14s_m400,elastic,14,s,400,0.0,6.665405750274658,1.3403728349658195,0.004533333333333334,2.6095301098699557,2.58174467086792
2,O14s_m1000,elastic,14,s,1000,0.0,7.104203224182129,1.2925144597247709,0.0034933333333333335,2.6974791173859187,2.6653711795806885
2,O14s_m4000,elastic,14,s,4000,0.0,7.28049373626709,1.271739033778431,0.003086666666666667,2.7384298270216267,2.6982390880584717
2,O14v_m10,elastic,14,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O14v_m12,elastic,14,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O14v_m14,elastic,14,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O14v_m17,elastic,14,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O14v_m21,elastic,14,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O14v_m30,elastic,14,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O14v_m40,elastic,14,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O14v_m50,elastic,14,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O14v_m100,elastic,14,v,100,0.0,1.4959604740142822,1.3460734187683556,0.07804,1.418379491122217,1.2230945825576782
2,O14v_m200,elastic,14,v,200,0.0,5.682173252105713,1.4672840432904195,0.007213333333333334,2.4464603447548905,2.383730888366699
2,O14v_m400,elastic,14,v,400,0.0,6.771944999694824,1.3732271358312573,0.004186666666666667,2.6366331415332382,2.6022961139678955
2,O14v_m1000,elastic,14,v,1000,0.0,7.217384338378906,1.3218842898786534,0.003106666666666667,2.7363053938499347,2.686518907546997
2,O14v_m4000,elastic,14,v,4000,0.0,7.395761966705322,1.2993788936000783,0.0028066666666666665,2.7695526370651913,2.719515085220337
2,O15s_m10,elastic,15,s,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O15s_m12,elastic,15,s,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O15s_m14,elastic,15,s,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O15s_m17,elastic,15,s,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O15s_m21,elastic,15,s,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O15s_m30,elastic,15,s,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O15s_m40,elastic,15,s,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O15s_m50,elastic,15,s,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O15s_m100,elastic,15,s,100,0.0,1.5692390203475952,0.9997788089385722,0.08037333333333334,1.4025647594339992,1.252692699432373
2,O15s_m200,elastic,15,s,200,0.0,5.377936840057373,1.1522285039245617,0.007206666666666667,2.446793647200795,2.319037914276123
2,O15s_m400,elastic,15,s,400,0.0,6.534927845001221,1.1355714451347012,0.0036666666666666666,2.681315531725157,2.5563504695892334
2,O15s_m1000,elastic,15,s,1000,0.0,7.036116123199463,1.124087804084411,0.0027733333333333334,2.773442352967283,2.6525678634643555
2,O15s_m4000,elastic,15,s,4000,0.0,7.239710330963135,1.1187006039835978,0.0024133333333333333,2.818379883052744,2.690670967102051
2,O15v_m10,elastic,15,v,10,0.0,0.0,0.0,1.0,0.0,0.0
2,O15v_m12,elastic,15,v,12,0.0,0.0,0.0,1.0,0.0,0.0
2,O15v_m14,elastic,15,v,14,0.0,0.0,0.0,1.0,0.0,0.0
2,O15v_m17,elastic,15,v,17,0.0,0.0,0.0,1.0,0.0,0.0
2,O15v_m21,elastic,15,v,21,0.0,0.0,0.0,1.0,0.0,0.0
2,O15v_m30,elastic,15,v,30,0.0,0.0,0.0,1.0,0.0,0.0
2,O15v_m40,elastic,15,v,40,0.0,0.0,0.0,1.0,0.0,0.0
2,O15v_m50,elastic,15,v,50,0.0,0.0,0.0,1.0,0.0,0.0
2,O15v_m100,elastic,15,v,100,0.0,2.0176055431365967,0.9875988550775219,0.03406666666666667,1.8241239643829221,1.420424461364746
2,O15v_m200,elastic,15,v,200,0.0,4.695794582366943,1.0388913009956013,0.0111,2.286928445121298,2.166978120803833
2,O15v_m400,elastic,15,v,400,0.0,5.4549336433410645,1.029257379268529,0.008493333333333334,2.3869962040794617,2.3355798721313477
2,O15v_m1000,elastic,15,v,1000,0.0,5.785036087036133,1.0244950217020232,0.007613333333333333,2.426942553746153,2.405210256576538
2,O15v_m4000,elastic,15,v,4000,0.0,5.920283317565918,1.02251543753664,0.007286666666666667,2.442811835872095,2.4331631660461426
2,O1s_m400_d0,inelastic,1,s,400,0.0,0.0,0.0,1.0,0.0,0.0
2,O1s_m400_d50,inelastic,1,s,400,50.0,0.0,0.0,1.0,0.0,0.0
2,O1s_m400_d100,inelastic,1,s,400,100.0,0.0,0.0,1.0,0.0,0.0
2,O1s_m400_d150,inelastic,1,s,400,150.0,0.4174688756465912,0.6619869906862732,0.2056,0.8217837215620735,0.6461183428764343
2,O1s_m400_d200,inelastic,1,s,400,200.0,2.5222816467285156,0.9038689295121003,0.026846666666666668,1.929302389119766,1.5881692171096802
2,O1s_m400_d250,inelastic,1,s,400,250.0,4.889768123626709,0.967036926856963,0.008293333333333333,2.3957440820717224,2.2112820148468018
2,O1s_m400_d300,inelastic,1,s,400,300.0,6.379246234893799,0.9846130591176916,0.005373333333333333,2.550830209150738,2.52571702003479
2,O1s_m1000_d0,inelastic,1,s,1000,0.0,0.0,0.0,1.0,0.0,0.0
2,O1s_m1000_d50,inelastic,1,s,1000,50.0,0.0,0.0,1.0,0.0,0.0
2,O1s_m1000_d100,inelastic,1,s,1000,100.0,0.010473494417965412,0.14854397097951733,0.38972666666666667,0.2800315058201431,0.10234009474515915
2,O1s_m1000_d150,inelastic,1,s,1000,150.0,0.7742205858230591,0.8251579373318236,0.13146666666666668,1.1194848904002095,0.8798980712890625
2,O1s_m1000_d200,inelastic,1,s,1000,200.0,2.845851421356201,0.9314860142476391,0.023173333333333334,1.992222353387962,1.6869651079177856
2,O1s_m1000_d250,inelastic,1,s,1000,250.0,5.044631004333496,0.9696604989294428,0.008033333333333333,2.407397612504752,2.246025562286377
2,O1s_m1000_d300,inelastic,1,s,1000,300.0,6.114080429077148,0.9823925440723542,0.00608,2.507466812592207,2.4726667404174805
2,O1s_m1000_d350,inelastic,1,s,1000,350.0,8.86518383026123,0.9956090109481011,0.0023,2.833786870043548,2.9774458408355713
2,O1s_m4000_d0,inelastic,1,s,4000,0.0,0.0,0.0,1.0,0.0,0.0
2,O1s_m4000_d50,inelastic,1,s,4000,50.0,0.0,0.0,1.0,0.0,0.0
2,O1s_m4000_d100,inelastic,1,s,4000,100.0,0.03993885964155197,0.2829764171328861,0.3529,0.37750277840415963,0.19984708726406097
2,O1s_m4000_d150,inelastic,1,s,4000,150.0,0.9396048188209534,0.8781347924668808,0.11162666666666667,1.2179227412990228,0.9693321585655212
2,O1s_m4000_d200,inelastic,1,s,4000,200.0,2.9789161682128906,0.9424617544573266,0.02204,2.0133292801745615,1.7259536981582642
2,O1s_m4000_d250,inelastic,1,s,4000,250.0,5.082563400268555,0.970348709524842,0.007953333333333333,2.4110500213902193,2.2544541358947754
2,O1s_m4000_d300,inelastic,1,s,4000,300.0,6.086305141448975,0.9821418355277274,0.006153333333333334,2.5032267593843054,2.467043876647949
2,O1s_m4000_d350,inelastic,1,s,4000,350.0,7.948161602020264,0.993036810628837,0.0033133333333333335,2.7150454936014397,2.8192484378814697
2,O1v_m400_d0,inelastic,1,v,400,0.0,0.46159762144088745,0.9845274054387119,0.22212,0.7650529753819925,0.6794097423553467
2,O1v_m400_d50,inelastic,1,v,400,50.0,1.0142077207565308,1.272759804589441,0.13177333333333333,1.1180475944060557,1.007078766822815
2,O1v_m400_d100,inelastic,1,v,400,100.0,2.9450907707214355,1.4600193783116993,0.033813333333333334,1.827486416809263,1.7161266803741455
2,O1v_m400_d150,inelastic,1,v,400,150.0,5.333101272583008,1.2661483803240117,0.00758,2.4285340861213056,2.3093507289886475
2,O1v_m400_d200,inelastic,1,v,400,200.0,7.076259613037109,0.9976246818259824,0.0014133333333333333,2.9859848282998223,2.6601240634918213
2,O1v_m400_d250,inelastic,1,v,400,250.0,8.361343383789062,0.9943462981318589,0.00046,3.3139133890787895,2.891598701477051
2,O1v_m400_d300,inelastic,1,v,400,300.0,10.467728614807129,0.9980342839553487,0.00017333333333333334,3.5776730761299724,3.235386848449707
2,O1v_m1000_d0,inelastic,1,v,1000,0.0,0.8847754001617432,1.235235496860696,0.14570666666666668,1.0550262196315698,0.940625011920929
2,O1v_m1000_d50,inelastic,1,v,1000,50.0,1.59895658493042,1.4400447970547248,0.08668,1.361486490301667,1.2644985914230347
2,O1v_m1000_d100,inelastic,1,v,1000,100.0,3.667159080505371,1.4989423018705565,0.02126,2.0283945097325295,1.914982795715332
2,O1v_m1000_d150,inelastic,1,v,1000,150.0,5.980599403381348,1.2699115365103353,0.005046666666666666,2.572615287759107,2.445526361465454
2,O1v_m1000_d200,inelastic,1,v,1000,200.0,7.571760654449463,1.0044300084991846,0.0011266666666666667,3.0546366528835893,2.751683235168457
2,O1v_m1000_d250,inelastic,1,v,1000,250.0,8.710895538330078,0.9952596106159035,0.00048,3.3019943613003306,2.951422691345215
