S1c_edge,wall_exp,wall_pow,RFR_exp,RFR_pow,MSSI_exp,MSSI_pow,MSSI_mid
600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610.0,0.00016182591070914911,0.00024566613918315184,8.121950065505257e-06,1.4478048339742502e-05,0.00016994786077465437,0.0002601441875228943,0.00021026399635333773
620.0,0.0003279783866045248,0.000499602453351235,1.6897046007079962e-05,3.076440993251746e-05,0.00034487543261160476,0.0005303668632837524,0.00042768037296308554
630.0,0.0004985731024024228,0.0007619472139734985,2.637781209931151e-05,4.905020675030461e-05,0.0005249509145017343,0.0008109974207238032,0.0006524828255728332
640.0,0.0006737288254895177,0.0010328387364953635,3.662099648089176e-05,6.954321102623094e-05,0.0007103498219704095,0.0011023819475215945,0.000884916278619259
650.0,0.0008535674986082597,0.001312415379653912,4.768791082666649e-05,9.246899666375382e-05,0.0009012554094349262,0.0014048843763176657,0.001125237594371477
660.0,0.001038214324752948,0.0016008155448145936,5.964479733521712e-05,0.00011807215024742308,0.0010978591220881652,0.0017188876950620167,0.0013737163229244004
670.0,0.0012277978543355711,0.0018981776753281255,7.256322522862013e-05,0.00014661754373683874,0.0013003610795641913,0.0020447952190649644,0.0016306354953057455
680.0,0.001422450074682112,0.002204640255906706,8.652051913767524e-05,0.00017839167096416072,0.0015089705938197873,0.0023830319268708664,0.0018962924620906563
690.0,0.0016223065019216184,0.0025203418120186708,0.0001016002219367461,0.00021370405009437973,0.0017239067238583646,0.0027340458621130507,0.0021709997800630535
700.0,0.00182750627533201,0.0028454209093007814,0.00011789259479856378,0.0002528886942465139,0.0019453988701305738,0.003098309603547295,0.00245508614961993
710.0,0.0020381922542083157,0.0031800161529873926,0.0001354951574621234,0.00029630565251296024,0.002173687411670439,0.0034763218055003527,0.002748897405785012
720.0,0.0022545111173207597,0.003524266187355764,0.0001545132719475029,0.000344342623653397,0.0024090243892682627,0.003868608811009161,0.0030527975658826713
730.0,0.0024766134650319595,0.003878309695186862,0.0001750607732114954,0.0003974166447789041,0.002651674238243455,0.004275726339965766,0.0033671699371231917
740.0,0.002704653924144329,0.004242285397240984,0.0001972606505189096,0.00045597585738134144,0.0029019145746632387,0.004698261254622325,0.003692418287567664
750.0,0.0029387912555506497,0.0046163320517476165,0.00022124578360795743,0.0005205013531024978,0.003160037039158607,0.005136833404850114,0.00402896808417659
760.0,0.0031791884647628184,0.005000588453908955,0.00024715973805612907,0.0005915091016770984,0.0034263482028189475,0.005592097555586054,0.00437726780190229
770.0,0.0034260129153956256,0.005395193435416526,0.00027515762460730137,0.0006695519635234273,0.003701170540002927,0.006064745398939954,0.0047377903080629115
780.0,0.003679436445684702,0.005800285863980416,0.000305407027603671,0.0007552217894950928,0.003984843473288373,0.006555507653475509,0.005111034326537424
790.0,0.003939635488119602,0.006216004642870617,0.00033808900807974534,0.0008491516103473292,0.004277724496199347,0.007065156253217946,0.005497525986647667
800.0,0.004206791192275455,0.006642488710469995,0.00037339918752251727,0.0009520179185111864,0.004580190379797972,0.007594506628981181,0.005897820461947916
810.0,0.0044810895509285785,0.007079877039838501,0.00041154891878477956,0.0010645430448090155,0.004892638469713358,0.008144420084647516,0.006312503704525848
820.0,0.004762721529543968,0.007528308638288145,0.0004527665511602146,0.0011874976327848092,0.005215488080704183,0.008715806271072954,0.006742194280833782
830.0,0.005051883199224679,0.007987922546968382,0.0004972987971924976,0.0013217032133631896,0.005549181996417177,0.00930962576033157,0.00718754531551722
840.0,0.005348775873215826,0.008458857840461503,0.0005454122093995917,0.0014680348825911742,0.005894188082615418,0.009926892723052676,0.007649246550191646
850.0,0.005653606247058041,0.008941253626387683,0.0005973947757523322,0.0016274240852572708,0.006251001022810373,0.010568677711644953,0.008128026524639656
860.0,0.00596658654248816,0.00943524904501935,0.0006535576434572069,0.0018008615072229602,0.006620144185945366,0.011236110552242311,0.0086246548884617
870.0,0.006287934655187143,0.009940983268904536,0.0007142369813612106,0.001989400079342233,0.007002171636548354,0.01193038334824677,0.009139944851816247
880.0,0.0066178743064782535,0.010458595502498889,0.0007797959921264075,0.0021941580958855273,0.007397670298604661,0.012652753598384416,0.009674755784531806
890.0,0.00695663519908094,0.010988224981806101,0.0008506270862182846,0.002416322450425192,0.007807262285299225,0.013404547432231293,0.010229995973565383
900.0,0.007304453177029031,0.011530010974026374,0.0009271542307205274,0.0026571519921804675,0.008231607407749558,0.014187162966206842,0.01080662554952185
910.0,0.007661570389864404,0.012084092777212773,0.0010098354870353113,0.0029179810058609025,0.008671405876899716,0.015002073783073675,0.011405659593738024
920.0,0.008028235461220615,0.012650609719935082,0.0010991657526587828,0.0032002228180881827,0.009127401213879399,0.015850832538023264,0.012028171438275753
930.0,0.008404703661913666,0.013229701160951032,0.0011956797234429092,0.003505373533517439,0.009600383385356575,0.01673507469446847,0.012675296172061479
940.0,0.008791237087660622,0.013821506488884546,0.001299955094074647,0.003835015903820312,0.01009119218173527,0.01765652239270486,0.013348234367357242
950.0,0.009188104841549591,0.014426165121910904,0.0014126160159292356,0.004190823332733323,0.010600720857478827,0.018616988454644226,0.01404825604175086
960.0,0.009595583221388313,0.015043816507448484,0.0015343368329949528,0.004574564020416461,0.011129920054383267,0.019618380527864944,0.014776704871912622
970.0,0.01001395591206158,0.015674600121856976,0.0016658461182311288,0.004988105250408349,0.011679802030292709,0.020662705372265326,0.015535002676482699
980.0,0.010443514183031622,0.016318655470141778,0.0018079310345194644,0.005433417822505851,0.012251445217551086,0.02175207329264763,0.016324654186629144
990.0,0.010884557091118732,0.016976122085664472,0.001961442046311579,0.005912580634937608,0.01284599913743031,0.022888702720602082,0.017147252124050463
1000.0,0.011337391688703525,0.01764713952985912,0.0021272980101748797,0.006427785419242643,0.013464689698878405,0.024074924949101763,0.01800448260749087
1010.0,0.01180233323749559,0.01833184739195424,0.0023064916747067583,0.006981341631306956,0.014108824912202349,0.0253131890232612,0.01889813091018989
1020.0,0.012279705428017526,0.019030385288700328,0.0025000956227374024,0.007575681502052849,0.014779801050754928,0.026606066790753176,0.019830087592101798
1030.0,0.01276984060495698,0.01974289286410265,0.0027092686913889664,0.00821336525131764,0.015479109296345946,0.02795625811542029,0.020802355032194048
1040.0,0.01327307999854381,0.020469509789159276,0.002935262908419019,0.008897086468500393,0.01620834290696283,0.02936659625765967,0.02181705438766836
1050.0,0.01378977396211321,0.021210375761604176,0.003179430986366494,0.009629677663597399,0.016969204948479706,0.030840053425201575,0.022876433008541978
1060.0,0.014320282216020403,0.02196563050565512,0.003443234419357143,0.010414115992289199,0.017763516635377546,0.03237974649794432,0.023982872337681777
1070.0,0.014864974098076517,0.0227354137717664,0.003728252231032852,0.01125352915878426,0.01859322632910937,0.03398894293055066,0.025138896328099018
1080.0,0.015424228820680218,0.023519865336386198,0.0040361904259663935,0.012151201500166594,0.019460419246646612,0.035671066836552794,0.026347180411088956
1090.0,0.015998435734823856,0.02431912500171834,0.0043688922011341,0.013110580256037015,0.020367327935957955,0.03742970525775535,0.027610561050637
1100.0,0.01658799460115821,0.025133332595488545,0.0047283489785683985,0.014135282027280194,0.02131634357972661,0.03926861462276874,0.02893204592141411
1110.0,0.017193315868304235,0.025962627970714816,0.0051167123252271966,0.015229099427832092,0.02231002819353143,0.04119172739854691,0.030314824749647532
1120.0,0.01781482095860591,0.026807151005482047,0.005536306831427829,0.016396007933364994,0.02335112779003374,0.04320315893884704,0.0317622808581839
1130.0,0.018452942561522745,0.02766704160272058,0.005989644024930892,0.01764017293084998,0.024442586586453638,0.04530721453357056,0.03327800345915946
1140.0,0.019108124934866657,0.028542439689988746,0.006479437403958045,0.01896595697299937,0.025587562338824702,0.04750839666298812,0.03486580073986284
1150.0,0.01978082421409242,0.02943348521925916,0.00700861867912559,0.020377927241634557,0.02678944289321801,0.04981141246089372,0.036529713789621186
1160.0,0.020471508729857524,0.030340318166708773,0.007580355321511746,0.021880863224067234,0.02805186405136927,0.05222118139077601,0.038274031417867956
1170.0,0.021180659334072115,0.0312630785325125,0.008198069521893283,0.023479764606625396,0.029378728855965396,0.054742843139137895,0.04010330591596381
1180.0,0.021908769734666298,0.03220190634064041,0.008865458674634119,0.025179859389497995,0.030774228409300417,0.0573817657301384,0.04202236981785114
1190.0,0.02265634683930765,0.03315694163865832,0.009586517508834509,0.026986612227115504,0.03224286434814216,0.06014355386577383,0.044036353717233745
1200.0,0.023423911108308458,0.03412832449753176,0.010365561999208987,0.028905732998326657,0.03378947310751745,0.06303405749585841,0.046150705201697804
1210.0,0.024211996916968116,0.035116195011433184,0.011207255199814217,0.030943185610674877,0.03541925211678233,0.06605938062210806,0.04837120896703876
1220.0,0.02502115292760326,0.03612069329755233,0.01211663515525752,0.03310519704312104,0.03713778808286078,0.06922589034067336,0.050704008178045316
1230.0,0.02585194247152424,0.03714195949590981,0.013099145056451251,0.03539826663160272,0.03895108752797549,0.07254022612751253,0.05315562714512806
1240.0,0.026704943941224347,0.038180133769173535,0.014160665821413681,0.03782917560186337,0.040865609762638026,0.0760093093710369,0.05573299538948557
1250.0,0.027580751193054334,0.03923535630247826,0.015307551296132428,0.040404996854028166,0.042888302489186764,0.07964035315650642,0.05844347317298919
1260.0,0.028479973960663027,0.04030776730324794,0.016546666286188644,0.04313310500344722,0.04502664024685167,0.08344087230669517,0.06129487857265933
1270.0,0.029403238279491463,0.04139750700102091,0.017885427646784358,0.0460211866823699,0.04728866592627582,0.08741869368339081,0.06429551618352018
1280.0,0.030351186922616458,0.04250471564727779,0.019331848677122166,0.04907725110705808,0.04968303559973862,0.09158196675433587,0.0674542075377789
1290.0,0.03132447984824664,0.043629533515272136,0.020894587084863924,0.05230964091498951,0.05221906693311057,0.09593917443026165,0.07078032333269751
1300.0,0.03232379465918296,0.04477210089986364,0.022582996807765127,0.055727043276846674,0.05490679146694809,0.10049914417671031,0.07428381756424061
1310.0,0.033349827074563014,0.045932558117353924,0.02440718400266926,0.05933850128802984,0.05775701107723227,0.10527105940538375,0.07797526366860663
1320.0,0.03440329141421818,0.04711104550532487,0.02637806753698955,0.06315342564447729,0.06078135895120773,0.11026447114980216,0.08186589277911292
1330.0,0.03548492109598023,0.04830770342247933,0.028507444344756713,0.06718160660761967,0.06399236544073694,0.11548931003009899,0.08596763421163026
1340.0,0.036595469146284115,0.04952267224848426,0.03080806003842858,0.07143322626333892,0.0674035291847127,0.12095589851182317,0.09029315829787338
1350.0,0.03773570872442192,0.050756092383816176,0.03329368519911558,0.07591887107984722,0.07102939392353749,0.12667496346366341,0.09485592169237653
1360.0,0.03890643366081362,0.05200810424960894,0.03597919780186548,0.08064954476944454,0.0748856314626791,0.13265764901905347,0.09967021528594323
1370.0,0.04010845900966857,0.05327884828750367,0.038880672269373445,0.0856366814591583,0.07898913127904202,0.13891552974666196,0.10475121486577971
1380.0,0.041342621616423256,0.05456846495950102,0.04201547568715685,0.0908921591753127,0.0833580973035801,0.1454606241348137,0.11011503467042678
1390.0,0.042609780700349764,0.05587709474781535,0.04540237175610152,0.09642831364711922,0.08801215245645128,0.15230540839493456,0.11577878399601998
1400.0,0.04391081845274108,0.05720487815473126,0.04906163310459918,0.10225795243442515,0.09297245155734025,0.15946283058915642,0.12176062701935589
1410.0,0.04524664065108909,0.0585519557024619,0.05301516263253107,0.10839436938479997,0.09826180328362016,0.16694632508726187,0.1280798460127425
1420.0,0.04661817728968366,0.05991846793300951,0.057286624613415764,0.1148513594251855,0.10390480190309942,0.17476982735819502,0.134756908135695
1430.0,0.04802638322707079,0.061304555408027796,0.06190158633944796,0.12164323369337897,0.10992796956651875,0.18294778910140677,0.14181353599921742
1440.0,0.04947223885082175,0.06271035870868623,0.06688767115725816,0.1287848350146638,0.11635991000807991,0.19149519372335005,0.14927278220971443
1450.0,0.0509567507600749,0.06413601843553629,0.0722747238104057,0.1362915537289465,0.1232314745704806,0.2004275721644828,0.15715910811152697
1460.0,0.0524809524663264,0.06558167520837947,0.07809498907828172,0.14417934387380388,0.1305759415446081,0.20976101908218336,0.1654984669597051
1470.0,0.05404590511295666,0.06704746966613716,0.084383304780682,0.15246473972888913,0.13842920989363866,0.2195122093950263,0.1743183917679384
1480.0,0.05565269821399461,0.0685335424667222,0.09117731030330012,0.16116487272718932,0.14683000851729472,0.22969841519391154,0.18364808809059552
1490.0,0.05730245041263288,0.07004003428691231,0.09851767189229407,0.17029748873867362,0.15582012230492695,0.24033752302558592,0.1935185320125956
1500.0,0.05899631026002312,0.07156708582222505,0.10644832606644841,0.17988096573191464,0.16544463632647152,0.2514480515541397,0.203962573636377
1510.0,0.06073545701489285,0.07311483778679453,0.11501674260390253,0.18993433181931127,0.17575219961879537,0.2630491696061058,0.21501504637157529
1520.0,0.06252110146454078,0.07468343091324976,0.12427420867758208,0.2004772836915864,0.18679531014212286,0.27516071460483615,0.2267128823502064
1530.0,0.0643544867677823,0.07627300595259455,0.1342761358400533,0.21153020544727777,0.1986306226078356,0.2878032113998723,0.23909523430819604
