k,j,q0,mu_bkg,sig_frac
0,4,0.0,0.07262501789103731,4.36501007487323e-09
0,5,0.0,0.09126714014644499,6.489746163488389e-08
0,6,0.0,0.11847920981221231,7.542998063639251e-07
0,7,0.0,0.15379986524762249,6.855223289087237e-06
0,8,0.0,0.1996680502040763,4.872433543579313e-05
0,9,0.0,0.25922167782628813,0.00027089357636440295
0,10,0.0,0.3542135041959844,0.001178301553580984
0,11,0.0,0.5003463940032417,0.004010409622207367
0,12,0.0,0.7199002890376408,0.010682098562479233
0,13,0.0,1.0732806854263373,0.022269523743676647
0,14,0.0,1.6711642731721266,0.03634053203337493
1,5,0.0,2.6950938988886236e-05,1.1824525955403132e-08
1,6,0.0,2.623973138915131e-05,1.3743584747098173e-07
1,7,0.0,4.075461965295741e-05,1.24904370170812e-06
1,8,0.0,3.7649076484221596e-05,8.877730415123275e-06
1,9,0.0,0.00011002908114486222,4.9357679702391866e-05
1,10,0.007320354789044359,0.0002102477818122295,0.00021469032767409423
1,11,1.5505921300245973,0.0001632383119625053,0.0007307095142855247
1,12,1.3158782420177886,0.000500152568888531,0.0019463126681416338
1,13,3.1253492724536045,0.0003586229920879393,0.004057578754051402
1,14,5.525572088143235,0.0001589440260760943,0.006621361659403053
1,15,2.2842605905061646,0.0011940590982723637,0.00845825243478648
1,16,1.0718650094931945,0.002552112079833369,0.00845825243478648
1,17,0.046809430181383505,0.005562700300841286,0.006621361659403053
1,18,0.0,0.005690150185931785,0.004057578754051401
1,19,0.0,0.007953386993586407,0.0019463126681416344
1,20,0.0,0.010855896690531967,0.0007307095142855241
1,21,0.0,0.043014061847686844,0.00021469032767409485
1,22,0.0,0.05963880379229102,4.9357679702391656e-05
1,23,0.0,0.07368011536763246,8.877730415123936e-06
1,24,0.0,0.15599649357989662,1.2490437017077429e-06
1,25,0.0,0.3563270755206886,1.0391255667457433e-07
2,5,0.0,2.5256307858015427e-05,1.329332084590689e-08
2,6,0.0,2.451246825648064e-05,1.545075737540291e-07
2,7,0.0,3.0122685723659716e-05,1.4041948692055778e-06
2,8,0.0,2.9214100568114378e-05,9.980486256852772e-06
2,9,0.0004034641788166482,5.9926521488951667e-05,5.548869146788828e-05
2,10,0.6440435741678812,0.00010363411201104712,0.00024135829368961104
2,11,2.928992353972717,8.340446744486331e-05,0.0008214753010132914
2,12,2.8015594108219375,0.0002338778417194754,0.0021880757724784205
2,13,4.697665205147132,0.00017728961805195926,0.004561594810529678
2,14,6.8095116092663375,9.646554927978396e-05,0.007443840480980229
2,15,3.9157567500260484,0.0005513887037965469,0.009508902414807755
2,16,2.5728820534477563,0.001143112084085595,0.009508902414807755
2,17,0.9535222833765147,0.002447546154950807,0.007443840480980229
2,18,0.34886265541717876,0.0024958928185919932,0.004561594810529677
2,19,0.0,0.00347315249124021,0.0021880757724784213
2,20,0.0,0.004731629437053369,0.0008214753010132907
2,21,0.0,0.018705931881268425,0.00024135829368961178
2,22,0.0,0.02593110098039607,5.5488691467888035e-05
2,23,0.0,0.03203317937492571,9.980486256853516e-06
2,24,0.0,0.06780797760823104,1.4041948692051537e-06
2,25,0.0,0.15486799133105206,1.0616286508643677e-07
3,5,0.0,2.3706326861891855e-05,1.4786223273139297e-08
3,6,0.0,2.293278402054561e-05,1.7185950067710519e-07
3,7,0.0,2.4718228529492838e-05,1.5618925545954382e-06
3,8,0.0,2.4741943026964574e-05,1.110134178501848e-05
3,9,0.31092411519784946,3.739518270034107e-05,6.172033239016898e-05
3,10,1.6979366857631248,5.642919190392553e-05,0.00026846396477501474
3,11,4.21517361397855,4.744294124177954e-05,0.0009137308393404075
3,12,4.33567268101433,0.00011571256712464173,0.002433806968585619
3,13,6.1716817640954105,9.41359130544605e-05,0.005073883353297181
3,14,7.942540487496444,6.265573710532807e-05,0.008279818762916303
3,15,5.557871467513905,0.0002637214213395224,0.010576796860442356
