config,model,cls,Z_LZ,q0,Z,s_hat,frac_top,frac_mid,frac_bot,f_in_roi,b_event_cell,s_event_cell_per_unit,LR_event_per_unit,diff
fig5only,O1v_400_d150,inelastic O1 (s/v),2.8,7.632698246055952,2.7627338355433286,2.0984565602737657,0.8711280517126704,0.09556878410259143,0.03331103563961493,0.9713840798017221,1.1585390509605713e-05,0.000608430618787969,52.517057433973,-0.03726616445667119
fig5only,O1s_400_d200,inelastic O1 (s/v),2.6,3.2472597985215543,1.8020154823201588,1.670001271289413,0.7263264967814724,0.2696018431852037,0.004075938748533117,0.9953606482457278,1.1585390509605713e-05,7.549210444587061e-05,6.516146726627676,-0.7979845176798412
fig5only,O1v_400_d200,inelastic O1 (s/v),2.8,9.44599174709765,3.073433218258964,1.6262629598407796,0.6299244430441274,0.26120493764839614,0.10889635024062969,0.9111666226288011,1.1585390509605713e-05,0.00198477914254347,171.31741402224156,0.27343321825896405
fig5only,O1s_400_d250,inelastic O1 (s/v),2.9,4.8253632704199845,2.196670951785903,1.0834986429237559,0.16772398165611754,0.8171318714112555,0.015159064137600715,0.9820493585527561,1.1585390509605713e-05,0.0002807228758630401,24.23076508558657,-0.7033290482140968
fig5only,O1v_400_d250,inelastic O1 (s/v),2.8,10.341761111380038,3.2158608662969295,1.3596109393357814,0.4271823092404185,0.36706418981058886,0.2058021039874134,0.843685949066004,1.1585390509605713e-05,0.0037416215791011924,322.96033318850397,0.41586086629692964
fig5only,O1s_400_d300,inelastic O1 (s/v),2.9,6.095566231895646,2.468920053767567,0.9979645227619194,0.01974210543183908,0.9481696791599494,0.032114881140083935,0.9605320968589313,1.1585390509605713e-05,0.0005930408749282332,51.18868236996668,-0.43107994623243284
fig5only,O1v_400_d300,inelastic O1 (s/v),3.1,11.666965404152506,3.4156939857300603,1.0207415594538571,0.03190778880992296,0.43591816836365666,0.5322990153241067,0.6878662560368476,1.1585390509605713e-05,0.009686751936010351,836.117861368492,0.31569398573006024
fig5only,O1s_1000_d100,inelastic O1 (s/v),0.8,0.0006847222339274595,0.026167197670508385,0.06284638508003537,0.9826994445483712,0.017053623032417524,0.00024718902411039313,0.9991988009733268,1.1585390509605713e-05,4.595575188851848e-06,0.396669856319608,-0.7738328023294917
fig5only,O1v_1000_d100,inelastic O1 (s/v),2.6,5.446332214594804,2.3337378204491617,2.3225336994061694,0.9647282997594967,0.025492165630254356,0.009781855958993505,0.9898107884707515,1.1585390509605713e-05,0.00017703260640520026,15.28067666415029,-0.2662621795508384
fig5only,O1s_1000_d150,inelastic O1 (s/v),2.2,1.3406463378287299,1.157862832043904,1.7730808912367702,0.9324973742925874,0.06645837451442518,0.0010453041888262547,0.9986073635767245,1.1585390509605713e-05,1.9447150906801092e-05,1.6785926111577347,-1.0421371679560962
fig5only,O1v_1000_d150,inelastic O1 (s/v),2.8,8.215597654814701,2.8662863874384046,2.033551091030472,0.8451747700002104,0.10814383119490455,0.046692486794996824,0.9559282264280978,1.1585390509605713e-05,0.00084292010405286,72.75715940295458,0.06628638743840476
