config,model,cls,Z_LZ,q0,Z,s_hat,frac_top,frac_mid,frac_bot,f_in_roi,b_event_cell,s_event_cell_per_unit,LR_event_per_unit,diff
fig5only,O1s_1000_d200,inelastic O1 (s/v),2.7,3.6312937934580987,1.90559539080522,1.6750945547279128,0.715096987541814,0.2798695978210463,0.005038241435956328,0.9928087780194882,1.1585390509605713e-05,9.38582293162412e-05,8.101429920590178,-0.7944046091947803
fig5only,O1v_1000_d200,inelastic O1 (s/v),2.9,9.836804407641466,3.1363680280926003,1.5740422126922815,0.5948540678449682,0.2662098312756856,0.13896914098803992,0.8759616322844784,1.1585390509605713e-05,0.002498853513861012,215.6900547969579,0.23636802809260038
fig5only,O1s_1000_d250,inelastic O1 (s/v),2.9,5.145351938750537,2.268336822156387,1.1232953971773918,0.2121087714687098,0.7707190950803704,0.01718732825564675,0.9731378897799922,1.1585390509605713e-05,0.0003208111512807233,27.69100886282007,-0.6316631778436128
fig5only,O1v_1000_d250,inelastic O1 (s/v),3.0,10.618173856355497,3.2585539517331146,1.3312908456333539,0.4012035443825503,0.35312884042237075,0.2457261432930532,0.7921460831683836,1.1585390509605713e-05,0.004390815540830845,378.9959032619849,0.2585539517331146
fig5only,O1s_1000_d300,inelastic O1 (s/v),3.0,6.0893445086676365,2.467659723030636,1.01462324712976,0.04609104512032778,0.9228787690745267,0.031053921915363138,0.9429700458694611,1.1585390509605713e-05,0.0005813415628456881,50.178849160387344,-0.5323402769693639
fig5only,O1v_1000_d300,inelastic O1 (s/v),3.4,11.503106071751972,3.39162292593855,1.0743534546022881,0.11062478722209984,0.4097744776782097,0.47971544096858687,0.6441504909505099,1.1585390509605713e-05,0.008477766580156804,731.7635580024422,-0.008377074061449719
fig5only,O1s_1000_d350,inelastic O1 (s/v),3.3,8.648754604431815,2.9408765027508066,0.9972128265431757,1.5837535722115118e-05,0.8831625283247669,0.11687445698119382,0.7062668765520923,1.1585390509605713e-05,0.002177646725182472,187.96489625247722,-0.35912349724919324
fig5only,O1v_1000_d350,inelastic O1 (s/v),3.4,12.166022099989277,3.487982525757444,1.0007800065202932,1.2171834454858561e-06,0.25592759509470503,0.7442520696445464,0.4859706116756404,1.1585390509605713e-05,0.01268719675739466,1095.1030737268127,0.08798252575744403
fig5only,O1s_4000_d100,inelastic O1 (s/v),1.0,0.03422401842362888,0.18499734707186716,0.45823881172745606,0.9809300836282444,0.018780057261381836,0.000290150837916602,0.9991054569024573,1.1585390509605713e-05,5.404209458590189e-06,0.46646761316413415,-0.8150026529281329
fig5only,O1v_4000_d100,inelastic O1 (s/v),2.6,5.762815408048482,2.400586471687384,2.3177060774614833,0.9605415928741414,0.027841508508341134,0.011619661462383048,0.9875908490095475,1.1585390509605713e-05,0.00020934515942760626,18.069754252481466,-0.19941352831261616
fig5only,O1s_4000_d150,inelastic O1 (s/v),2.3,1.5538060963590397,1.2465175876653485,1.826619554815343,0.9272110020511499,0.0715869712622409,0.0012031986826623298,0.9982694768170579,1.1585390509605713e-05,2.2428725284974297e-05,1.935949009779008,-1.0534824123346513
fig5only,O1v_4000_d150,inelastic O1 (s/v),2.9,8.446880413604958,2.9063517360438254,2.005995656715114,0.8327699548453866,0.11374922369676732,0.053493549205047175,0.9477299363330297,1.1585390509605713e-05,0.0009613779897727077,82.98192356792869,0.00635173604382544
fig5only,O1s_4000_d200,inelastic O1 (s/v),2.7,3.785932904551373,1.9457473897069406,1.6743579764580785,0.7099046299432997,0.28461310608277324,0.005487334106075279,0.9915165981354837,1.1585390509605713e-05,0.00010244873730723402,8.842924821765086,-0.7542526102930596
fig5only,O1v_4000_d200,inelastic O1 (s/v),2.9,9.979333129496808,3.159008250938387,1.5529060566012753,0.5800866945735565,0.2677695314602091,0.15218003986110595,0.8602445643267123,1.1585390509605713e-05,0.002722151415030583,234.96414840514743,0.2590082509383871
fig5only,O1s_4000_d250,inelastic O1 (s/v),2.9,5.246944885098856,2.2906210697317126,1.1414203059753447,0.23243099646351356,0.7497840724659627,0.01780012423470554,0.9697195763866729,1.1585390509605713e-05,0.00033307383616228235,28.74946993682459,-0.6093789302682873
fig5only,O1v_4000_d250,inelastic O1 (s/v),3.1,10.71093194252353,3.2727560163451734,1.3193660686364184,0.39000039337381665,0.34880457557331523,0.2612574389567186,0.7728203074379656,1.1585390509605713e-05,0.004641907352031798,400.66904505144527,0.17275601634517335
fig5only,O1s_4000_d300,inelastic O1 (s/v),3.0,6.110056471943608,2.471852841886751,1.0197716714230853,0.053759988964416895,0.9151039820324391,0.031159299554406245,0.9380945266296438,1.1585390509605713e-05,0.000584604166092714,50.460462736064464,-0.5281471581132489
fig5only,O1v_4000_d300,inelastic O1 (s/v),3.4,11.461752837118183,3.385521058436675,1.096913154760193,0.14134935945837857,0.3956765740850812,0.4630851945722844,0.6387927159340735,1.1585390509605713e-05,0.008133687121261288,702.0641310724452,-0.014478941563325076
fig5only,O1s_4000_d350,inelastic O1 (s/v),3.3,7.944440421040781,2.818588373821332,0.9958981552314483,0.0008635896671693341,0.9178780762139952,0.08130142646091833,0.792127986120551,1.1585390509605713e-05,0.00152753820721749,131.85038570352663,-0.4814116261786676
fig5only,O1v_4000_d350,inelastic O1 (s/v),3.4,12.103966663698884,3.4790755472824797,1.0009363999999366,0.0002916646740495071,0.28022780622490107,0.7196554913106432,0.48915470358096313,1.1585390509605713e-05,0.012297061358510736,1061.428300437086,0.07907554728247979
fig5only,L10_1000_fig1,check: LZ Fig. 1 spectrum,3.4,10.069913026789436,3.173312626702487,1.1427576738656853,0.2015459260169081,0.586451884434256,0.21206119142667657,0.7953535336666554,1.1585390509605713e-05,0.0038850241596924146,335.3382138022238,-0.22668737329751298
fig5only,L10_200_fig1,check: LZ Fig. 1 spectrum,3.1,9.312318018202859,3.0516090867283214,1.25934048831145,0.33331791911787206,0.5382765557620722,0.12844347634553482,0.9016190992895484,1.1585390509605713e-05,0.0024093110532636608,207.96114306773222,-0.04839091327167866
fig5only,O1s_1000_fig1,check: LZ Fig. 1 spectrum,0.0,0.0,0.0,0.0,0.9960384284832597,0.003906961107486774,5.4667287569570916e-05,0.933450351928556,1.1585390509605713e-05,1.0241469518720188e-06,0.08839986455552577,0.0
fig5only,O1s_1000_d200_fig1,check: LZ Fig. 1 spectrum,2.7,3.7851179769131704,1.9455379659397989,1.6275969941985502,0.6823298178678329,0.3120572933114275,0.005618232701633775,0.9899895350136437,1.1585390509605713e-05,0.00010544895635003323,9.101890545908063,-0.7544620340602013
fig5only,O1s_1000_d300_fig1,check: LZ Fig. 1 spectrum,3.0,6.143446905369274,2.4785977699839226,1.0137569854266137,0.04405867832243559,0.9242755183466195,0.03168977036916864,0.9273853436607256,1.1585390509605713e-05,0.0005983254990650993,51.644827903644156,-0.5214022300160774
fig5only,O1s_1000_d200_helm,check: Helm form factor,2.7,5.33789972500017,2.3103895180250817,1.3921556844507144,0.4818318639702732,0.5038578993316588,0.014320126212949109,0.9798963804703089,1.1585390509605713e-05,0.0002861394664331762,24.69830138189398,-0.38961048197491843
fig5only,O1s_1000_d250_helm,check: Helm form factor,2.9,6.230260204687511,2.49604891872886,1.0827507866340036,0.14300249892957403,0.8278274964741948,0.029188702697197887,0.9549649700025314,1.1585390509605713e-05,0.0005857071708674871,50.55566926137396,-0.40395108127113977
fig5only,O1s_1000_d300_helm,check: Helm form factor,3.0,7.1322691256882536,2.67063084788749,1.0207958614049861,0.045253169149970435,0.9059779529978915,0.048796080344308615,0.9123091765158949,1.1585390509605713e-05,0.0009863684323836153,85.13898876052514,-0.32936915211250994
fig5only,O1s_1000_d350_helm,check: Helm form factor,3.3,10.00754292045167,3.163470075795197,0.9993372458697669,3.855631323235935e-07,0.7927638084363743,0.20730000500332185,0.5592739780523163,1.1585390509605713e-05,0.004305355567721185,371.6193739133364,-0.1365299242048028
resonly,L10_100,L10 (m scan),2.9,5.270065684639121,2.295662362944325,1.6460561297022247,0.7022664286214783,0.27894018134196497,0.018795850909178596,0.9948296201634069,1.1585390509605713e-05,0.00023217068479465031,20.0399533017167,-0.604337637055675
resonly,L10_200,L10 (m scan),3.1,7.89647361718562,2.8100664791398833,1.2890101017963473,0.387486130546569,0.5164051157507314,0.0961143775395119,0.9489355723501325,1.1585390509605713e-05,0.0011514323787694166,99.38658328476176,-0.2899335208601168
resonly,L10_400,L10 (m scan),3.4,8.475702597397685,2.9113059951502325,1.201230415727076,0.28853034761420543,0.571644289763179,0.13983265805986625,0.9136169441777887,1.1585390509605713e-05,0.0016565508412656584,142.98618936428377,-0.48869400484976744
resonly,L10_1000,L10 (m scan),3.4,8.71191401120086,2.951595163839523,1.167928134336641,0.2475146341582144,0.5895387156018035,0.16295481008694923,0.8928318711549785,1.1585390509605713e-05,0.0019194269048646866,165.67649603811333,-0.4484048361604769
resonly,L10_4000,L10 (m scan),3.4,8.80759428950114,2.9677591360319555,1.155102378849624,0.23113380194472893,0.595553233150401,0.1733215083336374,0.8831641756724733,1.1585390509605713e-05,0.002036622880415829,175.79233766243945,-0.4322408639680444
resonly,O1s_1000,elastic operators,0.0,0.0,0.0,0.0,0.9966226924541182,0.003310403124363393,6.840157668079787e-05,0.9557542962686333,1.1585390509605713e-05,8.260741983475561e-07,0.07130309484713865,0.0
resonly,O1v_1000,elastic operators,1.3,0.9098573122792004,0.9538644097979547,1.6032301296653373,0.9948856358376391,0.0038682190967009597,0.0012476811701855298,0.9383677278236969,1.1585390509605713e-05,1.4312217812895253e-05,1.235367750532765,-0.3461355902020453
resonly,O4s_1000,elastic operators,2.7,4.4890443938147655,2.118736508821889,2.0040642233411377,0.9098091884535782,0.07972818602822286,0.010464571527914811,0.9619870212842611,1.1585390509605713e-05,0.00012420037392629993,10.720430513181455,-0.5812634911781114
resonly,O4v_1000,elastic operators,2.7,4.42315207404863,2.1031291149258124,2.007895645452246,0.9120402197992914,0.07783417149024592,0.010127538915365457,0.9622908512524054,1.1585390509605713e-05,0.00011969317116546466,10.331388576520085,-0.5968708850741877
resonly,O6s_1000,elastic operators,3.1,8.291206742927898,2.8794455617232804,1.3382624683636557,0.43505324616321694,0.4473120477385546,0.11764093273620968,0.9287777378866235,1.1585390509605713e-05,0.0013537488442172609,116.84965155855875,-0.22055443827671972
resonly,O6v_1000,elastic operators,3.3,8.238463002122444,2.8702722871049087,1.3465654404209537,0.4432124042232146,0.4428505177980023,0.11394316188791265,0.9303112191005738,1.1585390509605713e-05,0.001309888888041199,113.06385287186826,-0.42972771289509115
resonly,O10s_1000,elastic operators,3.0,6.969263859982675,2.639936336350306,1.6521157413897036,0.6911951038925133,0.26096421160230543,0.04784416258212831,0.9719458200772149,1.1585390509605713e-05,0.0005568206557899656,48.06231221367056,-0.3600636636496941
resonly,O10v_1000,elastic operators,3.1,6.904478470924005,2.627637431405635,1.6582031820205057,0.6955491859505475,0.258303135404959,0.04615108950749172,0.9727158164242837,1.1585390509605713e-05,0.0005366257172068212,46.31917385623665,-0.4723625685943649
resonly,O11s_1000,elastic operators,1.7,0.310173842968652,0.5569325299968139,1.080915636261659,0.9737815219203305,0.025487409201940876,0.0007326147643913991,0.9942928494498839,1.1585390509605713e-05,8.862040211785791e-06,0.7649323693006352,-1.143067470003186
resonly,O11v_1000,elastic operators,2.6,5.468770206021873,2.3385401869589226,2.126022587635781,0.9491361675643896,0.033540680406966714,0.01732526286666258,0.9787774700446092,1.1585390509605713e-05,0.0001962243305852336,16.937221962655425,-0.26145981304107746
resonly,O4s_200,elastic operators,2.3,2.498597169864297,1.5806951539953227,1.9497919626297244,0.9555519906768993,0.04109273217877606,0.0033569241023976687,0.9590338979647408,1.1585390509605713e-05,4.035956782325913e-05,3.4836605455634913,-0.7193048460046771
resonly,O6s_200,elastic operators,2.2,7.211754096644654,2.685470926419546,1.5087248462431047,0.5873785865192136,0.3535749904276104,0.05905040422816937,0.9691262296532798,1.1585390509605713e-05,0.0006925335929497767,59.776456596398816,0.4854709264195458
resonly,O10s_200,elastic operators,2.8,5.454381337056475,2.335461696765005,1.8335075815723545,0.8113712734887698,0.16934713855447966,0.019283925062453636,0.9894330005520302,1.1585390509605713e-05,0.00022823877652359496,19.700568257440864,-0.464538303234995
resonly,O11s_200,elastic operators,1.1,0.0,0.0,0.0,0.9871069677980217,0.012647762931901214,0.00024678152934520337,0.9936885959675693,1.1585390509605713e-05,2.9793863261526645e-06,0.25716753558564875,-1.1
resonly,O1v_200,elastic operators,0.0,0.0,0.0,0.0,0.9977537928649839,0.0019100097355565745,0.00033770098078972073,0.935146396194912,1.1585390509605713e-05,3.953129040120155e-06,0.34121672781271595,0.0
resonly,O4s_4000,elastic operators,2.7,4.755216309496973,2.1806458468758683,1.9937722767167199,0.9007525124085293,0.08708419460812124,0.012165308833426003,0.9620555902342502,1.1585390509605713e-05,0.00014410598326165366,12.438595241323293,-0.5193541531241319
resonly,O6s_4000,elastic operators,2.6,8.418579989538557,2.9014789314311,1.3172052252043054,0.41399206825127377,0.458176037140441,0.12783850463872784,0.9213539312180818,1.1585390509605713e-05,0.0014671046471976983,126.63402636115617,0.3014789314310997
resonly,O10s_4000,elastic operators,3.1,7.1538013575045625,2.674659110523164,1.6239878330579571,0.6714048714750124,0.27494828574385666,0.053650547858766495,0.9680713734403179,1.1585390509605713e-05,0.0006228691494124844,53.763327951358164,-0.425340889476836
resonly,O11s_4000,elastic operators,1.8,0.45676126947728335,0.6758411569868199,1.245719754964718,0.971104417935253,0.02804838189863114,0.0008487536750583449,0.9943597607999745,1.1585390509605713e-05,1.026671655964698e-05,0.8861778591869313,-1.1241588430131801
resonly,O1v_4000,elastic operators,1.2,1.1581500365682587,1.07617379477864,1.7149726475799953,0.9942382268791683,0.00427398324787142,0.0014893346153806682,0.9387555147637839,1.1585390509605713e-05,1.7036373862851794e-05,1.4705049302159081,-0.1238262052213599
resonly,O1s_400_d100,inelastic O1 (s/v),0.8,0.0,0.0,0.0,0.98647601069407,0.013273139421704905,0.00025236247119435725,0.9998223996410048,1.1585390509605713e-05,3.0041958774180825e-06,0.2593089870321794,-0.8
resonly,O1v_400_d100,inelastic O1 (s/v),2.6,3.5087046684402594,1.873153669200757,2.0967465484135306,0.9728044161662539,0.02119483648272487,0.006002453492664991,0.9942851271179003,1.1585390509605713e-05,6.862810349298864e-05,5.9236763263256,-0.726846330799243
resonly,O1s_400_d150,inelastic O1 (s/v),2.2,0.7146931678344117,0.8453952731322856,1.4008530397079066,0.9445802169335213,0.05431313795059913,0.0011082275441888607,0.9992025043287281,1.1585390509605713e-05,1.3193348137842287e-05,1.1387918367450265,-1.3546047268677146
resonly,O1v_400_d150,inelastic O1 (s/v),2.8,6.442995942104972,2.5383057227420363,1.9652538856024915,0.8710369520653662,0.09802139347148159,0.03094425377426952,0.9710413948426604,1.1585390509605713e-05,0.00035347443010450756,30.510359561158843,-0.26169427725796357
resonly,O1s_400_d200,inelastic O1 (s/v),2.6,3.091379159805001,1.7582318276623823,1.5971466817649882,0.7304504736120873,0.26350385170041907,0.006047650626457856,0.9954603036769186,1.1585390509605713e-05,7.19931734987584e-05,6.214134382355709,-0.8417681723376178
resonly,O1v_400_d200,inelastic O1 (s/v),2.8,8.302528629068547,2.8814108747397595,1.5720129670368277,0.6304505331790327,0.2683589578020907,0.10119563049610997,0.9102130915423114,1.1585390509605713e-05,0.0011539972628884097,99.60797281124051,0.08141087473975972
resonly,O1s_400_d250,inelastic O1 (s/v),2.9,4.722476254914,2.1731259178690037,1.0836045810916506,0.1795743062178589,0.7981108031619751,0.022318104817037374,0.9824917365782346,1.1585390509605713e-05,0.0002656842858046929,22.932700074668006,-0.7268740821309962
resonly,O1v_400_d250,inelastic O1 (s/v),2.8,9.22840850749526,3.0378295718317148,1.3357014980192727,0.4299292266169117,0.3789258206679049,0.19115331615591066,0.8421104683800066,1.1585390509605713e-05,0.0021760340393395168,187.8256962970145,0.23782957183171494
resonly,O1s_400_d300,inelastic O1 (s/v),2.9,5.967261885893095,2.4427979625611886,1.001305496921916,0.02823524406432351,0.9253164358555509,0.046453048655948695,0.9617742165154035,1.1585390509605713e-05,0.0005531017353006733,47.741311338800706,-0.45720203743881127
resonly,O1v_400_d300,inelastic O1 (s/v),3.1,10.58250314129873,3.2530759507424247,1.0220843388854828,0.036936223503423446,0.4700446057842799,0.4930384006215393,0.6831990526799675,1.1585390509605713e-05,0.005617020563524845,484.8365326026468,0.15307595074242464
resonly,O1s_1000_d100,inelastic O1 (s/v),0.8,0.0,0.0,0.0,0.9829708834251726,0.01666535461704936,0.00036528260122604587,0.999691222653539,1.1585390509605713e-05,4.341378700933203e-06,0.37472873247851823,-0.8
resonly,O1v_1000_d100,inelastic O1 (s/v),2.6,4.2648461455082725,2.06515039295163,2.123302687599131,0.9646674433866759,0.026216200134258207,0.009118174479339346,0.9905744008048796,1.1585390509605713e-05,0.00010335281686685936,8.920960996624773,-0.5348496070483701
resonly,O1s_1000_d150,inelastic O1 (s/v),2.2,1.1485946146676724,1.0717250648686316,1.5884002772954275,0.9334970508812616,0.06496451768249334,0.0015400433799024062,0.9986417866897739,1.1585390509605713e-05,1.8294699688153236e-05,1.5791180860916756,-1.1282749351313686
resonly,O1v_1000_d150,inelastic O1 (s/v),2.8,7.042901015562165,2.653846456666656,1.9189635564292706,0.8449752076873566,0.11144349359179792,0.04358435233196335,0.9558434534444203,1.1585390509605713e-05,0.0004930712727877393,42.55974560192189,-0.14615354333334363
resonly,O1s_1000_d200,inelastic O1 (s/v),2.7,3.433643508607929,1.8530093115275836,1.6037205932692145,0.7191512250931289,0.27347283367039404,0.007377993101674807,0.9930041197467198,1.1585390509605713e-05,8.755689680475303e-05,7.557526587658621,-0.8469906884724165
resonly,O1v_1000_d200,inelastic O1 (s/v),2.9,8.712182192886758,2.9516405934474403,1.5258340656472136,0.5949758565010592,0.2752068824859914,0.12982341180038923,0.8760564509096167,1.1585390509605713e-05,0.0014637561147132704,126.34499575129874,0.05164059344744043
resonly,O1s_1000_d250,inelastic O1 (s/v),2.9,4.983214513455096,2.2323114732167406,1.1199498670033592,0.22267912076481888,0.7523998598978704,0.024924318671857973,0.9739535582408464,1.1585390509605713e-05,0.0002953049395832975,25.48942474907975,-0.6676885267832593
resonly,O1v_1000_d250,inelastic O1 (s/v),3.0,9.523345871417405,3.0859918780543483,1.3085544066759802,0.40247561256843456,0.36780687576404714,0.22972725790133214,0.7931214630800195,1.1585390509605713e-05,0.0025771230949513577,222.44594110268497,0.08599187805434827
resonly,O1s_1000_d300,inelastic O1 (s/v),3.0,5.890114672631171,2.426955844804592,1.0176123253937175,0.05625296679639018,0.8994136840010775,0.04433779816173381,0.9449732646413194,1.1585390509605713e-05,0.0005228384853547982,45.12912058694101,-0.573044155195408
resonly,O1v_1000_d300,inelastic O1 (s/v),3.4,10.437430327108814,3.2307012129116512,1.0719801595510214,0.11423679609122316,0.4379661397057686,0.44781465457116953,0.6479362800259373,1.1585390509605713e-05,0.004979343134869765,429.7950190579487,-0.16929878708834867
resonly,O1s_1000_d350,inelastic O1 (s/v),3.3,8.301320013866643,2.8812011408207243,0.9966159482371251,0.0004053475103141841,0.8393643634072889,0.1602397863900919,0.7197961397767428,1.1585390509605713e-05,0.0018284044115435786,157.81983438776678,-0.4187988591792755
resonly,O1v_1000_d350,inelastic O1 (s/v),3.4,11.104498180571682,3.332341246116862,1.0002711533670028,1.9189365649699685e-05,0.31040309398947746,0.6896038967690261,0.49904346492540913,1.1585390509605713e-05,0.007457964991623818,643.7387661158464,-0.06765875388313791
resonly,O1s_4000_d100,inelastic O1 (s/v),1.0,0.0020590485910361167,0.04537674063918779,0.11540233875215189,0.9812235991658069,0.018351061216843823,0.00042686453469675676,0.9996110789923452,1.1585390509605713e-05,5.068553391024747e-06,0.43749525635948944,-0.9546232593608122
resonly,O1v_4000_d100,inelastic O1 (s/v),2.6,4.582276255425313,2.140625201997144,2.1268142755570874,0.9604604014288756,0.028687937870671622,0.010853541026093306,0.9884014265655242,1.1585390509605713e-05,0.0001225679830329512,10.579529704357162,-0.4593747980028562
resonly,O1s_4000_d150,inelastic O1 (s/v),2.3,1.34318891507246,1.1589602732934636,1.6484421405104688,0.9282644071225891,0.06997267274212698,0.0017645469624135287,0.998315592134821,1.1585390509605713e-05,2.0938161212719198e-05,1.8072900689328417,-1.1410397267065362
resonly,O1v_4000_d150,inelastic O1 (s/v),2.9,7.2814456971809705,2.698415404859113,1.8964881576131698,0.8324708816444336,0.11749442799089012,0.05003797591965977,0.9478190375381252,1.1585390509605713e-05,0.0005638915710871292,48.67264255094325,-0.20158459514088678
resonly,O1s_4000_d200,inelastic O1 (s/v),2.7,3.572322063442698,1.8900587460295244,1.6039925704825087,0.7139270078106804,0.27807871231294967,0.007996366180426451,0.9917611484741732,1.1585390509605713e-05,9.47721253022331e-05,8.180313406238259,-0.8099412539704758
resonly,O1v_4000_d200,inelastic O1 (s/v),2.9,8.862346219213578,2.976969301019676,1.5068915072039668,0.5799588714622976,0.27758673987834104,0.14246099373712345,0.8608775274592578,1.1585390509605713e-05,0.0015994382073230538,138.05647776800643,0.07696930101967592
resonly,O1s_4000_d250,inelastic O1 (s/v),2.9,5.065085460977571,2.250574473546159,1.1365413314511263,0.24248783000034474,0.7318163393195805,0.025699148772578013,0.9706818135458289,1.1585390509605713e-05,0.00030387560035542894,26.22920652553565,-0.6494255264538409
resonly,O1v_4000_d250,inelastic O1 (s/v),3.1,9.622109911346342,3.1019525965666115,1.2971838805947844,0.3907433012877325,0.36452730410952167,0.24473967949735353,0.774791653196911,1.1585390509605713e-05,0.0027323028998392073,235.84037996594006,0.0019525965666113976
resonly,O1s_4000_d300,inelastic O1 (s/v),3.0,5.8970814689819235,2.4283907158820064,1.0225157554638142,0.06405017697104545,0.8915613480173593,0.04439288859464828,0.9403064054468947,1.1585390509605713e-05,0.0005221939564764403,45.073487686364764,-0.5716092841179936
resonly,O1v_4000_d300,inelastic O1 (s/v),3.4,10.399124741286869,3.2247673933613985,1.092500842173747,0.1438944306849865,0.42282592996942164,0.43329670553180055,0.6440924352145062,1.1585390509605713e-05,0.004793002063614417,413.71087661140376,-0.1752326066386014
resonly,O1s_4000_d350,inelastic O1 (s/v),3.3,7.627330777424504,2.7617622593960736,0.9960333689142087,0.0029680366953144365,0.8841879127032929,0.11285166378783419,0.8009542792850991,1.1585390509605713e-05,0.0013005377020755037,112.25669959050565,-0.5382377406039263
resonly,O1v_4000_d350,inelastic O1 (s/v),3.4,11.047758694407094,3.3238168864134336,1.0006220629717966,0.0006782900929534242,0.3300591905176215,0.6692880247866762,0.5023992970058931,1.1585390509605713e-05,0.007246255488966934,625.4649321452649,-0.07618311358656626
resonly,L10_1000_fig1,check: LZ Fig. 1 spectrum,3.4,9.082443659064666,3.0137092857581114,1.1357010782726074,0.2053461373689662,0.5869456311742505,0.20771798603548197,0.7958046578748379,1.1585390509605713e-05,0.002378995609934044,205.34444721233731,-0.38629071424188854
resonly,L10_200_fig1,check: LZ Fig. 1 spectrum,3.1,8.319444153768927,2.884344666257645,1.2446527685491038,0.33849426115373776,0.5353998663325353,0.1261125927504847,0.899724188711604,1.1585390509605713e-05,0.0014773371405804778,127.51725022610017,-0.21565533374235502
resonly,O1s_1000_fig1,check: LZ Fig. 1 spectrum,0.0,0.0,0.0,0.0,0.9961893365618772,0.0037333879641380614,7.877336455471373e-05,0.9553677232113048,1.1585390509605713e-05,9.388211464147339e-07,0.08103491596906774,0.0
resonly,O1s_1000_d200_fig1,check: LZ Fig. 1 spectrum,2.7,3.5783382451536454,1.891649609508496,1.5640968762806984,0.6868325409084536,0.3049657493943407,0.00820382248393355,0.9901894994958558,1.1585390509605713e-05,9.761435072729701e-05,8.425641815557508,-0.8083503904915041
resonly,O1s_1000_d300_fig1,check: LZ Fig. 1 spectrum,3.0,5.927864838131427,2.4347206899624907,1.0166765920393128,0.05417266930940156,0.9007007235331456,0.04513109654963969,0.9293028640481946,1.1585390509605713e-05,0.0005336623980217097,46.063393165663086,-0.5652793100375093
resonly,O1s_1000_d200_helm,check: Helm form factor,2.7,4.8118944218749675,2.1936030684412726,1.359250928329252,0.4888884643255774,0.49315619309179676,0.017958022991195352,0.9793684358045481,1.1585390509605713e-05,0.00022180537442928648,19.145265258463457,-0.5063969315587276
resonly,O1s_1000_d250_helm,check: Helm form factor,2.9,5.703450114631778,2.3881897149581266,1.0797516552088293,0.1536892134020713,0.8101531658677389,0.03616141381188249,0.9539770856027014,1.1585390509605713e-05,0.0004470887515792635,38.59073642865745,-0.5118102850418733
resonly,O1s_1000_d300_helm,check: Helm form factor,3.0,6.552319966813229,2.559749981309352,1.021782592648719,0.05457870549957697,0.8862495382584827,0.059176746546418406,0.9109358724425707,1.1585390509605713e-05,0.0007325677022930122,63.2320249961038,-0.44025001869064795
resonly,O1s_1000_d350_helm,check: Helm form factor,3.3,9.200323559271055,3.0332035143179983,0.9982852490130567,6.439808883248945e-05,0.7671980808679272,0.23274927035512188,0.55900120744401,1.1585390509605713e-05,0.0028722141253363213,247.91690214972925,-0.26679648568200154
lzlike,L10_100,L10 (m scan),2.9,6.264886230057527,2.5029754753208286,1.7272840109614551,0.7022701421940087,0.2789416563727408,0.01879595030130782,0.9948243595496803,1.1585390509605713e-05,0.00037097884288431226,32.02126355401876,-0.39702452467917126
lzlike,L10_200,L10 (m scan),3.1,8.860872464352724,2.9767217646855615,1.3134505841322475,0.38749551984644753,0.5164176289276128,0.09611670651761516,0.9489125789471179,1.1585390509605713e-05,0.0018398754504689594,158.80996406150285,-0.1232782353144386
lzlike,L10_400,L10 (m scan),3.4,9.431471116940884,3.0710700280099252,1.217078002437575,0.2885401290354166,0.5716636689849052,0.13983739850446375,0.9135859728457021,1.1585390509605713e-05,0.0026470305612443508,228.48004640410153,-0.3289299719900747
lzlike,L10_1000,L10 (m scan),3.4,9.664411860470864,3.108763718983941,1.180842590142701,0.24752425409952908,0.5895616287029465,0.16296114351331537,0.8927971715646874,1.1585390509605713e-05,0.003067099890624485,264.738585037896,-0.2912362810160589
lzlike,L10_4000,L10 (m scan),3.4,9.758835206617732,3.123913444162263,1.166932499219836,0.2311432923743531,0.5955776867612494,0.1733286249715474,0.8831279141510174,1.1585390509605713e-05,0.0032543773890940765,280.9035557667044,-0.276086555837737
lzlike,O1s_1000,elastic operators,0.0,0.0,0.0,0.0,0.9966212534069407,0.003310398344393693,6.840147791413662e-05,0.9557556763069555,1.1585390509605713e-05,1.3199512569304183e-06,0.11393239233809309,0.0
lzlike,O1v_1000,elastic operators,1.3,1.7433430395722098,1.320357163638767,2.048457538679455,0.9948844058635556,0.003868214314433464,0.0012476796276810966,0.938368887926297,1.1585390509605713e-05,2.286893096498517e-05,1.9739456297156335,0.02035716363876694
lzlike,O4s_1000,elastic operators,2.7,5.521947292972982,2.3498823998176976,2.1684168234480516,0.9098104820537819,0.07972829938869337,0.01046458640682792,0.9619856534976382,1.1585390509605713e-05,0.00019845542907910582,17.12980058070221,-0.35011760018230254
lzlike,O4v_1000,elastic operators,2.7,5.455506744938248,2.335702623395848,2.1727641166665945,0.9120414284589902,0.07783427463813812,0.010127552336646526,0.9622895760009376,1.1585390509605713e-05,0.00019125350911356403,16.50816249611883,-0.36429737660415196
lzlike,O6s_1000,elastic operators,3.1,9.261869957339513,3.043332048485593,1.3666298980617198,0.4350651914877798,0.4473243296549366,0.11764416282157465,0.9287522369921763,1.1585390509605713e-05,0.0021631641987776467,186.71482821266298,-0.05666795151440729
lzlike,O6v_1000,elastic operators,3.3,9.209972599695902,3.034793666741761,1.3758383646918504,0.44322420997188633,0.442862313907187,0.11394619696617148,0.9302864392708802,1.1585390509605713e-05,0.0020930783687097276,180.665327333965,-0.26520633325823884
