k,j,q0,mu_bkg,sig_frac
9,7,0.45571702525921864,1.5103233698024986e-05,3.300850715663366e-05
9,8,2.215601439711463,1.5710379750609343e-05,0.00011282465958030108
9,9,4.3932439515647275,1.5078120903341458e-05,0.00035712565177126177
9,10,6.091797046348802,1.5110798974195431e-05,0.0008639211180344323
9,11,7.951337352307746,1.3921538727449182e-05,0.002050155727560209
9,12,8.810983508683421,1.5851108936675904e-05,0.0035781214243073285
9,13,9.773416815705787,1.5770557580840108e-05,0.0057831194616349575
9,14,10.322408002612065,1.5618201300271972e-05,0.007567041810020024
9,15,10.20255223302047,1.7960548524253743e-05,0.008171226855272896
9,16,9.516900044560316,2.2450894619388624e-05,0.007423109209855985
9,17,8.566282020925428,2.7674908913167423e-05,0.0057831194616349575
9,18,7.591577702660288,2.6375935953196542e-05,0.0033778022733134115
9,19,6.324494589149253,2.7589789905444517e-05,0.0018624534763798236
9,20,4.272091280197856,3.110862680320519e-05,0.0007267943425916444
9,21,1.0540178018000006,7.187514017860586e-05,0.00024794517318145286
9,22,0.0,9.389717497709556e-05,7.253999306408479e-05
9,23,0.0,0.00011174353880614195,1.3644977980315241e-05
10,5,0.0,1.5991454819711237e-05,1.2056180309237692e-06
10,6,0.0,1.5071197310169583e-05,5.711796206781394e-06
10,7,0.12783738783218723,1.4293004354724658e-05,2.1907486541885162e-05
10,8,1.6010662317003153,1.488626335273659e-05,7.488083904004992e-05
10,9,3.6981197121622245,1.4284279013129425e-05,0.00023702148578896165
10,10,5.3827794707704015,1.4263645995648435e-05,0.000573377650094246
10,11,7.234789524740336,1.3126434295314803e-05,0.0013606722290458936
10,12,8.135890840845605,1.4610506501102867e-05,0.002374771042394456
10,13,9.110178326744062,1.4419099155849772e-05,0.003838210894382135
10,14,9.672578012952727,1.4153750554815804e-05,0.005022186123966547
10,15,9.646642640751452,1.551560336365265e-05,0.00542317898574235
10,16,8.989066349004133,1.904046075140464e-05,0.004926659189468434
10,17,8.121287982350623,2.238997829180747e-05,0.003838210894382135
10,18,7.150638927814725,2.1319588024028585e-05,0.0022418207976694633
10,19,5.979186506114274,2.122477738625252e-05,0.0012360957214776187
10,20,4.031292795087211,2.2787473480914893e-05,0.0004823676879263188
10,21,1.2537153302528168,4.0527517279413334e-05,0.00016455926100573243
10,22,0.0,5.0609130632606975e-05,4.8144222768357104e-05
10,23,0.0,5.838549393639494e-05,9.056064548741661e-06
11,5,0.0,1.2837541856987772e-05,1.9368963432853724e-07
11,6,0.0,1.1044103177232344e-05,8.481754338080688e-07
11,7,0.0,1.1892220325403672e-05,3.069773828975812e-06
11,8,0.5868250968051143,1.1566476789540704e-05,2.7468220003795345e-05
11,9,1.0559683835635951,1.1867482731506298e-05,4.021126711381648e-05
11,10,4.6707681526550004,1.1812609044868073e-05,0.00031189106329140734
11,11,5.520145149946984,9.698240468913171e-06,0.00040531813384147187
11,12,7.766896745921258,1.0676000240961193e-05,0.0013987080323125802
11,13,8.155005920531039,1.2811277102729124e-05,0.0019993990558400104
11,14,9.06182800580791,1.1776357420139167e-05,0.002926959573295476
11,15,9.717981605088426,1.0534125280045353e-05,0.00371419755636098
11,16,9.179454133507534,1.2578613270334445e-05,0.003458044017953084
11,17,8.218092348537539,1.3948077774983486e-05,0.002419123851176051
11,18,4.037739907631476,9.515500567802151e-05,0.0019523364162654145
11,19,0.6909499303819757,0.0002396333586009398,0.0006684014967289175
11,20,0.1511464890318166,0.00025115151754349685,0.00040531813384147187
11,21,0.0,0.0001181544460630353,0.00010426555564855273
11,22,0.0,0.00014633081179611554,2.5573845339828252e-05
11,23,0.0,0.0002649736592048772,6.899704912525361e-06
12,5,0.0,1.2090939427649078e-05,1.1568992530959338e-07
12,6,0.0,1.039700800133449e-05,5.066112749237099e-07
12,7,0.0,1.116326460078172e-05,1.8335617505950928e-06
12,8,0.14115528973889013,1.0887321438942464e-05,1.6406641127921018e-05
12,9,0.4609854969330627,1.1169718116557068e-05,2.401800439723443e-05
12,10,3.78469962165218,1.1137539557819808e-05,0.00018629109369739947
